"hit_id","query_id","biosample_id","closest_ref","distance","SRM_present","single_closest_ref"
"ORQL01.54959.1_2/1-177","ORQL01","SAMEA2338653","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.47164953982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"UEYL01.268.1_12/64-437","UEYL01","SAMN06115482","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UEYL01.268.1_13/11-266","UEYL01","SAMN06115482","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"CABREG01.5.1_15/53-398","CABREG01","SAMEA5850674","['QUERY___Peptococcaceae_bacterium_CEB3_dsrB']",1.45418706024472,TRUE,"QUERY___Peptococcaceae_bacterium_CEB3_dsrB"
"CABREG01.5.1_16/5-240","CABREG01","SAMEA5850674","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.11634855633203,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2"
"OWEL01.305.1_34/63-436","OWEL01","SAMEA3708636","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0579093035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OWEL01.4091.1_6/64-437","OWEL01","SAMEA3708636","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OWEL01.4091.1_5/11-266","OWEL01","SAMEA3708636","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OWEL01.305.1_35/11-266","OWEL01","SAMEA3708636","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0750643035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OYNJ01.225.1_2/65-438","OYNJ01","SAMN06165351","['Bilophila_sp._4_1_30__BilSpec3']",0.0077678334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OYNJ01.225.1_1/11-266","OYNJ01","SAMN06165351","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UPPV01.24436.1_1/2-278","UPPV01","SAMEA2737785","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"ADCO01.120.1_11/64-437","ADCO01","SAMN02463823","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"ADCO01.120.1_12/11-266","ADCO01","SAMN02463823","['Bilophila_sp._4_1_30__BilSpec3']",0.0016698334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OQCZ01.8482.1_4/11-154","OQCZ01","SAMD00036329","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OQCZ01.8482.1_5/1-101","OQCZ01","SAMD00036329","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.024209,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"OQCZ01.8482.1_2/1-96","OQCZ01","SAMD00036329","['Bilophila_sp._4_1_30__BilSpec3']",0.0996978334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OYLB01.397.1_1/1-362","OYLB01","SAMN06165525","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"OUQV01.4454.1_2/63-436","OUQV01","SAMN05194692","['uncultured_bacterium__EF645667']",0.085775677392887,TRUE,"uncultured_bacterium__EF645667"
"OUQV01.4454.1_1/11-266","OUQV01","SAMN05194692","['uncultured_bacterium__EF645667']",0.141154170607274,TRUE,"uncultured_bacterium__EF645667"
"ORNG01.5819.1_2/11-266","ORNG01","SAMEA2338711","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"ORNG01.5819.1_1/1-210","ORNG01","SAMEA2338711","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"ORNG01.22395.1_2/64-160","ORNG01","SAMEA2338711","['Bilophila_sp._4_1_30__BilSpec3']",0.0672318334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"ORNG01.9965.1_2/27-293","ORNG01","SAMEA2338711","['QUERY___rifcsp2_19_4_full_scaffold_314035_dsrB']",6.076534,TRUE,"QUERY___rifcsp2_19_4_full_scaffold_314035_dsrB"
"OQNE01.11495.1_2/63-435","OQNE01","SAMD00036386","['Bilophila_sp._4_1_30__BilSpec3']",0.0138928334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OQNE01.11495.1_1/11-172","OQNE01","SAMD00036386","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"OQNE01.6336.1_1/4-86","OQNE01","SAMD00036386","['Bilophila_sp._4_1_30__BilSpec3']",0.0016698334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OVYS01.1671.1_2/37-290","OVYS01","SAMEA3708682","['QUERY___Moorella_thermoacetica_2_dsrA']",5.972439,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA"
"UMHD01.646.1_16/64-437","UMHD01","SAMEA4836091","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UMHD01.646.1_17/11-266","UMHD01","SAMEA4836091","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OYSH01.833.1_2/64-437","OYSH01","SAMN06165504","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OYSH01.833.1_1/11-266","OYSH01","SAMN06165504","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"ULSM01.42723.1_1/13-177","ULSM01","SAMEA4835710","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OQFS01.51574.1_1/18-109","OQFS01","SAMD00036217","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.113368,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"ULRP01.80793.1_1/11-218","ULRP01","SAMEA4835685","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.495686,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"ULRP01.80793.1_2/1-156","ULRP01","SAMEA4835685","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.545406303593441,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OVXQ01.14723.1_1/64-437","OVXQ01","SAMEA3708714","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UPOK01.31553.1_1/2-325","UPOK01","SAMEA2737744","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.16869853982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"OYUM01.2885.1_1/65-154","OYUM01","SAMN06165693","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UMGV01.9026.1_2/11-174","UMGV01","SAMEA4836081","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"UMGV01.9026.1_1/1-133","UMGV01","SAMEA4836081","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"UMGV01.39708.1_6/27-293","UMGV01","SAMEA4836081","['QUERY___Moorella_thermoacetica_2_dsrA']",4.193285,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA"
"OPXN01.48009.1_1/1-201","OPXN01","SAMEA1965906","['Bilophila_sp._4_1_30__BilSpec3']",0.0115108334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"CABSBZ01.16.1_2/63-436","CABSBZ01","SAMEA5851638","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.371787099243762,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"CABSBZ01.16.1_3/11-266","CABSBZ01","SAMEA5851638","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.267568,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"OYQJ01.3007.1_1/1-202","OYQJ01","SAMN06165398","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"CAAGJV01.123.1_4/63-435","CAAGJV01","SAMEA5279610","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.372299099243762,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"CAAGJV01.123.1_5/11-266","CAAGJV01","SAMEA5279610","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.337363,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"ULUH01.33449.1_1/63-436","ULUH01","SAMEA4835753","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0543083035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"ULUH01.7013.1_1/1-224","ULUH01","SAMEA4835753","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"CAADVC01.70.1_5/27-294","CAADVC01","SAMEA5279291","['QUERY___Moorella_thermoacetica_2_dsrA']",4.423812,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA"
"ORMG01.935.1_4/64-437","ORMG01","SAMEA2531406","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"ORMG01.935.1_5/11-266","ORMG01","SAMEA2531406","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"ORSE01.106005.1_1/1-101","ORSE01","SAMEA2338625","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'Desulfovibrio_piger__DslPige2']",NA,TRUE,"Desulfovibrio_piger__DslPige2"
"UPLR01.798.1_2/62-435","UPLR01","SAMEA2737831","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.372864,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"UPLR01.39270.1_2/1-337","UPLR01","SAMEA2737831","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0557333035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UPLR01.798.1_1/11-266","UPLR01","SAMEA2737831","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.495686,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"OVZO01.678.1_22/64-437","OVZO01","SAMEA3708496","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OVZO01.678.1_21/11-266","OVZO01","SAMEA3708496","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OXEG01.23482.1_1/13-281","OXEG01","SAMN05826944","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.072774,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"OXEG01.35117.1_1/1-204","OXEG01","SAMN05826944","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.089451,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"USYD01.2053.1_9/64-437","USYD01","SAMN06112065","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.017771,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"USYD01.2053.1_8/11-266","USYD01","SAMN06112065","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",2e-06,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"CAJMNW01.10.1_6/63-436","CAJMNW01","SAMEA7852721","['Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",0.301073467515419,TRUE,"Desulfovibrio_sp._6_1_46AFAA__DsvSp231"
"CAJMNW01.10.1_7/11-266","CAJMNW01","SAMEA7852721","['Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",0.250683417985541,TRUE,"Desulfovibrio_sp._6_1_46AFAA__DsvSp231"
"ULVN01.45464.1_1/2-155","ULVN01","SAMEA4835787","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UZTI01.11655.1_1/64-437","UZTI01","SAMN00792094","['Bilophila_sp._4_1_30__BilSpec3']",0.0138538334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"UZTI01.11655.1_2/11-133","UZTI01","SAMN00792094","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OZFJ01.11660.1_2/11-234","OZFJ01","SAMN06165065","['QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"OZFJ01.11660.1_1/15-161","OZFJ01","SAMN06165065","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.129583303593441,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UXQT01.57482.1_1/58-295","UXQT01","SAMEA2160152","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0604443035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UXQT01.43396.1_1/11-220","UXQT01","SAMEA2160152","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.131139303593441,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UXQT01.43396.1_2/1-163","UXQT01","SAMEA2160152","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.152818303593441,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"ORVZ01.809.1_22/64-437","ORVZ01","SAMEA2338845","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"ORVZ01.809.1_21/11-266","ORVZ01","SAMEA2338845","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OWBE01.2558.1_5/64-437","OWBE01","SAMEA3708459","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OWBE01.2558.1_6/11-266","OWBE01","SAMEA3708459","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UALC01.30235.1_1/29-251","UALC01","SAMN06164597","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.134023,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"UALC01.28775.1_1/8-243","UALC01","SAMN06164597","['Bilophila_sp._4_1_30__BilSpec3']",0.0275838334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"ORPK01.10958.1_3/63-436","ORPK01","SAMEA2338687","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.031218,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"ORPK01.10958.1_2/11-266","ORPK01","SAMEA2338687","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.009274,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UZRS01.35893.1_1/23-153","UZRS01","SAMN00715271","['Bilophila_sp._4_1_30__BilSpec3']",0.0169988334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"UPQV01.5037.1_5/64-437","UPQV01","SAMEA2737787","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UPQV01.5037.1_6/11-266","UPQV01","SAMEA2737787","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"UMIY01.30948.1_2/27-293","UMIY01","SAMEA4836134","['QUERY___Moorella_thermoacetica_2_dsrA']",4.193969,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA"
"UMIY01.2092.1_7/26-289","UMIY01","SAMEA4836134","['QUERY___Moorella_thermoacetica_2_dsrA']",5.496002,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA"
"ULRE01.52415.1_1/1-264","ULRE01","SAMEA4835674","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"ULRE01.57331.1_1/1-200","ULRE01","SAMEA4835674","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0819273035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"ULRE01.60356.1_1/63-186","ULRE01","SAMEA4835674","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"UMLM01.48333.1_1/64-143","UMLM01","SAMEA4836203","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"UMLG01.60125.1_3/64-251","UMLG01","SAMEA4836195","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6"
"OYQF01.807.1_5/50-397","OYQF01","SAMN06165669","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.16491153982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"OYQF01.807.1_4/7-240","OYQF01","SAMN06165669","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.942981556332035,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2"
"UZKM01.13484.1_2/2-191","UZKM01","SAMN00715152","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.029726,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"UZKM01.13484.1_1/11-93","UZKM01","SAMN00715152","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"ORKA01.1750.1_3/63-436","ORKA01","SAMN04329859","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"ORKA01.1750.1_2/11-266","ORKA01","SAMN04329859","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"ORKA01.13878.1_1/1-278","ORKA01","SAMN04329859","['Bilophila_sp._4_1_30__BilSpec3']",0.0269368334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"ORKA01.4273.1_2/1-275","ORKA01","SAMN04329859","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.14110153982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"ORKA01.4273.1_1/6-240","ORKA01","SAMN04329859","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.02873455633203,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2"
"ORKA01.20078.1_1/16-220","ORKA01","SAMN04329859","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.30222,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"ORKA01.21879.1_2/11-114","ORKA01","SAMN04329859","['Bilophila_sp._4_1_30__BilSpec3']",0.0224748334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"OVTN01.14312.1_1/64-480","OVTN01","SAMN06016419","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OVTN01.2698.1_1/1-230","OVTN01","SAMN06016419","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.010756,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"OYPO01.1637.1_1/2-216","OYPO01","SAMN06165545","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.055882,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"OYPO01.1704.1_1/1-217","OYPO01","SAMN06165545","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"ORMP01.11882.1_3/63-436","ORMP01","SAMEA2338692","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0587753035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"ORMP01.11882.1_2/11-266","ORMP01","SAMEA2338692","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.105304303593441,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"CABREM01.175.1_2/52-397","CABREM01","SAMEA5850684","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.34380853982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"OPRH01.40996.1_1/1-187","OPRH01","SAMEA1963786","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0568553035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OPRH01.20684.1_1/1-94","OPRH01","SAMEA1963786","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"USXO01.5062.1_2/64-124","USXO01","SAMN06111952","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.149624,TRUE,"QUERY___Bilophila_wadsworthia_dsrA"
"CABQIE01.1.1_189/52-400","CABQIE01","SAMEA5850105","['Gordonibacter_pamelaeae__GrdPame5']",0.912804704393165,TRUE,"Gordonibacter_pamelaeae__GrdPame5"
"CABQIE01.1.1_188/3-238","CABQIE01","SAMEA5850105","['QUERY___Peptococcaceae_bacterium_CEB3_dsrB']",1.01888162998019,TRUE,"QUERY___Peptococcaceae_bacterium_CEB3_dsrB"
"OWDQ01.335.1_10/64-437","OWDQ01","SAMEA3708579","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OWDQ01.335.1_11/11-266","OWDQ01","SAMEA3708579","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"ORMR01.34516.1_1/2-136","ORMR01","SAMEA2338699","['Bilophila_sp._4_1_30__BilSpec3']",0.0168188334302823,TRUE,"Bilophila_sp._4_1_30__BilSpec3"
"ULVE01.66400.1_2/62-435","ULVE01","SAMEA4835778","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.369578,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"ULVE01.97021.1_1/1-178","ULVE01","SAMEA4835778","['QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"ULVE01.66400.1_1/11-77","ULVE01","SAMEA4835778","['QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB"
"OYLG01.71.1_1/63-436","OYLG01","SAMN06165492","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.012229,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OYLG01.71.1_2/11-266","OYLG01","SAMN06165492","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0540423035934414,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA"
"OUOU01.48953.1_2/2-120","OUOU01","SAMN05356889","['QUERY___Peptococcaceae_bacterium_CEB3_dsrB', 'Gordonibacter_pamelaeae__GrdPame5']",NA,TRUE,"Gordonibacter_pamelaeae__GrdPame5"
"JAHYZK01.23.1_47/63-436","JAHYZK01","SAMN19224748","['Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",0.0361764179855414,TRUE,"Desulfovibrio_sp._6_1_46AFAA__DsvSp231"
"JAHYZK01.23.1_48/11-266","JAHYZK01","SAMN19224748","['Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",0.0355494179855414,TRUE,"Desulfovibrio_sp._6_1_46AFAA__DsvSp231"
"OWCT01.361.1_11/64-437","OWCT01","SAMEA3708532","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"OWCT01.361.1_12/11-266","OWCT01","SAMEA3708532","['Bilophila_wadsworthia__BilWads6']",1.50000025001454e-06,TRUE,"Bilophila_wadsworthia__BilWads6"
"CAJLPA01.38.1_9/53-398","CAJLPA01","SAMEA7848253","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.35631153982822,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2"
"CAJLPA01.38.1_8/5-240","CAJLPA01","SAMEA7848253","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.09794455633203,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2"
"OWST01.295.1_59/63-436","OWST01","SAMEA4378314","['Desulfovibrio_sp._3_1_syn3__DsvSp230']",0.00163384853285095,TRUE,"Desulfovibrio_sp._3_1_syn3__DsvSp230"
"OWST01.295.1_60/11-266","OWST01","SAMEA4378314","['Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",0.0440534179855414,TRUE,"Desulfovibrio_sp._6_1_46AFAA__DsvSp231"
