hit_id,query_id,biosample_id,closest_ref,distance
OPBO01.33525.1_1/1-212,OPBO01,SAMEA2042509,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
OPBO01.6386.1_4/28-293,OPBO01,SAMEA2042509,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],6.785958635
UMHU01.29959.1_1/64-437,UMHU01,SAMEA4836101,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UMHU01.29959.1_2/11-266,UMHU01,SAMEA4836101,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OYMJ01.1588.1_1/11-232,OYMJ01,SAMN06165631,['Desulfovibrio_sp._6_1_46AFAA__DsvSp231'],0.043947788
OYMJ01.2787.1_1/1-80,OYMJ01,SAMN06165631,['Bilophila_wadsworthia__BilWads6'],0.418394964
JACYXG01.20.1_1/24-397,JACYXG01,SAMN16287627,['uncultured_bacterium__EF645667'],0.021597231
JACYXG01.3.1_1/11-266,JACYXG01,SAMN16287627,['uncultured_bacterium__EF645667'],0.003364255
JACYXG01.10.1_54/11-266,JACYXG01,SAMN16287627,['Desulfovibrio_desulfuricans__DQ092635'],0.030313201
UPQH01.3107.1_11/62-435,UPQH01,SAMEA2737797,['uncultured_bacterium__EF645667'],0.473102604
UPQH01.3107.1_12/11-266,UPQH01,SAMEA2737797,['uncultured_bacterium__EF645667'],0.607475604
OPRI01.2457.1_13/40-291,OPRI01,SAMEA2042406,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.925956635
UXMJ01.34174.1_1/64-138,UXMJ01,SAMEA2156675,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
UEST01.1562.1_6/64-437,UEST01,SAMN06115430,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UEST01.1562.1_5/11-266,UEST01,SAMN06115430,['Bilophila_sp._4_1_30__BilSpec3'],0.001666865
ORRO01.17421.1_2/1-374,ORRO01,SAMEA2338644,['Desulfovibrio_piger__DslPige3'],0.065833418
ORRO01.17421.1_1/11-266,ORRO01,SAMEA2338644,['uncultured_bacterium__EF645667'],0.156608604
UYDK01.43761.1_1/5-350,UYDK01,SAMEA2158542,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.356938984
UYDK01.43761.1_2/5-111,UYDK01,SAMEA2158542,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.211958796
VOFC01.6289.1_31/15-304,VOFC01,SAMN12384722,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.127818984
VOFC01.6289.1_29/2-118,VOFC01,SAMN12384722,['Desulfitibacter_alkalitolerans__DfiAlka2'],NA
VOFC01.6289.1_30/6-97,VOFC01,SAMN12384722,['Deep_sea_sediment_clone__JN798931'],1.624106031
OXCV01.12278.1_2/25-398,OXCV01,SAMN05827097,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.122614418
OXCV01.14918.1_1/6-128,OXCV01,SAMN05827097,['uncultured_bacterium__EF645667'],0.177987604
OVGC01.3436.1_2/62-435,OVGC01,SAMN06016382,['uncultured_bacterium__EF645667'],0.473102604
OVGC01.3436.1_1/11-266,OVGC01,SAMN06016382,['uncultured_bacterium__EF645667'],0.615514604
OVGC01.52509.1_1/1-240,OVGC01,SAMN06016382,['Bilophila_wadsworthia__BilWads6'],0.167923964
UMHM01.98159.1_2/1-302,UMHM01,SAMEA4836095,['Desulfovibrio_sp._3_1_syn3__DsvSp230'],0.001630077
UMHM01.22396.1_3/1-228,UMHM01,SAMEA4836095,['Desulfovibrio_sp._6_1_46AFAA__DsvSp231'],NA
OVGU01.56195.1_1/58-179,OVGU01,SAMN06016422,['Bilophila_wadsworthia__BilWads6'],0.196002964
USVW01.1446.1_16/11-266,USVW01,SAMN06112061,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.001825363
USVW01.13604.1_1/63-327,USVW01,SAMN06112061,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
USVW01.1446.1_17/1-134,USVW01,SAMN06112061,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige2']",NA
USUH01.25059.1_1/1-231,USUH01,SAMN06111944,['Bilophila_wadsworthia__BilWads6'],NA
USUO01.22186.1_2/3-374,USUO01,SAMN06112068,['Bilophila_sp._4_1_30__BilSpec3'],0.019997865
USUO01.1497.1_18/11-266,USUO01,SAMN06112068,['uncultured_bacterium__EF645667'],0.194528604
USUO01.22186.1_1/11-266,USUO01,SAMN06112068,['Bilophila_wadsworthia__BilWads6'],1.44E-06
USUO01.78664.1_1/1-224,USUO01,SAMN06112068,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
USUO01.2852.1_9/63-225,USUO01,SAMN06112068,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'Bilophila_wadsworthia__BilWads6']",NA
USUO01.14438.1_2/63-225,USUO01,SAMN06112068,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'uncultured_bacterium__EF645667']",NA
OWAJ01.9816.1_2/51-424,OWAJ01,SAMEA3708685,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.056209418
OWAJ01.933.1_7/64-437,OWAJ01,SAMEA3708685,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OWAJ01.933.1_8/11-266,OWAJ01,SAMEA3708685,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OWAJ01.9816.1_1/11-266,OWAJ01,SAMEA3708685,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.001825363
UYEW01.64807.1_1/1-261,UYEW01,SAMEA2157850,['Bilophila_wadsworthia__BilWads6'],0.102475964
UYEW01.35589.1_1/64-159,UYEW01,SAMEA2157850,"['uncultured_bacterium__EF645667', 'uncultured_bacterium__EF645664', 'Desulfovibrio_desulfuricans__DQ092635']",NA
UYEW01.21524.1_2/30-287,UYEW01,SAMEA2157850,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],8.084650635
CABSZM01.9.1_14/572-834,CABSZM01,SAMEA5852573,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.620683635
USXV01.40500.1_1/1-203,USXV01,SAMN06111945,['Bilophila_wadsworthia__BilWads6'],0.111270964
USXV01.76553.1_1/1-177,USXV01,SAMN06111945,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA
USXV01.62479.1_1/43-232,USXV01,SAMN06111945,['Thermodesulfobium_narugense__CP002690'],1.325940377
USXV01.52057.1_1/16-200,USXV01,SAMN06111945,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],0.826717174
OZME01.25330.1_1/2-176,OZME01,SAMN06164451,['Desulfovibrio_piger__DslPige4'],0.117204363
OZME01.44656.1_1/1-85,OZME01,SAMN06164451,['uncultured_bacterium__EF645667'],NA
UAGU01.25853.1_1/98-230,UAGU01,SAMN06165215,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'Bilophila_wadsworthia__BilWads6']",NA
ULXF01.35107.1_1/1-98,ULXF01,SAMEA4835832,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige2']",NA
UZLG01.3162.1_6/11-266,UZLG01,SAMN00715165,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UZLG01.3162.1_5/1-148,UZLG01,SAMN00715165,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
ULYE01.30023.1_1/1-173,ULYE01,SAMEA4835856,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
OYUS01.221.1_3/64-437,OYUS01,SAMN06165431,['Desulfovibrio_sp._3_1_syn3__DsvSp230'],0.001630077
OYUS01.321.1_2/1-366,OYUS01,SAMN06165431,['Bilophila_wadsworthia__BilWads6'],0.107170964
OYUS01.164.1_2/52-399,OYUS01,SAMN06165431,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.163060984
OYUS01.321.1_1/11-266,OYUS01,SAMN06165431,['Bilophila_sp._4_1_30__BilSpec3'],0.010858865
OYUS01.221.1_2/11-266,OYUS01,SAMN06165431,['Desulfovibrio_sp._6_1_46AFAA__DsvSp231'],0.043947788
OYUS01.164.1_3/7-240,OYUS01,SAMN06165431,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.941330796
ORMZ01.48271.1_1/11-115,ORMZ01,SAMEA2338743,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA
ORMZ01.48271.1_2/1-99,ORMZ01,SAMEA2338743,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667']",NA
ULSF01.34850.1_1/1-342,ULSF01,SAMEA4835701,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.062570418
ULSF01.35904.1_2/7-144,ULSF01,SAMEA4835701,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.040066363
ULVC01.40674.1_1/51-332,ULVC01,SAMEA4835769,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ULVC01.43899.1_2/11-198,ULVC01,SAMEA4835769,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.041630363
ULVC01.43776.1_1/1-172,ULVC01,SAMEA4835769,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
USWY01.5726.1_3/64-437,USWY01,SAMN06111942,['Bilophila_wadsworthia__BilWads6'],1.44E-06
USWY01.2295.1_10/62-435,USWY01,SAMN06111942,['uncultured_bacterium__EF645667'],0.478471604
USWY01.5726.1_4/11-266,USWY01,SAMN06111942,['Bilophila_wadsworthia__BilWads6'],1.44E-06
USWY01.2295.1_9/11-266,USWY01,SAMN06111942,['uncultured_bacterium__EF645667'],0.609117604
OYME01.2225.1_1/27-294,OYME01,SAMN06165313,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],6.845465635
WPOE01.2.1_56/51-395,WPOE01,SAMN13387023,['Gordonibacter_pamelaeae__GrdPame5'],0.253855377
WPOE01.2.1_55/3-237,WPOE01,SAMN13387023,['Gordonibacter_pamelaeae__GrdPame5'],0.038334261
UAOO01.4932.1_2/63-436,UAOO01,SAMN06164630,['uncultured_bacterium__EF645667'],0.181028604
UAOO01.4932.1_1/11-266,UAOO01,SAMN06164630,['Bilophila_wadsworthia__BilWads6'],0.161781964
OYQA01.83.1_5/55-399,OYQA01,SAMN06165592,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.372917984
OYQA01.83.1_4/5-240,OYQA01,SAMN06165592,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.302059796
OYQA01.1961.1_1/11-164,OYQA01,SAMN06165592,['uncultured_bacterium__EF645667'],NA
UMDL01.33022.1_1/62-166,UMDL01,SAMEA4835993,"['uncultured_bacterium__EF645667', 'Candidatus_Desulfovibrio_trichonymphae', 'Bilophila_wadsworthia__BilWads6']",NA
USYX01.9165.1_2/11-266,USYX01,SAMN06112095,['Bilophila_wadsworthia__BilWads6'],1.44E-06
USYX01.9165.1_3/200-502,USYX01,SAMN06112095,['Bilophila_sp._4_1_30__BilSpec3'],0.022865865
UZHW01.16669.1_2/1-322,UZHW01,SAMN00791927,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
UZHW01.16669.1_1/11-139,UZHW01,SAMN00791927,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
UERG01.68268.1_1/1-234,UERG01,SAMN06115478,['Desulfovibrio_vulgaris__DQ826729'],0.457143611
UERG01.93265.1_1/1-125,UERG01,SAMN06115478,['Bilophila_wadsworthia__BilWads6'],NA
UERG01.88106.1_1/2-86,UERG01,SAMN06115478,['Desulfovibrio_vulgaris__DQ826729'],0.506153894
UERG01.88106.1_2/1-60,UERG01,SAMN06115478,['uncultured_bacterium__EF645667'],1.102595604
ULXM01.1565.1_1/1-241,ULXM01,SAMEA4835838,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
UZHI01.1633.1_7/65-438,UZHI01,SAMN00791902,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.065145418
UZHI01.1633.1_6/1-253,UZHI01,SAMN00791902,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.089895418
USZC01.638.1_12/64-437,USZC01,SAMN06111958,['Bilophila_wadsworthia__BilWads6'],1.44E-06
USZC01.16.1_113/62-435,USZC01,SAMN06111958,['uncultured_bacterium__EF645667'],0.478471604
USZC01.638.1_13/11-266,USZC01,SAMN06111958,['Bilophila_wadsworthia__BilWads6'],1.44E-06
USZC01.16.1_112/11-266,USZC01,SAMN06111958,['uncultured_bacterium__EF645667'],0.596044604
USZC01.25440.1_2/63-258,USZC01,SAMN06111958,['Desulfovibrio_vulgaris__DQ826729'],0.396753894
USZC01.83011.1_2/6-186,USZC01,SAMN06111958,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.182267796
USZC01.10734.1_1/8-147,USZC01,SAMN06111958,"['Bilophila_wadsworthia__BilWads6', 'Desulfovibrio_vulgaris__DQ826729']",NA
USZC01.145301.1_1/60-169,USZC01,SAMN06111958,['uncultured_bacterium__EF645667'],0.426941604
USZC01.83011.1_1/10-115,USZC01,SAMN06111958,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.095502143
USZC01.136803.1_1/54-119,USZC01,SAMN06111958,['Desulfosporosinus_youngiae__DfpYoun5'],0.99985453
USZC01.120500.1_2/2-91,USZC01,SAMN06111958,['Desulfovibrio_vulgaris__DQ826729'],0.521585894
OZIN01.61529.1_1/1-130,OZIN01,SAMN06165267,"['Desulfovibrio_sp._3_1_syn3__DsvSp230', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA
OZIN01.156.1_5/27-294,OZIN01,SAMN06165267,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],6.845465635
OZIN01.431.1_20/27-293,OZIN01,SAMN06165267,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],6.616622635
OZIN01.10325.1_1/28-291,OZIN01,SAMN06165267,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.707357635
ULWZ01.32982.1_1/1-179,ULWZ01,SAMEA4835825,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ULWZ01.59103.1_2/11-143,ULWZ01,SAMEA4835825,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.011078363
ULWZ01.63543.1_1/1-84,ULWZ01,SAMEA4835825,"['Bilophila_wadsworthia__BilWads6', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ULWZ01.9487.1_1/63-143,ULWZ01,SAMEA4835825,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'uncultured_bacterium__EF645667']",NA
OQED01.42346.1_1/3-144,OQED01,SAMD00036345,['Bilophila_wadsworthia__BilWads6'],0.136886964
OQED01.22205.1_3/6-109,OQED01,SAMD00036345,['Bilophila_wadsworthia__BilWads6'],0.209461964
UMGB01.69084.1_2/11-212,UMGB01,SAMEA4836060,['Bilophila_wadsworthia__BilWads6'],NA
UMGB01.53203.1_2/64-232,UMGB01,SAMEA4836060,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667']",NA
UMGB01.69084.1_1/1-194,UMGB01,SAMEA4836060,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
UMGB01.57313.1_2/11-141,UMGB01,SAMEA4836060,['Bilophila_wadsworthia__BilWads6'],0.282052964
OZHQ01.499.1_2/27-294,OZHQ01,SAMN06165288,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],6.820629635
OQRC01.28035.1_2/1-319,OQRC01,SAMN02712089,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA
OQRC01.28035.1_1/11-183,OQRC01,SAMN02712089,['Bilophila_wadsworthia__BilWads6'],NA
UZSS01.30450.1_1/13-328,UZSS01,SAMN00792074,['Bilophila_sp._4_1_30__BilSpec3'],0.009476865
UPEC01.2184.1_1/1-358,UPEC01,SAMEA2737701,['uncultured_bacterium__EF645667'],0.475425604
UPEC01.2184.1_2/11-266,UPEC01,SAMEA2737701,['uncultured_bacterium__EF645667'],0.607475604
UAKK01.7292.1_3/6-346,UAKK01,SAMN06164804,['Desulfovibrio_piger__DslPige3'],0.074242418
UAKK01.7292.1_2/11-266,UAKK01,SAMN06164804,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.093310418
UEQG01.256.1_30/64-437,UEQG01,SAMN06115532,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UEQG01.256.1_29/1-253,UEQG01,SAMN06115532,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UYEB01.40733.1_1/64-259,UYEB01,SAMEA2162573,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
UYEB01.63452.1_1/1-116,UYEB01,SAMEA2162573,['Bilophila_sp._4_1_30__BilSpec3'],0.055901865
UYEB01.88501.1_2/11-114,UYEB01,SAMEA2162573,['Bilophila_sp._4_1_30__BilSpec3'],0.022478865
OYRZ01.353.1_2/64-437,OYRZ01,SAMN06165512,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OYRZ01.390.1_3/64-437,OYRZ01,SAMN06165512,['uncultured_bacterium__EF645667'],0.473102604
OYRZ01.353.1_1/11-266,OYRZ01,SAMN06165512,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OYRZ01.390.1_2/11-266,OYRZ01,SAMN06165512,['uncultured_bacterium__EF645667'],0.607475604
OYRZ01.5026.1_1/6-121,OYRZ01,SAMN06165512,['Desulfitibacter_alkalitolerans__DfiAlka2'],NA
UZTQ01.28268.1_1/1-295,UZTQ01,SAMN00792112,['Bilophila_sp._4_1_30__BilSpec3'],0.008783865
OWDA01.24669.1_2/11-203,OWDA01,SAMEA3708563,['Bilophila_sp._4_1_30__BilSpec3'],0.014532865
VTFY01.1.1_291/51-398,VTFY01,SAMN12639138,['Gordonibacter_pamelaeae__GrdPame5'],0.627737377
VTFY01.1.1_290/2-235,VTFY01,SAMN12639138,['Gordonibacter_pamelaeae__GrdPame5'],0.725352377
OZFV01.8576.1_2/11-266,OZFV01,SAMN06165144,['Desulfovibrio_piger__DslPige3'],0.020324363
OZFV01.8576.1_1/1-244,OZFV01,SAMN06165144,"['Desulfovibrio_piger__DslPige2', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
OZFV01.27588.1_1/65-173,OZFV01,SAMN06165144,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'uncultured_bacterium__EF645667']",NA
PPTR01.8.1_28/51-395,PPTR01,SAMN08365987,['Gordonibacter_pamelaeae__GrdPame5'],0.274412377
PPTR01.8.1_29/3-237,PPTR01,SAMN08365987,['Gordonibacter_pamelaeae__GrdPame5'],0.298422377
ULWY01.49008.1_2/11-216,ULWY01,SAMEA4835824,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ULWY01.49008.1_1/1-199,ULWY01,SAMEA4835824,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.007900363
OWAN01.1663.1_3/64-437,OWAN01,SAMEA3708641,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OWAN01.1663.1_2/1-246,OWAN01,SAMEA3708641,['Bilophila_wadsworthia__BilWads6'],0.119519964
OPYE01.17877.1_2/1-305,OPYE01,SAMEA1967055,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.015988363
OPYE01.17877.1_1/1-79,OPYE01,SAMEA1967055,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige2']",NA
UYEQ01.13532.1_1/1-341,UYEQ01,SAMEA2146600,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.163060984
UYEQ01.13532.1_2/7-240,UYEQ01,SAMEA2146600,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.941330796
JAJCQY01.2.1_65/51-395,JAJCQY01,SAMN22167310,['Gordonibacter_pamelaeae_7-10-1-b__FP929047'],0.014199353
JAJCQY01.2.1_64/3-237,JAJCQY01,SAMN22167310,['Gordonibacter_pamelaeae__GrdPame5'],0.003374261
OYRL01.489.1_2/1-249,OYRL01,SAMN06165668,['Desulfovibrio_sp._3_1_syn3__DsvSp230'],NA
OYRL01.2310.1_1/51-175,OYRL01,SAMN06165668,"['Desulfovibrio_sp._3_1_syn3__DsvSp230', 'uncultured_bacterium__EF645667', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA
OYRL01.959.1_2/1-116,OYRL01,SAMN06165668,"['Desulfovibrio_sp._6_1_46AFAA__DsvSp231', 'Desulfovibrio_sp._3_1_syn3__DsvSp230']",NA
OYRL01.489.1_1/11-144,OYRL01,SAMN06165668,['Desulfovibrio_sp._6_1_46AFAA__DsvSp231'],NA
UALZ01.7889.1_2/114-464,UALZ01,SAMN06164785,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.090601418
UALZ01.7889.1_1/11-165,UALZ01,SAMN06164785,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.077647418
CAAEPX01.185.1_6/51-400,CAAEPX01,SAMEA5278197,['Gordonibacter_pamelaeae__GrdPame5'],0.599518377
CAAEPX01.185.1_5/3-237,CAAEPX01,SAMEA5278197,['Gordonibacter_pamelaeae__GrdPame5'],0.676908377
OQAM01.29366.1_2/1-134,OQAM01,SAMD00036242,['Bilophila_sp._4_1_30__BilSpec3'],0.419837865
OPBH01.16718.1_2/64-176,OPBH01,SAMEA2042633,['Bilophila_sp._4_1_30__BilSpec3'],0.059185865
OPBH01.59223.1_1/1-131,OPBH01,SAMEA2042633,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667']",NA
UEYJ01.10159.1_4/62-435,UEYJ01,SAMN06115523,['Bilophila_wadsworthia__BilWads6'],0.157807964
UEYJ01.6437.1_4/63-436,UEYJ01,SAMN06115523,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.047053418
UEYJ01.10159.1_3/11-266,UEYJ01,SAMN06115523,['Bilophila_wadsworthia__BilWads6'],0.163365964
UEYJ01.6437.1_5/11-244,UEYJ01,SAMN06115523,['uncultured_bacterium__EF645667'],NA
UEYJ01.70573.1_1/1-176,UEYJ01,SAMN06115523,['uncultured_bacterium__EF645667'],0.430395553
OWGP01.2594.1_1/11-266,OWGP01,SAMEA3708542,['Bilophila_sp._4_1_30__BilSpec3'],0.001666865
UEPZ01.27110.1_1/2-198,UEPZ01,SAMN06115414,['uncultured_bacterium__EF645667'],NA
UEPZ01.55893.1_1/1-168,UEPZ01,SAMN06115414,['uncultured_bacterium__EF645667'],0.316785998
UEPZ01.49310.1_1/62-178,UEPZ01,SAMN06115414,['uncultured_bacterium__EF645667'],NA
OVIP01.4464.1_1/1-217,OVIP01,SAMN02676186,['Bilophila_sp._4_1_30__BilSpec3'],NA
OVIP01.8190.1_1/1-186,OVIP01,SAMN02676186,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA
JABLTR01.106603.1_12/64-437,JABLTR01,SAMN14651230,['Bilophila_wadsworthia__BilWads6'],1.44E-06
JABLTR01.106603.1_13/11-266,JABLTR01,SAMN14651230,['Bilophila_wadsworthia__BilWads6'],1.44E-06
JABLTR01.62344.1_1/6-198,JABLTR01,SAMN14651230,['Gordonibacter_pamelaeae__GrdPame5'],NA
JABLTR01.33790.1_1/1-159,JABLTR01,SAMN14651230,"['Gordonibacter_pamelaeae_7-10-1-b__FP929047', 'Gordonibacter_pamelaeae__GrdPame5']",NA
JABLTR01.74852.1_2/51-148,JABLTR01,SAMN14651230,['Gordonibacter_pamelaeae__GrdPame5'],NA
JABLTR01.8272.1_1/9-261,JABLTR01,SAMN14651230,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.965793635
OYTP01.993.1_2/64-437,OYTP01,SAMN06165639,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OYTP01.993.1_1/11-266,OYTP01,SAMN06165639,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OYTP01.5870.1_1/7-240,OYTP01,SAMN06165639,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.941330796
OYTP01.9723.1_2/34-167,OYTP01,SAMN06165639,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.178627984
ORRL01.4986.1_5/64-437,ORRL01,SAMEA2338660,['Bilophila_wadsworthia__BilWads6'],1.44E-06
ORRL01.4986.1_6/11-266,ORRL01,SAMEA2338660,['Bilophila_wadsworthia__BilWads6'],0.258808964
ORRL01.6747.1_1/1-137,ORRL01,SAMEA2338660,['Bilophila_wadsworthia__BilWads6'],NA
ORRL01.40364.1_1/63-164,ORRL01,SAMEA2338660,['Desulfovibrio_vulgaris__DQ826729'],NA
UPCG01.29051.1_1/1-243,UPCG01,SAMEA2737709,['Bilophila_wadsworthia__BilWads6'],NA
UPCG01.40074.1_1/11-153,UPCG01,SAMEA2737709,['Bilophila_wadsworthia__BilWads6'],0.112603964
ORTF01.2734.1_21/63-436,ORTF01,SAMEA2338814,['Desulfovibrio_piger__DslPige3'],0.072451418
ORTF01.2734.1_20/11-266,ORTF01,SAMEA2338814,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.011054363
ORRW01.73751.1_1/1-176,ORRW01,SAMEA2338639,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],NA
ORRW01.28489.1_2/64-172,ORRW01,SAMEA2338639,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ORPP01.32292.1_2/11-150,ORPP01,SAMEA2338657,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA
ORPP01.46594.1_1/64-159,ORPP01,SAMEA2338657,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
CABQGX01.231.1_2/1-359,CABQGX01,SAMEA5850068,['Desulfovibrio_vulgaris__DQ826729'],0.380803894
CABQGX01.231.1_1/11-266,CABQGX01,SAMEA5850068,['Bilophila_wadsworthia__BilWads6'],0.408469964
ORSK01.7982.1_3/63-436,ORSK01,SAMEA2338663,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.053107418
