hit_id,query_id,biosample_id,closest_ref,distance,SRM_present
UMLL01.90295.1_15/11-266,UMLL01,SAMEA4836200,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UMLL01.5291.1_4/11-266,UMLL01,SAMEA4836200,['Desulfovibrio_piger__DslPige4'],0.011073787680788403,True
UMLL01.82854.1_2/11-266,UMLL01,SAMEA4836200,['uncultured_bacterium__EF645667'],0.19613627619024632,True
UMLL01.5291.1_5/13-177,UMLL01,SAMEA4836200,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
UMLL01.82854.1_1/10-174,UMLL01,SAMEA4836200,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
UMLL01.58994.1_55/63-193,UMLL01,SAMEA4836200,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
UMLL01.5291.1_1/63-193,UMLL01,SAMEA4836200,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'uncultured_bacterium__EF645667']",NA,True
OVYN01.501.1_12/64-437,OVYN01,SAMEA3708645,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OVYN01.501.1_13/11-266,OVYN01,SAMEA3708645,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OVYN01.12275.1_2/11-266,OVYN01,SAMEA3708645,['uncultured_bacterium__EF645667'],0.14115417060727437,True
OVYN01.32421.1_1/63-316,OVYN01,SAMEA3708645,['uncultured_bacterium__EF645667'],NA,True
OWRS01.952.1_22/64-437,OWRS01,SAMEA4378279,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OWRS01.58.1_38/62-435,OWRS01,SAMEA4378279,['uncultured_bacterium__EF645667'],0.4745862761902463,True
OWRS01.952.1_21/11-266,OWRS01,SAMEA4378279,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OWRS01.58.1_39/11-266,OWRS01,SAMEA4378279,['uncultured_bacterium__EF645667'],0.6088632761902464,True
UEOP01.41.1_73/64-437,UEOP01,SAMN06115503,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UEOP01.41.1_72/11-266,UEOP01,SAMN06115503,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
ORQZ01.3121.1_4/64-437,ORQZ01,SAMEA2338675,['Bilophila_sp._4_1_30__BilSpec3'],0.0077708334302823015,True
ORQZ01.3121.1_5/11-266,ORQZ01,SAMEA2338675,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
ORVL01.2853.1_13/63-436,ORVL01,SAMEA2338835,['Desulfovibrio_sp._3_1_syn3__DsvSp230'],0.0016338485328509585,True
ORVL01.2853.1_12/11-266,ORVL01,SAMEA2338835,['Desulfovibrio_sp._6_1_46AFAA__DsvSp231'],0.026157417985541376,True
ORVL01.65342.1_1/1-226,ORVL01,SAMEA2338835,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
OWGN01.692.1_13/64-437,OWGN01,SAMEA3708654,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OWGN01.692.1_14/11-266,OWGN01,SAMEA3708654,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OQQU01.95348.1_1/1-177,OQQU01,SAMN02712159,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
UPWM01.18108.1_1/11-266,UPWM01,SAMN06112020,['Bilophila_sp._4_1_30__BilSpec3'],0.0016698334302823019,True
UPWM01.32464.1_1/64-258,UPWM01,SAMN06112020,['Bilophila_sp._4_1_30__BilSpec3'],0.11390683343028231,True
UESA01.18044.1_1/62-435,UESA01,SAMN06115428,['Bilophila_wadsworthia__BilWads6'],0.1628743705024268,True
UESA01.7359.1_1/21-344,UESA01,SAMN06115428,['Desulfovibrio_vulgaris__DQ826729'],0.41902591186278837,True
UESA01.7359.1_2/11-266,UESA01,SAMN06115428,['Bilophila_wadsworthia__BilWads6'],0.30826437050242683,True
UESA01.18044.1_2/2-251,UESA01,SAMN06115428,['uncultured_bacterium__EF645667'],0.6226512761902463,True
UESA01.65231.1_1/11-210,UESA01,SAMN06115428,['Bilophila_wadsworthia__BilWads6'],0.12496237050242684,True
UXQU01.28398.1_4/2-118,UXQU01,SAMEA2162475,['Desulfitibacter_alkalitolerans__DfiAlka2'],NA,True
UXQU01.73593.1_1/3-135,UXQU01,SAMEA2162475,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.3164955398282183,True
JABLTO01.179291.1_4/64-437,JABLTO01,SAMN14651225,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
JABLTO01.179291.1_3/11-266,JABLTO01,SAMN14651225,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OVZD01.1803.1_16/64-437,OVZD01,SAMEA3708671,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OVZD01.4003.1_11/51-400,OVZD01,SAMEA3708671,['Gordonibacter_pamelaeae__GrdPame5'],0.6004297043931651,True
OVZD01.1803.1_15/11-266,OVZD01,SAMEA3708671,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OVZD01.4003.1_10/3-237,OVZD01,SAMEA3708671,['Gordonibacter_pamelaeae__GrdPame5'],0.6794527043931651,True
OVZD01.70372.1_1/1-219,OVZD01,SAMEA3708671,['uncultured_bacterium__EF645667'],NA,True
USVF01.386.1_14/64-437,USVF01,SAMN06112086,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
USVF01.386.1_15/11-266,USVF01,SAMN06112086,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OYVR01.58638.1_1/63-191,OYVR01,SAMN06164990,['uncultured_bacterium__EF645665'],0.11005291330255552,True
ORWG01.32262.1_1/64-125,ORWG01,SAMEA2338861,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
OPBS01.17226.1_3/40-291,OPBS01,SAMEA2042578,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.531387619456684,True
ORNK01.7682.1_1/11-266,ORNK01,SAMEA2338690,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
ORNK01.7682.1_2/1-238,ORNK01,SAMEA2338690,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
OWPE01.49286.1_1/17-181,OWPE01,SAMEA4378236,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
USYS01.30542.1_2/14-387,USYS01,SAMN06112090,['Desulfovibrio_piger__DslPige3'],0.06575609127422978,True
USYS01.15285.1_1/1-357,USYS01,SAMN06112090,['uncultured_bacterium__EF645667'],0.48886227619024636,True
USYS01.4501.1_8/63-380,USYS01,SAMN06112090,['Desulfovibrio_vulgaris__DQ826729'],0.3737589118627884,True
USYS01.2685.1_2/11-266,USYS01,SAMN06112090,['Bilophila_wadsworthia__BilWads6'],0.45014437050242684,True
USYS01.15285.1_2/11-266,USYS01,SAMN06112090,['uncultured_bacterium__EF645667'],0.6088632761902464,True
USYS01.14363.1_1/3-95,USYS01,SAMN06112090,"['Bilophila_wadsworthia__BilWads6', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3']",NA,True
ORCF01.9.1_52/63-436,ORCF01,SAMN04158618,['Desulfovibrio_sp._Dsv1__DsvSp233'],0.042384764099885244,True
ORCF01.9.1_51/11-266,ORCF01,SAMN04158618,['Desulfovibrio_sp._Dsv1__DsvSp233'],0.030479764099885245,True
ORCF01.82739.1_1/52-189,ORCF01,SAMN04158618,"['Anaerobic_bacterium_sk.prop8__Bv2Prop2', 'Bioreactor_clone__UncS2029']",NA,True
ORCF01.98001.1_2/2-160,ORCF01,SAMN04158618,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.1649115398282184,True
UPRJ01.4846.1_6/64-437,UPRJ01,SAMEA2737745,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UPRJ01.4846.1_5/11-266,UPRJ01,SAMEA2737745,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UPRJ01.32940.1_2/11-266,UPRJ01,SAMEA2737745,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.10952009127422976,True
UPRJ01.76798.1_1/51-207,UPRJ01,SAMEA2737745,"['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3']",NA,True
UPRJ01.32940.1_1/2-140,UPRJ01,SAMEA2737745,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige2']",NA,True
UPRJ01.69812.1_2/2-140,UPRJ01,SAMEA2737745,"['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige2']",NA,True
UPRJ01.69812.1_1/11-75,UPRJ01,SAMEA2737745,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'uncultured_bacterium__EF645667', 'Bilophila_wadsworthia__BilWads6', 'Desulfovibrio_piger__DslPige2']",NA,True
UZUF01.14766.1_1/64-123,UZUF01,SAMN00792118,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
UPWZ01.225.1_10/64-437,UPWZ01,SAMN06112010,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UPWZ01.225.1_11/11-266,UPWZ01,SAMN06112010,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OVFJ01.1198.1_1/64-437,OVFJ01,SAMN06016335,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OVFJ01.5655.1_2/63-436,OVFJ01,SAMN06016335,['uncultured_bacterium__EF645667'],0.08577567739288705,True
OVFJ01.1198.1_2/11-266,OVFJ01,SAMN06016335,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OVFJ01.5655.1_1/11-266,OVFJ01,SAMN06016335,['uncultured_bacterium__EF645667'],0.14115417060727437,True
OVFJ01.44002.1_1/2-215,OVFJ01,SAMN06016335,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.1988175398282184,True
OVFJ01.49379.1_1/2-146,OVFJ01,SAMN06016335,['Desulfitibacter_alkalitolerans__DfiAlka2'],NA,True
UEQM01.1663.1_1/64-355,UEQM01,SAMN06115440,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
UEQM01.512.1_2/11-266,UEQM01,SAMN06115440,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UMGG01.37389.1_2/11-266,UMGG01,SAMEA4836064,['uncultured_bacterium__EF645667'],0.20752127619024632,True
UMGG01.19571.1_1/11-266,UMGG01,SAMEA4836064,['Desulfovibrio_piger__DslPige4'],0.011082787680788403,True
UMGG01.51117.1_1/1-193,UMGG01,SAMEA4836064,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
UMGG01.77050.1_4/63-143,UMGG01,SAMEA4836064,"['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3']",NA,True
UMGG01.81647.1_2/63-143,UMGG01,SAMEA4836064,"['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'uncultured_bacterium__EF645667']",NA,True
UEQI01.11142.1_2/2-216,UEQI01,SAMN06115467,['Bilophila_wadsworthia__BilWads6'],NA,True
UEQI01.23613.1_1/64-213,UEQI01,SAMN06115467,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
OROW01.9403.1_5/64-437,OROW01,SAMEA2338762,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OROW01.9403.1_4/11-178,OROW01,SAMEA2338762,['Bilophila_wadsworthia__BilWads6'],0.14024337050242683,True
UZHQ01.7216.1_2/77-450,UZHQ01,SAMN00791903,['uncultured_bacterium__EF645667'],0.48826427619024626,True
UZHQ01.7216.1_1/11-266,UZHQ01,SAMN00791903,['uncultured_bacterium__EF645667'],0.5974082761902464,True
UXMP01.59062.1_1/1-187,UXMP01,SAMEA1964687,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
UXMP01.60651.1_1/1-184,UXMP01,SAMEA1964687,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3']",NA,True
UXMP01.56722.1_1/2-140,UXMP01,SAMEA1964687,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige2']",NA,True
UXMP01.56855.1_2/2-140,UXMP01,SAMEA1964687,"['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige2']",NA,True
UXMP01.6140.1_5/63-146,UXMP01,SAMEA1964687,"['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3']",NA,True
UXMP01.17857.1_2/64-147,UXMP01,SAMEA1964687,"['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'uncultured_bacterium__EF645667']",NA,True
UZSU01.5092.1_3/64-437,UZSU01,SAMN00792091,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UZSU01.5092.1_2/11-266,UZSU01,SAMN00792091,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UYKP01.770.1_15/40-291,UYKP01,SAMN03653686,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.923861619456684,True
UZUR01.12685.1_1/1-346,UZUR01,SAMN00792056,['Desulfovibrio_piger__DslPige2'],0.0172535214698588,True
UZUR01.12685.1_2/11-266,UZUR01,SAMN00792056,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0018347876807884042,True
ORTX01.26068.1_1/1-97,ORTX01,SAMEA2338815,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6', 'uncultured_bacterium__EF645667']",NA,True
ORMX01.9416.1_3/63-436,ORMX01,SAMEA2338745,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.06060809127422978,True
ORMX01.9416.1_2/11-266,ORMX01,SAMEA2338745,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.09324509127422978,True
OQQT01.62665.1_1/4-142,OQQT01,SAMN02712163,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,True
UYDU01.44051.1_1/21-276,UYDU01,SAMEA2159529,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
UYDU01.34002.1_1/64-170,UYDU01,SAMEA2159529,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
UPSV01.52668.1_1/30-276,UPSV01,SAMN06111977,['Candidatus_Desulfovibrio_trichonymphae'],0.32460730740604277,True
UPSV01.31992.1_1/11-266,UPSV01,SAMN06111977,['uncultured_bacterium__EF645667'],0.6088632761902464,True
UYCT01.23087.1_1/5-240,UYCT01,SAMEA2143633,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.2779715563320349,True
UYCT01.23087.1_2/1-143,UYCT01,SAMEA2143633,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.4716495398282186,True
OQHT01.23672.1_1/5-166,OQHT01,SAMD00036218,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.2779715563320349,True
OQHT01.23672.1_2/9-135,OQHT01,SAMD00036218,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.1696665398282182,True
OQGO01.6033.1_1/64-259,OQGO01,SAMD00036196,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.08172709127422978,True
OQGO01.6033.1_3/11-147,OQGO01,SAMD00036196,['Desulfovibrio_piger__DslPige3'],0.017519787680788403,True
OQGO01.6033.1_4/1-118,OQGO01,SAMD00036196,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.047506787680788407,True
OQGO01.6033.1_2/1-96,OQGO01,SAMD00036196,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige2']",NA,True
UPCL01.2239.1_10/63-436,UPCL01,SAMEA2737706,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.06513009127422978,True
UPCL01.2239.1_9/11-266,UPCL01,SAMEA2737706,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.07841609127422978,True
ULUL01.47445.1_1/1-232,ULUL01,SAMEA4835759,['Desulfovibrio_vulgaris__DQ826729'],0.4346949093585525,True
OWBD01.1314.1_9/64-437,OWBD01,SAMEA3708528,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OWBD01.1314.1_8/11-266,OWBD01,SAMEA3708528,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UZQW01.40033.1_1/51-340,UZQW01,SAMN00792001,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0833260912742298,True
UZQW01.16332.1_2/11-266,UZQW01,SAMN00792001,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.08185809127422979,True
UZQW01.36259.1_1/1-108,UZQW01,SAMN00792001,"['Bilophila_wadsworthia__BilWads6', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
UZQW01.16332.1_1/1-101,UZQW01,SAMN00792001,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige2']",NA,True
UEOV01.5028.1_2/65-438,UEOV01,SAMN06115537,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.06253709127422978,True
UEOV01.180.1_11/64-437,UEOV01,SAMN06115537,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UEOV01.180.1_12/1-253,UEOV01,SAMN06115537,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UEOV01.5028.1_3/11-266,UEOV01,SAMN06115537,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.0018347876807884042,True
OPXW01.39742.1_1/1-130,OPXW01,SAMEA2042009,['uncultured_bacterium__EF645667'],NA,True
OPXW01.24098.1_2/62-157,OPXW01,SAMEA2042009,"['uncultured_bacterium__EF645667', 'Candidatus_Desulfovibrio_trichonymphae', 'Bilophila_wadsworthia__BilWads6']",NA,True
OUQA01.11758.1_1/64-400,OUQA01,SAMN05194697,['Bilophila_sp._4_1_30__BilSpec3'],0.008684833430282302,True
OUQA01.30576.1_1/1-192,OUQA01,SAMN05194697,['Bilophila_sp._4_1_30__BilSpec3'],0.014169833430282303,True
OWRY01.3458.1_10/64-437,OWRY01,SAMEA4378316,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OWRY01.3458.1_11/11-266,OWRY01,SAMEA4378316,['Bilophila_wadsworthia__BilWads6'],0.10855237050242683,True
OWRY01.75569.1_1/1-192,OWRY01,SAMEA4378316,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.0896625398282183,True
UYCV01.9792.1_2/64-437,UYCV01,SAMEA2152591,['Bilophila_wadsworthia__BilWads6'],0.11589437050242683,True
UYCV01.9792.1_1/1-122,UYCV01,SAMEA2152591,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
OZHZ01.19631.1_2/11-220,OZHZ01,SAMN06165200,['uncultured_bacterium__EF645667'],0.5974082761902464,True
OZHZ01.19447.1_1/62-244,OZHZ01,SAMN06165200,"['uncultured_bacterium__EF645667', 'Candidatus_Desulfovibrio_trichonymphae']",NA,True
OZHZ01.19631.1_1/1-130,OZHZ01,SAMN06165200,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3']",NA,True
OWGZ01.11872.1_3/11-266,OWGZ01,SAMEA3708514,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OWGZ01.11872.1_4/1-215,OWGZ01,SAMEA3708514,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
USWE01.1127.1_5/63-436,USWE01,SAMN06112076,['Desulfovibrio_piger__DslPige2'],0.0340505214698588,True
USWE01.4069.1_7/63-435,USWE01,SAMN06112076,['Desulfovibrio_vulgaris__DQ826729'],0.3980739118627884,True
USWE01.1127.1_1/1-350,USWE01,SAMN06112076,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
USWE01.1127.1_2/11-266,USWE01,SAMN06112076,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
USWE01.4069.1_8/11-266,USWE01,SAMN06112076,['Bilophila_wadsworthia__BilWads6'],0.45613737050242686,True
USWE01.1127.1_6/11-266,USWE01,SAMN06112076,['uncultured_bacterium__EF645667'],0.16252927619024632,True
USWE01.40744.1_2/1-280,USWE01,SAMN06112076,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.1330085398282184,True
ORQL01.54959.1_2/1-177,ORQL01,SAMEA2338653,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.4716495398282186,True
UEYL01.268.1_12/64-437,UEYL01,SAMN06115482,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UEYL01.268.1_13/11-266,UEYL01,SAMN06115482,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OWEL01.305.1_34/63-436,OWEL01,SAMEA3708636,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.05974209127422978,True
OWEL01.4091.1_6/64-437,OWEL01,SAMEA3708636,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OWEL01.4091.1_5/11-266,OWEL01,SAMEA3708636,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OWEL01.305.1_35/11-266,OWEL01,SAMEA3708636,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.07689709127422978,True
UPPV01.24436.1_1/2-278,UPPV01,SAMEA2737785,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
OQCZ01.8482.1_4/11-154,OQCZ01,SAMD00036329,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
OQCZ01.8482.1_5/1-101,OQCZ01,SAMD00036329,['Bilophila_wadsworthia__BilWads6'],0.12357437050242684,True
OQCZ01.8482.1_2/1-96,OQCZ01,SAMD00036329,['Bilophila_sp._4_1_30__BilSpec3'],0.09969783343028231,True
OUQV01.4454.1_2/63-436,OUQV01,SAMN05194692,['uncultured_bacterium__EF645667'],0.08577567739288705,True
OUQV01.4454.1_1/11-266,OUQV01,SAMN05194692,['uncultured_bacterium__EF645667'],0.14115417060727437,True
ORNG01.5819.1_2/11-266,ORNG01,SAMEA2338711,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
ORNG01.5819.1_1/1-210,ORNG01,SAMEA2338711,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA,True
ORNG01.22395.1_2/64-160,ORNG01,SAMEA2338711,['Bilophila_sp._4_1_30__BilSpec3'],0.0672318334302823,True
ORNG01.9965.1_2/27-293,ORNG01,SAMEA2338711,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.470405619456683,True
OQNE01.11495.1_2/63-435,OQNE01,SAMD00036386,['Bilophila_sp._4_1_30__BilSpec3'],0.013892833430282303,True
OQNE01.11495.1_1/11-172,OQNE01,SAMD00036386,['Bilophila_wadsworthia__BilWads6'],NA,True
OQNE01.6336.1_1/4-86,OQNE01,SAMD00036386,['Bilophila_sp._4_1_30__BilSpec3'],0.0326328334302823,True
OVYS01.1671.1_2/37-290,OVYS01,SAMEA3708682,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.915151619456683,True
UMHD01.646.1_16/64-437,UMHD01,SAMEA4836091,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UMHD01.646.1_17/11-266,UMHD01,SAMEA4836091,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
ULSM01.42723.1_1/13-177,ULSM01,SAMEA4835710,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
OQFS01.51574.1_1/18-109,OQFS01,SAMD00036217,['Bilophila_wadsworthia__BilWads6'],0.2127333705024268,True
ULRP01.80793.1_1/11-218,ULRP01,SAMEA4835685,['uncultured_bacterium__EF645667'],0.5974082761902464,True
ULRP01.80793.1_2/1-156,ULRP01,SAMEA4835685,['Desulfovibrio_piger__DslPige4'],0.5472390912742296,True
OVXQ01.14723.1_1/64-437,OVXQ01,SAMEA3708714,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
UPOK01.31553.1_1/2-325,UPOK01,SAMEA2737744,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.1686985398282184,True
UMGV01.9026.1_2/11-174,UMGV01,SAMEA4836081,['Bilophila_wadsworthia__BilWads6'],NA,True
UMGV01.9026.1_1/1-133,UMGV01,SAMEA4836081,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667']",NA,True
UMGV01.39708.1_6/27-293,UMGV01,SAMEA4836081,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],6.816630619456683,True
OPXN01.48009.1_1/1-201,OPXN01,SAMEA1965906,['Bilophila_sp._4_1_30__BilSpec3'],0.011510833430282303,True
ULUH01.33449.1_1/63-436,ULUH01,SAMEA4835753,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.05614109127422978,True
ULUH01.7013.1_1/1-224,ULUH01,SAMEA4835753,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA,True
ORSE01.106005.1_1/1-101,ORSE01,SAMEA2338625,"['Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige2']",NA,True
UPLR01.798.1_2/62-435,UPLR01,SAMEA2737831,['uncultured_bacterium__EF645667'],0.4745862761902463,True
UPLR01.39270.1_2/1-337,UPLR01,SAMEA2737831,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.05756609127422978,True
UPLR01.798.1_1/11-266,UPLR01,SAMEA2737831,['uncultured_bacterium__EF645667'],0.5974082761902464,True
OVZO01.678.1_22/64-437,OVZO01,SAMEA3708496,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
OVZO01.678.1_21/11-266,OVZO01,SAMEA3708496,['Bilophila_wadsworthia__BilWads6'],1.50000025001454e-06,True
