# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_2_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_2/E11_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_2/E11_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_2/E11_1.bam	RPKG
6227_15	k141_50720	14079	15161	-	1083	12	0.0100164
6227_16	k141_50720	15340	15693	+	354	9	0.0229825
6227_17	k141_50720	15770	16267	-	498	7	0.0127065
6227_18	k141_50720	16278	17270	-	993	11	0.0100138
6227_19	k141_50720	17358	17948	+	591	3	0.00458872
6227_20	k141_50720	17952	18356	+	405	2	0.00446409
6227_21	k141_50720	18362	18802	+	441	8	0.0163987
6227_22	k141_50720	18858	19766	-	909	14	0.0139226
6227_23	k141_50720	19827	20543	-	717	4	0.00504311
6227_24	k141_50720	20536	21471	-	936	17	0.0164184
6227_25	k141_50720	21473	23911	-	2439	35	0.0129722
6227_26	k141_50720	23960	24571	-	612	11	0.016248
6227_27	k141_50720	24846	25655	+	810	11	0.0122762
6227_28	k141_50720	25721	26767	-	1047	12	0.0103608
6227_29	k141_50720	26914	29103	+	2190	24	0.0099066
6227_30	k141_50720	29213	30217	+	1005	10	0.0089948
6227_31	k141_50720	30230	31126	+	897	10	0.0100778
6227_32	k141_50720	31136	32119	+	984	6	0.00551206
6227_33	k141_50720	32112	33095	+	984	18	0.0165362
6227_34	k141_50720	33145	34323	-	1179	25	0.0191683
6227_35	k141_50720	34323	35510	-	1188	8	0.00608739
6227_36	k141_50720	35514	36095	-	582	8	0.0124258
6227_37	k141_50720	36104	36745	-	642	13	0.0183048
6227_38	k141_50720	36931	37971	+	1041	21	0.0182359
6227_39	k141_50720	38109	39146	+	1038	14	0.0121924
6227_40	k141_50720	39213	41270	+	2058	24	0.010542
6227_41	k141_50720	41295	42347	+	1053	15	0.0128772
6227_42	k141_50720	42495	43721	+	1227	39	0.0287328
6228_1	k141_64314	394	1473	+	1080	0	0
6228_2	k141_64314	1658	2764	+	1107	0	0
6228_3	k141_64314	3062	6616	-	3555	0	0
6228_4	k141_64314	6887	8248	+	1362	0	0
6228_5	k141_64314	8455	9681	-	1227	0	0
6229_1	k141_1302	3	95	+	93	0	0
6229_2	k141_1302	241	1416	-	1176	0	0
6229_3	k141_1302	1538	3247	-	1710	4	0.00211457
6229_4	k141_1302	3279	4244	-	966	3	0.00280738
6229_5	k141_1302	4460	6202	-	1743	3	0.0015559
6229_6	k141_1302	6217	8136	-	1920	12	0.00564986
6229_7	k141_1302	8220	8714	-	495	0	0
6230_1	k141_50723	1	84	+	84	0	0
6230_2	k141_50723	88	882	+	795	5	0.00568539
6230_3	k141_50723	887	1156	+	270	0	0
6231_1	k141_57371	269	2263	+	1995	17	0.00770307
6231_2	k141_57371	2238	3152	+	915	7	0.00691567
6231_3	k141_57371	3316	4038	+	723	4	0.00500126
6232_1	k141_22496	1	306	-	306	5	0.0147709
6232_2	k141_22496	254	2341	-	2088	31	0.0134211
6232_3	k141_22496	2531	2605	-	75	0	0
6233_1	k141_78815	44	2755	+	2712	257	0.0856645
6233_2	k141_78815	3004	3195	+	192	33	0.155371
6233_3	k141_78815	3313	3642	-	330	19	0.0520472
6234_1	k141_107097	3	176	-	174	0	0
6234_2	k141_107097	173	1039	-	867	0	0
6234_3	k141_107097	1056	1619	-	564	0	0
6234_4	k141_107097	1815	2576	-	762	0	0
6235_1	k141_120383	151	870	+	720	3	0.00376657
6235_2	k141_120383	924	1880	+	957	20	0.0188919
6235_3	k141_120383	2028	4496	+	2469	45	0.0164759
6235_4	k141_120383	4545	4835	+	291	5	0.0155323
6235_5	k141_120383	5026	6087	+	1062	18	0.0153217
6235_6	k141_120383	6198	7979	+	1782	48	0.0243496
6235_7	k141_120383	8000	8077	+	78	0	0
6236_1	k141_78816	3	1727	+	1725	0	0
6236_2	k141_78816	1804	2208	+	405	0	0
6236_3	k141_78816	2244	2399	+	156	0	0
6236_4	k141_78816	2549	2743	+	195	0	0
6237_1	k141_22499	3	476	+	474	4	0.0076285
6237_2	k141_22499	889	2112	+	1224	36	0.0265876
6237_3	k141_22499	2228	3112	+	885	30	0.0306433
6238_1	k141_57376	2	508	+	507	0	0
6238_2	k141_57376	492	845	+	354	5	0.012768
6238_3	k141_57376	913	2568	+	1656	0	0
6239_1	k141_120385	3	473	-	471	0	0
6239_2	k141_120385	613	1458	+	846	1	0.00106853
6240_1	k141_64315	172	1674	+	1503	116	0.0697681
6240_2	k141_64315	2046	3209	-	1164	60	0.0465968
6240_3	k141_64315	3237	5627	-	2391	139	0.0525524
6240_4	k141_64315	5736	6353	+	618	64	0.0936158
6241_1	k141_128038	2	544	+	543	4	0.00665913
6241_2	k141_128038	1986	2810	-	825	3	0.00328719
6241_3	k141_128038	3030	3968	+	939	5	0.00481351
6241_4	k141_128038	4326	5603	+	1278	6	0.00424403
6241_5	k141_128038	5640	6146	+	507	0	0
6241_6	k141_128038	6143	6757	+	615	0	0
6241_7	k141_128038	6886	7227	+	342	3	0.00792963
6241_8	k141_128038	7424	9010	+	1587	6	0.00341768
6241_9	k141_128038	9048	9167	+	120	0	0
6241_10	k141_128038	9187	10293	+	1107	2	0.0016332
6241_11	k141_128038	10638	12092	-	1455	0	0
6241_12	k141_128038	12152	12727	-	576	0	0
6242_1	k141_22502	3	140	+	138	0	0
6242_2	k141_22502	154	414	+	261	0	0
6242_3	k141_22502	493	999	+	507	0	0
6243_1	k141_120386	3	110	-	108	2	0.0167403
6243_2	k141_120386	107	871	-	765	282	0.333231
6243_3	k141_120386	861	1094	-	234	20	0.077263
6244_1	k141_50724	3	107	-	105	0	0
6244_2	k141_50724	608	5605	-	4998	35	0.00633037
6244_3	k141_50724	5668	6006	-	339	8	0.0213328
6245_1	k141_1317	199	1161	+	963	1	0.00093871
6245_2	k141_1317	1214	1558	+	345	0	0
6246_1	k141_15240	2	370	+	369	3	0.00734941
6246_2	k141_15240	386	1234	+	849	14	0.0149066
6246_3	k141_15240	1231	1947	-	717	22	0.0277371
6246_4	k141_15240	1949	3664	-	1716	44	0.0231789
6246_5	k141_15240	3734	4516	-	783	15	0.0173176
6246_6	k141_15240	4738	5283	+	546	10	0.0165564
6246_7	k141_15240	5296	5850	+	555	7	0.0114015
6246_8	k141_15240	5883	6110	-	228	8	0.0317185
6246_9	k141_15240	6664	7893	-	1230	19	0.0139639
6246_10	k141_15240	7890	8579	-	690	10	0.0131011
6246_11	k141_15240	8579	9739	-	1161	29	0.02258
6246_12	k141_15240	9914	10249	+	336	7	0.0188329
6246_13	k141_15240	10311	10994	+	684	13	0.0171809
6246_14	k141_15240	11405	12328	-	924	19	0.0185883
6246_15	k141_15240	12491	13018	-	528	6	0.0102725
6247_1	k141_57378	2255	2380	-	126	13	0.0932675
6248_1	k141_92904	3	1382	-	1380	0	0
6248_2	k141_92904	1691	2854	-	1164	0	0
6248_3	k141_92904	2857	3939	-	1083	1	0.000834698
6248_4	k141_92904	4008	5693	-	1686	1	0.000536167
6248_5	k141_92904	5751	7424	-	1674	2	0.00108002
6248_6	k141_92904	7449	8531	-	1083	0	0
6248_7	k141_92904	8741	9019	-	279	0	0
6248_8	k141_92904	9150	10274	-	1125	0	0
6248_9	k141_92904	10330	11982	-	1653	4	0.00218748
6248_10	k141_92904	12184	12372	+	189	0	0
6249_1	k141_43384	206	418	-	213	139	0.58992
6249_2	k141_43384	450	1739	+	1290	541	0.37911
6249_3	k141_43384	1801	3165	-	1365	562	0.372187
6249_4	k141_43384	3373	5202	+	1830	724	0.357639
6249_5	k141_43384	5207	5893	+	687	315	0.414487
6249_6	k141_43384	6099	6668	+	570	272	0.431372
6249_7	k141_43384	6762	7202	+	441	90	0.184485
6249_8	k141_43384	7304	7429	+	126	28	0.200884
6249_9	k141_43384	7532	7642	+	111	27	0.219886
6249_10	k141_43384	7684	8892	-	1209	525	0.392546
6249_11	k141_43384	9049	11571	-	2523	976	0.349696
6249_12	k141_43384	12030	12485	-	456	142	0.281502
6249_13	k141_43384	12492	13697	-	1206	568	0.425754
6249_14	k141_43384	14051	14716	-	666	333	0.451989
6249_15	k141_43384	14842	15753	-	912	309	0.306282
6249_16	k141_43384	15790	17205	-	1416	563	0.35942
6249_17	k141_43384	17290	17841	-	552	247	0.404497
6249_18	k141_43384	17863	18249	-	387	154	0.359722
6249_19	k141_43384	18397	19551	+	1155	472	0.369418
6249_20	k141_43384	19634	20089	-	456	182	0.360798
6249_21	k141_43384	20103	20477	-	375	160	0.385697
6249_22	k141_43384	20525	21076	-	552	176	0.288225
6249_23	k141_43384	21097	22011	-	915	384	0.379374
6249_24	k141_43384	22082	22528	-	447	165	0.333683
6249_25	k141_43384	22776	23615	-	840	213	0.229223
6250_1	k141_128043	328	486	+	159	0	0
6250_2	k141_128043	483	1823	+	1341	21	0.0141562
6250_3	k141_128043	1839	2492	+	654	4	0.00552891
6250_4	k141_128043	2489	2677	+	189	0	0
6251_1	k141_50727	2	73	-	72	0	0
6251_2	k141_50727	77	403	-	327	10	0.0276446
6251_3	k141_50727	421	636	-	216	2	0.00837016
6251_4	k141_50727	1112	1411	-	300	0	0
6251_5	k141_50727	1424	1636	-	213	0	0
6252_1	k141_15246	1	945	+	945	20	0.0191318
6252_2	k141_15246	960	1097	+	138	0	0
6253_1	k141_99866	74	508	+	435	7	0.0145468
6253_2	k141_99866	511	1194	-	684	1	0.0013216
6254_1	k141_50728	41	1111	+	1071	0	0
6254_2	k141_50728	1108	1626	+	519	0	0
6255_1	k141_64325	3	1754	-	1752	156	0.0804911
6256_1	k141_43386	2	265	+	264	6	0.0205449
6256_2	k141_43386	262	2307	+	2046	133	0.058763
6257_1	k141_64327	2	502	+	501	0	0
6257_2	k141_64327	563	1033	+	471	2	0.00383855
6258_1	k141_43387	1	1035	+	1035	43	0.0375566
6259_1	k141_99871	2	544	-	543	2	0.00332957
6259_2	k141_99871	801	1499	-	699	7	0.00905271
6260_1	k141_29574	177	632	-	456	782	1.55024
6260_2	k141_29574	851	1522	-	672	1042	1.4017
6260_3	k141_29574	1643	2329	-	687	1038	1.36583
6260_4	k141_29574	2618	3853	-	1236	1753	1.2821
6260_5	k141_29574	3868	4779	-	912	1247	1.23603
6260_6	k141_29574	4802	5722	-	921	1058	1.03845
6260_7	k141_29574	5840	6484	+	645	877	1.22913
6260_8	k141_29574	6479	7255	-	777	1199	1.39494
6260_9	k141_29574	7264	8277	-	1014	1235	1.101
6260_10	k141_29574	8289	9149	-	861	975	1.02367
6260_11	k141_29574	9261	10295	+	1035	1304	1.13892
6260_12	k141_29574	10423	11619	+	1197	1576	1.1902
6260_13	k141_29574	11616	12758	-	1143	1433	1.13333
6260_14	k141_29574	12848	13441	-	594	542	0.824841
6260_15	k141_29574	13425	14408	-	984	1169	1.07393
6260_16	k141_29574	14550	14702	+	153	111	0.655827
6260_17	k141_29574	14750	16783	-	2034	2273	1.0102
6260_18	k141_29574	16803	17804	-	1002	1012	0.912999
6260_19	k141_29574	17801	18769	-	969	1101	1.02712
6260_20	k141_29574	18778	21411	-	2634	3095	1.06219
6260_21	k141_29574	21491	23080	-	1590	1759	1.00006
6260_22	k141_29574	23102	26101	-	3000	3288	0.990759
6260_23	k141_29574	26417	30367	-	3951	4857	1.11127
6260_24	k141_29574	30550	31683	-	1134	1365	1.08812
6260_25	k141_29574	31689	33503	-	1815	2168	1.07979
6260_26	k141_29574	34120	35298	-	1179	1346	1.03202
6260_27	k141_29574	35306	36499	-	1194	1154	0.873693
6261_1	k141_64328	110	967	-	858	0	0
6261_2	k141_64328	1162	1689	+	528	0	0
6262_1	k141_107101	2	1657	+	1656	42	0.022927
6262_2	k141_107101	1735	1926	+	192	9	0.0423739
6262_3	k141_107101	2138	2755	+	618	50	0.0731373
6262_4	k141_107101	3123	3869	+	747	28	0.033884
6262_5	k141_107101	3892	4302	+	411	6	0.0131968
6262_6	k141_107101	4338	4691	+	354	9	0.0229825
6262_7	k141_107101	4719	5504	+	786	17	0.0195517
6262_8	k141_107101	6008	7552	+	1545	61	0.035691
6262_9	k141_107101	7671	8540	+	870	32	0.0332497
6262_10	k141_107101	8610	9086	-	477	13	0.0246367
6263_1	k141_15254	3	452	-	450	12	0.0241061
6263_2	k141_15254	514	1635	+	1122	4	0.00322274
6263_3	k141_15254	1666	2208	-	543	13	0.0216422
6263_4	k141_15254	2621	3157	-	537	22	0.0370345
6263_5	k141_15254	3154	3372	-	219	2	0.0082555
6264_1	k141_64329	1	912	+	912	0	0
6264_2	k141_64329	909	1157	+	249	2	0.00726086
6265_1	k141_29580	3	407	-	405	4	0.00892817
6265_2	k141_29580	459	941	-	483	0	0
6265_3	k141_29580	1000	1083	-	84	0	0
6266_1	k141_64331	1	906	+	906	0	0
6266_2	k141_64331	1133	1483	+	351	1	0.00257543
6267_1	k141_78818	68	3244	+	3177	2882	0.820039
6267_2	k141_78818	3244	6123	+	2880	2663	0.835865
6267_3	k141_78818	6198	7025	-	828	739	0.806811
6267_4	k141_78818	7287	8843	+	1557	1568	0.910364
6267_5	k141_78818	8997	11459	+	2463	2041	0.749094
6267_6	k141_78818	11493	12233	+	741	504	0.614851
6268_1	k141_134764	2	778	+	777	17	0.0197781
6268_2	k141_134764	923	1765	-	843	0	0
6268_3	k141_134764	1797	2381	-	585	1	0.00154526
6268_4	k141_134764	2429	3346	-	918	0	0
6268_5	k141_134764	3464	6298	-	2835	24	0.00765272
6268_6	k141_134764	7034	7600	+	567	15	0.0239147
6269_1	k141_29581	1	1146	-	1146	0	0
6270_1	k141_107109	1	78	-	78	0	0
6270_2	k141_107109	201	1130	-	930	2	0.00194404
6270_3	k141_107109	1262	1336	+	75	0	0
6271_1	k141_29583	3	668	+	666	3	0.00407197
6271_2	k141_29583	955	1425	+	471	1	0.00191927
6271_3	k141_29583	1450	1554	+	105	0	0
6272_1	k141_134768	75	968	+	894	3	0.00303348
6272_2	k141_134768	1261	1425	+	165	1	0.00547865
6273_1	k141_107110	2	604	-	603	18	0.0269844
6273_2	k141_107110	640	1347	-	708	12	0.0153217
6273_3	k141_107110	1358	2212	-	855	21	0.022203
6274_1	k141_99876	1	390	+	390	0	0
6274_2	k141_99876	404	1456	+	1053	8	0.00686783
6274_3	k141_99876	1458	2390	+	933	6	0.00581336
6274_4	k141_99876	2513	4249	+	1737	7	0.00364297
6274_5	k141_99876	4272	5345	+	1074	3	0.00252508
6274_6	k141_99876	5404	5568	-	165	0	0
6275_1	k141_8509	325	2391	-	2067	113	0.0494192
6275_2	k141_8509	2533	3978	+	1446	77	0.0481371
6275_3	k141_8509	4061	4813	+	753	22	0.026411
6275_4	k141_8509	4816	5646	+	831	33	0.035898
6275_5	k141_8509	5651	6868	+	1218	49	0.0363669
6275_6	k141_8509	6876	7553	+	678	28	0.0373324
6275_7	k141_8509	7976	9097	+	1122	73	0.0588149
6275_8	k141_8509	9456	9851	-	396	35	0.079897
6275_9	k141_8509	10423	13410	+	2988	177	0.0535489
6275_10	k141_8509	13415	15169	+	1755	76	0.0391466
6275_11	k141_8509	15233	16006	-	774	35	0.0408775
6275_12	k141_8509	16213	17271	-	1059	34	0.0290229
6275_13	k141_8509	17340	18608	-	1269	47	0.0334806
6275_14	k141_8509	18902	19939	+	1038	33	0.0287392
6275_15	k141_8509	19926	21968	+	2043	84	0.0371679
6275_16	k141_8509	22082	23095	+	1014	47	0.0419003
6275_17	k141_8509	23566	24591	+	1026	75	0.0660802
6275_18	k141_8509	24614	25216	+	603	17	0.0254853
6275_19	k141_8509	25241	25807	+	567	8	0.0127545
6275_20	k141_8509	25815	26783	+	969	44	0.0410475
6275_21	k141_8509	26849	27313	+	465	40	0.0777615
6275_22	k141_8509	27604	30681	+	3078	192	0.0563885
6275_23	k141_8509	30774	31982	+	1209	81	0.0605642
6275_24	k141_8509	31991	33028	+	1038	50	0.0435442
6275_25	k141_8509	33049	35823	+	2775	177	0.0576591
6275_26	k141_8509	35853	36848	+	996	63	0.0571793
6275_27	k141_8509	37469	40306	-	2838	189	0.0602015
6275_28	k141_8509	40354	40614	-	261	12	0.0415622
6275_29	k141_8509	40626	41345	-	720	48	0.0602652
6275_30	k141_8509	41990	42715	+	726	48	0.0597671
6275_31	k141_8509	42849	43373	+	525	32	0.0550996
6275_32	k141_8509	43480	45465	+	1986	116	0.0528003
6275_33	k141_8509	45659	46795	+	1137	31	0.0246467
6275_34	k141_8509	46968	48368	-	1401	72	0.0464571
6275_35	k141_8509	48394	50409	-	2016	83	0.0372173
6275_36	k141_8509	50431	51312	-	882	49	0.050221
6275_37	k141_8509	52018	53349	-	1332	61	0.0413984
6275_38	k141_8509	53650	55380	-	1731	104	0.0543118
6275_39	k141_8509	55808	56587	-	780	37	0.042881
6275_40	k141_8509	56882	57256	+	375	17	0.0409803
6275_41	k141_8509	57427	58758	-	1332	92	0.0624369
6275_42	k141_8509	59318	59728	-	411	21	0.0461886
6275_43	k141_8509	59997	60320	-	324	26	0.0725414
6275_44	k141_8509	60820	61233	-	414	25	0.054588
6275_45	k141_8509	61230	62168	-	939	50	0.0481351
6275_46	k141_8509	62765	64054	+	1290	62	0.043447
6275_47	k141_8509	64072	64683	-	612	28	0.0413584
6275_48	k141_8509	64707	65258	+	552	49	0.0802444
6275_49	k141_8509	65740	65961	+	222	13	0.0529356
6275_50	k141_8509	66232	68046	+	1815	76	0.0378525
6275_51	k141_8509	68130	68903	-	774	31	0.0362058
6275_52	k141_8509	68896	69741	-	846	44	0.0470154
6275_53	k141_8509	70321	71082	+	762	40	0.0474529
6275_54	k141_8509	71239	71862	+	624	18	0.0260763
6275_55	k141_8509	71973	73262	-	1290	67	0.0469508
6275_56	k141_8509	73364	73564	-	201	6	0.0269844
6275_57	k141_8509	73715	73990	+	276	13	0.0425786
6275_58	k141_8509	73997	75073	+	1077	57	0.0478428
6275_59	k141_8509	75239	75793	-	555	43	0.0700379
6275_60	k141_8509	77193	77825	-	633	40	0.0571234
6275_61	k141_8509	78059	80575	-	2517	124	0.0445344
6275_62	k141_8509	80611	81423	-	813	28	0.0311333
6275_63	k141_8509	81423	82649	-	1227	43	0.0316797
6275_64	k141_8509	82660	83421	-	762	54	0.0640614
6275_65	k141_8509	83767	85179	+	1413	105	0.0671745
6275_66	k141_8509	85495	86982	+	1488	55	0.0334131
6275_67	k141_8509	87103	89127	+	2025	117	0.0522298
6275_68	k141_8509	89363	90325	+	963	37	0.0347323
6275_69	k141_8509	90335	90532	+	198	11	0.050221
6275_70	k141_8509	90552	91088	+	537	20	0.0336677
6275_71	k141_8509	91268	91963	+	696	32	0.0415622
6275_72	k141_8509	92144	93178	-	1035	35	0.0305693
6275_73	k141_8509	93697	94812	-	1116	60	0.0486009
6275_74	k141_8509	94839	95303	-	465	15	0.0291606
6275_75	k141_8509	95382	96086	+	705	23	0.0294915
6275_76	k141_8509	96294	97655	+	1362	68	0.0451325
6275_77	k141_8509	97855	98265	+	411	12	0.0263935
6275_78	k141_8509	98287	99849	+	1563	83	0.0480039
6275_79	k141_8509	99861	100181	+	321	17	0.0478742
6275_80	k141_8509	100185	100649	+	465	13	0.0252725
6275_81	k141_8509	100658	101848	+	1191	67	0.0508535
6275_82	k141_8509	102528	103058	+	531	37	0.062989
6275_83	k141_8509	103336	103791	+	456	19	0.0376657
6275_84	k141_8509	103797	104183	+	387	31	0.0724116
6275_85	k141_8509	104363	105214	+	852	54	0.0572943
6275_86	k141_8509	105351	106157	+	807	45	0.0504077
6275_87	k141_8509	106378	107088	-	711	25	0.0317854
6275_88	k141_8509	107305	107715	-	411	21	0.0461886
6275_89	k141_8509	107728	108645	-	918	41	0.0403737
6275_90	k141_8509	108638	110350	-	1713	84	0.0443281
6275_91	k141_8509	110544	113705	-	3162	155	0.0443126
6275_92	k141_8509	113955	114692	+	738	47	0.0575704
6275_93	k141_8509	114703	117549	+	2847	138	0.0438177
6275_94	k141_8509	117884	118423	-	540	28	0.0468729
6275_95	k141_8509	118439	119386	-	948	53	0.0505388
6275_96	k141_8509	119388	120389	-	1002	47	0.0424021
6275_97	k141_8509	120561	123182	+	2622	151	0.0520597
6275_98	k141_8509	123191	124723	+	1533	65	0.0383291
6275_99	k141_8509	124899	125399	+	501	35	0.0631521
6275_100	k141_8509	125546	126043	+	498	21	0.0381195
6275_101	k141_8509	126131	127069	-	939	69	0.0664265
6275_102	k141_8509	127732	128454	-	723	50	0.0625157
6275_103	k141_8509	128451	129035	-	585	36	0.0556294
6275_104	k141_8509	129224	130573	+	1350	92	0.0616044
6275_105	k141_8509	130576	131682	+	1107	40	0.032664
6275_106	k141_8509	131690	132622	+	933	40	0.0387557
6275_107	k141_8509	132615	133268	+	654	24	0.0331735
6275_108	k141_8509	133280	133888	+	609	22	0.032656
6275_109	k141_8509	133910	135172	+	1263	59	0.0422286
6275_110	k141_8509	135321	136892	-	1572	69	0.0396784
6275_111	k141_8509	136889	137287	-	399	15	0.0339841
6275_112	k141_8509	137563	138150	+	588	24	0.036897
6275_113	k141_8509	138195	139772	+	1578	118	0.0675978
6275_114	k141_8509	140003	140155	+	153	10	0.0590835
6275_115	k141_8509	140180	140866	+	687	33	0.0434225
6275_116	k141_8509	140908	141381	-	474	33	0.0629351
6276_1	k141_113527	3	620	-	618	829	1.21262
6276_2	k141_113527	778	5127	-	4350	219	0.0455106
6276_3	k141_113527	5246	6382	-	1137	60	0.0477033
6276_4	k141_113527	6440	7402	-	963	51	0.0478742
6276_5	k141_113527	7684	8616	-	933	49	0.0474758
6276_6	k141_113527	8719	11487	-	2769	146	0.0476637
6276_7	k141_113527	11649	12914	-	1266	58	0.0414144
6276_8	k141_113527	13592	14791	-	1200	40	0.0301326
6276_9	k141_113527	14769	16913	-	2145	94	0.0396149
6276_10	k141_113527	16900	19920	-	3021	95	0.028427
6276_11	k141_113527	19922	20803	-	882	45	0.0461213
6276_12	k141_113527	20875	21102	-	228	10	0.0396481
6276_13	k141_113527	21063	21242	-	180	5	0.0251105
6276_14	k141_113527	21544	21855	-	312	16	0.0463578
6276_15	k141_113527	21953	22417	-	465	26	0.050545
6276_16	k141_113527	22659	23522	-	864	26	0.027203
6276_17	k141_113527	23536	24129	-	594	11	0.0167403
6276_18	k141_113527	24326	25024	+	699	31	0.0400906
6276_19	k141_113527	25134	25880	-	747	43	0.0520362
6276_20	k141_113527	25873	27138	-	1266	62	0.0442706
6276_21	k141_113527	27365	28216	+	852	49	0.0519893
6276_22	k141_113527	28213	28965	+	753	29	0.0348145
6276_23	k141_113527	29189	30232	+	1044	43	0.0372328
6276_24	k141_113527	30229	31092	+	864	48	0.050221
6276_25	k141_113527	31131	31628	+	498	15	0.0272282
6276_26	k141_113527	31670	32671	-	1002	41	0.0369891
6276_27	k141_113527	32661	34112	-	1452	77	0.0479382
6276_28	k141_113527	34118	36160	-	2043	104	0.0460175
6276_29	k141_113527	36379	38442	+	2064	103	0.0451113
6276_30	k141_113527	38525	38986	+	462	22	0.0430465
6276_31	k141_113527	39000	40538	-	1539	79	0.046403
6276_32	k141_113527	40587	41756	-	1170	57	0.0440399
6276_33	k141_113527	41780	43471	-	1692	73	0.0390014
6276_34	k141_113527	43607	44557	-	951	45	0.042775
6276_35	k141_113527	44624	45049	+	426	21	0.0445623
6276_36	k141_113527	45065	46522	+	1458	77	0.0477409
6276_37	k141_113527	46598	47227	+	630	38	0.0545256
6276_38	k141_113527	47315	48547	-	1233	77	0.0564528
6276_39	k141_113527	48564	48896	-	333	19	0.0515783
6276_40	k141_113527	49317	51830	-	2514	153	0.0550153
6276_41	k141_113527	52033	52737	+	705	57	0.0730875
6276_42	k141_113527	52769	53257	+	489	26	0.0480642
6276_43	k141_113527	53387	55033	-	1647	86	0.0472022
6276_44	k141_113527	55244	55819	-	576	31	0.0486516
6276_45	k141_113527	56048	56536	-	489	23	0.0425184
6276_46	k141_113527	56633	57160	+	528	28	0.0479382
6276_47	k141_113527	57263	57532	-	270	16	0.053569
6276_48	k141_113527	57689	59488	+	1800	84	0.0421856
6276_49	k141_113527	59598	60245	-	648	25	0.0348757
6276_50	k141_113527	60340	61947	-	1608	65	0.0365414
6276_51	k141_113527	62260	62919	+	660	30	0.0410899
6276_52	k141_113527	63076	64770	-	1695	96	0.0511987
6276_53	k141_113527	64806	68186	-	3381	187	0.0499982
6276_54	k141_113527	68342	68503	+	162	6	0.0334806
6276_55	k141_113527	68585	68776	+	192	4	0.0188329
6276_56	k141_113527	68904	69908	-	1005	51	0.0458735
6276_57	k141_113527	69923	71758	-	1836	64	0.0315112
6277_1	k141_29585	2	91	+	90	0	0
6277_2	k141_29585	108	566	+	459	2	0.0039389
6277_3	k141_29585	566	1423	+	858	4	0.00421435
6277_4	k141_29585	1639	2490	-	852	8	0.00848805
6278_1	k141_99877	1	1071	+	1071	204	0.172186
6279_1	k141_8510	1	111	+	111	1	0.00814394
6279_2	k141_8510	433	1575	-	1143	32	0.0253082
6280_1	k141_107113	331	1158	+	828	4	0.00436704
6280_2	k141_107113	1233	3047	-	1815	9	0.00448253
6280_3	k141_107113	3174	3488	-	315	2	0.00573954
6281_1	k141_120391	1	213	+	213	0	0
6281_2	k141_120391	286	1017	-	732	8	0.00987954
6281_3	k141_120391	1019	1405	-	387	0	0
6282_1	k141_92908	3	239	-	237	6	0.0228855
6282_2	k141_92908	248	970	-	723	13	0.0162541
6282_3	k141_92908	912	1130	-	219	1	0.00412775
6283_1	k141_107115	3	104	+	102	0	0
6283_2	k141_107115	116	1309	+	1194	0	0
6283_3	k141_107115	1326	1529	+	204	0	0
6283_4	k141_107115	1544	1984	+	441	0	0
6284_1	k141_1326	310	1395	+	1086	4	0.00332957
6285_1	k141_120396	1	138	+	138	6	0.0393034
6286_1	k141_128049	3	593	-	591	13	0.0198844
6286_2	k141_128049	562	669	-	108	2	0.0167403
6286_3	k141_128049	666	851	-	186	7	0.0340207
6286_4	k141_128049	855	992	+	138	11	0.0720562
6286_5	k141_128049	1202	1744	-	543	8	0.0133183
6286_6	k141_128049	1737	2504	-	768	16	0.0188329
6286_7	k141_128049	2470	4227	-	1758	59	0.0303383
6286_8	k141_128049	4224	5264	-	1041	15	0.0130256
6286_9	k141_128049	5899	7254	-	1356	41	0.0273327
6286_10	k141_128049	7251	7868	-	618	15	0.0219412
6286_11	k141_128049	7846	8463	-	618	18	0.0263294
6286_12	k141_128049	8593	9078	-	486	19	0.0353407
6286_13	k141_128049	9053	11377	-	2325	78	0.030327
6286_14	k141_128049	11365	12432	-	1068	27	0.0228534
6286_15	k141_128049	12507	13766	-	1260	43	0.03085
6286_16	k141_128049	13781	13939	+	159	4	0.0227416
6286_17	k141_128049	14048	14407	-	360	14	0.0351547
6286_18	k141_128049	14442	14654	-	213	4	0.0169761
6286_19	k141_128049	14657	17143	-	2487	99	0.0359846
6287_1	k141_29595	3	1001	+	999	0	0
6288_1	k141_8515	2	334	-	333	5	0.0135732
6288_2	k141_8515	371	985	-	615	40	0.0587953
6288_3	k141_8515	992	1387	-	396	32	0.0730487
6289_1	k141_92909	352	1506	-	1155	17	0.0133053
6289_2	k141_92909	1890	2555	-	666	3	0.00407197
6289_3	k141_92909	2571	2705	-	135	0	0
6289_4	k141_92909	2743	2811	-	69	0	0
6290_1	k141_43390	1	3327	+	3327	218	0.0592327
6290_2	k141_43390	3353	5293	+	1941	168	0.0782423
6290_3	k141_43390	5555	7507	+	1953	152	0.0703556
6290_4	k141_43390	7592	9802	+	2211	217	0.0887214
6290_5	k141_43390	10039	12522	+	2484	195	0.0709644
6290_6	k141_43390	12550	12801	+	252	10	0.0358721
