# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_8_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_8/A16_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_8/A16_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_8/A16_2.bam	RPKG
5925_5	k141_106577	4028	4462	-	435	8	0.00986638
5925_6	k141_106577	4748	5173	+	426	5	0.00629677
5926_1	k141_168598	1	510	+	510	3	0.00315579
5926_2	k141_168598	542	1156	-	615	16	0.0139573
5926_3	k141_168598	1228	1863	-	636	12	0.0101224
5927_1	k141_18656	1	1374	-	1374	0	0
5927_2	k141_18656	1382	1705	-	324	0	0
5928_1	k141_97821	355	1674	-	1320	9	0.00365785
5928_2	k141_97821	1903	2484	-	582	5	0.00460897
5928_3	k141_97821	2672	3190	+	519	1	0.00103369
5928_4	k141_97821	3232	4098	-	867	4	0.00247513
5928_5	k141_97821	4360	8133	-	3774	27	0.00383813
5928_6	k141_97821	8449	8511	+	63	0	0
5929_1	k141_115452	1	60	-	60	0	0
5929_2	k141_115452	167	343	+	177	3	0.00909296
5929_3	k141_115452	357	722	+	366	19	0.0278503
5929_4	k141_115452	836	1090	+	255	28	0.0589081
5930_1	k141_18657	3	374	+	372	8	0.0115373
5930_2	k141_18657	469	960	+	492	8	0.00872333
5931_1	k141_115453	2	1249	-	1248	4	0.0017195
5932_1	k141_106581	1	627	+	627	13	0.0111233
5932_2	k141_106581	624	878	+	255	0	0
5932_3	k141_106581	875	1372	+	498	18	0.019391
5933_1	k141_141751	1	1941	-	1941	3	0.000829188
5934_1	k141_89039	1	1368	+	1368	0	0
5934_2	k141_89039	1414	1743	+	330	0	0
5935_1	k141_1134	149	490	-	342	143	0.22432
5935_2	k141_1134	814	1113	+	300	142	0.253936
5935_3	k141_1134	1342	1545	+	204	156	0.410253
5935_4	k141_1134	2379	3362	+	984	176	0.0959566
5935_5	k141_1134	3397	3621	-	225	49	0.116834
5936_1	k141_97827	3	1067	-	1065	36	0.0181347
5937_1	k141_80438	342	470	+	129	0	0
5937_2	k141_80438	490	711	+	222	0	0
5937_3	k141_80438	780	1928	+	1149	0	0
5937_4	k141_80438	2152	2487	+	336	2	0.00319336
5937_5	k141_80438	2353	2745	-	393	0	0
5938_1	k141_168600	3	116	-	114	21	0.0988261
5938_2	k141_168600	494	1870	-	1377	86	0.0335059
5938_3	k141_168600	1903	2931	-	1029	58	0.0302392
5938_4	k141_168600	3183	3695	-	513	33	0.0345107
5939_1	k141_141754	2	895	+	894	60	0.0360057
5939_2	k141_141754	1068	1250	+	183	11	0.0322477
5940_1	k141_18663	2	277	-	276	0	0
5941_1	k141_124267	3	863	-	861	128	0.0797561
5941_2	k141_124267	1028	2071	-	1044	168	0.0863309
5941_3	k141_124267	2055	3509	-	1455	208	0.0766933
5941_4	k141_124267	3561	3953	+	393	44	0.0600644
5942_1	k141_80439	76	1176	-	1101	8	0.00389816
5942_2	k141_80439	1204	2391	-	1188	12	0.00541904
5943_1	k141_97830	77	1051	+	975	12	0.00660289
5943_2	k141_97830	1058	1549	+	492	1	0.00109042
5944_1	k141_115459	3	110	-	108	0	0
5944_2	k141_115459	138	710	+	573	0	0
5944_3	k141_115459	770	1381	+	612	0	0
5944_4	k141_115459	1395	2402	+	1008	0	0
5944_5	k141_115459	2458	2604	-	147	0	0
5945_1	k141_89041	1	63	-	63	0	0
5945_2	k141_89041	186	386	-	201	2	0.00533816
5945_3	k141_89041	365	805	-	441	9	0.0109487
5945_4	k141_89041	817	1737	-	921	14	0.00815503
5945_5	k141_89041	2247	2645	-	399	13	0.0174794
5945_6	k141_89041	2850	3611	-	762	13	0.00915262
5946_1	k141_18664	3	440	+	438	3	0.00367455
5946_2	k141_18664	480	1064	+	585	11	0.0100877
5946_3	k141_18664	1061	1705	+	645	0	0
5947_1	k141_141755	2	124	+	123	0	0
5947_2	k141_141755	124	1551	+	1428	36	0.0135248
5947_3	k141_141755	1759	1944	+	186	10	0.0288433
5948_1	k141_97831	343	1182	+	840	0	0
5949_1	k141_168601	1	156	-	156	0	0
5949_2	k141_168601	382	1755	+	1374	6	0.00234273
5949_3	k141_168601	1782	2315	+	534	3	0.00301396
5949_4	k141_168601	2330	2800	-	471	4	0.00455613
5950_1	k141_80442	644	1072	+	429	0	0
5951_1	k141_1144	2	1078	+	1077	0	0
5952_1	k141_124268	185	1888	-	1704	22	0.00692644
5952_2	k141_124268	2003	2167	-	165	4	0.0130057
5952_3	k141_124268	2145	2963	-	819	8	0.00524039
5953_1	k141_115464	196	1053	-	858	11	0.00687801
5954_1	k141_1145	54	1397	-	1344	19	0.00758423
5955_1	k141_27661	2	136	+	135	0	0
5955_2	k141_27661	198	1286	-	1089	0	0
5955_3	k141_27661	1493	1708	-	216	0	0
5955_4	k141_27661	1698	1853	-	156	0	0
5955_5	k141_27661	1916	2107	-	192	0	0
5955_6	k141_27661	2111	2269	-	159	0	0
5955_7	k141_27661	2331	2651	-	321	0	0
5955_8	k141_27661	2644	3303	-	660	0	0
5955_9	k141_27661	3366	3797	-	432	0	0
5955_10	k141_27661	3807	4463	-	657	0	0
5955_11	k141_27661	4474	4974	-	501	0	0
5955_12	k141_27661	4984	5127	-	144	0	0
5955_13	k141_27661	5130	5291	-	162	0	0
5955_14	k141_27661	5260	5484	-	225	0	0
5955_15	k141_27661	5484	5783	-	300	0	0
5955_16	k141_27661	5860	6123	+	264	0	0
5955_17	k141_27661	6264	6914	-	651	0	0
5955_18	k141_27661	7403	7888	+	486	0	0
5955_19	k141_27661	8853	9098	-	246	0	0
5955_20	k141_27661	9391	9558	+	168	0	0
5955_21	k141_27661	9589	10716	-	1128	0	0
5955_22	k141_27661	10709	11284	-	576	0	0
5955_23	k141_27661	11289	11954	-	666	0	0
5955_24	k141_27661	12054	12293	+	240	0	0
5955_25	k141_27661	12348	12791	+	444	0	0
5955_26	k141_27661	12837	13535	+	699	0	0
5955_27	k141_27661	13532	14308	+	777	0	0
5955_28	k141_27661	14305	14946	+	642	0	0
5955_29	k141_27661	14943	15476	+	534	0	0
5955_30	k141_27661	15466	15885	+	420	0	0
5955_31	k141_27661	15886	15975	+	90	0	0
5955_32	k141_27661	15975	16529	+	555	0	0
5955_33	k141_27661	16526	16894	+	369	0	0
5955_34	k141_27661	16924	17433	-	510	0	0
5955_35	k141_27661	17483	17767	-	285	0	0
5956_1	k141_106582	3	74	-	72	8	0.0596094
5956_2	k141_106582	208	2622	-	2415	80	0.0177717
5956_3	k141_106582	2692	3213	-	522	15	0.0154162
5956_4	k141_106582	3246	5372	-	2127	54	0.0136202
5956_5	k141_106582	5580	6323	-	744	21	0.0151427
5956_6	k141_106582	6313	6969	-	657	15	0.0122485
5957_1	k141_18668	2	208	+	207	2	0.00518343
5957_2	k141_18668	297	1019	-	723	9	0.00667823
5957_3	k141_18668	1319	2215	+	897	10	0.00598088
5958_1	k141_80446	30	584	-	555	3	0.00289992
5958_2	k141_80446	844	1668	-	825	6	0.00390171
5958_3	k141_80446	1749	2126	-	378	0	0
5959_1	k141_27662	1	891	-	891	9	0.00541904
5960_1	k141_115469	2	1108	+	1107	0	0
5961_1	k141_168602	3	2066	-	2064	21	0.00545842
5961_2	k141_168602	2102	3961	-	1860	26	0.00749925
5962_1	k141_80447	1	153	+	153	0	0
5962_2	k141_80447	150	827	+	678	0	0
5962_3	k141_80447	916	1536	+	621	0	0
5962_4	k141_80447	1529	1735	+	207	0	0
5963_1	k141_124272	283	846	+	564	5	0.00475607
5963_2	k141_124272	897	1418	+	522	5	0.00513874
5963_3	k141_124272	1449	2414	+	966	26	0.0144395
5963_4	k141_124272	2262	2651	-	390	7	0.00962921
5964_1	k141_45263	1	69	-	69	5	0.0388757
5964_2	k141_45263	400	1107	-	708	64	0.0484958
5964_3	k141_45263	1107	2036	-	930	71	0.0409574
5964_4	k141_45263	2089	4203	-	2115	141	0.0357656
5964_5	k141_45263	4739	6586	-	1848	149	0.0432555
5964_6	k141_45263	6628	7167	-	540	38	0.0377526
5964_7	k141_45263	7170	8732	-	1563	125	0.042905
5964_8	k141_45263	8785	9909	-	1125	94	0.0448263
5964_9	k141_45263	10002	10328	-	327	38	0.0623438
5964_10	k141_45263	10329	10730	-	402	32	0.0427052
5964_11	k141_45263	10805	11092	-	288	33	0.0614722
5964_12	k141_45263	11228	11467	-	240	15	0.0335303
5964_13	k141_45263	11618	12190	-	573	71	0.0664754
5964_14	k141_45263	12586	13425	+	840	105	0.0670606
5964_15	k141_45263	13361	13750	-	390	30	0.041268
5964_16	k141_45263	13783	15450	-	1668	158	0.0508181
5964_17	k141_45263	15452	16615	-	1164	103	0.0474724
5964_18	k141_45263	16749	17804	+	1056	89	0.0452151
5964_19	k141_45263	17844	18575	+	732	47	0.0344464
5964_20	k141_45263	18706	19155	+	450	29	0.0345735
5964_21	k141_45263	19293	21527	-	2235	225	0.0540085
5964_22	k141_45263	21541	24078	-	2538	207	0.0437558
5964_23	k141_45263	24092	25237	-	1146	78	0.0365147
5964_24	k141_45263	25361	26152	-	792	68	0.0460618
5964_25	k141_45263	26215	26619	-	405	38	0.0503368
5964_26	k141_45263	26674	28065	-	1392	119	0.0458633
5964_27	k141_45263	28143	29003	-	861	75	0.0467321
5964_28	k141_45263	29052	30560	-	1509	154	0.0547506
5964_29	k141_45263	30596	31144	-	549	34	0.0332249
5964_30	k141_45263	31132	31683	-	552	40	0.0388757
5964_31	k141_45263	31742	31999	-	258	38	0.0790171
5964_32	k141_45263	32041	32769	-	729	62	0.045627
5964_33	k141_45263	32774	33214	-	441	16	0.0194643
5964_34	k141_45263	33174	33437	-	264	16	0.0325142
5964_35	k141_45263	33648	34130	+	483	58	0.0644226
5964_36	k141_45263	34156	34641	-	486	49	0.05409
5964_37	k141_45263	34647	35075	-	429	46	0.0575252
5964_38	k141_45263	35118	35579	-	462	34	0.0394816
5964_39	k141_45263	35638	36693	-	1056	120	0.0609642
5964_40	k141_45263	36786	37547	-	762	61	0.0429469
5964_41	k141_45263	37654	39348	-	1695	126	0.0398803
5964_42	k141_45263	39753	40445	-	693	44	0.0340625
5964_43	k141_45263	40402	42099	-	1698	100	0.0315951
5964_44	k141_45263	42332	43270	+	939	97	0.0554196
5964_45	k141_45263	43476	43682	-	207	19	0.0492426
5964_46	k141_45263	43844	44047	+	204	18	0.0473369
5964_47	k141_45263	44190	45530	-	1341	136	0.0544086
5964_48	k141_45263	45554	46000	-	447	38	0.0456072
5964_49	k141_45263	46043	48097	-	2055	185	0.0482967
5964_50	k141_45263	48400	48663	-	264	18	0.0365785
5964_51	k141_45263	48682	49131	-	450	34	0.0405344
5964_52	k141_45263	49180	49467	-	288	24	0.0447071
5964_53	k141_45263	49574	49771	-	198	5	0.0135476
5964_54	k141_45263	49776	50360	-	585	25	0.0229267
5964_55	k141_45263	50379	51797	-	1419	122	0.0461248
5964_56	k141_45263	51834	52715	-	882	35	0.0212891
5964_57	k141_45263	53527	55209	-	1683	0	0
5964_58	k141_45263	55373	56719	-	1347	0	0
5964_59	k141_45263	56700	57170	-	471	0	0
5965_1	k141_18673	1	351	+	351	0	0
5965_2	k141_18673	375	1553	+	1179	8	0.00364027
5966_1	k141_168603	2	1705	-	1704	36	0.0113342
5967_1	k141_80448	79	702	-	624	44	0.037829
5967_2	k141_80448	888	1478	+	591	24	0.0217862
5968_1	k141_106583	3	2069	+	2067	45	0.0116796
5968_2	k141_106583	2087	4885	+	2799	23	0.00440841
5969_1	k141_27667	122	532	-	411	82	0.107036
5969_2	k141_27667	539	1162	-	624	142	0.122085
5969_3	k141_27667	1319	2677	-	1359	274	0.108165
5969_4	k141_27667	2821	3030	-	210	24	0.0613125
5970_1	k141_80454	100	480	+	381	1	0.0014081
5970_2	k141_80454	506	1075	-	570	1	0.000941201
5971_1	k141_89044	3	128	-	126	22	0.0936719
5971_2	k141_89044	261	1151	-	891	107	0.0644263
5971_3	k141_89044	1138	1260	-	123	6	0.02617
5971_4	k141_89044	1301	1780	-	480	79	0.0882964
5971_5	k141_89044	1770	2519	-	750	184	0.131618
5971_6	k141_89044	2562	2765	-	204	41	0.107823
5971_7	k141_89044	3102	4367	-	1266	548	0.232222
5971_8	k141_89044	4488	5354	-	867	364	0.225237
5971_9	k141_89044	5434	6603	-	1170	234	0.107297
5971_10	k141_89044	6614	7351	-	738	129	0.0937758
5971_11	k141_89044	7341	7607	-	267	54	0.108503
5971_12	k141_89044	7706	8515	+	810	132	0.0874271
5971_13	k141_89044	8502	8651	+	150	6	0.0214594
5972_1	k141_150888	1	309	+	309	0	0
5972_2	k141_150888	316	1791	+	1476	1	0.000363472
5972_3	k141_150888	2177	3205	+	1029	0	0
5972_4	k141_150888	3378	3506	+	129	0	0
5973_1	k141_71507	2	148	+	147	0	0
5973_2	k141_71507	218	631	-	414	3	0.00388757
5973_3	k141_71507	650	1054	-	405	4	0.00529861
5973_4	k141_71507	1122	1292	-	171	1	0.00313734
5973_5	k141_71507	1368	3863	-	2496	23	0.00494357
5973_6	k141_71507	4014	5018	-	1005	6	0.00320289
5973_7	k141_71507	5015	5560	-	546	7	0.00687801
5973_8	k141_71507	5625	6080	-	456	1	0.0011765
5973_9	k141_71507	6398	6568	+	171	4	0.0125493
5973_10	k141_71507	7618	7773	+	156	8	0.027512
5973_11	k141_71507	7940	9166	+	1227	13	0.00568403
5973_12	k141_71507	9197	9424	+	228	3	0.00705901
5973_13	k141_71507	9438	10277	+	840	11	0.00702539
5973_14	k141_71507	10295	10642	+	348	6	0.00924974
5973_15	k141_71507	11081	12259	-	1179	22	0.0100107
5973_16	k141_71507	12443	12604	-	162	3	0.0099349
5973_17	k141_71507	12609	12905	-	297	3	0.00541904
5973_18	k141_71507	12919	14424	-	1506	21	0.00748086
5973_19	k141_71507	14492	15268	-	777	8	0.00552365
5973_20	k141_71507	15388	16407	+	1020	18	0.00946738
5973_21	k141_71507	16795	18198	+	1404	12	0.00458534
5973_22	k141_71507	18280	19476	+	1197	17	0.00761925
5973_23	k141_71507	19480	21150	+	1671	32	0.0102738
5973_24	k141_71507	21172	22182	+	1011	9	0.00477583
5973_25	k141_71507	22483	22785	-	303	6	0.0106235
5973_26	k141_71507	22887	23534	+	648	7	0.00579536
5973_27	k141_71507	23351	24808	-	1458	11	0.00404755
5973_28	k141_71507	24977	25273	-	297	6	0.0108381
5973_29	k141_71507	25580	25729	-	150	0	0
5974_1	k141_27671	79	1977	+	1899	97	0.0274034
5974_2	k141_27671	1977	2054	+	78	0	0
5975_1	k141_106584	3	1022	+	1020	30	0.015779
5975_2	k141_106584	1166	2500	+	1335	30	0.0120558
5975_3	k141_106584	2513	3163	+	651	15	0.0123614
5975_4	k141_106584	3182	3433	+	252	1	0.00212891
5976_1	k141_89045	3	827	+	825	6	0.00390171
5976_2	k141_89045	856	1452	+	597	10	0.00898634
5977_1	k141_168615	109	1002	+	894	1	0.000600095
5978_1	k141_71508	186	1013	+	828	0	0
5979_1	k141_27672	1	714	+	714	0	0
5979_2	k141_27672	721	1302	+	582	0	0
5980_1	k141_168616	2	286	+	285	0	0
5980_2	k141_168616	160	951	-	792	0	0
5981_1	k141_97832	2	880	-	879	17	0.0103757
5981_2	k141_97832	893	1738	-	846	13	0.00824385
5981_3	k141_97832	2286	3263	-	978	34	0.0186508
5981_4	k141_97832	3283	5193	-	1911	49	0.013756
5981_5	k141_97832	5190	5621	-	432	21	0.0260791
5981_6	k141_97832	5794	6627	-	834	23	0.0147951
5981_7	k141_97832	6907	7395	-	489	11	0.0120682
5981_8	k141_97832	7616	11674	+	4059	95	0.0125563
5982_1	k141_1146	193	1161	+	969	151	0.0836008
5982_2	k141_1146	1224	1451	+	228	48	0.112944
5982_3	k141_1146	1672	2409	+	738	83	0.0603363
5982_4	k141_1146	2364	2858	+	495	4	0.00433523
5982_5	k141_1146	3061	3234	+	174	15	0.0462487
5982_6	k141_1146	3327	8723	-	5397	186	0.0184892
5982_7	k141_1146	8757	10184	-	1428	50	0.0187845
5983_1	k141_106585	3	692	-	690	5	0.00388757
5983_2	k141_106585	689	1003	-	315	1	0.00170313
5983_3	k141_106585	1374	1502	+	129	0	0
5984_1	k141_80455	3	1229	+	1227	0	0
5984_2	k141_80455	1216	2349	+	1134	0	0
5984_3	k141_80455	2351	3022	+	672	0	0
5984_4	k141_80455	3012	3491	+	480	0	0
5984_5	k141_80455	3497	3736	+	240	0	0
5985_1	k141_27673	504	1208	-	705	8	0.00608777
5985_2	k141_27673	1219	1305	-	87	0	0
5986_1	k141_89047	3	1886	+	1884	143	0.0407204
5987_1	k141_97833	1	1371	-	1371	2	0.000782618
5988_1	k141_45269	2	184	-	183	0	0
5988_2	k141_45269	854	2227	+	1374	18	0.00702818
5988_3	k141_45269	2212	2433	+	222	6	0.0144996
5988_4	k141_45269	2540	2728	+	189	2	0.00567709
5988_5	k141_45269	2695	3048	+	354	6	0.00909296
5988_6	k141_45269	3114	3272	+	159	10	0.0337412
5988_7	k141_45269	3764	4669	+	906	30	0.0177644
5988_8	k141_45269	5130	5486	+	357	6	0.00901655
5988_9	k141_45269	5483	6181	+	699	3	0.00230251
5989_1	k141_168617	298	1437	+	1140	14	0.00658841
5989_2	k141_168617	1475	1837	+	363	3	0.00443376
5990_1	k141_71511	92	1288	+	1197	29	0.0129975
5991_1	k141_141761	1	159	+	159	2	0.00674823
5991_2	k141_141761	339	821	+	483	18	0.0199932
5991_3	k141_141761	1156	2019	+	864	227	0.140951
5991_4	k141_141761	2335	2916	+	582	13	0.0119833
5991_5	k141_141761	2952	3221	+	270	10	0.0198698
5991_6	k141_141761	3255	3863	+	609	22	0.0193804
5991_7	k141_141761	3851	4798	+	948	28	0.0158455
5991_8	k141_141761	4875	5690	+	816	14	0.00920439
5991_9	k141_141761	5835	5987	+	153	5	0.0175322
5991_10	k141_141761	6056	7153	+	1098	24	0.0117264
5991_11	k141_141761	7293	9269	+	1977	39	0.0105832
5991_12	k141_141761	9284	10621	+	1338	28	0.0112269
5991_13	k141_141761	10634	11947	+	1314	24	0.00979881
5992_1	k141_150898	1	297	+	297	143	0.258307
5992_2	k141_150898	294	638	+	345	121	0.188158
5992_3	k141_150898	778	975	+	198	81	0.219471
5992_4	k141_150898	1265	1789	+	525	163	0.166566
5992_5	k141_150898	1917	2276	+	360	101	0.150514
5992_6	k141_150898	2242	2325	+	84	0	0
5993_1	k141_106590	1	732	+	732	18	0.0131922
5993_2	k141_106590	729	1226	+	498	17	0.0183137
5994_1	k141_97834	265	1431	+	1167	18	0.00827483
5994_2	k141_97834	1674	1739	+	66	0	0
5995_1	k141_71513	2	610	+	609	0	0
5995_2	k141_71513	867	1337	+	471	0	0
5995_3	k141_71513	1401	1535	+	135	0	0
5996_1	k141_80456	3	488	+	486	206	0.227399
5996_2	k141_80456	654	2687	+	2034	958	0.252681
5996_3	k141_80456	2817	3077	+	261	103	0.211716
5996_4	k141_80456	3083	3220	+	138	20	0.0777514
5997_1	k141_1152	483	1016	-	534	27	0.0271256
5997_2	k141_1152	1176	1265	-	90	1	0.00596094
5998_1	k141_141764	24	1154	-	1131	1	0.000474345
5999_1	k141_71516	2	193	-	192	23	0.0642664
5999_2	k141_71516	325	1116	-	792	214	0.144959
5999_3	k141_71516	1085	1159	-	75	0	0
6000_1	k141_106593	2	649	+	648	27	0.0223535
6000_2	k141_106593	1070	1606	+	537	49	0.048953
6000_3	k141_106593	1662	1844	-	183	3	0.00879483
6001_1	k141_168626	3	725	+	723	8	0.00593621
6001_2	k141_168626	885	2183	-	1299	18	0.00743397
6002_1	k141_115473	2	664	+	663	74	0.0598791
6002_2	k141_115473	664	1221	+	558	33	0.0317276
6002_3	k141_115473	1274	2185	+	912	30	0.0176475
6002_4	k141_115473	2175	3437	+	1263	71	0.0301587
6002_5	k141_115473	3440	4219	+	780	46	0.0316388
6002_6	k141_115473	4243	5358	+	1116	76	0.0365348
6002_7	k141_115473	5375	7228	+	1854	105	0.0303834
6002_8	k141_115473	7229	8671	+	1443	111	0.041268
6002_9	k141_115473	9146	9904	+	759	42	0.0296869
6002_10	k141_115473	9926	10036	+	111	10	0.0483319
6002_11	k141_115473	10554	11363	+	810	50	0.0331163
6002_12	k141_115473	11591	11965	+	375	30	0.0429188
6003_1	k141_80460	181	603	+	423	0	0
6003_2	k141_80460	603	1439	+	837	0	0
6004_1	k141_89049	1	285	+	285	14	0.0263536
6004_2	k141_89049	289	1146	+	858	107	0.0669043
6004_3	k141_89049	1139	1804	+	666	72	0.0579983
6004_4	k141_89049	1801	2832	+	1032	110	0.0571834
6004_5	k141_89049	2841	3131	+	291	43	0.0792744
6005_1	k141_150905	1	1305	+	1305	0	0
6005_2	k141_150905	1369	1626	-	258	0	0
6006_1	k141_168628	1	252	-	252	0	0
6006_2	k141_168628	329	1114	-	786	0	0
6007_1	k141_45271	1	129	+	129	0	0
6007_2	k141_45271	331	1368	-	1038	25	0.0129211
6007_3	k141_45271	1516	2403	+	888	2	0.0012083
6007_4	k141_45271	2559	3179	+	621	13	0.0112308
6007_5	k141_45271	3261	3518	+	258	4	0.00831759
6007_6	k141_45271	3524	3847	-	324	3	0.00496745
6007_7	k141_45271	3876	4241	-	366	11	0.0161239
6007_8	k141_45271	4461	5579	+	1119	26	0.0124652
6008_1	k141_45272	2	796	+	795	0	0
6008_2	k141_45272	927	1001	+	75	0	0
6009_1	k141_18680	1	462	+	462	51	0.0592223
6009_2	k141_18680	521	661	+	141	17	0.0646825
6009_3	k141_18680	675	1559	+	885	111	0.0672879
6009_4	k141_18680	1571	1948	+	378	29	0.0411589
6009_5	k141_18680	1941	2207	+	267	18	0.0361675
6009_6	k141_18680	2207	2368	+	162	6	0.0198698
6009_7	k141_18680	2397	2753	+	357	26	0.0390717
6009_8	k141_18680	2759	3079	+	321	9	0.0150416
6009_9	k141_18680	3120	3221	+	102	1	0.00525965
6010_1	k141_115476	2	193	-	192	13	0.0363245
6010_2	k141_115476	347	532	+	186	17	0.0490335
6010_3	k141_115476	529	1920	+	1392	184	0.0709146
6010_4	k141_115476	1938	2336	-	399	39	0.0524383
6011_1	k141_150906	3	500	+	498	0	0
6011_2	k141_150906	516	1445	+	930	0	0
6011_3	k141_150906	1458	2882	+	1425	0	0
6012_1	k141_45273	304	762	+	459	45	0.0525965
6012_2	k141_45273	753	1061	+	309	39	0.0677117
6013_1	k141_141765	2	1150	+	1149	12	0.00560297
6013_2	k141_141765	1147	1620	+	474	10	0.0113182
6013_3	k141_141765	1638	2240	-	603	1	0.000889693
6013_4	k141_141765	2240	2590	-	351	0	0
6013_5	k141_141765	2615	4225	-	1611	37	0.0123215
6013_6	k141_141765	4562	5440	-	879	12	0.00732402
6013_7	k141_141765	5441	5821	-	381	0	0
6014_1	k141_80462	2	580	-	579	0	0
6014_2	k141_80462	641	1747	-	1107	0	0
6014_3	k141_80462	2344	3726	+	1383	0	0
6014_4	k141_80462	3746	4048	-	303	0	0
6015_1	k141_71520	3	947	-	945	0	0
6015_2	k141_71520	947	1450	-	504	0	0
6015_3	k141_71520	1538	4126	-	2589	0	0
6015_4	k141_71520	4245	4532	-	288	0	0
6016_1	k141_45275	1	129	-	129	22	0.0914935
6016_2	k141_45275	273	1616	-	1344	493	0.196791
6017_1	k141_80464	85	855	-	771	0	0
6017_2	k141_80464	1025	2020	-	996	0	0
6018_1	k141_141769	155	673	+	519	0	0
6018_2	k141_141769	749	1531	+	783	6	0.00411099
6018_3	k141_141769	1824	2624	-	801	0	0
6019_1	k141_150909	1	309	+	309	0	0
6019_2	k141_150909	338	1798	+	1461	0	0
6019_3	k141_150909	1779	2633	+	855	0	0
6019_4	k141_150909	2846	2941	+	96	0	0
6020_1	k141_71524	1	168	-	168	28	0.0894141
6020_2	k141_71524	311	1012	+	702	160	0.122276
6020_3	k141_71524	1017	2000	+	984	127	0.0692414
6021_1	k141_45278	3	1160	-	1158	0	0
6022_1	k141_159569	3	80	-	78	0	0
6022_2	k141_159569	366	3011	-	2646	1	0.000202753
6022_3	k141_159569	3244	4686	-	1443	0	0
6022_4	k141_159569	4676	7834	-	3159	4	0.000679309
6022_5	k141_159569	7840	9003	-	1164	0	0
6022_6	k141_159569	9094	9474	-	381	1	0.0014081
6022_7	k141_159569	9642	10373	-	732	3	0.00219871
6022_8	k141_159569	10751	12268	+	1518	1	0.000353415
6022_9	k141_159569	12274	12507	+	234	1	0.00229267
6022_10	k141_159569	12547	12951	+	405	0	0
6022_11	k141_159569	12932	13978	+	1047	5	0.00256201
6022_12	k141_159569	14041	14295	+	255	0	0
6022_13	k141_159569	14310	14810	+	501	2	0.00214166
6022_14	k141_159569	14814	15356	+	543	0	0
6022_15	k141_159569	15369	16946	+	1578	1	0.000339978
6022_16	k141_159569	16934	17797	+	864	0	0
6022_17	k141_159569	17953	18918	+	966	3	0.0016661
6022_18	k141_159569	19201	21642	+	2442	0	0
6022_19	k141_159569	21645	22853	+	1209	3	0.00133123
6022_20	k141_159569	22857	24170	+	1314	4	0.00163313
6022_21	k141_159569	25272	25712	-	441	0	0
6022_22	k141_159569	25874	26356	-	483	0	0
6022_23	k141_159569	26514	27014	+	501	0	0
6022_24	k141_159569	27027	28223	+	1197	0	0
6022_25	k141_159569	28234	28785	+	552	0	0
6022_26	k141_159569	28769	32434	+	3666	7	0.00102438
6022_27	k141_159569	32446	33315	+	870	2	0.0012333
6022_28	k141_159569	33798	34835	-	1038	4	0.00206738
6022_29	k141_159569	34855	35109	-	255	0	0
6022_30	k141_159569	35150	35356	-	207	0	0
6022_31	k141_159569	35363	37117	-	1755	0	0
6022_32	k141_159569	37123	38298	-	1176	0	0
6022_33	k141_159569	38301	39092	-	792	1	0.00067738
6022_34	k141_159569	39333	40286	-	954	5	0.00281176
6022_35	k141_159569	40399	42969	-	2571	5	0.00104334
6022_36	k141_159569	43037	44491	-	1455	0	0
6022_37	k141_159569	44586	46100	-	1515	0	0
6022_38	k141_159569	46134	49448	-	3315	8	0.00129468
6022_39	k141_159569	49641	50681	-	1041	7	0.00360749
6022_40	k141_159569	50747	51313	-	567	2	0.00189236
6022_41	k141_159569	51472	53457	-	1986	2	0.000540266
6022_42	k141_159569	53641	54807	-	1167	0	0
6022_43	k141_159569	54820	56025	-	1206	0	0
6022_44	k141_159569	56571	58520	-	1950	1	0.00027512
6022_45	k141_159569	58559	59524	-	966	0	0
6022_46	k141_159569	59648	61255	-	1608	5	0.00166817
6022_47	k141_159569	61286	64375	-	3090	5	0.000868098
6022_48	k141_159569	64895	65449	+	555	0	0
6022_49	k141_159569	65554	68892	+	3339	0	0
6022_50	k141_159569	68994	69977	-	984	0	0
6022_51	k141_159569	69998	70768	-	771	0	0
6022_52	k141_159569	70856	71119	+	264	0	0
6022_53	k141_159569	71292	72566	-	1275	0	0
6022_54	k141_159569	72595	75708	-	3114	6	0.00103369
6022_55	k141_159569	75715	76824	-	1110	0	0
6022_56	k141_159569	76873	77232	-	360	7	0.0104316
6022_57	k141_159569	77361	78908	+	1548	1	0.000346566
6022_58	k141_159569	79388	80284	-	897	0	0
6022_59	k141_159569	80307	81644	-	1338	2	0.00080192
6022_60	k141_159569	81746	83656	-	1911	0	0
6022_61	k141_159569	83737	84174	-	438	6	0.0073491
6022_62	k141_159569	84317	85639	-	1323	5	0.00202753
6022_63	k141_159569	85738	86088	-	351	1	0.00152845
6022_64	k141_159569	86102	86941	-	840	0	0
6022_65	k141_159569	87042	87866	+	825	0	0
6022_66	k141_159569	87878	89254	+	1377	1	0.000389604
