# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_8_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_8/A22_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_8/A22_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_8/A22_2.bam	RPKG
1144_70	k141_79367	86530	87822	-	1293	54	0.0205254
1144_71	k141_79367	88084	89613	-	1530	57	0.0183097
1144_72	k141_79367	89848	90408	-	561	17	0.014893
1144_73	k141_79367	91023	92249	+	1227	52	0.0208284
1144_74	k141_79367	92528	93160	+	633	14	0.0108698
1144_75	k141_79367	93262	93534	+	273	7	0.0126018
1144_76	k141_79367	93531	94199	-	669	18	0.0132234
1144_77	k141_79367	94243	95205	-	963	20	0.0102071
1144_78	k141_79367	95480	96865	+	1386	57	0.020212
1144_79	k141_79367	97095	98675	+	1581	55	0.0170973
1144_80	k141_79367	99579	100271	-	693	13	0.0092195
1144_81	k141_79367	100794	101039	+	246	9	0.0179806
1144_82	k141_79367	101043	101846	+	804	21	0.0128369
1144_83	k141_79367	101955	103019	+	1065	28	0.0129213
1144_84	k141_79367	103243	104061	-	819	24	0.0144021
1144_85	k141_79367	104169	105143	-	975	23	0.0115937
1144_86	k141_79367	105220	107694	-	2475	76	0.0150916
1144_87	k141_79367	107928	109232	-	1305	18	0.0067789
1144_88	k141_79367	109291	110007	-	717	8	0.00548363
1144_89	k141_79367	110281	111654	-	1374	15	0.0053654
1144_90	k141_79367	111895	112827	-	933	24	0.0126423
1144_91	k141_79367	112902	115085	-	2184	17	0.00382555
1144_92	k141_79367	115108	116505	-	1398	23	0.00808571
1144_93	k141_79367	116527	116970	-	444	9	0.00996224
1144_94	k141_79367	117227	117688	-	462	4	0.00425515
1144_95	k141_79367	117716	118861	-	1146	39	0.0167254
1144_96	k141_79367	118931	119284	-	354	13	0.0180483
1144_97	k141_79367	119461	122679	-	3219	133	0.0203062
1144_98	k141_79367	123153	124508	-	1356	21	0.00761127
1144_99	k141_79367	124762	125661	-	900	23	0.0125598
1144_100	k141_79367	125665	126603	-	939	26	0.0136083
1144_101	k141_79367	126596	127513	-	918	21	0.0112428
1144_102	k141_79367	127598	128362	-	765	12	0.00770934
1144_103	k141_79367	128401	129732	-	1332	14	0.0051656
1144_104	k141_79367	130106	132400	-	2295	51	0.0109216
1144_105	k141_79367	132400	132903	-	504	13	0.0126768
1144_106	k141_79367	132992	133783	-	792	21	0.0130314
1144_107	k141_79367	134225	135292	+	1068	48	0.0220886
1144_108	k141_79367	135302	136303	+	1002	30	0.0147147
1144_109	k141_79367	136303	137100	+	798	27	0.0166287
1144_110	k141_79367	137188	138408	+	1221	50	0.0201257
1144_111	k141_79367	138419	139882	-	1464	61	0.0204779
1144_112	k141_79367	140005	141021	-	1017	29	0.0140144
1144_113	k141_79367	141262	141699	+	438	11	0.0123429
1144_114	k141_79367	141888	144254	-	2367	83	0.0172336
1144_115	k141_79367	144342	146429	-	2088	47	0.0110628
1144_116	k141_79367	146729	147364	+	636	11	0.00850027
1144_117	k141_79367	147538	148461	-	924	31	0.0164887
1144_118	k141_79367	148485	149237	-	753	16	0.0104429
1144_119	k141_79367	149227	150138	-	912	36	0.0194001
1144_120	k141_79367	150204	151199	-	996	22	0.0108558
1144_121	k141_79367	151214	151684	-	471	9	0.00939115
1144_122	k141_79367	151743	152339	-	597	14	0.0115253
1144_123	k141_79367	152327	153949	-	1623	33	0.00999293
1145_1	k141_167487	3	899	-	897	24	0.0131497
1145_2	k141_167487	1036	1731	-	696	15	0.010592
1146_1	k141_26787	112	459	+	348	0	0
1146_2	k141_26787	555	1100	-	546	0	0
1147_1	k141_132249	2	208	+	207	0	0
1147_2	k141_132249	193	1110	+	918	7	0.0037476
1147_3	k141_132249	1103	1786	+	684	4	0.0028741
1148_1	k141_123474	2	1021	-	1020	4	0.00192733
1148_2	k141_123474	1100	1360	-	261	1	0.00188303
1149_1	k141_114577	3	146	-	144	1	0.00341299
1149_2	k141_114577	150	359	-	210	1	0.00234034
1149_3	k141_114577	698	1192	+	495	0	0
1150_1	k141_149794	2	571	-	570	19	0.0163823
1150_2	k141_149794	661	1245	-	585	33	0.027724
1150_3	k141_149794	1258	1617	-	360	31	0.0423211
1150_4	k141_149794	1621	2199	-	579	41	0.0348019
1151_1	k141_105893	2	277	+	276	2	0.00356138
1151_2	k141_105893	309	506	-	198	2	0.00496435
1151_3	k141_105893	789	1949	-	1161	48	0.0203192
1151_4	k141_105893	1966	2904	-	939	45	0.0235529
1151_5	k141_105893	3092	3994	-	903	22	0.0119738
1151_6	k141_105893	4129	5304	-	1176	55	0.0229854
1151_7	k141_105893	5334	5648	-	315	20	0.0312045
1151_8	k141_105893	5678	6328	-	651	36	0.0271781
1151_9	k141_105893	6352	7107	-	756	59	0.0383555
1151_10	k141_105893	7293	8246	-	954	13	0.00669719
1151_11	k141_105893	8519	8950	+	432	91	0.103527
1151_12	k141_105893	8947	9324	+	378	56	0.0728104
1151_13	k141_105893	9400	11049	+	1650	323	0.096209
1152_1	k141_8931	1	375	-	375	125	0.163823
1152_2	k141_8931	412	1215	-	804	339	0.207224
1152_3	k141_8931	1307	2185	-	879	478	0.267261
1152_4	k141_8931	2195	2485	-	291	21	0.0354669
1153_1	k141_304	1	84	-	84	58	0.339349
1153_2	k141_304	242	1240	-	999	1831	0.900783
1153_3	k141_304	1301	1891	-	591	729	0.60623
1153_4	k141_304	2787	4943	-	2157	3599	0.820029
1153_5	k141_304	5131	6027	+	897	1509	0.826788
1153_6	k141_304	6040	8100	-	2061	3509	0.836763
1153_7	k141_304	8103	10382	-	2280	4309	0.928836
1153_8	k141_304	10394	13288	-	2895	5222	0.886514
1153_9	k141_304	13365	14387	-	1023	1434	0.688923
1153_10	k141_304	14477	14641	-	165	66	0.196588
1154_1	k141_79368	48	1079	-	1032	2	0.000952462
1155_1	k141_123475	23	1072	+	1050	85	0.0397857
1156_1	k141_149795	2	172	+	171	0	0
1156_2	k141_149795	192	1079	+	888	0	0
1157_1	k141_132251	3	947	+	945	0	0
1157_2	k141_132251	969	1196	-	228	0	0
1158_1	k141_114578	1	768	-	768	0	0
1158_2	k141_114578	1180	1407	-	228	0	0
1159_1	k141_53107	313	1239	+	927	1	0.000530173
1160_1	k141_149797	3	332	-	330	4	0.00595722
1160_2	k141_149797	408	1235	-	828	6	0.00356138
1161_1	k141_26793	2	868	+	867	1	0.000566863
1162_1	k141_123479	346	1422	-	1077	0	0
1162_2	k141_123479	1591	2214	-	624	0	0
1163_1	k141_53108	1	1194	-	1194	111	0.0456895
1164_1	k141_8934	99	479	+	381	28	0.0361186
1164_2	k141_8934	472	828	+	357	38	0.0523134
1164_3	k141_8934	1100	2728	+	1629	148	0.0446517
1164_4	k141_8934	2704	2772	+	69	0	0
1165_1	k141_79374	2	214	+	213	0	0
1165_2	k141_79374	233	1921	+	1689	22	0.00640163
1166_1	k141_132255	2	118	+	117	0	0
1166_2	k141_132255	102	1646	+	1545	5	0.00159052
1167_1	k141_123480	155	694	-	540	0	0
1167_2	k141_123480	792	1187	-	396	0	0
1168_1	k141_8936	3	155	+	153	0	0
1168_2	k141_8936	247	552	+	306	0	0
1168_3	k141_8936	552	1022	+	471	3	0.00313038
1169_1	k141_167493	3	182	-	180	17	0.0464166
1169_2	k141_167493	666	1472	+	807	28	0.0170523
1169_3	k141_167493	1568	2218	-	651	0	0
1169_4	k141_167493	2266	2883	-	618	9	0.00715734
1170_1	k141_312	2	535	+	534	35	0.0322125
1170_2	k141_312	1188	2195	+	1008	41	0.0199904
1170_3	k141_312	2609	2713	+	105	6	0.028084
1171_1	k141_132257	2	1555	-	1554	0	0
1172_1	k141_149801	1	780	+	780	36	0.0226832
1172_2	k141_149801	846	1169	-	324	0	0
1172_3	k141_149801	1293	1811	+	519	4	0.00378783
1172_4	k141_149801	1896	1961	-	66	0	0
1173_1	k141_105896	1	879	-	879	76	0.0424935
1173_2	k141_105896	1100	2374	-	1275	118	0.0454851
1173_3	k141_105896	2381	3289	-	909	76	0.041091
1173_4	k141_105896	3472	6273	-	2802	255	0.044727
1174_1	k141_79379	1	225	+	225	0	0
1174_2	k141_79379	732	1898	+	1167	4	0.00168456
1175_1	k141_132259	3	1028	+	1026	51	0.0244298
1176_1	k141_123482	151	690	+	540	227	0.2066
1176_2	k141_123482	780	1445	-	666	270	0.199245
1176_3	k141_123482	1476	1844	-	369	138	0.183802
1176_4	k141_123482	1911	3041	-	1131	510	0.221618
1176_5	k141_123482	3212	3433	-	222	31	0.0686287
1177_1	k141_53119	3	773	-	771	4	0.00254978
1177_2	k141_53119	907	1341	-	435	5	0.00564908
1178_1	k141_318	3	1466	+	1464	0	0
1179_1	k141_158709	3	902	-	900	2	0.00109216
1179_2	k141_158709	957	1985	-	1029	12	0.00573143
1179_3	k141_158709	2184	2963	-	780	1	0.00063009
1179_4	k141_158709	3001	3564	-	564	10	0.00871401
1179_5	k141_158709	3707	4432	-	726	8	0.00541565
1179_6	k141_158709	4725	4955	+	231	0	0
1179_7	k141_158709	5091	5315	-	225	0	0
1179_8	k141_158709	5520	6332	-	813	6	0.00362709
1179_9	k141_158709	6490	6690	-	201	6	0.0146708
1179_10	k141_158709	6870	7520	-	651	2	0.00150989
1179_11	k141_158709	8235	8525	-	291	3	0.0050667
1179_12	k141_158709	8566	9099	-	534	1	0.000920356
1179_13	k141_158709	9262	10653	-	1392	1	0.000353068
1179_14	k141_158709	10882	12474	-	1593	3	0.000925556
1179_15	k141_158709	12736	13509	-	774	0	0
1179_16	k141_158709	13520	14173	-	654	5	0.00375742
1179_17	k141_158709	14482	15330	-	849	2	0.00115776
1179_18	k141_158709	15477	16649	-	1173	2	0.000837972
1179_19	k141_158709	16668	18014	-	1347	3	0.00109459
1179_20	k141_158709	18139	19656	-	1518	17	0.00550395
1179_21	k141_158709	19947	20474	-	528	0	0
1180_1	k141_105900	3	713	+	711	0	0
1180_2	k141_105900	716	1342	+	627	0	0
1181_1	k141_8937	190	774	-	585	1	0.00084012
1181_2	k141_8937	946	1974	+	1029	5	0.0023881
1181_3	k141_8937	1952	3460	+	1509	15	0.00488539
1181_4	k141_8937	3438	4772	+	1335	14	0.005154
1182_1	k141_167495	697	1251	+	555	56	0.0495898
1182_2	k141_167495	1252	4584	+	3333	217	0.0319979
1183_1	k141_53120	3	908	+	906	141	0.0764871
1183_2	k141_53120	990	1730	-	741	306	0.202955
1184_1	k141_320	3	1073	+	1071	0	0
1185_1	k141_105901	1	522	+	522	101	0.0950929
1185_2	k141_105901	558	1820	+	1263	147	0.057202
1185_3	k141_105901	1895	2005	+	111	7	0.0309936
1186_1	k141_61780	93	197	-	105	0	0
1186_2	k141_61780	392	502	+	111	0	0
1186_3	k141_61780	566	1264	-	699	9	0.00632794
1186_4	k141_61780	1335	2408	-	1074	15	0.00686411
1186_5	k141_61780	2427	3647	-	1221	10	0.00402515
1186_6	k141_61780	3723	4466	-	744	22	0.0145327
1186_7	k141_61780	4473	5702	-	1230	25	0.00998923
1186_8	k141_61780	5755	7146	-	1392	20	0.00706136
1186_9	k141_61780	7151	7300	-	150	1	0.00327647
1186_10	k141_61780	7372	7608	+	237	0	0
1186_11	k141_61780	7629	9191	+	1563	19	0.00597437
1186_12	k141_61780	9346	10488	+	1143	3	0.00128995
1186_13	k141_61780	10639	11595	-	957	28	0.0143795
1186_14	k141_61780	12024	13292	-	1269	16	0.00619663
1186_15	k141_61780	13297	15873	-	2577	24	0.00457714
1186_16	k141_61780	16290	17375	-	1086	13	0.00588316
1186_17	k141_61780	17458	18087	+	630	4	0.00312045
1186_18	k141_61780	18093	18587	-	495	3	0.00297861
1186_19	k141_61780	18683	19645	-	963	19	0.00969672
1186_20	k141_61780	19658	20218	-	561	10	0.00876061
1186_21	k141_61780	20461	20964	+	504	2	0.00195028
1186_22	k141_61780	21174	22949	+	1776	17	0.00470439
1186_23	k141_61780	23037	23783	-	747	10	0.00657926
1186_24	k141_61780	23761	24477	-	717	0	0
1186_25	k141_61780	24623	25978	-	1356	10	0.00362441
1186_26	k141_61780	26070	27461	+	1392	15	0.00529602
1186_27	k141_61780	27543	28313	+	771	9	0.00573701
1186_28	k141_61780	28597	29664	+	1068	16	0.00736285
1186_29	k141_61780	29777	30247	-	471	6	0.00626077
1186_30	k141_61780	30268	31356	-	1089	13	0.00586696
1186_31	k141_61780	31549	32784	+	1236	9	0.00357867
1186_32	k141_61780	32950	33639	+	690	3	0.00213683
1186_33	k141_61780	33972	35630	+	1659	12	0.00355494
1186_34	k141_61780	35847	39119	+	3273	13	0.00195207
1186_35	k141_61780	39234	40352	-	1119	20	0.0087841
1186_36	k141_61780	40354	43038	-	2685	29	0.00530825
1186_37	k141_61780	43106	44311	-	1206	14	0.00570529
1186_38	k141_61780	44349	45851	-	1503	11	0.00359692
1186_39	k141_61780	45876	46727	-	852	4	0.00230737
1186_40	k141_61780	46739	47902	-	1164	11	0.00464448
1186_41	k141_61780	47915	49072	-	1158	15	0.0063662
1186_42	k141_61780	49076	49987	-	912	7	0.00377225
1186_43	k141_61780	50000	51130	-	1131	9	0.0039109
1186_44	k141_61780	51127	52602	-	1476	15	0.00499462
1186_45	k141_61780	52626	53570	-	945	8	0.0041606
1186_46	k141_61780	53617	54804	-	1188	8	0.00330956
1186_47	k141_61780	54874	55179	-	306	3	0.00481834
1186_48	k141_61780	55331	56320	+	990	7	0.00347504
1186_49	k141_61780	56630	58429	+	1800	14	0.00382255
1186_50	k141_61780	58671	59114	+	444	0	0
1186_51	k141_61780	59405	59662	-	258	2	0.00380985
1186_52	k141_61780	59688	59822	+	135	1	0.00364052
1186_53	k141_61780	60076	60624	+	549	11	0.00984731
1186_54	k141_61780	60695	60796	+	102	2	0.00963667
1186_55	k141_61780	60783	61226	+	444	1	0.00110692
1186_56	k141_61780	61382	62569	-	1188	17	0.00703282
1186_57	k141_61780	62588	63487	-	900	15	0.00819117
1186_58	k141_61780	63491	64978	-	1488	14	0.00462405
1186_59	k141_61780	64962	67190	-	2229	13	0.00286636
1186_60	k141_61780	67201	67950	-	750	5	0.00327647
1186_61	k141_61780	68077	69306	-	1230	10	0.00399569
1186_62	k141_61780	69508	70908	+	1401	18	0.00631439
1186_63	k141_61780	71095	72444	+	1350	24	0.00873725
1186_64	k141_61780	72493	73665	+	1173	23	0.00963667
1186_65	k141_61780	73678	74352	+	675	4	0.00291242
1186_66	k141_61780	74373	75014	+	642	6	0.00459318
1186_67	k141_61780	75098	75724	+	627	3	0.00235153
1186_68	k141_61780	75743	77017	+	1275	30	0.011564
1186_69	k141_61780	77096	78508	+	1413	22	0.00765205
1186_70	k141_61780	79082	80149	+	1068	21	0.00966374
1186_71	k141_61780	80264	81184	+	921	24	0.012807
1186_72	k141_61780	81345	82592	+	1248	7	0.00275664
1186_73	k141_61780	82848	83456	+	609	10	0.00807012
1186_74	k141_61780	83478	84563	+	1086	17	0.00769337
1186_75	k141_61780	84606	85175	+	570	5	0.00431114
1186_76	k141_61780	85376	88225	-	2850	37	0.00638049
1186_77	k141_61780	88347	88985	-	639	6	0.00461475
1186_78	k141_61780	89007	89627	-	621	2	0.00158284
1186_79	k141_61780	89741	90592	-	852	5	0.00288422
1186_80	k141_61780	90817	91050	+	234	3	0.0063009
1186_81	k141_61780	91245	91751	+	507	4	0.00387748
1186_82	k141_61780	91761	92684	-	924	3	0.00159568
1186_83	k141_61780	92689	92868	-	180	0	0
1186_84	k141_61780	93528	95747	+	2220	32	0.00708426
1186_85	k141_61780	95771	96130	+	360	5	0.00682598
1186_86	k141_61780	96194	98410	+	2217	31	0.00687216
1186_87	k141_61780	98707	99543	-	837	14	0.00822053
1186_88	k141_61780	99633	100316	+	684	10	0.00718524
1186_89	k141_61780	100375	101358	-	984	17	0.00849085
1186_90	k141_61780	101319	102866	-	1548	16	0.0050798
1186_91	k141_61780	102868	104856	-	1989	27	0.00667154
1186_92	k141_61780	104952	105347	-	396	3	0.00372326
1186_93	k141_61780	105706	105846	+	141	1	0.00348561
1186_94	k141_61780	106043	106642	-	600	12	0.00982941
1186_95	k141_61780	106649	107257	-	609	6	0.00484207
1186_96	k141_61780	107381	108835	-	1455	4	0.00135112
1186_97	k141_61780	108924	109541	+	618	4	0.00318104
1186_98	k141_61780	109578	110027	+	450	1	0.00109216
1186_99	k141_61780	110034	110573	+	540	5	0.00455065
1186_100	k141_61780	110570	111160	-	591	4	0.00332636
1186_101	k141_61780	111310	112626	-	1317	10	0.00373174
1186_102	k141_61780	112995	113774	-	780	3	0.00189027
1186_103	k141_61780	113767	114804	-	1038	11	0.00520826
1186_104	k141_61780	114916	115551	-	636	5	0.00386376
1186_105	k141_61780	115667	115897	+	231	1	0.00212758
1186_106	k141_61780	115812	116207	-	396	1	0.00124109
1186_107	k141_61780	116310	116864	-	555	8	0.00708426
1186_108	k141_61780	117546	117953	+	408	1	0.00120458
1186_109	k141_61780	117957	119261	+	1305	18	0.0067789
1186_110	k141_61780	119258	119800	+	543	4	0.00362041
1186_111	k141_61780	120160	120504	+	345	3	0.00427366
1186_112	k141_61780	120518	122344	+	1827	16	0.00430406
1186_113	k141_61780	122359	122928	+	570	0	0
1186_114	k141_61780	122940	124460	+	1521	12	0.00387748
1186_115	k141_61780	124497	126197	+	1701	8	0.00231144
1186_116	k141_61780	126417	127370	+	954	5	0.00257584
1186_117	k141_61780	127476	128435	-	960	6	0.00307169
1186_118	k141_61780	128677	129636	-	960	9	0.00460753
1186_119	k141_61780	129841	130770	+	930	14	0.00739848
1186_120	k141_61780	130794	131927	+	1134	22	0.0095347
1186_121	k141_61780	132052	134916	-	2865	23	0.00394549
1186_122	k141_61780	134952	135761	-	810	8	0.00485403
1186_123	k141_61780	135758	136384	-	627	9	0.0070546
1186_124	k141_61780	136384	139557	-	3174	38	0.00588402
1186_125	k141_61780	139577	140185	-	609	2	0.00161402
1186_126	k141_61780	140349	141341	+	993	13	0.00643415
1186_127	k141_61780	141401	143722	-	2322	13	0.00275156
1186_128	k141_61780	143853	144446	-	594	5	0.00413696
1187_1	k141_8938	3	902	-	900	9	0.0049147
1187_2	k141_8938	999	1994	-	996	0	0
1188_1	k141_53122	1	84	-	84	12	0.0702101
1188_2	k141_53122	171	1151	-	981	484	0.242479
1189_1	k141_123486	178	2862	-	2685	30	0.00549129
1190_1	k141_149804	116	598	-	483	4	0.00407015
1190_2	k141_149804	710	1228	-	519	10	0.00946956
1190_3	k141_149804	1554	2627	+	1074	28	0.012813
1190_4	k141_149804	2646	4127	+	1482	28	0.00928554
1190_5	k141_149804	4131	4916	+	786	2	0.00125056
1191_1	k141_167502	129	557	-	429	1	0.00114562
1191_2	k141_167502	720	1007	-	288	1	0.00170649
1192_1	k141_105902	29	910	+	882	2	0.00111445
1192_2	k141_105902	1013	1849	+	837	3	0.00176154
1193_1	k141_158711	3	299	-	297	159	0.26311
1193_2	k141_158711	353	1159	-	807	560	0.341045
1193_3	k141_158711	1173	2300	-	1128	744	0.324161
1193_4	k141_158711	2537	3289	-	753	1465	0.956181
1193_5	k141_158711	3286	3669	-	384	258	0.330207
1194_1	k141_8940	3	62	-	60	10	0.0819117
1194_2	k141_8940	304	999	+	696	65	0.0458988
1194_3	k141_8940	1102	1365	+	264	3	0.00558489
1195_1	k141_61784	3	401	-	399	1	0.00123176
1195_2	k141_61784	575	1141	-	567	2	0.00173358
1196_1	k141_167508	63	638	-	576	1	0.000853247
1196_2	k141_167508	642	1214	-	573	3	0.00257314
1197_1	k141_79387	3	197	-	195	7	0.0176425
1197_2	k141_79387	298	1638	-	1341	136	0.0498434
1197_3	k141_79387	1719	3491	-	1773	150	0.0415796
1197_4	k141_79387	3516	6668	-	3153	315	0.0491003
1198_1	k141_123498	2	1063	+	1062	56	0.0259156
1199_1	k141_167510	3	1205	-	1203	5	0.00204269
1199_2	k141_167510	1195	1452	-	258	0	0
1200_1	k141_53125	350	1930	+	1581	47	0.0146104
1200_2	k141_53125	2044	3273	+	1230	15	0.00599354
1200_3	k141_53125	3307	4041	+	735	20	0.0133733
1200_4	k141_53125	4059	4895	+	837	33	0.019377
1200_5	k141_53125	4911	5150	+	240	5	0.010239
1201_1	k141_149808	1	198	-	198	2	0.00496435
1201_2	k141_149808	201	1148	-	948	26	0.0134791
1201_3	k141_149808	1141	2079	-	939	21	0.0109913
1201_4	k141_149808	2113	2340	-	228	8	0.0172446
1201_5	k141_149808	2440	3417	-	978	25	0.0125631
1202_1	k141_167511	743	1585	+	843	42	0.0244861
1203_1	k141_53128	2	694	+	693	1	0.000709192
1203_2	k141_53128	792	1106	+	315	0	0
1204_1	k141_123499	2	2140	+	2139	271	0.0622667
1204_2	k141_123499	2326	2820	+	495	116	0.115173
1205_1	k141_61786	2	787	+	786	37	0.0231354
1205_2	k141_61786	809	1027	+	219	6	0.0134649
1205_3	k141_61786	1069	1545	+	477	18	0.0185461
1205_4	k141_61786	1542	3329	+	1788	17	0.00467282
1205_5	k141_61786	3322	3492	+	171	1	0.0028741
1205_6	k141_61786	3980	4195	+	216	5	0.0113766
1205_7	k141_61786	4215	4835	+	621	16	0.0126627
1206_1	k141_149809	1	1296	-	1296	81	0.0307169
1207_1	k141_61787	199	1083	+	885	8	0.00444267
1208_1	k141_167515	2	1087	-	1086	1	0.000452551
1209_1	k141_8941	104	1636	+	1533	28	0.00897663
1209_2	k141_8941	1816	2595	-	780	40	0.0252036
1209_3	k141_8941	2547	2978	-	432	13	0.0147896
1209_4	k141_8941	3016	5559	-	2544	117	0.022603
1209_5	k141_8941	6221	6988	-	768	12	0.00767922
1210_1	k141_79392	2	1504	+	1503	47	0.0153687
1210_2	k141_79392	1724	1942	+	219	14	0.0314182
1210_3	k141_79392	2012	2881	+	870	71	0.0401085
1210_4	k141_79392	2895	3416	+	522	24	0.0225963
1211_1	k141_61788	2	1114	-	1113	11	0.0048573
1211_2	k141_61788	1259	1645	+	387	6	0.0076197
1211_3	k141_61788	1646	2323	-	678	9	0.00652394
1212_1	k141_114585	2	325	-	324	0	0
1212_2	k141_114585	383	1669	-	1287	5	0.00190936
1212_3	k141_114585	1740	2018	-	279	2	0.00352308
1212_4	k141_114585	2055	2495	-	441	0	0
1212_5	k141_114585	2696	4306	-	1611	7	0.0021355
1212_6	k141_114585	4451	4858	-	408	1	0.00120458
1212_7	k141_114585	4880	5656	-	777	4	0.00253009
1212_8	k141_114585	5732	6946	-	1215	1	0.000404502
1212_9	k141_114585	6949	8340	-	1392	5	0.00176534
1212_10	k141_114585	8333	9046	-	714	6	0.00413
1212_11	k141_114585	9279	9968	-	690	3	0.00213683
1212_12	k141_114585	10032	11315	-	1284	11	0.00421042
1212_13	k141_114585	11387	12307	-	921	0	0
1212_14	k141_114585	12313	13041	-	729	3	0.00202251
1212_15	k141_114585	13116	13460	-	345	0	0
1212_16	k141_114585	13518	14699	-	1182	4	0.00166318
1212_17	k141_114585	14756	15652	-	897	0	0
1212_18	k141_114585	15670	16320	-	651	1	0.000754947
1212_19	k141_114585	16479	18560	-	2082	13	0.00306874
1212_20	k141_114585	18566	18874	-	309	0	0
1212_21	k141_114585	18977	19564	-	588	6	0.005015
1213_1	k141_158712	2	199	+	198	9	0.0223396
1213_2	k141_158712	529	1692	+	1164	24	0.0101334
1213_3	k141_158712	1744	3264	+	1521	45	0.0145405
1213_4	k141_158712	3675	5387	+	1713	39	0.0111893
1213_5	k141_158712	5782	7095	-	1314	64	0.0239377
1213_6	k141_158712	7310	8035	+	726	34	0.0230165
1213_7	k141_158712	8059	8607	+	549	29	0.0259611
1213_8	k141_158712	8674	8982	-	309	1	0.00159052
1214_1	k141_79393	1	765	+	765	110	0.0706689
1214_2	k141_79393	777	1472	+	696	68	0.0480172
1215_1	k141_167517	1	495	-	495	19	0.0188645
1215_2	k141_167517	813	1583	-	771	6	0.00382467
1216_1	k141_53129	251	598	+	348	27	0.0381313
1216_2	k141_53129	957	2639	+	1683	6	0.00175212
1216_3	k141_53129	2755	3705	+	951	2	0.00103359
1216_4	k141_53129	3815	4447	+	633	13	0.0100934
1217_1	k141_149812	2	742	-	741	100	0.0663253
1217_2	k141_149812	855	1793	-	939	103	0.05391
1217_3	k141_149812	1793	2128	-	336	34	0.0497321
1217_4	k141_149812	2125	2340	-	216	20	0.0455065
1217_5	k141_149812	2881	3141	-	261	87	0.163823
1218_1	k141_114586	3	1034	-	1032	3	0.00142869
1219_1	k141_123506	2	496	-	495	5	0.00496435
1219_2	k141_123506	541	1440	-	900	2	0.00109216
1220_1	k141_167518	2	253	+	252	0	0
1220_2	k141_167518	837	1568	-	732	0	0
1221_1	k141_114589	2	355	+	354	2	0.00277667
1221_2	k141_114589	566	703	+	138	0	0
1221_3	k141_114589	838	1035	-	198	1	0.00248217
1222_1	k141_79395	146	1075	+	930	2	0.00105693
1222_2	k141_79395	1072	1947	+	876	3	0.00168312
1223_1	k141_61789	64	1176	+	1113	3	0.00132472
1223_2	k141_61789	1139	2602	+	1464	3	0.00100711
1223_3	k141_61789	2577	3416	+	840	11	0.00643592
1224_1	k141_132267	1	606	-	606	9	0.00729906
1224_2	k141_132267	889	2376	-	1488	41	0.0135419
1224_3	k141_132267	2399	2890	-	492	8	0.00799139
1224_4	k141_132267	2890	4164	-	1275	33	0.0127204
1224_5	k141_132267	4282	5115	-	834	27	0.0159109
1224_6	k141_132267	5223	6182	-	960	10	0.00511948
1224_7	k141_132267	6274	6870	-	597	8	0.00658587
1224_8	k141_132267	6967	7818	-	852	13	0.00749896
1224_9	k141_132267	8013	8195	+	183	3	0.00805689
1224_10	k141_132267	8267	8884	-	618	11	0.00874785
1224_11	k141_132267	8974	10248	-	1275	49	0.0188879
1224_12	k141_132267	10271	10942	-	672	35	0.0255974
1224_13	k141_132267	10967	11671	-	705	34	0.0237021
1224_14	k141_132267	11973	12563	-	591	12	0.00997909
1224_15	k141_132267	12629	13153	-	525	12	0.0112336
1224_16	k141_132267	13231	14085	-	855	10	0.00574819
1224_17	k141_132267	14162	15355	-	1194	6	0.0024697
1225_1	k141_167519	164	1630	+	1467	12	0.00402021
1225_2	k141_167519	1763	2914	+	1152	6	0.00255974
1226_1	k141_123507	3	968	-	966	2	0.00101754
1226_2	k141_123507	1146	2159	-	1014	7	0.00339279
1226_3	k141_123507	2161	2538	-	378	5	0.00650093
1226_4	k141_123507	2622	3476	-	855	1	0.000574819
1226_5	k141_123507	3537	4196	-	660	0	0
1227_1	k141_79397	23	445	+	423	0	0
1227_2	k141_79397	657	2309	+	1653	3	0.000891961
1228_1	k141_123508	2	2008	+	2007	5	0.00122439
1229_1	k141_61791	3	146	+	144	2	0.00682598
1229_2	k141_61791	262	459	+	198	6	0.014893
1229_3	k141_61791	506	847	+	342	2	0.0028741
1229_4	k141_61791	895	1656	+	762	11	0.00709472
1229_5	k141_61791	1643	3415	+	1773	47	0.0130283
1229_6	k141_61791	4040	4285	+	246	7	0.0139849
1230_1	k141_149815	1	651	-	651	33	0.0249132
1230_2	k141_149815	699	935	-	237	0	0
1230_3	k141_149815	1047	2312	+	1266	78	0.0302802
1230_4	k141_149815	2458	3363	+	906	82	0.0444819
1230_5	k141_149815	3379	4011	+	633	20	0.0155283
1230_6	k141_149815	4639	6969	+	2331	73	0.0153914
1231_1	k141_53139	50	364	-	315	0	0
1231_2	k141_53139	361	1044	-	684	0	0
1231_3	k141_53139	1041	1280	-	240	0	0
1231_4	k141_53139	1294	2451	-	1158	9	0.00381972
1231_5	k141_53139	2729	3265	-	537	4	0.00366086
