# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/M17_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/M17_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/M17_1.bam	RPKM
307_6	k141_9353	4998	5579	+	582	16	1.767
307_7	k141_9353	5958	7178	-	1221	63	3.31638
307_8	k141_9353	7399	9021	-	1623	84	3.32659
307_9	k141_9353	9118	9399	-	282	12	2.73509
307_10	k141_9353	9649	10575	-	927	51	3.53614
307_11	k141_9353	10572	10928	-	357	11	1.98045
307_12	k141_9353	10915	11421	-	507	40	5.07097
307_13	k141_9353	11541	11942	-	402	35	5.59604
307_14	k141_9353	12126	12467	-	342	23	4.32255
307_15	k141_9353	12792	13994	-	1203	87	4.64828
307_16	k141_9353	14578	15027	-	450	35	4.99913
307_17	k141_9353	15300	16373	-	1074	52	3.11199
307_18	k141_9353	16597	17073	-	477	23	3.09919
307_19	k141_9353	17397	18011	-	615	18	1.88121
307_20	k141_9353	18163	18864	-	702	22	2.0143
307_21	k141_9353	18864	19235	-	372	7	1.20947
307_22	k141_9353	19610	20470	-	861	74	5.52417
307_23	k141_9353	20990	21220	-	231	21	5.84314
307_24	k141_9353	21399	24149	-	2751	166	3.87843
307_25	k141_9353	24424	24531	-	108	22	13.093
308_1	k141_16269	1	90	-	90	0	0
308_2	k141_16269	907	1083	-	177	0	0
308_3	k141_16269	1295	3766	-	2472	0	0
308_4	k141_16269	3883	5244	+	1362	0	0
308_5	k141_16269	5374	5937	-	564	0	0
308_6	k141_16269	5994	6239	+	246	0	0
308_7	k141_16269	6881	7597	-	717	0	0
308_8	k141_16269	7732	9960	+	2229	0	0
308_9	k141_16269	10039	10377	+	339	0	0
309_1	k141_25500	2	193	+	192	1	0.334763
309_2	k141_25500	372	1565	+	1194	0	0
309_3	k141_25500	1677	2606	+	930	1	0.0691124
309_4	k141_25500	2738	3025	+	288	0	0
309_5	k141_25500	3031	4104	+	1074	0	0
309_6	k141_25500	4269	5192	+	924	1	0.0695612
309_7	k141_25500	5339	5734	+	396	0	0
309_8	k141_25500	5824	6609	+	786	0	0
309_9	k141_25500	6614	7333	+	720	0	0
310_1	k141_20902	3	683	-	681	0	0
310_2	k141_20902	867	1079	-	213	0	0
311_1	k141_34844	1	1002	-	1002	8	0.51317
311_2	k141_34844	1045	2175	-	1131	17	0.966107
311_3	k141_34844	2179	3597	-	1419	4	0.181183
312_1	k141_16273	2	334	-	333	0	0
312_2	k141_16273	514	1239	-	726	2	0.177065
313_1	k141_20905	2	1558	-	1557	0	0
314_1	k141_44083	1	207	+	207	0	0
314_2	k141_44083	210	908	+	699	0	0
314_3	k141_44083	883	1128	+	246	0	0
314_4	k141_44083	1153	1518	+	366	0	0
314_5	k141_44083	1521	1634	+	114	0	0
314_6	k141_44083	1627	1806	+	180	0	0
314_7	k141_44083	1810	2151	+	342	0	0
314_8	k141_44083	2154	2417	+	264	0	0
315_1	k141_27867	2	583	+	582	0	0
315_2	k141_27867	732	2024	+	1293	0	0
315_3	k141_27867	2057	3088	-	1032	0	0
315_4	k141_27867	3104	3817	-	714	0	0
315_5	k141_27867	3923	4516	+	594	0	0
315_6	k141_27867	4596	6581	-	1986	0	0
315_7	k141_27867	6858	7109	-	252	0	0
316_1	k141_27870	270	521	-	252	0	0
316_2	k141_27870	705	1406	-	702	5	0.457796
317_1	k141_44084	3	1775	-	1773	1	0.0362518
317_2	k141_44084	1772	1867	-	96	0	0
318_1	k141_20912	1	126	-	126	0	0
318_2	k141_20912	157	615	-	459	0	0
318_3	k141_20912	617	1153	-	537	0	0
319_1	k141_23255	1	153	+	153	0	0
319_2	k141_23255	251	808	+	558	0	0
319_3	k141_23255	935	2107	+	1173	0	0
319_4	k141_23255	2115	3146	+	1032	0	0
319_5	k141_23255	3189	3728	+	540	0	0
319_6	k141_23255	4247	4672	-	426	1	0.150879
319_7	k141_23255	4697	4819	-	123	0	0
320_1	k141_27871	3	764	+	762	0	0
320_2	k141_27871	766	1113	+	348	0	0
321_1	k141_6992	2	1135	+	1134	1	0.0566795
321_2	k141_6992	1787	2377	-	591	0	0
321_3	k141_6992	2389	2754	-	366	0	0
321_4	k141_6992	2951	3460	-	510	0	0
321_5	k141_6992	4520	5914	+	1395	0	0
321_6	k141_6992	6343	6579	-	237	0	0
322_1	k141_23259	183	479	+	297	0	0
322_2	k141_23259	896	1570	+	675	0	0
323_1	k141_32491	122	1237	-	1116	2	0.115187
323_2	k141_32491	1657	2880	+	1224	0	0
323_3	k141_32491	2887	3807	-	921	0	0
323_4	k141_32491	3901	5229	+	1329	0	0
323_5	k141_32491	5226	5993	+	768	0	0
323_6	k141_32491	6002	6751	-	750	0	0
323_7	k141_32491	6792	7466	-	675	1	0.0952215
323_8	k141_32491	7628	8620	+	993	0	0
323_9	k141_32491	8663	9499	+	837	0	0
324_1	k141_6993	3	203	-	201	0	0
324_2	k141_6993	402	1262	-	861	0	0
324_3	k141_6993	1365	1931	-	567	0	0
325_1	k141_30128	1	105	+	105	0	0
325_2	k141_30128	466	3792	+	3327	0	0
325_3	k141_30128	4208	5134	+	927	0	0
325_4	k141_30128	5161	5505	+	345	0	0
325_5	k141_30128	5509	7707	+	2199	0	0
325_6	k141_30128	7711	9183	+	1473	0	0
325_7	k141_30128	9275	10534	+	1260	0	0
325_8	k141_30128	10600	11961	+	1362	0	0
325_9	k141_30128	11976	13343	+	1368	0	0
325_10	k141_30128	13340	14458	+	1119	0	0
325_11	k141_30128	14614	14865	+	252	0	0
326_1	k141_23261	3	1127	+	1125	0	0
326_2	k141_23261	1142	2110	+	969	0	0
327_1	k141_41741	35	241	+	207	0	0
327_2	k141_41741	250	660	+	411	0	0
327_3	k141_41741	799	1176	+	378	1	0.170038
327_4	k141_41741	1239	1601	+	363	0	0
327_5	k141_41741	1614	3626	+	2013	0	0
327_6	k141_41741	3665	4537	+	873	0	0
327_7	k141_41741	4541	4768	+	228	0	0
327_8	k141_41741	4765	5385	+	621	0	0
327_9	k141_41741	5387	5683	+	297	0	0
327_10	k141_41741	5703	5918	+	216	0	0
327_11	k141_41741	5927	6160	+	234	0	0
327_12	k141_41741	6162	6653	+	492	0	0
327_13	k141_41741	6659	6829	+	171	0	0
328_1	k141_32494	2	118	-	117	0	0
328_2	k141_32494	115	915	-	801	0	0
328_3	k141_32494	905	1879	-	975	0	0
329_1	k141_27872	167	517	-	351	72	13.1845
329_2	k141_27872	908	1864	-	957	4	0.26865
329_3	k141_27872	2462	3034	-	573	1	0.112172
329_4	k141_27872	3181	4818	-	1638	4	0.156959
329_5	k141_27872	4839	5120	-	282	2	0.455848
329_6	k141_27872	5235	5840	-	606	5	0.530318
330_1	k141_18549	1	555	-	555	0	0
330_2	k141_18549	792	1922	-	1131	0	0
330_3	k141_18549	2092	7875	-	5784	0	0
330_4	k141_18549	7865	8317	-	453	0	0
330_5	k141_18549	8486	10597	-	2112	0	0
330_6	k141_18549	10657	12246	-	1590	0	0
330_7	k141_18549	12267	12617	-	351	0	0
330_8	k141_18549	12621	12980	-	360	0	0
330_9	k141_18549	13191	13484	+	294	0	0
330_10	k141_18549	13517	13822	+	306	0	0
330_11	k141_18549	13902	14264	-	363	0	0
330_12	k141_18549	14277	15512	-	1236	0	0
330_13	k141_18549	16866	18170	+	1305	0	0
330_14	k141_18549	18167	19117	+	951	0	0
330_15	k141_18549	19195	20244	+	1050	0	0
330_16	k141_18549	20435	23203	+	2769	0	0
330_17	k141_18549	23618	24271	+	654	0	0
330_18	k141_18549	24268	25341	+	1074	0	0
330_19	k141_18549	25455	25766	-	312	0	0
330_20	k141_18549	25772	26092	-	321	0	0
330_21	k141_18549	26174	28162	-	1989	0	0
330_22	k141_18549	28146	43334	-	15189	0	0
330_23	k141_18549	43327	44412	-	1086	0	0
330_24	k141_18549	44417	44965	-	549	0	0
330_25	k141_18549	45061	45564	+	504	0	0
330_26	k141_18549	45524	48067	+	2544	0	0
330_27	k141_18549	48183	48326	+	144	0	0
330_28	k141_18549	48360	49733	-	1374	0	0
330_29	k141_18549	49922	50701	-	780	0	0
330_30	k141_18549	50822	51103	-	282	0	0
330_31	k141_18549	51139	52089	-	951	0	0
330_32	k141_18549	52100	52366	-	267	0	0
330_33	k141_18549	52870	54216	-	1347	0	0
330_34	k141_18549	54534	56600	-	2067	0	0
330_35	k141_18549	56742	58187	+	1446	1	0.0444499
330_36	k141_18549	58270	59022	+	753	0	0
330_37	k141_18549	59025	59855	+	831	0	0
330_38	k141_18549	59860	61077	+	1218	0	0
330_39	k141_18549	61085	61762	+	678	0	0
330_40	k141_18549	62185	63306	+	1122	0	0
330_41	k141_18549	63667	64062	-	396	0	0
330_42	k141_18549	64633	67620	+	2988	0	0
330_43	k141_18549	67625	69379	+	1755	0	0
330_44	k141_18549	69443	70216	-	774	0	0
330_45	k141_18549	70423	71481	-	1059	0	0
330_46	k141_18549	71550	72818	-	1269	0	0
330_47	k141_18549	73115	74152	+	1038	0	0
330_48	k141_18549	74139	76181	+	2043	0	0
330_49	k141_18549	76298	77311	+	1014	0	0
330_50	k141_18549	77794	78810	+	1017	0	0
330_51	k141_18549	78833	79435	+	603	0	0
330_52	k141_18549	79460	80026	+	567	0	0
330_53	k141_18549	80034	81002	+	969	0	0
330_54	k141_18549	81068	81532	+	465	0	0
330_55	k141_18549	81823	84864	+	3042	0	0
330_56	k141_18549	84958	86166	+	1209	0	0
330_57	k141_18549	86175	87212	+	1038	0	0
330_58	k141_18549	87233	90007	+	2775	0	0
330_59	k141_18549	90037	91032	+	996	0	0
330_60	k141_18549	91653	94490	-	2838	0	0
330_61	k141_18549	94538	94756	-	219	0	0
330_62	k141_18549	94809	95612	-	804	0	0
330_63	k141_18549	96161	96886	+	726	0	0
330_64	k141_18549	97020	97544	+	525	0	0
330_65	k141_18549	97637	99622	+	1986	0	0
330_66	k141_18549	99814	100950	+	1137	0	0
330_67	k141_18549	101122	102522	-	1401	0	0
330_68	k141_18549	102548	104563	-	2016	0	0
330_69	k141_18549	104585	105466	-	882	0	0
330_70	k141_18549	106169	107500	-	1332	0	0
330_71	k141_18549	107804	109663	-	1860	0	0
330_72	k141_18549	110147	110728	-	582	0	0
330_73	k141_18549	111023	111397	+	375	0	0
330_74	k141_18549	111568	112899	-	1332	0	0
330_75	k141_18549	112990	113454	-	465	0	0
330_76	k141_18549	114037	114291	-	255	0	0
330_77	k141_18549	114566	114889	-	324	0	0
330_78	k141_18549	115389	115802	-	414	0	0
330_79	k141_18549	115799	116737	-	939	0	0
330_80	k141_18549	117248	118537	+	1290	0	0
330_81	k141_18549	118555	119166	-	612	0	0
330_82	k141_18549	119190	119741	+	552	0	0
330_83	k141_18549	120222	120443	+	222	0	0
330_84	k141_18549	120714	122528	+	1815	0	0
330_85	k141_18549	122612	123385	-	774	0	0
330_86	k141_18549	123378	124223	-	846	0	0
330_87	k141_18549	124803	125564	+	762	0	0
330_88	k141_18549	125569	125811	+	243	0	0
330_89	k141_18549	125750	126358	+	609	0	0
330_90	k141_18549	126475	127731	-	1257	0	0
330_91	k141_18549	127866	128066	-	201	0	0
330_92	k141_18549	128217	128492	+	276	0	0
330_93	k141_18549	128499	129575	+	1077	0	0
330_94	k141_18549	129743	130297	-	555	0	0
330_95	k141_18549	131397	132029	-	633	0	0
330_96	k141_18549	132264	134780	-	2517	0	0
330_97	k141_18549	134816	135628	-	813	0	0
330_98	k141_18549	135628	136854	-	1227	0	0
330_99	k141_18549	136865	137626	-	762	0	0
330_100	k141_18549	137985	139397	+	1413	0	0
330_101	k141_18549	139699	139764	+	66	0	0
331_1	k141_30129	3	770	-	768	0	0
331_2	k141_30129	767	2125	-	1359	0	0
332_1	k141_25501	2	121	+	120	0	0
332_2	k141_25501	265	513	+	249	0	0
332_3	k141_25501	616	1092	-	477	0	0
332_4	k141_25501	1111	2445	-	1335	0	0
332_5	k141_25501	2450	3439	-	990	0	0
332_6	k141_25501	3938	4855	+	918	0	0
332_7	k141_25501	5129	5569	-	441	0	0
332_8	k141_25501	5520	6617	-	1098	0	0
332_9	k141_25501	6912	7256	+	345	0	0
332_10	k141_25501	7584	8024	-	441	0	0
332_11	k141_25501	8101	9180	-	1080	0	0
332_12	k141_25501	9171	10289	-	1119	0	0
332_13	k141_25501	10518	10904	-	387	0	0
332_14	k141_25501	10915	11430	-	516	0	0
332_15	k141_25501	11591	12028	-	438	0	0
332_16	k141_25501	12072	12368	+	297	0	0
332_17	k141_25501	12414	12563	+	150	0	0
333_1	k141_41743	1	465	+	465	0	0
333_2	k141_41743	455	895	+	441	0	0
334_1	k141_7000	3	614	+	612	0	0
334_2	k141_7000	616	1875	+	1260	0	0
334_3	k141_7000	1877	2368	+	492	0	0
335_1	k141_9354	186	674	-	489	0	0
335_2	k141_9354	956	2212	-	1257	0	0
335_3	k141_9354	2217	2984	-	768	0	0
335_4	k141_9354	2997	5099	-	2103	0	0
335_5	k141_9354	5110	5751	-	642	0	0
335_6	k141_9354	6488	6751	+	264	0	0
335_7	k141_9354	6833	7525	-	693	0	0
335_8	k141_9354	7658	8194	+	537	0	0
335_9	k141_9354	8255	8806	+	552	0	0
335_10	k141_9354	8803	9054	+	252	0	0
335_11	k141_9354	9991	10971	-	981	0	0
335_12	k141_9354	10975	12123	-	1149	0	0
335_13	k141_9354	12299	13270	-	972	0	0
335_14	k141_9354	13486	14751	+	1266	0	0
336_1	k141_25502	1	321	+	321	0	0
336_2	k141_25502	325	1338	+	1014	0	0
336_3	k141_25502	1341	1439	+	99	0	0
337_1	k141_27876	756	869	+	114	62	34.9563
338_1	k141_7001	3	731	-	729	5	0.44084
338_2	k141_7001	1294	1548	-	255	3	0.756171
339_1	k141_25503	3	755	-	753	0	0
339_2	k141_25503	752	1675	-	924	0	0
339_3	k141_25503	1745	2239	-	495	0	0
340_1	k141_34855	3	200	+	198	0	0
340_2	k141_34855	104	712	-	609	0	0
340_3	k141_34855	1160	1438	-	279	0	0
340_4	k141_34855	1456	1608	-	153	0	0
340_5	k141_34855	1699	2286	-	588	0	0
340_6	k141_34855	2406	2531	-	126	0	0
340_7	k141_34855	2595	3605	-	1011	0	0
340_8	k141_34855	3975	4592	-	618	0	0
340_9	k141_34855	5155	6963	-	1809	0	0
340_10	k141_34855	7025	7507	-	483	0	0
340_11	k141_34855	7545	7709	-	165	0	0
340_12	k141_34855	7736	8713	-	978	1	0.0657204
340_13	k141_34855	8789	9988	-	1200	0	0
340_14	k141_34855	9979	10218	-	240	0	0
340_15	k141_34855	10711	11025	-	315	21	4.28497
341_1	k141_9356	1	459	+	459	1	0.140032
341_2	k141_9356	520	1185	-	666	0	0
341_3	k141_9356	1431	2384	-	954	0	0
342_1	k141_41745	3	122	+	120	0	0
342_2	k141_41745	171	956	+	786	0	0
342_3	k141_41745	1659	1865	+	207	0	0
342_4	k141_41745	1862	2200	+	339	0	0
342_5	k141_41745	2244	3143	+	900	0	0
342_6	k141_41745	3156	3272	+	117	0	0
342_7	k141_41745	3220	3495	+	276	0	0
342_8	k141_41745	3630	4268	-	639	0	0
343_1	k141_44085	2	286	+	285	0	0
343_2	k141_44085	1337	2221	+	885	4	0.290506
343_3	k141_44085	2230	3438	+	1209	0	0
343_4	k141_44085	3516	4433	+	918	0	0
343_5	k141_44085	4436	5446	+	1011	3	0.190726
343_6	k141_44085	5434	5772	+	339	1	0.1896
343_7	k141_44085	5769	6512	+	744	1	0.0863905
343_8	k141_44085	6502	7326	+	825	1	0.0779085
343_9	k141_44085	7347	7979	+	633	3	0.304619
343_10	k141_44085	7996	10830	+	2835	17	0.38542
343_11	k141_44085	10836	13238	+	2403	19	0.508205
343_12	k141_44085	13225	13584	+	360	1	0.17854
343_13	k141_44085	13990	14364	+	375	2	0.342797
343_14	k141_44085	14358	14438	+	81	0	0
344_1	k141_9358	3	287	+	285	0	0
344_2	k141_9358	295	597	+	303	0	0
344_3	k141_9358	982	1761	+	780	1	0.0824032
345_1	k141_30132	162	905	-	744	0	0
345_2	k141_30132	908	2941	-	2034	0	0
345_3	k141_30132	3086	4525	-	1440	0	0
345_4	k141_30132	4546	5718	-	1173	0	0
346_1	k141_9362	3	140	+	138	1	0.465757
346_2	k141_9362	160	675	+	516	2	0.249126
347_1	k141_30137	3	284	+	282	0	0
347_2	k141_30137	1004	1291	+	288	0	0
348_1	k141_23281	3	1277	+	1275	4	0.201646
348_2	k141_23281	1734	2177	+	444	6	0.868574
349_1	k141_44088	1	498	-	498	0	0
349_2	k141_44088	694	1509	-	816	0	0
349_3	k141_44088	1521	2516	-	996	0	0
350_1	k141_34860	175	1377	-	1203	0	0
350_2	k141_34860	1406	3703	-	2298	0	0
350_3	k141_34860	3786	5447	-	1662	0	0
351_1	k141_9364	2	448	+	447	0	0
351_2	k141_9364	767	1921	-	1155	0	0
352_1	k141_41748	33	1202	+	1170	19	1.04377
352_2	k141_41748	1207	2220	+	1014	7	0.44371
352_3	k141_41748	2195	2776	+	582	9	0.993936
352_4	k141_41748	2773	2985	+	213	4	1.20703
352_5	k141_41748	2964	3350	+	387	1	0.166084
352_6	k141_41748	3483	3737	+	255	0	0
352_7	k141_41748	3759	5015	+	1257	1	0.0511333
352_8	k141_41748	5046	5837	+	792	0	0
352_9	k141_41748	5859	5993	+	135	0	0
353_1	k141_23284	2	754	-	753	0	0
353_2	k141_23284	891	1475	+	585	0	0
353_3	k141_23284	1586	1651	+	66	0	0
354_1	k141_44093	1	684	+	684	4	0.375874
354_2	k141_44093	696	1043	+	348	0	0
355_1	k141_30143	3	167	-	165	0	0
355_2	k141_30143	214	1509	-	1296	0	0
356_1	k141_27882	1	960	-	960	0	0
356_2	k141_27882	966	1589	-	624	0	0
356_3	k141_27882	2018	2821	+	804	0	0
356_4	k141_27882	2841	3821	-	981	0	0
356_5	k141_27882	3971	4426	-	456	0	0
356_6	k141_27882	4419	5711	-	1293	0	0
356_7	k141_27882	5781	6761	+	981	0	0
356_8	k141_27882	7245	8210	-	966	0	0
356_9	k141_27882	8201	9145	-	945	0	0
356_10	k141_27882	9270	9809	-	540	0	0
357_1	k141_32495	253	1350	-	1098	2	0.117076
357_2	k141_32495	1375	2910	-	1536	4	0.167382
357_3	k141_32495	2934	4406	-	1473	8	0.349081
357_4	k141_32495	4443	6128	-	1686	9	0.343102
357_5	k141_32495	6142	8916	-	2775	16	0.370592
357_6	k141_32495	8937	10706	-	1770	21	0.762579
357_7	k141_32495	10718	13918	-	3201	30	0.602385
358_1	k141_30146	55	1347	-	1293	3	0.149129
359_1	k141_23294	3	716	+	714	3	0.270061
359_2	k141_23294	808	1050	+	243	0	0
360_1	k141_41749	1	735	-	735	0	0
360_2	k141_41749	1082	2542	-	1461	0	0
361_1	k141_14004	1	156	+	156	0	0
361_2	k141_14004	245	499	-	255	0	0
361_3	k141_14004	575	832	-	258	0	0
361_4	k141_14004	881	1084	-	204	0	0
361_5	k141_14004	1118	1486	-	369	0	0
361_6	k141_14004	1530	2024	-	495	0	0
361_7	k141_14004	2055	2621	-	567	0	0
361_8	k141_14004	2618	2881	-	264	0	0
361_9	k141_14004	3171	3749	+	579	0	0
361_10	k141_14004	3963	4889	-	927	0	0
361_11	k141_14004	5045	5626	-	582	0	0
361_12	k141_14004	5913	6092	+	180	0	0
361_13	k141_14004	6079	6177	+	99	0	0
361_14	k141_14004	6556	6990	-	435	0	0
361_15	k141_14004	7206	8606	-	1401	0	0
361_16	k141_14004	8603	9283	-	681	0	0
361_17	k141_14004	9338	10267	-	930	0	0
361_18	k141_14004	10272	10652	-	381	0	0
361_19	k141_14004	10692	11588	-	897	0	0
361_20	k141_14004	11588	13405	-	1818	0	0
361_21	k141_14004	13640	14089	+	450	0	0
361_22	k141_14004	14378	15115	+	738	0	0
361_23	k141_14004	15149	15346	-	198	0	0
361_24	k141_14004	15387	17828	-	2442	0	0
361_25	k141_14004	17956	18396	-	441	0	0
361_26	k141_14004	18483	21629	-	3147	2	0.0408481
361_27	k141_14004	21640	22932	-	1293	0	0
361_28	k141_14004	23046	23399	-	354	0	0
361_29	k141_14004	23428	24813	-	1386	0	0
361_30	k141_14004	25003	25683	+	681	0	0
361_31	k141_14004	25676	27151	+	1476	0	0
361_32	k141_14004	27397	27828	+	432	0	0
361_33	k141_14004	27974	28324	+	351	0	0
361_34	k141_14004	28732	29640	-	909	0	0
362_1	k141_25509	1	270	+	270	0	0
362_2	k141_25509	204	644	-	441	0	0
362_3	k141_25509	697	1056	+	360	0	0
362_4	k141_25509	1192	1545	+	354	0	0
362_5	k141_25509	1607	1882	+	276	0	0
362_6	k141_25509	1962	2144	+	183	0	0
362_7	k141_25509	2188	2604	+	417	0	0
362_8	k141_25509	2814	4283	+	1470	0	0
362_9	k141_25509	4391	4669	+	279	0	0
362_10	k141_25509	5030	5416	-	387	0	0
362_11	k141_25509	5525	6001	+	477	0	0
362_12	k141_25509	6037	6561	-	525	0	0
362_13	k141_25509	7257	8105	+	849	0	0
362_14	k141_25509	8108	9088	-	981	0	0
362_15	k141_25509	9095	10198	-	1104	0	0
362_16	k141_25509	10526	10852	-	327	0	0
362_17	k141_25509	10877	11407	-	531	0	0
362_18	k141_25509	11528	11809	+	282	0	0
362_19	k141_25509	11871	12020	+	150	0	0
363_1	k141_7004	226	1665	-	1440	0	0
363_2	k141_7004	1764	2705	-	942	0	0
363_3	k141_7004	3030	4412	-	1383	0	0
363_4	k141_7004	4869	5474	-	606	0	0
363_5	k141_7004	5639	6676	-	1038	0	0
363_6	k141_7004	6928	7032	-	105	0	0
363_7	k141_7004	7032	7817	-	786	1	0.0817742
363_8	k141_7004	7817	8686	-	870	0	0
363_9	k141_7004	8673	9779	-	1107	1	0.0580619
363_10	k141_7004	10340	10708	-	369	0	0
363_11	k141_7004	10848	11420	+	573	0	0
363_12	k141_7004	11781	13163	-	1383	0	0
363_13	k141_7004	13185	13829	-	645	1	0.0996504
364_1	k141_32504	159	1151	-	993	0	0
365_1	k141_14005	3	1544	+	1542	0	0
365_2	k141_14005	1563	1796	+	234	0	0
365_3	k141_14005	1793	1882	+	90	0	0
366_1	k141_41752	1	2412	-	2412	0	0
367_1	k141_23302	2	67	+	66	0	0
367_2	k141_23302	79	507	-	429	0	0
367_3	k141_23302	622	912	+	291	0	0
367_4	k141_23302	1105	1350	+	246	0	0
368_1	k141_41753	2	1042	+	1041	0	0
369_1	k141_23303	2	430	+	429	0	0
369_2	k141_23303	375	890	+	516	0	0
369_3	k141_23303	892	1122	-	231	0	0
370_1	k141_16277	2	154	-	153	2	0.84019
370_2	k141_16277	485	775	+	291	2	0.441749
370_3	k141_16277	1057	1335	+	279	2	0.460749
370_4	k141_16277	1322	2128	+	807	3	0.238939
370_5	k141_16277	2130	2888	+	759	6	0.508099
370_6	k141_16277	2901	4136	+	1236	13	0.676026
370_7	k141_16277	4149	5030	+	882	4	0.291494
370_8	k141_16277	5057	6211	+	1155	9	0.50084
370_9	k141_16277	6274	7185	+	912	9	0.634288
370_10	k141_16277	7339	7530	-	192	0	0
370_11	k141_16277	7523	8461	-	939	9	0.61605
370_12	k141_16277	8463	9053	-	591	2	0.217511
370_13	k141_16277	9055	10731	-	1677	9	0.344944
370_14	k141_16277	10860	11339	-	480	2	0.26781
370_15	k141_16277	11336	11794	-	459	1	0.140032
370_16	k141_16277	11815	12402	-	588	1	0.10931
370_17	k141_16277	12399	13367	-	969	8	0.530646
370_18	k141_16277	13364	14671	-	1308	6	0.294837
370_19	k141_16277	14622	14924	-	303	1	0.212127
370_20	k141_16277	14921	15544	-	624	4	0.412016
370_21	k141_16277	15666	16679	-	1014	8	0.507097
370_22	k141_16277	16682	17311	-	630	5	0.510115
370_23	k141_16277	17308	17676	-	369	1	0.174186
370_24	k141_16277	17673	20198	-	2526	23	0.585239
370_25	k141_16277	20195	20524	-	330	2	0.389542
370_26	k141_16277	20530	20799	-	270	4	0.952215
370_27	k141_16277	21161	22564	+	1404	8	0.366237
370_28	k141_16277	22557	23540	+	984	5	0.326598
370_29	k141_16277	23537	24442	+	906	1	0.0709432
370_30	k141_16277	24557	25222	-	666	0	0
370_31	k141_16277	25210	25659	-	450	0	0
370_32	k141_16277	25668	26429	-	762	4	0.337399
370_33	k141_16277	27182	27604	+	423	8	1.21559
370_34	k141_16277	27589	28836	+	1248	4	0.206008
370_35	k141_16277	28873	29796	+	924	6	0.417367
371_1	k141_25514	1	321	+	321	0	0
371_2	k141_25514	325	1338	+	1014	0	0
371_3	k141_25514	1341	1439	+	99	0	0
372_1	k141_41754	1	858	+	858	0	0
373_1	k141_32509	3	326	+	324	0	0
373_2	k141_32509	329	1573	+	1245	0	0
373_3	k141_32509	1748	1879	+	132	0	0
374_1	k141_9368	3	128	+	126	0	0
374_2	k141_9368	148	903	+	756	3	0.255058
374_3	k141_9368	971	1216	+	246	0	0
374_4	k141_9368	1213	1596	+	384	4	0.669526
374_5	k141_9368	1599	1808	+	210	1	0.306069
374_6	k141_9368	1811	2224	+	414	4	0.62101
374_7	k141_9368	2221	2391	+	171	0	0
374_8	k141_9368	2395	2511	+	117	0	0
374_9	k141_9368	2552	2734	-	183	0	0
374_10	k141_9368	2738	2926	-	189	0	0
374_11	k141_9368	2942	4123	-	1182	6	0.326267
374_12	k141_9368	4128	5981	-	1854	8	0.277344
374_13	k141_9368	6030	6248	-	219	0	0
374_14	k141_9368	6997	7314	+	318	4	0.808484
374_15	k141_9368	7321	7665	+	345	3	0.558909
374_16	k141_9368	7811	8596	-	786	2	0.163548
374_17	k141_9368	8860	9009	+	150	0	0
375_1	k141_7011	22	1116	+	1095	0	0
375_2	k141_7011	1839	2933	+	1095	0	0
376_1	k141_9370	3	245	-	243	2	0.529008
376_2	k141_9370	257	436	-	180	2	0.714161
376_3	k141_9370	708	1007	-	300	2	0.428497
377_1	k141_25520	3	863	-	861	0	0
377_2	k141_25520	973	1362	-	390	0	0
378_1	k141_16283	2	406	+	405	0	0
378_2	k141_16283	412	1023	-	612	0	0
378_3	k141_16283	1007	1984	-	978	0	0
379_1	k141_7017	2	418	-	417	8	1.23308
379_2	k141_7017	587	1219	-	633	5	0.507698
380_1	k141_9372	2	1657	-	1656	0	0
380_2	k141_9372	1673	1984	-	312	0	0
380_3	k141_9372	2016	2405	-	390	0	0
381_1	k141_16284	1	1170	+	1170	0	0
382_1	k141_23312	2	139	+	138	0	0
382_2	k141_23312	313	507	+	195	0	0
382_3	k141_23312	582	1058	+	477	16	2.15596
382_4	k141_23312	1490	1813	+	324	0	0
382_5	k141_23312	1895	2206	+	312	21	4.32617
382_6	k141_23312	2239	2868	+	630	17	1.73439
382_7	k141_23312	2879	3484	+	606	10	1.06064
382_8	k141_23312	3481	3783	+	303	0	0
382_9	k141_23312	3801	4622	+	822	39	3.04952
383_1	k141_9374	1	645	+	645	0	0
383_2	k141_9374	685	1062	-	378	0	0
384_1	k141_16287	84	395	+	312	0	0
384_2	k141_16287	408	1055	+	648	0	0
385_1	k141_41756	2	985	+	984	0	0
385_2	k141_41756	1006	2370	+	1365	0	0
385_3	k141_41756	2370	3488	+	1119	0	0
385_4	k141_41756	3552	6239	+	2688	0	0
386_1	k141_7020	2	1219	-	1218	0	0
386_2	k141_7020	1233	1802	-	570	0	0
387_1	k141_30148	500	784	+	285	5	1.12762
387_2	k141_30148	661	1101	-	441	2	0.291494
387_3	k141_30148	1168	1764	-	597	4	0.43065
387_4	k141_30148	1757	2770	-	1014	11	0.697258
387_5	k141_30148	2784	3098	-	315	0	0
