# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/M9_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/M9_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/M9_1.bam	RPKM
1597_1	k141_459	2	295	-	294	0	0
1597_2	k141_459	298	834	-	537	0	0
1597_3	k141_459	928	1911	+	984	0	0
1597_4	k141_459	1924	3573	-	1650	0	0
1598_1	k141_16539	2	262	-	261	5	1.44865
1598_2	k141_16539	421	663	-	243	9	2.80072
1598_3	k141_16539	668	1264	-	597	12	1.51999
1599_1	k141_32725	406	1533	+	1128	20	1.34077
1599_2	k141_32725	1643	3253	-	1611	30	1.40819
1599_3	k141_32725	3271	4584	-	1314	14	0.805688
1600_1	k141_11837	3	209	-	207	0	0
1600_2	k141_11837	196	510	-	315	3	0.720186
1600_3	k141_11837	738	1130	+	393	5	0.962081
1601_1	k141_37522	134	1057	-	924	166	13.5853
1601_2	k141_37522	1097	2353	-	1257	161	9.68556
1601_3	k141_37522	2338	2760	-	423	33	5.8994
1601_4	k141_37522	2714	3148	-	435	43	7.47504
1601_5	k141_37522	3230	4303	+	1074	137	9.64607
1601_6	k141_37522	4309	4710	+	402	48	9.0292
1601_7	k141_37522	4713	5297	+	585	70	9.04849
1601_8	k141_37522	5285	5944	+	660	106	12.145
1601_9	k141_37522	6022	6666	-	645	67	7.85505
1601_10	k141_37522	6743	9079	+	2337	346	11.1957
1601_11	k141_37522	9114	9827	+	714	52	5.50731
1601_12	k141_37522	9824	9913	+	90	7	5.88152
1601_13	k141_37522	10077	10316	+	240	16	5.0413
1601_14	k141_37522	10336	10455	+	120	4	2.52065
1602_1	k141_7459	352	1929	+	1578	0	0
1602_2	k141_7459	1926	3233	+	1308	0	0
1602_3	k141_7459	3271	5541	+	2271	0	0
1602_4	k141_7459	5558	6100	+	543	0	0
1603_1	k141_37525	578	793	+	216	69	24.1562
1604_1	k141_9643	174	356	-	183	3	1.23966
1604_2	k141_9643	666	1490	-	825	6	0.54996
1604_3	k141_9643	1562	2821	-	1260	12	0.720186
1604_4	k141_9643	2818	4128	-	1311	15	0.865212
1604_5	k141_9643	4130	5488	-	1359	16	0.890296
1604_6	k141_9643	5517	5870	-	354	4	0.854458
1605_1	k141_476	2	268	+	267	0	0
1605_2	k141_476	338	871	+	534	0	0
1605_3	k141_476	871	1353	+	483	0	0
1605_4	k141_476	1355	1462	+	108	0	0
1606_1	k141_39748	224	1807	+	1584	0	0
1606_2	k141_39748	1810	2904	+	1095	0	0
1606_3	k141_39748	2905	3825	+	921	0	0
1606_4	k141_39748	3919	5055	+	1137	0	0
1606_5	k141_39748	5173	6324	+	1152	1	0.065642
1606_6	k141_39748	6701	8752	+	2052	3	0.110555
1606_7	k141_39748	8853	10292	+	1440	4	0.210054
1606_8	k141_39748	10376	11032	+	657	0	0
1606_9	k141_39748	11056	11628	+	573	2	0.263943
1606_10	k141_39748	11858	13033	+	1176	0	0
1606_11	k141_39748	13046	13363	+	318	0	0
1606_12	k141_39748	13336	13896	+	561	0	0
1606_13	k141_39748	13969	14604	+	636	0	0
1606_14	k141_39748	15157	17298	+	2142	5	0.176516
1606_15	k141_39748	17428	18231	+	804	1	0.0940542
1606_16	k141_39748	18228	19244	+	1017	1	0.0743555
1606_17	k141_39748	19241	21238	+	1998	2	0.0756953
1606_18	k141_39748	21286	21903	-	618	1	0.122362
1606_19	k141_39748	22034	22525	-	492	0	0
1607_1	k141_44367	3	416	-	414	58	10.594
1607_2	k141_44367	474	971	-	498	102	15.4883
1607_3	k141_44367	1467	1640	+	174	43	18.6876
1607_4	k141_44367	1646	2551	+	906	226	18.8632
1607_5	k141_44367	2561	3328	+	768	220	21.6619
1607_6	k141_44367	3789	7193	+	3405	808	17.9444
1607_7	k141_44367	7264	7875	+	612	106	13.0975
1607_8	k141_44367	7933	9105	-	1173	235	15.1497
1607_9	k141_44367	9202	10005	-	804	140	13.1676
1607_10	k141_44367	10042	10884	-	843	137	12.2893
1607_11	k141_44367	11055	12455	-	1401	247	13.3319
1607_12	k141_44367	12455	13795	-	1341	271	15.2818
1607_13	k141_44367	13811	14224	-	414	0	0
1607_14	k141_44367	14228	14638	-	411	69	12.6953
1607_15	k141_44367	14714	14965	-	252	57	17.1044
1608_1	k141_37532	1	927	+	927	7	0.571021
1608_2	k141_37532	920	1951	+	1032	12	0.879297
1609_1	k141_44370	3	821	+	819	21	1.93896
1610_1	k141_11857	1	192	-	192	0	0
1610_2	k141_11857	189	761	-	573	0	0
1610_3	k141_11857	1132	1566	+	435	0	0
1611_1	k141_39753	3	140	+	138	0	0
1611_2	k141_39753	160	717	+	558	3	0.406557
1611_3	k141_39753	744	1004	+	261	1	0.28973
1612_1	k141_37535	3	650	+	648	2	0.233394
1612_2	k141_37535	647	1576	+	930	3	0.243934
1612_3	k141_37535	1595	1933	+	339	4	0.892266
1613_1	k141_37536	3	1220	+	1218	12	0.74502
1614_1	k141_484	53	1483	+	1431	5	0.264219
1614_2	k141_484	1529	2137	+	609	10	1.2417
1615_1	k141_14397	405	662	+	258	356	104.343
1615_2	k141_14397	627	878	-	252	31	9.30241
1615_3	k141_14397	909	1901	-	993	204	15.5351
1615_4	k141_14397	1959	2087	-	129	25	14.655
1615_5	k141_14397	2335	2499	-	165	52	23.8316
1615_6	k141_14397	2789	4333	-	1545	266	13.0193
1615_7	k141_14397	4336	5754	-	1419	277	14.7615
1615_8	k141_14397	5786	7411	-	1626	217	10.0919
1615_9	k141_14397	7419	9737	-	2319	377	12.2935
1615_10	k141_14397	9774	12500	-	2727	521	14.4473
1615_11	k141_14397	12757	14646	-	1890	321	12.8433
1615_12	k141_14397	14667	18044	-	3378	560	12.5361
1615_13	k141_14397	18183	19112	-	930	158	12.8472
1615_14	k141_14397	19219	19782	-	564	102	13.6759
1616_1	k141_44376	1	801	+	801	0	0
1616_2	k141_44376	813	1352	+	540	0	0
1616_3	k141_44376	1336	1839	+	504	0	0
1617_1	k141_11865	3	146	+	144	0	0
1617_2	k141_11865	154	813	+	660	0	0
1617_3	k141_11865	806	1438	+	633	0	0
1617_4	k141_11865	1440	1742	+	303	0	0
1618_1	k141_39760	94	444	+	351	19	4.09337
1618_2	k141_39760	463	819	-	357	3	0.635458
1618_3	k141_39760	837	1163	-	327	2	0.462505
1619_1	k141_14404	1	330	-	330	3	0.687451
1619_2	k141_14404	346	999	-	654	4	0.462505
1620_1	k141_37544	2	613	-	612	0	0
1620_2	k141_37544	623	958	-	336	0	0
1620_3	k141_37544	1012	2121	-	1110	1	0.0681257
1620_4	k141_37544	2125	2820	-	696	0	0
1621_1	k141_11866	109	303	-	195	0	0
1621_2	k141_11866	979	1623	-	645	8	0.937917
1621_3	k141_11866	1626	1988	-	363	3	0.624955
1621_4	k141_11866	1951	2154	-	204	2	0.741368
1621_5	k141_11866	2444	2980	+	537	2	0.281637
1622_1	k141_44384	3	314	+	312	0	0
1622_2	k141_44384	304	1551	+	1248	7	0.424148
1622_3	k141_44384	1625	1732	+	108	1	0.700181
1623_1	k141_14405	2	583	-	582	2	0.259861
1623_2	k141_14405	625	885	-	261	0	0
1623_3	k141_14405	896	1270	-	375	2	0.403304
1624_1	k141_11869	1	1026	+	1026	0	0
1625_1	k141_44386	21	380	-	360	0	0
1625_2	k141_44386	377	847	-	471	0	0
1625_3	k141_44386	844	1104	-	261	0	0
1626_1	k141_32727	1	1455	-	1455	0	0
1626_2	k141_32727	1754	3106	-	1353	0	0
1626_3	k141_32727	3586	4704	-	1119	0	0
1626_4	k141_32727	4949	5887	-	939	0	0
1626_5	k141_32727	5967	7982	-	2016	0	0
1626_6	k141_32727	7979	8746	-	768	0	0
1626_7	k141_32727	9000	9866	-	867	0	0
1626_8	k141_32727	10056	11495	-	1440	0	0
1626_9	k141_32727	11568	11798	-	231	0	0
1626_10	k141_32727	11817	12266	-	450	0	0
1626_11	k141_32727	12292	12579	-	288	0	0
1626_12	k141_32727	12750	14471	-	1722	0	0
1626_13	k141_32727	14735	16189	-	1455	0	0
1626_14	k141_32727	16214	17746	-	1533	0	0
1627_1	k141_37547	250	1143	-	894	0	0
1628_1	k141_21061	2	1069	-	1068	153	10.8331
1628_2	k141_21061	1142	1708	-	567	93	12.4032
1628_3	k141_21061	1936	3009	-	1074	149	10.491
1628_4	k141_21061	3069	7028	-	3960	697	13.3098
1628_5	k141_21061	7230	9206	-	1977	410	15.6824
1628_6	k141_21061	9213	10691	-	1479	242	12.3732
1628_7	k141_21061	10699	12708	-	2010	367	13.8072
1628_8	k141_21061	12802	14436	-	1635	269	12.4414
1628_9	k141_21061	14466	17567	-	3102	566	13.7978
1628_10	k141_21061	17601	19529	-	1929	294	11.5252
1629_1	k141_9655	91	804	-	714	20	2.11819
1629_2	k141_9655	1029	2582	+	1554	26	1.26519
1629_3	k141_9655	2705	3370	-	666	21	2.3844
1629_4	k141_9655	3547	4143	+	597	19	2.40665
1629_5	k141_9655	4519	6459	+	1941	34	1.32461
1629_6	k141_9655	6486	7739	+	1254	35	2.11059
1629_7	k141_9655	7757	9157	+	1401	20	1.07951
1629_8	k141_9655	9378	10952	-	1575	31	1.48838
1629_9	k141_9655	10978	11865	-	888	12	1.02189
1630_1	k141_39771	742	1905	+	1164	0	0
1631_1	k141_7461	3	197	-	195	0	0
1631_2	k141_7461	200	958	-	759	17	1.69372
1631_3	k141_7461	984	2471	-	1488	29	1.47377
1631_4	k141_7461	2668	5487	-	2820	56	1.50166
1631_5	k141_7461	5564	6364	-	801	30	2.83219
1631_6	k141_7461	6417	7343	-	927	16	1.30519
1631_7	k141_7461	7415	8335	-	921	12	0.985271
1631_8	k141_7461	9072	11105	-	2034	36	1.3384
1631_9	k141_7461	11119	12090	-	972	13	1.01137
1631_10	k141_7461	12147	14909	-	2763	43	1.17685
1631_11	k141_7461	14931	16343	-	1413	31	1.65903
1631_12	k141_7461	16373	17992	-	1620	14	0.653502
1632_1	k141_30277	1	1512	-	1512	3	0.150039
1632_2	k141_30277	1595	2179	+	585	0	0
1632_3	k141_30277	2281	3912	+	1632	0	0
1632_4	k141_30277	4098	6419	+	2322	0	0
1632_5	k141_30277	6975	7496	+	522	0	0
1632_6	k141_30277	7561	8535	+	975	0	0
1632_7	k141_30277	8625	9869	+	1245	0	0
1632_8	k141_30277	9915	11396	+	1482	0	0
1632_9	k141_30277	11446	12552	+	1107	0	0
1633_1	k141_32732	59	1420	+	1362	0	0
1634_1	k141_39773	2	865	-	864	3	0.262568
1634_2	k141_39773	985	1305	-	321	18	4.24035
1634_3	k141_39773	1731	2048	+	318	8	1.90238
1635_1	k141_9659	3	770	+	768	0	0
1635_2	k141_9659	783	2126	+	1344	0	0
1635_3	k141_9659	2373	2675	+	303	0	0
1636_1	k141_32734	279	743	-	465	7	1.13836
1636_2	k141_32734	927	2795	-	1869	16	0.647358
1637_1	k141_44387	3	614	-	612	4	0.494245
1637_2	k141_44387	1139	3241	-	2103	24	0.862991
1637_3	k141_44387	3404	6535	+	3132	15	0.362163
1638_1	k141_9664	2	1261	+	1260	0	0
1639_1	k141_39776	2	385	+	384	0	0
1639_2	k141_39776	435	1046	-	612	0	0
1640_1	k141_16540	1	402	+	402	31	5.83136
1640_2	k141_16540	429	2195	+	1767	401	17.161
1640_3	k141_16540	2397	4196	+	1800	393	16.5103
1640_4	k141_16540	4310	5488	+	1179	275	17.6381
1640_5	k141_16540	5646	6548	+	903	220	18.4234
1640_6	k141_16540	6566	8449	+	1884	371	14.8911
1640_7	k141_16540	8841	9137	-	297	99	25.2065
1640_8	k141_16540	9374	10756	+	1383	323	17.661
1640_9	k141_16540	10792	12318	+	1527	306	15.1536
1640_10	k141_16540	12336	12755	+	420	68	12.2432
1640_11	k141_16540	12933	13487	+	555	89	12.1264
1640_12	k141_16540	13571	15223	+	1653	388	17.7498
1640_13	k141_16540	15268	15732	+	465	75	12.1967
1640_14	k141_16540	16046	18016	-	1971	382	14.6558
1640_15	k141_16540	18038	21193	-	3156	571	13.6815
1640_16	k141_16540	21528	21686	+	159	35	16.6458
1640_17	k141_16540	21796	23502	-	1707	320	14.1759
1640_18	k141_16540	23581	24219	-	639	133	15.7393
1640_19	k141_16540	24221	24427	+	207	31	11.3247
1640_20	k141_16540	24533	25684	+	1152	280	18.3798
1640_21	k141_16540	25828	25929	+	102	9	6.67231
1640_22	k141_16540	26018	26143	+	126	6	3.60093
1641_1	k141_492	498	3134	-	2637	0	0
1641_2	k141_492	3260	3586	-	327	0	0
1641_3	k141_492	3579	3845	-	267	0	0
1641_4	k141_492	3842	4981	-	1140	0	0
1641_5	k141_492	5002	5475	-	474	0	0
1641_6	k141_492	6050	6751	-	702	0	0
1641_7	k141_492	6937	7533	-	597	0	0
1641_8	k141_492	7761	8378	-	618	0	0
1641_9	k141_492	8714	11290	-	2577	0	0
1642_1	k141_7462	1	702	+	702	0	0
1642_2	k141_7462	760	1659	-	900	8	0.672174
1642_3	k141_7462	1858	2985	+	1128	0	0
1642_4	k141_7462	3397	3543	-	147	0	0
1642_5	k141_7462	3565	3963	-	399	5	0.947614
1642_6	k141_7462	4051	4326	-	276	4	1.09594
1642_7	k141_7462	4368	4886	+	519	2	0.291405
1642_8	k141_7462	4888	5223	+	336	0	0
1642_9	k141_7462	5239	6264	+	1026	0	0
1643_1	k141_14411	2	1462	-	1461	26	1.34573
1643_2	k141_14411	1528	1878	-	351	5	1.0772
1643_3	k141_14411	1970	2176	-	207	4	1.46125
1643_4	k141_14411	2263	2769	-	507	10	1.49151
1643_5	k141_14411	2849	5323	-	2475	38	1.16103
1643_6	k141_14411	5389	5952	-	564	5	0.670386
1643_7	k141_14411	5988	7829	-	1842	22	0.903165
1644_1	k141_493	1	339	-	339	0	0
1644_2	k141_493	942	1205	+	264	0	0
1645_1	k141_39779	3	1553	-	1551	0	0
1646_1	k141_14413	23	1633	-	1611	7	0.328577
1647_1	k141_9669	3	353	-	351	0	0
1647_2	k141_9669	630	1154	+	525	2	0.288075
1648_1	k141_497	60	1484	+	1425	0	0
1649_1	k141_30286	3	374	-	372	0	0
1649_2	k141_30286	655	1713	+	1059	15	1.0711
1650_1	k141_44395	3	1853	-	1851	0	0
1650_2	k141_44395	2136	3638	+	1503	0	0
1651_1	k141_9674	3	851	-	849	1	0.089069
1651_2	k141_9674	890	1180	-	291	0	0
1652_1	k141_32747	3	1475	-	1473	1	0.0513371
1652_2	k141_32747	1504	3456	-	1953	0	0
1653_1	k141_2713	697	888	-	192	0	0
1653_2	k141_2713	931	1509	-	579	0	0
1653_3	k141_2713	1549	2667	-	1119	0	0
1653_4	k141_2713	2680	4212	-	1533	0	0
1653_5	k141_2713	4243	4560	-	318	0	0
1653_6	k141_2713	4654	6021	-	1368	0	0
1653_7	k141_2713	6148	7278	-	1131	0	0
1653_8	k141_2713	7294	8010	-	717	0	0
1653_9	k141_2713	8155	8703	-	549	0	0
1653_10	k141_2713	8954	9751	-	798	0	0
1653_11	k141_2713	9821	11176	-	1356	0	0
1653_12	k141_2713	11316	11873	+	558	0	0
1653_13	k141_2713	12012	13037	-	1026	0	0
1653_14	k141_2713	13265	13831	+	567	0	0
1653_15	k141_2713	13849	14517	+	669	0	0
1653_16	k141_2713	14530	15876	+	1347	0	0
1653_17	k141_2713	15873	16130	-	258	0	0
1653_18	k141_2713	16193	16612	+	420	0	0
1653_19	k141_2713	16883	18001	-	1119	0	0
1653_20	k141_2713	18071	19399	-	1329	0	0
1653_21	k141_2713	19624	20253	+	630	0	0
1653_22	k141_2713	20246	21241	+	996	0	0
1653_23	k141_2713	21461	22465	-	1005	0	0
1653_24	k141_2713	22533	24140	-	1608	0	0
1653_25	k141_2713	24323	25201	+	879	0	0
1653_26	k141_2713	25224	26471	+	1248	0	0
1653_27	k141_2713	27356	27664	-	309	0	0
1653_28	k141_2713	27822	31565	-	3744	0	0
1653_29	k141_2713	31744	32328	+	585	0	0
1653_30	k141_2713	32340	32960	+	621	0	0
1653_31	k141_2713	32943	33644	-	702	0	0
1653_32	k141_2713	33641	33901	-	261	0	0
1654_1	k141_11883	97	2328	+	2232	0	0
1654_2	k141_11883	2325	3215	+	891	0	0
1654_3	k141_11883	3208	5058	+	1851	0	0
1654_4	k141_11883	5055	6488	+	1434	0	0
1654_5	k141_11883	6476	7972	+	1497	0	0
1654_6	k141_11883	7953	10004	+	2052	0	0
1654_7	k141_11883	10032	11009	+	978	0	0
1654_8	k141_11883	10934	11404	-	471	0	0
1655_1	k141_498	260	643	+	384	0	0
1655_2	k141_498	888	1484	+	597	0	0
1655_3	k141_498	1683	2357	+	675	0	0
1655_4	k141_498	2559	3911	+	1353	0	0
1655_5	k141_498	4084	4497	-	414	0	0
1656_1	k141_2716	104	1078	-	975	11	0.853144
1657_1	k141_32748	407	964	+	558	6	0.813114
1657_2	k141_32748	967	1935	+	969	15	1.17058
1657_3	k141_32748	2022	3200	+	1179	9	0.577249
1657_4	k141_32748	3235	4083	+	849	6	0.534414
1658_1	k141_35042	71	235	+	165	0	0
1658_2	k141_35042	298	912	+	615	1	0.122959
1658_3	k141_35042	979	1182	+	204	1	0.370684
1658_4	k141_35042	1290	1640	+	351	0	0
1658_5	k141_35042	1634	2908	+	1275	0	0
1658_6	k141_35042	3099	4475	+	1377	1	0.0549162
1658_7	k141_35042	4914	5177	+	264	0	0
1658_8	k141_35042	5190	7940	-	2751	6	0.164928
1658_9	k141_35042	8181	9140	+	960	0	0
1658_10	k141_35042	9361	11478	+	2118	1	0.0357033
1658_11	k141_35042	11560	13704	-	2145	0	0
1658_12	k141_35042	13827	14285	+	459	0	0
1658_13	k141_35042	14370	14891	-	522	6	0.86919
1658_14	k141_35042	15071	15496	-	426	0	0
1658_15	k141_35042	15605	16879	-	1275	0	0
1658_16	k141_35042	16876	17553	-	678	0	0
1658_17	k141_35042	17615	18607	-	993	1	0.0761526
1658_18	k141_35042	18840	19844	-	1005	5	0.376217
1658_19	k141_35042	19871	20797	-	927	5	0.407872
1658_20	k141_35042	20972	21157	-	186	0	0
1658_21	k141_35042	21199	21777	-	579	3	0.391811
1658_22	k141_35042	21912	22325	+	414	0	0
1658_23	k141_35042	22367	23689	+	1323	0	0
1658_24	k141_35042	23935	24951	-	1017	6	0.446133
1658_25	k141_35042	25050	25808	-	759	10	0.996305
1658_26	k141_35042	25805	26548	-	744	2	0.203278
1658_27	k141_35042	26551	26958	-	408	0	0
1658_28	k141_35042	27002	28408	+	1407	4	0.214981
1658_29	k141_35042	28421	28789	+	369	1	0.204931
1658_30	k141_35042	29054	31438	-	2385	5	0.158532
1658_31	k141_35042	31443	32282	-	840	0	0
1658_32	k141_35042	32505	33959	+	1455	5	0.259861
1658_33	k141_35042	34025	35302	-	1278	0	0
1658_34	k141_35042	35427	36365	-	939	2	0.161064
1658_35	k141_35042	36516	37055	+	540	1	0.140036
1658_36	k141_35042	37101	38351	+	1251	8	0.483578
1658_37	k141_35042	38437	39822	-	1386	0	0
1658_38	k141_35042	39980	40537	+	558	0	0
1658_39	k141_35042	40570	41598	+	1029	0	0
1658_40	k141_35042	41812	45099	+	3288	0	0
1658_41	k141_35042	45113	46651	+	1539	0	0
1658_42	k141_35042	46679	47824	+	1146	0	0
1658_43	k141_35042	47852	49081	+	1230	3	0.184438
1659_1	k141_7469	107	952	-	846	0	0
1659_2	k141_7469	1158	1448	+	291	0	0
1659_3	k141_7469	1670	2245	-	576	3	0.393852
1659_4	k141_7469	2397	3167	-	771	0	0
1659_5	k141_7469	3164	4063	-	900	0	0
1659_6	k141_7469	4128	4790	-	663	1	0.114057
1659_7	k141_7469	5966	6457	-	492	0	0
1659_8	k141_7469	6626	7081	-	456	0	0
1660_1	k141_21063	2	295	+	294	443	113.944
1660_2	k141_21063	297	551	+	255	439	130.184
1660_3	k141_21063	569	1102	+	534	1021	144.583
1660_4	k141_21063	1062	1313	+	252	321	96.3249
1660_5	k141_21063	1310	2050	+	741	1842	187.977
1660_6	k141_21063	2043	2327	+	285	550	145.932
1660_7	k141_21063	2353	2592	+	240	431	135.8
1660_8	k141_21063	2732	2968	+	237	367	117.099
1660_9	k141_21063	2958	4100	+	1143	2502	165.529
1660_10	k141_21063	4214	5464	-	1251	2651	160.246
1660_11	k141_21063	5636	6289	+	654	1486	171.821
1660_12	k141_21063	6299	6760	+	462	589	96.4068
1660_13	k141_21063	6814	7920	+	1107	1999	136.552
1660_14	k141_21063	7956	8597	+	642	766	90.2252
1660_15	k141_21063	8601	9971	+	1371	2728	150.467
1660_16	k141_21063	10141	10812	+	672	1107	124.57
1660_17	k141_21063	10812	12272	+	1461	3085	159.676
1660_18	k141_21063	12348	13469	+	1122	2315	156.024
1660_19	k141_21063	13518	14744	-	1227	2663	164.12
1660_20	k141_21063	14994	16130	+	1137	2366	157.358
1660_21	k141_21063	16114	16977	+	864	1946	170.319
1660_22	k141_21063	17209	17475	-	267	817	231.39
1661_1	k141_16546	58	978	-	921	32	2.62739
1661_2	k141_16546	1001	2440	-	1440	114	5.98655
1661_3	k141_16546	2472	3200	-	729	25	2.59326
1661_4	k141_16546	3201	4547	-	1347	69	3.87361
1661_5	k141_16546	4554	5852	-	1299	86	5.00638
1661_6	k141_16546	5857	6963	-	1107	98	6.69441
1661_7	k141_16546	6970	7911	-	942	53	4.2546
1661_8	k141_16546	7898	8080	-	183	9	3.71899
1662_1	k141_32750	1	429	-	429	4	0.705077
1662_2	k141_32750	452	2602	-	2151	12	0.421866
1663_1	k141_9676	399	803	-	405	0	0
1663_2	k141_9676	820	1314	-	495	1	0.152767
1663_3	k141_9676	1319	1849	-	531	1	0.14241
1663_4	k141_9676	1836	3071	-	1236	5	0.305904
1663_5	k141_9676	3113	3973	-	861	3	0.263483
1663_6	k141_9676	4361	5755	+	1395	3	0.162623
1663_7	k141_9676	5845	8394	-	2550	1	0.0296547
1664_1	k141_514	1	102	-	102	21	15.5687
1664_2	k141_514	350	2020	-	1671	285	12.8974
1664_3	k141_514	2037	2261	-	225	29	9.74652
1665_1	k141_25744	18	1127	-	1110	154	10.4914
1665_2	k141_25744	1129	3708	-	2580	281	8.23608
1665_3	k141_25744	3745	3948	-	204	22	8.15505
1665_4	k141_25744	4164	4529	+	366	39	8.05782
1665_5	k141_25744	4533	5699	+	1167	145	9.39575
1665_6	k141_25744	5739	6563	+	825	75	6.87451
1665_7	k141_25744	6565	8712	+	2148	243	8.55473
1665_8	k141_25744	8713	10176	+	1464	160	8.26443
1665_9	k141_25744	10157	11062	+	906	60	5.00792
1665_10	k141_25744	11059	12186	+	1128	115	7.70944
1665_11	k141_25744	12193	13362	+	1170	180	11.6338
1665_12	k141_25744	13359	13973	+	615	60	7.37752
1665_13	k141_25744	13980	14804	+	825	93	8.52439
1665_14	k141_25744	14808	15770	+	963	105	8.24512
1665_15	k141_25744	15755	16558	-	804	80	7.52433
1665_16	k141_25744	16551	17387	-	837	101	9.12494
1665_17	k141_25744	17392	18669	-	1278	132	7.81047
1665_18	k141_25744	18681	19553	-	873	126	10.9142
1665_19	k141_25744	19550	20719	-	1170	129	8.33754
1665_20	k141_25744	20735	21622	-	888	139	11.8368
1665_21	k141_25744	21753	22724	+	972	88	6.84622
1665_22	k141_25744	22817	23041	-	225	20	6.72174
1665_23	k141_25744	23449	24621	+	1173	102	6.57561
1665_24	k141_25744	24618	25766	+	1149	168	11.0566
1665_25	k141_25744	25763	26911	+	1149	126	8.29248
1665_26	k141_25744	26908	28059	+	1152	141	9.25552
1665_27	k141_25744	28056	29192	+	1137	145	9.64366
1665_28	k141_25744	29254	30405	+	1152	71	4.66058
1665_29	k141_25744	30412	31260	+	849	77	6.85831
1665_30	k141_25744	31268	32389	+	1122	125	8.42464
1665_31	k141_25744	32386	33570	+	1185	157	10.0188
1665_32	k141_25744	33571	33924	-	354	33	7.04928
1665_33	k141_25744	34056	35906	+	1851	198	8.08896
1665_34	k141_25744	35910	36971	+	1062	151	10.7519
1665_35	k141_25744	37113	38252	-	1140	139	9.22028
1665_36	k141_25744	38261	39199	-	939	135	10.8718
1665_37	k141_25744	39347	40153	+	807	94	8.80823
1665_38	k141_25744	40214	41101	+	888	119	10.1337
1665_39	k141_25744	41261	42046	+	786	81	7.79286
1665_40	k141_25744	42062	43759	+	1698	167	7.43726
1665_41	k141_25744	44037	45125	-	1089	165	11.4575
1665_42	k141_25744	45219	45419	+	201	49	18.4346
1665_43	k141_25744	45580	45849	-	270	10	2.80072
1665_44	k141_25744	45966	46163	+	198	0	0
1666_1	k141_32756	1	129	+	129	6	3.51719
1666_2	k141_32756	139	507	+	369	73	14.96
1666_3	k141_32756	685	1440	+	756	181	18.1047
1666_4	k141_32756	1397	1654	-	258	30	8.79297
1666_5	k141_32756	1680	1895	+	216	18	6.30163
1666_6	k141_32756	1897	2325	+	429	61	10.7524
1667_1	k141_9681	1	240	+	240	1	0.315081
1667_2	k141_9681	266	370	+	105	0	0
1667_3	k141_9681	590	1117	-	528	0	0
1667_4	k141_9681	1125	1328	-	204	0	0
1667_5	k141_9681	1774	2679	+	906	0	0
1668_1	k141_9684	3	1547	+	1545	10	0.489447
1669_1	k141_25747	3	632	-	630	3	0.360093
1669_2	k141_25747	629	1855	-	1227	7	0.431407
1669_3	k141_25747	1951	2010	+	60	0	0
1670_1	k141_9691	1	1476	-	1476	5	0.256164
1671_1	k141_39782	3	302	-	300	0	0
1671_2	k141_39782	316	1026	-	711	0	0
1672_1	k141_16548	1	354	-	354	33	7.04928
1672_2	k141_16548	364	1980	-	1617	319	14.9181
1672_3	k141_16548	1993	4689	-	2697	562	15.7576
1672_4	k141_16548	4750	4899	+	150	37	18.6528
1672_5	k141_16548	5859	7466	-	1608	364	17.1179
1672_6	k141_16548	7491	8645	-	1155	193	12.636
1672_7	k141_16548	8925	9845	+	921	146	11.9875
1672_8	k141_16548	9914	10840	-	927	173	14.1124
1672_9	k141_16548	10848	11609	-	762	104	10.3208
1672_10	k141_16548	11639	12142	-	504	63	9.45244
1673_1	k141_37548	3	740	-	738	0	0
1673_2	k141_37548	753	1292	-	540	0	0
1673_3	k141_37548	1383	1724	-	342	0	0
1673_4	k141_37548	1869	2609	-	741	0	0
1673_5	k141_37548	2609	3109	-	501	0	0
1673_6	k141_37548	3109	3516	-	408	0	0
1673_7	k141_37548	3530	3757	-	228	0	0
1673_8	k141_37548	3769	4041	-	273	0	0
1673_9	k141_37548	4070	5416	-	1347	0	0
1673_10	k141_37548	5526	5891	-	366	0	0
1673_11	k141_37548	5954	6274	-	321	0	0
1673_12	k141_37548	6271	6402	-	132	0	0
1673_13	k141_37548	6406	7053	-	648	0	0
1673_14	k141_37548	7050	7862	-	813	0	0
1673_15	k141_37548	7859	8665	-	807	0	0
1673_16	k141_37548	8742	10733	-	1992	0	0
1673_17	k141_37548	10863	12932	-	2070	0	0
1673_18	k141_37548	13141	13845	-	705	0	0
1673_19	k141_37548	13862	15958	-	2097	0	0
1673_20	k141_37548	16141	16332	+	192	0	0
1673_21	k141_37548	16388	16822	-	435	0	0
1673_22	k141_37548	16827	17315	-	489	0	0
1673_23	k141_37548	17423	19501	-	2079	0	0
1673_24	k141_37548	19656	20111	-	456	0	0
1673_25	k141_37548	20124	21344	-	1221	0	0
1673_26	k141_37548	21307	22428	-	1122	0	0
1673_27	k141_37548	22443	23876	-	1434	0	0
1673_28	k141_37548	23893	24630	-	738	0	0
1673_29	k141_37548	24948	26333	-	1386	0	0
1673_30	k141_37548	26716	26901	-	186	0	0
