# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_4_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_4/F23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_4/F23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_4/F23_1.bam	RPKG
2472_4	k141_142482	5983	7323	+	1341	0	0
2472_5	k141_142482	7713	9416	+	1704	4	0.00175593
2472_6	k141_142482	9492	9725	-	234	0	0
2473_1	k141_98744	3	134	-	132	10	0.0566686
2473_2	k141_98744	868	1833	-	966	39	0.0301998
2473_3	k141_98744	2392	3345	-	954	46	0.0360683
2473_4	k141_98744	3862	4332	+	471	15	0.0238225
2473_5	k141_98744	4418	5233	-	816	0	0
2473_6	k141_98744	5326	6375	-	1050	3	0.00213722
2473_7	k141_98744	6408	7415	-	1008	2	0.00148418
2473_8	k141_98744	7417	8625	-	1209	0	0
2473_9	k141_98744	8652	9659	-	1008	5	0.00371045
2473_10	k141_98744	9631	10614	-	984	1	0.000760189
2473_11	k141_98744	10611	11345	-	735	1	0.00101772
2473_12	k141_98744	11367	12794	-	1428	0	0
2473_13	k141_98744	12830	13957	-	1128	0	0
2473_14	k141_98744	13954	15288	-	1335	0	0
2473_15	k141_98744	15349	16554	-	1206	4	0.00248101
2473_16	k141_98744	16551	18143	-	1593	1	0.000469571
2473_17	k141_98744	18274	19941	-	1668	8	0.00358765
2473_18	k141_98744	20120	21310	-	1191	2	0.00125613
2473_19	k141_98744	21433	23226	-	1794	11	0.00458656
2473_20	k141_98744	24000	24374	-	375	0	0
2473_21	k141_98744	24478	24978	-	501	7	0.0104515
2473_22	k141_98744	25330	26025	-	696	7	0.00752325
2473_23	k141_98744	26093	26518	-	426	0	0
2473_24	k141_98744	26599	27114	-	516	0	0
2473_25	k141_98744	27137	27388	-	252	0	0
2473_26	k141_98744	27415	27597	-	183	1	0.00408757
2473_27	k141_98744	27750	28466	-	717	1	0.00104327
2473_28	k141_98744	28542	30830	-	2289	6	0.00196075
2473_29	k141_98744	30928	31980	-	1053	2	0.00142075
2473_30	k141_98744	32650	33060	-	411	6	0.0109201
2473_31	k141_98744	33698	34555	+	858	1	0.000871825
2473_32	k141_98744	34574	35458	+	885	1	0.000845227
2473_33	k141_98744	35654	35986	+	333	1	0.00224632
2474_1	k141_66022	2	1864	+	1863	0	0
2474_2	k141_66022	1909	2811	+	903	0	0
2474_3	k141_66022	2808	3806	+	999	0	0
2474_4	k141_66022	3803	4759	+	957	0	0
2474_5	k141_66022	4760	5527	+	768	0	0
2475_1	k141_153362	149	307	+	159	0	0
2475_2	k141_153362	388	600	+	213	0	0
2475_3	k141_153362	1269	1454	+	186	5	0.0201082
2476_1	k141_76915	1	582	-	582	6	0.00771161
2476_2	k141_76915	718	1080	-	363	1	0.00206068
2476_3	k141_76915	1100	1324	-	225	2	0.00664912
2476_4	k141_76915	1475	1837	+	363	17	0.0350315
2476_5	k141_76915	1893	2804	-	912	71	0.0582345
2476_6	k141_76915	2820	3143	-	324	7	0.0161611
2477_1	k141_131607	3	125	+	123	0	0
2477_2	k141_131607	135	1145	+	1011	4	0.00295955
2478_1	k141_511	2	436	+	435	0	0
2478_2	k141_511	429	1238	+	810	0	0
2478_3	k141_511	1360	2436	+	1077	3	0.00208364
2478_4	k141_511	2442	4019	+	1578	1	0.000474034
2478_5	k141_511	4022	4363	+	342	0	0
2478_6	k141_511	4350	4946	+	597	4	0.0050119
2478_7	k141_511	5186	5839	+	654	10	0.0114377
2478_8	k141_511	5939	6124	+	186	0	0
2479_1	k141_142484	2	208	+	207	6	0.0216819
2479_2	k141_142484	397	1020	+	624	4	0.00479504
2479_3	k141_142484	1146	1667	+	522	31	0.044423
2480_1	k141_186206	3	1073	-	1071	4	0.00279375
2480_2	k141_186206	1280	2188	+	909	1	0.000822911
2480_3	k141_186206	2253	3251	-	999	3	0.00224632
2480_4	k141_186206	3254	4594	-	1341	5	0.00278906
2480_5	k141_186206	4649	6679	-	2031	1	0.000368304
2481_1	k141_66023	3	866	+	864	44	0.0380939
2481_2	k141_66023	921	1586	-	666	55	0.0617739
2482_1	k141_22539	305	1093	+	789	0	0
2482_2	k141_22539	1237	2364	+	1128	0	0
2482_3	k141_22539	2432	4366	+	1935	0	0
2482_4	k141_22539	4282	4548	-	267	0	0
2482_5	k141_22539	4602	6587	+	1986	0	0
2482_6	k141_22539	6735	6908	+	174	0	0
2482_7	k141_22539	6998	7747	+	750	0	0
2482_8	k141_22539	8016	8234	+	219	0	0
2482_9	k141_22539	8360	8686	-	327	0	0
2482_10	k141_22539	8686	9483	-	798	0	0
2482_11	k141_22539	9616	10785	-	1170	0	0
2482_12	k141_22539	10792	11100	-	309	0	0
2482_13	k141_22539	11249	12013	-	765	0	0
2482_14	k141_22539	12183	12773	+	591	0	0
2482_15	k141_22539	12837	15512	-	2676	0	0
2482_16	k141_22539	15676	15771	-	96	0	0
2482_17	k141_22539	15885	16052	-	168	0	0
2482_18	k141_22539	16055	16183	-	129	1	0.00579865
2482_19	k141_22539	16514	17488	-	975	2	0.00153441
2482_20	k141_22539	17699	20296	-	2598	0	0
2482_21	k141_22539	20676	20927	+	252	0	0
2482_22	k141_22539	20963	22012	-	1050	0	0
2482_23	k141_22539	22232	22990	+	759	0	0
2482_24	k141_22539	22987	23577	+	591	0	0
2482_25	k141_22539	23617	24492	-	876	0	0
2482_26	k141_22539	24891	26600	-	1710	0	0
2482_27	k141_22539	26628	27248	-	621	0	0
2482_28	k141_22539	27245	28126	-	882	0	0
2482_29	k141_22539	28400	29962	+	1563	0	0
2482_30	k141_22539	29962	31557	+	1596	0	0
2482_31	k141_22539	31561	32919	+	1359	0	0
2482_32	k141_22539	32931	34124	+	1194	0	0
2482_33	k141_22539	34124	34930	+	807	0	0
2482_34	k141_22539	35311	35490	+	180	0	0
2482_35	k141_22539	35576	36076	+	501	0	0
2482_36	k141_22539	36122	36628	+	507	0	0
2482_37	k141_22539	36688	37326	-	639	0	0
2482_38	k141_22539	37683	38426	+	744	0	0
2482_39	k141_22539	38456	38995	+	540	0	0
2482_40	k141_22539	39100	39498	+	399	0	0
2482_41	k141_22539	39538	40272	-	735	0	0
2482_42	k141_22539	40481	40777	+	297	0	0
2482_43	k141_22539	41077	42330	+	1254	0	0
2482_44	k141_22539	42701	44161	+	1461	0	0
2482_45	k141_22539	44196	44525	+	330	0	0
2482_46	k141_22539	44578	45582	-	1005	0	0
2482_47	k141_22539	45579	46592	-	1014	0	0
2482_48	k141_22539	46604	47512	-	909	0	0
2482_49	k141_22539	47527	48447	-	921	0	0
2482_50	k141_22539	48533	50209	-	1677	0	0
2482_51	k141_22539	50448	50744	+	297	0	0
2482_52	k141_22539	50720	50875	-	156	0	0
2482_53	k141_22539	50902	51549	-	648	0	0
2482_54	k141_22539	52026	54701	+	2676	0	0
2482_55	k141_22539	55002	55619	-	618	0	0
2482_56	k141_22539	56223	56636	+	414	0	0
2482_57	k141_22539	56780	57688	-	909	0	0
2482_58	k141_22539	57890	58903	-	1014	0	0
2482_59	k141_22539	58995	59939	-	945	0	0
2482_60	k141_22539	60013	60471	+	459	0	0
2482_61	k141_22539	60521	61363	+	843	0	0
2482_62	k141_22539	61514	62080	-	567	0	0
2483_1	k141_22541	2	1297	+	1296	6	0.00346308
2483_2	k141_22541	1294	1404	+	111	0	0
2484_1	k141_142493	2	1015	+	1014	0	0
2485_1	k141_186207	3	77	-	75	0	0
2485_2	k141_186207	252	1289	+	1038	1	0.000720642
2485_3	k141_186207	1240	1353	-	114	0	0
2485_4	k141_186207	1369	1737	-	369	1	0.00202717
2485_5	k141_186207	2093	2185	-	93	4	0.0321732
2485_6	k141_186207	2228	2653	+	426	0	0
2486_1	k141_153374	3	596	+	594	4	0.00503721
2486_2	k141_153374	654	1823	+	1170	5	0.00319669
2487_1	k141_33234	2	1168	+	1167	126	0.0807637
2487_2	k141_33234	1365	1880	-	516	3	0.00434899
2487_3	k141_33234	2070	3062	-	993	17	0.0128061
2487_4	k141_33234	3063	3398	-	336	11	0.0244889
2487_5	k141_33234	3601	5331	-	1731	28	0.0120998
2487_6	k141_33234	5874	7337	-	1464	33	0.0168612
2487_7	k141_33234	7371	8117	-	747	11	0.0110151
2487_8	k141_33234	8310	9410	-	1101	23	0.0156263
2487_9	k141_33234	9621	10895	-	1275	28	0.0164272
2487_10	k141_33234	10941	11783	-	843	24	0.0212961
2487_11	k141_33234	11947	13233	-	1287	30	0.0174365
2487_12	k141_33234	13437	13940	+	504	9	0.0133576
2487_13	k141_33234	14026	14229	+	204	0	0
2487_14	k141_33234	14403	15872	-	1470	42	0.0213722
2487_15	k141_33234	16225	17682	-	1458	52	0.0266786
2487_16	k141_33234	17928	19187	-	1260	42	0.0249342
2487_17	k141_33234	19208	20773	-	1566	48	0.022928
2487_18	k141_33234	20751	21455	-	705	26	0.0275868
2487_19	k141_33234	21456	22805	-	1350	35	0.0193933
2487_20	k141_33234	23176	24972	+	1797	43	0.0178993
2487_21	k141_33234	25293	26228	-	936	21	0.0167826
2487_22	k141_33234	26567	28018	+	1452	43	0.0221523
2487_23	k141_33234	28164	30470	-	2307	79	0.0256151
2487_24	k141_33234	30757	31209	-	453	19	0.0313742
2487_25	k141_33234	31376	33124	+	1749	49	0.0209567
2487_26	k141_33234	33124	35016	+	1893	70	0.0276608
2487_27	k141_33234	35082	35678	-	597	19	0.0238065
2487_28	k141_33234	35925	36314	-	390	4	0.00767206
2487_29	k141_33234	36301	36612	-	312	1	0.00239752
2487_30	k141_33234	36635	37768	-	1134	32	0.0211083
2487_31	k141_33234	37765	38547	-	783	4	0.00382133
2487_32	k141_33234	38540	39817	-	1278	41	0.0239977
2487_33	k141_33234	39861	41108	-	1248	29	0.017382
2487_34	k141_33234	41112	42074	-	963	26	0.0201959
2487_35	k141_33234	42272	44527	-	2256	120	0.0397886
2487_36	k141_33234	44747	45622	+	876	20	0.0170782
2487_37	k141_33234	45679	46194	+	516	15	0.0217449
2487_38	k141_33234	46202	46576	-	375	4	0.00797894
2487_39	k141_33234	46650	47066	-	417	7	0.0125568
2487_40	k141_33234	47100	48182	-	1083	30	0.0207209
2487_41	k141_33234	48279	48803	-	525	8	0.0113985
2487_42	k141_33234	48920	49639	-	720	18	0.0187006
2487_43	k141_33234	49644	50702	-	1059	9	0.00635716
2487_44	k141_33234	50739	52193	-	1455	30	0.0154232
2487_45	k141_33234	52329	53573	-	1245	37	0.0222305
2487_46	k141_33234	53826	54209	+	384	5	0.00973992
2487_47	k141_33234	54225	55625	+	1401	55	0.0293658
2487_48	k141_33234	55685	56356	+	672	14	0.0155839
2487_49	k141_33234	56385	57029	-	645	4	0.00463892
2487_50	k141_33234	57032	57886	-	855	7	0.00612419
2487_51	k141_33234	57873	58649	-	777	4	0.00385084
2487_52	k141_33234	58646	59752	-	1107	16	0.0108116
2487_53	k141_33234	59936	60343	-	408	7	0.0128338
2487_54	k141_33234	60447	61031	-	585	15	0.0191802
2487_55	k141_33234	61031	61207	-	177	3	0.0126784
2487_56	k141_33234	61470	61796	+	327	6	0.0137252
2487_57	k141_33234	61891	62598	+	708	12	0.0126784
2487_58	k141_33234	62605	63903	+	1299	21	0.0120928
2487_59	k141_33234	64110	64439	-	330	9	0.0204007
2487_60	k141_33234	64555	65421	-	867	26	0.0224321
2487_61	k141_33234	65586	67595	+	2010	64	0.0238177
2487_62	k141_33234	67696	68091	-	396	84	0.158672
2488_1	k141_197102	446	1822	-	1377	0	0
2488_2	k141_197102	1896	2198	-	303	0	0
2488_3	k141_197102	2195	2818	-	624	0	0
2488_4	k141_197102	2981	4309	+	1329	0	0
2488_5	k141_197102	4360	8409	-	4050	1	0.000184698
2488_6	k141_197102	8592	11093	-	2502	0	0
2488_7	k141_197102	11219	11353	-	135	0	0
2488_8	k141_197102	11379	11846	-	468	0	0
2488_9	k141_197102	11846	12418	-	573	0	0
2488_10	k141_197102	12458	12901	-	444	0	0
2488_11	k141_197102	12905	13687	-	783	0	0
2488_12	k141_197102	13815	14855	-	1041	0	0
2488_13	k141_197102	14884	15735	-	852	0	0
2488_14	k141_197102	15800	17134	-	1335	2	0.00112064
2488_15	k141_197102	17343	18458	-	1116	0	0
2488_16	k141_197102	18652	19683	+	1032	0	0
2488_17	k141_197102	19695	20930	+	1236	0	0
2488_18	k141_197102	20927	21364	-	438	0	0
2488_19	k141_197102	21607	22866	+	1260	0	0
2488_20	k141_197102	22985	24085	+	1101	0	0
2488_21	k141_197102	24092	24673	+	582	0	0
2488_22	k141_197102	24774	27110	+	2337	0	0
2488_23	k141_197102	27298	27717	-	420	0	0
2488_24	k141_197102	27852	28526	-	675	0	0
2488_25	k141_197102	28792	30600	-	1809	0	0
2488_26	k141_197102	31109	31477	-	369	0	0
2488_27	k141_197102	31673	32512	+	840	0	0
2488_28	k141_197102	32568	32933	+	366	0	0
2488_29	k141_197102	33016	33990	+	975	0	0
2488_30	k141_197102	34053	35081	+	1029	0	0
2488_31	k141_197102	35277	36827	+	1551	0	0
2488_32	k141_197102	36871	37560	+	690	0	0
2488_33	k141_197102	37708	38139	+	432	0	0
2488_34	k141_197102	38488	39831	+	1344	0	0
2488_35	k141_197102	40195	41127	-	933	0	0
2488_36	k141_197102	41157	43010	-	1854	0	0
2488_37	k141_197102	43073	43390	-	318	0	0
2488_38	k141_197102	43396	44523	-	1128	0	0
2488_39	k141_197102	44794	45855	-	1062	0	0
2488_40	k141_197102	45918	46874	-	957	0	0
2488_41	k141_197102	46878	47696	-	819	0	0
2488_42	k141_197102	47696	49216	-	1521	0	0
2488_43	k141_197102	49260	50381	-	1122	0	0
2488_44	k141_197102	50403	52148	-	1746	0	0
2488_45	k141_197102	52309	52788	+	480	0	0
2488_46	k141_197102	52810	54102	+	1293	0	0
2488_47	k141_197102	54295	54981	-	687	0	0
2488_48	k141_197102	55139	56431	-	1293	0	0
2488_49	k141_197102	56503	57195	-	693	0	0
2488_50	k141_197102	57286	58083	+	798	0	0
2488_51	k141_197102	58108	59112	-	1005	0	0
2488_52	k141_197102	59281	60999	-	1719	0	0
2488_53	k141_197102	61009	62172	-	1164	0	0
2488_54	k141_197102	62308	62823	+	516	0	0
2488_55	k141_197102	63024	63515	+	492	0	0
2488_56	k141_197102	63603	64700	+	1098	0	0
2488_57	k141_197102	64885	65022	+	138	0	0
2488_58	k141_197102	65057	68731	+	3675	0	0
2488_59	k141_197102	68743	70347	+	1605	0	0
2488_60	k141_197102	70341	71288	+	948	0	0
2488_61	k141_197102	71300	72733	+	1434	0	0
2488_62	k141_197102	72759	74621	+	1863	0	0
2488_63	k141_197102	74647	76470	-	1824	1	0.000410102
2488_64	k141_197102	76659	77654	-	996	0	0
2488_65	k141_197102	77789	78154	+	366	0	0
2488_66	k141_197102	78240	78335	-	96	0	0
2488_67	k141_197102	78659	78985	+	327	0	0
2488_68	k141_197102	79022	79669	+	648	0	0
2488_69	k141_197102	79865	80197	+	333	0	0
2488_70	k141_197102	80594	81016	-	423	0	0
2489_1	k141_66032	70	1458	+	1389	1	0.000538536
2489_2	k141_66032	1614	1826	+	213	0	0
2490_1	k141_513	1	1548	+	1548	48	0.0231946
2490_2	k141_513	1604	2011	+	408	2	0.00366679
2490_3	k141_513	2014	2403	+	390	0	0
2490_4	k141_513	2488	3180	+	693	4	0.00431761
2490_5	k141_513	3173	3397	+	225	5	0.0166228
2490_6	k141_513	3417	3830	-	414	5	0.00903413
2490_7	k141_513	3879	4928	+	1050	5	0.00356203
2490_8	k141_513	5010	5225	+	216	0	0
2490_9	k141_513	5251	5610	+	360	2	0.0041557
2490_10	k141_513	5612	6115	+	504	5	0.00742089
2491_1	k141_33236	2	1042	+	1041	24	0.0172456
2492_1	k141_76928	233	2407	+	2175	274	0.0942341
2492_2	k141_76928	2364	2840	+	477	41	0.0642957
2493_1	k141_22545	1	1056	+	1056	6	0.00425015
2493_2	k141_22545	1067	1651	+	585	4	0.00511471
2493_3	k141_22545	1756	2019	+	264	4	0.0113337
2493_4	k141_22545	2079	3131	+	1053	1	0.000710376
2494_1	k141_186215	3	1334	+	1332	97	0.0544734
2494_2	k141_186215	1386	1700	+	315	7	0.0166228
2495_1	k141_22549	3	254	-	252	2	0.00593671
2495_2	k141_22549	566	1285	-	720	12	0.0124671
2496_1	k141_142498	3	131	-	129	7	0.0405906
2496_2	k141_142498	501	815	+	315	9	0.0213722
2496_3	k141_142498	812	2110	+	1299	40	0.0230339
2496_4	k141_142498	2329	2805	-	477	23	0.0360683
2496_5	k141_142498	3267	3782	-	516	11	0.0159463
2496_6	k141_142498	3880	4020	-	141	4	0.0212206
2497_1	k141_153377	122	3412	+	3291	0	0
2497_2	k141_153377	3452	4756	+	1305	0	0
2497_3	k141_153377	4862	5071	+	210	0	0
2498_1	k141_33239	26	244	-	219	0	0
2498_2	k141_33239	313	2253	-	1941	8	0.00308305
2498_3	k141_33239	2241	2675	-	435	0	0
2498_4	k141_33239	3157	3435	+	279	0	0
2499_1	k141_197104	218	1429	-	1212	65	0.0401169
2499_2	k141_197104	1806	4583	-	2778	204	0.0549306
2500_1	k141_66040	3	2669	+	2667	0	0
2501_1	k141_76937	1	441	-	441	32	0.0542785
2501_2	k141_76937	1188	1598	+	411	23	0.0418603
2501_3	k141_76937	1687	2226	+	540	16	0.0221637
2502_1	k141_153382	2	1084	+	1083	0	0
2503_1	k141_98745	347	1333	-	987	52	0.0394097
2503_2	k141_98745	1569	3293	-	1725	108	0.0468329
2503_3	k141_98745	3397	4020	-	624	31	0.0371615
2503_4	k141_98745	4088	5527	-	1440	90	0.0467516
2503_5	k141_98745	5708	6235	-	528	25	0.0354179
2503_6	k141_98745	6574	7317	-	744	120	0.120649
2503_7	k141_98745	7458	7841	-	384	74	0.144151
2503_8	k141_98745	7816	9315	-	1500	302	0.150603
2503_9	k141_98745	9305	11035	-	1731	293	0.126616
2503_10	k141_98745	11064	12188	-	1125	277	0.184181
2503_11	k141_98745	12344	14047	-	1704	397	0.174276
2504_1	k141_164253	3	218	-	216	27	0.0935032
2504_2	k141_164253	1520	1798	+	279	22	0.0589841
2504_3	k141_164253	2028	2390	+	363	19	0.0391529
2504_4	k141_164253	2612	3481	-	870	73	0.0627654
2504_5	k141_164253	3500	4795	-	1296	139	0.0802281
2504_6	k141_164253	4832	5368	-	537	36	0.050147
2504_7	k141_164253	5386	6324	-	939	77	0.0613397
2504_8	k141_164253	6324	7091	-	768	68	0.0662315
2504_9	k141_164253	7605	8225	-	621	63	0.0758867
2504_10	k141_164253	8253	9329	-	1077	128	0.0889019
2504_11	k141_164253	9535	10464	+	930	87	0.0699766
2504_12	k141_164253	10513	11634	+	1122	97	0.0646689
2504_13	k141_164253	11621	12769	+	1149	149	0.0970025
2504_14	k141_164253	12852	13805	-	954	119	0.0933072
2504_15	k141_164253	13869	14894	-	1026	145	0.105715
2504_16	k141_164253	15079	16038	-	960	116	0.0903865
2504_17	k141_164253	16052	17086	-	1035	99	0.0715503
2504_18	k141_164253	17127	18062	-	936	71	0.0567413
2504_19	k141_164253	18133	19410	-	1278	148	0.0866258
2504_20	k141_164253	19429	20184	-	756	106	0.104882
2504_21	k141_164253	20181	20651	-	471	46	0.0730556
2504_22	k141_164253	20835	21239	-	405	64	0.118207
2504_23	k141_164253	21634	21897	-	264	26	0.0736692
2504_24	k141_164253	21894	22712	-	819	141	0.128781
2504_25	k141_164253	22761	23198	-	438	23	0.0392799
2504_26	k141_164253	23537	24478	+	942	34	0.0269988
2504_27	k141_164253	24671	25354	+	684	90	0.0984245
2504_28	k141_164253	25414	26994	-	1581	208	0.098412
2504_29	k141_164253	26994	28490	-	1497	186	0.0929411
2504_30	k141_164253	28504	29367	-	864	98	0.0848455
2504_31	k141_164253	29364	30344	-	981	133	0.101414
2504_32	k141_164253	30540	31262	-	723	68	0.0703538
2504_33	k141_164253	31278	33167	-	1890	199	0.0787604
2504_34	k141_164253	33198	34571	-	1374	175	0.0952726
2504_35	k141_164253	34842	35414	-	573	36	0.0469964
2505_1	k141_197108	2	187	+	186	3	0.0120649
2505_2	k141_197108	244	585	+	342	2	0.00437442
2505_3	k141_197108	611	1564	+	954	9	0.00705685
2506_1	k141_33242	26	244	-	219	1	0.00341564
2506_2	k141_33242	313	2253	-	1941	11	0.0042392
2506_3	k141_33242	2241	2675	-	435	11	0.0189156
2507_1	k141_76943	1	186	+	186	0	0
2507_2	k141_76943	421	1674	+	1254	3	0.00178954
2508_1	k141_66044	3	146	+	144	0	0
2508_2	k141_66044	143	1498	+	1356	8	0.00441313
2508_3	k141_66044	1500	1781	+	282	4	0.0106103
2508_4	k141_66044	1738	2106	+	369	1	0.00202717
2508_5	k141_66044	2165	3283	+	1119	10	0.00668477
2508_6	k141_66044	3359	3553	+	195	2	0.00767206
2509_1	k141_33243	2	427	+	426	2	0.00351186
2509_2	k141_33243	482	1027	+	546	1	0.00137001
2510_1	k141_153389	180	1718	-	1539	0	0
2511_1	k141_98747	3	1313	-	1311	14	0.00798807
2511_2	k141_98747	1406	2368	-	963	20	0.0155353
2511_3	k141_98747	3045	3182	-	138	0	0
2512_1	k141_197116	2	667	+	666	110	0.123548
2512_2	k141_197116	633	950	+	318	23	0.0541025
2512_3	k141_197116	890	1246	-	357	49	0.10267
2512_4	k141_197116	1411	1479	+	69	0	0
2513_1	k141_519	1	588	-	588	15	0.0190823
2513_2	k141_519	588	1208	-	621	27	0.0325229
2513_3	k141_519	1208	1729	-	522	20	0.02866
2513_4	k141_519	1867	3879	-	2013	75	0.0278698
2513_5	k141_519	3970	4407	-	438	17	0.029033
2513_6	k141_519	4482	7946	-	3465	147	0.0317344
2513_7	k141_519	8109	10607	-	2499	100	0.029933
2514_1	k141_66050	1	288	+	288	0	0
2514_2	k141_66050	281	820	+	540	0	0
2514_3	k141_66050	836	2113	+	1278	0	0
2515_1	k141_98754	236	1231	+	996	1	0.00075103
2515_2	k141_98754	1235	1357	+	123	0	0
2516_1	k141_521	3	344	-	342	5	0.0109361
2516_2	k141_521	331	1326	-	996	9	0.00675927
2517_1	k141_22551	2	634	-	633	0	0
2517_2	k141_22551	704	1639	-	936	0	0
2517_3	k141_22551	1662	4673	-	3012	0	0
2517_4	k141_22551	4802	5854	-	1053	0	0
2517_5	k141_22551	6200	7054	-	855	0	0
2517_6	k141_22551	7329	8201	+	873	0	0
2517_7	k141_22551	8284	9645	-	1362	0	0
2517_8	k141_22551	9736	11109	-	1374	0	0
2518_1	k141_33252	1	1026	+	1026	335	0.244238
2519_1	k141_153393	1	768	+	768	133	0.129541
2519_2	k141_153393	824	2098	+	1275	195	0.114404
2519_3	k141_153393	2210	3154	-	945	179	0.14169
2519_4	k141_153393	3273	3833	-	561	63	0.0840029
2520_1	k141_98757	124	1752	-	1629	0	0
2520_2	k141_98757	1749	2090	-	342	0	0
2520_3	k141_98757	2286	2492	-	207	0	0
2521_1	k141_142500	2	349	+	348	0	0
2521_2	k141_142500	597	1463	+	867	3	0.00258832
2521_3	k141_142500	1477	1842	+	366	0	0
2521_4	k141_142500	1814	4186	+	2373	10	0.00315224
2521_5	k141_142500	4183	5922	+	1740	5	0.0021495
2521_6	k141_142500	5938	6204	+	267	0	0
2521_7	k141_142500	6194	6922	+	729	4	0.00410439
2521_8	k141_142500	6992	9064	+	2073	3	0.00108253
2521_9	k141_142500	9064	9978	+	915	3	0.00245254
2521_10	k141_142500	9968	10171	+	204	1	0.00366679
2521_11	k141_142500	10280	11005	+	726	0	0
2521_12	k141_142500	11076	11939	+	864	0	0
2522_1	k141_66054	2	193	-	192	2	0.00779194
2522_2	k141_66054	364	1578	-	1215	38	0.023395
2522_3	k141_66054	1671	1955	-	285	30	0.0787396
2523_1	k141_33253	98	874	-	777	20	0.0192542
2523_2	k141_33253	1088	1723	-	636	0	0
2524_1	k141_22553	1	2148	+	2148	5	0.00174121
2525_1	k141_76951	1	198	-	198	15	0.0566686
2525_2	k141_76951	461	673	+	213	15	0.0526779
2525_3	k141_76951	698	1807	+	1110	65	0.0438033
2525_4	k141_76951	1862	2707	+	846	42	0.037136
2525_5	k141_76951	2699	2878	-	180	3	0.0124671
2525_6	k141_76951	2878	5106	-	2229	104	0.0349012
2525_7	k141_76951	5355	6812	-	1458	79	0.0405309
2525_8	k141_76951	7019	7681	-	663	29	0.0327191
2525_9	k141_76951	7732	7845	-	114	0	0
2526_1	k141_120831	1	402	+	402	78	0.145139
2526_2	k141_120831	677	2218	+	1542	680	0.329869
2526_3	k141_120831	2365	3378	+	1014	326	0.24049
2526_4	k141_120831	3371	4282	+	912	365	0.299374
2526_5	k141_120831	4282	5286	+	1005	363	0.270182
2526_6	k141_120831	5283	6170	+	888	265	0.223228
2526_7	k141_120831	6271	7953	+	1683	510	0.226675
2526_8	k141_120831	8105	8707	+	603	114	0.141418
2526_9	k141_120831	8838	8957	+	120	3	0.0187006
2526_10	k141_120831	8959	9987	-	1029	144	0.10468
2526_11	k141_120831	9991	10632	-	642	89	0.103698
2526_12	k141_120831	10634	12130	-	1497	233	0.116426
2526_13	k141_120831	12169	13650	-	1482	177	0.0893391
2526_14	k141_120831	14306	15715	+	1410	301	0.159685
2526_15	k141_120831	15775	15900	+	126	4	0.0237469
2526_16	k141_120831	15897	17705	+	1809	183	0.0756709
2526_17	k141_120831	17702	18895	+	1194	64	0.0400952
2526_18	k141_120831	19123	20046	+	924	108	0.0874316
2526_19	k141_120831	20046	20879	+	834	99	0.0887944
2526_20	k141_120831	20933	22258	+	1326	210	0.118466
2526_21	k141_120831	22349	23680	+	1332	217	0.121863
2526_22	k141_120831	23717	24415	+	699	49	0.0524367
2526_23	k141_120831	24426	26510	+	2085	261	0.0936378
2526_24	k141_120831	26479	27861	+	1383	135	0.0730177
2526_25	k141_120831	28036	29010	+	975	183	0.140399
2526_26	k141_120831	29245	29664	+	420	57	0.101518
2526_27	k141_120831	29661	29870	+	210	6	0.0213722
2526_28	k141_120831	29942	30712	+	771	123	0.119335
2526_29	k141_120831	30760	31371	+	612	83	0.101448
2527_1	k141_186222	689	1891	+	1203	56	0.0348208
2527_2	k141_186222	1888	3894	+	2007	76	0.0283258
2527_3	k141_186222	3906	5450	+	1545	69	0.033407
2527_4	k141_186222	5454	5639	+	186	6	0.0241299
2527_5	k141_186222	5688	7280	+	1593	62	0.0291134
2527_6	k141_186222	7335	7808	+	474	26	0.041031
2527_7	k141_186222	7827	8906	+	1080	55	0.0380939
2527_8	k141_186222	8966	9502	+	537	10	0.0139297
2527_9	k141_186222	9513	9962	+	450	14	0.0232719
2527_10	k141_186222	9952	10266	+	315	2	0.00474937
2527_11	k141_186222	10259	11317	+	1059	15	0.0105953
2527_12	k141_186222	11314	11880	+	567	15	0.019789
2527_13	k141_186222	11873	12664	+	792	11	0.0103892
2527_14	k141_186222	12686	13486	+	801	32	0.0298837
2527_15	k141_186222	13552	13857	+	306	13	0.0317789
2527_16	k141_186222	13924	14133	+	210	3	0.0106861
2527_17	k141_186222	14138	14620	+	483	16	0.0247793
2527_18	k141_186222	14610	15125	+	516	22	0.0318926
2527_19	k141_186222	15091	15546	+	456	19	0.0311677
2527_20	k141_186222	15561	17150	+	1590	69	0.0324615
2528_1	k141_153395	1	858	-	858	0	0
2528_2	k141_153395	858	1346	-	489	4	0.00611882
2528_3	k141_153395	1670	2113	+	444	2	0.00336949
2528_4	k141_153395	2380	2973	-	594	4	0.00503721
2528_5	k141_153395	3088	4758	-	1671	23	0.010296
2528_6	k141_153395	4795	5460	-	666	4	0.00449265
2528_7	k141_153395	5529	5771	-	243	0	0
