# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_7_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_7/E20_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_7/E20_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_7/E20_2.bam	RPKG
2316_10	k141_230541	4122	4418	+	297	0	0
2316_11	k141_230541	4430	4717	+	288	1	0.00439539
2316_12	k141_230541	4704	4997	+	294	0	0
2316_13	k141_230541	4987	5211	+	225	0	0
2316_14	k141_230541	5208	5678	+	471	2	0.00537525
2316_15	k141_230541	5678	5902	+	225	2	0.0112522
2316_16	k141_230541	6047	6232	+	186	0	0
2316_17	k141_230541	6220	6645	+	426	4	0.0118861
2316_18	k141_230541	6864	7217	+	354	4	0.0143036
2316_19	k141_230541	7529	8962	+	1434	7	0.00617929
2316_20	k141_230541	8962	10395	+	1434	3	0.00264827
2316_21	k141_230541	10340	11623	+	1284	2	0.00197176
2316_22	k141_230541	11629	11787	+	159	0	0
2316_23	k141_230541	12019	12513	+	495	0	0
2316_24	k141_230541	12630	12845	+	216	0	0
2317_1	k141_64327	3	68	-	66	0	0
2317_2	k141_64327	105	314	-	210	3	0.0180839
2317_3	k141_64327	834	1820	-	987	2	0.00256509
2317_4	k141_64327	1852	3345	-	1494	0	0
2317_5	k141_64327	3338	4429	-	1092	0	0
2317_6	k141_64327	4444	5601	-	1158	0	0
2317_7	k141_64327	5604	5810	-	207	0	0
2317_8	k141_64327	5821	8559	-	2739	0	0
2317_9	k141_64327	8787	10310	+	1524	0	0
2317_10	k141_64327	10591	11652	+	1062	0	0
2317_11	k141_64327	11781	14219	+	2439	0	0
2317_12	k141_64327	14325	15116	+	792	0	0
2317_13	k141_64327	15736	16623	+	888	0	0
2317_14	k141_64327	16637	17551	+	915	0	0
2317_15	k141_64327	17665	18729	+	1065	0	0
2317_16	k141_64327	18810	19520	-	711	0	0
2317_17	k141_64327	19662	20009	+	348	0	0
2317_18	k141_64327	20079	21155	-	1077	0	0
2317_19	k141_64327	22005	22832	+	828	1	0.00152883
2317_20	k141_64327	22907	24721	-	1815	13	0.00906685
2317_21	k141_64327	24848	25306	-	459	0	0
2317_22	k141_64327	25325	26149	-	825	13	0.0199471
2317_23	k141_64327	26142	27239	-	1098	7	0.00807022
2317_24	k141_64327	27530	27616	+	87	0	0
2318_1	k141_529	2	763	-	762	0	0
2318_2	k141_529	763	1017	-	255	0	0
2318_3	k141_529	1054	1458	-	405	0	0
2318_4	k141_529	1442	1738	-	297	0	0
2318_5	k141_529	1731	3299	-	1569	0	0
2318_6	k141_529	3686	4663	-	978	0	0
2318_7	k141_529	4688	4780	-	93	0	0
2319_1	k141_51547	37	507	+	471	15	0.0403144
2319_2	k141_51547	507	737	+	231	3	0.0164399
2319_3	k141_51547	805	1245	+	441	4	0.0114818
2320_1	k141_141224	1	1284	-	1284	1	0.000985882
2320_2	k141_141224	1309	2412	-	1104	0	0
2320_3	k141_141224	2409	2690	-	282	0	0
2321_1	k141_102379	3	1358	-	1356	7	0.00653474
2321_2	k141_102379	1375	2418	-	1044	2	0.00242504
2321_3	k141_102379	2660	4168	+	1509	4	0.00335553
2321_4	k141_102379	4305	5198	+	894	0	0
2321_5	k141_102379	5216	6481	+	1266	2	0.0019998
2321_6	k141_102379	6478	7329	+	852	1	0.00148577
2321_7	k141_102379	7563	9524	-	1962	3	0.00193558
2321_8	k141_102379	9679	10350	+	672	0	0
2321_9	k141_102379	10352	13603	+	3252	7	0.00272482
2321_10	k141_102379	13632	14345	+	714	1	0.00177293
2322_1	k141_89958	1	1137	+	1137	0	0
2322_2	k141_89958	1524	2324	+	801	0	0
2322_3	k141_89958	2458	2697	-	240	0	0
2322_4	k141_89958	3049	4251	-	1203	0	0
2322_5	k141_89958	4442	4750	-	309	0	0
2323_1	k141_64328	572	991	-	420	7	0.0210979
2324_1	k141_128400	2	1363	-	1362	3	0.00278826
2324_2	k141_128400	1518	2753	-	1236	0	0
2324_3	k141_128400	2810	3682	-	873	0	0
2324_4	k141_128400	3679	4683	-	1005	0	0
2324_5	k141_128400	5005	5235	+	231	0	0
2324_6	k141_128400	5252	5347	-	96	0	0
2325_1	k141_25935	156	764	-	609	0	0
2325_2	k141_25935	926	1252	+	327	4	0.0154847
2325_3	k141_25935	1239	1823	+	585	0	0
2325_4	k141_25935	1820	2665	+	846	11	0.0164593
2325_5	k141_25935	2703	3683	-	981	2	0.00258078
2326_1	k141_204968	74	1300	+	1227	53	0.0546791
2326_2	k141_204968	1582	2619	+	1038	64	0.0780499
2326_3	k141_204968	2979	3692	+	714	37	0.0655984
2326_4	k141_204968	3692	4267	+	576	19	0.0417562
2326_5	k141_204968	4347	5456	+	1110	31	0.0353532
2326_6	k141_204968	5449	5976	+	528	17	0.0407572
2326_7	k141_204968	6200	6979	+	780	23	0.037327
2327_1	k141_141227	2	1552	-	1551	10	0.00816165
2327_2	k141_141227	1768	2040	-	273	0	0
2327_3	k141_141227	2033	2389	-	357	2	0.00709172
2327_4	k141_141227	2940	3407	+	468	5	0.0135243
2328_1	k141_89967	2	580	-	579	0	0
2328_2	k141_89967	612	1259	-	648	0	0
2329_1	k141_64335	3	962	-	960	20	0.0263723
2329_2	k141_64335	959	1471	-	513	14	0.0345462
2330_1	k141_51552	1	576	-	576	16	0.0351631
2330_2	k141_51552	583	1569	-	987	50	0.0641273
2330_3	k141_51552	1596	3059	-	1464	69	0.059662
2330_4	k141_51552	3274	3366	-	93	4	0.0544461
2331_1	k141_128402	277	1596	-	1320	0	0
2332_1	k141_25947	323	1000	-	678	0	0
2333_1	k141_543	3	89	+	87	0	0
2333_2	k141_543	529	1536	-	1008	6	0.00753495
2334_1	k141_141230	67	1512	-	1446	0	0
2335_1	k141_89969	2	400	+	399	0	0
2335_2	k141_89969	406	1248	-	843	0	0
2335_3	k141_89969	1245	1838	-	594	0	0
2336_1	k141_51555	3	563	-	561	0	0
2336_2	k141_51555	644	1507	-	864	3	0.00439539
2336_3	k141_51555	1693	1911	+	219	0	0
2337_1	k141_544	2	1291	-	1290	0	0
2338_1	k141_230543	334	573	-	240	0	0
2338_2	k141_230543	691	906	+	216	0	0
2338_3	k141_230543	1117	1635	-	519	0	0
2338_4	k141_230543	2556	2984	-	429	0	0
2338_5	k141_230543	2966	3313	-	348	0	0
2338_6	k141_230543	3848	4081	+	234	0	0
2338_7	k141_230543	4130	5197	-	1068	0	0
2338_8	k141_230543	5896	6459	-	564	0	0
2338_9	k141_230543	6456	7277	-	822	0	0
2338_10	k141_230543	7295	8377	-	1083	0	0
2338_11	k141_230543	8379	8909	-	531	0	0
2338_12	k141_230543	8978	9223	-	246	0	0
2339_1	k141_128406	492	998	+	507	5	0.0124839
2339_2	k141_128406	1125	2228	-	1104	20	0.0229325
2340_1	k141_141234	2	250	-	249	0	0
2340_2	k141_141234	382	879	+	498	0	0
2340_3	k141_141234	979	1179	+	201	0	0
2341_1	k141_115548	258	1586	-	1329	7	0.0066675
2341_2	k141_115548	1665	2162	-	498	4	0.0101676
2341_3	k141_115548	2185	2718	+	534	5	0.0118527
2341_4	k141_115548	3338	4270	+	933	5	0.00678388
2341_5	k141_115548	4361	5698	+	1338	6	0.00567656
2341_6	k141_115548	5787	6317	+	531	2	0.00476788
2341_7	k141_115548	6336	6740	+	405	8	0.0250049
2341_8	k141_115548	6833	7759	+	927	4	0.00546223
2341_9	k141_115548	7793	8560	+	768	0	0
2341_10	k141_115548	8560	9552	+	993	2	0.00254959
2341_11	k141_115548	9641	9919	+	279	3	0.0136115
2341_12	k141_115548	10049	10345	+	297	3	0.0127866
2341_13	k141_115548	10497	11951	+	1455	16	0.0139202
2341_14	k141_115548	12691	15183	+	2493	17	0.0086321
2341_15	k141_115548	15289	16227	+	939	9	0.012133
2341_16	k141_115548	16401	17804	+	1404	19	0.0171307
2341_17	k141_115548	17985	18326	+	342	1	0.00370138
2342_1	k141_141235	2	91	-	90	0	0
2342_2	k141_141235	126	791	-	666	0	0
2342_3	k141_141235	989	1066	+	78	0	0
2343_1	k141_51558	337	1077	-	741	0	0
2343_2	k141_51558	1080	1436	-	357	1	0.00354586
2344_1	k141_204974	3	815	+	813	24	0.0373689
2344_2	k141_204974	841	1599	+	759	56	0.0933977
2344_3	k141_204974	1710	2825	-	1116	62	0.0703262
2344_4	k141_204974	2848	3789	-	942	40	0.0537525
2344_5	k141_204974	3972	4670	+	699	23	0.0416524
2345_1	k141_230546	3	62	-	60	0	0
2345_2	k141_230546	301	1272	-	972	0	0
2346_1	k141_128407	3	356	+	354	0	0
2346_2	k141_128407	357	2171	+	1815	0	0
2347_1	k141_89972	287	1525	+	1239	0	0
2347_2	k141_89972	1555	2517	+	963	0	0
2347_3	k141_89972	2543	3010	+	468	0	0
2347_4	k141_89972	3060	3665	-	606	0	0
2348_1	k141_64344	155	1270	+	1116	0	0
2348_2	k141_64344	1290	2693	+	1404	0	0
2349_1	k141_141237	1	546	+	546	8	0.0185476
2349_2	k141_141237	555	884	+	330	2	0.00767195
2349_3	k141_141237	838	1599	-	762	29	0.0481762
2350_1	k141_64346	2	562	-	561	0	0
2350_2	k141_64346	739	1122	-	384	0	0
2351_1	k141_553	1	1704	+	1704	0	0
2352_1	k141_141238	2	220	+	219	4	0.023121
2352_2	k141_141238	299	1588	-	1290	38	0.0372893
2353_1	k141_115557	3	383	-	381	1	0.0033225
2353_2	k141_115557	458	1339	-	882	0	0
2353_3	k141_115557	1364	1537	-	174	0	0
2354_1	k141_230548	3	590	-	588	1	0.00215284
2354_2	k141_230548	583	3105	-	2523	10	0.00501733
2355_1	k141_89973	92	1030	-	939	0	0
2355_2	k141_89973	1044	2000	-	957	0	0
2355_3	k141_89973	2066	3232	-	1167	0	0
2356_1	k141_115558	85	204	+	120	0	0
2356_2	k141_115558	201	410	+	210	0	0
2356_3	k141_115558	481	1011	+	531	0	0
2357_1	k141_25948	1	201	+	201	0	0
2357_2	k141_25948	284	2449	-	2166	0	0
2357_3	k141_25948	2697	3500	+	804	0	0
2357_4	k141_25948	3894	5018	-	1125	0	0
2357_5	k141_25948	5177	6649	+	1473	0	0
2357_6	k141_25948	6767	7447	-	681	2	0.00371769
2357_7	k141_25948	7536	8510	-	975	0	0
2357_8	k141_25948	8503	8568	-	66	0	0
2358_1	k141_89974	1	336	+	336	0	0
2358_2	k141_89974	380	991	-	612	0	0
2359_1	k141_141240	1	450	-	450	0	0
2359_2	k141_141240	516	1718	-	1203	0	0
2360_1	k141_115559	1	1875	-	1875	0	0
2361_1	k141_64352	12	764	-	753	0	0
2361_2	k141_64352	769	1383	-	615	0	0
2361_3	k141_64352	1402	1698	-	297	0	0
2362_1	k141_230552	3	635	-	633	0	0
2362_2	k141_230552	708	992	-	285	0	0
2362_3	k141_230552	1001	1102	-	102	0	0
2363_1	k141_141244	2	1060	-	1059	40	0.0478139
2363_2	k141_141244	1083	1160	-	78	1	0.0162291
2364_1	k141_25950	1	690	+	690	0	0
2364_2	k141_25950	711	2471	-	1761	2	0.00143767
2365_1	k141_115562	358	1020	+	663	0	0
2366_1	k141_64354	3	1403	-	1401	0	0
2367_1	k141_230556	2	658	+	657	3	0.00578024
2367_2	k141_230556	651	1004	+	354	2	0.00715182
2368_1	k141_25952	2	268	-	267	0	0
2368_2	k141_25952	512	1126	+	615	0	0
2369_1	k141_64355	1	135	-	135	5	0.0468841
2369_2	k141_64355	553	1329	-	777	39	0.063538
2370_1	k141_153862	329	694	-	366	59	0.204061
2370_2	k141_153862	761	1252	+	492	64	0.164666
2370_3	k141_153862	1360	2136	+	777	70	0.114043
2370_4	k141_153862	2154	3707	+	1554	163	0.132778
2370_5	k141_153862	3700	4620	+	921	124	0.170432
2370_6	k141_153862	4650	5651	+	1002	99	0.125071
2370_7	k141_153862	5681	6472	+	792	32	0.0511463
2370_8	k141_153862	6472	7332	+	861	70	0.102916
2370_9	k141_153862	7722	8408	+	687	42	0.0773896
2370_10	k141_153862	8405	9211	+	807	60	0.0941169
2370_11	k141_153862	9419	10453	-	1035	81	0.0990682
2370_12	k141_153862	10644	11603	+	960	116	0.15296
2370_13	k141_153862	11637	13088	+	1452	105	0.0915403
2370_14	k141_153862	13267	13782	+	516	47	0.115302
2370_15	k141_153862	13913	14797	-	885	96	0.137315
2370_16	k141_153862	14822	17224	-	2403	250	0.131697
2370_17	k141_153862	17355	19475	+	2121	239	0.142642
2370_18	k141_153862	19611	20576	+	966	93	0.12187
2370_19	k141_153862	20640	21914	+	1275	98	0.0972984
2371_1	k141_115567	325	1581	+	1257	0	0
2372_1	k141_25954	3	530	+	528	0	0
2372_2	k141_25954	556	1083	-	528	0	0
2373_1	k141_77022	2	406	+	405	0	0
2373_2	k141_77022	407	886	+	480	0	0
2373_3	k141_77022	924	1166	+	243	0	0
2373_4	k141_77022	1229	2662	+	1434	1	0.000882756
2373_5	k141_77022	3001	4302	+	1302	0	0
2373_6	k141_77022	4451	5080	-	630	0	0
2373_7	k141_77022	5096	5629	-	534	0	0
2373_8	k141_77022	5878	7890	+	2013	0	0
2373_9	k141_77022	8001	9770	+	1770	0	0
2373_10	k141_77022	9763	11265	+	1503	0	0
2373_11	k141_77022	11415	12752	+	1338	0	0
2373_12	k141_77022	12783	13700	+	918	0	0
2373_13	k141_77022	13678	14553	+	876	0	0
2373_14	k141_77022	14584	15654	+	1071	0	0
2373_15	k141_77022	15677	17290	+	1614	0	0
2373_16	k141_77022	17329	17964	+	636	0	0
2373_17	k141_77022	17996	19399	+	1404	0	0
2373_18	k141_77022	19433	20392	+	960	0	0
2373_19	k141_77022	20589	24902	+	4314	0	0
2373_20	k141_77022	25113	25913	+	801	0	0
2373_21	k141_77022	25900	26598	+	699	0	0
2373_22	k141_77022	26662	27990	+	1329	0	0
2374_1	k141_141246	2	148	-	147	0	0
2374_2	k141_141246	175	615	-	441	0	0
2374_3	k141_141246	612	1040	-	429	0	0
2374_4	k141_141246	1050	2144	-	1095	0	0
2374_5	k141_141246	2146	2592	-	447	0	0
2374_6	k141_141246	2589	2906	-	318	0	0
2374_7	k141_141246	2983	3210	-	228	0	0
2375_1	k141_64356	3	1355	+	1353	1	0.000935604
2376_1	k141_556	143	3520	+	3378	126	0.0472173
2376_2	k141_556	3542	5431	+	1890	79	0.0529121
2376_3	k141_556	5535	6281	-	747	44	0.0745627
2376_4	k141_556	6405	7079	-	675	29	0.0543856
2377_1	k141_230559	1	213	+	213	0	0
2377_2	k141_230559	191	454	+	264	0	0
2377_3	k141_230559	612	1271	-	660	0	0
2377_4	k141_230559	1414	2082	+	669	0	0
2378_1	k141_153865	3	1472	-	1470	0	0
2379_1	k141_557	1	1107	+	1107	4	0.00457406
2380_1	k141_128410	1	549	-	549	10	0.0230578
2380_2	k141_128410	831	1502	+	672	3	0.00565121
2380_3	k141_128410	1499	2515	+	1017	4	0.00497885
2380_4	k141_128410	2629	3396	+	768	7	0.0115379
2380_5	k141_128410	3386	5599	+	2214	10	0.00571758
2380_6	k141_128410	5610	6032	+	423	1	0.00299261
2380_7	k141_128410	6279	6998	+	720	2	0.00351631
2380_8	k141_128410	6995	8281	+	1287	0	0
2380_9	k141_128410	8446	8616	+	171	1	0.00740276
2380_10	k141_128410	8622	9332	+	711	3	0.00534123
2380_11	k141_128410	9316	10533	+	1218	3	0.00311791
2380_12	k141_128410	10536	10757	+	222	0	0
2380_13	k141_128410	10769	11083	+	315	0	0
2380_14	k141_128410	11283	11579	+	297	0	0
2381_1	k141_13326	107	649	-	543	91	0.212144
2381_2	k141_13326	726	1847	-	1122	196	0.221133
2381_3	k141_13326	2489	2863	+	375	134	0.452338
2381_4	k141_13326	2975	4765	+	1791	509	0.359759
2381_5	k141_13326	4789	6558	+	1770	450	0.321832
2381_6	k141_13326	6565	7059	+	495	167	0.427072
2381_7	k141_13326	7385	9337	+	1953	610	0.395382
2381_8	k141_13326	9341	10510	-	1170	299	0.323501
2381_9	k141_13326	10701	11069	-	369	176	0.603776
2381_10	k141_13326	11729	13045	+	1317	425	0.408501
2381_11	k141_13326	13101	14930	+	1830	520	0.359701
2381_12	k141_13326	14937	15347	+	411	115	0.354198
2381_13	k141_13326	15340	16443	+	1104	307	0.352013
2381_14	k141_13326	16649	16939	+	291	103	0.448058
2381_15	k141_13326	16942	17826	+	885	287	0.410514
2381_16	k141_13326	18072	19496	+	1425	445	0.395307
2381_17	k141_13326	19838	20512	+	675	281	0.526978
2381_18	k141_13326	20499	21986	+	1488	358	0.304558
2381_19	k141_13326	22131	23432	+	1302	221	0.214868
2381_20	k141_13326	23432	24031	+	600	84	0.177222
2381_21	k141_13326	24035	26500	+	2466	643	0.330071
2381_22	k141_13326	27545	27652	+	108	38	0.445399
2381_23	k141_13326	28788	29900	+	1113	351	0.39921
2381_24	k141_13326	29936	30397	+	462	69	0.189059
2381_25	k141_13326	30416	31279	+	864	176	0.257863
2381_26	k141_13326	31276	32304	+	1029	314	0.386282
2381_27	k141_13326	32617	33408	+	792	251	0.401179
2381_28	k141_13326	33439	33858	+	420	89	0.268244
2381_29	k141_13326	33869	34480	+	612	167	0.345426
2381_30	k141_13326	34482	34952	+	471	104	0.279513
2381_31	k141_13326	34981	35412	+	432	73	0.213909
2382_1	k141_230561	369	1166	+	798	0	0
2383_1	k141_204975	209	1030	-	822	3	0.00461997
2383_2	k141_204975	1037	1327	-	291	2	0.00870015
2383_3	k141_204975	1440	2267	-	828	1	0.00152883
2383_4	k141_204975	2270	3115	-	846	3	0.00448891
2383_5	k141_204975	3139	3630	-	492	2	0.00514582
2383_6	k141_204975	3664	4089	-	426	0	0
2383_7	k141_204975	4385	5689	-	1305	1	0.000970017
2383_8	k141_204975	5686	6354	-	669	1	0.00189219
2383_9	k141_204975	6351	7679	-	1329	2	0.001905
2383_10	k141_204975	7676	8647	-	972	0	0
2383_11	k141_204975	8869	9600	-	732	2	0.00345867
2383_12	k141_204975	9784	10287	+	504	0	0
2383_13	k141_204975	10356	11345	-	990	5	0.00639329
2383_14	k141_204975	11380	12417	-	1038	1	0.00121953
2383_15	k141_204975	12615	13190	+	576	2	0.00439539
2384_1	k141_166636	1	189	+	189	1	0.00669774
2384_2	k141_166636	209	601	+	393	17	0.0547578
2384_3	k141_166636	819	1157	-	339	2	0.00746827
2384_4	k141_166636	1167	2219	-	1053	12	0.0144259
2384_5	k141_166636	2467	2664	+	198	1	0.00639329
2384_6	k141_166636	2718	2909	+	192	2	0.0131862
2384_7	k141_166636	2917	3303	-	387	2	0.00654197
2384_8	k141_166636	3491	3661	+	171	3	0.0222083
2384_9	k141_166636	3678	3857	-	180	0	0
2384_10	k141_166636	3901	4233	+	333	5	0.0190071
2384_11	k141_166636	4588	4926	+	339	5	0.0186707
2384_12	k141_166636	4923	5105	+	183	1	0.00691733
2384_13	k141_166636	5072	6043	+	972	6	0.00781402
2384_14	k141_166636	6213	6509	+	297	7	0.0298354
2384_15	k141_166636	6718	7686	+	969	7	0.00914459
2384_16	k141_166636	7631	8329	+	699	3	0.00543293
2384_17	k141_166636	8326	8634	+	309	3	0.01229
2384_18	k141_166636	8631	9125	+	495	6	0.0153439
2384_19	k141_166636	9122	9439	+	318	1	0.00398073
2384_20	k141_166636	9436	10215	+	780	3	0.00486874
2384_21	k141_166636	10219	11199	+	981	10	0.0129039
2384_22	k141_166636	11186	11617	+	432	4	0.011721
2384_23	k141_166636	11636	12940	+	1305	13	0.0126102
2384_24	k141_166636	13003	13566	+	564	1	0.00224445
2384_25	k141_166636	13563	14156	+	594	4	0.00852439
2384_26	k141_166636	14149	14577	+	429	0	0
2384_27	k141_166636	14601	14966	+	366	1	0.00345867
2384_28	k141_166636	14935	15378	+	444	0	0
2384_29	k141_166636	15605	16123	+	519	6	0.0146344
2384_30	k141_166636	16200	16739	+	540	13	0.0304747
2384_31	k141_166636	16743	18542	+	1800	10	0.00703262
2384_32	k141_166636	18543	19949	+	1407	10	0.00899696
2384_33	k141_166636	19952	20776	+	825	8	0.0122751
2384_34	k141_166636	20797	22029	+	1233	19	0.0195065
2384_35	k141_166636	22081	22389	+	309	5	0.0204834
2384_36	k141_166636	22386	22703	+	318	0	0
2384_37	k141_166636	22733	23182	+	450	0	0
2384_38	k141_166636	23192	23554	+	363	9	0.0313853
2384_39	k141_166636	23557	24171	+	615	5	0.0102916
2384_40	k141_166636	24201	24518	+	318	4	0.0159229
2384_41	k141_166636	24515	25039	+	525	5	0.0120559
2384_42	k141_166636	25056	28235	+	3180	42	0.0167191
2384_43	k141_166636	28242	28940	+	699	16	0.0289756
2384_44	k141_166636	28954	31791	+	2838	18	0.00802879
2384_45	k141_166636	31785	31961	+	177	1	0.00715182
2384_46	k141_166636	31963	32292	+	330	2	0.00767195
2384_47	k141_166636	32305	32958	+	654	7	0.0135491
2384_48	k141_166636	33038	33439	+	402	4	0.0125957
2384_49	k141_166636	33441	34736	+	1296	13	0.0126978
2384_50	k141_166636	35102	36487	+	1386	16	0.0146132
2384_51	k141_166636	36501	36722	+	222	5	0.0285106
2384_52	k141_166636	36724	36876	+	153	0	0
2384_53	k141_166636	36873	37118	+	246	1	0.00514582
2384_54	k141_166636	37126	37413	+	288	2	0.00879078
2384_55	k141_166636	37465	37818	+	354	3	0.0107277
2384_56	k141_166636	37815	38189	+	375	5	0.0168783
2384_57	k141_166636	38164	38538	+	375	10	0.0337566
2384_58	k141_166636	38535	39341	+	807	11	0.0172548
2384_59	k141_166636	39353	40000	+	648	15	0.0293026
2384_60	k141_166636	40300	40734	+	435	22	0.0640211
2384_61	k141_166636	41208	41525	+	318	5	0.0199036
2384_62	k141_166636	41542	41724	+	183	7	0.0484213
2384_63	k141_166636	41945	42124	+	180	11	0.0773588
2385_1	k141_204977	3	1061	+	1059	0	0
2386_1	k141_38774	27	1370	+	1344	3	0.00282561
2386_2	k141_38774	1532	2191	+	660	3	0.00575396
2386_3	k141_38774	2188	3609	+	1422	5	0.00445103
2386_4	k141_38774	3590	4465	+	876	3	0.00433518
2386_5	k141_38774	4701	5621	+	921	0	0
2386_6	k141_38774	6051	7448	+	1398	1	0.000905488
2386_7	k141_38774	7828	8583	+	756	0	0
2386_8	k141_38774	8728	9894	+	1167	0	0
2386_9	k141_38774	9891	10730	+	840	0	0
2386_10	k141_38774	11125	11433	+	309	0	0
2386_11	k141_38774	11527	13539	+	2013	1	0.000628848
2386_12	k141_38774	13546	14019	+	474	2	0.00534123
2386_13	k141_38774	14048	14641	+	594	0	0
2386_14	k141_38774	14660	15634	+	975	0	0
2386_15	k141_38774	15645	15947	+	303	0	0
2386_16	k141_38774	16004	17773	+	1770	1	0.000715182
2386_17	k141_38774	17775	19148	+	1374	0	0
2386_18	k141_38774	19197	19844	+	648	1	0.00195351
2386_19	k141_38774	20055	20807	+	753	0	0
2386_20	k141_38774	20924	21862	+	939	0	0
2386_21	k141_38774	21963	22526	+	564	0	0
2386_22	k141_38774	22725	23276	+	552	0	0
2386_23	k141_38774	23306	23731	+	426	0	0
2386_24	k141_38774	23904	26495	-	2592	0	0
2386_25	k141_38774	26630	27292	+	663	0	0
2386_26	k141_38774	27298	27816	-	519	1	0.00243906
2386_27	k141_38774	28009	28443	+	435	0	0
2386_28	k141_38774	28440	29159	+	720	0	0
2386_29	k141_38774	29156	29596	+	441	0	0
2386_30	k141_38774	29615	30529	+	915	0	0
2386_31	k141_38774	30546	31568	+	1023	0	0
2386_32	k141_38774	31568	32263	+	696	0	0
2386_33	k141_38774	33048	33479	-	432	10	0.0293026
2387_1	k141_77024	1	429	-	429	0	0
2387_2	k141_77024	548	2344	-	1797	9	0.00633993
2387_3	k141_77024	2678	3739	+	1062	1	0.00119197
2388_1	k141_560	64	675	+	612	0	0
2388_2	k141_560	956	1423	+	468	0	0
2389_1	k141_102384	1	1620	-	1620	4	0.00312561
2389_2	k141_102384	1648	1764	-	117	0	0
2389_3	k141_102384	1736	2101	-	366	0	0
2389_4	k141_102384	2350	3012	+	663	1	0.00190931
2389_5	k141_102384	3220	3399	+	180	0	0
2389_6	k141_102384	3565	4509	+	945	5	0.00669774
2389_7	k141_102384	4529	7135	+	2607	0	0
2389_8	k141_102384	7140	7781	+	642	2	0.00394353
2389_9	k141_102384	7781	8101	+	321	0	0
2389_10	k141_102384	8125	11289	+	3165	5	0.0019998
2389_11	k141_102384	11289	12980	+	1692	0	0
2389_12	k141_102384	13010	13687	+	678	0	0
2389_13	k141_102384	13700	14131	+	432	0	0
2389_14	k141_102384	14257	14619	+	363	2	0.0069745
2389_15	k141_102384	14882	16537	+	1656	5	0.00382208
2389_16	k141_102384	16665	16841	-	177	0	0
2389_17	k141_102384	16912	17691	-	780	0	0
2389_18	k141_102384	18430	18540	+	111	0	0
2389_19	k141_102384	18736	19941	+	1206	3	0.00314894
2389_20	k141_102384	19969	20601	+	633	4	0.00799919
2389_21	k141_102384	20632	20826	+	195	2	0.0129833
2389_22	k141_102384	21107	22741	+	1635	5	0.00387117
2390_1	k141_25956	2	277	+	276	0	0
2390_2	k141_25956	402	2129	+	1728	0	0
2390_3	k141_25956	2101	2955	+	855	0	0
2390_4	k141_25956	2972	3817	+	846	0	0
2390_5	k141_25956	3829	4752	+	924	0	0
2391_1	k141_230563	1	435	-	435	8	0.0232804
2391_2	k141_230563	825	2213	+	1389	9	0.00820219
2392_1	k141_38775	2	322	+	321	2	0.00788705
2392_2	k141_38775	340	885	+	546	1	0.00231845
2392_3	k141_38775	903	1001	+	99	0	0
2393_1	k141_89975	118	3303	+	3186	114	0.0452949
2393_2	k141_89975	3310	5013	+	1704	61	0.0453158
2393_3	k141_89975	5007	5504	+	498	23	0.058464
2393_4	k141_89975	5514	7442	+	1929	77	0.0505299
2393_5	k141_89975	7604	7879	-	276	25	0.114662
2393_6	k141_89975	8493	9962	-	1470	84	0.0723355
2393_7	k141_89975	10003	10293	-	291	15	0.0652511
2393_8	k141_89975	10381	10572	-	192	17	0.112082
2393_9	k141_89975	10726	10833	-	108	3	0.0351631
2393_10	k141_89975	10882	11169	+	288	14	0.0615354
2394_1	k141_166638	3	242	+	240	0	0
2394_2	k141_166638	182	460	+	279	0	0
2394_3	k141_166638	423	2075	+	1653	0	0
2394_4	k141_166638	2291	2392	+	102	0	0
2395_1	k141_563	115	369	+	255	0	0
2395_2	k141_563	362	676	+	315	0	0
2395_3	k141_563	836	1114	-	279	0	0
2396_1	k141_153875	1	423	-	423	0	0
2396_2	k141_153875	404	1009	-	606	0	0
2397_1	k141_25959	60	848	-	789	0	0
2398_1	k141_230566	3	92	-	90	0	0
2398_2	k141_230566	835	1017	-	183	0	0
2399_1	k141_128418	2	898	+	897	0	0
2399_2	k141_128418	921	1871	+	951	0	0
2399_3	k141_128418	1894	2151	+	258	0	0
2399_4	k141_128418	2235	2390	-	156	0	0
2399_5	k141_128418	2655	2792	+	138	0	0
2400_1	k141_166639	1	384	-	384	0	0
2400_2	k141_166639	386	679	-	294	0	0
2400_3	k141_166639	776	1330	-	555	0	0
2401_1	k141_204985	2	1111	-	1110	0	0
2401_2	k141_204985	1315	1641	-	327	0	0
2402_1	k141_243238	16	1536	-	1521	0	0
2402_2	k141_243238	1630	3207	-	1578	0	0
2402_3	k141_243238	3234	4085	-	852	0	0
2402_4	k141_243238	4180	5274	+	1095	0	0
2402_5	k141_243238	5401	7110	+	1710	0	0
2402_6	k141_243238	7200	7565	+	366	0	0
2402_7	k141_243238	7562	8077	-	516	0	0
2402_8	k141_243238	8046	8726	-	681	0	0
2402_9	k141_243238	8719	9900	-	1182	0	0
