# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_7_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_7/E6_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_7/E6_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_7/E6_2.bam	RPKG
14661_132	k141_144196	153892	154359	+	468	53	0.0987048
14661_133	k141_144196	154368	155042	-	675	70	0.0903863
14661_134	k141_144196	155359	156633	+	1275	83	0.0567383
14661_135	k141_144196	156718	158061	+	1344	90	0.0583649
14661_136	k141_144196	158077	159015	+	939	80	0.0742562
14661_137	k141_144196	159050	160600	+	1551	91	0.0511373
14661_138	k141_144196	160645	163575	+	2931	188	0.055905
14661_139	k141_144196	163672	164262	+	591	46	0.0678389
14661_140	k141_144196	164231	164617	+	387	28	0.0630602
14661_141	k141_144196	165136	165642	+	507	46	0.0790785
14661_142	k141_144196	165654	166160	+	507	66	0.11346
14661_143	k141_144196	166659	167939	+	1281	134	0.0911725
14661_144	k141_144196	167957	168412	+	456	12	0.0229364
14661_145	k141_144196	168434	168910	+	477	37	0.067607
14661_146	k141_144196	169238	169918	+	681	75	0.0959892
14661_147	k141_144196	169933	171204	+	1272	117	0.0801691
14661_148	k141_144196	171303	172787	+	1485	214	0.125602
14661_149	k141_144196	172814	173476	+	663	59	0.0775616
14661_150	k141_144196	173531	174868	+	1338	137	0.0892427
14661_151	k141_144196	174882	175334	+	453	65	0.125061
14661_152	k141_144196	175502	175960	+	459	44	0.0835504
14661_153	k141_144196	176096	176293	+	198	33	0.145264
14661_154	k141_144196	176855	178240	+	1386	119	0.0748328
14661_155	k141_144196	178244	179377	+	1134	105	0.0807021
14661_156	k141_144196	179973	181145	+	1173	88	0.0653872
14661_157	k141_144196	181251	181853	+	603	61	0.08817
14661_158	k141_144196	182123	182260	+	138	37	0.233685
14661_159	k141_144196	182257	182445	+	189	28	0.129123
14661_160	k141_144196	182763	182879	+	117	32	0.238381
14661_161	k141_144196	183184	183375	+	192	28	0.127106
14661_162	k141_144196	183372	183734	+	363	34	0.0816358
14661_163	k141_144196	183793	183948	-	156	14	0.0782189
14661_164	k141_144196	183996	185054	+	1059	122	0.100409
14661_165	k141_144196	185057	185386	+	330	35	0.0924405
14661_166	k141_144196	185415	187421	-	2007	124	0.0538496
14661_167	k141_144196	187433	188683	-	1251	75	0.0522531
14661_168	k141_144196	188662	189090	-	429	42	0.0853297
14661_169	k141_144196	189747	190502	+	756	63	0.0726318
14661_170	k141_144196	190507	190920	+	414	20	0.0421054
14661_171	k141_144196	190924	191646	+	723	58	0.0699195
14661_172	k141_144196	191792	192091	+	300	40	0.116211
14661_173	k141_144196	192103	192441	+	339	10	0.0257104
14661_174	k141_144196	192425	194518	+	2094	93	0.0387092
14662_1	k141_3307	958	1800	+	843	232	0.239866
14662_2	k141_3307	1822	1959	+	138	1	0.00631581
14663_1	k141_118831	2	118	+	117	1	0.00744942
14663_2	k141_118831	131	2461	+	2331	110	0.04113
14663_3	k141_118831	2527	3213	+	687	40	0.0507471
14663_4	k141_118831	3155	3736	-	582	21	0.0314488
14663_5	k141_118831	3808	4962	+	1155	84	0.0633878
14663_6	k141_118831	5070	6710	+	1641	111	0.0589553
14663_7	k141_118831	6840	7454	-	615	28	0.0396818
14664_1	k141_207591	157	1128	+	972	59	0.0529047
14664_2	k141_207591	1160	1630	+	471	39	0.0721692
14664_3	k141_207591	1649	3157	+	1509	107	0.0618021
14664_4	k141_207591	3189	4235	+	1047	40	0.0332983
14664_5	k141_207591	4262	5056	+	795	46	0.0504312
14664_6	k141_207591	5241	5738	-	498	45	0.0787574
14665_1	k141_54604	68	805	-	738	18	0.0212581
14665_2	k141_54604	805	1404	-	600	63	0.0915161
14665_3	k141_54604	1579	2478	+	900	98	0.0949056
14666_1	k141_16148	3	494	+	492	0	0
14666_2	k141_16148	541	1428	-	888	0	0
14666_3	k141_16148	1734	1895	+	162	0	0
14666_4	k141_16148	1961	2056	-	96	0	0
14667_1	k141_194853	1	516	+	516	0	0
14667_2	k141_194853	748	1932	+	1185	7	0.00514859
14667_3	k141_194853	1991	3178	+	1188	44	0.0322808
14667_4	k141_194853	3238	4449	+	1212	40	0.0287651
14667_5	k141_194853	4655	4840	-	186	2	0.00937185
14667_6	k141_194853	4871	5080	-	210	24	0.0996094
14667_7	k141_194853	5121	5876	-	756	18	0.020752
14668_1	k141_80031	3	560	+	558	28	0.0437353
14668_2	k141_80031	563	2851	-	2289	121	0.0460732
14669_1	k141_29008	1	189	-	189	0	0
14669_2	k141_29008	287	904	-	618	0	0
14669_3	k141_29008	985	2454	-	1470	9	0.00533622
14669_4	k141_29008	2473	2568	-	96	0	0
14670_1	k141_207593	3	611	+	609	8	0.0114494
14670_2	k141_207593	877	1149	+	273	9	0.0287335
14671_1	k141_67261	2	727	-	726	30	0.0360158
14671_2	k141_67261	977	2005	+	1029	14	0.0118583
14671_3	k141_67261	2156	2851	+	696	42	0.0525955
14672_1	k141_194855	3	491	+	489	6	0.0106943
14672_2	k141_194855	610	1116	+	507	8	0.0137528
14672_3	k141_194855	1143	1802	+	660	0	0
14673_1	k141_118833	1	1164	+	1164	9	0.00673904
14674_1	k141_118834	2	607	-	606	33	0.0474624
14674_2	k141_118834	936	1718	-	783	76	0.084598
14675_1	k141_169163	51	320	-	270	153	0.493897
14675_2	k141_169163	342	3104	-	2763	3391	1.06968
14675_3	k141_169163	3106	3660	-	555	668	1.04904
14675_4	k141_169163	3605	3922	-	318	417	1.14292
14675_5	k141_169163	4099	4461	-	363	548	1.31578
14675_6	k141_169163	4934	5281	-	348	512	1.28233
14675_7	k141_169163	5350	5685	-	336	446	1.15692
14675_8	k141_169163	5698	5889	-	192	139	0.630989
14675_9	k141_169163	5886	6095	-	210	254	1.0542
14675_10	k141_169163	6092	6484	-	393	347	0.769565
14675_11	k141_169163	6489	6806	-	318	313	0.857878
14675_12	k141_169163	6809	7510	-	702	900	1.11741
14675_13	k141_169163	7497	7691	-	195	150	0.670448
14675_14	k141_169163	7688	7867	-	180	129	0.624634
14675_15	k141_169163	7864	8133	-	270	281	0.907091
14675_16	k141_169163	8277	8477	-	201	250	1.08406
14675_17	k141_169163	8474	8683	-	210	165	0.684815
14675_18	k141_169163	8664	9155	-	492	567	1.00445
14675_19	k141_169163	9258	9425	-	168	226	1.17249
14675_20	k141_169163	9488	9733	-	246	293	1.0381
14675_21	k141_169163	9781	9942	-	162	148	0.79626
14675_22	k141_169163	9935	10480	-	546	546	0.871582
14675_23	k141_169163	10473	10952	-	480	496	0.900635
14675_24	k141_169163	10985	11287	-	303	278	0.799669
14675_25	k141_169163	11293	12510	-	1218	1423	1.01828
14675_26	k141_169163	12518	12685	-	168	122	0.632935
14675_27	k141_169163	12744	13022	-	279	297	0.927813
14675_28	k141_169163	13048	13212	-	165	258	1.36284
14675_29	k141_169163	13217	13483	-	267	398	1.29921
14675_30	k141_169163	13750	14112	-	363	760	1.8248
14675_31	k141_169163	14123	14656	-	534	709	1.15721
14675_32	k141_169163	14693	15190	-	498	647	1.13236
14675_33	k141_169163	15191	19186	-	3996	5555	1.21162
14675_34	k141_169163	19216	19503	-	288	343	1.03803
14675_35	k141_169163	19517	20083	-	567	872	1.34042
14675_36	k141_169163	20073	20621	-	549	850	1.34944
14675_37	k141_169163	20602	20844	-	243	321	1.15135
14675_38	k141_169163	20783	20872	-	90	14	0.135579
14675_39	k141_169163	20897	21820	-	924	1443	1.36114
14675_40	k141_169163	21837	22448	-	612	930	1.32446
14675_41	k141_169163	22523	22855	-	333	623	1.63062
14675_42	k141_169163	22931	23686	-	756	1368	1.57715
14675_43	k141_169163	23756	23998	-	243	423	1.5172
14675_44	k141_169163	24080	24307	-	228	406	1.55203
14675_45	k141_169163	24285	25034	-	750	1244	1.44566
14675_46	k141_169163	25051	25401	-	351	557	1.38311
14675_47	k141_169163	25413	25625	-	213	411	1.68179
14675_48	k141_169163	25689	25874	-	186	405	1.8978
14675_49	k141_169163	26025	26156	-	132	415	2.7402
14675_50	k141_169163	26264	26647	-	384	805	1.82714
14675_51	k141_169163	26676	27083	-	408	869	1.85638
14675_52	k141_169163	27137	27376	-	240	534	1.93927
14675_53	k141_169163	27491	27634	-	144	385	2.33027
14675_54	k141_169163	27744	27851	-	108	399	3.22001
14675_55	k141_169163	28005	28418	-	414	802	1.68843
14675_56	k141_169163	28415	28663	-	249	542	1.89718
14675_57	k141_169163	28905	30134	+	1230	2628	1.86221
14675_58	k141_169163	30804	31055	-	252	732	2.53174
14675_59	k141_169163	31052	31291	-	240	471	1.71048
14675_60	k141_169163	31298	31711	-	414	890	1.87369
14675_61	k141_169163	31731	33611	-	1881	3766	1.74502
14675_62	k141_169163	33625	35751	-	2127	4593	1.88208
14675_63	k141_169163	35756	42931	-	7176	16693	2.0275
14675_64	k141_169163	42928	43311	-	384	766	1.73862
14675_65	k141_169163	43316	43861	-	546	1358	2.16778
14675_66	k141_169163	43985	44416	-	432	1070	2.15878
14675_67	k141_169163	44450	45109	-	660	1496	1.97559
14675_68	k141_169163	45136	45468	-	333	780	2.04154
14675_69	k141_169163	45449	45775	-	327	797	2.12432
14675_70	k141_169163	45858	46133	-	276	610	1.92632
14675_71	k141_169163	46151	47914	-	1764	4171	2.06087
14675_72	k141_169163	47927	49186	-	1260	2818	1.9493
14675_73	k141_169163	49208	49744	-	537	1282	2.08076
14675_74	k141_169163	49749	50480	-	732	1892	2.25278
14675_75	k141_169163	50606	51850	+	1245	3549	2.48453
14675_76	k141_169163	51987	53732	-	1746	4405	2.19892
14675_77	k141_169163	53737	54540	-	804	1743	1.88951
14675_78	k141_169163	54537	55958	-	1422	3529	2.16302
14675_79	k141_169163	55958	56260	-	303	591	1.70002
14675_80	k141_169163	56248	56601	-	354	753	1.85396
14675_81	k141_169163	56617	56880	-	264	611	2.01718
14675_82	k141_169163	56899	57099	-	201	423	1.83423
14675_83	k141_169163	57101	57553	-	453	2001	3.84997
14675_84	k141_169163	57540	57842	-	303	4626	13.3067
14676_1	k141_29011	2	100	+	99	3	0.0264116
14676_2	k141_29011	66	3101	+	3036	269	0.0772252
14676_3	k141_29011	3101	3292	+	192	4	0.018158
14677_1	k141_80041	1	1116	+	1116	10	0.00780988
14678_1	k141_67263	2	2542	+	2541	15	0.00514511
14679_1	k141_246319	2	1009	+	1008	4	0.00345866
14679_2	k141_246319	1167	2045	+	879	4	0.00396624
14679_3	k141_246319	2058	3023	+	966	0	0
14679_4	k141_246319	3038	3766	+	729	0	0
14680_1	k141_16161	166	1287	+	1122	0	0
14681_1	k141_105097	346	573	+	228	0	0
14681_2	k141_105097	613	1497	+	885	0	0
14681_3	k141_105097	1494	2462	+	969	0	0
14681_4	k141_105097	2486	3436	+	951	1	0.00091649
14681_5	k141_105097	3433	4371	+	939	4	0.00371281
14681_6	k141_105097	4386	5330	+	945	9	0.00830078
14681_7	k141_105097	5327	6079	+	753	2	0.00231496
14681_8	k141_105097	6187	7428	+	1242	0	0
14681_9	k141_105097	7432	7902	+	471	0	0
14681_10	k141_105097	7899	8441	+	543	0	0
14681_11	k141_105097	8698	9246	+	549	0	0
14681_12	k141_105097	9243	9719	+	477	0	0
14681_13	k141_105097	10084	10500	+	417	0	0
14681_14	k141_105097	10520	10930	+	411	0	0
14682_1	k141_54609	1	402	-	402	0	0
14682_2	k141_54609	405	1367	-	963	1	0.00090507
14683_1	k141_194860	2	274	-	273	0	0
14683_2	k141_194860	444	1799	-	1356	0	0
14683_3	k141_194860	1942	2808	-	867	0	0
14684_1	k141_233367	2	562	+	561	11	0.0170898
14684_2	k141_233367	575	1267	+	693	0	0
14684_3	k141_233367	1283	1702	+	420	5	0.010376
14685_1	k141_16163	3	878	-	876	1	0.000994957
14685_2	k141_16163	1231	1359	-	129	1	0.00675645
14686_1	k141_29012	219	1670	-	1452	18	0.0108047
14687_1	k141_80044	3	443	+	441	3	0.00592913
14687_2	k141_80044	750	1880	-	1131	0	0
14688_1	k141_105103	2	175	-	174	0	0
14688_2	k141_105103	234	1163	-	930	0	0
14689_1	k141_233368	3	164	+	162	1	0.00538014
14689_2	k141_233368	148	915	+	768	0	0
14689_3	k141_233368	912	1097	-	186	0	0
14690_1	k141_118838	1	204	+	204	0	0
14690_2	k141_118838	441	1127	-	687	0	0
14691_1	k141_219893	234	1433	-	1200	32	0.0232422
14691_2	k141_219893	1581	2237	-	657	5	0.00663305
14691_3	k141_219893	2207	3106	-	900	38	0.0368001
14691_4	k141_219893	3125	5224	-	2100	45	0.0186768
14691_5	k141_219893	5231	5983	-	753	34	0.0393543
14691_6	k141_219893	6066	7115	-	1050	83	0.0688965
14691_7	k141_219893	7283	8632	-	1350	52	0.0335721
14691_8	k141_219893	8622	9332	-	711	41	0.05026
14691_9	k141_219893	9500	10420	-	921	45	0.0425854
14691_10	k141_219893	10420	10911	-	492	16	0.0283441
14691_11	k141_219893	10916	11515	-	600	32	0.0464844
14691_12	k141_219893	11551	14001	-	2451	113	0.0401831
14691_13	k141_219893	14245	15441	-	1197	41	0.0298537
14691_14	k141_219893	15445	15843	-	399	27	0.0589792
14691_15	k141_219893	15921	16478	-	558	31	0.0484212
14691_16	k141_219893	16471	16734	-	264	10	0.0330145
14691_17	k141_219893	16765	17640	-	876	50	0.0497478
14691_18	k141_219893	17659	18165	-	507	12	0.0206292
14691_19	k141_219893	18167	18799	-	633	37	0.0509456
14691_20	k141_219893	18786	19670	-	885	35	0.0344694
14691_21	k141_219893	19999	20412	-	414	33	0.0694739
14691_22	k141_219893	20598	22169	-	1572	92	0.0510086
14691_23	k141_219893	22175	23545	-	1371	49	0.0311506
14691_24	k141_219893	23542	24402	-	861	50	0.0506145
14692_1	k141_67264	3	1127	+	1125	22	0.0170443
14692_2	k141_67264	1182	2702	+	1521	77	0.0441235
14692_3	k141_67264	2750	3355	-	606	11	0.0158208
14692_4	k141_67264	3493	4047	+	555	17	0.0266971
14693_1	k141_118839	1	1038	+	1038	7	0.00587772
14694_1	k141_54610	2	280	+	279	1	0.00312395
14694_2	k141_54610	287	1261	+	975	8	0.00715144
14695_1	k141_16164	1	111	+	111	0	0
14695_2	k141_16164	111	407	+	297	7	0.0205423
14695_3	k141_16164	425	1258	+	834	17	0.0177661
14695_4	k141_16164	1274	1552	+	279	3	0.00937185
14695_5	k141_16164	1567	1950	+	384	18	0.0408554
14695_6	k141_16164	1966	2502	+	537	19	0.0308381
14696_1	k141_80046	82	1524	-	1443	17	0.0102681
14696_2	k141_80046	1499	1927	-	429	5	0.0101583
14697_1	k141_131191	1	981	+	981	15	0.0133269
14697_2	k141_131191	1042	1557	-	516	16	0.0270258
14697_3	k141_131191	1682	3931	+	2250	65	0.025179
14697_4	k141_131191	3951	4130	-	180	1	0.00484212
14697_5	k141_131191	4239	4706	-	468	3	0.00558707
14698_1	k141_219895	2	820	+	819	2	0.00212841
14698_2	k141_219895	826	1593	+	768	18	0.0204277
14699_1	k141_3311	1	228	-	228	1	0.00382273
14699_2	k141_3311	352	1272	-	921	33	0.0312293
14699_3	k141_3311	1339	2355	-	1017	36	0.0308525
14699_4	k141_3311	2342	2833	-	492	4	0.00708603
14699_5	k141_3311	2903	3394	-	492	15	0.0265726
14699_6	k141_3311	3461	3706	-	246	1	0.00354302
14699_7	k141_3311	3743	4231	-	489	9	0.0160414
14699_8	k141_3311	4258	4560	-	303	3	0.00862953
14699_9	k141_3311	4681	5070	-	390	6	0.013409
14699_10	k141_3311	5021	7015	-	1995	51	0.022281
14699_11	k141_3311	7256	10063	+	2808	69	0.0214171
14700_1	k141_156186	2	229	+	228	4	0.0152909
14700_2	k141_156186	321	902	+	582	4	0.00599026
14700_3	k141_156186	1050	1598	+	549	0	0
14700_4	k141_156186	1659	3071	+	1413	13	0.0080188
14700_5	k141_156186	3143	3814	+	672	6	0.00778198
14700_6	k141_156186	3842	5179	-	1338	9	0.00586266
14700_7	k141_156186	5270	6202	+	933	3	0.00280252
14700_8	k141_156186	6212	6661	-	450	6	0.0116211
14700_9	k141_156186	6945	7103	+	159	3	0.0164449
14700_10	k141_156186	7079	7348	+	270	9	0.0290527
14700_11	k141_156186	7544	7723	+	180	2	0.00968425
14700_12	k141_156186	7815	8900	+	1086	25	0.020064
14700_13	k141_156186	8911	9387	+	477	6	0.0109633
14700_14	k141_156186	9575	10447	+	873	15	0.0149756
14700_15	k141_156186	10485	11099	+	615	11	0.0155893
14700_16	k141_156186	11407	13077	+	1671	33	0.0172126
14700_17	k141_156186	13091	13579	+	489	0	0
14700_18	k141_156186	13593	14297	+	705	12	0.0148354
14700_19	k141_156186	14313	15338	+	1026	32	0.0271839
14700_20	k141_156186	15332	15925	+	594	5	0.00733655
14700_21	k141_156186	15926	17449	+	1524	11	0.00629095
14700_22	k141_156186	17459	18712	+	1254	31	0.0215463
14700_23	k141_156186	18724	22479	+	3756	72	0.0167076
14700_24	k141_156186	22481	23860	+	1380	13	0.00821056
14700_25	k141_156186	23860	24117	+	258	0	0
14700_26	k141_156186	24431	25714	+	1284	18	0.0122184
14700_27	k141_156186	25707	27458	+	1752	46	0.022884
14700_28	k141_156186	27451	28518	+	1068	36	0.0293792
14700_29	k141_156186	28665	29000	+	336	9	0.023346
14700_30	k141_156186	29012	30421	+	1410	26	0.0160717
14700_31	k141_156186	30469	30756	+	288	6	0.018158
14700_32	k141_156186	30771	31247	+	477	5	0.00913608
14700_33	k141_156186	31247	32251	+	1005	20	0.0173449
14700_34	k141_156186	32543	33775	+	1233	19	0.0134307
14700_35	k141_156186	33838	34635	+	798	3	0.00327662
14700_36	k141_156186	34648	34923	+	276	5	0.0157895
14700_37	k141_156186	34923	35180	+	258	1	0.00337823
14700_38	k141_156186	35281	36138	+	858	12	0.01219
14700_39	k141_156186	36086	36661	+	576	25	0.0378291
14700_40	k141_156186	36750	38075	+	1326	13	0.00854492
14700_41	k141_156186	38126	38704	+	579	25	0.0376331
14700_42	k141_156186	38796	39371	+	576	11	0.0166448
14700_43	k141_156186	39380	40369	+	990	23	0.0202489
14700_44	k141_156186	40446	41381	+	936	20	0.0186236
14700_45	k141_156186	41461	42948	+	1488	41	0.0240154
14700_46	k141_156186	43066	43479	+	414	8	0.0168422
14700_47	k141_156186	43443	44432	+	990	9	0.00792347
14700_48	k141_156186	44447	45136	+	690	5	0.00631581
14700_49	k141_156186	45129	45968	+	840	11	0.0114136
14700_50	k141_156186	46033	46875	+	843	16	0.0165425
14700_51	k141_156186	46875	47783	+	909	17	0.0163002
14700_52	k141_156186	47824	48657	+	834	8	0.0083605
14700_53	k141_156186	48725	50467	+	1743	14	0.00700066
14700_54	k141_156186	50531	51664	+	1134	24	0.0184462
14700_55	k141_156186	51668	52864	+	1197	20	0.0145628
14700_56	k141_156186	52924	53136	+	213	0	0
14700_57	k141_156186	53287	54486	+	1200	16	0.0116211
14700_58	k141_156186	54548	55480	+	933	12	0.0112101
14700_59	k141_156186	55473	57122	+	1650	15	0.00792347
14700_60	k141_156186	57262	58488	+	1227	9	0.00639302
14700_61	k141_156186	58608	59165	+	558	5	0.00780988
14700_62	k141_156186	59183	59929	+	747	9	0.010501
14700_63	k141_156186	59968	61221	-	1254	6	0.00417025
14700_64	k141_156186	61371	62042	+	672	22	0.0285339
14700_65	k141_156186	62043	63416	+	1374	19	0.0120524
14700_66	k141_156186	63427	63999	+	573	1	0.00152109
14700_67	k141_156186	64017	66977	+	2961	36	0.0105967
14700_68	k141_156186	66978	67964	+	987	11	0.00971368
14700_69	k141_156186	67964	68293	+	330	9	0.0237704
14700_70	k141_156186	68303	69691	+	1389	39	0.0244721
14700_71	k141_156186	69778	70050	+	273	0	0
14700_72	k141_156186	70053	70301	+	249	10	0.0350033
14700_73	k141_156186	70337	70837	+	501	0	0
14700_74	k141_156186	70824	71546	+	723	20	0.0241102
14700_75	k141_156186	71652	72002	+	351	8	0.0198651
14700_76	k141_156186	72085	72630	+	546	7	0.0111741
14700_77	k141_156186	72632	73489	+	858	12	0.01219
14700_78	k141_156186	73482	74111	+	630	7	0.00968425
14700_79	k141_156186	74180	74932	+	753	22	0.0254646
14700_80	k141_156186	74998	77073	+	2076	45	0.0188927
14700_81	k141_156186	77108	78409	+	1302	33	0.0220908
14700_82	k141_156186	78399	79298	+	900	16	0.0154948
14700_83	k141_156186	79443	80276	+	834	36	0.0376223
14700_84	k141_156186	80364	81245	+	882	30	0.0296457
14700_85	k141_156186	81264	82013	+	750	14	0.0162695
14700_86	k141_156186	82015	82560	+	546	15	0.0239446
14700_87	k141_156186	82642	83379	+	738	20	0.0236201
14700_88	k141_156186	83379	84161	+	783	10	0.0111313
14700_89	k141_156186	84165	85328	+	1164	47	0.0351928
14700_90	k141_156186	85313	86392	+	1080	21	0.0169474
14700_91	k141_156186	86449	90765	+	4317	186	0.0375525
14700_92	k141_156186	90787	91332	+	546	25	0.0399076
14700_93	k141_156186	91345	92661	+	1317	45	0.0297807
14700_94	k141_156186	92673	92930	+	258	12	0.0405387
14700_95	k141_156186	92923	93225	+	303	8	0.0230121
14700_96	k141_156186	93230	95074	+	1845	74	0.0349578
14700_97	k141_156186	95087	95431	+	345	4	0.0101053
14700_98	k141_156186	95500	96378	+	879	21	0.0208228
14700_99	k141_156186	96378	96596	+	219	9	0.0358184
14700_100	k141_156186	96661	96813	+	153	1	0.00569662
14700_101	k141_156186	96875	97363	+	489	22	0.0392123
14700_102	k141_156186	97347	98063	+	717	7	0.00850917
14700_103	k141_156186	98097	98744	+	648	24	0.0322808
14700_104	k141_156186	98749	99069	+	321	1	0.00271521
14700_105	k141_156186	99094	99825	+	732	7	0.0083348
14700_106	k141_156186	99828	100160	+	333	0	0
14700_107	k141_156186	100312	100617	+	306	2	0.00569662
14700_108	k141_156186	100682	102490	+	1809	40	0.0192721
14700_109	k141_156186	102613	104748	+	2136	47	0.0191781
14700_110	k141_156186	104821	104970	+	150	0	0
14700_111	k141_156186	105004	105621	+	618	9	0.0126929
14700_112	k141_156186	105631	106002	-	372	10	0.0234296
14700_113	k141_156186	105983	106393	-	411	5	0.0106032
14700_114	k141_156186	106369	106593	-	225	3	0.0116211
14700_115	k141_156186	106580	106987	-	408	1	0.00213623
14700_116	k141_156186	106974	107285	-	312	1	0.00279353
14700_117	k141_156186	107306	108307	-	1002	10	0.00869843
14700_118	k141_156186	108297	109256	-	960	8	0.00726318
14700_119	k141_156186	109431	109988	+	558	17	0.0265536
14700_120	k141_156186	109930	110520	+	591	3	0.00442428
14700_121	k141_156186	110592	110906	+	315	9	0.0249023
14700_122	k141_156186	111001	111399	+	399	2	0.00436883
14700_123	k141_156186	111386	112717	+	1332	13	0.00850643
14700_124	k141_156186	112723	112950	+	228	19	0.0726318
14700_125	k141_156186	112943	113791	+	849	9	0.00923939
14700_126	k141_156186	113792	115675	+	1884	23	0.0106403
14700_127	k141_156186	115656	116456	+	801	4	0.00435247
14700_128	k141_156186	116460	117092	+	633	2	0.00275381
14701_1	k141_29022	1	135	-	135	6	0.038737
14701_2	k141_29022	508	813	-	306	19	0.0541178
14701_3	k141_29022	800	1186	-	387	22	0.0495473
14702_1	k141_169181	3	1247	+	1245	0	0
14702_2	k141_169181	1244	1387	+	144	0	0
14703_1	k141_207616	2	262	+	261	5	0.016697
14703_2	k141_207616	265	606	+	342	9	0.0229364
14703_3	k141_207616	623	913	+	291	17	0.0509172
14703_4	k141_207616	972	1997	+	1026	24	0.0203879
14704_1	k141_233375	3	362	-	360	7	0.0169474
14704_2	k141_233375	563	1021	-	459	9	0.0170898
14704_3	k141_233375	1018	1641	-	624	5	0.00698383
14705_1	k141_131195	98	838	-	741	2	0.00235245
14705_2	k141_131195	892	1329	-	438	0	0
14706_1	k141_169183	2	532	+	531	0	0
14706_2	k141_169183	525	806	+	282	0	0
14706_3	k141_169183	831	1061	+	231	0	0
14707_1	k141_54619	1	930	-	930	0	0
14707_2	k141_54619	1126	1377	+	252	0	0
14708_1	k141_16172	1	1683	-	1683	86	0.0445372
14709_1	k141_67270	2	760	-	759	0	0
14709_2	k141_67270	811	1995	-	1185	11	0.00809064
14710_1	k141_29023	1	2070	+	2070	226	0.0951582
14711_1	k141_3315	3	170	+	168	0	0
14711_2	k141_3315	218	1048	+	831	3	0.00314651
14712_1	k141_156190	2	880	+	879	125	0.123945
14713_1	k141_131196	1	1323	+	1323	67	0.0441391
14714_1	k141_169185	1	1095	+	1095	0	0
14715_1	k141_207619	1	885	+	885	67	0.0659842
14715_2	k141_207619	976	1107	-	132	0	0
14716_1	k141_80048	134	976	+	843	24	0.0248137
14716_2	k141_80048	977	1711	+	735	19	0.0225307
14716_3	k141_80048	1779	2069	-	291	6	0.0179708
14716_4	k141_80048	2066	3352	-	1287	14	0.00948108
14716_5	k141_80048	3425	4810	-	1386	0	0
14717_1	k141_118842	1	1050	-	1050	7	0.00581055
14717_2	k141_118842	1130	1333	-	204	9	0.0384522
14717_3	k141_118842	1767	2009	-	243	1	0.00358676
14717_4	k141_118842	2016	2447	-	432	17	0.0342984
14717_5	k141_118842	2962	3120	-	159	2	0.0109633
14718_1	k141_3316	2	1246	+	1245	15	0.010501
14719_1	k141_169186	3	1067	+	1065	3	0.00245516
14720_1	k141_54621	94	906	+	813	8	0.00857645
14720_2	k141_54621	1020	1286	+	267	4	0.0130574
14721_1	k141_16176	386	1006	-	621	14	0.0196492
14722_1	k141_207622	3	704	-	702	9	0.0111741
14722_2	k141_207622	975	1082	-	108	3	0.0242106
14723_1	k141_54624	1	942	+	942	13	0.0120282
14724_1	k141_3317	3	632	-	630	10	0.0138346
14724_2	k141_3317	698	1201	-	504	12	0.020752
14724_3	k141_3317	1170	1730	-	561	6	0.00932173
14724_4	k141_3317	1823	2101	-	279	5	0.0156198
14725_1	k141_233383	2	436	+	435	8	0.0160291
14725_2	k141_233383	433	1425	+	993	42	0.0368645
14725_3	k141_233383	1422	1655	+	234	5	0.0186236
14726_1	k141_194870	2	1402	+	1401	5	0.00311057
14726_2	k141_194870	1560	2168	+	609	2	0.00286234
14727_1	k141_156200	1	243	+	243	0	0
14727_2	k141_156200	240	860	+	621	0	0
14727_3	k141_156200	861	1181	-	321	6	0.0162913
14728_1	k141_207624	1	471	+	471	13	0.0240564
14728_2	k141_207624	484	1080	+	597	27	0.0394183
14729_1	k141_131206	2	517	+	516	1	0.00168911
14729_2	k141_131206	609	1166	+	558	3	0.00468593
14730_1	k141_169191	1	957	+	957	9	0.0081967
14730_2	k141_169191	968	1462	+	495	13	0.02289
14731_1	k141_156201	3	182	-	180	0	0
14731_2	k141_156201	189	1025	-	837	4	0.00416527
14732_1	k141_219907	3	437	-	435	38	0.0761382
14732_2	k141_219907	434	2095	-	1662	138	0.0723696
14732_3	k141_219907	2190	2705	-	516	55	0.0929012
14732_4	k141_219907	2718	3389	-	672	48	0.0622559
14732_5	k141_219907	3402	3728	-	327	37	0.0986194
14733_1	k141_16177	3	617	-	615	0	0
14733_2	k141_16177	1284	2321	-	1038	0	0
14733_3	k141_16177	2404	2823	-	420	0	0
14733_4	k141_16177	2820	3203	-	384	0	0
14734_1	k141_233385	3	839	-	837	0	0
14734_2	k141_233385	844	1140	-	297	3	0.00880386
14735_1	k141_194871	107	616	-	510	0	0
14735_2	k141_194871	901	1230	-	330	1	0.00264116
14736_1	k141_156202	2	76	-	75	0	0
14736_2	k141_156202	175	873	-	699	2	0.0024938
14736_3	k141_156202	888	1076	-	189	0	0
14737_1	k141_3321	2	1120	-	1119	0	0
14738_1	k141_54629	3	155	+	153	0	0
14738_2	k141_54629	148	804	+	657	0	0
