# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_14_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_14/H3_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_14/H3_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_14/H3_2.bam	RPKG
6973_1	k141_1789	3	1034	-	1032	2	0.00371587
6974_1	k141_51248	1	195	-	195	9	0.0884949
6974_2	k141_51248	219	1436	-	1218	61	0.0960269
6974_3	k141_51248	1471	2403	-	933	33	0.0678176
6974_4	k141_51248	2406	5975	-	3570	184	0.0988234
6974_5	k141_51248	5989	6702	-	714	28	0.0751917
6974_6	k141_51248	6805	7038	-	234	11	0.0901337
6974_7	k141_51248	7060	8073	-	1014	44	0.0832003
6974_8	k141_51248	8149	8670	-	522	26	0.0955021
6974_9	k141_51248	8779	8958	-	180	7	0.0745651
6974_10	k141_51248	8962	9486	-	525	45	0.164348
6974_11	k141_51248	9620	10819	-	1200	61	0.0974673
6974_12	k141_51248	10847	11887	-	1041	90	0.165769
6974_13	k141_51248	12050	13261	+	1212	101	0.159782
6974_14	k141_51248	13323	14687	-	1365	74	0.103946
6974_15	k141_51248	14711	14983	-	273	12	0.0842808
6974_16	k141_51248	15017	15826	-	810	46	0.108889
6974_17	k141_51248	15829	17883	-	2055	155	0.144621
6974_18	k141_51248	17921	18511	-	591	47	0.152483
6974_19	k141_51248	18511	21195	-	2685	186	0.132825
6974_20	k141_51248	21211	21579	-	369	7	0.0363732
6974_21	k141_51248	21636	21863	+	228	14	0.117734
6974_22	k141_51248	21860	23296	-	1437	62	0.0827266
6974_23	k141_51248	23408	24463	-	1056	64	0.116205
6974_24	k141_51248	24605	25519	-	915	23	0.0481967
6974_25	k141_51248	25543	26892	-	1350	50	0.0710144
6974_26	k141_51248	26911	28161	-	1251	25	0.0383171
6974_27	k141_51248	28248	29921	-	1674	120	0.137447
6974_28	k141_51248	29945	30400	-	456	18	0.0756864
6974_29	k141_51248	30413	31294	-	882	28	0.0608695
6974_30	k141_51248	31335	32138	-	804	38	0.0906229
6974_31	k141_51248	32131	34020	-	1890	76	0.0771014
6974_32	k141_51248	34033	34926	-	894	31	0.0664866
6974_33	k141_51248	34919	35119	-	201	0	0
6974_34	k141_51248	35104	36315	-	1212	58	0.0917562
6974_35	k141_51248	36346	36768	-	423	38	0.172248
6974_36	k141_51248	36785	37192	-	408	23	0.108088
6974_37	k141_51248	37229	37816	-	588	23	0.0749999
6974_38	k141_51248	37834	38241	-	408	12	0.0563938
6974_39	k141_51248	38234	38743	-	510	16	0.0601534
6974_40	k141_51248	38759	39856	-	1098	60	0.104775
6974_41	k141_51248	39877	40251	-	375	23	0.1176
6974_42	k141_51248	40273	40467	-	195	9	0.0884949
6974_43	k141_51248	40482	41000	-	519	29	0.107137
6974_44	k141_51248	40985	41839	-	855	39	0.0874599
6974_45	k141_51248	41891	44596	-	2706	101	0.0715655
6974_46	k141_51248	44618	45319	-	702	31	0.084671
6974_47	k141_51248	45446	46690	+	1245	56	0.086244
6974_48	k141_51248	46814	47683	+	870	30	0.0661169
6974_49	k141_51248	47733	48980	-	1248	62	0.0952549
6974_50	k141_51248	48980	49897	-	918	39	0.0814577
6974_51	k141_51248	50072	50686	+	615	21	0.0654718
6974_52	k141_51248	50737	51165	-	429	10	0.0446944
6974_53	k141_51248	51269	51517	-	249	3	0.0231011
6975_1	k141_63655	1	186	-	186	0	0
6975_2	k141_63655	202	612	-	411	0	0
6975_3	k141_63655	2739	2987	-	249	0	0
6975_4	k141_63655	2974	3126	-	153	0	0
6975_5	k141_63655	3123	3485	-	363	1	0.00528206
6975_6	k141_63655	3478	3693	-	216	0	0
6975_7	k141_63655	3699	4013	-	315	0	0
6975_8	k141_63655	4044	4232	-	189	0	0
6975_9	k141_63655	4469	5074	-	606	0	0
6975_10	k141_63655	5467	5697	-	231	0	0
6975_11	k141_63655	5700	6014	-	315	0	0
6975_12	k141_63655	6127	6282	-	156	0	0
6975_13	k141_63655	6390	6611	-	222	0	0
6975_14	k141_63655	6814	6981	+	168	0	0
6975_15	k141_63655	6995	7132	+	138	0	0
6975_16	k141_63655	7209	7724	+	516	0	0
6975_17	k141_63655	7811	8089	+	279	0	0
6975_18	k141_63655	8458	9240	-	783	0	0
6975_19	k141_63655	9240	9539	-	300	0	0
6975_20	k141_63655	9657	9791	-	135	0	0
6975_21	k141_63655	9922	10446	+	525	0	0
6975_22	k141_63655	10473	11546	-	1074	0	0
6975_23	k141_63655	11686	11856	-	171	0	0
6975_24	k141_63655	11858	12157	-	300	0	0
6975_25	k141_63655	12159	12542	-	384	0	0
6975_26	k141_63655	12547	12711	-	165	0	0
6975_27	k141_63655	12698	12931	-	234	0	0
6975_28	k141_63655	12924	13394	-	471	0	0
6975_29	k141_63655	13397	13873	-	477	0	0
6975_30	k141_63655	13866	14324	-	459	0	0
6975_31	k141_63655	14314	14628	-	315	0	0
6975_32	k141_63655	14633	14908	-	276	0	0
6975_33	k141_63655	14911	15282	-	372	0	0
6975_34	k141_63655	15275	15598	-	324	0	0
6975_35	k141_63655	15585	15791	-	207	0	0
6975_36	k141_63655	15788	15943	-	156	0	0
6975_37	k141_63655	15927	16208	-	282	0	0
6975_38	k141_63655	16208	16735	-	528	0	0
6975_39	k141_63655	16736	17065	-	330	0	0
6975_40	k141_63655	17086	17823	-	738	0	0
6975_41	k141_63655	17896	18117	-	222	0	0
6975_42	k141_63655	18211	18348	-	138	0	0
6975_43	k141_63655	18351	18743	-	393	0	0
6975_44	k141_63655	19004	20488	-	1485	0	0
6975_45	k141_63655	20529	21089	-	561	10	0.0341781
6975_46	k141_63655	21175	21771	-	597	0	0
6975_47	k141_63655	21776	22381	-	606	0	0
6975_48	k141_63655	22374	22607	-	234	2	0.0163879
6975_49	k141_63655	22617	23897	-	1281	0	0
6975_50	k141_63655	23890	24684	-	795	0	0
6975_51	k141_63655	24685	25092	-	408	0	0
6976_1	k141_75564	1	663	-	663	3	0.00867597
6976_2	k141_75564	688	1200	-	513	1	0.0037376
6976_3	k141_75564	1235	1396	+	162	0	0
6977_1	k141_87800	3	629	-	627	6	0.0183482
6977_2	k141_87800	941	1360	-	420	0	0
6978_1	k141_26559	1	873	+	873	5	0.0109816
6978_2	k141_26559	1297	1935	-	639	2	0.00600122
6978_3	k141_26559	1938	2411	-	474	3	0.0121354
6978_4	k141_26559	2526	3473	-	948	14	0.0283159
6978_5	k141_26559	3665	4054	-	390	1	0.00491638
6978_6	k141_26559	4310	4936	-	627	2	0.00611607
6978_7	k141_26559	5048	5128	+	81	0	0
6979_1	k141_224136	3	1379	-	1377	0	0
6979_2	k141_224136	1574	3439	-	1866	0	0
6980_1	k141_112412	18	329	+	312	14	0.0860367
6980_2	k141_112412	336	1826	+	1491	71	0.0913042
6981_1	k141_174045	2	478	-	477	0	0
6981_2	k141_174045	563	1231	-	669	0	0
6982_1	k141_1792	1	441	+	441	0	0
6982_2	k141_1792	481	882	+	402	0	0
6982_3	k141_1792	745	1026	-	282	0	0
6982_4	k141_1792	1080	1283	+	204	0	0
6983_1	k141_112414	1	1068	+	1068	57	0.102333
6984_1	k141_51250	205	1521	+	1317	11	0.0160146
6985_1	k141_26562	1	1215	-	1215	1	0.0015781
6986_1	k141_63659	212	841	+	630	8	0.0243478
6986_2	k141_63659	1022	1306	+	285	12	0.0807322
6986_3	k141_63659	1313	1465	-	153	9	0.112788
6987_1	k141_1794	2	205	-	204	0	0
6987_2	k141_1794	327	1292	-	966	0	0
6988_1	k141_174048	251	1153	+	903	6	0.0127401
6988_2	k141_174048	1204	1653	+	450	0	0
6989_1	k141_137410	3	131	+	129	0	0
6989_2	k141_137410	91	492	-	402	25	0.119241
6989_3	k141_137410	1336	2409	-	1074	77	0.137466
6989_4	k141_137410	2406	3248	-	843	73	0.166037
6989_5	k141_137410	3248	4054	-	807	35	0.0831581
6989_6	k141_137410	4066	5154	-	1089	109	0.191915
6989_7	k141_137410	5409	7391	+	1983	215	0.207886
6989_8	k141_137410	7412	8380	+	969	78	0.154341
6989_9	k141_137410	8546	10615	+	2070	162	0.150057
6989_10	k141_137410	10968	11543	-	576	35	0.116508
6989_11	k141_137410	11590	12447	-	858	49	0.109501
6989_12	k141_137410	12924	13592	-	669	52	0.149035
6989_13	k141_137410	13606	15864	-	2259	146	0.123922
6989_14	k141_137410	16023	17024	-	1002	76	0.145431
6989_15	k141_137410	17543	17884	-	342	30	0.168192
6989_16	k141_137410	18046	19005	-	960	34	0.0679075
6989_17	k141_137410	19002	20084	-	1083	63	0.111538
6989_18	k141_137410	20093	21613	-	1521	122	0.153795
6989_19	k141_137410	21730	22755	-	1026	109	0.203699
6989_20	k141_137410	23008	23949	+	942	103	0.209651
6989_21	k141_137410	24615	26525	-	1911	119	0.119398
6990_1	k141_161760	2	664	-	663	0	0
6990_2	k141_161760	676	1233	-	558	0	0
6991_1	k141_51251	3	584	+	582	0	0
6991_2	k141_51251	584	1864	+	1281	0	0
6991_3	k141_51251	1870	2433	+	564	0	0
6992_1	k141_174050	1	636	+	636	0	0
6993_1	k141_1796	1	546	+	546	0	0
6994_1	k141_224145	3	1082	-	1080	0	0
6995_1	k141_99582	3	608	+	606	8	0.0253121
6995_2	k141_99582	639	827	+	189	0	0
6995_3	k141_99582	913	1860	+	948	9	0.0182031
6995_4	k141_99582	1967	3352	+	1386	16	0.0221344
6995_5	k141_99582	3651	5006	+	1356	5	0.00707002
6995_6	k141_99582	5048	5767	-	720	0	0
6995_7	k141_99582	5760	6095	-	336	2	0.011413
6995_8	k141_99582	6085	6441	-	357	0	0
6996_1	k141_38687	1	135	-	135	3	0.0426086
6996_2	k141_38687	317	1060	-	744	12	0.0309256
6996_3	k141_38687	1426	2994	-	1569	3	0.00366614
6996_4	k141_38687	3004	4086	-	1083	13	0.0230158
6996_5	k141_38687	4225	4695	-	471	24	0.0977014
6996_6	k141_38687	4891	6456	-	1566	48	0.0587705
6996_7	k141_38687	6493	7797	-	1305	68	0.0999099
6996_8	k141_38687	8630	8791	-	162	18	0.213043
6996_9	k141_38687	9085	9831	+	747	30	0.0770036
6996_10	k141_38687	9887	10318	-	432	25	0.11096
6996_11	k141_38687	10485	10946	-	462	27	0.112055
6996_12	k141_38687	11384	12322	+	939	37	0.0755521
6996_13	k141_38687	12724	12987	+	264	10	0.0726284
6996_14	k141_38687	13023	15071	-	2049	30	0.028073
6996_15	k141_38687	15190	15549	-	360	5	0.0266304
6996_16	k141_38687	15551	16318	-	768	18	0.0449388
6996_17	k141_38687	16715	16918	+	204	12	0.112788
6996_18	k141_38687	17096	17569	+	474	25	0.101128
6996_19	k141_38687	18327	19610	+	1284	31	0.0462921
6996_20	k141_38687	20406	20894	+	489	23	0.0901839
6997_1	k141_236193	3	1817	-	1815	106	0.11198
6997_2	k141_236193	2324	3025	+	702	34	0.092865
6997_3	k141_236193	3171	4313	-	1143	84	0.14091
6997_4	k141_236193	4427	5917	-	1491	91	0.117024
6997_5	k141_236193	6020	6154	-	135	11	0.156232
6997_6	k141_236193	6231	6377	-	147	7	0.0913042
6997_7	k141_236193	6436	6528	-	93	1	0.0206171
6997_8	k141_236193	6710	6862	+	153	97	1.2156
6997_9	k141_236193	7208	7693	+	486	193	0.761432
6997_10	k141_236193	7836	8993	-	1158	62	0.102658
6997_11	k141_236193	9099	9803	-	705	37	0.100629
6997_12	k141_236193	11074	12792	-	1719	43	0.0479626
6997_13	k141_236193	12802	13362	-	561	13	0.0444315
6997_14	k141_236193	13532	14035	+	504	20	0.0760869
6997_15	k141_236193	14174	14401	+	228	29	0.243878
6997_16	k141_236193	14463	15533	-	1071	71	0.12711
6997_17	k141_236193	15724	16344	-	621	57	0.175992
6997_18	k141_236193	16582	17952	-	1371	86	0.120274
6997_19	k141_236193	17966	19000	-	1035	62	0.114858
6997_20	k141_236193	19078	20490	-	1413	52	0.0705621
6997_21	k141_236193	20515	21804	-	1290	65	0.0966126
6997_22	k141_236193	22120	22980	+	861	59	0.131389
6997_23	k141_236193	22801	23208	-	408	7	0.0328964
6997_24	k141_236193	23219	24850	-	1632	120	0.140984
6997_25	k141_236193	24889	25551	-	663	66	0.190871
6997_26	k141_236193	25554	26279	-	726	62	0.163744
6997_27	k141_236193	26319	27224	-	906	74	0.156608
6997_28	k141_236193	27214	28047	-	834	81	0.186221
6997_29	k141_236193	28155	29018	-	864	88	0.19529
6997_30	k141_236193	29274	30218	+	945	129	0.261739
6997_31	k141_236193	30281	30739	-	459	22	0.091901
6997_32	k141_236193	30802	31221	-	420	10	0.0456521
6997_33	k141_236193	31258	31962	-	705	57	0.155023
6997_34	k141_236193	32083	32490	-	408	41	0.192679
6997_35	k141_236193	32844	34463	+	1620	155	0.183454
6997_36	k141_236193	34479	35639	+	1161	94	0.155241
6997_37	k141_236193	35776	37176	+	1401	94	0.128647
6997_38	k141_236193	37276	37797	-	522	37	0.135907
6997_39	k141_236193	37940	38677	+	738	58	0.150689
6997_40	k141_236193	38997	40358	-	1362	100	0.140777
6997_41	k141_236193	40489	41850	-	1362	119	0.167525
6997_42	k141_236193	41998	42726	-	729	36	0.0946859
6997_43	k141_236193	42753	43943	-	1191	114	0.183528
6997_44	k141_236193	43969	44781	-	813	44	0.10377
6997_45	k141_236193	44836	45777	-	942	75	0.152658
6997_46	k141_236193	45779	46900	-	1122	45	0.0769006
6997_47	k141_236193	46893	48437	-	1545	116	0.143959
6997_48	k141_236193	48474	49673	-	1200	98	0.156587
6997_49	k141_236193	49904	50050	+	147	24	0.313043
6997_50	k141_236193	50138	51235	-	1098	73	0.127477
6997_51	k141_236193	51235	51657	-	423	48	0.217576
6997_52	k141_236193	51838	52008	+	171	34	0.381235
6998_1	k141_174055	1	246	-	246	10	0.0779426
6998_2	k141_174055	298	666	-	369	15	0.0779426
6998_3	k141_174055	730	1149	-	420	1	0.00456521
6999_1	k141_75565	102	527	-	426	9	0.0405082
6999_2	k141_75565	781	1188	-	408	2	0.00939897
6999_3	k141_75565	1201	1911	-	711	15	0.0404512
6999_4	k141_75565	2155	3198	+	1044	16	0.0293853
6999_5	k141_75565	3420	4376	+	957	25	0.0500885
6999_6	k141_75565	4376	5179	+	804	15	0.0357722
6999_7	k141_75565	5577	5693	-	117	1	0.0163879
6999_8	k141_75565	5710	5973	-	264	0	0
6999_9	k141_75565	6072	6569	-	498	0	0
7000_1	k141_38689	2	1036	+	1035	37	0.0685443
7001_1	k141_161763	2	541	-	540	16	0.0568115
7001_2	k141_161763	623	838	-	216	0	0
7001_3	k141_161763	933	1148	-	216	1	0.0088768
7001_4	k141_161763	1280	2203	-	924	14	0.0290514
7002_1	k141_186715	26	3337	+	3312	0	0
7002_2	k141_186715	3350	5899	+	2550	0	0
7002_3	k141_186715	6025	10278	+	4254	0	0
7002_4	k141_186715	10470	11906	+	1437	0	0
7002_5	k141_186715	12092	13096	+	1005	0	0
7002_6	k141_186715	13166	14629	+	1464	0	0
7002_7	k141_186715	14726	15466	+	741	0	0
7002_8	k141_186715	15488	18814	+	3327	0	0
7002_9	k141_186715	18868	20343	-	1476	0	0
7002_10	k141_186715	20563	21525	-	963	0	0
7002_11	k141_186715	21538	22929	-	1392	0	0
7002_12	k141_186715	23219	24448	+	1230	0	0
7002_13	k141_186715	24463	25218	+	756	0	0
7003_1	k141_186716	2	409	+	408	0	0
7003_2	k141_186716	393	1100	+	708	0	0
7003_3	k141_186716	1153	1854	+	702	0	0
7004_1	k141_87803	70	660	+	591	78	0.253056
7004_2	k141_87803	1130	1588	+	459	50	0.208866
7004_3	k141_87803	1750	2205	+	456	27	0.11353
7004_4	k141_87803	2281	3309	-	1029	71	0.132298
7004_5	k141_87803	3532	4470	+	939	52	0.106181
7004_6	k141_87803	4487	5380	+	894	59	0.126539
7004_7	k141_87803	5402	7081	+	1680	149	0.170054
7004_8	k141_87803	7107	8498	+	1392	124	0.170802
7005_1	k141_99584	84	3029	-	2946	18	0.0117152
7005_2	k141_99584	3035	3979	-	945	19	0.0385507
7005_3	k141_99584	3986	4054	-	69	0	0
7006_1	k141_198296	2	1252	-	1251	264	0.404629
7006_2	k141_198296	1549	2400	+	852	45	0.101271
7006_3	k141_198296	2559	3650	+	1092	53	0.0930601
7006_4	k141_198296	3755	4807	+	1053	43	0.0782979
7006_5	k141_198296	4847	5899	-	1053	23	0.0418803
7006_6	k141_198296	5899	6594	-	696	18	0.0495877
7006_7	k141_198296	6670	7524	-	855	17	0.0381235
7006_8	k141_198296	7630	7896	+	267	2	0.0143625
7006_9	k141_198296	7889	8812	+	924	4	0.00830039
7006_10	k141_198296	8880	9872	-	993	16	0.0308945
7006_11	k141_198296	9909	10811	-	903	20	0.0424671
7006_12	k141_198296	11012	14227	-	3216	122	0.0727368
7006_13	k141_198296	14214	15302	-	1089	35	0.0616241
7006_14	k141_198296	15854	17485	-	1632	81	0.0951645
7006_15	k141_198296	17539	18870	-	1332	81	0.116598
7006_16	k141_198296	18898	19488	-	591	12	0.0389318
7006_17	k141_198296	19518	21152	-	1635	15	0.0175907
7006_18	k141_198296	21280	22356	+	1077	8	0.0142424
7006_19	k141_198296	22387	22785	-	399	0	0
7006_20	k141_198296	22883	23746	-	864	9	0.0199728
7006_21	k141_198296	23937	24935	+	999	6	0.0115159
7006_22	k141_198296	24951	25370	+	420	4	0.0182608
7007_1	k141_174057	2	334	-	333	0	0
7007_2	k141_174057	369	1418	-	1050	0	0
7007_3	k141_174057	1495	1989	-	495	0	0
7007_4	k141_174057	1986	2708	-	723	0	0
7008_1	k141_26569	2	2011	+	2010	82	0.0782218
7008_2	k141_26569	2105	3223	+	1119	63	0.10795
7008_3	k141_26569	3216	5729	+	2514	8	0.00610148
7008_4	k141_26569	5759	5935	-	177	0	0
7009_1	k141_186719	1	501	-	501	22	0.0841967
7009_2	k141_186719	578	1207	-	630	12	0.0365217
7010_1	k141_87804	1	789	+	789	1	0.00243015
7010_2	k141_87804	786	1253	+	468	0	0
7010_3	k141_87804	1255	1746	+	492	0	0
7010_4	k141_87804	1746	1829	+	84	1	0.0228261
7011_1	k141_51253	71	1873	-	1803	17	0.0180785
7011_2	k141_51253	2105	3241	-	1137	10	0.0168636
7011_3	k141_51253	3228	3599	-	372	2	0.0103085
7011_4	k141_51253	3876	4916	+	1041	1	0.00184187
7011_5	k141_51253	4943	5791	+	849	6	0.0135505
7011_6	k141_51253	6116	7015	+	900	2	0.00426086
7012_1	k141_63674	1	564	+	564	27	0.0917899
7012_2	k141_63674	565	1428	+	864	9	0.0199728
7012_3	k141_63674	1697	2449	+	753	12	0.030556
7012_4	k141_63674	2480	2815	+	336	1	0.00570652
7012_5	k141_63674	3100	3258	+	159	11	0.13265
7012_6	k141_63674	3331	4152	+	822	4	0.00933036
7013_1	k141_75576	1	681	+	681	0	0
7013_2	k141_75576	671	1183	+	513	0	0
7014_1	k141_149711	267	773	+	507	7	0.0264728
7014_2	k141_149711	770	1936	+	1167	33	0.0542192
7014_3	k141_149711	2119	2673	+	555	10	0.0345476
7014_4	k141_149711	2686	3129	+	444	12	0.0518213
7014_5	k141_149711	3126	5681	-	2556	50	0.0375076
7014_6	k141_149711	5734	5838	+	105	0	0
7014_7	k141_149711	5828	7174	+	1347	26	0.0370097
7014_8	k141_149711	7196	8068	+	873	13	0.0285522
7014_9	k141_149711	8200	8418	-	219	4	0.0350208
7014_10	k141_149711	8532	9905	-	1374	46	0.0641921
7014_11	k141_149711	10100	10408	+	309	12	0.0744617
7014_12	k141_149711	10847	12322	+	1476	33	0.0428685
7014_13	k141_149711	12319	12888	+	570	7	0.0235469
7014_14	k141_149711	12889	13902	+	1014	15	0.0283637
7014_15	k141_149711	13964	14776	+	813	14	0.0330178
7014_16	k141_149711	14763	15479	+	717	13	0.0347644
7014_17	k141_149711	15476	16660	+	1185	13	0.0210346
7014_18	k141_149711	16653	17435	+	783	10	0.0244877
7014_19	k141_149711	17854	18264	-	411	4	0.0186607
7015_1	k141_125056	308	583	-	276	28	0.194518
7015_2	k141_125056	580	1755	-	1176	57	0.0929347
7015_3	k141_125056	2548	4266	+	1719	11	0.0122695
7015_4	k141_125056	4315	4500	-	186	0	0
7015_5	k141_125056	4497	5672	-	1176	7	0.011413
7015_6	k141_125056	6323	7606	-	1284	60	0.0895976
7015_7	k141_125056	7699	8331	-	633	4	0.0121162
7015_8	k141_125056	8331	9230	-	900	0	0
7015_9	k141_125056	9275	10549	-	1275	29	0.0436112
7015_10	k141_125056	10928	11584	-	657	20	0.058368
7015_11	k141_125056	11581	12159	-	579	9	0.029804
7015_12	k141_125056	12551	12817	-	267	7	0.0502686
7016_1	k141_224153	3	509	+	507	5	0.0189092
7016_2	k141_224153	587	1066	+	480	7	0.0279619
7016_3	k141_224153	1099	1191	-	93	0	0
7016_4	k141_224153	1211	2851	-	1641	9	0.0105158
7016_5	k141_224153	3217	3600	+	384	5	0.024966
7016_6	k141_224153	3851	6010	+	2160	23	0.0204166
7017_1	k141_87805	1	66	-	66	3	0.0871541
7017_2	k141_87805	494	1003	-	510	4	0.0150383
7017_3	k141_87805	993	1391	-	399	1	0.00480549
7018_1	k141_186720	29	1822	+	1794	0	0
7019_1	k141_26570	3	938	+	936	0	0
7019_2	k141_26570	1094	3010	+	1917	0	0
7020_1	k141_38691	3	371	-	369	0	0
7020_2	k141_38691	358	1215	-	858	0	0
7020_3	k141_38691	1219	3150	-	1932	0	0
7020_4	k141_38691	3147	3884	-	738	0	0
7020_5	k141_38691	3897	5768	-	1872	0	0
7021_1	k141_75577	166	918	-	753	0	0
7021_2	k141_75577	1156	1290	+	135	0	0
7022_1	k141_236197	3	830	-	828	1	0.00231569
7022_2	k141_236197	1137	1352	-	216	1	0.0088768
7022_3	k141_236197	1522	2049	-	528	0	0
7022_4	k141_236197	2063	2986	-	924	12	0.0249012
7022_5	k141_236197	3219	5126	-	1908	60	0.0602953
7023_1	k141_137412	2	2416	+	2415	5	0.00396975
7023_2	k141_137412	2400	3023	+	624	2	0.00614548
7023_3	k141_137412	3068	3340	+	273	0	0
7023_4	k141_137412	3628	6354	+	2727	6	0.00421868
7023_5	k141_137412	6373	7803	+	1431	8	0.0107192
7023_6	k141_137412	7800	8879	+	1080	6	0.0106522
7023_7	k141_137412	8872	9201	+	330	0	0
7024_1	k141_51258	3	587	-	585	0	0
7024_2	k141_51258	605	1411	-	807	0	0
7025_1	k141_38692	3	1259	+	1257	0	0
7026_1	k141_63679	1	102	+	102	0	0
7026_2	k141_63679	99	1226	-	1128	0	0
7027_1	k141_75579	1	1122	+	1122	93	0.158928
7028_1	k141_224158	1	1497	+	1497	13	0.0166507
7029_1	k141_125062	2	172	+	171	0	0
7029_2	k141_125062	174	1130	+	957	0	0
7030_1	k141_137413	3	2132	-	2130	32	0.0288058
7030_2	k141_137413	2186	2713	-	528	28	0.10168
7031_1	k141_112419	2	1564	+	1563	0	0
7031_2	k141_112419	1606	2085	+	480	0	0
7031_3	k141_112419	2129	3103	+	975	5	0.00983276
7031_4	k141_112419	3117	4427	+	1311	6	0.00877524
7031_5	k141_112419	4429	5475	+	1047	4	0.00732527
7031_6	k141_112419	5465	6187	+	723	2	0.00530398
7031_7	k141_112419	6229	8454	+	2226	18	0.0155045
7031_8	k141_112419	8472	9356	+	885	0	0
7031_9	k141_112419	9359	10012	+	654	3	0.00879536
7031_10	k141_112419	10022	10708	+	687	3	0.00837288
7031_11	k141_112419	10709	12259	+	1551	19	0.0234883
7031_12	k141_112419	12453	12911	+	459	5	0.0208866
7031_13	k141_112419	12895	13308	-	414	7	0.0324196
7032_1	k141_1801	2	394	+	393	0	0
7032_2	k141_1801	1636	5127	+	3492	2	0.00109816
7032_3	k141_1801	5136	5285	+	150	0	0
7032_4	k141_1801	5780	9337	-	3558	0	0
7032_5	k141_1801	10368	10745	-	378	0	0
7032_6	k141_1801	10784	11296	-	513	0	0
7033_1	k141_211030	322	525	+	204	0	0
7033_2	k141_211030	738	2288	-	1551	0	0
7033_3	k141_211030	2304	2687	-	384	0	0
7033_4	k141_211030	2731	3297	-	567	0	0
7033_5	k141_211030	3863	4981	-	1119	0	0
7033_6	k141_211030	5277	6074	-	798	0	0
7033_7	k141_211030	6113	6775	-	663	0	0
7033_8	k141_211030	6768	7772	-	1005	0	0
7033_9	k141_211030	8020	9162	-	1143	0	0
7033_10	k141_211030	9324	10055	-	732	0	0
7033_11	k141_211030	10202	10618	-	417	0	0
7033_12	k141_211030	10765	12081	-	1317	0	0
7033_13	k141_211030	12219	12875	+	657	0	0
7033_14	k141_211030	12911	13819	+	909	0	0
7033_15	k141_211030	13939	14493	+	555	0	0
7033_16	k141_211030	14495	14749	+	255	0	0
7033_17	k141_211030	14751	15080	+	330	0	0
7033_18	k141_211030	15064	15963	+	900	0	0
7033_19	k141_211030	15980	17440	+	1461	0	0
7033_20	k141_211030	17517	18521	+	1005	0	0
7033_21	k141_211030	18540	19601	+	1062	0	0
7033_22	k141_211030	19744	20067	+	324	0	0
7033_23	k141_211030	20064	20990	+	927	0	0
7033_24	k141_211030	20983	21714	+	732	0	0
7033_25	k141_211030	21813	23333	+	1521	0	0
7033_26	k141_211030	23364	23522	+	159	0	0
7033_27	k141_211030	23519	24187	-	669	0	0
7033_28	k141_211030	24326	24883	+	558	0	0
7033_29	k141_211030	24978	27452	+	2475	0	0
7033_30	k141_211030	27462	28133	+	672	0	0
7033_31	k141_211030	27983	28516	-	534	0	0
7033_32	k141_211030	28591	29019	+	429	0	0
7033_33	k141_211030	29026	29547	+	522	0	0
7033_34	k141_211030	29685	30140	+	456	0	0
7033_35	k141_211030	30324	31328	+	1005	0	0
7033_36	k141_211030	31319	32317	+	999	0	0
7033_37	k141_211030	32372	32821	-	450	0	0
7033_38	k141_211030	32838	33257	-	420	0	0
7033_39	k141_211030	33378	35396	-	2019	0	0
7033_40	k141_211030	35516	36025	+	510	0	0
7033_41	k141_211030	36113	37465	-	1353	0	0
7033_42	k141_211030	37583	38515	-	933	0	0
7033_43	k141_211030	38828	39676	+	849	0	0
7033_44	k141_211030	39924	40697	+	774	0	0
7033_45	k141_211030	40791	42443	+	1653	0	0
7033_46	k141_211030	42451	44034	+	1584	0	0
7033_47	k141_211030	44089	45051	+	963	0	0
7033_48	k141_211030	45103	45351	+	249	0	0
7033_49	k141_211030	45576	47093	+	1518	0	0
7033_50	k141_211030	47302	48720	+	1419	0	0
7033_51	k141_211030	48729	49058	+	330	0	0
7033_52	k141_211030	49225	49818	-	594	0	0
7033_53	k141_211030	49836	50333	-	498	0	0
7033_54	k141_211030	50348	51304	-	957	0	0
7033_55	k141_211030	51335	52078	-	744	0	0
7034_1	k141_38696	71	283	-	213	0	0
7034_2	k141_38696	934	2055	+	1122	0	0
7035_1	k141_161768	3	1484	-	1482	2	0.00258757
7035_2	k141_161768	1505	2227	-	723	2	0.00530398
7035_3	k141_161768	2342	3109	+	768	11	0.0274626
7035_4	k141_161768	3112	3633	-	522	3	0.0110195
7035_5	k141_161768	3711	4607	-	897	11	0.0235131
7035_6	k141_161768	4904	5338	+	435	8	0.0352623
7035_7	k141_161768	5382	6113	+	732	1	0.00261938
7035_8	k141_161768	6045	6227	-	183	0	0
7035_9	k141_161768	6338	6967	-	630	2	0.00608695
7035_10	k141_161768	6980	8023	-	1044	6	0.0110195
7036_1	k141_236201	2	1750	-	1749	131	0.143612
7036_2	k141_236201	1786	2484	-	699	68	0.186527
7036_3	k141_236201	2554	2979	-	426	54	0.243049
7036_4	k141_236201	3183	3404	+	222	17	0.146827
