coassembly	sample	geneID	contig	start	stop	strand	length	mapped	RPKM	geneLoc	geneNum	Score
Stool_14	C23_2	240693_1	k141_240693	2	637	+	636	23	1.88455	Stool_14.k141_240693_1/2-210	Stool_14.k141_240693_1	300.5
Stool_14	C23_2	240512_1	k141_240512	2	637	+	636	15	1.22905	Stool_14.k141_240512_1/2-210	Stool_14.k141_240512_1	298.0
Stool_14	C23_2	220955_5	k141_220955	2672	3199	+	528	13	1.28306	Stool_14.k141_220955_5/63-175	Stool_14.k141_220955_5	207.6
Stool_14	C23_2	240512_5	k141_240512	4767	5294	+	528	24	2.36872	Stool_14.k141_240512_5/63-175	Stool_14.k141_240512_5	207.3
Stool_14	C23_2	240693_2	k141_240693	655	1800	+	1146	18	0.81851	Stool_14.k141_240693_2/20-361	Stool_14.k141_240693_2	241.4
Stool_14	C23_2	186679_3	k141_186679	1380	2831	-	1452	7	0.251228	Stool_14.k141_186679_3/21-362	Stool_14.k141_186679_3	239.5
Stool_14	C23_2	240512_2	k141_240512	656	1801	+	1146	33	1.5006	Stool_14.k141_240512_2/20-361	Stool_14.k141_240512_2	238.9
Stool_14	C23_2	27652_2	k141_27652	104	1549	+	1446	9	0.324347	Stool_14.k141_27652_2/21-364	Stool_14.k141_27652_2	231.2
Stool_14	C23_2	186679_4	k141_186679	2850	4166	-	1317	17	0.672665	Stool_14.k141_186679_4/62-342	Stool_14.k141_186679_4	168.1
Stool_14	E11_2	186679_4	k141_186679	2850	4166	-	1317	6	0.191815	Stool_14.k141_186679_4/64-437	Stool_14.k141_186679_4	641.1
Stool_14	E11_2	27652_2	k141_27652	104	1549	+	1446	1	0.0291171	Stool_14.k141_27652_2/11-266	Stool_14.k141_27652_2	449.5
Stool_14	E11_2	186679_3	k141_186679	1380	2831	-	1452	9	0.260971	Stool_14.k141_186679_3/11-266	Stool_14.k141_186679_3	445.0
Stool_14	E11_2	240512_2	k141_240512	656	1801	+	1146	1	0.0367394	Stool_14.k141_240512_2/11-266	Stool_14.k141_240512_2	446.5
Stool_14	E11_2	240693_2	k141_240693	655	1800	+	1146	8	0.293915	Stool_14.k141_240693_2/11-266	Stool_14.k141_240693_2	446.0
Stool_14	E11_2	240693_1	k141_240693	2	637	+	636	1	0.0662003	Stool_14.k141_240693_1/2-210	Stool_14.k141_240693_1	300.5
Stool_14	E11_2	240512_1	k141_240512	2	637	+	636	3	0.198601	Stool_14.k141_240512_1/2-210	Stool_14.k141_240512_1	298.0
Stool_14	E11_2	220955_5	k141_220955	2672	3199	+	528	3	0.239224	Stool_14.k141_220955_5/63-175	Stool_14.k141_220955_5	207.6
Stool_14	E11_2	240512_5	k141_240512	4767	5294	+	528	1	0.0797413	Stool_14.k141_240512_5/63-175	Stool_14.k141_240512_5	207.3
Stool_14	E11_2	240693_2	k141_240693	655	1800	+	1146	8	0.293915	Stool_14.k141_240693_2/20-361	Stool_14.k141_240693_2	241.4
Stool_14	E11_2	186679_3	k141_186679	1380	2831	-	1452	9	0.260971	Stool_14.k141_186679_3/21-362	Stool_14.k141_186679_3	239.5
Stool_14	E11_2	240512_2	k141_240512	656	1801	+	1146	1	0.0367394	Stool_14.k141_240512_2/20-361	Stool_14.k141_240512_2	238.9
Stool_14	E11_2	27652_2	k141_27652	104	1549	+	1446	1	0.0291171	Stool_14.k141_27652_2/21-364	Stool_14.k141_27652_2	231.2
Stool_14	E11_2	186679_4	k141_186679	2850	4166	-	1317	6	0.191815	Stool_14.k141_186679_4/62-342	Stool_14.k141_186679_4	168.1
Stool_14	E1_2	240693_2	k141_240693	655	1800	+	1146	60	2.51731	Stool_14.k141_240693_2/20-361	Stool_14.k141_240693_2	241.4
Stool_14	E1_2	186679_3	k141_186679	1380	2831	-	1452	6	0.198681	Stool_14.k141_186679_3/21-362	Stool_14.k141_186679_3	239.5
Stool_14	E1_2	240512_2	k141_240512	656	1801	+	1146	37	1.55234	Stool_14.k141_240512_2/20-361	Stool_14.k141_240512_2	238.9
Stool_14	E1_2	27652_2	k141_27652	104	1549	+	1446	6	0.199505	Stool_14.k141_27652_2/21-364	Stool_14.k141_27652_2	231.2
Stool_14	E1_2	186679_4	k141_186679	2850	4166	-	1317	14	0.511108	Stool_14.k141_186679_4/62-342	Stool_14.k141_186679_4	168.1
Stool_14	E1_2	186679_4	k141_186679	2850	4166	-	1317	14	0.511108	Stool_14.k141_186679_4/64-437	Stool_14.k141_186679_4	641.1
Stool_14	E1_2	27652_2	k141_27652	104	1549	+	1446	6	0.199505	Stool_14.k141_27652_2/11-266	Stool_14.k141_27652_2	449.5
Stool_14	E1_2	186679_3	k141_186679	1380	2831	-	1452	6	0.198681	Stool_14.k141_186679_3/11-266	Stool_14.k141_186679_3	445.0
Stool_14	E1_2	240512_2	k141_240512	656	1801	+	1146	37	1.55234	Stool_14.k141_240512_2/11-266	Stool_14.k141_240512_2	446.5
Stool_14	E1_2	240693_2	k141_240693	655	1800	+	1146	60	2.51731	Stool_14.k141_240693_2/11-266	Stool_14.k141_240693_2	446.0
Stool_14	E1_2	240693_1	k141_240693	2	637	+	636	20	1.51197	Stool_14.k141_240693_1/2-210	Stool_14.k141_240693_1	300.5
Stool_14	E1_2	240512_1	k141_240512	2	637	+	636	26	1.96556	Stool_14.k141_240512_1/2-210	Stool_14.k141_240512_1	298.0
Stool_14	E1_2	220955_5	k141_220955	2672	3199	+	528	15	1.36593	Stool_14.k141_220955_5/63-175	Stool_14.k141_220955_5	207.6
Stool_14	E1_2	240512_5	k141_240512	4767	5294	+	528	27	2.45867	Stool_14.k141_240512_5/63-175	Stool_14.k141_240512_5	207.3
Stool_14	E3_2	186679_4	k141_186679	2850	4166	-	1317	43	1.38185	Stool_14.k141_186679_4/64-437	Stool_14.k141_186679_4	641.1
Stool_14	E3_2	27652_2	k141_27652	104	1549	+	1446	15	0.439036	Stool_14.k141_27652_2/11-266	Stool_14.k141_27652_2	449.5
Stool_14	E3_2	186679_3	k141_186679	1380	2831	-	1452	25	0.728703	Stool_14.k141_186679_3/11-266	Stool_14.k141_186679_3	445.0
Stool_14	E3_2	240512_2	k141_240512	656	1801	+	1146	40	1.47725	Stool_14.k141_240512_2/11-266	Stool_14.k141_240512_2	446.5
Stool_14	E3_2	240693_2	k141_240693	655	1800	+	1146	35	1.29259	Stool_14.k141_240693_2/11-266	Stool_14.k141_240693_2	446.0
Stool_14	E3_2	240693_1	k141_240693	2	637	+	636	20	1.33091	Stool_14.k141_240693_1/2-210	Stool_14.k141_240693_1	300.5
Stool_14	E3_2	240512_1	k141_240512	2	637	+	636	12	0.798549	Stool_14.k141_240512_1/2-210	Stool_14.k141_240512_1	298.0
Stool_14	E3_2	220955_5	k141_220955	2672	3199	+	528	15	1.20236	Stool_14.k141_220955_5/63-175	Stool_14.k141_220955_5	207.6
Stool_14	E3_2	240512_5	k141_240512	4767	5294	+	528	9	0.721416	Stool_14.k141_240512_5/63-175	Stool_14.k141_240512_5	207.3
Stool_14	E3_2	240693_2	k141_240693	655	1800	+	1146	35	1.29259	Stool_14.k141_240693_2/20-361	Stool_14.k141_240693_2	241.4
Stool_14	E3_2	186679_3	k141_186679	1380	2831	-	1452	25	0.728703	Stool_14.k141_186679_3/21-362	Stool_14.k141_186679_3	239.5
Stool_14	E3_2	240512_2	k141_240512	656	1801	+	1146	40	1.47725	Stool_14.k141_240512_2/20-361	Stool_14.k141_240512_2	238.9
Stool_14	E3_2	27652_2	k141_27652	104	1549	+	1446	15	0.439036	Stool_14.k141_27652_2/21-364	Stool_14.k141_27652_2	231.2
Stool_14	E3_2	186679_4	k141_186679	2850	4166	-	1317	43	1.38185	Stool_14.k141_186679_4/62-342	Stool_14.k141_186679_4	168.1
Stool_14	E5_2	240693_2	k141_240693	655	1800	+	1146	0	0	Stool_14.k141_240693_2/20-361	Stool_14.k141_240693_2	241.4
Stool_14	E5_2	186679_3	k141_186679	1380	2831	-	1452	0	0	Stool_14.k141_186679_3/21-362	Stool_14.k141_186679_3	239.5
Stool_14	E5_2	240512_2	k141_240512	656	1801	+	1146	0	0	Stool_14.k141_240512_2/20-361	Stool_14.k141_240512_2	238.9
Stool_14	E5_2	27652_2	k141_27652	104	1549	+	1446	0	0	Stool_14.k141_27652_2/21-364	Stool_14.k141_27652_2	231.2
Stool_14	E5_2	186679_4	k141_186679	2850	4166	-	1317	0	0	Stool_14.k141_186679_4/62-342	Stool_14.k141_186679_4	168.1
Stool_14	E5_2	186679_4	k141_186679	2850	4166	-	1317	0	0	Stool_14.k141_186679_4/64-437	Stool_14.k141_186679_4	641.1
Stool_14	E5_2	27652_2	k141_27652	104	1549	+	1446	0	0	Stool_14.k141_27652_2/11-266	Stool_14.k141_27652_2	449.5
Stool_14	E5_2	186679_3	k141_186679	1380	2831	-	1452	0	0	Stool_14.k141_186679_3/11-266	Stool_14.k141_186679_3	445.0
Stool_14	E5_2	240512_2	k141_240512	656	1801	+	1146	0	0	Stool_14.k141_240512_2/11-266	Stool_14.k141_240512_2	446.5
Stool_14	E5_2	240693_2	k141_240693	655	1800	+	1146	0	0	Stool_14.k141_240693_2/11-266	Stool_14.k141_240693_2	446.0
Stool_14	E5_2	240693_1	k141_240693	2	637	+	636	4	0.41482	Stool_14.k141_240693_1/2-210	Stool_14.k141_240693_1	300.5
Stool_14	E5_2	240512_1	k141_240512	2	637	+	636	0	0	Stool_14.k141_240512_1/2-210	Stool_14.k141_240512_1	298.0
Stool_14	E5_2	220955_5	k141_220955	2672	3199	+	528	0	0	Stool_14.k141_220955_5/63-175	Stool_14.k141_220955_5	207.6
Stool_14	E5_2	240512_5	k141_240512	4767	5294	+	528	0	0	Stool_14.k141_240512_5/63-175	Stool_14.k141_240512_5	207.3
Stool_14	E7_2	240693_2	k141_240693	655	1800	+	1146	18	0.947567	Stool_14.k141_240693_2/20-361	Stool_14.k141_240693_2	241.4
Stool_14	E7_2	186679_3	k141_186679	1380	2831	-	1452	0	0	Stool_14.k141_186679_3/21-362	Stool_14.k141_186679_3	239.5
Stool_14	E7_2	240512_2	k141_240512	656	1801	+	1146	14	0.736996	Stool_14.k141_240512_2/20-361	Stool_14.k141_240512_2	238.9
Stool_14	E7_2	27652_2	k141_27652	104	1549	+	1446	4	0.166884	Stool_14.k141_27652_2/21-364	Stool_14.k141_27652_2	231.2
Stool_14	E7_2	186679_4	k141_186679	2850	4166	-	1317	2	0.0916149	Stool_14.k141_186679_4/62-342	Stool_14.k141_186679_4	168.1
Stool_14	E7_2	186679_4	k141_186679	2850	4166	-	1317	2	0.0916149	Stool_14.k141_186679_4/64-437	Stool_14.k141_186679_4	641.1
Stool_14	E7_2	27652_2	k141_27652	104	1549	+	1446	4	0.166884	Stool_14.k141_27652_2/11-266	Stool_14.k141_27652_2	449.5
Stool_14	E7_2	186679_3	k141_186679	1380	2831	-	1452	0	0	Stool_14.k141_186679_3/11-266	Stool_14.k141_186679_3	445.0
Stool_14	E7_2	240512_2	k141_240512	656	1801	+	1146	14	0.736996	Stool_14.k141_240512_2/11-266	Stool_14.k141_240512_2	446.5
Stool_14	E7_2	240693_2	k141_240693	655	1800	+	1146	18	0.947567	Stool_14.k141_240693_2/11-266	Stool_14.k141_240693_2	446.0
Stool_14	E7_2	240693_1	k141_240693	2	637	+	636	2	0.189712	Stool_14.k141_240693_1/2-210	Stool_14.k141_240693_1	300.5
Stool_14	E7_2	240512_1	k141_240512	2	637	+	636	16	1.5177	Stool_14.k141_240512_1/2-210	Stool_14.k141_240512_1	298.0
Stool_14	E7_2	220955_5	k141_220955	2672	3199	+	528	12	1.3711	Stool_14.k141_220955_5/63-175	Stool_14.k141_220955_5	207.6
Stool_14	E7_2	240512_5	k141_240512	4767	5294	+	528	11	1.25684	Stool_14.k141_240512_5/63-175	Stool_14.k141_240512_5	207.3
Stool_14	E9_2	186679_4	k141_186679	2850	4166	-	1317	6	0.240216	Stool_14.k141_186679_4/64-437	Stool_14.k141_186679_4	641.1
Stool_14	E9_2	27652_2	k141_27652	104	1549	+	1446	6	0.218786	Stool_14.k141_27652_2/11-266	Stool_14.k141_27652_2	449.5
Stool_14	E9_2	186679_3	k141_186679	1380	2831	-	1452	4	0.145254	Stool_14.k141_186679_3/11-266	Stool_14.k141_186679_3	445.0
Stool_14	E9_2	240512_2	k141_240512	656	1801	+	1146	26	1.19626	Stool_14.k141_240512_2/11-266	Stool_14.k141_240512_2	446.5
Stool_14	E9_2	240693_2	k141_240693	655	1800	+	1146	17	0.782169	Stool_14.k141_240693_2/11-266	Stool_14.k141_240693_2	446.0
Stool_14	E9_2	240693_1	k141_240693	2	637	+	636	9	0.746142	Stool_14.k141_240693_1/2-210	Stool_14.k141_240693_1	300.5
Stool_14	E9_2	240512_1	k141_240512	2	637	+	636	24	1.98971	Stool_14.k141_240512_1/2-210	Stool_14.k141_240512_1	298.0
Stool_14	E9_2	220955_5	k141_220955	2672	3199	+	528	26	2.59642	Stool_14.k141_220955_5/63-175	Stool_14.k141_220955_5	207.6
Stool_14	E9_2	240512_5	k141_240512	4767	5294	+	528	16	1.5978	Stool_14.k141_240512_5/63-175	Stool_14.k141_240512_5	207.3
Stool_14	E9_2	240693_2	k141_240693	655	1800	+	1146	17	0.782169	Stool_14.k141_240693_2/20-361	Stool_14.k141_240693_2	241.4
Stool_14	E9_2	186679_3	k141_186679	1380	2831	-	1452	4	0.145254	Stool_14.k141_186679_3/21-362	Stool_14.k141_186679_3	239.5
Stool_14	E9_2	240512_2	k141_240512	656	1801	+	1146	26	1.19626	Stool_14.k141_240512_2/20-361	Stool_14.k141_240512_2	238.9
Stool_14	E9_2	27652_2	k141_27652	104	1549	+	1446	6	0.218786	Stool_14.k141_27652_2/21-364	Stool_14.k141_27652_2	231.2
Stool_14	E9_2	186679_4	k141_186679	2850	4166	-	1317	6	0.240216	Stool_14.k141_186679_4/62-342	Stool_14.k141_186679_4	168.1
Stool_13	E23_2	230282_21	k141_230282	21018	22073	-	1056	15	1.1813	Stool_13.k141_230282_21/8-336	Stool_13.k141_230282_21	264.6
Stool_13	E23_2	230282_22	k141_230282	22125	23315	-	1191	18	1.25688	Stool_13.k141_230282_22/4-307	Stool_13.k141_230282_22	222.5
Stool_13	E23_2	230282_22	k141_230282	22125	23315	-	1191	18	1.25688	Stool_13.k141_230282_22/51-395	Stool_13.k141_230282_22	606.3
Stool_13	E23_2	230282_21	k141_230282	21018	22073	-	1056	15	1.1813	Stool_13.k141_230282_21/3-237	Stool_13.k141_230282_21	397.6
Stool_13	E23_2	93091_5	k141_93091	5426	6379	-	954	4	0.348693	Stool_13.k141_93091_5/40-291	Stool_13.k141_93091_5	103.8
Stool_13	G11_2	230282_22	k141_230282	22125	23315	-	1191	46	2.03386	Stool_13.k141_230282_22/51-395	Stool_13.k141_230282_22	606.3
Stool_13	G11_2	230282_21	k141_230282	21018	22073	-	1056	45	2.244	Stool_13.k141_230282_21/3-237	Stool_13.k141_230282_21	397.6
Stool_13	G11_2	93091_5	k141_93091	5426	6379	-	954	6	0.33119	Stool_13.k141_93091_5/40-291	Stool_13.k141_93091_5	103.8
Stool_13	G11_2	230282_21	k141_230282	21018	22073	-	1056	45	2.244	Stool_13.k141_230282_21/8-336	Stool_13.k141_230282_21	264.6
Stool_13	G11_2	230282_22	k141_230282	22125	23315	-	1191	46	2.03386	Stool_13.k141_230282_22/4-307	Stool_13.k141_230282_22	222.5
Stool_13	G1_2	230282_21	k141_230282	21018	22073	-	1056	29	1.61362	Stool_13.k141_230282_21/8-336	Stool_13.k141_230282_21	264.6
Stool_13	G1_2	230282_22	k141_230282	22125	23315	-	1191	17	0.838695	Stool_13.k141_230282_22/4-307	Stool_13.k141_230282_22	222.5
Stool_13	G1_2	230282_22	k141_230282	22125	23315	-	1191	17	0.838695	Stool_13.k141_230282_22/51-395	Stool_13.k141_230282_22	606.3
Stool_13	G1_2	230282_21	k141_230282	21018	22073	-	1056	29	1.61362	Stool_13.k141_230282_21/3-237	Stool_13.k141_230282_21	397.6
Stool_13	G1_2	93091_5	k141_93091	5426	6379	-	954	12	0.739094	Stool_13.k141_93091_5/40-291	Stool_13.k141_93091_5	103.8
Stool_13	G3_2	230282_22	k141_230282	22125	23315	-	1191	3	0.661404	Stool_13.k141_230282_22/51-395	Stool_13.k141_230282_22	606.3
Stool_13	G3_2	230282_21	k141_230282	21018	22073	-	1056	12	2.98383	Stool_13.k141_230282_21/3-237	Stool_13.k141_230282_21	397.6
Stool_13	G3_2	93091_5	k141_93091	5426	6379	-	954	1	0.275238	Stool_13.k141_93091_5/40-291	Stool_13.k141_93091_5	103.8
Stool_13	G3_2	230282_21	k141_230282	21018	22073	-	1056	12	2.98383	Stool_13.k141_230282_21/8-336	Stool_13.k141_230282_21	264.6
Stool_13	G3_2	230282_22	k141_230282	22125	23315	-	1191	3	0.661404	Stool_13.k141_230282_22/4-307	Stool_13.k141_230282_22	222.5
Stool_13	G5_2	230282_22	k141_230282	22125	23315	-	1191	19	0.656322	Stool_13.k141_230282_22/51-395	Stool_13.k141_230282_22	606.3
Stool_13	G5_2	230282_21	k141_230282	21018	22073	-	1056	20	0.779187	Stool_13.k141_230282_21/3-237	Stool_13.k141_230282_21	397.6
Stool_13	G5_2	93091_5	k141_93091	5426	6379	-	954	3	0.129374	Stool_13.k141_93091_5/40-291	Stool_13.k141_93091_5	103.8
Stool_13	G5_2	230282_21	k141_230282	21018	22073	-	1056	20	0.779187	Stool_13.k141_230282_21/8-336	Stool_13.k141_230282_21	264.6
Stool_13	G5_2	230282_22	k141_230282	22125	23315	-	1191	19	0.656322	Stool_13.k141_230282_22/4-307	Stool_13.k141_230282_22	222.5
Stool_13	G7_2	230282_22	k141_230282	22125	23315	-	1191	6	0.434246	Stool_13.k141_230282_22/51-395	Stool_13.k141_230282_22	606.3
Stool_13	G7_2	230282_21	k141_230282	21018	22073	-	1056	4	0.326507	Stool_13.k141_230282_21/3-237	Stool_13.k141_230282_21	397.6
Stool_13	G7_2	93091_5	k141_93091	5426	6379	-	954	6	0.542124	Stool_13.k141_93091_5/40-291	Stool_13.k141_93091_5	103.8
Stool_13	G7_2	230282_21	k141_230282	21018	22073	-	1056	4	0.326507	Stool_13.k141_230282_21/8-336	Stool_13.k141_230282_21	264.6
Stool_13	G7_2	230282_22	k141_230282	22125	23315	-	1191	6	0.434246	Stool_13.k141_230282_22/4-307	Stool_13.k141_230282_22	222.5
Stool_13	G9_2	230282_21	k141_230282	21018	22073	-	1056	13	0.528813	Stool_13.k141_230282_21/8-336	Stool_13.k141_230282_21	264.6
Stool_13	G9_2	230282_22	k141_230282	22125	23315	-	1191	10	0.360671	Stool_13.k141_230282_22/4-307	Stool_13.k141_230282_22	222.5
Stool_13	G9_2	230282_22	k141_230282	22125	23315	-	1191	10	0.360671	Stool_13.k141_230282_22/51-395	Stool_13.k141_230282_22	606.3
Stool_13	G9_2	230282_21	k141_230282	21018	22073	-	1056	13	0.528813	Stool_13.k141_230282_21/3-237	Stool_13.k141_230282_21	397.6
Stool_13	G9_2	93091_5	k141_93091	5426	6379	-	954	4	0.180108	Stool_13.k141_93091_5/40-291	Stool_13.k141_93091_5	103.8
Stool_11	C11_2	174147_11	k141_174147	11273	12589	-	1317	8	0.284017	Stool_11.k141_174147_11/64-437	Stool_11.k141_174147_11	641.7
Stool_11	C11_2	174147_10	k141_174147	9803	11254	-	1452	6	0.193208	Stool_11.k141_174147_10/11-266	Stool_11.k141_174147_10	446.9
Stool_11	C11_2	164495_1	k141_164495	12	1004	+	993	2	0.0941718	Stool_11.k141_164495_1/7-240	Stool_11.k141_164495_1	396.1
Stool_11	C11_2	164495_1	k141_164495	12	1004	+	993	2	0.0941718	Stool_11.k141_164495_1/12-330	Stool_11.k141_164495_1	276.7
Stool_11	C11_2	174147_10	k141_174147	9803	11254	-	1452	6	0.193208	Stool_11.k141_174147_10/21-362	Stool_11.k141_174147_10	238.8
Stool_11	C11_2	174147_11	k141_174147	11273	12589	-	1317	8	0.284017	Stool_11.k141_174147_11/63-344	Stool_11.k141_174147_11	169.0
Stool_11	C13_2	164495_1	k141_164495	12	1004	+	993	4	0.176045	Stool_11.k141_164495_1/12-330	Stool_11.k141_164495_1	276.7
Stool_11	C13_2	174147_10	k141_174147	9803	11254	-	1452	6	0.180592	Stool_11.k141_174147_10/21-362	Stool_11.k141_174147_10	238.8
Stool_11	C13_2	174147_11	k141_174147	11273	12589	-	1317	19	0.630494	Stool_11.k141_174147_11/63-344	Stool_11.k141_174147_11	169.0
Stool_11	C13_2	174147_11	k141_174147	11273	12589	-	1317	19	0.630494	Stool_11.k141_174147_11/64-437	Stool_11.k141_174147_11	641.7
Stool_11	C13_2	174147_10	k141_174147	9803	11254	-	1452	6	0.180592	Stool_11.k141_174147_10/11-266	Stool_11.k141_174147_10	446.9
Stool_11	C13_2	164495_1	k141_164495	12	1004	+	993	4	0.176045	Stool_11.k141_164495_1/7-240	Stool_11.k141_164495_1	396.1
Stool_11	C15_2	174147_11	k141_174147	11273	12589	-	1317	16	0.513501	Stool_11.k141_174147_11/64-437	Stool_11.k141_174147_11	641.7
Stool_11	C15_2	174147_10	k141_174147	9803	11254	-	1452	18	0.523978	Stool_11.k141_174147_10/11-266	Stool_11.k141_174147_10	446.9
Stool_11	C15_2	164495_1	k141_164495	12	1004	+	993	1	0.0425655	Stool_11.k141_164495_1/7-240	Stool_11.k141_164495_1	396.1
Stool_11	C15_2	164495_1	k141_164495	12	1004	+	993	1	0.0425655	Stool_11.k141_164495_1/12-330	Stool_11.k141_164495_1	276.7
Stool_11	C15_2	174147_10	k141_174147	9803	11254	-	1452	18	0.523978	Stool_11.k141_174147_10/21-362	Stool_11.k141_174147_10	238.8
Stool_11	C15_2	174147_11	k141_174147	11273	12589	-	1317	16	0.513501	Stool_11.k141_174147_11/63-344	Stool_11.k141_174147_11	169.0
Stool_11	C17_2	174147_11	k141_174147	11273	12589	-	1317	16	0.447234	Stool_11.k141_174147_11/64-437	Stool_11.k141_174147_11	641.7
Stool_11	C17_2	174147_10	k141_174147	9803	11254	-	1452	14	0.354946	Stool_11.k141_174147_10/11-266	Stool_11.k141_174147_10	446.9
Stool_11	C17_2	164495_1	k141_164495	12	1004	+	993	14	0.519014	Stool_11.k141_164495_1/7-240	Stool_11.k141_164495_1	396.1
Stool_11	C17_2	164495_1	k141_164495	12	1004	+	993	14	0.519014	Stool_11.k141_164495_1/12-330	Stool_11.k141_164495_1	276.7
Stool_11	C17_2	174147_10	k141_174147	9803	11254	-	1452	14	0.354946	Stool_11.k141_174147_10/21-362	Stool_11.k141_174147_10	238.8
Stool_11	C17_2	174147_11	k141_174147	11273	12589	-	1317	16	0.447234	Stool_11.k141_174147_11/63-344	Stool_11.k141_174147_11	169.0
Stool_11	C19_2	174147_11	k141_174147	11273	12589	-	1317	27	0.828094	Stool_11.k141_174147_11/64-437	Stool_11.k141_174147_11	641.7
Stool_11	C19_2	174147_10	k141_174147	9803	11254	-	1452	20	0.556372	Stool_11.k141_174147_10/11-266	Stool_11.k141_174147_10	446.9
Stool_11	C19_2	164495_1	k141_164495	12	1004	+	993	10	0.406773	Stool_11.k141_164495_1/7-240	Stool_11.k141_164495_1	396.1
Stool_11	C19_2	164495_1	k141_164495	12	1004	+	993	10	0.406773	Stool_11.k141_164495_1/12-330	Stool_11.k141_164495_1	276.7
Stool_11	C19_2	174147_10	k141_174147	9803	11254	-	1452	20	0.556372	Stool_11.k141_174147_10/21-362	Stool_11.k141_174147_10	238.8
Stool_11	C19_2	174147_11	k141_174147	11273	12589	-	1317	27	0.828094	Stool_11.k141_174147_11/63-344	Stool_11.k141_174147_11	169.0
