# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_4_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_4/C19_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_4/C19_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_4/C19_1.bam	RPKG
7016_29	k141_72973	28202	28330	-	129	27	0.221013
7016_30	k141_72973	28378	29184	+	807	407	0.532556
7016_31	k141_72973	29677	33165	+	3489	1647	0.498468
7016_32	k141_72973	33199	33579	+	381	144	0.3991
7016_33	k141_72973	33582	34214	+	633	260	0.433725
7016_34	k141_72973	34211	35137	+	927	413	0.470452
7016_35	k141_72973	35134	35469	+	336	84	0.263988
7016_36	k141_72973	35417	36178	-	762	358	0.496104
7016_37	k141_72973	36322	38631	+	2310	1179	0.538948
7016_38	k141_72973	38713	39267	-	555	252	0.47946
7016_39	k141_72973	39406	39843	-	438	189	0.455651
7016_40	k141_72973	39900	41186	-	1287	589	0.483261
7016_41	k141_72973	41395	42588	+	1194	580	0.512942
7016_42	k141_72973	42575	44275	+	1701	750	0.465588
7016_43	k141_72973	44300	44716	-	417	118	0.298807
7016_44	k141_72973	44718	46094	-	1377	609	0.467012
7016_45	k141_72973	46140	47636	-	1497	611	0.430987
7016_46	k141_72973	47833	49623	-	1791	707	0.416839
7016_47	k141_72973	49629	51917	-	2289	955	0.440557
7016_48	k141_72973	52024	52581	-	558	253	0.478774
7016_49	k141_72973	53072	53875	-	804	411	0.539797
7016_50	k141_72973	53958	55340	-	1383	686	0.523777
7016_51	k141_72973	55548	56237	+	690	260	0.397895
7016_52	k141_72973	56280	57686	-	1407	659	0.494579
7016_53	k141_72973	57959	58981	+	1023	487	0.502687
7016_54	k141_72973	59021	60469	+	1449	716	0.521782
7016_55	k141_72973	60579	61112	-	534	226	0.446902
7016_56	k141_72973	61163	62317	-	1155	612	0.559518
7016_57	k141_72973	62551	63969	+	1419	658	0.489653
7016_58	k141_72973	63974	64522	+	549	233	0.448155
7016_59	k141_72973	64526	65839	+	1314	587	0.471723
7016_60	k141_72973	65877	66677	+	801	324	0.427127
7016_61	k141_72973	66714	68000	-	1287	592	0.485722
7016_62	k141_72973	68058	69284	-	1227	588	0.506031
7016_63	k141_72973	69362	69658	+	297	100	0.35554
7016_64	k141_72973	69606	70061	+	456	298	0.690075
7016_65	k141_72973	70335	71471	-	1137	510	0.473647
7016_66	k141_72973	71468	72598	-	1131	516	0.481761
7016_67	k141_72973	72595	75075	-	2481	1071	0.455835
7016_68	k141_72973	75247	75954	+	708	354	0.527977
7016_69	k141_72973	75980	76147	+	168	55	0.345699
7016_70	k141_72973	76177	77142	-	966	458	0.500649
7016_71	k141_72973	77139	78605	-	1467	705	0.507462
7016_72	k141_72973	78731	80218	+	1488	595	0.422239
7016_73	k141_72973	80388	81638	+	1251	490	0.413603
7016_74	k141_72973	81650	84055	+	2406	1076	0.472238
7016_75	k141_72973	84286	86643	+	2358	1177	0.527081
7016_76	k141_72973	86681	87355	+	675	314	0.491214
7016_77	k141_72973	87515	87802	+	288	131	0.480312
7016_78	k141_72973	87827	88222	+	396	136	0.362651
7016_79	k141_72973	88236	90254	+	2019	777	0.406377
7016_80	k141_72973	90275	94627	+	4353	1800	0.436645
7016_81	k141_72973	94605	95120	-	516	694	1.42022
7016_82	k141_72973	95734	97389	+	1656	9004	5.74143
7016_83	k141_72973	97386	98786	+	1401	637	0.480116
7016_84	k141_72973	98845	100182	+	1338	544	0.429326
7016_85	k141_72973	100292	101407	-	1116	231	0.218571
7016_86	k141_72973	101594	102916	+	1323	636	0.507624
7016_87	k141_72973	102921	103115	+	195	30	0.162454
7016_88	k141_72973	103112	103516	+	405	167	0.435418
7017_1	k141_33574	3	1310	-	1308	10	0.00807304
7018_1	k141_128390	49	702	+	654	1	0.00161461
7018_2	k141_128390	839	1252	+	414	5	0.0127531
7018_3	k141_128390	1249	1524	+	276	0	0
7018_4	k141_128390	1531	1632	+	102	1	0.0103525
7019_1	k141_41403	2	1009	-	1008	5	0.00523786
7020_1	k141_65467	2	109	+	108	0	0
7020_2	k141_65467	190	1863	+	1674	21	0.0132467
7020_3	k141_65467	1887	3572	+	1686	27	0.0169103
7020_4	k141_65467	3609	4691	+	1083	10	0.00975026
7020_5	k141_65467	4694	5857	+	1164	23	0.0208651
7020_6	k141_65467	5961	7013	+	1053	11	0.0110309
7021_1	k141_112472	3	812	+	810	6	0.00782188
7021_2	k141_112472	1189	3519	+	2331	13	0.00588906
7022_1	k141_33578	3	119	-	117	0	0
7022_2	k141_33578	311	1048	-	738	8	0.0114466
7023_1	k141_128393	3	1169	+	1167	15	0.0135727
7024_1	k141_25158	429	1133	+	705	364	0.545201
7024_2	k141_25158	1108	2544	-	1437	634	0.465883
7024_3	k141_25158	2552	3280	-	729	259	0.37516
7024_4	k141_25158	3284	7630	-	4347	2186	0.531013
7024_5	k141_25158	7755	8693	+	939	470	0.528539
7024_6	k141_25158	8786	9949	-	1164	527	0.478082
7024_7	k141_25158	10024	11313	-	1290	601	0.49196
7024_8	k141_25158	11326	12081	-	756	313	0.437187
7024_9	k141_25158	12164	12529	-	366	177	0.510666
7024_10	k141_25158	12600	14930	-	2331	1180	0.534545
7024_11	k141_25158	15062	15196	+	135	107	0.836941
7024_12	k141_25158	15556	16503	+	948	477	0.531318
7024_13	k141_25158	16530	16994	+	465	180	0.408756
7024_14	k141_25158	16991	17557	+	567	194	0.361296
7024_15	k141_25158	17581	18351	+	771	328	0.449225
7024_16	k141_25158	18454	19734	+	1281	603	0.497065
7024_17	k141_25158	19840	21510	-	1671	770	0.486585
7024_18	k141_25158	21599	22273	-	675	269	0.420817
7024_19	k141_25158	22293	24713	-	2421	1136	0.495482
7024_20	k141_25158	24975	26381	+	1407	611	0.458555
7024_21	k141_25158	26378	27715	+	1338	585	0.461684
7024_22	k141_25158	27708	29861	-	2154	1040	0.509838
7024_23	k141_25158	30063	31634	+	1572	636	0.427218
7024_24	k141_25158	31708	32430	+	723	328	0.479049
7024_25	k141_25158	32452	32655	+	204	97	0.502095
7024_26	k141_25158	32865	33719	-	855	455	0.56194
7024_27	k141_25158	33815	34453	-	639	296	0.489143
7024_28	k141_25158	34530	34772	-	243	122	0.530149
7024_29	k141_25158	34952	35437	-	486	235	0.510595
7024_30	k141_25158	35434	36738	-	1305	618	0.500061
7024_31	k141_25158	37051	37245	-	195	128	0.693139
7025_1	k141_88921	3	182	-	180	1	0.00586641
7025_2	k141_88921	281	889	+	609	13	0.0225409
7025_3	k141_88921	879	1871	+	993	31	0.0329653
7025_4	k141_88921	1889	2308	+	420	8	0.0201134
7025_5	k141_88921	2324	3388	+	1065	37	0.0366857
7025_6	k141_88921	3516	4226	+	711	12	0.017822
7025_7	k141_88921	4310	5662	+	1353	42	0.032779
7025_8	k141_88921	5723	5893	-	171	6	0.037051
7025_9	k141_88921	6040	6465	-	426	16	0.0396602
7025_10	k141_88921	6719	6931	+	213	10	0.0495753
7025_11	k141_88921	6994	7794	-	801	37	0.0487769
7025_12	k141_88921	8034	8378	+	345	8	0.0244859
7025_13	k141_88921	8476	10038	+	1563	36	0.0243214
7025_14	k141_88921	10192	10833	+	642	16	0.0263166
7025_15	k141_88921	10835	11776	-	942	34	0.038113
7025_16	k141_88921	11921	12514	+	594	13	0.0231101
7026_1	k141_33579	2	166	-	165	0	0
7026_2	k141_33579	163	489	-	327	0	0
7026_3	k141_33579	510	1019	-	510	0	0
7027_1	k141_1667	429	971	+	543	19	0.0369486
7027_2	k141_1667	968	1549	+	582	9	0.0163292
7027_3	k141_1667	1651	2652	+	1002	25	0.0263461
7027_4	k141_1667	3029	4060	-	1032	26	0.0266035
7027_5	k141_1667	4053	5255	-	1203	13	0.011411
7027_6	k141_1667	5487	6467	+	981	30	0.0322921
7027_7	k141_1667	6820	7998	-	1179	22	0.019704
7027_8	k141_1667	8163	9341	-	1179	33	0.0295559
7027_9	k141_1667	9463	10623	-	1161	30	0.0272856
7027_10	k141_1667	10743	11633	-	891	19	0.0225175
7027_11	k141_1667	11675	12010	-	336	3	0.00942815
7027_12	k141_1667	12060	12326	-	267	4	0.0158195
7027_13	k141_1667	12369	13847	-	1479	37	0.0264167
7027_14	k141_1667	13936	14640	-	705	25	0.0374451
7027_15	k141_1667	14705	15139	-	435	2	0.00485496
7028_1	k141_120485	1	1365	-	1365	11	0.00850951
7028_2	k141_120485	1567	1743	+	177	0	0
7029_1	k141_112475	1	894	-	894	9	0.0106304
7029_2	k141_112475	907	1119	-	213	0	0
7030_1	k141_57127	1	2685	+	2685	31	0.0121916
7030_2	k141_57127	2701	3201	+	501	4	0.00843076
7030_3	k141_57127	3564	5333	+	1770	54	0.0322155
7030_4	k141_57127	5645	6313	+	669	12	0.0189409
7030_5	k141_57127	6346	7689	+	1344	21	0.0164993
7030_6	k141_57127	7883	9151	+	1269	24	0.0199707
7030_7	k141_57127	9192	10091	-	900	22	0.0258122
7030_8	k141_57127	10345	11595	+	1251	13	0.0109731
7030_9	k141_57127	11842	12747	+	906	10	0.0116551
7030_10	k141_57127	12761	13639	+	879	20	0.0240262
7031_1	k141_72974	3	1484	+	1482	12	0.00855023
7031_2	k141_72974	1666	2409	+	744	8	0.0113543
7031_3	k141_72974	2547	3620	+	1074	9	0.00884877
7031_4	k141_72974	3763	4704	-	942	4	0.00448388
7032_1	k141_1670	2	1270	+	1269	11	0.00915326
7033_1	k141_128396	1	135	+	135	0	0
7033_2	k141_128396	351	2024	+	1674	4	0.00252319
7033_3	k141_128396	2104	2520	+	417	0	0
7034_1	k141_112476	1	1995	-	1995	92	0.0486956
7035_1	k141_128397	3	368	-	366	0	0
7035_2	k141_128397	369	1112	-	744	11	0.0156122
7035_3	k141_128397	1262	1465	-	204	0	0
7036_1	k141_1672	2	256	+	255	2	0.00828199
7036_2	k141_1672	258	1040	+	783	5	0.006743
7036_3	k141_1672	1050	1610	+	561	1	0.00188227
7037_1	k141_49162	1	375	-	375	36	0.101372
7037_2	k141_49162	922	2232	+	1311	75	0.0604092
7037_3	k141_49162	2229	4850	+	2622	108	0.0434946
7037_4	k141_49162	4860	5591	+	732	27	0.0389491
7037_5	k141_49162	5649	5864	-	216	25	0.122217
7037_6	k141_49162	6215	8419	+	2205	101	0.0483679
7037_7	k141_49162	8481	10412	+	1932	95	0.0519232
7037_8	k141_49162	10571	13780	+	3210	166	0.0546069
7037_9	k141_49162	13810	15462	+	1653	81	0.0517436
7037_10	k141_49162	15506	18046	+	2541	101	0.0419722
7037_11	k141_49162	18144	20132	+	1989	101	0.0536206
7037_12	k141_49162	20147	20611	+	465	38	0.086293
7037_13	k141_49162	21064	21465	+	402	30	0.0788025
7037_14	k141_49162	21517	22737	-	1221	90	0.0778344
7037_15	k141_49162	23206	24759	+	1554	82	0.0557195
7037_16	k141_49162	24783	25850	+	1068	60	0.0593232
7037_17	k141_49162	25856	26860	-	1005	40	0.042028
7037_18	k141_49162	26889	27734	-	846	63	0.0786348
7037_19	k141_49162	28828	29565	-	738	32	0.0457866
7037_20	k141_49162	30054	30350	-	297	16	0.0568864
7037_21	k141_49162	30375	31277	-	903	47	0.054961
7037_22	k141_49162	31330	32148	+	819	27	0.0348116
7037_23	k141_49162	32157	33176	+	1020	59	0.0610796
7037_24	k141_49162	33173	34348	+	1176	53	0.0475897
7037_25	k141_49162	34546	39798	-	5253	231	0.0464354
7037_26	k141_49162	39838	42147	+	2310	82	0.0374841
7037_27	k141_49162	42526	44670	-	2145	95	0.0467672
7037_28	k141_49162	45019	48294	-	3276	174	0.0560854
7037_29	k141_49162	48318	49868	-	1551	52	0.0354027
7037_30	k141_49162	49865	52459	-	2595	132	0.0537132
7037_31	k141_49162	52670	53659	+	990	44	0.0469313
7037_32	k141_49162	53853	54980	+	1128	66	0.0617845
7037_33	k141_49162	54999	56963	+	1965	95	0.0510512
7037_34	k141_49162	57390	58793	+	1404	102	0.0767146
7037_35	k141_49162	58851	59459	+	609	27	0.0468157
7037_36	k141_49162	59449	60468	+	1020	66	0.0683264
7037_37	k141_49162	60465	61208	+	744	39	0.0553524
7037_38	k141_49162	61718	62239	+	522	46	0.0930533
7037_39	k141_49162	62324	63007	+	684	39	0.0602079
7037_40	k141_49162	63192	64049	+	858	78	0.0959957
7037_41	k141_49162	64318	64686	+	369	30	0.0858499
7037_42	k141_49162	64676	65746	+	1071	69	0.0680306
7037_43	k141_49162	65771	66529	+	759	38	0.0528672
7037_44	k141_49162	66780	68975	-	2196	115	0.0552981
7037_45	k141_49162	68988	70865	-	1878	93	0.0522916
7037_46	k141_49162	71064	72401	-	1338	55	0.0434061
7037_47	k141_49162	72412	74730	-	2319	92	0.0418921
7037_48	k141_49162	74837	76648	-	1812	108	0.0629376
7037_49	k141_49162	76672	78330	-	1659	68	0.043282
7037_50	k141_49162	78344	80638	-	2295	106	0.0487717
7038_1	k141_10011	2	139	-	138	47	0.359636
7038_2	k141_10011	251	622	-	372	358	1.01621
7038_3	k141_10011	864	1994	+	1131	836	0.780528
7038_4	k141_10011	2011	5265	+	3255	2527	0.819783
7038_5	k141_10011	5397	7415	-	2019	1578	0.825307
7038_6	k141_10011	7446	8837	-	1392	1051	0.797275
7039_1	k141_112477	24	548	-	525	11	0.0221247
7039_2	k141_112477	875	1678	-	804	25	0.0328344
7040_1	k141_65473	1	357	+	357	15	0.0443678
7040_2	k141_65473	572	1222	+	651	16	0.0259528
7040_3	k141_65473	1381	2166	+	786	30	0.0403036
7040_4	k141_65473	2295	3185	+	891	17	0.0201473
7041_1	k141_72981	2	673	+	672	5	0.00785679
7042_1	k141_88930	1	477	+	477	0	0
7042_2	k141_88930	593	1456	+	864	5	0.00611084
7042_3	k141_88930	1617	2318	+	702	1	0.00150421
7043_1	k141_57133	10	1239	-	1230	30	0.025755
7043_2	k141_57133	1249	2073	-	825	25	0.0319986
7043_3	k141_57133	2090	2281	-	192	3	0.0164993
7044_1	k141_33580	3	944	-	942	15	0.0168145
7044_2	k141_33580	1131	1751	+	621	9	0.0153037
7044_3	k141_33580	1974	3299	+	1326	33	0.0262794
7044_4	k141_33580	3532	5157	-	1626	29	0.0188331
7045_1	k141_112479	1	126	+	126	0	0
7045_2	k141_112479	574	1152	+	579	2	0.00364751
7046_1	k141_120498	1	126	+	126	0	0
7046_2	k141_120498	322	1086	+	765	6	0.00828199
7047_1	k141_104514	1	1128	-	1128	3	0.00280839
7047_2	k141_104514	1132	2571	-	1440	0	0
7047_3	k141_104514	2736	4151	-	1416	3	0.00223719
7047_4	k141_104514	4267	4965	-	699	1	0.00151066
7047_5	k141_104514	4977	6017	+	1041	0	0
7047_6	k141_104514	6082	6582	-	501	0	0
7047_7	k141_104514	6649	7101	-	453	4	0.00932409
7047_8	k141_104514	7190	7678	-	489	3	0.00647824
7047_9	k141_104514	7959	8714	-	756	1	0.00139676
7047_10	k141_104514	8727	9338	-	612	5	0.00862707
7047_11	k141_104514	9478	10374	-	897	0	0
7047_12	k141_104514	10397	10963	-	567	0	0
7047_13	k141_104514	10973	11977	-	1005	4	0.0042028
7047_14	k141_104514	12002	12076	-	75	0	0
7048_1	k141_128404	2	142	-	141	0	0
7048_2	k141_128404	135	395	-	261	3	0.0121374
7048_3	k141_128404	858	1109	-	252	0	0
7049_1	k141_10013	3	110	-	108	2	0.0195547
7049_2	k141_10013	186	944	-	759	307	0.427112
7049_3	k141_10013	1100	1822	-	723	227	0.331537
7049_4	k141_10013	1819	2454	-	636	198	0.32874
7050_1	k141_49169	2	397	-	396	12	0.0319986
7050_2	k141_49169	617	829	-	213	10	0.0495753
7050_3	k141_49169	841	1185	-	345	12	0.0367288
7050_4	k141_49169	1178	1252	-	75	0	0
7051_1	k141_72982	2	862	-	861	2	0.00245285
7051_2	k141_72982	883	1641	-	759	2	0.00278249
7051_3	k141_72982	1650	2822	-	1173	4	0.00360086
7052_1	k141_88936	3	353	+	351	0	0
7052_2	k141_88936	580	960	+	381	0	0
7052_3	k141_88936	947	1489	+	543	0	0
7053_1	k141_57140	3	668	+	666	4	0.00634206
7053_2	k141_57140	801	1016	+	216	0	0
7054_1	k141_25163	3	200	+	198	6	0.0319986
7054_2	k141_25163	222	1316	+	1095	60	0.0578605
7054_3	k141_25163	1499	3799	+	2301	87	0.0399252
7054_4	k141_25163	3884	4867	+	984	73	0.078338
7054_5	k141_25163	4934	6010	-	1077	73	0.0715734
7054_6	k141_25163	6316	6603	+	288	22	0.0806631
7054_7	k141_25163	6655	7314	+	660	37	0.0591974
7055_1	k141_17667	29	1426	+	1398	441	0.333101
7055_2	k141_17667	1496	2488	+	993	261	0.277547
7055_3	k141_17667	2460	3359	-	900	188	0.220577
7055_4	k141_17667	3338	3562	-	225	65	0.305053
7055_5	k141_17667	3808	5337	+	1530	596	0.411339
7055_6	k141_17667	5334	5501	+	168	30	0.188563
7055_7	k141_17667	5519	7600	+	2082	800	0.405746
7055_8	k141_17667	7704	8225	-	522	152	0.307481
7055_9	k141_17667	8796	9074	-	279	153	0.579071
7055_10	k141_17667	9087	11138	-	2052	784	0.403444
7055_11	k141_17667	11101	11460	-	360	144	0.422381
7055_12	k141_17667	11855	13204	+	1350	382	0.298796
7055_13	k141_17667	13216	14046	+	831	283	0.359609
7055_14	k141_17667	14085	14933	-	849	297	0.369397
7055_15	k141_17667	14992	15597	-	606	185	0.322362
7055_16	k141_17667	15594	16742	-	1149	445	0.408964
7055_17	k141_17667	16894	17532	-	639	228	0.376772
7055_18	k141_17667	17486	17584	-	99	0	0
7055_19	k141_17667	17581	18228	-	648	242	0.394353
7055_20	k141_17667	18231	18830	-	600	220	0.387183
7055_21	k141_17667	18957	19799	+	843	323	0.404594
7055_22	k141_17667	20797	21987	-	1191	342	0.303221
7055_23	k141_17667	21992	24790	-	2799	884	0.333499
7055_24	k141_17667	25317	26225	-	909	356	0.413553
7055_25	k141_17667	26561	27898	-	1338	497	0.392234
7055_26	k141_17667	28304	31564	+	3261	1164	0.376918
7055_27	k141_17667	31580	33229	+	1650	517	0.330865
7055_28	k141_17667	33359	35695	+	2337	803	0.362829
7055_29	k141_17667	35757	40031	+	4275	1422	0.351243
7055_30	k141_17667	40052	40921	-	870	257	0.311931
7055_31	k141_17667	40918	41220	-	303	94	0.327589
7055_32	k141_17667	41455	41922	+	468	165	0.372291
7055_33	k141_17667	41924	42586	+	663	197	0.31376
7055_34	k141_17667	42600	44756	+	2157	864	0.422969
7055_35	k141_17667	44803	49278	+	4476	1842	0.434554
7055_36	k141_17667	49285	49974	+	690	235	0.359636
7055_37	k141_17667	49989	50588	+	600	257	0.4523
7055_38	k141_17667	50590	50919	+	330	102	0.326386
7055_39	k141_17667	51124	52080	+	957	354	0.390603
7055_40	k141_17667	52308	53267	+	960	406	0.44658
7055_41	k141_17667	53525	56512	+	2988	1136	0.40146
7055_42	k141_17667	56539	58380	+	1842	591	0.338799
7055_43	k141_17667	58392	58964	+	573	172	0.31697
7055_44	k141_17667	58975	60489	+	1515	584	0.407047
7055_45	k141_17667	60524	62116	+	1593	623	0.412969
7055_46	k141_17667	62148	62333	-	186	40	0.227087
7055_47	k141_17667	62353	63342	+	990	366	0.390383
7055_48	k141_17667	63436	65184	-	1749	700	0.422623
7055_49	k141_17667	65318	66313	+	996	360	0.38167
7055_50	k141_17667	66406	66654	-	249	102	0.432559
7055_51	k141_17667	66801	67559	-	759	384	0.534237
7055_52	k141_17667	67795	69408	-	1614	604	0.395165
7055_53	k141_17667	69428	72844	-	3417	1374	0.424606
7055_54	k141_17667	72995	73921	-	927	310	0.353124
7055_55	k141_17667	74147	75397	+	1251	460	0.38828
7055_56	k141_17667	75483	76697	-	1215	546	0.474527
7055_57	k141_17667	76884	79250	-	2367	933	0.416225
7055_58	k141_17667	79508	80599	+	1092	396	0.382928
7055_59	k141_17667	80624	81184	+	561	167	0.314339
7055_60	k141_17667	81244	82617	-	1374	605	0.464958
7055_61	k141_17667	83222	84544	+	1323	573	0.45734
7055_62	k141_17667	84643	85965	+	1323	491	0.391892
7055_63	k141_17667	86084	86965	+	882	386	0.462129
7055_64	k141_17667	87689	87829	+	141	77	0.576655
7055_65	k141_17667	87903	88976	+	1074	371	0.364766
7055_66	k141_17667	89205	89771	+	567	174	0.324049
7055_67	k141_17667	89844	90923	+	1080	315	0.307986
7055_68	k141_17667	90981	94475	+	3495	1046	0.316031
7055_69	k141_17667	94494	95885	+	1392	414	0.314055
7055_70	k141_17667	95897	97273	+	1377	479	0.367321
7055_71	k141_17667	97281	98459	+	1179	471	0.421844
7055_72	k141_17667	99077	100891	+	1815	596	0.346748
7055_73	k141_17667	100897	102030	+	1134	376	0.350122
7055_74	k141_17667	102213	106163	+	3951	1431	0.382452
7055_75	k141_17667	106480	109479	+	3000	899	0.316434
7055_76	k141_17667	109501	111090	+	1590	488	0.324091
7055_77	k141_17667	111170	113803	+	2634	899	0.360403
7055_78	k141_17667	113812	114780	+	969	346	0.377048
7055_79	k141_17667	114777	115778	+	1002	331	0.348823
7055_80	k141_17667	115798	117831	+	2034	654	0.339525
7055_81	k141_17667	117879	118031	-	153	23	0.158738
7055_82	k141_17667	118172	119155	+	984	295	0.316571
7055_83	k141_17667	119139	119732	+	594	114	0.202658
7055_84	k141_17667	119822	120964	+	1143	335	0.309488
7055_85	k141_17667	120961	122157	-	1197	376	0.331695
7055_86	k141_17667	122285	123319	-	1035	354	0.361167
7055_87	k141_17667	123431	124291	+	861	260	0.318871
7055_88	k141_17667	124303	125316	+	1014	290	0.301998
7055_89	k141_17667	125325	126101	+	777	253	0.34383
7055_90	k141_17667	126096	126809	-	714	241	0.356421
7055_91	k141_17667	126858	127778	+	921	278	0.318735
7055_92	k141_17667	127801	128712	+	912	346	0.400614
7055_93	k141_17667	128727	129962	+	1236	463	0.395555
7055_94	k141_17667	130261	130947	+	687	280	0.430374
7055_95	k141_17667	131060	131731	+	672	283	0.444695
7055_96	k141_17667	131951	132406	+	456	249	0.576606
7055_97	k141_17667	133207	133809	-	603	180	0.31521
7055_98	k141_17667	133821	134084	-	264	37	0.147993
7055_99	k141_17667	134100	135728	-	1629	452	0.292996
7055_100	k141_17667	135749	136111	-	363	162	0.471252
7055_101	k141_17667	136434	137837	-	1404	597	0.449006
7055_102	k141_17667	138055	139011	-	957	528	0.582595
7055_103	k141_17667	139224	140300	-	1077	538	0.527486
7055_104	k141_17667	140315	140581	-	267	107	0.423172
7055_105	k141_17667	140893	141459	-	567	144	0.268179
7055_106	k141_17667	141449	141991	-	543	71	0.138071
7055_107	k141_17667	142014	143054	-	1041	352	0.357056
7055_108	k141_17667	143060	144358	-	1299	515	0.418642
7055_109	k141_17667	144426	145124	-	699	198	0.299111
7056_1	k141_104520	356	1354	-	999	10	0.0105701
7057_1	k141_1674	1	1275	+	1275	18	0.0149076
7057_2	k141_1674	1462	3078	+	1617	17	0.0111015
7057_3	k141_1674	3140	3700	-	561	9	0.0169404
7057_4	k141_1674	3693	4634	-	942	9	0.0100887
7057_5	k141_1674	4813	5280	+	468	3	0.00676893
7058_1	k141_41406	1	111	+	111	1	0.00951309
7058_2	k141_41406	246	1925	+	1680	14	0.00879961
7058_3	k141_41406	1932	3599	+	1668	29	0.0183589
7058_4	k141_41406	3616	4809	+	1194	7	0.00619068
7058_5	k141_41406	4830	5831	+	1002	7	0.00737692
7058_6	k141_41406	5843	6973	+	1131	14	0.013071
7058_7	k141_41406	6990	8144	+	1155	16	0.0146279
7058_8	k141_41406	8188	9570	+	1383	16	0.0122164
7058_9	k141_41406	9627	10094	+	468	4	0.00902524
7058_10	k141_41406	10483	10818	-	336	4	0.0125709
7059_1	k141_10015	1381	1788	-	408	1711	4.42827
7060_1	k141_120502	98	367	+	270	2	0.00782188
7060_2	k141_120502	454	2442	-	1989	16	0.00849434
7061_1	k141_33582	2	757	+	756	5	0.00698382
7061_2	k141_33582	747	2489	+	1743	43	0.0260505
7061_3	k141_33582	2697	3665	+	969	26	0.0283331
7061_4	k141_33582	3672	3914	+	243	2	0.00869097
7062_1	k141_136115	230	1495	+	1266	15	0.0125113
7062_2	k141_136115	1578	2477	+	900	24	0.0281588
7062_3	k141_136115	2477	3103	+	627	14	0.0235779
7062_4	k141_136115	3279	4247	-	969	9	0.00980762
7062_5	k141_136115	4443	5096	+	654	10	0.0161461
7062_6	k141_136115	5198	6940	-	1743	16	0.0096932
7062_7	k141_136115	7111	7224	+	114	0	0
7062_8	k141_136115	7191	9302	-	2112	25	0.0124994
7062_9	k141_136115	9597	11006	+	1410	11	0.00823793
7062_10	k141_136115	11173	12810	+	1638	25	0.0161165
7062_11	k141_136115	12885	17438	+	4554	50	0.0115937
7062_12	k141_136115	17454	18938	+	1485	19	0.0135105
7062_13	k141_136115	19070	20377	+	1308	26	0.0209899
7062_14	k141_136115	20432	20902	+	471	1	0.00224194
7063_1	k141_128412	2	811	-	810	50	0.0651823
7063_2	k141_128412	844	1020	-	177	9	0.0536925
7064_1	k141_10017	3	167	-	165	0	0
7064_2	k141_10017	180	866	-	687	18	0.0276669
7064_3	k141_10017	1151	1291	-	141	0	0
7065_1	k141_65478	98	2368	+	2271	14	0.00650962
7065_2	k141_65478	2455	2643	+	189	0	0
7065_3	k141_65478	2938	3378	+	441	5	0.0119723
7065_4	k141_65478	3406	3621	+	216	5	0.0244434
7065_5	k141_65478	3682	4578	+	897	7	0.00824044
7065_6	k141_65478	4742	5038	-	297	0	0
7066_1	k141_41409	2	1441	+	1440	31	0.0227323
7067_1	k141_104522	2	697	+	696	19	0.0288263
7067_2	k141_104522	814	1434	+	621	17	0.0289069
7067_3	k141_104522	1489	1770	+	282	3	0.0112335
7068_1	k141_49171	3	1094	-	1092	11	0.0106369
7068_2	k141_49171	1634	2482	-	849	6	0.00746257
7068_3	k141_49171	2641	2958	-	318	3	0.00996182
7068_4	k141_49171	3043	3585	-	543	5	0.00972333
7069_1	k141_112482	2	175	+	174	1	0.0060687
7069_2	k141_112482	213	710	+	498	3	0.00636116
7069_3	k141_112482	800	3199	+	2400	37	0.0162793
7069_4	k141_112482	3209	4642	+	1434	49	0.0360821
7069_5	k141_112482	4975	5910	+	936	20	0.0225631
7070_1	k141_57148	39	971	+	933	108	0.122233
7071_1	k141_33588	2	313	+	312	0	0
7071_2	k141_33588	354	1040	+	687	11	0.0169075
7071_3	k141_33588	1068	1175	+	108	1	0.00977734
7072_1	k141_120507	2	1087	+	1086	3	0.002917
7072_2	k141_120507	1097	1810	-	714	0	0
7073_1	k141_88939	1	1407	-	1407	27	0.0202635
7073_2	k141_88939	1420	2502	-	1083	12	0.0117003
7073_3	k141_88939	2513	2989	-	477	2	0.00442748
7073_4	k141_88939	2989	4263	-	1275	5	0.00414099
7073_5	k141_88939	4353	4490	-	138	0	0
7074_1	k141_41410	273	1649	+	1377	6	0.0046011
7074_2	k141_41410	1838	1987	+	150	0	0
7075_1	k141_104526	1	570	-	570	0	0
7075_2	k141_104526	612	1502	-	891	1	0.00118513
7076_1	k141_112483	2	2068	+	2067	21	0.0107281
7077_1	k141_41412	2	331	+	330	0	0
7077_2	k141_41412	418	1248	-	831	14	0.0177898
7078_1	k141_88942	3	71	-	69	0	0
7078_2	k141_88942	281	1090	-	810	16	0.0208583
7079_1	k141_120508	1	339	+	339	2	0.00622981
7079_2	k141_120508	374	1474	+	1101	15	0.0143863
7079_3	k141_120508	1557	2141	-	585	3	0.00541514
7080_1	k141_144771	3	968	-	966	27	0.0295142
7080_2	k141_144771	992	3325	-	2334	65	0.0294074
7080_3	k141_144771	3341	5686	-	2346	82	0.0369089
