# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_11_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_11/J21_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_11/J21_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_11/J21_2.bam	RPKG
18356_23	k141_224668	26646	27746	+	1101	5	0.004592
18356_24	k141_224668	27803	28447	+	645	0	0
18356_25	k141_224668	28470	29672	+	1203	4	0.00336212
18356_26	k141_224668	31091	32011	+	921	5	0.00548946
18356_27	k141_224668	32083	33009	+	927	2	0.00218157
18356_28	k141_224668	33062	33862	+	801	2	0.00252474
18356_29	k141_224668	33938	36757	+	2820	12	0.0043028
18356_30	k141_224668	36953	38440	+	1488	7	0.00475679
18356_31	k141_224668	38466	39224	+	759	6	0.00799334
18356_32	k141_224668	39227	39739	+	513	6	0.0118264
18356_33	k141_224668	39882	42173	-	2292	14	0.00617636
18356_34	k141_224668	42196	43173	-	978	2	0.00206781
18356_35	k141_224668	43321	44640	-	1320	13	0.00995837
18356_36	k141_224668	44667	46958	-	2292	11	0.00485285
18356_37	k141_224668	46984	48987	-	2004	17	0.00857769
18356_38	k141_224668	49035	51311	-	2277	20	0.00888149
18356_39	k141_224668	51355	52353	-	999	6	0.00607302
18356_40	k141_224668	52468	53883	-	1416	11	0.00785504
18356_41	k141_224668	54019	55848	-	1830	18	0.00994581
18356_42	k141_224668	55896	59282	-	3387	21	0.00626936
18356_43	k141_224668	59445	59981	-	537	1	0.00188298
18356_44	k141_224668	60001	62226	-	2226	10	0.00454249
18356_45	k141_224668	62333	63205	+	873	1	0.00115826
18357_1	k141_157353	200	379	-	180	0	0
18357_2	k141_157353	391	912	-	522	0	0
18357_3	k141_157353	1118	1339	+	222	0	0
18358_1	k141_37523	239	1189	+	951	36	0.0382773
18358_2	k141_37523	1429	1560	+	132	15	0.114904
18358_3	k141_37523	2230	4164	+	1935	183	0.0956289
18359_1	k141_140756	2	184	+	183	0	0
18359_2	k141_140756	181	1089	+	909	0	0
18359_3	k141_140756	1079	1816	+	738	3	0.0041104
18359_4	k141_140756	1875	1955	+	81	0	0
18360_1	k141_21397	1	339	+	339	0	0
18360_2	k141_21397	692	1657	-	966	0	0
18360_3	k141_21397	1771	2049	+	279	0	0
18360_4	k141_21397	2194	2883	+	690	0	0
18360_5	k141_21397	2983	4098	-	1116	0	0
18360_6	k141_21397	4091	5059	-	969	0	0
18360_7	k141_21397	5143	5814	+	672	0	0
18360_8	k141_21397	5875	6516	-	642	0	0
18361_1	k141_224669	2	484	+	483	6	0.012561
18361_2	k141_224669	471	797	+	327	2	0.00618445
18361_3	k141_224669	757	1026	-	270	8	0.0299602
18362_1	k141_123359	2	64	-	63	0	0
18362_2	k141_123359	100	207	+	108	0	0
18362_3	k141_123359	247	342	-	96	0	0
18362_4	k141_123359	1034	4300	+	3267	0	0
18362_5	k141_123359	4312	6312	+	2001	6	0.00303196
18362_6	k141_123359	6416	7426	-	1011	0	0
18362_7	k141_123359	7430	9289	-	1860	0	0
18363_1	k141_275440	949	1014	-	66	12	0.183847
18364_1	k141_21399	3	1640	-	1638	0	0
18365_1	k141_293142	3	404	+	402	0	0
18365_2	k141_293142	486	1376	+	891	0	0
18365_3	k141_293142	1373	1807	+	435	0	0
18365_4	k141_293142	1844	4081	+	2238	5	0.00225907
18365_5	k141_293142	4132	4611	+	480	1	0.00210658
18365_6	k141_293142	4650	7181	+	2532	3	0.00119805
18365_7	k141_293142	7224	7331	+	108	0	0
18365_8	k141_293142	7328	7582	+	255	0	0
18365_9	k141_293142	7604	8092	+	489	0	0
18365_10	k141_293142	8135	8266	+	132	0	0
18366_1	k141_275442	89	1129	+	1041	0	0
18367_1	k141_140760	1	570	+	570	0	0
18367_2	k141_140760	567	1544	+	978	0	0
18368_1	k141_37530	3	695	-	693	0	0
18369_1	k141_123361	3	428	+	426	4	0.00949444
18369_2	k141_123361	443	1507	+	1065	1	0.000949444
18369_3	k141_123361	1534	2283	+	750	3	0.00404463
18369_4	k141_123361	2292	2507	+	216	0	0
18370_1	k141_293143	1	528	+	528	62	0.118734
18370_2	k141_293143	798	977	+	180	3	0.0168526
18370_3	k141_293143	995	1369	+	375	0	0
18370_4	k141_293143	1489	1581	+	93	0	0
18371_1	k141_174142	247	486	+	240	1	0.00421316
18371_2	k141_174142	479	718	-	240	1	0.00421316
18371_3	k141_174142	731	1135	-	405	3	0.00749006
18371_4	k141_174142	1705	2682	+	978	5	0.00516952
18371_5	k141_174142	3354	4568	-	1215	11	0.00915451
18371_6	k141_174142	4571	5290	-	720	9	0.0126395
18371_7	k141_174142	5287	6096	-	810	7	0.0087384
18371_8	k141_174142	6093	7214	-	1122	7	0.00630847
18371_9	k141_174142	7278	7949	-	672	8	0.0120376
18371_10	k141_174142	7968	8975	-	1008	1	0.00100313
18371_11	k141_174142	8985	9668	-	684	7	0.0103481
18371_12	k141_174142	9661	10995	-	1335	3	0.00227226
18371_13	k141_174142	11006	11173	-	168	3	0.0180564
18372_1	k141_309731	2	409	-	408	0	0
18372_2	k141_309731	522	2261	-	1740	2	0.00116225
18372_3	k141_309731	2335	3003	-	669	0	0
18372_4	k141_309731	3147	3572	-	426	0	0
18372_5	k141_309731	3575	3997	-	423	0	0
18373_1	k141_224679	2	1018	+	1017	0	0
18373_2	k141_224679	1010	1186	-	177	0	0
18374_1	k141_275448	3	248	+	246	0	0
18374_2	k141_275448	348	974	-	627	0	0
18374_3	k141_275448	1205	1264	+	60	0	0
18375_1	k141_293144	702	1469	+	768	0	0
18375_2	k141_293144	1466	1660	+	195	0	0
18376_1	k141_21409	2	1042	-	1041	1	0.000971333
18377_1	k141_3997	1	588	+	588	0	0
18377_2	k141_3997	760	1815	+	1056	0	0
18377_3	k141_3997	1817	3322	+	1506	0	0
18377_4	k141_3997	3334	4503	+	1170	6	0.00518542
18377_5	k141_3997	4515	5246	+	732	0	0
18377_6	k141_3997	5307	5768	+	462	0	0
18377_7	k141_3997	5814	6782	+	969	0	0
18377_8	k141_3997	6827	7411	+	585	2	0.00345695
18377_9	k141_3997	7440	10769	+	3330	3	0.000910953
18377_10	k141_3997	10866	11450	+	585	0	0
18377_11	k141_3997	11456	12034	-	579	0	0
18378_1	k141_37537	29	1258	+	1230	0	0
18379_1	k141_224680	90	1265	-	1176	203	0.174545
18380_1	k141_293146	1	1065	+	1065	0	0
18381_1	k141_309738	2	220	-	219	0	0
18381_2	k141_309738	264	521	-	258	0	0
18381_3	k141_309738	576	1298	-	723	0	0
18381_4	k141_309738	1303	1530	-	228	0	0
18382_1	k141_37543	3	428	+	426	0	0
18382_2	k141_37543	505	867	-	363	0	0
18383_1	k141_174150	1	399	+	399	0	0
18383_2	k141_174150	399	695	+	297	0	0
18383_3	k141_174150	725	1561	+	837	0	0
18383_4	k141_174150	1574	1852	+	279	0	0
18383_5	k141_174150	1865	2113	+	249	0	0
18384_1	k141_4000	3	236	-	234	0	0
18384_2	k141_4000	443	1180	+	738	0	0
18384_3	k141_4000	1307	1582	-	276	0	0
18385_1	k141_309739	217	2142	+	1926	21	0.0110251
18386_1	k141_293154	3	881	+	879	0	0
18386_2	k141_293154	899	1414	+	516	0	0
18387_1	k141_174152	1	981	+	981	0	0
18388_1	k141_21427	1	759	-	759	0	0
18388_2	k141_21427	1111	1479	+	369	0	0
18389_1	k141_293156	2	589	-	588	6	0.0103179
18389_2	k141_293156	703	1410	-	708	0	0
18390_1	k141_293159	2	1219	+	1218	0	0
18390_2	k141_293159	1238	1306	+	69	0	0
18391_1	k141_309747	1	132	+	132	0	0
18391_2	k141_309747	162	1142	+	981	10	0.0103074
18391_3	k141_309747	1547	1867	+	321	1	0.00315002
18392_1	k141_37546	3	974	-	972	0	0
18392_2	k141_37546	967	1980	-	1014	0	0
18392_3	k141_37546	1999	3060	-	1062	0	0
18392_4	k141_37546	3076	4005	-	930	0	0
18392_5	k141_37546	4295	4813	-	519	0	0
18393_1	k141_309749	3	1007	-	1005	0	0
18394_1	k141_140779	1	489	+	489	0	0
18394_2	k141_140779	479	1303	+	825	1	0.00122565
18394_3	k141_140779	1455	2135	+	681	0	0
18394_4	k141_140779	2135	4123	+	1989	7	0.00355862
18394_5	k141_140779	4213	4674	-	462	0	0
18394_6	k141_140779	4691	4972	-	282	0	0
18394_7	k141_140779	5137	5769	-	633	14	0.0223637
18395_1	k141_309753	3	1208	-	1206	0	0
18395_2	k141_309753	1222	1611	-	390	0	0
18396_1	k141_275451	1	561	+	561	0	0
18396_2	k141_275451	795	1808	+	1014	0	0
18396_3	k141_275451	2511	3098	+	588	0	0
18396_4	k141_275451	3089	3892	+	804	0	0
18396_5	k141_275451	3913	6024	+	2112	0	0
18396_6	k141_275451	6021	8426	+	2406	0	0
18396_7	k141_275451	8423	11713	+	3291	0	0
18397_1	k141_37554	2	640	+	639	0	0
18397_2	k141_37554	690	1022	-	333	1	0.00303651
18398_1	k141_241467	465	2738	-	2274	3277	1.45715
18398_2	k141_241467	2735	3061	-	327	407	1.25854
18398_3	k141_241467	3223	4572	-	1350	2141	1.60362
18398_4	k141_241467	4792	6486	-	1695	2362	1.40906
18398_5	k141_241467	6489	7895	-	1407	1536	1.10387
18398_6	k141_241467	7909	9555	-	1647	2099	1.28866
18398_7	k141_241467	9663	10727	-	1065	1702	1.61595
18398_8	k141_241467	10876	11769	+	894	1223	1.38327
18398_9	k141_241467	11759	12508	-	750	1156	1.55853
18398_10	k141_241467	12592	13140	+	549	780	1.43662
18398_11	k141_241467	13149	13622	+	474	648	1.38234
18398_12	k141_241467	13619	13978	+	360	315	0.884763
18398_13	k141_241467	13968	14447	+	480	578	1.2176
18398_14	k141_241467	14456	16474	+	2019	2786	1.39529
18398_15	k141_241467	16544	17521	-	978	1353	1.39887
18398_16	k141_241467	17713	18975	+	1263	1757	1.40665
18399_1	k141_105392	1	1443	-	1443	54	0.0378396
18399_2	k141_105392	1789	2016	-	228	26	0.115307
18399_3	k141_105392	2192	2434	-	243	22	0.0915451
18399_4	k141_105392	2526	3680	-	1155	98	0.0857952
18399_5	k141_105392	3677	4000	-	324	43	0.134197
18399_6	k141_105392	3978	5114	-	1137	181	0.160967
18399_7	k141_105392	5485	6036	+	552	89	0.163031
18399_8	k141_105392	6228	7760	-	1533	133	0.087726
18399_9	k141_105392	7814	8995	-	1182	108	0.09239
18399_10	k141_105392	9072	9710	-	639	54	0.0854499
18399_11	k141_105392	9727	11022	-	1296	125	0.0975268
18399_12	k141_105392	11121	11624	-	504	29	0.0581817
18399_13	k141_105392	11608	12201	-	594	39	0.0663891
18399_14	k141_105392	12211	12627	-	417	37	0.089719
18399_15	k141_105392	13252	13848	-	597	82	0.138886
18399_16	k141_105392	13864	14217	-	354	36	0.10283
18399_17	k141_105392	14258	15862	-	1605	163	0.102691
18399_18	k141_105392	16055	16774	+	720	64	0.0898807
18399_19	k141_105392	16704	17687	-	984	67	0.0688492
18399_20	k141_105392	17734	19020	-	1287	55	0.0432119
18399_21	k141_105392	18995	19519	-	525	27	0.0520024
18399_22	k141_105392	19486	20397	-	912	55	0.0609799
18399_23	k141_105392	20414	21856	-	1443	93	0.0651682
18399_24	k141_105392	21853	22026	-	174	14	0.0813575
18399_25	k141_105392	22047	23351	-	1305	108	0.083682
18399_26	k141_105392	23374	24132	-	759	39	0.0519567
18399_27	k141_105392	24071	24457	-	387	38	0.0992868
18399_28	k141_105392	24606	24851	-	246	45	0.184968
18399_29	k141_105392	25034	25414	-	381	44	0.116774
18400_1	k141_123371	2	466	+	465	0	0
18400_2	k141_123371	478	840	+	363	0	0
18400_3	k141_123371	1063	1596	+	534	0	0
18400_4	k141_123371	1655	2020	+	366	1	0.00276273
18400_5	k141_123371	2117	2266	+	150	0	0
18400_6	k141_123371	2244	2666	+	423	0	0
18400_7	k141_123371	2677	3123	+	447	1	0.0022621
18400_8	k141_123371	3135	3896	+	762	2	0.00265396
18400_9	k141_123371	3909	5102	+	1194	8	0.00677493
18400_10	k141_123371	5111	5995	+	885	2	0.0022851
18400_11	k141_123371	5997	6662	+	666	0	0
18400_12	k141_123371	6649	7281	+	633	0	0
18400_13	k141_123371	7299	8348	+	1050	7	0.00674105
18400_14	k141_123371	8360	9286	+	927	5	0.00545393
18400_15	k141_123371	9304	10722	+	1419	14	0.00997619
18400_16	k141_123371	10736	12409	+	1674	11	0.00664441
18400_17	k141_123371	12421	13470	+	1050	10	0.00963007
18400_18	k141_123371	13676	14659	-	984	11	0.0113036
18400_19	k141_123371	14715	14900	-	186	0	0
18400_20	k141_123371	15204	15386	+	183	2	0.0110509
18401_1	k141_174171	322	1260	+	939	3	0.00323054
18401_2	k141_174171	1344	2273	+	930	2	0.00217453
18401_3	k141_174171	2285	2614	+	330	2	0.00612823
18401_4	k141_174171	2611	2739	+	129	0	0
18401_5	k141_174171	2736	3473	+	738	4	0.00548053
18401_6	k141_174171	3493	3645	+	153	0	0
18401_7	k141_174171	3676	4380	+	705	5	0.00717133
18402_1	k141_326518	1	1035	-	1035	47	0.0459173
18402_2	k141_326518	1126	2187	-	1062	66	0.0628403
18402_3	k141_326518	2294	4273	-	1980	149	0.0760922
18402_4	k141_326518	4379	6493	-	2115	164	0.0784066
18402_5	k141_326518	6490	6582	-	93	6	0.065236
18402_6	k141_326518	6814	7677	-	864	92	0.10767
18402_7	k141_326518	7768	9264	-	1497	110	0.0743002
18402_8	k141_326518	9469	10236	+	768	44	0.0579309
18402_9	k141_326518	10381	10731	-	351	12	0.0345695
18402_10	k141_326518	10899	11138	+	240	21	0.0884763
18402_11	k141_326518	11153	12385	-	1233	110	0.0902087
18402_12	k141_326518	12402	12995	-	594	26	0.0442594
18402_13	k141_326518	13050	14915	-	1866	126	0.0682775
18402_14	k141_326518	15435	16688	-	1254	59	0.0475744
18402_15	k141_326518	16717	18714	-	1998	104	0.0526328
18402_16	k141_326518	18788	19183	-	396	39	0.0995837
18402_17	k141_326518	19403	20974	+	1572	87	0.055961
18402_18	k141_326518	21153	22220	+	1068	42	0.0397646
18402_19	k141_326518	22277	23488	+	1212	59	0.049223
18402_20	k141_326518	23509	24237	-	729	50	0.0693524
18402_21	k141_326518	24473	25069	+	597	44	0.0745242
18402_22	k141_326518	25082	25879	+	798	31	0.0392806
18402_23	k141_326518	25888	27108	+	1221	60	0.0496883
18402_24	k141_326518	27121	28509	+	1389	101	0.0735255
18402_25	k141_326518	28532	29218	+	687	24	0.0353243
18402_26	k141_326518	29215	29811	-	597	39	0.0660555
18402_27	k141_326518	29822	30895	-	1074	83	0.0781435
18402_28	k141_326518	31349	33496	+	2148	142	0.0668456
18402_29	k141_326518	33573	35609	-	2037	135	0.0670134
18402_30	k141_326518	35718	37283	-	1566	167	0.107831
18402_31	k141_326518	37318	38127	-	810	65	0.0811423
18402_32	k141_326518	38105	38689	-	585	55	0.0950661
18402_33	k141_326518	38725	39987	-	1263	85	0.068051
18402_34	k141_326518	40154	41548	-	1395	95	0.0688602
18402_35	k141_326518	41621	42595	-	975	75	0.0777814
18402_36	k141_326518	42748	43437	-	690	48	0.0703414
18402_37	k141_326518	43430	44911	-	1482	98	0.0668647
18402_38	k141_326518	44920	45336	-	417	28	0.0678955
18402_39	k141_326518	45333	45770	-	438	25	0.0577145
18402_40	k141_326518	45956	46153	-	198	7	0.035748
18402_41	k141_326518	46234	48228	-	1995	119	0.0603147
18402_42	k141_326518	48322	48927	-	606	24	0.0400459
18402_43	k141_326518	48983	51055	-	2073	114	0.0556064
18402_44	k141_326518	51071	52822	-	1752	62	0.035783
18402_45	k141_326518	52819	52908	-	90	1	0.0112351
18402_46	k141_326518	53117	54058	-	942	51	0.0547442
18402_47	k141_326518	54081	54851	-	771	45	0.059017
18402_48	k141_326518	54858	55625	-	768	36	0.047398
18402_49	k141_326518	55696	56601	-	906	67	0.0747766
18402_50	k141_326518	56605	57708	-	1104	57	0.0522065
18402_51	k141_326518	57689	59209	-	1521	81	0.0538486
18402_52	k141_326518	59239	60327	-	1089	43	0.0399263
18402_53	k141_326518	61222	61704	-	483	21	0.0439634
18402_54	k141_326518	61697	62587	-	891	49	0.055608
18402_55	k141_326518	62643	64970	-	2328	166	0.0721015
18402_56	k141_326518	65006	65758	-	753	40	0.0537136
18402_57	k141_326518	65798	67114	-	1317	87	0.0667963
18402_58	k141_326518	67185	67631	-	447	24	0.0542903
18402_59	k141_326518	67628	68497	-	870	52	0.060437
18402_60	k141_326518	68701	69444	+	744	46	0.0625178
18402_61	k141_326518	69565	71538	+	1974	97	0.0496871
18402_62	k141_326518	71556	72491	+	936	58	0.0626572
18402_63	k141_326518	72510	73385	-	876	52	0.0600231
18402_64	k141_326518	73402	74340	-	939	66	0.0710718
18402_65	k141_326518	74376	75857	-	1482	62	0.0423021
18402_66	k141_326518	75881	76864	-	984	56	0.0575456
18402_67	k141_326518	76886	78382	-	1497	48	0.0324219
18402_68	k141_326518	78509	79558	-	1050	51	0.0491134
18402_69	k141_326518	79781	80992	-	1212	72	0.0600688
18402_70	k141_326518	81144	81578	-	435	27	0.0627615
18402_71	k141_326518	81779	82627	-	849	43	0.0512129
18402_72	k141_326518	82746	83321	-	576	33	0.0579309
18402_73	k141_326518	83466	84872	+	1407	59	0.0424011
18402_74	k141_326518	84833	85219	-	387	14	0.0365793
18402_75	k141_326518	85482	86966	-	1485	71	0.0483449
18402_76	k141_326518	87428	88480	-	1053	31	0.0297682
18402_77	k141_326518	88506	89831	-	1326	70	0.0533794
18402_78	k141_326518	89982	90572	-	591	37	0.0633043
18402_79	k141_326518	90675	91379	-	705	43	0.0616734
18402_80	k141_326518	91369	91998	-	630	36	0.0577804
18402_81	k141_326518	92152	92646	+	495	37	0.0755815
18402_82	k141_326518	93035	93379	-	345	24	0.0703414
18402_83	k141_326518	93573	94316	-	744	58	0.0788268
18402_84	k141_326518	94420	94806	-	387	27	0.0705459
18402_85	k141_326518	94870	95127	-	258	8	0.0313537
18402_86	k141_326518	95109	96959	-	1851	151	0.0824877
18402_87	k141_326518	97346	97438	-	93	10	0.108727
18402_88	k141_326518	97518	98045	-	528	34	0.0651124
18402_89	k141_326518	98675	99850	-	1176	41	0.0352529
18402_90	k141_326518	99875	100240	-	366	26	0.0718309
18402_91	k141_326518	100728	100967	-	240	15	0.0631974
18402_92	k141_326518	101054	101347	-	294	30	0.103179
18402_93	k141_326518	101762	102379	-	618	17	0.027815
18402_94	k141_326518	102538	104376	-	1839	99	0.0544343
18402_95	k141_326518	104440	104583	-	144	6	0.0421316
18402_96	k141_326518	104903	105142	-	240	16	0.0674105
18402_97	k141_326518	105146	105562	-	417	34	0.0824445
18402_98	k141_326518	106131	106487	+	357	41	0.116127
18402_99	k141_326518	106754	107539	-	786	39	0.0501719
18402_100	k141_326518	107532	108443	-	912	41	0.0454577
18402_101	k141_326518	108558	109466	-	909	56	0.0622935
18402_102	k141_326518	109488	110492	-	1005	56	0.0563431
18402_103	k141_326518	110489	112690	-	2202	142	0.0652064
18402_104	k141_326518	112696	115146	-	2451	104	0.0429051
18402_105	k141_326518	115133	115522	-	390	16	0.0414834
18402_106	k141_326518	115667	116161	-	495	19	0.0388121
18402_107	k141_326518	116176	116679	-	504	29	0.0581817
18402_108	k141_326518	116790	117125	-	336	10	0.030094
18402_109	k141_326518	117125	117856	-	732	21	0.0290086
18402_110	k141_326518	117977	119488	-	1512	32	0.0214002
18403_1	k141_140787	74	1285	+	1212	4	0.00333715
18403_2	k141_140787	1461	3833	+	2373	6	0.00255666
18404_1	k141_123374	3	86	-	84	0	0
18404_2	k141_123374	139	768	-	630	0	0
18404_3	k141_123374	799	1497	-	699	0	0
18405_1	k141_37563	1	543	-	543	0	0
18405_2	k141_37563	549	2039	-	1491	0	0
18406_1	k141_21428	137	1180	+	1044	9	0.00871688
18406_2	k141_21428	1210	2415	-	1206	15	0.0125766
18406_3	k141_21428	2405	3790	-	1386	10	0.00729551
18406_4	k141_21428	3801	4232	-	432	5	0.0117032
18406_5	k141_21428	4416	5309	-	894	4	0.0045242
18406_6	k141_21428	5510	6061	+	552	9	0.0164863
18406_7	k141_21428	6071	6925	+	855	18	0.0212875
18406_8	k141_21428	6956	7906	-	951	7	0.0074428
18406_9	k141_21428	7906	9312	-	1407	5	0.00359331
18406_10	k141_21428	9489	10856	-	1368	8	0.0059132
18406_11	k141_21428	11512	12291	+	780	7	0.00907449
18406_12	k141_21428	12533	12625	+	93	0	0
18407_1	k141_54406	1155	2282	+	1128	0	0
18407_2	k141_54406	2927	4072	+	1146	0	0
18407_3	k141_54406	4222	4458	+	237	0	0
18407_4	k141_54406	5154	5360	+	207	0	0
18407_5	k141_54406	5378	6349	-	972	0	0
18407_6	k141_54406	6894	7148	-	255	0	0
18407_7	k141_54406	7925	8269	+	345	0	0
18407_8	k141_54406	8282	8830	-	549	0	0
18407_9	k141_54406	9058	9957	+	900	0	0
18407_10	k141_54406	10037	10915	+	879	0	0
18407_11	k141_54406	11021	11260	-	240	0	0
18407_12	k141_54406	11531	12370	+	840	0	0
18407_13	k141_54406	12707	14014	-	1308	0	0
18407_14	k141_54406	14644	15873	+	1230	0	0
18407_15	k141_54406	15952	17001	+	1050	0	0
18407_16	k141_54406	17014	17898	+	885	0	0
18407_17	k141_54406	17902	19260	+	1359	0	0
18407_18	k141_54406	19318	20052	+	735	0	0
18407_19	k141_54406	20998	21549	+	552	0	0
18407_20	k141_54406	21739	22662	-	924	0	0
18408_1	k141_140789	1	360	+	360	0	0
18408_2	k141_140789	369	590	+	222	0	0
18408_3	k141_140789	608	925	+	318	0	0
18408_4	k141_140789	946	1269	+	324	0	0
18408_5	k141_140789	2030	2599	+	570	0	0
18408_6	k141_140789	2627	2734	+	108	0	0
18409_1	k141_105396	1	564	+	564	0	0
18409_2	k141_105396	623	1735	-	1113	0	0
18409_3	k141_105396	1823	4015	+	2193	2	0.000922168
18410_1	k141_123375	1	153	-	153	0	0
18410_2	k141_123375	154	435	-	282	0	0
18410_3	k141_123375	441	1010	-	570	0	0
18410_4	k141_123375	1011	1319	-	309	0	0
18410_5	k141_123375	1559	2275	-	717	2	0.00282052
18410_6	k141_123375	2269	3225	-	957	0	0
18411_1	k141_326522	60	494	-	435	0	0
18411_2	k141_326522	1090	3312	-	2223	0	0
18412_1	k141_224694	243	1562	+	1320	4	0.00306411
18412_2	k141_224694	1686	3056	+	1371	2	0.00147507
18412_3	k141_224694	3210	5027	+	1818	1	0.000556192
18412_4	k141_224694	5024	5926	-	903	0	0
18412_5	k141_224694	6218	6859	+	642	2	0.00315002
18412_6	k141_224694	7290	7835	+	546	0	0
18412_7	k141_224694	7860	9728	+	1869	5	0.00270508
18412_8	k141_224694	9865	12522	+	2658	6	0.00228252
18412_9	k141_224694	12519	13913	+	1395	5	0.00362422
18412_10	k141_224694	13961	14563	-	603	0	0
18412_11	k141_224694	14734	15315	-	582	0	0
18412_12	k141_224694	15407	16354	+	948	3	0.00319987
18413_1	k141_105399	3	398	+	396	0	0
18413_2	k141_105399	607	1092	+	486	0	0
18413_3	k141_105399	1063	1167	-	105	0	0
18414_1	k141_326523	98	817	+	720	0	0
18414_2	k141_326523	875	1132	+	258	0	0
18415_1	k141_54414	3	1223	+	1221	1	0.000828139
18416_1	k141_174172	3	449	-	447	0	0
18416_2	k141_174172	548	934	+	387	0	0
18416_3	k141_174172	1193	1879	-	687	0	0
18416_4	k141_174172	1884	2726	-	843	0	0
18416_5	k141_174172	2719	3513	-	795	0	0
18416_6	k141_174172	3524	4684	-	1161	0	0
18416_7	k141_174172	4698	5798	-	1101	0	0
18416_8	k141_174172	5812	6909	-	1098	0	0
18416_9	k141_174172	6971	7243	-	273	0	0
18417_1	k141_293161	3	1364	-	1362	21	0.0155905
18417_2	k141_293161	1375	2370	-	996	15	0.0152283
18417_3	k141_293161	2381	3721	-	1341	20	0.0150807
18417_4	k141_293161	3744	5210	-	1467	14	0.00964977
18417_5	k141_293161	5201	6226	-	1026	8	0.00788427
18417_6	k141_293161	6241	7446	-	1206	22	0.0184457
18417_7	k141_293161	8099	9373	+	1275	28	0.0222058
18417_8	k141_293161	9556	10020	+	465	6	0.0130472
18417_9	k141_293161	10020	11672	+	1653	40	0.0244684
18417_10	k141_293161	11700	12785	+	1086	15	0.0139663
18417_11	k141_293161	12782	14161	+	1380	28	0.0205162
18417_12	k141_293161	14177	14836	+	660	6	0.00919234
18418_1	k141_123377	3	152	-	150	0	0
18418_2	k141_123377	175	1338	+	1164	1	0.000868692
18418_3	k141_123377	1341	2840	+	1500	2	0.00134821
18419_1	k141_326526	26	496	-	471	0	0
18419_2	k141_326526	508	1269	-	762	0	0
18420_1	k141_21434	426	617	+	192	0	0
18420_2	k141_21434	617	1039	+	423	0	0
18420_3	k141_21434	1577	1795	-	219	0	0
18420_4	k141_21434	1788	2333	-	546	0	0
18420_5	k141_21434	3178	3684	+	507	0	0
18421_1	k141_224701	3	92	-	90	2	0.0224702
18421_2	k141_224701	252	1925	-	1674	7	0.00422826
18422_1	k141_174178	56	1105	-	1050	0	0
18422_2	k141_174178	1408	1656	-	249	2	0.00812175
18423_1	k141_293165	1142	1465	-	324	195	0.608567
18424_1	k141_326528	1	1296	+	1296	4	0.00312086
18424_2	k141_326528	1319	1471	+	153	0	0
18425_1	k141_37580	1	195	-	195	0	0
18425_2	k141_37580	158	1579	-	1422	9	0.00639973
18425_3	k141_37580	1591	2220	-	630	0	0
18426_1	k141_224703	3	392	-	390	1	0.00259271
18426_2	k141_224703	804	1178	-	375	6	0.0161785
18427_1	k141_157361	1	747	+	747	3	0.00406087
18427_2	k141_157361	747	2048	+	1302	17	0.0132025
18427_3	k141_157361	2041	2721	+	681	4	0.00593925
18427_4	k141_157361	2714	4000	+	1287	4	0.00314268
18427_5	k141_157361	4157	4579	+	423	4	0.00956178
18427_6	k141_157361	4592	5083	+	492	0	0
18427_7	k141_157361	5111	5956	+	846	17	0.0203188
18427_8	k141_157361	5958	6794	+	837	5	0.00604037
18427_9	k141_157361	6808	7092	+	285	4	0.0141917
18427_10	k141_157361	7148	7903	+	756	4	0.00535004
18427_11	k141_157361	8000	9388	+	1389	3	0.00218393
18427_12	k141_157361	9378	10148	+	771	6	0.00786893
18427_13	k141_157361	10162	10452	+	291	0	0
18427_14	k141_157361	10596	11339	+	744	4	0.00543633
18427_15	k141_157361	11339	12256	+	918	4	0.00440592
18427_16	k141_157361	12257	14140	+	1884	19	0.0101975
18427_17	k141_157361	14215	14646	+	432	0	0
18427_18	k141_157361	14922	16589	+	1668	3	0.00181863
18427_19	k141_157361	16644	17387	+	744	1	0.00135908
18427_20	k141_157361	17395	18237	+	843	3	0.00359843
18427_21	k141_157361	18262	19851	+	1590	5	0.00317974
18427_22	k141_157361	19965	20387	+	423	0	0
18427_23	k141_157361	20362	21687	+	1326	10	0.00762562
18427_24	k141_157361	21696	22349	+	654	1	0.00154611
18427_25	k141_157361	22366	23730	+	1365	12	0.0088893
18427_26	k141_157361	23730	24134	+	405	0	0
18427_27	k141_157361	24073	24402	+	330	0	0
18427_28	k141_157361	24452	26401	+	1950	3	0.00155563
18427_29	k141_157361	26414	26962	+	549	3	0.00552545
18427_30	k141_157361	27049	27369	+	321	5	0.0157501
18427_31	k141_157361	27385	27708	+	324	4	0.0124834
18427_32	k141_157361	27725	29077	+	1353	6	0.00448407
18427_33	k141_157361	29091	29612	+	522	8	0.0154967
18427_34	k141_157361	29651	30607	+	957	6	0.00633955
18427_35	k141_157361	30609	31715	+	1107	15	0.0137013
