# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_11_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_11/J19_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_11/J19_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_11/J19_2.bam	RPKG
15470_37	k141_36930	37725	38975	-	1251	0	0
15470_38	k141_36930	39264	40145	+	882	3	0.00162167
15470_39	k141_36930	40349	40690	-	342	0	0
15470_40	k141_36930	40788	41357	-	570	0	0
15470_41	k141_36930	41398	42387	-	990	0	0
15470_42	k141_36930	42501	43010	-	510	0	0
15470_43	k141_36930	43159	43935	-	777	0	0
15470_44	k141_36930	43970	45454	-	1485	0	0
15470_45	k141_36930	45552	47027	-	1476	0	0
15470_46	k141_36930	47132	48238	+	1107	0	0
15470_47	k141_36930	48123	48740	-	618	0	0
15470_48	k141_36930	48773	49276	-	504	0	0
15470_49	k141_36930	49278	49832	-	555	0	0
15470_50	k141_36930	50183	50389	+	207	0	0
15470_51	k141_36930	50527	51786	-	1260	0	0
15470_52	k141_36930	51980	53044	-	1065	0	0
15470_53	k141_36930	53423	54574	-	1152	3	0.00124159
15470_54	k141_36930	54713	56551	-	1839	1	0.000259255
15470_55	k141_36930	56727	58961	-	2235	0	0
15470_56	k141_36930	59083	61077	-	1995	0	0
15470_57	k141_36930	61139	61291	+	153	0	0
15470_58	k141_36930	61441	65103	-	3663	0	0
15470_59	k141_36930	65639	66214	-	576	0	0
15470_60	k141_36930	66329	66904	-	576	0	0
15470_61	k141_36930	67120	67581	-	462	0	0
15470_62	k141_36930	67834	68436	+	603	0	0
15470_63	k141_36930	68509	69078	+	570	0	0
15470_64	k141_36930	70019	71374	+	1356	0	0
15470_65	k141_36930	71416	72315	+	900	0	0
15470_66	k141_36930	72381	72527	-	147	0	0
15470_67	k141_36930	72592	72849	-	258	0	0
15470_68	k141_36930	72918	73730	-	813	0	0
15470_69	k141_36930	73851	74048	-	198	0	0
15471_1	k141_325774	2	133	-	132	0	0
15471_2	k141_325774	81	248	-	168	0	0
15471_3	k141_325774	427	1032	-	606	2	0.0015735
15471_4	k141_325774	1076	2581	-	1506	12	0.00379897
15471_5	k141_325774	2587	3276	-	690	15	0.0103646
15471_6	k141_325774	3444	3683	-	240	10	0.0198654
15471_7	k141_325774	4005	4682	+	678	13	0.00914162
15471_8	k141_325774	5345	5749	+	405	6	0.00706327
15471_9	k141_325774	5697	6176	-	480	4	0.00397309
15471_10	k141_325774	6173	6787	-	615	6	0.00465142
15471_11	k141_325774	6839	7987	-	1149	19	0.00788394
15471_12	k141_325774	8237	8467	-	231	1	0.00206394
15471_13	k141_325774	8724	9239	-	516	1	0.000923974
15471_14	k141_325774	9670	10686	-	1017	14	0.00656321
15471_15	k141_325774	10845	11945	-	1101	12	0.00519641
15471_16	k141_325774	12265	13533	+	1269	2	0.000751412
15471_17	k141_325774	13590	16187	-	2598	21	0.0038538
15471_18	k141_325774	16247	16558	-	312	1	0.00152811
15471_19	k141_325774	16812	20399	-	3588	19	0.00252471
15471_20	k141_325774	20409	21113	-	705	3	0.00202881
15471_21	k141_325774	21190	22011	-	822	3	0.00174004
15472_1	k141_104718	3	1112	-	1110	0	0
15472_2	k141_104718	1753	2691	-	939	0	0
15472_3	k141_104718	2851	4632	-	1782	0	0
15472_4	k141_104718	4660	5349	-	690	0	0
15472_5	k141_104718	5591	6784	+	1194	0	0
15472_6	k141_104718	6927	7727	+	801	0	0
15472_7	k141_104718	7729	9597	+	1869	0	0
15472_8	k141_104718	9632	10486	+	855	0	0
15472_9	k141_104718	10573	12615	-	2043	0	0
15472_10	k141_104718	12639	15155	-	2517	0	0
15472_11	k141_104718	15152	15316	-	165	0	0
15472_12	k141_104718	15461	16588	-	1128	0	0
15472_13	k141_104718	16694	20731	-	4038	0	0
15472_14	k141_104718	20945	22165	+	1221	0	0
15472_15	k141_104718	22205	25375	+	3171	0	0
15472_16	k141_104718	25399	27024	+	1626	0	0
15472_17	k141_104718	27050	28003	+	954	0	0
15472_18	k141_104718	28025	30481	+	2457	0	0
15472_19	k141_104718	30520	31059	+	540	0	0
15472_20	k141_104718	31052	32011	+	960	0	0
15472_21	k141_104718	32024	32839	+	816	0	0
15472_22	k141_104718	32923	33174	-	252	0	0
15473_1	k141_173202	2	76	-	75	0	0
15473_2	k141_173202	162	485	+	324	0	0
15473_3	k141_173202	482	1468	+	987	0	0
15473_4	k141_173202	2163	3101	+	939	0	0
15473_5	k141_173202	3156	3893	+	738	3	0.00193809
15473_6	k141_173202	3917	4471	+	555	0	0
15473_7	k141_173202	4543	5064	+	522	1	0.000913354
15473_8	k141_173202	5128	5961	-	834	5	0.00285834
15473_9	k141_173202	5988	6404	-	417	0	0
15473_10	k141_173202	6429	6818	-	390	3	0.00366747
15473_11	k141_173202	6823	7473	-	651	8	0.00585893
15473_12	k141_173202	8227	8682	+	456	5	0.00522775
15473_13	k141_173202	8723	9178	+	456	6	0.0062733
15473_14	k141_173202	9237	9569	+	333	0	0
15473_15	k141_173202	9690	10001	+	312	0	0
15473_16	k141_173202	10096	10629	+	534	0	0
15473_17	k141_173202	10571	12052	+	1482	0	0
15473_18	k141_173202	12060	13217	-	1158	0	0
15473_19	k141_173202	13644	15146	+	1503	12	0.00380655
15473_20	k141_173202	15169	17682	+	2514	26	0.0049308
15473_21	k141_173202	17855	18082	+	228	0	0
15473_22	k141_173202	18083	18457	-	375	0	0
15473_23	k141_173202	18540	19766	-	1227	0	0
15473_24	k141_173202	19938	20858	-	921	0	0
15473_25	k141_173202	21083	22135	+	1053	12	0.00543328
15473_26	k141_173202	22177	22752	-	576	0	0
15473_27	k141_173202	22756	23322	-	567	0	0
15473_28	k141_173202	23583	23696	-	114	0	0
15473_29	k141_173202	23744	24862	-	1119	0	0
15473_30	k141_173202	24977	25231	-	255	0	0
15473_31	k141_173202	25521	25766	-	246	0	0
15473_32	k141_173202	25840	26886	-	1047	4	0.00182147
15473_33	k141_173202	26992	27552	-	561	0	0
15473_34	k141_173202	27686	28333	-	648	0	0
15473_35	k141_173202	28397	29605	-	1209	3	0.00118305
15473_36	k141_173202	29841	30425	+	585	0	0
15473_37	k141_173202	30436	31083	+	648	3	0.00220727
15473_38	k141_173202	31085	32008	+	924	10	0.00515986
15473_39	k141_173202	32118	33653	+	1536	2	0.000620795
15473_40	k141_173202	33693	34109	-	417	0	0
15473_41	k141_173202	34114	34407	-	294	0	0
15473_42	k141_173202	34483	35142	-	660	0	0
15473_43	k141_173202	35298	35714	+	417	0	0
15473_44	k141_173202	35718	36122	+	405	1	0.00117721
15473_45	k141_173202	36134	36829	+	696	0	0
15473_46	k141_173202	36854	38062	+	1209	0	0
15473_47	k141_173202	38082	38837	+	756	1	0.000630649
15473_48	k141_173202	38975	39757	+	783	7	0.00426232
15473_49	k141_173202	39810	40508	+	699	7	0.00477453
15473_50	k141_173202	40520	41617	+	1098	6	0.0026053
15473_51	k141_173202	41617	42558	+	942	1	0.000506126
15473_52	k141_173202	42624	44267	+	1644	0	0
15473_53	k141_173202	44279	45232	+	954	0	0
15473_54	k141_173202	45429	48614	-	3186	28	0.00419007
15473_55	k141_173202	49187	50146	+	960	12	0.00595963
15473_56	k141_173202	50258	50881	-	624	0	0
15473_57	k141_173202	51041	51562	+	522	89	0.0812885
15473_58	k141_173202	51614	51787	+	174	59	0.161664
15473_59	k141_173202	51898	52938	+	1041	22	0.0100758
15473_60	k141_173202	53006	53959	+	954	3	0.00149928
15473_61	k141_173202	53975	54904	+	930	5	0.00256328
15473_62	k141_173202	54917	55651	+	735	15	0.00973001
15474_1	k141_274859	1	648	-	648	2427	1.78568
15474_2	k141_274859	743	1042	-	300	0	0
15474_3	k141_274859	1217	2212	+	996	1	0.000478685
15474_4	k141_274859	2254	2691	-	438	0	0
15474_5	k141_274859	2737	3078	-	342	0	0
15474_6	k141_274859	3247	4701	-	1455	1	0.000327677
15474_7	k141_274859	4773	6095	-	1323	12	0.00432445
15474_8	k141_274859	6461	7453	+	993	2	0.000960263
15474_9	k141_274859	7531	9072	+	1542	3	0.000927569
15474_10	k141_274859	9050	10231	+	1182	4	0.00161344
15474_11	k141_274859	10309	11487	+	1179	0	0
15474_12	k141_274859	11595	12419	-	825	0	0
15474_13	k141_274859	12739	14769	+	2031	21	0.00492968
15474_14	k141_274859	14947	16200	+	1254	13	0.0049426
15474_15	k141_274859	16352	16825	-	474	1	0.00100585
15474_16	k141_274859	16927	17775	-	849	12	0.00673881
15474_17	k141_274859	17976	18974	+	999	14	0.00668147
15474_18	k141_274859	18986	19453	+	468	3	0.00305622
15474_19	k141_274859	19571	20044	+	474	0	0
15474_20	k141_274859	20047	21324	+	1278	0	0
15474_21	k141_274859	21337	22323	+	987	0	0
15474_22	k141_274859	22327	23823	+	1497	15	0.00477726
15474_23	k141_274859	23820	24482	+	663	3	0.00215733
15474_24	k141_274859	24475	25335	+	861	13	0.00719863
15474_25	k141_274859	25329	26024	+	696	1	0.000685015
15474_26	k141_274859	26371	27111	-	741	0	0
15474_27	k141_274859	27235	28209	+	975	0	0
15474_28	k141_274859	28206	29342	-	1137	0	0
15474_29	k141_274859	29348	29671	-	324	0	0
15474_30	k141_274859	29785	29997	+	213	0	0
15474_31	k141_274859	30216	31754	-	1539	8	0.00247834
15474_32	k141_274859	31919	33070	-	1152	0	0
15474_33	k141_274859	33260	35104	-	1845	8	0.0020673
15474_34	k141_274859	35101	36492	-	1392	5	0.00171254
15474_35	k141_274859	36590	37198	-	609	3	0.00234862
15474_36	k141_274859	37427	40606	+	3180	0	0
15475_1	k141_87709	341	2314	-	1974	5	0.00120763
15475_2	k141_87709	2665	3171	-	507	0	0
15475_3	k141_87709	3478	4590	+	1113	4	0.00171346
15475_4	k141_87709	4665	5813	+	1149	4	0.00165978
15475_5	k141_87709	6005	6781	+	777	3	0.00184081
15475_6	k141_87709	6874	7596	-	723	0	0
15475_7	k141_87709	7876	8151	-	276	0	0
15475_8	k141_87709	8386	8727	+	342	0	0
15475_9	k141_87709	8893	9942	+	1050	0	0
15475_10	k141_87709	9942	11012	+	1071	0	0
15475_11	k141_87709	11458	12261	+	804	0	0
15475_12	k141_87709	12545	14470	+	1926	7	0.00173281
15475_13	k141_87709	14971	15462	+	492	0	0
15475_14	k141_87709	15459	16160	+	702	3	0.00203748
15475_15	k141_87709	16336	19260	+	2925	3	0.000488996
15475_16	k141_87709	19679	20467	+	789	0	0
15475_17	k141_87709	20659	21822	-	1164	3	0.00122879
15475_18	k141_87709	21950	23320	-	1371	4	0.00139102
15475_19	k141_87709	23481	24614	-	1134	3	0.0012613
15475_20	k141_87709	24872	26620	+	1749	3	0.000817788
15475_21	k141_87709	26782	27789	+	1008	2	0.000945973
15475_22	k141_87709	27892	28437	+	546	0	0
15475_23	k141_87709	28434	29714	+	1281	5	0.00186093
15475_24	k141_87709	30051	30299	-	249	0	0
15475_25	k141_87709	30482	31066	+	585	0	0
15475_26	k141_87709	31253	33928	+	2676	14	0.00249432
15475_27	k141_87709	34079	34582	+	504	0	0
15475_28	k141_87709	34790	35614	+	825	2	0.00115581
15475_29	k141_87709	35831	36853	-	1023	1	0.000466051
15475_30	k141_87709	37192	38904	+	1713	0	0
15475_31	k141_87709	39194	41575	+	2382	7	0.00140109
15475_32	k141_87709	42441	42866	-	426	0	0
15475_33	k141_87709	42884	44806	-	1923	1	0.000247931
15475_34	k141_87709	44875	45894	-	1020	1	0.000467422
15475_35	k141_87709	46177	47652	+	1476	1	0.000323015
15475_36	k141_87709	48274	48630	+	357	1	0.00133549
15475_37	k141_87709	50097	50354	+	258	0	0
15475_38	k141_87709	50606	51109	-	504	0	0
15475_39	k141_87709	51270	51488	-	219	0	0
15475_40	k141_87709	51433	52059	-	627	0	0
15475_41	k141_87709	52534	55848	-	3315	10	0.00143822
15475_42	k141_87709	55858	56952	-	1095	4	0.00174163
15475_43	k141_87709	56952	58448	-	1497	4	0.00127394
15475_44	k141_87709	58807	59334	-	528	0	0
15475_45	k141_87709	59488	60186	+	699	0	0
15475_46	k141_87709	60304	61815	+	1512	4	0.0012613
15475_47	k141_87709	61826	63931	+	2106	1	0.000226387
15475_48	k141_87709	63953	64951	+	999	3	0.00143174
15475_49	k141_87709	65105	65800	+	696	1	0.000685015
15475_50	k141_87709	65865	67031	+	1167	1	0.000408544
15475_51	k141_87709	67099	67350	+	252	1	0.00189195
15475_52	k141_87709	67347	67763	+	417	0	0
15475_53	k141_87709	67861	68850	+	990	4	0.00192635
15475_54	k141_87709	68904	69173	+	270	2	0.00353163
15475_55	k141_87709	69184	70161	+	978	3	0.00146249
15475_56	k141_87709	70166	71737	+	1572	0	0
15475_57	k141_87709	72340	72462	+	123	0	0
15475_58	k141_87709	72758	73387	+	630	6	0.00454067
15475_59	k141_87709	73380	74387	+	1008	6	0.00283792
15475_60	k141_87709	74542	74886	+	345	0	0
15475_61	k141_87709	75078	76514	+	1437	8	0.00265426
15475_62	k141_87709	76547	76717	+	171	0	0
15475_63	k141_87709	76770	77042	+	273	3	0.00523924
15475_64	k141_87709	77929	78936	+	1008	3	0.00141896
15475_65	k141_87709	79085	79729	+	645	0	0
15475_66	k141_87709	79726	81033	+	1308	1	0.000364504
15475_67	k141_87709	81101	82123	+	1023	10	0.00466051
15475_68	k141_87709	82216	83190	-	975	3	0.00146699
15475_69	k141_87709	83359	84306	-	948	6	0.00301754
15475_70	k141_87709	84926	85171	+	246	2	0.00387618
15475_71	k141_87709	85292	88054	-	2763	4	0.000690222
15475_72	k141_87709	88177	90537	-	2361	5	0.00100968
15475_73	k141_87709	90964	91137	-	174	0	0
15475_74	k141_87709	91305	93002	-	1698	6	0.0016847
15475_75	k141_87709	93244	93426	-	183	0	0
15475_76	k141_87709	93561	94724	+	1164	4	0.00163839
15475_77	k141_87709	95078	96409	+	1332	6	0.00214762
15475_78	k141_87709	96406	98064	+	1659	9	0.00258646
15475_79	k141_87709	98074	99168	+	1095	2	0.000870814
15475_80	k141_87709	99533	101947	+	2415	6	0.00118452
15475_81	k141_87709	102074	103261	+	1188	0	0
15475_82	k141_87709	103504	104064	-	561	2	0.00169972
15475_83	k141_87709	104441	104818	-	378	0	0
15475_84	k141_87709	105006	105497	-	492	0	0
15475_85	k141_87709	106143	107546	-	1404	6	0.00203748
15475_86	k141_87709	107630	107809	-	180	0	0
15475_87	k141_87709	107885	108181	-	297	0	0
15475_88	k141_87709	108277	109722	-	1446	39	0.012859
15476_1	k141_240883	2	298	+	297	11	0.0176582
15476_2	k141_240883	390	713	+	324	7	0.0103006
15476_3	k141_240883	771	1136	+	366	4	0.00521061
15477_1	k141_309036	3	857	-	855	0	0
15477_2	k141_309036	932	1306	-	375	0	0
15477_3	k141_309036	1351	1479	-	129	2	0.00739179
15478_1	k141_207152	1	183	-	183	0	0
15478_2	k141_207152	640	1002	-	363	0	0
15478_3	k141_207152	999	1121	-	123	0	0
15479_1	k141_122505	195	980	-	786	0	0
15479_2	k141_122505	977	1333	-	357	0	0
15480_1	k141_240885	2	553	-	552	0	0
15480_2	k141_240885	744	1268	+	525	3	0.0027244
15481_1	k141_173203	2	697	-	696	1	0.000685015
15481_2	k141_173203	985	1791	-	807	0	0
15481_3	k141_173203	2124	2270	-	147	0	0
15482_1	k141_309038	101	1357	-	1257	60	0.0227575
15482_2	k141_309038	1413	1811	-	399	10	0.0119491
15483_1	k141_223985	55	759	-	705	13	0.00879152
15484_1	k141_156584	281	499	+	219	1	0.00217703
15484_2	k141_156584	520	2403	+	1884	0	0
15484_3	k141_156584	2606	2983	+	378	0	0
15485_1	k141_274861	1	981	-	981	0	0
15485_2	k141_274861	962	1270	-	309	0	0
15485_3	k141_274861	1277	1900	-	624	0	0
15485_4	k141_274861	1932	2828	-	897	0	0
15486_1	k141_36934	150	674	-	525	683	0.620256
15486_2	k141_36934	756	2081	-	1326	1482	0.532861
15487_1	k141_122508	3	125	+	123	0	0
15487_2	k141_122508	156	392	+	237	0	0
15487_3	k141_122508	382	1023	+	642	0	0
15488_1	k141_309039	3	104	+	102	0	0
15488_2	k141_309039	163	1203	+	1041	23	0.0105338
15488_3	k141_309039	1218	1463	+	246	0	0
15489_1	k141_20626	1	2160	+	2160	3759	0.829713
15489_2	k141_20626	2203	2289	+	87	4	0.0219205
15490_1	k141_36935	2	91	-	90	0	0
15490_2	k141_36935	106	303	-	198	3	0.0072238
15490_3	k141_36935	350	529	-	180	0	0
15490_4	k141_36935	529	714	-	186	1	0.00256328
15490_5	k141_36935	1011	1157	-	147	0	0
15491_1	k141_87721	74	1519	+	1446	4	0.00131887
15492_1	k141_53937	1	828	-	828	0	0
15492_2	k141_53937	1021	1935	-	915	0	0
15492_3	k141_53937	2109	2516	+	408	0	0
15492_4	k141_53937	2506	3222	+	717	0	0
15492_5	k141_53937	3219	4031	+	813	0	0
15492_6	k141_53937	4243	4611	+	369	0	0
15492_7	k141_53937	4604	5254	+	651	0	0
15493_1	k141_207153	2	649	-	648	817	0.601114
15493_2	k141_207153	646	1320	-	675	1153	0.814395
15493_3	k141_207153	1685	1972	+	288	567	0.938642
15493_4	k141_207153	2098	3468	-	1371	2880	1.00153
15493_5	k141_207153	3472	4113	-	642	1374	1.02038
15494_1	k141_223988	2	721	-	720	3	0.00198654
15494_2	k141_223988	724	1107	-	384	0	0
15494_3	k141_223988	1116	2309	-	1194	5	0.00199653
15494_4	k141_223988	2313	2492	-	180	0	0
15495_1	k141_309041	2	730	-	729	15	0.0098101
15495_2	k141_309041	775	2106	-	1332	3	0.00107381
15496_1	k141_292363	2	658	+	657	0	0
15496_2	k141_292363	675	2426	-	1752	0	0
15497_1	k141_325785	2	547	-	546	1	0.000873206
15497_2	k141_325785	971	2578	-	1608	6	0.00177899
15498_1	k141_36943	2	163	+	162	0	0
15498_2	k141_36943	189	845	+	657	0	0
15499_1	k141_173205	1	993	+	993	1891	0.907929
15499_2	k141_173205	990	1721	+	732	1512	0.984805
15499_3	k141_173205	1851	4424	+	2574	111	0.02056
15500_1	k141_309044	3	1184	-	1182	0	0
15501_1	k141_53941	3	191	-	189	0	0
15501_2	k141_53941	267	1088	-	822	0	0
15502_1	k141_257999	28	204	+	177	0	0
15502_2	k141_257999	298	600	+	303	1	0.0015735
15502_3	k141_257999	619	1377	+	759	5	0.00314078
15502_4	k141_257999	1402	1956	+	555	6	0.00515428
15503_1	k141_223992	2	166	+	165	0	0
15503_2	k141_223992	475	690	+	216	4	0.00882909
15503_3	k141_223992	683	1861	+	1179	16	0.00647017
15504_1	k141_156595	1	159	+	159	0	0
15504_2	k141_156595	314	1333	+	1020	2	0.000934844
15505_1	k141_71708	3	7583	-	7581	20	0.0012578
15505_2	k141_71708	7587	7742	-	156	0	0
15505_3	k141_71708	7882	8661	-	780	0	0
15506_1	k141_292364	2	1150	+	1149	2544	1.05562
15506_2	k141_292364	1218	2087	-	870	384	0.210437
15506_3	k141_292364	2100	2597	-	498	16	0.0153179
15507_1	k141_20632	1	285	+	285	0	0
15507_2	k141_20632	263	904	+	642	0	0
15507_3	k141_20632	1261	1596	+	336	0	0
15507_4	k141_20632	1589	1993	+	405	0	0
15507_5	k141_20632	2151	2405	+	255	0	0
15507_6	k141_20632	2464	2769	-	306	0	0
15507_7	k141_20632	2919	3077	+	159	0	0
15507_8	k141_20632	3074	3247	+	174	0	0
15508_1	k141_87728	44	838	-	795	0	0
15508_2	k141_87728	1058	2986	+	1929	0	0
15508_3	k141_87728	2996	3367	+	372	0	0
15509_1	k141_325790	1	831	+	831	0	0
15509_2	k141_325790	782	2230	+	1449	0	0
15510_1	k141_3502	52	708	-	657	0	0
15510_2	k141_3502	719	1051	-	333	0	0
15510_3	k141_3502	1326	1439	+	114	0	0
15510_4	k141_3502	1387	2487	-	1101	2	0.000866068
15510_5	k141_3502	2570	2782	-	213	0	0
15510_6	k141_3502	2801	3418	-	618	1	0.000771474
15510_7	k141_3502	3950	4600	-	651	3	0.0021971
15510_8	k141_3502	4695	4826	-	132	0	0
15510_9	k141_3502	4842	5633	-	792	0	0
15510_10	k141_3502	5817	6782	-	966	2	0.000987103
15510_11	k141_3502	6779	8149	-	1371	0	0
15510_12	k141_3502	8223	9065	-	843	0	0
15510_13	k141_3502	9169	9579	-	411	0	0
15511_1	k141_71711	2	1270	-	1269	0	0
15512_1	k141_36950	1	822	-	822	0	0
15513_1	k141_292365	2	121	+	120	0	0
15513_2	k141_292365	209	556	+	348	0	0
15513_3	k141_292365	701	1366	+	666	0	0
15513_4	k141_292365	1380	1805	+	426	0	0
15514_1	k141_87729	2	121	-	120	3	0.0119193
15514_2	k141_87729	388	1128	+	741	4	0.00257366
15515_1	k141_258003	1	1308	-	1308	53	0.0193187
15515_2	k141_258003	1271	1510	-	240	6	0.0119193
15516_1	k141_173212	3	1607	+	1605	35	0.0103969
15516_2	k141_173212	1693	1956	+	264	3	0.00541785
15516_3	k141_173212	1976	2350	+	375	7	0.00889972
15517_1	k141_240887	2	955	+	954	82	0.0409803
15517_2	k141_240887	965	1426	+	462	36	0.037151
15517_3	k141_240887	1570	2535	-	966	76	0.0375099
15517_4	k141_240887	2725	2964	-	240	13	0.0258251
15517_5	k141_240887	2984	3220	-	237	14	0.0281637
15517_6	k141_240887	3326	3739	-	414	25	0.0287905
15517_7	k141_240887	3752	5146	-	1395	130	0.0444302
15517_8	k141_240887	5175	6029	-	855	62	0.0345728
15517_9	k141_240887	6051	7571	-	1521	117	0.0366747
15517_10	k141_240887	7614	8150	-	537	25	0.022196
15517_11	k141_240887	8147	8653	-	507	32	0.030092
15517_12	k141_240887	8683	8922	-	240	16	0.0317847
15518_1	k141_258004	3	779	-	777	2	0.00122721
15519_1	k141_71714	1	144	-	144	0	0
15519_2	k141_71714	141	1022	-	882	0	0
15520_1	k141_223994	20	295	-	276	0	0
15520_2	k141_223994	325	1116	-	792	0	0
15520_3	k141_223994	1113	2348	-	1236	0	0
15520_4	k141_223994	2361	3380	-	1020	0	0
15520_5	k141_223994	3377	3853	-	477	0	0
15521_1	k141_36951	756	1523	+	768	0	0
15521_2	k141_36951	1520	1966	+	447	0	0
15522_1	k141_240888	1	642	-	642	2	0.00148527
15522_2	k141_240888	1068	1418	+	351	0	0
15523_1	k141_20635	2	640	+	639	0	0
15523_2	k141_20635	816	974	-	159	0	0
15523_3	k141_20635	1438	1683	+	246	0	0
15523_4	k141_20635	1686	2021	+	336	0	0
15523_5	k141_20635	2072	2458	+	387	0	0
15523_6	k141_20635	2455	2715	+	261	0	0
15524_1	k141_274863	2	994	+	993	2	0.000960263
15524_2	k141_274863	1197	1904	+	708	0	0
15524_3	k141_274863	2099	4084	+	1986	0	0
15524_4	k141_274863	4127	5608	+	1482	0	0
15524_5	k141_274863	5605	6636	+	1032	0	0
15524_6	k141_274863	6611	8215	+	1605	0	0
15524_7	k141_274863	8222	9313	-	1092	3	0.00130981
15525_1	k141_223995	3	1328	+	1326	3	0.00107867
15526_1	k141_3507	3	215	+	213	0	0
15526_2	k141_3507	273	872	+	600	0	0
15526_3	k141_3507	934	1341	-	408	0	0
15526_4	k141_3507	1603	2115	+	513	0	0
15527_1	k141_292367	3	1817	+	1815	0	0
15527_2	k141_292367	2030	2449	+	420	0	0
15527_3	k141_292367	2529	2882	+	354	0	0
15528_1	k141_36952	1	300	-	300	0	0
15528_2	k141_36952	324	467	-	144	0	0
15528_3	k141_36952	509	1195	-	687	3	0.00208197
15529_1	k141_223997	3	620	+	618	0	0
15530_1	k141_292369	1	1194	-	1194	0	0
15531_1	k141_207164	160	1710	+	1551	28	0.00860708
15531_2	k141_207164	2235	4487	+	2253	31	0.00656009
15531_3	k141_207164	4700	5464	+	765	12	0.00747875
15531_4	k141_207164	5799	6164	+	366	2	0.0026053
15532_1	k141_71719	3	272	+	270	0	0
15532_2	k141_71719	316	1236	+	921	8	0.00414133
15532_3	k141_71719	1255	2304	+	1050	3	0.0013622
15532_4	k141_71719	2326	2451	+	126	0	0
15533_1	k141_274869	1	627	-	627	12	0.0091248
15533_2	k141_274869	701	1183	-	483	7	0.00690972
15533_3	k141_274869	1196	1603	-	408	1	0.00116856
15534_1	k141_20640	1	1533	-	1533	25	0.00777512
15534_2	k141_20640	1530	2018	-	489	2	0.00194998
15534_3	k141_20640	2050	2340	-	291	7	0.0114687
15535_1	k141_274870	2	1138	+	1137	0	0
15536_1	k141_20641	2	1753	+	1752	0	0
15537_1	k141_325808	1	327	+	327	3	0.00437404
15537_2	k141_325808	455	751	+	297	5	0.00802644
15537_3	k141_325808	772	1524	+	753	7	0.00443213
15538_1	k141_274872	3	578	-	576	7	0.00579409
15538_2	k141_274872	589	1083	-	495	1	0.000963173
15539_1	k141_224001	2	1219	-	1218	7	0.00274006
15540_1	k141_207167	3	722	+	720	0	0
15540_2	k141_207167	784	1272	+	489	0	0
15540_3	k141_207167	1259	2194	+	936	0	0
15541_1	k141_36960	1	924	+	924	0	0
15541_2	k141_36960	1054	1692	-	639	0	0
15541_3	k141_36960	1696	2160	-	465	1	0.00102531
15542_1	k141_292375	76	1032	-	957	27	0.0134512
15542_2	k141_292375	1129	1452	-	324	22	0.0323733
15542_3	k141_292375	1604	2383	-	780	15	0.00916867
15543_1	k141_87730	90	1076	+	987	2457	1.18685
15543_2	k141_87730	1092	1760	+	669	1532	1.0918
15543_3	k141_87730	1757	2509	+	753	1442	0.913019
15543_4	k141_87730	2513	3871	-	1359	3021	1.05984
15543_5	k141_87730	4017	4739	+	723	1693	1.11642
15543_6	k141_87730	4806	5030	-	225	727	1.5405
15543_7	k141_87730	5496	6152	+	657	1735	1.25905
15543_8	k141_87730	6149	7981	+	1833	2247	0.584454
15543_9	k141_87730	8039	8587	+	549	1536	1.33392
15544_1	k141_258022	123	1031	-	909	2	0.001049
15544_2	k141_258022	1028	1369	-	342	0	0
15544_3	k141_258022	1481	1630	+	150	0	0
15545_1	k141_156597	2	205	-	204	0	0
15545_2	k141_156597	224	820	-	597	4	0.00319444
15545_3	k141_156597	817	1533	-	717	2	0.0013299
15545_4	k141_156597	1524	2351	-	828	15	0.00863715
15545_5	k141_156597	2411	3358	-	948	14	0.00704092
15545_6	k141_156597	3358	4542	-	1185	95	0.0382221
15545_7	k141_156597	4556	4897	-	342	61	0.085038
15545_8	k141_156597	5007	5363	+	357	99	0.132214
15545_9	k141_156597	5375	6238	+	864	172	0.0949127
15545_10	k141_156597	6235	7197	+	963	247	0.122287
15545_11	k141_156597	7184	8200	+	1017	217	0.10173
15545_12	k141_156597	8274	8420	-	147	18	0.0583801
15545_13	k141_156597	8401	11841	-	3441	936	0.129688
15546_1	k141_71721	1	711	+	711	1815	1.21707
15546_2	k141_71721	778	1692	+	915	1841	0.959273
15546_3	k141_71721	1653	2600	-	948	2403	1.20852
15546_4	k141_71721	2695	3324	+	630	1208	0.914189
15546_5	k141_71721	3442	4011	+	570	1046	0.874916
15546_6	k141_71721	3998	4621	+	624	966	0.738078
15547_1	k141_292377	60	836	+	777	0	0
15547_2	k141_292377	858	1415	+	558	0	0
15548_1	k141_71722	1	1107	+	1107	0	0
15549_1	k141_325811	3	557	-	555	105	0.0901998
15549_2	k141_325811	570	3383	-	2814	1131	0.191623
15550_1	k141_87732	2	634	-	633	26	0.019583
15550_2	k141_87732	615	1292	-	678	3	0.0021096
15550_3	k141_87732	1271	1936	-	666	4	0.00286349
15550_4	k141_87732	1946	2131	-	186	0	0
15551_1	k141_274881	2	343	-	342	1	0.00139407
15551_2	k141_274881	959	1294	-	336	0	0
