# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam	RPKM
1084_25	k141_39216	35596	37176	+	1581	199	32.928
1084_26	k141_39216	37179	37913	+	735	36	12.8132
1084_27	k141_39216	37906	39861	+	1956	238	31.8311
1084_28	k141_39216	39970	40887	+	918	78	22.2277
1084_29	k141_39216	40930	41763	+	834	96	30.1126
1084_30	k141_39216	41772	43022	+	1251	104	21.748
1084_31	k141_39216	43009	44208	+	1200	101	22.0183
1084_32	k141_39216	44312	44671	+	360	6	4.36006
1084_33	k141_39216	44691	45119	+	429	30	18.294
1084_34	k141_39216	45112	45837	+	726	66	23.7821
1084_35	k141_39216	45928	47295	+	1368	122	23.3301
1084_36	k141_39216	47426	47614	+	189	6	8.30487
1085_1	k141_28596	3	584	-	582	20	8.98981
1085_2	k141_28596	581	1369	-	789	14	4.64189
1086_1	k141_24943	2	280	-	279	10	9.37647
1086_2	k141_24943	526	1137	-	612	18	7.69422
1087_1	k141_7285	3	569	+	567	10	4.61382
1087_2	k141_7285	598	1605	+	1008	23	5.96913
1087_3	k141_7285	1649	2239	+	591	2	0.885291
1088_1	k141_3846	1	684	-	684	8	3.05969
1088_2	k141_3846	783	1001	-	219	0	0
1089_1	k141_42807	1	327	+	327	2	1.60002
1089_2	k141_42807	285	824	+	540	4	1.9378
1089_3	k141_42807	900	1358	+	459	3	1.70983
1090_1	k141_21495	3	1619	-	1617	116	18.7669
1090_2	k141_21495	1779	2813	-	1035	106	26.7922
1090_3	k141_21495	2946	5183	-	2238	227	26.5344
1090_4	k141_21495	5444	5725	-	282	28	25.9748
1090_5	k141_21495	5770	6426	+	657	45	17.918
1090_6	k141_21495	6438	7448	-	1011	89	23.0294
1090_7	k141_21495	7718	8434	+	717	78	28.459
1090_8	k141_21495	8546	11083	+	2538	165	17.0073
1090_9	k141_21495	11236	11349	+	114	18	41.3058
1090_10	k141_21495	12066	13946	+	1881	230	31.9877
1090_11	k141_21495	13946	14602	+	657	108	43.0033
1090_12	k141_21495	14834	15853	+	1020	137	35.1369
1090_13	k141_21495	15868	16455	+	588	108	48.0496
1090_14	k141_21495	16728	18080	+	1353	192	37.1233
1090_15	k141_21495	18117	19238	+	1122	150	34.9737
1090_16	k141_21495	19225	20724	+	1500	183	31.9156
1090_17	k141_21495	20778	21581	+	804	122	39.6961
1090_18	k141_21495	21694	22365	+	672	140	54.5007
1090_19	k141_21495	22516	23241	+	726	162	58.3743
1090_20	k141_21495	23707	24414	+	708	127	46.926
1090_21	k141_21495	24421	25488	+	1068	118	28.9038
1090_22	k141_21495	25488	26144	+	657	68	27.0762
1090_23	k141_21495	26141	26743	+	603	97	42.0822
1090_24	k141_21495	27028	27315	+	288	70	63.5842
1090_25	k141_21495	27776	28126	+	351	87	64.8419
1090_26	k141_21495	28175	29305	+	1131	210	48.5736
1090_27	k141_21495	29503	30102	-	600	126	54.9367
1090_28	k141_21495	30297	33209	+	2913	375	33.6771
1090_29	k141_21495	33235	33837	+	603	99	42.9498
1090_30	k141_21495	33834	34967	-	1134	144	33.2195
1090_31	k141_21495	34997	35629	+	633	135	55.7922
1090_32	k141_21495	35857	37140	+	1284	266	54.1951
1090_33	k141_21495	37501	38265	+	765	70	23.9376
1090_34	k141_21495	38321	38887	+	567	50	23.0691
1090_35	k141_21495	38969	40063	-	1095	171	40.8531
1090_36	k141_21495	40231	40851	+	621	98	41.2836
1090_37	k141_21495	40925	41095	+	171	27	41.3058
1090_38	k141_21495	41186	42652	+	1467	182	32.4552
1090_39	k141_21495	43144	45060	+	1917	257	35.0715
1090_40	k141_21495	45132	47537	-	2406	358	38.9252
1090_41	k141_21495	48101	49066	+	966	167	45.2254
1090_42	k141_21495	49190	52276	+	3087	307	26.0163
1090_43	k141_21495	52554	53174	+	621	115	48.4451
1090_44	k141_21495	53171	54322	+	1152	129	29.2941
1090_45	k141_21495	54441	54995	+	555	123	57.977
1090_46	k141_21495	55138	56739	+	1602	193	31.5165
1090_47	k141_21495	56872	58389	+	1518	214	36.8795
1090_48	k141_21495	58786	59133	-	348	80	60.1387
1090_49	k141_21495	59296	59871	+	576	114	51.7757
1090_50	k141_21495	59919	61364	-	1446	157	28.4037
1090_51	k141_21495	61626	62237	+	612	82	35.0514
1091_1	k141_28599	2	277	-	276	0	0
1091_2	k141_28599	383	601	+	219	0	0
1091_3	k141_28599	661	1074	-	414	8	5.05514
1092_1	k141_10978	2	688	+	687	7	2.66554
1092_2	k141_10978	808	3579	+	2772	96	9.05986
1092_3	k141_10978	3721	4230	+	510	6	3.07769
1093_1	k141_49898	2	1168	+	1167	24	5.38002
1093_2	k141_49898	1189	1359	+	171	4	6.11938
1094_1	k141_10980	184	522	+	339	11	8.48861
1094_2	k141_10980	467	778	+	312	6	5.03084
1094_3	k141_10980	853	1014	-	162	3	4.84451
1095_1	k141_64024	2	1777	-	1776	97	14.288
1095_2	k141_64024	1879	2139	-	261	15	15.0347
1095_3	k141_64024	2268	3299	-	1032	103	26.1097
1095_4	k141_64024	3296	3994	-	699	42	15.7187
1095_5	k141_64024	4067	4186	-	120	1	2.18003
1095_6	k141_64024	4245	4601	+	357	33	24.1818
1095_7	k141_64024	4629	4859	-	231	22	24.9146
1095_8	k141_64024	4825	6237	-	1413	197	36.4727
1096_1	k141_404	3	635	-	633	24	9.91862
1096_2	k141_404	638	1816	-	1179	59	13.0913
1096_3	k141_404	1947	2513	+	567	14	6.45935
1096_4	k141_404	2485	2973	-	489	8	4.27981
1096_5	k141_404	3053	3379	+	327	6	4.80006
1096_6	k141_404	3425	4051	+	627	4	1.66892
1096_7	k141_404	4044	4631	+	588	22	9.78789
1096_8	k141_404	4711	6405	+	1695	43	6.63655
1096_9	k141_404	6467	8743	+	2277	154	17.693
1096_10	k141_404	8839	9900	+	1062	61	15.0262
1097_1	k141_24946	80	2269	+	2190	133	15.8873
1097_2	k141_24946	2274	2636	+	363	22	15.8548
1098_1	k141_28600	3	650	+	648	15	6.05564
1098_2	k141_28600	684	1511	+	828	24	7.58271
1098_3	k141_28600	1901	2191	+	291	10	8.98981
1099_1	k141_64025	106	975	-	870	30	9.02081
1100_1	k141_3851	3	278	+	276	3	2.84352
1100_2	k141_3851	385	1680	-	1296	78	15.7447
1101_1	k141_39217	2	1591	-	1590	37	6.08763
1101_2	k141_39217	1760	2116	-	357	14	10.259
1101_3	k141_39217	2202	2375	-	174	4	6.01387
1101_4	k141_39217	2526	2711	-	186	3	4.21941
1101_5	k141_39217	2957	3397	-	441	8	4.74564
1101_6	k141_39217	3413	4342	-	930	72	20.2532
1101_7	k141_39217	4358	4678	-	321	2	1.62993
1102_1	k141_14405	1	1578	-	1578	62	10.2785
1102_2	k141_14405	1690	2094	-	405	9	5.81341
1102_3	k141_14405	2176	3270	-	1095	32	7.64503
1102_4	k141_14405	3357	3482	-	126	2	4.15244
1102_5	k141_14405	3610	5112	-	1503	61	10.6173
1102_6	k141_14405	5128	5262	-	135	2	3.87561
1103_1	k141_21501	1	123	+	123	0	0
1103_2	k141_21501	141	779	+	639	11	4.50335
1103_3	k141_21501	787	1044	+	258	3	3.0419
1104_1	k141_21502	3	803	-	801	9	2.93937
1104_2	k141_21502	800	1048	-	249	0	0
1105_1	k141_39218	2	280	+	279	0	0
1105_2	k141_39218	313	1128	+	816	24	7.69422
1105_3	k141_39218	1180	1317	+	138	2	3.79135
1106_1	k141_49902	2	73	+	72	0	0
1106_2	k141_49902	210	1274	+	1065	33	8.10602
1106_3	k141_49902	1433	2194	+	762	16	5.49299
1106_4	k141_49902	2492	2569	+	78	5	16.7695
1107_1	k141_410	3	734	-	732	16	5.71811
1107_2	k141_410	737	1297	-	561	20	9.32633
1107_3	k141_410	1311	1469	-	159	0	0
1108_1	k141_42821	3	776	+	774	12	4.05587
1108_2	k141_42821	773	1213	+	441	7	4.15244
1109_1	k141_28606	1	1317	+	1317	79	15.6922
1110_1	k141_67529	2	451	-	450	13	7.55743
1110_2	k141_67529	493	855	-	363	24	17.2961
1110_3	k141_67529	1011	2720	-	1710	106	16.2164
1110_4	k141_67529	2748	3095	-	348	16	12.0277
1110_5	k141_67529	3126	3926	-	801	51	16.6564
1110_6	k141_67529	3997	6327	-	2331	138	15.4875
1110_7	k141_67529	6320	6766	-	447	11	6.43767
1110_8	k141_67529	6747	7241	-	495	31	16.3832
1110_9	k141_67529	7256	8095	-	840	43	13.3916
1110_10	k141_67529	8159	8539	-	381	19	13.0458
1110_11	k141_67529	8536	9249	-	714	39	14.2893
1110_12	k141_67529	9471	9836	-	366	88	62.8992
1111_1	k141_14410	3	1814	-	1812	49	7.07427
1112_1	k141_10988	2	529	-	528	7	3.46823
1112_2	k141_10988	520	1860	-	1341	20	3.90162
1113_1	k141_64026	3	134	+	132	6	11.8911
1113_2	k141_64026	218	466	+	249	22	23.1136
1113_3	k141_64026	593	2290	+	1698	67	10.3224
1113_4	k141_64026	2292	4013	+	1722	60	9.1151
1113_5	k141_64026	4006	4095	+	90	0	0
1114_1	k141_14411	2	544	+	543	9	4.33597
1114_2	k141_14411	643	1167	+	525	10	4.98292
1115_1	k141_28608	2	1072	-	1071	20	4.88522
1115_2	k141_28608	1141	1635	-	495	11	5.81341
1116_1	k141_53432	3	1055	+	1053	32	7.94996
1117_1	k141_64028	60	836	-	777	24	8.08042
1117_2	k141_64028	845	1642	-	798	29	9.50689
1118_1	k141_46071	3	86	+	84	3	9.34298
1118_2	k141_46071	189	755	-	567	26	11.9959
1118_3	k141_46071	840	1265	+	426	36	22.1073
1118_4	k141_46071	1415	2338	+	924	102	28.8783
1118_5	k141_46071	2497	4173	+	1677	92	14.3515
1118_6	k141_46071	4487	5401	+	915	108	30.8778
1118_7	k141_46071	5407	5958	-	552	12	5.68703
1118_8	k141_46071	5955	7478	-	1524	74	12.7025
1118_9	k141_46071	7574	8452	-	879	108	32.1424
1118_10	k141_46071	8516	9154	-	639	35	14.3288
1118_11	k141_46071	9154	11256	-	2103	86	10.698
1118_12	k141_46071	11253	11825	-	573	16	7.30481
1118_13	k141_46071	11803	12897	-	1095	62	14.8123
1118_14	k141_46071	12902	14347	-	1446	33	5.9702
1118_15	k141_46071	14428	15651	-	1224	59	12.61
1118_16	k141_46071	15651	17189	-	1539	82	13.9386
1118_17	k141_46071	17244	18167	+	924	61	17.2704
1118_18	k141_46071	18374	19525	-	1152	73	16.5773
1118_19	k141_46071	19711	21948	-	2238	147	17.1831
1118_20	k141_46071	21941	22591	-	651	68	27.3257
1118_21	k141_46071	22696	23520	-	825	81	25.6847
1118_22	k141_46071	23510	25324	-	1815	162	23.3497
1118_23	k141_46071	25321	26865	-	1545	162	27.4303
1118_24	k141_46071	26867	28285	-	1419	102	18.8045
1118_25	k141_46071	28282	30162	-	1881	167	23.2258
1118_26	k141_46071	30159	31073	-	915	94	26.8751
1118_27	k141_46071	31070	33277	-	2208	206	24.4068
1118_28	k141_46071	34070	34963	-	894	100	29.2621
1118_29	k141_46071	35137	36147	+	1011	138	35.7085
1118_30	k141_46071	36614	37111	-	498	45	23.6389
1118_31	k141_46071	37116	37781	-	666	44	17.2831
1118_32	k141_46071	37839	38750	-	912	71	20.3661
1118_33	k141_46071	38880	39293	+	414	23	14.5335
1118_34	k141_46071	39387	40421	-	1035	63	15.9237
1118_35	k141_46071	40585	41241	-	657	66	26.2798
1118_36	k141_46071	41478	42419	-	942	118	32.7699
1118_37	k141_46071	42602	43744	+	1143	88	20.141
1118_38	k141_46071	43766	44020	+	255	11	11.2849
1118_39	k141_46071	44116	45297	-	1182	106	23.4602
1118_40	k141_46071	45489	46169	+	681	45	17.2866
1118_41	k141_46071	46413	48293	+	1881	169	23.504
1118_42	k141_46071	48481	49251	-	771	64	21.7155
1118_43	k141_46071	49331	50254	-	924	63	17.8366
1118_44	k141_46071	50347	51966	-	1620	113	18.2477
1118_45	k141_46071	52359	53546	+	1188	102	22.4609
1118_46	k141_46071	53704	55851	+	2148	218	26.5501
1118_47	k141_46071	55922	56569	+	648	43	17.3595
1118_48	k141_46071	56783	57358	-	576	41	18.6211
1118_49	k141_46071	57361	58167	-	807	70	22.6918
1118_50	k141_46071	58539	58862	+	324	52	41.9857
1118_51	k141_46071	59547	61064	+	1518	82	14.1314
1118_52	k141_46071	61061	61747	+	687	28	10.6622
1118_53	k141_46071	61765	62547	-	783	69	23.0532
1118_54	k141_46071	62581	63945	-	1365	98	18.7818
1118_55	k141_46071	64170	65663	-	1494	108	18.9111
1118_56	k141_46071	65851	66921	-	1071	72	17.5868
1118_57	k141_46071	67201	67761	-	561	42	19.5853
1118_58	k141_46071	67798	69249	-	1452	95	17.1159
1118_59	k141_46071	69365	70366	-	1002	53	13.8373
1118_60	k141_46071	70420	71436	-	1017	76	19.5495
1118_61	k141_46071	72286	74730	-	2445	159	17.0123
1118_62	k141_46071	74869	75735	-	867	52	15.6902
1118_63	k141_46071	75763	77853	-	2091	145	18.1408
1118_64	k141_46071	78176	79852	+	1677	109	17.0034
1118_65	k141_46071	80123	80929	+	807	50	16.2084
1118_66	k141_46071	80932	82287	+	1356	111	21.4144
1118_67	k141_46071	82369	83649	+	1281	86	17.5628
1118_68	k141_46071	83826	84524	+	699	49	18.3384
1118_69	k141_46071	84742	84831	-	90	16	46.5073
1118_70	k141_46071	85035	85661	-	627	99	41.3058
1118_71	k141_46071	85789	87207	+	1419	102	18.8045
1118_72	k141_46071	87418	88641	-	1224	73	15.6022
1118_73	k141_46071	88690	89799	-	1110	54	12.7267
1118_74	k141_46071	89741	90244	-	504	13	6.74771
1118_75	k141_46071	90353	93205	-	2853	168	15.4046
1118_76	k141_46071	93419	94471	-	1053	78	19.378
1118_77	k141_46071	94771	95433	+	663	41	16.1776
1118_78	k141_46071	96113	97108	-	996	90	23.6389
1118_79	k141_46071	97136	97618	-	483	16	8.66595
1118_80	k141_46071	97707	98705	-	999	58	15.1882
1118_81	k141_46071	98786	99184	-	399	33	21.6364
1118_82	k141_46071	99269	99646	-	378	34	23.5305
1118_83	k141_46071	99783	99896	-	114	10	22.9477
1118_84	k141_46071	99919	100137	-	219	28	33.447
1118_85	k141_46071	100325	100885	-	561	44	20.5179
1118_86	k141_46071	100994	102331	-	1338	121	23.6577
1118_87	k141_46071	102575	103021	-	447	26	15.2163
1118_88	k141_46071	103024	103206	-	183	9	12.8657
1118_89	k141_46071	103206	103931	-	726	41	14.7738
1118_90	k141_46071	103928	104299	-	372	23	16.1744
1118_91	k141_46071	104299	104838	-	540	18	8.72012
1118_92	k141_46071	104856	105254	-	399	21	13.7686
1118_93	k141_46071	105341	105526	-	186	10	14.0647
1118_94	k141_46071	105528	106100	-	573	59	26.9365
1118_95	k141_46071	106097	106432	-	336	27	21.0217
1118_96	k141_46071	106434	106802	-	369	16	11.3432
1118_97	k141_46071	106894	107154	-	261	16	16.037
1118_98	k141_46071	107154	107411	-	258	31	31.433
1118_99	k141_46071	107411	107830	-	420	26	16.1945
1118_100	k141_46071	107839	108642	-	804	74	24.0779
1118_101	k141_46071	108645	109004	-	360	13	9.44679
1118_102	k141_46071	109021	109299	-	279	5	4.68823
1118_103	k141_46071	109315	110145	-	831	36	11.333
1118_104	k141_46071	110182	110478	-	297	13	11.4507
1118_105	k141_46071	110484	111149	-	666	27	10.6055
1118_106	k141_46071	111156	111797	-	642	41	16.7068
1118_107	k141_46071	111815	112123	-	309	43	36.4044
1118_108	k141_46071	112600	115329	-	2730	188	18.0152
1118_109	k141_46071	115683	116654	-	972	93	25.03
1118_110	k141_46071	116694	117734	-	1041	68	17.0884
1118_111	k141_46071	117807	119075	-	1269	97	19.9965
1118_112	k141_46071	119293	120423	+	1131	39	9.02081
1118_113	k141_46071	120598	120999	-	402	10	6.50755
1118_114	k141_46071	121144	121317	+	174	17	25.559
1118_115	k141_46071	121314	123761	+	2448	128	13.6786
1118_116	k141_46071	123845	124336	-	492	15	7.97572
1118_117	k141_46071	124357	124806	-	450	24	13.9522
1118_118	k141_46071	125137	127299	-	2163	132	15.9647
1118_119	k141_46071	127369	128040	-	672	53	20.6324
1118_120	k141_46071	128073	128711	-	639	24	9.82548
1118_121	k141_46071	128779	129843	-	1065	55	13.51
1118_122	k141_46071	129850	131214	-	1365	125	23.9564
1118_123	k141_46071	131282	132586	-	1305	130	26.0601
1118_124	k141_46071	133276	134727	-	1452	91	16.3953
1118_125	k141_46071	134724	136313	-	1590	123	20.2373
1118_126	k141_46071	136310	137449	-	1140	85	19.5055
1118_127	k141_46071	137451	139493	-	2043	203	25.9939
1118_128	k141_46071	139750	141381	-	1632	113	18.1135
1118_129	k141_46071	141468	142289	-	822	44	14.0031
1118_130	k141_46071	142301	143152	-	852	75	23.0285
1118_131	k141_46071	143158	144087	-	930	95	26.7229
1118_132	k141_46071	144096	145088	-	993	71	18.7048
1118_133	k141_46071	145175	146866	-	1692	127	19.6357
1118_134	k141_46071	147224	148378	-	1155	117	26.5001
1118_135	k141_46071	148458	148778	-	321	21	17.1142
1118_136	k141_46071	148815	150305	-	1491	86	15.0891
1118_137	k141_46071	150336	151535	-	1200	81	17.6582
1118_138	k141_46071	151644	151814	-	171	17	26.0074
1118_139	k141_46071	152505	152798	-	294	16	14.2369
1118_140	k141_46071	153052	154254	-	1203	96	20.8761
1118_141	k141_46071	154353	154973	-	621	37	15.5867
1118_142	k141_46071	155203	155733	+	531	68	33.501
1118_143	k141_46071	155831	156013	+	183	36	51.463
1118_144	k141_46071	156152	156841	+	690	45	17.0611
1118_145	k141_46071	156870	157139	-	270	7	6.78231
1118_146	k141_46071	157136	160756	-	3621	255	18.4228
1118_147	k141_46071	160765	162156	-	1392	112	21.0486
1118_148	k141_46071	162420	162800	-	381	20	13.7325
1118_149	k141_46071	162912	163433	-	522	56	28.0647
1118_150	k141_46071	163840	165228	+	1389	107	20.1523
1118_151	k141_46071	165367	166260	-	894	70	20.4835
1118_152	k141_46071	166642	167421	-	780	49	16.4341
1118_153	k141_46071	167463	168458	-	996	67	17.5978
1118_154	k141_46071	168458	169411	-	954	58	15.9046
1118_155	k141_46071	169624	170754	-	1131	81	18.7355
1118_156	k141_46071	171076	171780	-	705	47	17.4402
1118_157	k141_46071	171863	173227	-	1365	99	18.9734
1118_158	k141_46071	173410	174117	-	708	58	21.4308
1118_159	k141_46071	174178	175362	-	1185	66	14.5703
1118_160	k141_46071	175509	176642	-	1134	82	18.9167
1118_161	k141_46071	176819	178159	-	1341	68	13.2655
1118_162	k141_46071	178152	179630	-	1479	78	13.7965
1118_163	k141_46071	179779	180468	-	690	49	18.5776
1118_164	k141_46071	180511	181305	-	795	57	18.7565
1118_165	k141_46071	181426	182442	-	1017	62	15.9483
1118_166	k141_46071	182526	184064	-	1539	103	17.5082
1118_167	k141_46071	184227	185090	-	864	59	17.8641
1118_168	k141_46071	185197	187410	-	2214	219	25.8768
1118_169	k141_46071	187523	188083	-	561	48	22.3832
1118_170	k141_46071	188264	190855	-	2592	157	15.8456
1118_171	k141_46071	191084	191353	-	270	61	59.103
1118_172	k141_46071	191485	192159	-	675	85	32.9427
1118_173	k141_46071	192457	194274	-	1818	226	32.5206
1118_174	k141_46071	194437	194895	-	459	71	40.4659
1118_175	k141_46071	195216	204548	-	9333	731	20.4899
1118_176	k141_46071	204633	206297	-	1665	128	20.1113
1118_177	k141_46071	206297	208207	-	1911	148	20.2602
1118_178	k141_46071	208436	209029	+	594	28	12.3315
1118_179	k141_46071	209063	209959	-	897	55	16.0403
1118_180	k141_46071	210043	212142	-	2100	189	23.5443
1118_181	k141_46071	212228	213007	+	780	53	17.7756
1118_182	k141_46071	213205	213897	-	693	35	13.2123
1118_183	k141_46071	213912	214343	-	432	21	12.7168
1118_184	k141_46071	214557	215354	-	798	123	40.3223
1118_185	k141_46071	215379	215606	-	228	29	33.2741
1118_186	k141_46071	215942	217165	-	1224	136	29.0671
1118_187	k141_46071	217287	218420	-	1134	88	20.3008
1118_188	k141_46071	218501	220192	-	1692	90	13.9151
1118_189	k141_46071	220385	220636	-	252	9	9.34298
1118_190	k141_46071	220676	220984	-	309	13	11.006
1118_191	k141_46071	221137	223950	-	2814	200	18.593
1118_192	k141_46071	224460	225656	-	1197	112	24.4775
1118_193	k141_46071	225795	226739	+	945	108	29.8975
1118_194	k141_46071	226787	228292	-	1506	85	14.7651
1118_195	k141_46071	228289	229014	-	726	43	15.4944
1118_196	k141_46071	229143	229892	-	750	37	12.9058
1118_197	k141_46071	229892	230542	-	651	10	4.01849
1118_198	k141_46071	230662	231027	-	366	24	17.1543
1118_199	k141_46071	231369	233066	-	1698	113	17.4094
1118_200	k141_46071	233481	234488	-	1008	57	14.7931
1118_201	k141_46071	235249	236550	-	1302	74	14.8684
1118_202	k141_46071	236714	237982	-	1269	117	24.1195
1118_203	k141_46071	238056	239378	-	1323	89	17.5984
1118_204	k141_46071	239665	240426	+	762	56	19.2255
1118_205	k141_46071	240566	241240	+	675	53	20.5407
1118_206	k141_46071	241408	241842	-	435	36	21.6499
1118_207	k141_46071	242051	243061	+	1011	87	22.5119
1118_208	k141_46071	243261	243587	-	327	27	21.6003
1118_209	k141_46071	243705	244199	+	495	52	27.4816
1118_210	k141_46071	244199	244969	+	771	73	24.7692
1118_211	k141_46071	244984	245610	+	627	64	26.7027
1118_212	k141_46071	245727	245921	+	195	15	20.1233
1118_213	k141_46071	246244	247071	+	828	98	30.9627
1118_214	k141_46071	247330	249201	+	1872	124	17.3284
1118_215	k141_46071	249231	249779	+	549	44	20.9664
1118_216	k141_46071	250180	250719	-	540	62	30.036
1118_217	k141_46071	250913	253093	-	2181	149	17.872
1118_218	k141_46071	253200	254009	-	810	71	22.9307
1118_219	k141_46071	254025	255698	+	1674	109	17.0339
1118_220	k141_46071	255870	257519	+	1650	116	18.3915
1118_221	k141_46071	257645	258679	-	1035	59	14.9127
1118_222	k141_46071	259108	259557	+	450	48	27.9044
1118_223	k141_46071	259560	259793	+	234	7	7.82575
1118_224	k141_46071	259803	260402	+	600	20	8.72012
1118_225	k141_46071	260536	261465	+	930	46	12.9395
1118_226	k141_46071	261513	262115	-	603	32	13.8828
1118_227	k141_46071	262160	264850	-	2691	231	22.4565
1118_228	k141_46071	265244	265438	-	195	34	45.6129
1118_229	k141_46071	265735	267735	-	2001	143	18.6953
1118_230	k141_46071	268120	269448	+	1329	112	22.0463
1118_231	k141_46071	269643	270377	-	735	61	21.7113
1118_232	k141_46071	270654	271205	+	552	35	16.5872
1118_233	k141_46071	271340	272668	+	1329	79	15.5505
1118_234	k141_46071	272885	273778	+	894	84	24.5802
1118_235	k141_46071	274060	275250	-	1191	103	22.624
1118_236	k141_46071	275369	276043	-	675	56	21.7034
1118_237	k141_46071	276213	277418	-	1206	90	19.5226
1118_238	k141_46071	277418	278644	-	1227	128	27.2903
1118_239	k141_46071	278884	279669	+	786	87	28.9561
1118_240	k141_46071	279760	280875	-	1116	119	27.895
1118_241	k141_46071	281040	282221	-	1182	124	27.444
1118_242	k141_46071	282218	283081	-	864	74	22.4059
1118_243	k141_46071	283072	284025	-	954	66	18.0984
1118_244	k141_46071	284243	285406	-	1164	113	25.3962
1118_245	k141_46071	285646	286782	-	1137	125	28.7603
1118_246	k141_46071	287178	287261	-	84	22	68.5152
1119_1	k141_14415	1	1851	+	1851	20	2.82662
1120_1	k141_417	3	1412	+	1410	43	7.97798
1120_2	k141_417	1405	2097	+	693	38	14.3448
1120_3	k141_417	2277	2447	+	171	5	7.64922
1120_4	k141_417	2452	2832	+	381	15	10.2993
1121_1	k141_42826	1	975	+	975	22	5.90285
1121_2	k141_42826	988	1635	+	648	13	5.24822
1121_3	k141_42826	1632	2621	+	990	13	3.4352
1121_4	k141_42826	2618	3427	+	810	10	3.22967
1122_1	k141_39223	3	266	-	264	3	2.97277
1122_2	k141_39223	278	1354	-	1077	70	17.003
1122_3	k141_39223	1365	2951	-	1587	100	16.4842
1122_4	k141_39223	2957	3184	-	228	4	4.58953
1122_5	k141_39223	3197	4711	-	1515	61	10.5332
1122_6	k141_39223	4743	4991	-	249	0	0
1123_1	k141_21514	3	401	-	399	12	7.86777
1123_2	k141_21514	427	1794	-	1368	74	14.1511
1123_3	k141_21514	1822	2673	-	852	27	8.29025
1123_4	k141_21514	2725	3369	-	645	29	11.762
1123_5	k141_21514	3448	4083	-	636	22	9.04918
1124_1	k141_28615	761	2149	+	1389	39	7.34524
1125_1	k141_418	2	307	-	306	8	6.83931
1125_2	k141_418	307	1155	-	849	29	8.93581
1125_3	k141_418	1158	1529	-	372	18	12.6582
1125_4	k141_418	1651	2502	-	852	160	49.1274
1126_1	k141_46078	2	985	-	984	21	5.583
1126_2	k141_46078	975	1262	-	288	1	0.908345
1127_1	k141_14417	3	1589	-	1587	47	7.74755
1127_2	k141_14417	1602	1901	-	300	7	6.10408
1127_3	k141_14417	2153	2650	-	498	15	7.87962
1127_4	k141_14417	2945	3070	-	126	4	8.30487
1128_1	k141_21519	3	251	+	249	4	4.20247
1128_2	k141_21519	235	1260	+	1026	67	17.0833
1128_3	k141_21519	1377	1799	-	423	38	23.501
1128_4	k141_21519	1855	2025	-	171	3	4.58953
1129_1	k141_53441	3	539	-	537	10	4.87157
1129_2	k141_53441	582	1340	-	759	7	2.41268
1129_3	k141_53441	1342	1791	-	450	2	1.16268
1130_1	k141_28618	2	388	-	387	9	6.0838
1130_2	k141_28618	437	778	-	342	4	3.05969
1130_3	k141_28618	937	1155	+	219	1	1.19454
1131_1	k141_67546	3	563	+	561	15	6.99475
1131_2	k141_67546	623	1585	+	963	29	7.87799
1132_1	k141_64038	1	531	+	531	42	20.6918
1132_2	k141_64038	649	1377	+	729	24	8.61246
1133_1	k141_21522	3	947	+	945	8	2.21463
1133_2	k141_21522	970	1119	+	150	1	1.74402
1134_1	k141_67547	2	463	+	462	5	2.83121
1134_2	k141_67547	635	1084	+	450	0	0
1135_1	k141_46081	1	1071	+	1071	88	21.495
1135_2	k141_46081	1096	2256	+	1161	68	15.3222
1136_1	k141_21523	2	892	-	891	15	4.4041
1137_1	k141_14423	1	324	-	324	4	3.22967
1137_2	k141_14423	342	1148	-	807	5	1.62084
1138_1	k141_24953	3	1379	-	1377	145	27.5472
1138_2	k141_24953	1389	2702	-	1314	152	30.2616
1138_3	k141_24953	2718	5003	-	2286	256	29.2959
1138_4	k141_24953	5049	6422	-	1374	143	27.2266
1138_5	k141_24953	6419	7111	-	693	67	25.2921
1138_6	k141_24953	7290	8162	-	873	93	27.8684
1138_7	k141_24953	8308	10068	-	1761	163	24.2143
1138_8	k141_24953	10307	12229	-	1923	251	34.1459
1138_9	k141_24953	12291	13208	-	918	40	11.3988
1138_10	k141_24953	13210	13365	-	156	1	1.67695
1139_1	k141_67548	3	434	+	432	4	2.42225
1139_2	k141_67548	512	1429	-	918	19	5.41445
1140_1	k141_64040	181	495	+	315	144	119.59
1140_2	k141_64040	495	854	+	360	119	86.4745
1140_3	k141_64040	824	1771	+	948	359	99.0671
1141_1	k141_7290	2	292	+	291	1	0.898981
1141_2	k141_7290	282	737	+	456	3	1.72108
1141_3	k141_7290	798	1271	+	474	5	2.75953
1141_4	k141_7290	1268	2506	+	1239	55	11.6127
1141_5	k141_7290	2503	3849	+	1347	30	5.82636
1141_6	k141_7290	3839	5509	+	1671	32	5.00976
1141_7	k141_7290	5510	5743	+	234	3	3.35389
