# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_6_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_6/G13_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_6/G13_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_6/G13_2.bam	RPKG
3084_5	k141_27417	3609	3776	+	168	0	0
3085_1	k141_62793	806	2500	-	1695	9	0.00426835
3086_1	k141_36130	306	911	+	606	17	0.0225509
3087_1	k141_125071	3	803	-	801	8	0.0080287
3087_2	k141_125071	969	1166	-	198	1	0.00405997
3087_3	k141_125071	1408	1791	+	384	7	0.0146539
3087_4	k141_125071	1820	2545	+	726	7	0.00775084
3088_1	k141_89289	2	283	+	282	4	0.0114025
3088_2	k141_89289	294	770	-	477	21	0.0353906
3088_3	k141_89289	924	1319	-	396	20	0.0405997
3088_4	k141_89289	1343	3973	-	2631	142	0.0433866
3088_5	k141_89289	3983	4444	-	462	28	0.0487196
3088_6	k141_89289	4672	6003	-	1332	104	0.0627649
3088_7	k141_89289	6015	6461	-	447	29	0.0521529
3088_8	k141_89289	6458	7786	-	1329	74	0.0447604
3089_1	k141_169215	775	1269	-	495	0	0
3090_1	k141_80421	3	551	-	549	5	0.00732125
3090_2	k141_80421	718	1440	-	723	4	0.00444743
3091_1	k141_71603	3	119	+	117	0	0
3091_2	k141_71603	234	1058	+	825	25	0.0243598
3091_3	k141_71603	1371	1838	-	468	19	0.0326359
3092_1	k141_9573	1	393	+	393	17	0.0347731
3092_2	k141_9573	455	1471	-	1017	114	0.0901097
3092_3	k141_9573	1468	2229	-	762	45	0.0474728
3092_4	k141_9573	2231	3385	-	1155	76	0.0528956
3092_5	k141_9573	3517	4140	-	624	70	0.0901781
3092_6	k141_9573	4326	4814	-	489	36	0.0591809
3092_7	k141_9573	4811	5701	-	891	55	0.0496218
3092_8	k141_9573	5912	6799	-	888	74	0.0669894
3093_1	k141_107145	1	1404	-	1404	3	0.00171768
3093_2	k141_107145	1451	1726	-	276	3	0.00873775
3094_1	k141_53775	306	521	-	216	37	0.137701
3094_2	k141_53775	532	972	-	441	51	0.0929649
3094_3	k141_53775	4112	4591	+	480	75	0.125605
3094_4	k141_53775	6108	6386	-	279	33	0.0950818
3094_5	k141_53775	6390	7364	-	975	123	0.101412
3094_6	k141_53775	7403	7897	-	495	62	0.100687
3094_7	k141_53775	7922	10192	-	2271	282	0.0998205
3094_8	k141_53775	10243	10959	-	717	74	0.082966
3094_9	k141_53775	10952	11821	-	870	99	0.0914752
3094_10	k141_53775	11822	13582	-	1761	131	0.0597998
3094_11	k141_53775	13606	14328	-	723	101	0.112298
3094_12	k141_53775	14628	15839	+	1212	152	0.100816
3094_13	k141_53775	15918	16262	+	345	76	0.177085
3094_14	k141_53775	16321	16962	-	642	70	0.0876497
3094_15	k141_53775	16962	17810	-	849	135	0.127824
3094_16	k141_53775	17822	18295	-	474	34	0.0576618
3094_17	k141_53775	18378	18863	-	486	77	0.127363
3094_18	k141_53775	19321	21867	-	2547	151	0.047658
3094_19	k141_53775	21941	22441	-	501	62	0.0994813
3094_20	k141_53775	22658	23131	-	474	63	0.106844
3094_21	k141_53775	23286	23615	-	330	60	0.146159
3094_22	k141_53775	23931	24266	+	336	42	0.100484
3094_23	k141_53775	24228	25352	-	1125	103	0.0735991
3094_24	k141_53775	25356	26303	-	948	98	0.0831008
3094_25	k141_53775	26318	27337	-	1020	73	0.0575321
3094_26	k141_53775	27378	27977	-	600	77	0.103164
3095_1	k141_125075	2	94	-	93	3	0.0259314
3095_2	k141_125075	288	509	-	222	1	0.00362105
3095_3	k141_125075	639	1034	-	396	9	0.0182698
3096_1	k141_27420	2	532	+	531	13	0.0196805
3096_2	k141_27420	608	1414	+	807	40	0.039845
3097_1	k141_71606	2	637	+	636	12	0.0151674
3097_2	k141_71606	639	1205	+	567	6	0.0085066
3098_1	k141_125077	1	978	+	978	22	0.018083
3098_2	k141_125077	1011	1073	+	63	0	0
3099_1	k141_151679	2	1096	-	1095	14	0.0102778
3099_2	k141_151679	1279	2313	-	1035	23	0.0178639
3100_1	k141_53780	2	157	-	156	5	0.0257652
3100_2	k141_53780	257	1030	-	774	21	0.0218105
3101_1	k141_116175	3	347	-	345	13	0.0302909
3101_2	k141_116175	541	1800	-	1260	30	0.0191398
3102_1	k141_53781	3	1190	+	1188	19	0.0128566
3102_2	k141_53781	1245	1670	-	426	11	0.0207573
3103_1	k141_36142	3	764	+	762	96	0.101275
3103_2	k141_36142	876	1112	+	237	37	0.125499
3104_1	k141_107152	1	153	+	153	0	0
3104_2	k141_107152	361	2154	+	1794	36	0.0161312
3104_3	k141_107152	2169	2558	+	390	4	0.00824485
3105_1	k141_27421	1	1515	+	1515	119	0.0631425
3105_2	k141_27421	1587	2234	+	648	58	0.0719516
3105_3	k141_27421	2248	3546	+	1299	79	0.0488884
3105_4	k141_27421	3800	3997	+	198	14	0.0568395
3106_1	k141_89290	1	846	-	846	25	0.0237551
3106_2	k141_89290	940	4170	+	3231	158	0.0393104
3106_3	k141_89290	4189	4428	+	240	13	0.0435431
3106_4	k141_89290	4368	4994	-	627	17	0.0217956
3106_5	k141_89290	4991	5269	-	279	13	0.0374565
3106_6	k141_89290	5324	5986	-	663	22	0.0266745
3106_7	k141_89290	6005	6262	-	258	24	0.0747789
3106_8	k141_89290	6402	6632	+	231	8	0.0278398
3107_1	k141_804	2	1129	-	1128	13	0.0092645
3108_1	k141_160379	321	1202	+	882	74	0.0674452
3108_2	k141_160379	1778	2665	-	888	58	0.0525052
3108_3	k141_160379	2697	4184	-	1488	72	0.0388971
3108_4	k141_160379	4485	6413	+	1929	80	0.0333384
3108_5	k141_160379	6426	6599	-	174	6	0.0277198
3109_1	k141_9579	2	808	-	807	10	0.00996126
3109_2	k141_9579	918	1436	-	519	5	0.00774444
3109_3	k141_9579	1446	2294	-	849	11	0.0104153
3109_4	k141_9579	2460	3224	+	765	10	0.0105081
3109_5	k141_9579	3345	3926	-	582	5	0.00690613
3110_1	k141_36143	3	650	+	648	6	0.00744327
3110_2	k141_36143	650	1183	+	534	0	0
3111_1	k141_125084	2	190	-	189	0	0
3111_2	k141_125084	295	1476	-	1182	31	0.021083
3111_3	k141_125084	1648	2427	+	780	28	0.028857
3112_1	k141_169228	2	292	-	291	4	0.0110498
3112_2	k141_169228	274	1377	-	1104	13	0.0094659
3112_3	k141_169228	1389	2279	-	891	15	0.0135332
3112_4	k141_169228	2300	3259	-	960	27	0.0226089
3112_5	k141_169228	3262	3378	-	117	2	0.0137414
3113_1	k141_133730	2	145	+	144	13	0.0725719
3113_2	k141_133730	243	1574	+	1332	373	0.225109
3113_3	k141_133730	1607	2950	+	1344	533	0.318798
3113_4	k141_133730	2969	3631	+	663	320	0.387993
3113_5	k141_133730	3697	4287	-	591	251	0.341408
3113_6	k141_133730	4489	4857	-	369	167	0.363813
3113_7	k141_133730	5193	7883	+	2691	1204	0.359667
3113_8	k141_133730	8316	9560	+	1245	553	0.357062
3113_9	k141_133730	9687	10553	+	867	304	0.281866
3113_10	k141_133730	10556	11689	+	1134	416	0.294895
3113_11	k141_133730	11703	12722	+	1020	381	0.30027
3113_12	k141_133730	12719	14656	+	1938	634	0.26298
3113_13	k141_133730	14641	15342	+	702	274	0.313763
3113_14	k141_133730	15346	16113	+	768	285	0.298312
3113_15	k141_133730	16110	17102	+	993	389	0.314911
3113_16	k141_133730	17099	17842	+	744	268	0.289567
3113_17	k141_133730	17839	18576	+	738	246	0.267958
3113_18	k141_133730	18573	19766	+	1194	322	0.21679
3113_19	k141_133730	19768	21120	+	1353	453	0.269146
3113_20	k141_133730	21113	22189	+	1077	358	0.267211
3113_21	k141_133730	22183	22704	+	522	129	0.198658
3113_22	k141_133730	22701	23453	+	753	73	0.0779319
3113_23	k141_133730	23450	23767	+	318	12	0.0303348
3113_24	k141_133730	23761	24360	+	600	52	0.069669
3113_25	k141_133730	24357	25307	+	951	67	0.0566346
3113_26	k141_133730	25406	26455	+	1050	110	0.0842153
3113_27	k141_133730	26452	27954	+	1503	146	0.0780875
3113_28	k141_133730	27951	28622	+	672	61	0.0729706
3113_29	k141_133730	28746	30116	+	1371	161	0.0944009
3113_30	k141_133730	30640	31251	+	612	45	0.0591083
3113_31	k141_133730	31273	32292	+	1020	55	0.0433461
3113_32	k141_133730	33051	33467	+	417	6	0.0115665
3113_33	k141_133730	33643	34107	+	465	94	0.162503
3113_34	k141_133730	34191	34550	+	360	178	0.397471
3114_1	k141_151681	2	2194	+	2193	94	0.034457
3114_2	k141_151681	2205	3347	+	1143	73	0.051341
3114_3	k141_151681	3922	4524	-	603	34	0.0453262
3114_4	k141_151681	4538	4852	-	315	10	0.0255198
3115_1	k141_142570	1	1194	-	1194	56	0.0377026
3115_2	k141_142570	1361	2419	-	1059	55	0.0417498
3115_3	k141_142570	2906	3055	-	150	9	0.0482324
3115_4	k141_142570	3161	3493	+	333	13	0.0313824
3115_5	k141_142570	3541	3828	+	288	10	0.0279123
3115_6	k141_142570	3886	5199	-	1314	61	0.0373183
3115_7	k141_142570	5218	7308	-	2091	80	0.0307556
3115_8	k141_142570	7681	8790	+	1110	54	0.0391074
3115_9	k141_142570	8820	9776	-	957	39	0.0327597
3115_10	k141_142570	9811	11280	-	1470	48	0.0262489
3115_11	k141_142570	11297	12967	-	1671	69	0.0331941
3115_12	k141_142570	12986	13882	-	897	48	0.0430166
3115_13	k141_142570	13895	14833	-	939	35	0.0299633
3115_14	k141_142570	15090	16115	+	1026	53	0.0415256
3115_15	k141_142570	16149	16919	-	771	27	0.0281512
3115_16	k141_142570	16962	17303	-	342	32	0.0752162
3115_17	k141_142570	17372	18409	-	1038	54	0.04182
3115_18	k141_142570	18488	20905	-	2418	93	0.0309182
3115_19	k141_142570	20943	22121	-	1179	48	0.0327277
3115_20	k141_142570	22332	23183	-	852	42	0.0396276
3115_21	k141_142570	23211	25454	-	2244	83	0.0297333
3115_22	k141_142570	26065	26478	-	414	10	0.0194172
3115_23	k141_142570	26722	28089	+	1368	66	0.0387834
3115_24	k141_142570	28177	28518	-	342	25	0.0587627
3115_25	k141_142570	28731	29108	+	378	7	0.0148865
3115_26	k141_142570	29112	29999	+	888	26	0.0235368
3115_27	k141_142570	30128	31621	-	1494	89	0.047888
3115_28	k141_142570	31692	33491	-	1800	81	0.0361743
3115_29	k141_142570	33772	34569	+	798	60	0.0604416
3115_30	k141_142570	34679	35167	-	489	26	0.0427417
3115_31	k141_142570	35237	36499	-	1263	94	0.0598291
3115_32	k141_142570	36726	37619	+	894	46	0.0413626
3116_1	k141_71607	3	278	+	276	123	0.358248
3116_2	k141_71607	154	477	-	324	306	0.759214
3116_3	k141_71607	567	1097	+	531	476	0.72061
3116_4	k141_71607	1090	1785	+	696	595	0.687219
3116_5	k141_71607	1801	2343	+	543	348	0.51519
3116_6	k141_71607	2344	2892	+	549	348	0.509559
3116_7	k141_71607	2904	3611	+	708	563	0.639238
3116_8	k141_71607	3837	4748	+	912	778	0.68576
3116_9	k141_71607	4753	5088	+	336	276	0.660325
3116_10	k141_71607	5525	5902	-	378	401	0.852786
3117_1	k141_53782	2	715	-	714	19	0.0213916
3117_2	k141_53782	889	1704	-	816	33	0.0325096
3117_3	k141_53782	1698	2618	-	921	22	0.0192022
3117_4	k141_53782	2634	2930	-	297	7	0.0189465
3118_1	k141_80430	3	1055	+	1053	8	0.0061073
3118_2	k141_80430	1126	1962	-	837	10	0.00960422
3118_3	k141_80430	2321	2845	+	525	12	0.0183742
3118_4	k141_80430	2982	3101	-	120	5	0.0334947
3118_5	k141_80430	3455	4156	+	702	9	0.0103061
3118_6	k141_80430	4290	5204	+	915	25	0.0219638
3119_1	k141_116180	125	1636	+	1512	87	0.0462546
3119_2	k141_116180	1683	2315	+	633	30	0.0380983
3119_3	k141_116180	2413	2967	+	555	37	0.0535916
3119_4	k141_116180	3040	3261	+	222	12	0.0434526
3120_1	k141_151683	1	1140	+	1140	31	0.0218597
3121_1	k141_142571	2	949	-	948	21	0.0178073
3121_2	k141_142571	972	1259	-	288	3	0.00837368
3122_1	k141_160380	28	168	-	141	0	0
3122_2	k141_160380	537	1313	+	777	2	0.00206917
3122_3	k141_160380	1634	3511	+	1878	4	0.00171219
3123_1	k141_125089	3	410	+	408	14	0.0275839
3123_2	k141_125089	553	1434	-	882	30	0.0273426
3124_1	k141_133732	1	807	+	807	40	0.039845
3124_2	k141_133732	782	1864	+	1083	77	0.0571544
3125_1	k141_27423	287	586	+	300	15	0.0401937
3125_2	k141_27423	583	2166	-	1584	52	0.0263898
3125_3	k141_27423	2163	3434	-	1272	33	0.0208552
3125_4	k141_27423	3599	4099	+	501	24	0.0385089
3126_1	k141_169235	803	1033	-	231	3	0.0104399
3127_1	k141_151684	113	322	+	210	15	0.0574195
3127_2	k141_151684	338	853	+	516	34	0.0529684
3127_3	k141_151684	924	1178	+	255	4	0.0126098
3128_1	k141_107159	31	846	+	816	3	0.00295542
3128_2	k141_107159	856	1311	+	456	2	0.00352576
3128_3	k141_107159	1383	2120	-	738	2	0.00217852
3129_1	k141_116181	2	223	+	222	38	0.1376
3129_2	k141_116181	464	1231	+	768	92	0.0962973
3129_3	k141_116181	1420	2019	+	600	70	0.0937852
3130_1	k141_18524	39	1508	+	1470	153	0.0836684
3130_2	k141_18524	1548	2843	+	1296	322	0.199728
3130_3	k141_18524	2840	3439	+	600	134	0.179532
3130_4	k141_18524	3502	4029	+	528	129	0.196401
3130_5	k141_18524	4345	5238	+	894	216	0.194224
3130_6	k141_18524	5436	6347	+	912	175	0.154252
3130_7	k141_18524	6340	7197	+	858	236	0.221112
3130_8	k141_18524	7360	8127	+	768	160	0.167474
3130_9	k141_18524	8146	8814	+	669	194	0.233111
3130_10	k141_18524	9052	9438	+	387	129	0.267958
3130_11	k141_18524	9638	10141	+	504	124	0.197778
3130_12	k141_18524	10418	11665	+	1248	362	0.233175
3130_13	k141_18524	11750	11959	-	210	50	0.191398
3130_14	k141_18524	12084	12536	+	453	78	0.138415
3130_15	k141_18524	12523	12723	+	201	38	0.151976
3130_16	k141_18524	12877	13122	+	246	58	0.189531
3130_17	k141_18524	13212	13385	+	174	49	0.226378
3130_18	k141_18524	13402	14271	+	870	168	0.155231
3130_19	k141_18524	14292	15095	-	804	208	0.207967
3130_20	k141_18524	15243	16094	+	852	177	0.167002
3130_21	k141_18524	16096	17043	+	948	176	0.149242
3130_22	k141_18524	17184	17492	+	309	121	0.314785
3130_23	k141_18524	17785	19383	+	1599	331	0.166405
3130_24	k141_18524	19380	20657	+	1278	295	0.185558
3130_25	k141_18524	20706	21767	+	1062	238	0.180152
3130_26	k141_18524	21771	22367	+	597	143	0.192553
3130_27	k141_18524	22364	22972	+	609	141	0.186118
3130_28	k141_18524	22983	23702	+	720	201	0.224415
3130_29	k141_18524	23720	24475	+	756	188	0.199905
3130_30	k141_18524	24555	25190	+	636	125	0.157994
3130_31	k141_18524	25132	26022	+	891	164	0.147963
3130_32	k141_18524	26250	27623	+	1374	305	0.178443
3130_33	k141_18524	27693	28091	-	399	127	0.255869
3131_1	k141_169236	3	995	+	993	35	0.0283339
3132_1	k141_45172	2	622	+	621	27	0.034951
3132_2	k141_45172	1175	2578	+	1404	117	0.0669894
3132_3	k141_45172	2807	3307	+	501	39	0.062577
3132_4	k141_45172	3273	4313	+	1041	68	0.0525105
3132_5	k141_45172	4347	5561	-	1215	87	0.0575613
3132_6	k141_45172	5586	5693	+	108	5	0.0372164
3132_7	k141_45172	5835	6029	+	195	22	0.0906934
3132_8	k141_45172	6238	6873	+	636	43	0.0543499
3132_9	k141_45172	6921	7334	-	414	21	0.0407762
3132_10	k141_45172	7413	8177	+	765	60	0.0630489
3132_11	k141_45172	8200	9390	+	1191	107	0.0722204
3132_12	k141_45172	9661	10983	+	1323	88	0.05347
3132_13	k141_45172	11445	11762	-	318	22	0.0556139
3132_14	k141_45172	11740	11982	-	243	15	0.0496218
3132_15	k141_45172	12139	13098	+	960	82	0.0686642
3132_16	k141_45172	13213	15660	-	2448	151	0.0495853
3132_17	k141_45172	15956	17392	-	1437	69	0.0385993
3132_18	k141_45172	17585	18712	-	1128	59	0.0420466
3132_19	k141_45172	18728	19936	-	1209	73	0.0485383
3132_20	k141_45172	20030	22249	-	2220	166	0.0601094
3132_21	k141_45172	22493	23722	-	1230	88	0.0575129
3132_22	k141_45172	23786	24955	-	1170	51	0.0350406
3132_23	k141_45172	24979	25365	-	387	13	0.0270035
3132_24	k141_45172	25371	26045	-	675	35	0.0416823
3132_25	k141_45172	26086	26334	-	249	11	0.0355125
3133_1	k141_133733	1	177	-	177	6	0.0272499
3133_2	k141_133733	430	1587	-	1158	33	0.0229083
3134_1	k141_9588	2	784	+	783	0	0
3134_2	k141_9588	812	1672	+	861	4	0.0037346
3135_1	k141_142572	82	1011	+	930	23	0.0198807
3135_2	k141_142572	1257	2621	+	1365	50	0.0294459
3136_1	k141_107161	2	1201	+	1200	19	0.012728
3137_1	k141_125094	146	508	-	363	19	0.042076
3137_2	k141_125094	557	889	-	333	23	0.0555228
3137_3	k141_125094	895	1206	-	312	8	0.0206121
3138_1	k141_89292	1	2769	-	2769	109	0.031644
3138_2	k141_89292	2960	5239	-	2280	134	0.0472452
3138_3	k141_89292	5278	6288	-	1011	33	0.0262392
3138_4	k141_89292	6320	6478	-	159	2	0.0101116
3139_1	k141_18527	2	115	+	114	6	0.0423091
3139_2	k141_18527	291	728	-	438	18	0.0330359
3139_3	k141_18527	1058	1492	+	435	4	0.00739194
3140_1	k141_53792	3	317	-	315	1	0.00255198
3140_2	k141_53792	349	1227	-	879	25	0.0228633
3141_1	k141_27430	3	284	-	282	3	0.00855184
3141_2	k141_27430	281	1087	-	807	3	0.00298838
3142_1	k141_9590	105	707	-	603	78	0.103984
3142_2	k141_9590	724	1758	-	1035	63	0.0489314
3143_1	k141_89293	2	733	+	732	11	0.0120801
3143_2	k141_89293	893	1603	+	711	2	0.00226125
3144_1	k141_151690	1	234	+	234	4	0.0137414
3144_2	k141_151690	359	1717	+	1359	71	0.0419978
3145_1	k141_125100	1	750	-	750	0	0
3145_2	k141_125100	750	1277	-	528	11	0.0167474
3145_3	k141_125100	1289	1456	-	168	0	0
3146_1	k141_824	136	423	+	288	36	0.100484
3146_2	k141_824	429	1502	+	1074	127	0.0950576
3147_1	k141_116185	2	535	+	534	14	0.0210753
3147_2	k141_116185	724	1656	+	933	39	0.0336024
3147_3	k141_116185	1734	2930	+	1197	23	0.0154462
3147_4	k141_116185	3017	3550	+	534	8	0.012043
3148_1	k141_45179	3	752	-	750	14	0.0150056
3148_2	k141_45179	766	1629	-	864	27	0.025121
3148_3	k141_45179	1613	2092	-	480	11	0.0184221
3149_1	k141_133734	2	142	+	141	0	0
3149_2	k141_133734	247	558	+	312	2	0.00515303
3149_3	k141_133734	578	1222	+	645	3	0.00373895
3149_4	k141_133734	1321	2250	-	930	18	0.0155588
3149_5	k141_133734	2414	2653	+	240	3	0.0100484
3149_6	k141_133734	2762	3223	+	462	4	0.00695994
3149_7	k141_133734	3220	3954	+	735	12	0.0131245
3149_8	k141_133734	4019	4186	+	168	0	0
3150_1	k141_71610	2	97	-	96	0	0
3150_2	k141_71610	94	507	-	414	5	0.00970862
3150_3	k141_71610	569	3280	-	2712	41	0.012153
3150_4	k141_71610	3314	3925	-	612	8	0.0105081
3150_5	k141_71610	3926	4810	-	885	14	0.0127166
3150_6	k141_71610	5614	6651	-	1038	36	0.02788
3150_7	k141_71610	6861	7016	+	156	6	0.0309182
3151_1	k141_107169	2	1219	+	1218	31	0.0204598
3151_2	k141_107169	1359	1478	+	120	2	0.0133979
3152_1	k141_89297	2	1168	-	1167	2	0.00137767
3153_1	k141_825	3	218	-	216	0	0
3153_2	k141_825	285	1157	-	873	6	0.0055249
3154_1	k141_142580	2	79	+	78	5	0.0515303
3154_2	k141_142580	273	1448	-	1176	62	0.0423811
3154_3	k141_142580	1737	1979	+	243	2	0.00661624
3155_1	k141_169237	2	148	-	147	0	0
3155_2	k141_169237	183	839	-	657	17	0.0208004
3155_3	k141_169237	841	1416	-	576	16	0.0223298
3155_4	k141_169237	1433	2125	-	693	21	0.0243598
3155_5	k141_169237	2118	2492	-	375	6	0.012862
3155_6	k141_169237	2640	3158	-	519	9	0.01394
3155_7	k141_169237	3264	3491	-	228	2	0.00705152
3155_8	k141_169237	3580	5694	-	2115	28	0.0106423
3156_1	k141_80431	49	1245	-	1197	44	0.0295492
3156_2	k141_80431	1415	4429	-	3015	51	0.0135979
3156_3	k141_80431	4488	6578	-	2091	49	0.0188378
3156_4	k141_80431	6916	7575	+	660	22	0.0267958
3156_5	k141_80431	7652	8452	-	801	15	0.0150538
3157_1	k141_826	1	1113	+	1113	0	0
3158_1	k141_107170	524	1456	-	933	8	0.0068928
3159_1	k141_133735	3	788	-	786	13	0.0132956
3159_2	k141_133735	957	1814	+	858	17	0.0159276
3159_3	k141_133735	1820	2176	+	357	10	0.0225175
3160_1	k141_142581	1	774	+	774	11	0.0114246
3160_2	k141_142581	784	1140	-	357	4	0.00900698
3161_1	k141_27438	3	1091	+	1089	14	0.0103345
3162_1	k141_9596	169	825	-	657	7	0.00856486
3163_1	k141_160389	701	2020	+	1320	340	0.207058
3163_2	k141_160389	2858	3514	+	657	164	0.200662
3163_3	k141_160389	3514	3687	+	174	44	0.203278
3163_4	k141_160389	3746	4060	+	315	49	0.125047
3163_5	k141_160389	4073	4618	+	546	86	0.126617
3164_1	k141_45180	3	1328	-	1326	20	0.0121248
3164_2	k141_45180	1340	1990	-	651	15	0.0185224
3164_3	k141_45180	2716	3099	-	384	15	0.0314013
3164_4	k141_45180	3337	3603	-	267	10	0.0301076
3165_1	k141_62798	26	295	+	270	22	0.0655008
3165_2	k141_62798	282	734	+	453	36	0.063884
3165_3	k141_62798	896	2071	+	1176	67	0.0457989
3165_4	k141_62798	2068	2340	+	273	13	0.0382797
3165_5	k141_62798	2727	3512	-	786	29	0.0296594
3165_6	k141_62798	3853	5286	+	1434	36	0.0201809
3165_7	k141_62798	5352	6767	+	1416	31	0.0175989
3165_8	k141_62798	6962	8434	+	1473	19	0.010369
3165_9	k141_62798	8456	9355	+	900	11	0.00982512
3165_10	k141_62798	9358	10140	+	783	30	0.0307997
3165_11	k141_62798	10383	10670	+	288	10	0.0279123
3165_12	k141_62798	11619	12785	+	1167	32	0.0220428
3165_13	k141_62798	12782	13051	+	270	9	0.0267958
3165_14	k141_62798	13038	14387	+	1350	55	0.0327504
3165_15	k141_62798	14400	15599	+	1200	22	0.0147377
3165_16	k141_62798	15762	16937	+	1176	30	0.020507
3165_17	k141_62798	16934	17209	+	276	6	0.0174755
3166_1	k141_133737	3	86	+	84	0	0
3166_2	k141_133737	83	1231	+	1149	8	0.00559703
3167_1	k141_151695	1	288	-	288	26	0.0725719
3167_2	k141_151695	401	1819	-	1419	43	0.0243598
3167_3	k141_151695	1955	2890	-	936	55	0.0472361
3168_1	k141_828	2	1324	-	1323	30	0.0182284
3168_2	k141_828	1499	1678	-	180	8	0.0357277
3169_1	k141_169244	1	141	+	141	3	0.0171037
3169_2	k141_169244	218	1309	-	1092	20	0.014723
3170_1	k141_80434	182	1573	+	1392	85	0.0490871
3170_2	k141_80434	1695	2321	+	627	35	0.0448733
3171_1	k141_27441	2	157	+	156	3	0.0154591
3171_2	k141_27441	442	801	+	360	22	0.0491256
3171_3	k141_27441	808	1017	+	210	3	0.0114839
3172_1	k141_151696	1	288	-	288	7	0.0195386
3172_2	k141_151696	408	1238	-	831	33	0.0319228
3172_3	k141_151696	1442	2179	-	738	28	0.0304993
3173_1	k141_125102	1	183	+	183	0	0
3173_2	k141_125102	180	671	+	492	2	0.00326778
3173_3	k141_125102	661	906	+	246	0	0
3173_4	k141_125102	887	1090	+	204	0	0
3173_5	k141_125102	1296	1733	+	438	4	0.00734131
3173_6	k141_125102	1730	3913	+	2184	17	0.00625726
3173_7	k141_125102	3906	5741	+	1836	5	0.0021892
3173_8	k141_125102	5744	5995	+	252	0	0
3173_9	k141_125102	6074	6193	+	120	0	0
3174_1	k141_71619	1	471	-	471	23	0.039255
3174_2	k141_71619	544	1143	-	600	23	0.0308151
3174_3	k141_71619	1231	2262	-	1032	75	0.058421
3175_1	k141_160394	1	672	-	672	18	0.0215323
3176_1	k141_116188	3	335	+	333	38	0.0917333
3176_2	k141_116188	397	1047	+	651	64	0.079029
3176_3	k141_116188	1382	1603	+	222	14	0.0506947
3176_4	k141_116188	1674	3086	-	1413	95	0.0540467
3176_5	k141_116188	3106	6120	-	3015	273	0.0727885
3177_1	k141_36149	2	709	+	708	137	0.155552
3177_2	k141_36149	723	986	+	264	54	0.164429
3177_3	k141_36149	976	1701	+	726	120	0.132872
3177_4	k141_36149	1801	3837	+	2037	428	0.168904
3177_5	k141_36149	3837	5105	+	1269	291	0.18434
3177_6	k141_36149	5095	5298	+	204	52	0.204909
3177_7	k141_36149	5397	6884	+	1488	372	0.200968
3177_8	k141_36149	7111	7503	+	393	106	0.216821
3177_9	k141_36149	7585	13779	+	6195	1158	0.150264
3178_1	k141_27444	2	157	+	156	2	0.0103061
3178_2	k141_27444	257	616	+	360	37	0.0826203
3178_3	k141_27444	674	832	+	159	6	0.0303348
3178_4	k141_27444	904	1086	-	183	2	0.0087855
3179_1	k141_142588	690	1244	+	555	18	0.0260716
3179_2	k141_142588	1248	2354	+	1107	33	0.0239637
3179_3	k141_142588	2460	2750	+	291	10	0.0276245
3180_1	k141_80438	1	963	-	963	8	0.00667808
3180_2	k141_80438	1072	1935	-	864	35	0.0325643
3181_1	k141_160399	1	1038	-	1038	5	0.00387222
3182_1	k141_36151	1	1077	-	1077	7	0.0052248
3183_1	k141_9597	3	431	+	429	76	0.142411
3183_2	k141_9597	690	1235	+	546	9	0.0132507
3183_3	k141_9597	1343	1933	-	591	8	0.0108815
3183_4	k141_9597	2047	3297	-	1251	11	0.00706843
3183_5	k141_9597	3393	4442	-	1050	6	0.00459356
3183_6	k141_9597	4569	5390	-	822	0	0
3184_1	k141_27445	1	270	+	270	0	0
3184_2	k141_27445	271	780	+	510	6	0.00945733
3185_1	k141_62801	3	1391	-	1389	105	0.060768
3185_2	k141_62801	1546	2337	-	792	51	0.0517646
3185_3	k141_62801	2471	3199	-	729	57	0.0628543
3185_4	k141_62801	3221	4132	-	912	74	0.0652266
3186_1	k141_45183	1	531	-	531	17	0.0257361
3186_2	k141_45183	558	929	-	372	13	0.0280923
3186_3	k141_45183	1111	1575	-	465	22	0.0380327
3186_4	k141_45183	1556	2818	-	1263	39	0.0248227
3186_5	k141_45183	2820	3965	-	1146	33	0.0231482
3186_6	k141_45183	3969	5012	-	1044	48	0.0369597
3186_7	k141_45183	5009	5281	-	273	2	0.00588918
3187_1	k141_62802	3	197	-	195	0	0
3187_2	k141_62802	194	1138	-	945	4	0.00340264
3188_1	k141_160401	1	1518	+	1518	35	0.0185346
3189_1	k141_107172	1	939	+	939	100	0.0856095
3189_2	k141_107172	1270	2841	+	1572	163	0.0833533
3189_3	k141_107172	3015	3557	+	543	10	0.0148043
3189_4	k141_107172	3628	4875	-	1248	32	0.0206121
3189_5	k141_107172	5181	6251	-	1071	18	0.0135105
3189_6	k141_107172	6280	7194	-	915	33	0.0289922
3190_1	k141_116193	29	526	-	498	1	0.0016142
3190_2	k141_116193	528	1961	-	1434	17	0.00952988
3190_3	k141_116193	1954	2145	-	192	0	0
3191_1	k141_89300	1057	2880	-	1824	18	0.00793296
