# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_6_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_6/A10_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_6/A10_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_6/A10_2.bam	RPKG
7329_11	k141_57096	11376	11786	+	411	0	0
7330_1	k141_200748	1	1236	-	1236	3	0.0110031
7330_2	k141_200748	1233	1739	-	507	0	0
7330_3	k141_200748	2079	2150	+	72	0	0
7331_1	k141_156431	58	729	+	672	0	0
7331_2	k141_156431	791	1786	+	996	0	0
7331_3	k141_156431	1783	2040	+	258	0	0
7332_1	k141_101041	3	1340	-	1338	9	0.030493
7332_2	k141_101041	1374	1646	-	273	0	0
7332_3	k141_101041	1745	2389	-	645	1	0.00702837
7332_4	k141_101041	2400	2618	-	219	0	0
7332_5	k141_101041	2789	3208	-	420	0	0
7332_6	k141_101041	3243	3623	-	381	1	0.0118984
7332_7	k141_101041	3683	4708	-	1026	1	0.00441842
7332_8	k141_101041	4872	5540	+	669	1	0.00677623
7332_9	k141_101041	5667	6257	-	591	0	0
7332_10	k141_101041	6441	8420	-	1980	3	0.00686863
7332_11	k141_101041	8417	10555	-	2139	3	0.00635806
7332_12	k141_101041	10556	12253	-	1698	0	0
7332_13	k141_101041	12408	13355	-	948	0	0
7332_14	k141_101041	13478	14941	-	1464	0	0
7332_15	k141_101041	14997	16691	-	1695	6	0.0160471
7332_16	k141_101041	16706	17608	-	903	1	0.00502026
7332_17	k141_101041	17621	18535	-	915	1	0.00495442
7332_18	k141_101041	18771	19796	+	1026	0	0
7332_19	k141_101041	19824	21443	-	1620	0	0
7332_20	k141_101041	21527	22870	-	1344	1	0.00337299
7332_21	k141_101041	23060	24226	-	1167	0	0
7332_22	k141_101041	24287	25291	-	1005	0	0
7332_23	k141_101041	25473	26384	-	912	0	0
7332_24	k141_101041	26384	27193	-	810	0	0
7332_25	k141_101041	27329	28717	-	1389	1	0.00326371
7332_26	k141_101041	28966	29250	-	285	0	0
7332_27	k141_101041	29307	30956	-	1650	0	0
7332_28	k141_101041	30966	31643	-	678	0	0
7332_29	k141_101041	31718	32584	-	867	0	0
7332_30	k141_101041	33012	33791	-	780	0	0
7332_31	k141_101041	33791	35161	-	1371	0	0
7332_32	k141_101041	35149	35706	-	558	0	0
7332_33	k141_101041	35845	36450	-	606	0	0
7332_34	k141_101041	36667	37341	-	675	3	0.020148
7332_35	k141_101041	37380	38744	-	1365	0	0
7332_36	k141_101041	38707	40134	-	1428	0	0
7332_37	k141_101041	40191	41249	-	1059	0	0
7332_38	k141_101041	41275	41520	-	246	0	0
7332_39	k141_101041	42350	42877	+	528	0	0
7332_40	k141_101041	42939	43130	+	192	1	0.0236109
7332_41	k141_101041	43316	43555	-	240	0	0
7333_1	k141_156434	44	979	-	936	0	0
7333_2	k141_156434	1121	1264	-	144	0	0
7334_1	k141_200757	1	1002	+	1002	0	0
7335_1	k141_89832	605	856	-	252	1	0.0179893
7335_2	k141_89832	1090	1674	+	585	1	0.00774923
7335_3	k141_89832	1671	2231	+	561	1	0.00808074
7336_1	k141_200760	225	1082	+	858	0	0
7337_1	k141_111462	313	1659	-	1347	37	0.124523
7337_2	k141_111462	1656	2093	-	438	9	0.0931499
7337_3	k141_111462	2120	2635	-	516	6	0.0527128
7337_4	k141_111462	2672	3907	-	1236	51	0.187054
7337_5	k141_111462	3924	4664	-	741	25	0.152945
7337_6	k141_111462	4693	5613	-	921	17	0.0836765
7337_7	k141_111462	5610	6548	-	939	17	0.0820725
7337_8	k141_111462	6579	6806	-	228	8	0.159063
7337_9	k141_111462	6858	7787	-	930	15	0.0731177
7337_10	k141_111462	8032	9453	+	1422	44	0.140271
7337_11	k141_111462	9453	10733	+	1281	60	0.212332
7337_12	k141_111462	11098	13086	-	1989	47	0.107122
7337_13	k141_111462	13129	13305	-	177	5	0.128059
7337_14	k141_111462	13322	13969	-	648	16	0.111933
7337_15	k141_111462	13989	15329	-	1341	37	0.12508
7337_16	k141_111462	15869	16348	+	480	17	0.160554
7337_17	k141_111462	16559	18028	+	1470	36	0.11102
7337_18	k141_111462	18065	18295	+	231	3	0.058874
7337_19	k141_111462	18399	19340	-	942	32	0.153997
7337_20	k141_111462	19424	20338	-	915	29	0.143678
7337_21	k141_111462	20331	20471	-	141	6	0.192906
7337_22	k141_111462	20590	21255	+	666	20	0.136135
7337_23	k141_111462	21252	22424	+	1173	18	0.0695647
7337_24	k141_111462	22452	22796	-	345	5	0.0657
7337_25	k141_111462	22789	23550	-	762	25	0.14873
7337_26	k141_111462	23550	24764	-	1215	18	0.06716
7337_27	k141_111462	25070	28843	-	3774	75	0.0900894
7337_28	k141_111462	28925	29317	-	393	7	0.0807458
7337_29	k141_111462	29371	30105	-	735	11	0.0678453
7337_30	k141_111462	30379	30690	-	312	6	0.0871788
7337_31	k141_111462	30641	31312	-	672	25	0.168649
7337_32	k141_111462	31309	31593	-	285	2	0.0318126
7337_33	k141_111462	31691	31918	+	228	6	0.119297
7337_34	k141_111462	32061	32705	+	645	11	0.077312
7337_35	k141_111462	32882	34261	+	1380	14	0.04599
7337_36	k141_111462	34254	35663	+	1410	24	0.0771625
7337_37	k141_111462	35852	36862	+	1011	15	0.0672596
7337_38	k141_111462	36859	38211	+	1353	23	0.0770627
7337_39	k141_111462	38357	40771	+	2415	41	0.0769628
7337_40	k141_111462	40868	43567	+	2700	36	0.060444
7337_41	k141_111462	43705	44445	-	741	10	0.0611781
7337_42	k141_111462	44619	45986	+	1368	20	0.0662763
7337_43	k141_111462	46059	47012	+	954	14	0.0665264
7337_44	k141_111462	47009	47857	+	849	6	0.0320374
7337_45	k141_111462	47878	50337	+	2460	21	0.0386989
7337_46	k141_111462	50491	52080	+	1590	22	0.0627249
7337_47	k141_111462	52333	53067	+	735	14	0.0863485
7337_48	k141_111462	53395	54525	+	1131	26	0.104214
7337_49	k141_111462	54582	55757	+	1176	19	0.0732421
7337_50	k141_111462	55936	56994	+	1059	13	0.0556495
7337_51	k141_111462	57011	57511	+	501	8	0.072388
7337_52	k141_111462	57684	58745	-	1062	22	0.0939101
7337_53	k141_111462	58750	59235	-	486	15	0.139917
7337_54	k141_111462	59232	59684	-	453	11	0.11008
7337_55	k141_111462	59681	60175	-	495	16	0.146531
7337_56	k141_111462	60172	60528	-	357	6	0.0761899
7337_57	k141_111462	60541	61584	-	1044	21	0.091187
7337_58	k141_111462	61606	62523	-	918	18	0.0888882
7337_59	k141_111462	62901	63896	+	996	23	0.104685
7337_60	k141_111462	64147	65667	+	1521	23	0.0685508
7337_61	k141_111462	65773	65976	+	204	5	0.11111
7337_62	k141_111462	66069	67067	+	999	21	0.0952945
7337_63	k141_111462	67054	67941	+	888	7	0.0357355
7337_64	k141_111462	67934	69010	+	1077	19	0.0799746
7337_65	k141_111462	69067	69984	+	918	17	0.08395
7337_66	k141_111462	69999	70205	+	207	1	0.0219
7338_1	k141_134300	2	1228	-	1227	0	0
7338_2	k141_134300	1277	2797	-	1521	4	0.0119219
7338_3	k141_134300	3078	3371	+	294	1	0.0154194
7338_4	k141_134300	3460	5367	-	1908	0	0
7338_5	k141_134300	5622	6917	+	1296	0	0
7338_6	k141_134300	6966	7823	-	858	0	0
7338_7	k141_134300	7876	8517	-	642	0	0
7338_8	k141_134300	9203	9577	+	375	0	0
7338_9	k141_134300	9574	10224	+	651	0	0
7338_10	k141_134300	10582	10866	+	285	0	0
7338_11	k141_134300	11040	12656	-	1617	0	0
7338_12	k141_134300	12767	14389	-	1623	0	0
7338_13	k141_134300	14496	15458	-	963	1	0.00470747
7338_14	k141_134300	15451	16437	-	987	5	0.022965
7338_15	k141_134300	16421	17362	-	942	1	0.00481242
7338_16	k141_134300	17375	18301	-	927	1	0.00489029
7338_17	k141_134300	18549	19901	-	1353	2	0.0067011
7338_18	k141_134300	19967	21007	+	1041	3	0.0130643
7338_19	k141_134300	21015	21950	-	936	2	0.00968653
7338_20	k141_134300	22146	22538	+	393	2	0.0230702
7338_21	k141_134300	22605	22754	-	150	2	0.060444
7338_22	k141_134300	22868	23554	+	687	3	0.0197961
7338_23	k141_134300	23612	25051	+	1440	3	0.00944437
7338_24	k141_134300	25462	25785	-	324	0	0
7338_25	k141_134300	25810	26106	-	297	2	0.0305273
7338_26	k141_134300	26235	26537	+	303	0	0
7338_27	k141_134300	26606	26992	-	387	1	0.0117139
7338_28	k141_134300	27011	27994	-	984	1	0.00460701
7338_29	k141_134300	27999	28502	-	504	0	0
7338_30	k141_134300	28507	28896	-	390	0	0
7338_31	k141_134300	29101	29367	+	267	1	0.0169786
7338_32	k141_134300	29392	30321	+	930	6	0.0292471
7338_33	k141_134300	30427	31386	+	960	3	0.0141666
7338_34	k141_134300	31386	32129	+	744	2	0.0121863
7338_35	k141_134300	32212	33330	-	1119	1	0.0040512
7338_36	k141_134300	33435	34271	+	837	1	0.00541613
7338_37	k141_134300	34268	34336	+	69	0	0
7339_1	k141_156444	3	194	+	192	2	0.0472218
7339_2	k141_156444	347	2044	-	1698	2	0.00533957
7339_3	k141_156444	2297	3055	-	759	1	0.00597272
7340_1	k141_89834	3	215	-	213	0	0
7340_2	k141_89834	298	861	-	564	0	0
7340_3	k141_89834	858	1487	-	630	0	0
7340_4	k141_89834	1484	2518	-	1035	1	0.00438
7340_5	k141_89834	2597	3688	-	1092	2	0.00830274
7340_6	k141_89834	3720	3911	-	192	0	0
7340_7	k141_89834	4108	4578	+	471	0	0
7341_1	k141_111463	3	515	-	513	0	0
7341_2	k141_111463	637	2025	-	1389	0	0
7341_3	k141_111463	2101	2853	-	753	0	0
7341_4	k141_111463	3251	3442	-	192	0	0
7342_1	k141_156446	3	1058	+	1056	0	0
7343_1	k141_1546	147	545	+	399	6	0.0681699
7343_2	k141_1546	1069	1395	-	327	6	0.0831798
7343_3	k141_1546	1608	2162	-	555	7	0.0571767
7343_4	k141_1546	2155	4071	-	1917	15	0.0354718
7343_5	k141_1546	4670	5608	-	939	17	0.0820725
7343_6	k141_1546	5619	7535	-	1917	21	0.0496605
7343_7	k141_1546	7538	7882	-	345	1	0.01314
7343_8	k141_1546	7886	8782	-	897	15	0.0758076
7343_9	k141_1546	8782	9024	-	243	0	0
7343_10	k141_1546	9101	9832	-	732	4	0.0247721
7343_11	k141_1546	9952	11253	-	1302	8	0.0278544
7343_12	k141_1546	11689	13656	-	1968	97	0.22344
7343_13	k141_1546	13789	16659	-	2871	168	0.265271
7343_14	k141_1546	16676	17332	-	657	45	0.3105
7344_1	k141_123322	3	953	+	951	16	0.07627
7344_2	k141_123322	1096	2001	+	906	0	0
7344_3	k141_123322	2125	3084	+	960	2	0.00944437
7344_4	k141_123322	3202	4560	+	1359	0	0
7344_5	k141_123322	4643	5104	+	462	0	0
7344_6	k141_123322	5427	6332	+	906	3	0.0150109
7344_7	k141_123322	6351	6821	+	471	1	0.00962484
7344_8	k141_123322	6836	7885	+	1050	0	0
7344_9	k141_123322	8071	9231	+	1161	0	0
7344_10	k141_123322	9254	11641	+	2388	0	0
7344_11	k141_123322	11698	12684	+	987	0	0
7344_12	k141_123322	13309	13551	+	243	0	0
7344_13	k141_123322	13597	14313	+	717	0	0
7344_14	k141_123322	14294	14842	+	549	0	0
7344_15	k141_123322	14912	15700	+	789	0	0
7344_16	k141_123322	15724	17403	+	1680	0	0
7344_17	k141_123322	17448	24194	+	6747	3	0.00201569
7345_1	k141_123324	2	688	-	687	0	0
7345_2	k141_123324	705	1157	-	453	0	0
7346_1	k141_35086	926	1990	+	1065	59	0.25114
7346_2	k141_35086	2189	3829	-	1641	129	0.356365
7346_3	k141_35086	3902	4069	-	168	16	0.431743
7346_4	k141_35086	4337	5695	-	1359	118	0.39362
7346_5	k141_35086	5655	6359	-	705	48	0.30865
7346_6	k141_35086	6356	7600	-	1245	111	0.404174
7346_7	k141_35086	8075	8380	-	306	26	0.385182
7346_8	k141_35086	8364	8843	-	480	32	0.30222
7346_9	k141_35086	9019	9867	+	849	73	0.389789
7346_10	k141_35086	9948	10250	-	303	18	0.269305
7346_11	k141_35086	10263	10445	-	183	14	0.34681
7346_12	k141_35086	10460	10837	-	378	36	0.431743
7346_13	k141_35086	10890	11666	-	777	7	0.0408405
7346_14	k141_35086	11702	12643	-	942	2	0.00962484
7346_15	k141_35086	12655	14148	-	1494	4	0.0121373
7346_16	k141_35086	14183	15709	-	1527	14	0.0415626
7346_17	k141_35086	15818	15970	-	153	0	0
7346_18	k141_35086	15995	16354	-	360	2	0.025185
7346_19	k141_35086	16358	17626	-	1269	20	0.0714468
7346_20	k141_35086	17644	19080	-	1437	6	0.0189282
7346_21	k141_35086	19226	19939	-	714	10	0.0634916
7346_22	k141_35086	20000	20692	-	693	11	0.0719571
7346_23	k141_35086	20686	21495	-	810	7	0.0391766
7346_24	k141_35086	21635	22342	-	708	8	0.0512237
7346_25	k141_35086	22746	23075	-	330	0	0
7346_26	k141_35086	23301	24098	-	798	3	0.0170425
7346_27	k141_35086	24103	24954	-	852	5	0.0266039
7346_28	k141_35086	24942	25697	-	756	4	0.0239857
7346_29	k141_35086	25722	26318	-	597	0	0
7346_30	k141_35086	26330	27295	-	966	7	0.03285
7346_31	k141_35086	27297	28220	-	924	7	0.0343432
7346_32	k141_35086	28220	30127	-	1908	7	0.0166316
7346_33	k141_35086	30404	31084	+	681	8	0.0532546
7346_34	k141_35086	31090	31983	+	894	14	0.0709912
7347_1	k141_111465	3	734	-	732	0	0
7347_2	k141_111465	768	1424	-	657	0	0
7347_3	k141_111465	1766	2179	+	414	3	0.03285
7347_4	k141_111465	2291	2749	+	459	0	0
7347_5	k141_111465	2872	3816	+	945	3	0.0143914
7347_6	k141_111465	3800	4015	+	216	0	0
7347_7	k141_111465	4110	5045	+	936	11	0.0532759
7348_1	k141_123326	254	889	+	636	0	0
7348_2	k141_123326	926	1384	+	459	0	0
7349_1	k141_12470	3	986	-	984	12	0.0552841
7349_2	k141_12470	1002	2426	-	1425	82	0.260863
7349_3	k141_12470	2679	2834	+	156	12	0.348715
7349_4	k141_12470	2855	3193	+	339	32	0.427922
7349_5	k141_12470	3190	3414	+	225	16	0.322368
7349_6	k141_12470	3444	4214	+	771	43	0.25283
7349_7	k141_12470	4259	4828	+	570	29	0.230641
7349_8	k141_12470	4925	5662	+	738	40	0.245707
7349_9	k141_12470	5797	6597	+	801	37	0.209403
7349_10	k141_12470	6590	7495	+	906	45	0.225164
7349_11	k141_12470	7485	7739	+	255	21	0.37333
7349_12	k141_12470	7939	8991	-	1053	84	0.361631
7349_13	k141_12470	9077	10042	+	966	84	0.3942
7349_14	k141_12470	10036	12930	+	2895	236	0.369554
7349_15	k141_12470	12927	13844	-	918	96	0.47407
7349_16	k141_12470	13831	14853	-	1023	105	0.465294
7349_17	k141_12470	15052	18237	+	3186	257	0.36568
7349_18	k141_12470	18259	18477	+	219	10	0.207
7349_19	k141_12470	18544	21975	-	3432	221	0.291917
7349_20	k141_12470	22773	24119	+	1347	107	0.360106
7349_21	k141_12470	24248	24511	+	264	23	0.394946
7349_22	k141_12470	24511	25722	+	1212	70	0.261824
7349_23	k141_12470	25876	26598	+	723	31	0.194374
7349_24	k141_12470	26610	28175	+	1566	124	0.358958
7349_25	k141_12470	28285	29172	+	888	41	0.209308
7349_26	k141_12470	29173	29748	+	576	39	0.306942
7349_27	k141_12470	29838	31118	+	1281	71	0.25126
7350_1	k141_1550	1	114	+	114	4	0.159063
7350_2	k141_1550	256	684	+	429	15	0.158507
7350_3	k141_1550	702	1094	+	393	18	0.207632
7350_4	k141_1550	1284	2669	+	1386	13	0.0425201
7351_1	k141_35088	3	1046	-	1044	0	0
7351_2	k141_35088	1043	1144	-	102	0	0
7352_1	k141_111468	69	431	+	363	3	0.0374653
7352_2	k141_111468	425	703	+	279	1	0.0162484
7352_3	k141_111468	833	1039	+	207	1	0.0219
7353_1	k141_200762	1	501	+	501	0	0
7353_2	k141_200762	524	2812	+	2289	0	0
7353_3	k141_200762	2880	3941	+	1062	0	0
7353_4	k141_200762	3986	5677	+	1692	0	0
7353_5	k141_200762	5678	5956	+	279	0	0
7353_6	k141_200762	6037	6876	+	840	0	0
7353_7	k141_200762	6876	7424	+	549	0	0
7353_8	k141_200762	7421	9598	+	2178	0	0
7353_9	k141_200762	9646	10002	+	357	0	0
7353_10	k141_200762	10019	10213	+	195	0	0
7353_11	k141_200762	10217	12241	+	2025	0	0
7354_1	k141_156453	1	2397	+	2397	1	0.00189124
7354_2	k141_156453	2632	2952	-	321	0	0
7354_3	k141_156453	3086	4684	-	1599	0	0
7355_1	k141_67801	1	153	+	153	0	0
7355_2	k141_67801	244	1623	+	1380	2	0.00657
7355_3	k141_67801	1660	3543	+	1884	0	0
7355_4	k141_67801	3607	4341	+	735	0	0
7355_5	k141_67801	4528	5508	+	981	0	0
7355_6	k141_67801	5581	6414	-	834	0	0
7355_7	k141_67801	6587	7537	-	951	0	0
7355_8	k141_67801	7776	8546	+	771	0	0
7355_9	k141_67801	8546	9472	+	927	0	0
7355_10	k141_67801	9498	10019	+	522	0	0
7355_11	k141_67801	10250	12694	+	2445	0	0
7355_12	k141_67801	12834	14126	+	1293	0	0
7355_13	k141_67801	14564	15760	+	1197	0	0
7355_14	k141_67801	15888	16127	+	240	0	0
7355_15	k141_67801	16311	18923	+	2613	0	0
7355_16	k141_67801	19119	19697	+	579	0	0
7355_17	k141_67801	19699	21108	+	1410	0	0
7355_18	k141_67801	21548	22774	+	1227	0	0
7355_19	k141_67801	22859	23020	+	162	0	0
7356_1	k141_12477	3	1115	-	1113	21	0.0855339
7357_1	k141_35094	2	1159	+	1158	0	0
7357_2	k141_35094	1193	1300	+	108	0	0
7358_1	k141_67803	3	1352	-	1350	2	0.006716
7359_1	k141_156454	3	359	+	357	0	0
7359_2	k141_156454	473	1054	+	582	0	0
7359_3	k141_156454	1197	1874	+	678	0	0
7360_1	k141_123330	2	1114	+	1113	9	0.0366574
7360_2	k141_123330	1488	2234	+	747	5	0.0303434
7361_1	k141_1554	1	597	+	597	0	0
7361_2	k141_1554	657	839	+	183	0	0
7361_3	k141_1554	828	1454	-	627	0	0
7361_4	k141_1554	1845	2234	+	390	1	0.0116238
7361_5	k141_1554	2268	2486	+	219	1	0.0207
7361_6	k141_1554	2490	3482	+	993	1	0.00456525
7362_1	k141_200764	2	292	+	291	2	0.0311567
7362_2	k141_200764	465	785	+	321	8	0.112979
7362_3	k141_200764	806	1528	+	723	3	0.0188104
7362_4	k141_200764	1547	1792	+	246	0	0
7362_5	k141_200764	1836	2033	+	198	0	0
7363_1	k141_12482	1	363	-	363	0	0
7363_2	k141_12482	458	1267	-	810	0	0
7364_1	k141_89838	174	332	+	159	0	0
7364_2	k141_89838	410	967	+	558	0	0
7364_3	k141_89838	1202	1594	+	393	0	0
7364_4	k141_89838	1767	2024	+	258	0	0
7364_5	k141_89838	2038	4131	+	2094	0	0
7364_6	k141_89838	4128	4766	+	639	0	0
7364_7	k141_89838	4916	6205	+	1290	9	0.0316277
7364_8	k141_89838	6738	6995	+	258	0	0
7364_9	k141_89838	7403	7516	-	114	0	0
7364_10	k141_89838	7661	7795	+	135	0	0
7364_11	k141_89838	8383	8502	+	120	0	0
7365_1	k141_200765	196	1065	+	870	27	0.140689
7366_1	k141_156460	3	326	+	324	2	0.0279833
7366_2	k141_156460	323	1156	+	834	18	0.097841
7367_1	k141_200768	1	1026	-	1026	0	0
7367_2	k141_200768	1150	1416	-	267	0	0
7368_1	k141_145242	1	165	+	165	0	0
7368_2	k141_145242	170	838	+	669	0	0
7368_3	k141_145242	841	1857	+	1017	0	0
7368_4	k141_145242	1924	3396	+	1473	0	0
7368_5	k141_145242	3477	4298	+	822	0	0
7368_6	k141_145242	4315	5055	+	741	0	0
7368_7	k141_145242	5079	5555	+	477	0	0
7368_8	k141_145242	5628	9671	-	4044	0	0
7368_9	k141_145242	10528	11103	+	576	2	0.0157406
7368_10	k141_145242	11172	11675	+	504	7	0.0629625
7368_11	k141_145242	11939	14131	+	2193	22	0.0454777
7368_12	k141_145242	14293	14547	-	255	1	0.0177776
7368_13	k141_145242	14522	15700	-	1179	7	0.0269153
7368_14	k141_145242	15703	16131	-	429	1	0.0105671
7368_15	k141_145242	16309	17688	+	1380	31	0.101835
7368_16	k141_145242	17702	18454	+	753	17	0.102345
7368_17	k141_145242	18447	19346	+	900	19	0.0957029
7368_18	k141_145242	19360	20025	+	666	12	0.081681
7368_19	k141_145242	20018	20659	+	642	9	0.0635509
7368_20	k141_145242	20656	22185	+	1530	21	0.0622217
7368_21	k141_145242	22178	23212	+	1035	16	0.07008
7368_22	k141_145242	23335	24012	+	678	22	0.147098
7368_23	k141_145242	24228	27452	+	3225	76	0.106831
7368_24	k141_145242	27477	28256	+	780	20	0.116238
7368_25	k141_145242	28676	29740	-	1065	12	0.0510794
7368_26	k141_145242	30282	31289	-	1008	18	0.0809517
7368_27	k141_145242	31663	33432	+	1770	57	0.145988
7368_28	k141_145242	33588	36416	-	2829	78	0.12499
7368_29	k141_145242	36771	37721	+	951	18	0.0858037
7368_30	k141_145242	37718	39535	+	1818	38	0.0947554
7368_31	k141_145242	39848	40177	+	330	12	0.164847
7368_32	k141_145242	40413	41105	+	693	14	0.0915818
7368_33	k141_145242	41165	41785	+	621	11	0.0803
7368_34	k141_145242	42527	42691	+	165	9	0.247271
7368_35	k141_145242	42768	43202	+	435	22	0.22927
7368_36	k141_145242	43716	43805	+	90	1	0.05037
7368_37	k141_145242	43834	44175	+	342	1	0.0132553
7368_38	k141_145242	44172	44672	+	501	2	0.018097
7368_39	k141_145242	44701	45633	+	933	5	0.0242942
7368_40	k141_145242	45675	45788	+	114	1	0.0397658
7368_41	k141_145242	45785	46729	+	945	1	0.00479714
7368_42	k141_145242	46745	47449	+	705	1	0.00643021
7368_43	k141_145242	47593	48507	+	915	3	0.0148633
7368_44	k141_145242	48507	49121	+	615	1	0.00737122
7368_45	k141_145242	49303	51087	-	1785	6	0.015238
7369_1	k141_67809	2	346	+	345	0	0
7369_2	k141_67809	372	1349	+	978	0	0
7369_3	k141_67809	1473	3380	-	1908	0	0
7369_4	k141_67809	3531	3854	-	324	0	0
7370_1	k141_123332	1	78	-	78	0	0
7370_2	k141_123332	82	336	-	255	0	0
7370_3	k141_123332	336	734	-	399	0	0
7370_4	k141_123332	827	1222	-	396	0	0
7370_5	k141_123332	1427	2017	-	591	0	0
7370_6	k141_123332	2328	3095	-	768	0	0
7370_7	k141_123332	3136	4128	-	993	1	0.00456525
7370_8	k141_123332	4343	4867	-	525	0	0
7370_9	k141_123332	4895	5563	-	669	0	0
7371_1	k141_156464	1	666	+	666	47	0.319917
7372_1	k141_89845	3	659	-	657	2	0.0138
7372_2	k141_89845	777	3500	-	2724	7	0.0116494
7373_1	k141_67816	286	1494	+	1209	0	0
7374_1	k141_156465	2	544	+	543	0	0
7374_2	k141_156465	541	906	+	366	0	0
7374_3	k141_156465	752	1237	-	486	0	0
7374_4	k141_156465	1333	1497	+	165	0	0
7374_5	k141_156465	1521	1928	+	408	0	0
7374_6	k141_156465	2011	2436	+	426	0	0
7375_1	k141_89848	208	1023	-	816	12	0.0666661
7376_1	k141_145247	93	1571	-	1479	0	0
7377_1	k141_178554	1	1977	+	1977	9	0.0206372
7377_2	k141_178554	1950	3089	+	1140	1	0.00397658
7377_3	k141_178554	3336	4025	+	690	0	0
7377_4	k141_178554	4012	6441	+	2430	0	0
7377_5	k141_178554	6530	7066	-	537	0	0
7377_6	k141_178554	7251	8213	-	963	0	0
7377_7	k141_178554	8228	9625	-	1398	0	0
7377_8	k141_178554	9622	11010	-	1389	0	0
7377_9	k141_178554	11142	12446	+	1305	2	0.00694758
7377_10	k141_178554	12549	13394	-	846	0	0
7377_11	k141_178554	13518	14633	+	1116	2	0.00812419
7377_12	k141_178554	15088	15582	-	495	0	0
7377_13	k141_178554	15876	17123	-	1248	0	0
7377_14	k141_178554	17123	18382	-	1260	2	0.00719571
7377_15	k141_178554	19223	20080	-	858	5	0.0264178
7377_16	k141_178554	20097	21653	-	1557	8	0.0232925
7377_17	k141_178554	21781	22545	-	765	1	0.00592588
7377_18	k141_178554	23169	23852	+	684	3	0.0198829
7377_19	k141_178554	24044	25060	+	1017	1	0.00445752
7377_20	k141_178554	25335	26165	-	831	2	0.0109105
7377_21	k141_178554	26310	28058	+	1749	16	0.041471
7377_22	k141_178554	28127	30535	-	2409	10	0.0188182
7377_23	k141_178554	30723	31742	-	1020	3	0.0133332
7377_24	k141_178554	32627	32812	-	186	4	0.0974903
7377_25	k141_178554	32827	33372	-	546	1	0.00830274
7377_26	k141_178554	33392	33709	-	318	2	0.0285113
7377_27	k141_178554	33725	34093	-	369	3	0.0368561
7377_28	k141_178554	34106	34363	-	258	1	0.0175709
7377_29	k141_178554	34382	34585	-	204	0	0
7377_30	k141_178554	34582	35007	-	426	0	0
7377_31	k141_178554	35007	35774	-	768	2	0.0118055
7377_32	k141_178554	35788	36123	-	336	0	0
7377_33	k141_178554	36141	36422	-	282	0	0
7377_34	k141_178554	36441	37274	-	834	0	0
7377_35	k141_178554	37547	37840	-	294	1	0.0154194
7377_36	k141_178554	37840	38463	-	624	0	0
7377_37	k141_178554	38482	39180	-	699	1	0.0064854
7377_38	k141_178554	39304	39615	-	312	0	0
7377_39	k141_178554	40118	41077	-	960	2	0.00944437
7377_40	k141_178554	41070	41684	-	615	1	0.00737122
7377_41	k141_178554	41718	42701	-	984	4	0.018428
7377_42	k141_178554	42854	43363	-	510	5	0.0444441
7377_43	k141_178554	43481	43741	-	261	1	0.017369
7377_44	k141_178554	43802	46156	-	2355	15	0.0288745
7377_45	k141_178554	46899	48824	-	1926	9	0.0211836
7377_46	k141_178554	48824	50554	-	1731	5	0.0130944
7377_47	k141_178554	50554	51060	-	507	1	0.00894142
7377_48	k141_178554	51104	51412	-	309	1	0.0146709
7377_49	k141_178554	51771	52280	-	510	3	0.0266665
7377_50	k141_178554	52492	52806	-	315	2	0.0287828
7377_51	k141_178554	53186	54529	+	1344	3	0.010119
7377_52	k141_178554	55151	56746	-	1596	3	0.00852124
7377_53	k141_178554	57418	58017	-	600	0	0
7377_54	k141_178554	58017	58370	-	354	1	0.0128059
7377_55	k141_178554	58385	60013	-	1629	7	0.0194801
7377_56	k141_178554	60185	60505	-	321	2	0.0282448
7377_57	k141_178554	60707	61285	-	579	0	0
7378_1	k141_189192	2	457	+	456	0	0
7378_2	k141_189192	521	934	-	414	1	0.01095
7378_3	k141_189192	1275	1688	+	414	0	0
7378_4	k141_189192	1822	2493	+	672	0	0
7378_5	k141_189192	2478	2771	-	294	0	0
7378_6	k141_189192	2987	3880	-	894	2	0.0101416
7378_7	k141_189192	3893	5011	-	1119	1	0.0040512
7378_8	k141_189192	5014	6300	-	1287	0	0
7378_9	k141_189192	6301	7221	-	921	0	0
7378_10	k141_189192	7199	8161	-	963	0	0
7378_11	k141_189192	8161	10758	-	2598	0	0
7378_12	k141_189192	10777	11925	-	1149	0	0
7378_13	k141_189192	11915	12619	-	705	0	0
7378_14	k141_189192	12816	14630	-	1815	0	0
7378_15	k141_189192	14667	16226	-	1560	2	0.00581192
7378_16	k141_189192	16223	16732	-	510	0	0
7378_17	k141_189192	16844	17857	-	1014	0	0
7378_18	k141_189192	17854	18444	-	591	0	0
7378_19	k141_189192	18425	19174	-	750	1	0.0060444
7378_20	k141_189192	19429	21567	-	2139	2	0.00423871
7378_21	k141_189192	21569	23134	-	1566	0	0
