# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_6_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_6/A6_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_6/A6_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_6/A6_2.bam	RPKG
4893_1	k141_100516	1	279	-	279	1	0.00269697
4893_2	k141_100516	465	1349	-	885	4	0.00340092
4893_3	k141_100516	1537	1776	+	240	2	0.00627045
4893_4	k141_100516	1825	2943	-	1119	11	0.00739678
4893_5	k141_100516	3090	3626	-	537	11	0.0154134
4893_6	k141_100516	3802	4971	-	1170	13	0.0083606
4893_7	k141_100516	5042	5611	-	570	15	0.0198014
4893_8	k141_100516	5938	7920	-	1983	29	0.0110041
4893_9	k141_100516	8271	10025	-	1755	19	0.00814623
4893_10	k141_100516	10462	10908	+	447	0	0
4893_11	k141_100516	11007	11636	-	630	1	0.00119437
4893_12	k141_100516	11684	13765	-	2082	12	0.00433691
4893_13	k141_100516	13762	14526	-	765	3	0.0029508
4893_14	k141_100516	14661	15644	-	984	11	0.00841158
4893_15	k141_100516	15647	16324	-	678	5	0.00554907
4893_16	k141_100516	16395	17228	-	834	3	0.00270667
4893_17	k141_100516	17251	19455	-	2205	17	0.00580123
4893_18	k141_100516	19818	20594	-	777	3	0.00290523
4893_19	k141_100516	20712	21089	-	378	9	0.0179156
4893_20	k141_100516	21233	22003	-	771	2	0.00195189
4893_21	k141_100516	21996	22637	-	642	8	0.00937638
4894_1	k141_188905	3	164	-	162	0	0
4894_2	k141_188905	229	933	-	705	0	0
4894_3	k141_188905	920	1003	-	84	0	0
4895_1	k141_155913	329	1555	-	1227	89	0.054579
4895_2	k141_155913	1745	3127	-	1383	114	0.0620244
4895_3	k141_155913	3329	4147	-	819	69	0.0633936
4895_4	k141_155913	4465	5142	-	678	42	0.0466122
4895_5	k141_155913	5143	5916	-	774	66	0.0641628
4895_6	k141_155913	5918	8524	-	2607	247	0.0712912
4895_7	k141_155913	8741	9799	-	1059	87	0.0618164
4895_8	k141_155913	10052	12277	-	2226	165	0.0557749
4895_9	k141_155913	12612	13760	-	1149	135	0.0884085
4895_10	k141_155913	14224	14820	-	597	88	0.110915
4895_11	k141_155913	15361	16416	+	1056	86	0.0612794
4895_12	k141_155913	16635	17111	-	477	54	0.0851835
4895_13	k141_155913	17125	17646	-	522	33	0.0475689
4895_14	k141_155913	17692	18924	-	1233	73	0.0445492
4895_15	k141_155913	19078	20040	-	963	65	0.0507887
4895_16	k141_155913	20166	21710	-	1545	113	0.0550339
4895_17	k141_155913	22024	23871	-	1848	159	0.0647404
4895_18	k141_155913	23977	25170	-	1194	52	0.0327702
4895_19	k141_155913	25397	26173	+	777	59	0.0571362
4895_20	k141_155913	26170	26394	+	225	27	0.0902945
4895_21	k141_155913	26850	28151	-	1302	89	0.051435
4895_22	k141_155913	28371	29240	+	870	48	0.0415147
4895_23	k141_155913	29271	30632	+	1362	88	0.0486167
4895_24	k141_155913	30651	31556	+	906	47	0.0390346
4895_25	k141_155913	31693	32061	+	369	27	0.0550576
4895_26	k141_155913	32068	32922	+	855	54	0.0475234
4895_27	k141_155913	32915	33658	+	744	41	0.0414659
4895_28	k141_155913	33974	34654	-	681	39	0.0430921
4895_29	k141_155913	34654	35640	-	987	63	0.048029
4895_30	k141_155913	35657	36466	-	810	57	0.0529505
4895_31	k141_155913	36787	38688	+	1902	96	0.0379788
4895_32	k141_155913	38956	39786	-	831	58	0.0525179
4895_33	k141_155913	39776	41500	-	1725	118	0.0514722
4895_34	k141_155913	41584	42132	-	549	46	0.0630472
4895_35	k141_155913	42294	43055	-	762	52	0.0513486
4895_36	k141_155913	43176	43349	+	174	5	0.0216222
4895_37	k141_155913	43778	45028	-	1251	124	0.0745838
4895_38	k141_155913	45168	45926	-	759	51	0.0505602
4895_39	k141_155913	46207	47424	-	1218	98	0.0605423
4895_40	k141_155913	47518	48408	-	891	70	0.0591154
4895_41	k141_155913	48730	49038	-	309	20	0.0487025
4896_1	k141_122792	23	1084	+	1062	0	0
4896_2	k141_122792	1081	1224	+	144	0	0
4897_1	k141_45630	2	418	-	417	38	0.068569
4897_2	k141_45630	427	1002	-	576	81	0.105814
4897_3	k141_45630	1005	1991	-	987	141	0.107493
4897_4	k141_45630	2047	3396	-	1350	198	0.11036
4897_5	k141_45630	3377	3685	-	309	25	0.0608782
4897_6	k141_45630	3692	4315	-	624	75	0.0904392
4897_7	k141_45630	4347	5351	-	1005	159	0.119045
4897_8	k141_45630	5355	5984	-	630	89	0.106299
4897_9	k141_45630	6015	6398	-	384	44	0.0862187
4897_10	k141_45630	6436	8940	-	2505	463	0.139076
4897_11	k141_45630	8937	9269	-	333	28	0.0632694
4897_12	k141_45630	9280	9591	-	312	62	0.149526
4897_13	k141_45630	9793	10533	-	741	82	0.0832675
4897_14	k141_45630	10530	10892	-	363	45	0.0932795
4897_15	k141_45630	10916	11365	-	450	23	0.0384588
4897_16	k141_45630	11371	12126	-	756	82	0.0816154
4897_17	k141_45630	12273	12488	+	216	42	0.146311
4897_18	k141_45630	12809	13237	+	429	56	0.0982225
4897_19	k141_45630	13216	14466	+	1251	142	0.0854105
4897_20	k141_45630	14499	16508	+	2010	195	0.0729993
4897_21	k141_45630	16603	17016	-	414	20	0.0363504
4897_22	k141_45630	17022	18476	-	1455	99	0.0511979
4897_23	k141_45630	18605	19216	-	612	75	0.0922125
4897_24	k141_45630	19463	20002	-	540	43	0.0599177
4897_25	k141_45630	20169	21476	-	1308	119	0.0684572
4897_26	k141_45630	21457	23802	-	2346	176	0.0564501
4897_27	k141_45630	24405	24734	-	330	38	0.0866463
4898_1	k141_188907	2	1219	+	1218	56	0.0345956
4898_2	k141_188907	1422	2036	-	615	19	0.0232466
4899_1	k141_133704	395	676	-	282	2	0.00533656
4899_2	k141_133704	694	1485	-	792	25	0.0237517
4899_3	k141_133704	1511	2215	-	705	19	0.0202789
4899_4	k141_133704	2528	3802	-	1275	32	0.0188851
4899_5	k141_133704	3857	4489	-	633	28	0.0332839
4899_6	k141_133704	4483	5508	-	1026	32	0.0234684
4899_7	k141_133704	5524	6096	-	573	23	0.0302032
4899_8	k141_133704	6277	7248	-	972	18	0.0139343
4900_1	k141_122793	48	542	+	495	0	0
4900_2	k141_122793	542	1231	+	690	0	0
4900_3	k141_122793	1355	1627	+	273	0	0
4900_4	k141_122793	1648	1887	+	240	0	0
4901_1	k141_144881	1788	2267	+	480	4	0.00627045
4901_2	k141_144881	2705	2995	-	291	1	0.00258575
4901_3	k141_144881	3061	4059	-	999	5	0.00376604
4901_4	k141_144881	4115	4591	-	477	1	0.00157747
4901_5	k141_144881	4632	7229	-	2598	9	0.00260665
4901_6	k141_144881	7280	8017	-	738	3	0.00305876
4901_7	k141_144881	8021	8959	-	939	7	0.00560935
4901_8	k141_144881	8952	10751	-	1800	9	0.00376227
4901_9	k141_144881	10795	11472	-	678	4	0.00443926
4901_10	k141_144881	11863	12003	-	141	0	0
4902_1	k141_155917	393	755	+	363	0	0
4902_2	k141_155917	792	1925	+	1134	5	0.0033177
4903_1	k141_200107	1	1071	+	1071	14	0.009836
4903_2	k141_200107	1292	3304	-	2013	14	0.00523316
4903_3	k141_200107	3473	4861	-	1389	37	0.0200438
4903_4	k141_200107	4908	5165	-	258	30	0.0874947
4903_5	k141_200107	5174	5425	-	252	31	0.0925638
4904_1	k141_23238	187	555	+	369	6	0.012235
4904_2	k141_23238	626	808	+	183	0	0
4904_3	k141_23238	1201	1839	-	639	3	0.00353265
4904_4	k141_23238	1867	2919	-	1053	5	0.00357291
4904_5	k141_23238	2922	4667	-	1746	0	0
4904_6	k141_23238	4686	4922	-	237	0	0
4904_7	k141_23238	4936	6291	-	1356	0	0
4904_8	k141_23238	6570	7259	+	690	0	0
4904_9	k141_23238	7371	7511	-	141	0	0
4904_10	k141_23238	7457	8014	-	558	10	0.0134848
4905_1	k141_144882	698	1123	+	426	0	0
4906_1	k141_45631	2	358	+	357	3	0.00632315
4906_2	k141_45631	361	1290	+	930	6	0.00485454
4906_3	k141_45631	1365	1841	+	477	5	0.00788736
4907_1	k141_11941	149	1951	+	1803	40	0.0166934
4907_2	k141_11941	1951	3030	+	1080	5	0.00348358
4907_3	k141_11941	3105	3386	+	282	2	0.00533656
4907_4	k141_11941	3454	3783	+	330	7	0.0159612
4908_1	k141_133707	2	922	-	921	0	0
4908_2	k141_133707	933	1526	-	594	0	0
4909_1	k141_100524	2	1255	+	1254	40	0.0240017
4909_2	k141_100524	1349	1846	+	498	25	0.0377738
4909_3	k141_100524	1843	2139	+	297	12	0.0304022
4910_1	k141_122795	3	956	+	954	84	0.0662538
4910_2	k141_122795	971	1735	+	765	89	0.0875404
4911_1	k141_200110	167	481	-	315	0	0
4911_2	k141_200110	613	1155	+	543	0	0
4912_1	k141_188914	2	1219	+	1218	20	0.0123556
4912_2	k141_188914	1287	1901	-	615	1	0.0012235
4913_1	k141_100526	2	289	+	288	3	0.00783807
4913_2	k141_100526	302	922	+	621	14	0.0169635
4913_3	k141_100526	969	1532	-	564	1	0.00133414
4913_4	k141_100526	1701	1832	+	132	0	0
4914_1	k141_155922	71	1204	-	1134	2	0.00132708
4915_1	k141_45636	1	1275	+	1275	40	0.0236064
4915_2	k141_45636	1443	1640	-	198	2	0.00760055
4916_1	k141_144888	442	1125	+	684	1	0.00110008
4916_2	k141_144888	1115	1957	+	843	8	0.00714073
4917_1	k141_188915	144	1139	-	996	7	0.00528833
4917_2	k141_188915	1239	1607	+	369	0	0
4917_3	k141_188915	1684	2217	-	534	2	0.00281818
4918_1	k141_133711	59	895	-	837	0	0
4918_2	k141_133711	1256	2491	-	1236	0	0
4919_1	k141_155925	1	1164	-	1164	1	0.000646438
4920_1	k141_100532	3	731	+	729	3	0.00309652
4920_2	k141_100532	703	1446	+	744	1	0.00101136
4920_3	k141_100532	1612	1698	+	87	0	0
4921_1	k141_155927	1	492	+	492	0	0
4921_2	k141_155927	526	1017	+	492	0	0
4922_1	k141_144889	2	1462	+	1461	6	0.00309016
4922_2	k141_144889	1605	1715	-	111	0	0
4923_1	k141_200116	2	304	+	303	0	0
4923_2	k141_200116	371	2053	+	1683	0	0
4924_1	k141_56576	3	125	-	123	0	0
4924_2	k141_56576	122	1420	-	1299	8	0.00463405
4924_3	k141_56576	1447	2385	-	939	15	0.01202
4924_4	k141_56576	2390	3307	-	918	5	0.00409833
4924_5	k141_56576	3329	5149	-	1821	13	0.00537172
4924_6	k141_56576	5153	5815	-	663	3	0.00340477
4924_7	k141_56576	5802	7433	-	1632	7	0.00322744
4924_8	k141_56576	7461	8810	-	1350	18	0.0100327
4924_9	k141_56576	8834	9913	-	1080	20	0.0139343
4924_10	k141_56576	9915	10697	-	783	13	0.0124929
4924_11	k141_56576	10802	12250	-	1449	12	0.00623151
4924_12	k141_56576	12276	13262	-	987	2	0.00152473
4924_13	k141_56576	13235	13876	-	642	9	0.0105484
4924_14	k141_56576	13902	15056	-	1155	4	0.0026059
4924_15	k141_56576	15060	16511	-	1452	5	0.0025911
4924_16	k141_56576	16714	18060	+	1347	17	0.00949645
4924_17	k141_56576	18131	18574	-	444	5	0.00847358
4924_18	k141_56576	18591	18995	-	405	2	0.00371582
4924_19	k141_56576	19000	19974	-	975	4	0.00308699
4924_20	k141_56576	20034	21665	-	1632	24	0.0110655
4924_21	k141_56576	21666	22574	-	909	15	0.0124167
4924_22	k141_56576	22582	24117	-	1536	6	0.00293927
4924_23	k141_56576	24120	24557	-	438	15	0.025769
4924_24	k141_56576	24544	25497	-	954	10	0.00788736
4924_25	k141_56576	25565	26821	-	1257	29	0.0173597
4924_26	k141_56576	26814	27812	-	999	13	0.0097917
4924_27	k141_56576	27831	29333	-	1503	11	0.00550698
4924_28	k141_56576	29363	30382	-	1020	8	0.0059016
4924_29	k141_56576	30331	31767	-	1437	21	0.0109962
4924_30	k141_56576	31856	32767	-	912	16	0.013201
4924_31	k141_56576	32764	33885	-	1122	8	0.00536509
4924_32	k141_56576	33885	35420	-	1536	8	0.00391903
4924_33	k141_56576	35398	36594	-	1197	14	0.00880063
4924_34	k141_56576	36599	37564	-	966	14	0.0109051
4924_35	k141_56576	37561	38955	-	1395	8	0.00431515
4924_36	k141_56576	38952	39926	-	975	14	0.0108045
4924_37	k141_56576	39923	41035	-	1113	17	0.011493
4924_38	k141_56576	41126	41944	-	819	9	0.00826873
4924_39	k141_56576	41957	42868	-	912	4	0.00330024
4924_40	k141_56576	42865	43746	-	882	9	0.0076781
4924_41	k141_56576	43795	44421	-	627	5	0.00600043
4924_42	k141_56576	44451	46340	-	1890	17	0.00676811
4924_43	k141_56576	46294	46470	-	177	1	0.00425115
4924_44	k141_56576	46539	48401	-	1863	27	0.0109051
4924_45	k141_56576	48426	49127	-	702	3	0.00321562
4924_46	k141_56576	49102	50127	-	1026	4	0.00293354
4924_47	k141_56576	50124	51404	-	1281	8	0.00469917
4924_48	k141_56576	51419	52327	-	909	6	0.00496669
4924_49	k141_56576	52366	55380	-	3015	42	0.010482
4924_50	k141_56576	55449	56714	-	1266	12	0.00713227
4924_51	k141_56576	56727	57557	-	831	5	0.0045274
4924_52	k141_56576	57594	58169	-	576	8	0.0104508
4924_53	k141_56576	58222	58686	-	465	6	0.00970909
4925_1	k141_993	239	1729	+	1491	18	0.00908396
4925_2	k141_993	1859	4231	+	2373	40	0.0126836
4925_3	k141_993	4502	6106	-	1605	111	0.0520389
4925_4	k141_993	6504	6971	+	468	3	0.00482342
4925_5	k141_993	7175	7537	+	363	7	0.0145101
4925_6	k141_993	7498	8466	+	969	2	0.00155305
4925_7	k141_993	8487	9041	+	555	0	0
4925_8	k141_993	9138	10547	-	1410	7	0.00373559
4925_9	k141_993	10540	11232	-	693	5	0.00542896
4925_10	k141_993	11291	13102	-	1812	19	0.00788997
4925_11	k141_993	13673	14632	+	960	7	0.00548665
4925_12	k141_993	14692	15588	+	897	0	0
4925_13	k141_993	15581	16495	+	915	0	0
4925_14	k141_993	16628	17380	+	753	12	0.0119913
4925_15	k141_993	17400	18074	+	675	0	0
4925_16	k141_993	18324	20483	-	2160	2	0.000696717
4925_17	k141_993	20726	22186	+	1461	0	0
4925_18	k141_993	22206	22745	+	540	2	0.00278687
4925_19	k141_993	22742	23422	+	681	0	0
4925_20	k141_993	23619	25292	-	1674	22	0.00988889
4925_21	k141_993	25945	26874	+	930	123	0.0995181
4925_22	k141_993	26871	27143	+	273	38	0.104737
4925_23	k141_993	27326	28480	+	1155	226	0.147233
4925_24	k141_993	28461	29420	+	960	142	0.111301
4925_25	k141_993	29429	29914	+	486	41	0.0634787
4925_26	k141_993	29972	30919	+	948	108	0.0857226
4926_1	k141_155928	3	1250	+	1248	17	0.0102498
4927_1	k141_23244	1	2871	-	2871	0	0
4927_2	k141_23244	3068	3781	-	714	0	0
4927_3	k141_23244	3791	5014	-	1224	0	0
4928_1	k141_133719	2	874	+	873	4	0.00344767
4928_2	k141_133719	891	1178	+	288	0	0
4929_1	k141_45639	2	709	+	708	0	0
4929_2	k141_45639	855	1382	-	528	0	0
4929_3	k141_45639	1765	1911	+	147	0	0
4929_4	k141_45639	2647	2949	+	303	0	0
4929_5	k141_45639	3068	4399	+	1332	0	0
4930_1	k141_122803	1	1209	+	1209	0	0
4930_2	k141_122803	1336	2127	+	792	0	0
4930_3	k141_122803	2127	2858	+	732	0	0
4930_4	k141_122803	2903	3949	+	1047	0	0
4930_5	k141_122803	3957	4973	+	1017	0	0
4930_6	k141_122803	4978	5280	+	303	0	0
4931_1	k141_210969	1	234	+	234	27	0.0868216
4931_2	k141_210969	234	1115	+	882	185	0.157828
4931_3	k141_210969	1322	2566	+	1245	237	0.143238
4931_4	k141_210969	2559	3776	+	1218	161	0.0994623
4931_5	k141_210969	3789	4901	+	1113	246	0.166311
4931_6	k141_210969	4916	6532	+	1617	296	0.137741
4931_7	k141_210969	6534	7883	+	1350	284	0.158294
4931_8	k141_210969	7908	8831	+	924	166	0.135181
4931_9	k141_210969	8835	9848	+	1014	193	0.143219
4931_10	k141_210969	10133	11452	+	1320	228	0.129969
4931_11	k141_210969	11454	13361	+	1908	348	0.13724
4931_12	k141_210969	13351	14628	+	1278	199	0.117166
4931_13	k141_210969	14631	15863	+	1233	217	0.132427
4932_1	k141_11958	72	515	-	444	0	0
4932_2	k141_11958	837	1700	-	864	1	0.000870896
4932_3	k141_11958	1690	1863	-	174	0	0
4932_4	k141_11958	1865	2119	-	255	0	0
4932_5	k141_11958	2230	2595	-	366	1	0.00205589
4932_6	k141_11958	2592	2870	-	279	1	0.00269697
4932_7	k141_11958	2870	4132	-	1263	18	0.0107238
4933_1	k141_56578	143	787	+	645	6	0.00699957
4933_2	k141_56578	790	1722	+	933	2	0.00161298
4933_3	k141_56578	1930	2226	+	297	7	0.0177346
4933_4	k141_56578	2490	3449	-	960	28	0.0219466
4934_1	k141_100535	1	795	-	795	0	0
4934_2	k141_100535	912	1388	+	477	0	0
4934_3	k141_100535	1381	2943	+	1563	0	0
4934_4	k141_100535	3080	3721	+	642	0	0
4934_5	k141_100535	3718	4074	+	357	0	0
4935_1	k141_122804	2	268	+	267	0	0
4935_2	k141_122804	261	1160	+	900	0	0
4936_1	k141_23247	638	970	-	333	0	0
4936_2	k141_23247	910	1149	-	240	0	0
4936_3	k141_23247	1223	1441	-	219	0	0
4937_1	k141_1001	3	392	+	390	2	0.00385874
4937_2	k141_1001	436	942	+	507	3	0.00445239
4937_3	k141_1001	1137	1766	-	630	11	0.0131381
4938_1	k141_11959	165	1160	-	996	0	0
4939_1	k141_210970	2	1255	+	1254	0	0
4939_2	k141_210970	1257	2000	+	744	0	0
4940_1	k141_56584	3	1352	-	1350	16	0.00891798
4941_1	k141_200117	3	431	+	429	4	0.00701589
4941_2	k141_200117	428	1891	+	1464	45	0.0231287
4941_3	k141_200117	1918	2691	+	774	24	0.0233319
4941_4	k141_200117	2815	3879	+	1065	50	0.0353265
4941_5	k141_200117	3974	5329	+	1356	65	0.036069
4941_6	k141_200117	5451	6344	+	894	39	0.0328252
4941_7	k141_200117	6395	7195	+	801	12	0.0112727
4942_1	k141_188920	2	1006	-	1005	0	0
4942_2	k141_188920	1009	1902	-	894	2	0.00168334
4942_3	k141_188920	1892	2383	-	492	1	0.00152938
4942_4	k141_188920	2373	3602	-	1230	4	0.00244701
4942_5	k141_188920	3791	4396	-	606	3	0.00372502
4942_6	k141_188920	4411	4950	-	540	1	0.00139343
4942_7	k141_188920	4982	5851	-	870	2	0.00172978
4942_8	k141_188920	6007	7332	+	1326	2	0.00113492
4942_9	k141_188920	7352	7996	-	645	7	0.00816617
4942_10	k141_188920	8070	8147	-	78	0	0
4943_1	k141_122810	51	431	+	381	6	0.0118497
4943_2	k141_122810	486	1187	-	702	2	0.00214374
4944_1	k141_177967	138	1112	-	975	10	0.00771748
4944_2	k141_177967	1495	1707	-	213	1	0.00353265
4944_3	k141_177967	2308	3810	-	1503	4	0.00200254
4944_4	k141_177967	3810	4364	-	555	8	0.0108462
4944_5	k141_177967	4378	5691	-	1314	6	0.00343586
4944_6	k141_177967	6051	6182	-	132	6	0.0342025
4944_7	k141_177967	6574	8925	-	2352	18	0.00575858
4944_8	k141_177967	8938	9636	-	699	5	0.00538236
4944_9	k141_177967	10105	10893	-	789	2	0.00190736
4944_10	k141_177967	10948	11745	-	798	16	0.0150868
4944_11	k141_177967	11832	12446	-	615	7	0.00856452
4944_12	k141_177967	12433	14937	-	2505	12	0.00360457
4944_13	k141_177967	15481	15975	+	495	3	0.00456033
4944_14	k141_177967	16055	17050	+	996	7	0.00528833
4944_15	k141_177967	17197	17421	-	225	0	0
4944_16	k141_177967	17521	17673	-	153	0	0
4944_17	k141_177967	17721	19964	-	2244	11	0.0036885
4944_18	k141_177967	20015	21895	-	1881	15	0.00600043
4944_19	k141_177967	22034	23605	-	1572	145	0.0694058
4945_1	k141_56589	3	1268	-	1266	1	0.000594356
4946_1	k141_177968	2	1069	+	1068	166	0.116955
4947_1	k141_1006	2	553	+	552	0	0
4947_2	k141_1006	637	2205	+	1569	1	0.000479576
4947_3	k141_1006	2258	2563	+	306	3	0.007377
4948_1	k141_144897	391	1206	+	816	0	0
4948_2	k141_144897	1252	2343	-	1092	0	0
4948_3	k141_144897	2458	3387	-	930	0	0
4948_4	k141_144897	3400	4188	-	789	0	0
4948_5	k141_144897	4308	5798	-	1491	0	0
4948_6	k141_144897	5932	6435	+	504	0	0
4948_7	k141_144897	6480	8705	-	2226	0	0
4949_1	k141_200119	3	911	-	909	1	0.000827782
4949_2	k141_200119	1101	2711	+	1611	0	0
4949_3	k141_200119	2778	3092	-	315	0	0
4950_1	k141_210977	1	207	+	207	0	0
4950_2	k141_210977	204	1028	+	825	0	0
4950_3	k141_210977	1033	1929	+	897	0	0
4950_4	k141_210977	1942	2625	+	684	0	0
4951_1	k141_100538	3	1046	-	1044	0	0
4951_2	k141_100538	1146	2657	-	1512	0	0
4951_3	k141_100538	2908	3837	-	930	0	0
4951_4	k141_100538	3858	4751	-	894	0	0
4951_5	k141_100538	4802	5167	-	366	0	0
4951_6	k141_100538	5187	7190	-	2004	0	0
4952_1	k141_144900	3	428	+	426	2	0.00353265
4952_2	k141_144900	528	1079	+	552	4	0.00545257
4953_1	k141_177973	1	462	-	462	7	0.0114008
4953_2	k141_177973	551	1219	-	669	9	0.0101227
4954_1	k141_23255	335	799	-	465	0	0
4954_2	k141_23255	1517	2143	-	627	1	0.00120009
4954_3	k141_23255	2198	3781	-	1584	80	0.0380027
4955_1	k141_67220	203	751	-	549	1	0.00137059
4955_2	k141_67220	768	1637	-	870	5	0.00432445
4955_3	k141_67220	1682	4213	-	2532	61	0.0181278
4955_4	k141_67220	4228	6150	-	1923	431	0.168647
4955_5	k141_67220	6160	7245	-	1086	77	0.0533508
4955_6	k141_67220	7257	7463	-	207	7	0.0254453
4955_7	k141_67220	7479	8582	-	1104	18	0.0122683
4955_8	k141_67220	8865	10208	-	1344	111	0.0621447
4955_9	k141_67220	10799	11137	+	339	43	0.0954441
4955_10	k141_67220	11383	12384	+	1002	156	0.117149
4955_11	k141_67220	12387	13193	+	807	56	0.0522149
4955_12	k141_67220	13242	14618	+	1377	196	0.107103
4955_13	k141_67220	14621	16504	+	1884	315	0.125808
4955_14	k141_67220	16508	17218	+	711	67	0.0709064
4955_15	k141_67220	17278	18030	+	753	43	0.0429688
4955_16	k141_67220	18043	19728	+	1686	116	0.0517703
4955_17	k141_67220	20013	20783	+	771	90	0.0878351
4955_18	k141_67220	20783	21703	+	921	107	0.0874187
4955_19	k141_67220	21716	22207	+	492	18	0.0275288
4955_20	k141_67220	22220	23506	+	1287	196	0.114593
4955_21	k141_67220	23620	24288	+	669	58	0.0652352
4955_22	k141_67220	24285	25301	+	1017	57	0.042173
4955_23	k141_67220	25320	26105	+	786	65	0.0622259
4955_24	k141_67220	26183	26533	-	351	54	0.115762
4955_25	k141_67220	26711	27478	+	768	75	0.0734819
4955_26	k141_67220	27468	29516	+	2049	63	0.0231355
4956_1	k141_56594	3	80	-	78	0	0
4956_2	k141_56594	185	1921	-	1737	0	0
4957_1	k141_188921	2	745	+	744	0	0
4957_2	k141_188921	803	1501	+	699	0	0
4957_3	k141_188921	1558	4608	+	3051	2	0.000493251
4958_1	k141_210980	2	1222	+	1221	67	0.0412895
4958_2	k141_210980	1250	1933	+	684	95	0.104508
4958_3	k141_210980	1911	2231	+	321	30	0.0703228
4959_1	k141_200120	56	1006	+	951	13	0.0102859
4959_2	k141_200120	1066	1971	-	906	4	0.00332209
4959_3	k141_200120	1968	2225	-	258	5	0.0145824
4959_4	k141_200120	2273	2872	-	600	16	0.0200654
4960_1	k141_133721	3	284	+	282	0	0
4960_2	k141_133721	302	1171	+	870	9	0.00778401
4960_3	k141_133721	1410	2282	-	873	0	0
4960_4	k141_133721	2303	2692	-	390	0	0
4960_5	k141_133721	2715	4619	-	1905	0	0
4960_6	k141_133721	4627	5466	-	840	0	0
4960_7	k141_133721	5460	7049	-	1590	4	0.00189297
4960_8	k141_133721	7083	7616	-	534	0	0
4960_9	k141_133721	7790	8746	-	957	0	0
4960_10	k141_133721	8913	9407	+	495	0	0
4960_11	k141_133721	9448	9645	+	198	3	0.0114008
4960_12	k141_133721	9830	11155	+	1326	0	0
4960_13	k141_133721	11155	11787	+	633	0	0
4961_1	k141_1009	1	411	-	411	0	0
4961_2	k141_1009	423	2927	-	2505	0	0
4961_3	k141_1009	2941	3351	-	411	0	0
4961_4	k141_1009	3354	3578	-	225	0	0
4961_5	k141_1009	3588	4583	-	996	0	0
4961_6	k141_1009	4595	4678	-	84	0	0
4962_1	k141_23259	1	336	+	336	8	0.0179156
4962_2	k141_23259	666	1196	+	531	6	0.00850231
4962_3	k141_23259	1450	2085	+	636	29	0.03431
4963_1	k141_100539	73	759	+	687	1	0.00109528
4963_2	k141_100539	756	851	+	96	0	0
4963_3	k141_100539	1070	4123	-	3054	8	0.00197107
4964_1	k141_56599	2	97	-	96	3	0.0235142
4964_2	k141_56599	459	1760	-	1302	6	0.00346753
4965_1	k141_45642	102	731	+	630	0	0
4965_2	k141_45642	905	1495	+	591	0	0
4965_3	k141_45642	1608	2030	+	423	0	0
4965_4	k141_45642	2023	2304	+	282	0	0
4965_5	k141_45642	2459	3634	+	1176	0	0
4965_6	k141_45642	3678	4562	+	885	0	0
4965_7	k141_45642	4566	5516	+	951	0	0
4965_8	k141_45642	5519	6283	+	765	0	0
4965_9	k141_45642	6283	6993	+	711	0	0
4965_10	k141_45642	7128	7787	+	660	0	0
4965_11	k141_45642	7967	8893	-	927	0	0
4965_12	k141_45642	8995	9621	-	627	0	0
4965_13	k141_45642	9676	10995	+	1320	0	0
4965_14	k141_45642	10976	11638	+	663	0	0
4965_15	k141_45642	11717	11785	+	69	0	0
4966_1	k141_133722	2	730	+	729	59	0.0608982
4966_2	k141_133722	743	1153	+	411	22	0.0402774
4966_3	k141_133722	1166	1246	+	81	0	0
4967_1	k141_177978	167	1927	-	1761	1	0.000427288
4967_2	k141_177978	2024	2194	-	171	0	0
4967_3	k141_177978	2592	2732	-	141	0	0
4968_1	k141_210984	2	433	+	432	14	0.0243851
4968_2	k141_210984	564	1004	+	441	0	0
4969_1	k141_67228	3	92	+	90	0	0
4969_2	k141_67228	92	1918	+	1827	110	0.0453038
4969_3	k141_67228	2118	3353	+	1236	214	0.130279
4970_1	k141_100540	1	294	+	294	1	0.00255937
4970_2	k141_100540	541	1104	+	564	12	0.0160097
4970_3	k141_100540	1200	2144	+	945	41	0.0326462
4970_4	k141_100540	2271	2351	+	81	0	0
4971_1	k141_45643	1	546	+	546	0	0
4971_2	k141_45643	584	1498	-	915	4	0.00328942
4971_3	k141_45643	1515	1973	-	459	1	0.00163933
4972_1	k141_1010	126	707	+	582	0	0
4972_2	k141_1010	888	1166	+	279	0	0
4972_3	k141_1010	1168	3231	+	2064	0	0
4973_1	k141_144903	75	431	+	357	2	0.00421543
4973_2	k141_144903	490	3072	+	2583	39	0.0113611
4973_3	k141_144903	3087	3596	+	510	2	0.0029508
4973_4	k141_144903	3605	4144	+	540	6	0.0083606
4973_5	k141_144903	4141	5697	+	1557	20	0.00966544
4973_6	k141_144903	5700	6401	+	702	11	0.0117906
4974_1	k141_67229	3	371	+	369	7	0.0142742
4974_2	k141_67229	384	632	+	249	0	0
4974_3	k141_67229	616	1350	+	735	8	0.00818998
4975_1	k141_210986	2	1255	+	1254	0	0
