# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam
2390_2	k141_21963	116	670	-	555	5
2390_3	k141_21963	670	1242	-	573	5
2391_1	k141_29005	1	237	+	237	25
2391_2	k141_29005	234	578	+	345	23
2391_3	k141_29005	575	784	+	210	13
2391_4	k141_29005	794	2758	+	1965	84
2391_5	k141_29005	2755	3363	+	609	35
2391_6	k141_29005	3747	3866	+	120	4
2392_1	k141_804	2	346	+	345	14
2392_2	k141_804	649	1683	+	1035	38
2392_3	k141_804	1708	3639	+	1932	44
2392_4	k141_804	3674	4459	+	786	43
2392_5	k141_804	4510	5661	+	1152	30
2392_6	k141_804	5746	6633	+	888	29
2392_7	k141_804	6646	7956	+	1311	13
2392_8	k141_804	7910	8770	+	861	23
2392_9	k141_804	8976	9713	+	738	13
2393_1	k141_7597	250	2445	-	2196	145
2393_2	k141_7597	2720	3103	+	384	41
2393_3	k141_7597	3206	3832	+	627	46
2393_4	k141_7597	4469	4954	-	486	46
2393_5	k141_7597	4929	6692	-	1764	105
2393_6	k141_7597	6699	7748	-	1050	54
2393_7	k141_7597	7898	8089	-	192	14
2393_8	k141_7597	8113	8604	-	492	37
2393_9	k141_7597	8724	9068	-	345	13
2393_10	k141_7597	9124	10170	-	1047	42
2393_11	k141_7597	10425	10979	+	555	64
2393_12	k141_7597	11119	11361	-	243	19
2393_13	k141_7597	11529	12155	-	627	41
2393_14	k141_7597	12170	13072	-	903	61
2393_15	k141_7597	13084	13926	-	843	20
2393_16	k141_7597	14030	14362	-	333	15
2393_17	k141_7597	14359	15492	-	1134	47
2393_18	k141_7597	15498	16094	-	597	33
2393_19	k141_7597	16223	16945	-	723	33
2393_20	k141_7597	17181	17699	+	519	15
2393_21	k141_7597	17704	18612	-	909	79
2393_22	k141_7597	18808	19113	+	306	33
2393_23	k141_7597	19220	19852	+	633	70
2393_24	k141_7597	19932	20195	+	264	13
2393_25	k141_7597	20143	20652	+	510	58
2393_26	k141_7597	20696	20911	-	216	13
2393_27	k141_7597	20914	21678	-	765	40
2393_28	k141_7597	21698	22132	-	435	14
2393_29	k141_7597	22157	22807	-	651	23
2393_30	k141_7597	22863	23588	-	726	33
2393_31	k141_7597	23766	24884	+	1119	81
2393_32	k141_7597	25190	28153	+	2964	188
2393_33	k141_7597	28308	30980	+	2673	149
2393_34	k141_7597	30999	31862	+	864	48
2393_35	k141_7597	32505	32870	-	366	43
2393_36	k141_7597	32908	33180	-	273	13
2393_37	k141_7597	33230	33433	-	204	17
2393_38	k141_7597	33448	33870	-	423	25
2393_39	k141_7597	33922	34611	-	690	40
2393_40	k141_7597	34651	34989	-	339	16
2393_41	k141_7597	35029	35739	-	711	57
2393_42	k141_7597	35760	36029	-	270	10
2393_43	k141_7597	36065	36901	-	837	72
2393_44	k141_7597	36929	37213	-	285	16
2393_45	k141_7597	37220	37828	-	609	39
2393_46	k141_7597	37870	38505	-	636	39
2393_47	k141_7597	38551	38859	-	309	17
2393_48	k141_7597	38897	41044	-	2148	154
2393_49	k141_7597	41108	41581	-	474	54
2393_50	k141_7597	41609	41992	-	384	34
2393_51	k141_7597	42178	42951	-	774	87
2393_52	k141_7597	42942	43169	-	228	42
2393_53	k141_7597	43579	45123	-	1545	101
2393_54	k141_7597	45129	45560	-	432	35
2393_55	k141_7597	45687	46838	+	1152	74
2393_56	k141_7597	46835	48238	+	1404	103
2393_57	k141_7597	48235	50118	+	1884	143
2393_58	k141_7597	50127	50387	+	261	11
2393_59	k141_7597	50338	52254	+	1917	118
2393_60	k141_7597	52262	53035	+	774	50
2393_61	k141_7597	53035	53571	+	537	40
2393_62	k141_7597	53723	54814	+	1092	84
2393_63	k141_7597	54881	56284	+	1404	54
2393_64	k141_7597	56303	57280	+	978	61
2393_65	k141_7597	57331	57711	-	381	9
2393_66	k141_7597	57662	57910	-	249	13
2393_67	k141_7597	57921	58550	-	630	30
2393_68	k141_7597	58555	59346	-	792	67
2393_69	k141_7597	59949	60725	-	777	52
2393_70	k141_7597	60806	63631	-	2826	133
2393_71	k141_7597	63628	64374	-	747	26
2393_72	k141_7597	64390	66597	-	2208	129
2393_73	k141_7597	66733	67707	-	975	40
2393_74	k141_7597	67707	68339	-	633	20
2393_75	k141_7597	68641	71283	+	2643	116
2393_76	k141_7597	71273	71737	+	465	28
2393_77	k141_7597	71749	72063	-	315	23
2393_78	k141_7597	72343	72750	-	408	20
2393_79	k141_7597	72814	75147	+	2334	89
2393_80	k141_7597	75224	75973	-	750	37
2393_81	k141_7597	76010	76603	-	594	22
2393_82	k141_7597	76605	79106	-	2502	112
2393_83	k141_7597	79434	79784	-	351	25
2393_84	k141_7597	79806	82250	-	2445	107
2393_85	k141_7597	82417	83214	-	798	36
2393_86	k141_7597	83204	84280	-	1077	37
2393_87	k141_7597	84379	85386	+	1008	24
2393_88	k141_7597	85399	86229	+	831	47
2393_89	k141_7597	86305	87261	-	957	50
2393_90	k141_7597	87341	88504	-	1164	101
2393_91	k141_7597	88842	89324	+	483	43
2393_92	k141_7597	89372	89839	+	468	41
2393_93	k141_7597	89968	91113	-	1146	81
2393_94	k141_7597	91076	91708	-	633	27
2393_95	k141_7597	91705	92724	-	1020	113
2393_96	k141_7597	92848	93414	-	567	30
2393_97	k141_7597	93641	97177	-	3537	222
2393_98	k141_7597	97370	97792	+	423	41
2393_99	k141_7597	98232	99077	+	846	44
2393_100	k141_7597	99074	99397	+	324	8
2394_1	k141_57080	1	219	+	219	1
2394_2	k141_57080	310	555	+	246	7
2394_3	k141_57080	982	1230	+	249	2
2394_4	k141_57080	1333	1593	+	261	4
2394_5	k141_57080	1596	5762	+	4167	56
2395_1	k141_53647	1	1212	+	1212	8
2396_1	k141_25302	3	215	+	213	0
2396_2	k141_25302	334	1284	+	951	13
2396_3	k141_25302	1298	2698	+	1401	12
2397_1	k141_39502	1	342	+	342	6
2397_2	k141_39502	332	484	+	153	0
2397_3	k141_39502	462	614	+	153	3
2397_4	k141_39502	777	1502	+	726	5
2397_5	k141_39502	1502	1918	+	417	14
2397_6	k141_39502	1920	2096	+	177	3
2398_1	k141_32511	3	692	+	690	86
2399_1	k141_14706	125	1069	-	945	13
2400_1	k141_4166	1	312	-	312	4
2400_2	k141_4166	465	1982	-	1518	44
2400_3	k141_4166	2141	2596	-	456	18
2401_1	k141_32513	252	1001	-	750	17
2402_1	k141_29010	1	471	-	471	1
2402_2	k141_29010	562	774	+	213	2
2402_3	k141_29010	860	1078	-	219	3
2403_1	k141_7598	2	187	+	186	6
2403_2	k141_7598	214	1881	+	1668	39
2403_3	k141_7598	2308	2634	+	327	14
2404_1	k141_60845	1	225	-	225	8
2404_2	k141_60845	800	2290	-	1491	80
2404_3	k141_60845	2391	3527	-	1137	70
2404_4	k141_60845	3550	4008	-	459	27
2404_5	k141_60845	4012	4641	-	630	29
2404_6	k141_60845	4799	5191	+	393	25
2404_7	k141_60845	5247	5864	-	618	62
2404_8	k141_60845	6359	7381	+	1023	60
2404_9	k141_60845	7405	7968	-	564	14
2404_10	k141_60845	8037	8567	-	531	22
2404_11	k141_60845	8646	10193	-	1548	92
2404_12	k141_60845	10263	11573	-	1311	56
2404_13	k141_60845	11598	14813	-	3216	155
2404_14	k141_60845	14817	15518	-	702	36
2404_15	k141_60845	15576	15749	-	174	13
2404_16	k141_60845	15941	16954	-	1014	113
2404_17	k141_60845	17034	17249	-	216	21
2404_18	k141_60845	17746	19509	-	1764	69
2404_19	k141_60845	19534	21309	-	1776	50
2404_20	k141_60845	21514	23970	-	2457	90
2404_21	k141_60845	24082	25797	-	1716	40
2404_22	k141_60845	25849	26301	-	453	15
2404_23	k141_60845	26302	27060	-	759	40
2404_24	k141_60845	27205	28074	-	870	32
2404_25	k141_60845	28199	28750	-	552	15
2404_26	k141_60845	28912	30285	-	1374	247
2404_27	k141_60845	30376	30792	+	417	37
2405_1	k141_21969	1	1692	-	1692	255
2406_1	k141_25306	273	566	+	294	42
2406_2	k141_25306	599	1486	+	888	119
2407_1	k141_53651	1	84	+	84	0
2407_2	k141_53651	114	1211	+	1098	34
2407_3	k141_53651	1208	2134	+	927	30
2407_4	k141_53651	2151	3500	+	1350	16
2408_1	k141_43179	2	532	-	531	9
2408_2	k141_43179	697	6321	+	5625	105
2408_3	k141_43179	6406	8790	+	2385	48
2408_4	k141_43179	9122	10051	+	930	30
2409_1	k141_812	3	2318	-	2316	66
2409_2	k141_812	2318	2476	-	159	0
2410_1	k141_7603	2	985	+	984	1
2410_2	k141_7603	1162	1395	+	234	10
2411_1	k141_29012	3	263	+	261	9
2411_2	k141_29012	397	510	+	114	0
2411_3	k141_29012	449	1945	+	1497	26
2411_4	k141_29012	1996	2469	+	474	4
2412_1	k141_18365	126	1604	-	1479	49
2412_2	k141_18365	1685	2266	-	582	9
2412_3	k141_18365	2259	3410	-	1152	25
2412_4	k141_18365	3429	4202	-	774	31
2412_5	k141_18365	4206	4838	-	633	34
2412_6	k141_18365	4842	5033	-	192	4
2412_7	k141_18365	5171	5386	-	216	10
2413_1	k141_11421	3	293	+	291	3
2413_2	k141_11421	628	849	+	222	14
2413_3	k141_11421	1027	1374	+	348	26
2414_1	k141_29014	1	693	-	693	16
2414_2	k141_29014	693	1664	-	972	18
2415_1	k141_813	3	452	+	450	5
2415_2	k141_813	468	1580	+	1113	26
2415_3	k141_813	1596	2441	+	846	22
2416_1	k141_21979	3	926	+	924	3
2416_2	k141_21979	919	1524	+	606	7
2417_1	k141_43183	61	1326	+	1266	12
2418_1	k141_814	2	955	+	954	16
2418_2	k141_814	979	1131	+	153	2
2419_1	k141_53660	3	1094	+	1092	4
2419_2	k141_53660	1104	1457	-	354	3
2420_1	k141_60848	2	460	+	459	7
2420_2	k141_60848	607	2751	+	2145	43
2420_3	k141_60848	3055	3279	+	225	5
2420_4	k141_60848	3426	4427	-	1002	14
2420_5	k141_60848	4501	4995	-	495	13
2420_6	k141_60848	5333	5419	+	87	1
2421_1	k141_11425	1	120	+	120	0
2421_2	k141_11425	98	1171	+	1074	35
2422_1	k141_21981	2	85	+	84	0
2422_2	k141_21981	78	251	+	174	3
2422_3	k141_21981	244	1269	+	1026	6
2422_4	k141_21981	1256	1567	+	312	11
2423_1	k141_32520	2	457	+	456	20
2423_2	k141_32520	905	1933	+	1029	66
2423_3	k141_32520	2091	3803	+	1713	107
2423_4	k141_32520	3923	4819	-	897	29
2423_5	k141_32520	4898	4999	+	102	0
2424_1	k141_18373	3	1106	-	1104	13
2424_2	k141_18373	1613	2098	+	486	3
2425_1	k141_60849	2	1315	-	1314	26
2426_1	k141_46362	1	336	+	336	4
2426_2	k141_46362	450	917	+	468	12
2426_3	k141_46362	938	3442	-	2505	81
2426_4	k141_46362	3497	4483	-	987	51
2426_5	k141_46362	4671	5255	+	585	26
2426_6	k141_46362	5255	5827	+	573	22
2426_7	k141_46362	5923	6222	+	300	3
2427_1	k141_818	183	1409	-	1227	108
2428_1	k141_67757	198	797	+	600	38
2428_2	k141_67757	1143	1454	+	312	18
2428_3	k141_67757	1553	1984	+	432	17
2428_4	k141_67757	2005	2289	+	285	11
2428_5	k141_67757	2271	2627	+	357	6
2428_6	k141_67757	2688	3500	+	813	31
2428_7	k141_67757	3532	4707	+	1176	56
2428_8	k141_67757	4771	5448	-	678	22
2428_9	k141_67757	5484	6377	-	894	52
2428_10	k141_67757	6431	6925	+	495	30
2428_11	k141_67757	7132	7365	+	234	17
2428_12	k141_67757	7358	8059	+	702	28
2428_13	k141_67757	8142	8918	+	777	29
2428_14	k141_67757	9372	9473	-	102	7
2428_15	k141_67757	9607	10557	-	951	58
2428_16	k141_67757	10822	10932	+	111	13
2428_17	k141_67757	11195	12169	-	975	40
2428_18	k141_67757	12440	14512	-	2073	101
2428_19	k141_67757	14877	16412	-	1536	84
2428_20	k141_67757	16712	18034	+	1323	35
2428_21	k141_67757	18057	19436	+	1380	36
2428_22	k141_67757	19514	19918	-	405	21
2428_23	k141_67757	20241	22856	+	2616	88
2428_24	k141_67757	23156	24364	+	1209	40
2428_25	k141_67757	24358	25500	+	1143	40
2428_26	k141_67757	25722	27485	-	1764	51
2428_27	k141_67757	27770	28198	-	429	11
2428_28	k141_67757	28379	29812	+	1434	42
2428_29	k141_67757	29817	31235	+	1419	28
2428_30	k141_67757	31426	32301	+	876	20
2428_31	k141_67757	32392	33300	+	909	20
2428_32	k141_67757	33415	34617	+	1203	50
2428_33	k141_67757	34685	34909	+	225	10
2428_34	k141_67757	34984	35505	+	522	26
2428_35	k141_67757	35641	36312	+	672	31
2428_36	k141_67757	36337	37356	+	1020	47
2428_37	k141_67757	37503	38270	+	768	18
2428_38	k141_67757	38263	40263	+	2001	59
2428_39	k141_67757	40382	40903	-	522	27
2428_40	k141_67757	41232	42704	+	1473	82
2428_41	k141_67757	42792	44234	+	1443	45
2428_42	k141_67757	44337	45074	+	738	22
2428_43	k141_67757	45181	46509	+	1329	37
2428_44	k141_67757	46523	47479	+	957	17
2428_45	k141_67757	47476	48114	+	639	3
2428_46	k141_67757	48111	48815	+	705	24
2428_47	k141_67757	48812	49387	+	576	16
2428_48	k141_67757	49401	50195	+	795	23
2428_49	k141_67757	50387	50887	+	501	29
2428_50	k141_67757	51000	51890	-	891	21
2428_51	k141_67757	52148	54007	+	1860	67
2428_52	k141_67757	54228	55928	+	1701	57
2428_53	k141_67757	55990	56382	+	393	14
2428_54	k141_67757	56773	58131	+	1359	49
2428_55	k141_67757	58153	60435	+	2283	46
2428_56	k141_67757	60515	62239	+	1725	67
2428_57	k141_67757	62371	62895	+	525	24
2428_58	k141_67757	62943	65240	+	2298	64
2428_59	k141_67757	65256	65879	+	624	25
2428_60	k141_67757	65872	67350	+	1479	40
2428_61	k141_67757	67347	68027	+	681	15
2428_62	k141_67757	67990	69216	+	1227	40
2428_63	k141_67757	69309	71117	+	1809	61
2428_64	k141_67757	71341	71604	+	264	5
2428_65	k141_67757	71827	73257	+	1431	33
2428_66	k141_67757	73254	73937	+	684	18
2428_67	k141_67757	73934	76321	+	2388	69
2428_68	k141_67757	76333	77583	+	1251	54
2428_69	k141_67757	77859	78326	+	468	8
2428_70	k141_67757	78349	80115	+	1767	74
2428_71	k141_67757	80570	81865	+	1296	62
2428_72	k141_67757	81862	83307	+	1446	52
2428_73	k141_67757	83398	85017	+	1620	52
2428_74	k141_67757	85196	85927	+	732	52
2428_75	k141_67757	86048	86986	+	939	46
2428_76	k141_67757	87241	88920	+	1680	47
2428_77	k141_67757	88917	89039	-	123	0
2428_78	k141_67757	89661	91115	+	1455	63
2429_1	k141_43190	3	875	-	873	4
2429_2	k141_43190	865	1113	-	249	0
2430_1	k141_29023	3	869	-	867	15
2431_1	k141_18374	178	597	-	420	15
2431_2	k141_18374	875	1405	-	531	12
2432_1	k141_819	3	1310	-	1308	13
2433_1	k141_21984	2	448	-	447	1
2433_2	k141_21984	581	928	-	348	10
2433_3	k141_21984	1084	1443	-	360	5
2433_4	k141_21984	1601	1822	+	222	4
2433_5	k141_21984	1833	2459	+	627	3
2433_6	k141_21984	2601	2807	+	207	3
2434_1	k141_53669	116	1330	-	1215	17
2435_1	k141_18375	2	190	+	189	0
2435_2	k141_18375	212	1927	+	1716	14
2436_1	k141_39505	168	1259	+	1092	89
2436_2	k141_39505	1565	2929	-	1365	158
2436_3	k141_39505	3019	3291	-	273	31
2436_4	k141_39505	3308	4102	-	795	84
2436_5	k141_39505	4089	4691	-	603	64
2436_6	k141_39505	4691	7444	-	2754	395
2436_7	k141_39505	7462	7809	-	348	44
2436_8	k141_39505	8023	9978	-	1956	283
2436_9	k141_39505	10296	11360	-	1065	197
2437_1	k141_35993	2	190	-	189	47
2437_2	k141_35993	484	1890	+	1407	132
2437_3	k141_35993	1893	2519	+	627	51
2437_4	k141_35993	2526	3518	+	993	60
2437_5	k141_35993	3512	4414	+	903	95
2437_6	k141_35993	4395	5129	+	735	69
2437_7	k141_35993	5132	5977	+	846	72
2437_8	k141_35993	6438	6707	-	270	28
2437_9	k141_35993	6819	8789	-	1971	186
2437_10	k141_35993	8893	10677	+	1785	134
2437_11	k141_35993	10694	12379	+	1686	150
2437_12	k141_35993	12423	12857	+	435	24
2437_13	k141_35993	12978	13523	+	546	44
2437_14	k141_35993	13541	13663	+	123	17
2437_15	k141_35993	13663	13824	+	162	14
2437_16	k141_35993	13976	14314	+	339	22
2437_17	k141_35993	14324	14836	+	513	40
2437_18	k141_35993	14909	15541	+	633	76
2437_19	k141_35993	15657	16253	-	597	62
2437_20	k141_35993	16545	17408	+	864	91
2437_21	k141_35993	17426	19555	+	2130	198
2437_22	k141_35993	19589	20104	-	516	34
2437_23	k141_35993	20101	20673	-	573	54
2437_24	k141_35993	20961	21908	+	948	64
2437_25	k141_35993	21905	22678	+	774	38
2437_26	k141_35993	22681	23538	+	858	73
2437_27	k141_35993	23527	24453	-	927	78
2437_28	k141_35993	24503	24985	+	483	40
2437_29	k141_35993	24972	26402	+	1431	145
2437_30	k141_35993	26950	27600	+	651	67
2437_31	k141_35993	27663	28055	+	393	22
2437_32	k141_35993	28211	30706	+	2496	225
2437_33	k141_35993	30847	33060	+	2214	223
2437_34	k141_35993	33095	33238	+	144	8
2437_35	k141_35993	33207	34376	-	1170	106
2437_36	k141_35993	34432	35418	-	987	64
2437_37	k141_35993	35422	36546	-	1125	136
2437_38	k141_35993	36794	38179	-	1386	131
2437_39	k141_35993	38486	38773	+	288	33
2437_40	k141_35993	38914	39105	+	192	26
2437_41	k141_35993	39198	39263	+	66	2
2438_1	k141_4175	307	906	-	600	9
2438_2	k141_4175	949	2184	-	1236	6
2439_1	k141_57086	2	343	-	342	3
2439_2	k141_57086	403	801	-	399	7
2439_3	k141_57086	794	2197	-	1404	90
2439_4	k141_57086	2208	3062	-	855	28
2439_5	k141_57086	3062	4585	-	1524	68
2439_6	k141_57086	4595	5128	-	534	8
2439_7	k141_57086	5128	5628	-	501	17
2439_8	k141_57086	5660	5884	-	225	6
2439_9	k141_57086	5951	6619	-	669	27
2439_10	k141_57086	6616	6981	-	366	9
2439_11	k141_57086	6978	7208	-	231	2
2439_12	k141_57086	7174	7800	-	627	20
2439_13	k141_57086	7810	9048	-	1239	57
2439_14	k141_57086	9055	9495	-	441	12
2439_15	k141_57086	9492	10094	-	603	11
2439_16	k141_57086	10431	11066	-	636	19
2439_17	k141_57086	11075	11236	-	162	1
2439_18	k141_57086	11294	11467	-	174	2
2439_19	k141_57086	11478	12557	-	1080	28
2440_1	k141_43193	1	246	-	246	4
2440_2	k141_43193	295	1794	-	1500	24
2440_3	k141_43193	1832	2065	+	234	2
2441_1	k141_7618	263	601	+	339	16
2441_2	k141_7618	628	4509	+	3882	208
2442_1	k141_29026	294	1124	+	831	31
2442_2	k141_29026	1145	1417	+	273	19
2442_3	k141_29026	1731	1871	+	141	10
2442_4	k141_29026	2248	2403	+	156	19
2443_1	k141_25311	3	1118	+	1116	23
2443_2	k141_25311	1133	1591	+	459	13
2443_3	k141_25311	1610	2305	+	696	25
2443_4	k141_25311	2354	3205	+	852	47
2443_5	k141_25311	3343	3489	+	147	3
2443_6	k141_25311	3743	7510	+	3768	124
2443_7	k141_25311	7845	8531	+	687	18
2443_8	k141_25311	8558	9421	+	864	16
2443_9	k141_25311	9433	10104	+	672	3
2444_1	k141_11431	1	1248	-	1248	40
2444_2	k141_11431	1416	1970	-	555	28
2444_3	k141_11431	1987	4287	-	2301	62
2444_4	k141_11431	4482	5252	-	771	26
2445_1	k141_826	3	1238	+	1236	19
2446_1	k141_14708	765	1043	+	279	27
2446_2	k141_14708	1309	1512	+	204	7
2446_3	k141_14708	1623	1766	+	144	7
2446_4	k141_14708	1754	2017	+	264	7
2446_5	k141_14708	2072	2386	+	315	17
2446_6	k141_14708	2510	3370	+	861	53
2446_7	k141_14708	3650	4012	-	363	22
2446_8	k141_14708	4425	5225	+	801	64
2446_9	k141_14708	5206	5721	+	516	22
2446_10	k141_14708	6075	7460	-	1386	41
2446_11	k141_14708	7507	8655	-	1149	79
2446_12	k141_14708	8674	9456	-	783	38
2446_13	k141_14708	9512	11986	-	2475	135
2446_14	k141_14708	12008	12976	-	969	49
2446_15	k141_14708	13202	14314	-	1113	51
2446_16	k141_14708	14419	14634	-	216	8
2446_17	k141_14708	14799	15311	+	513	35
2447_1	k141_35996	3	1085	+	1083	0
2448_1	k141_60856	3	908	-	906	34
2448_2	k141_60856	933	1286	-	354	10
2448_3	k141_60856	1279	1644	-	366	8
2448_4	k141_60856	1644	2837	-	1194	15
2448_5	k141_60856	2794	3789	-	996	27
2448_6	k141_60856	3803	4372	-	570	15
2449_1	k141_64448	1	1287	+	1287	21
2449_2	k141_64448	1294	2961	+	1668	33
2449_3	k141_64448	2978	4171	+	1194	29
2449_4	k141_64448	4192	5193	+	1002	31
2449_5	k141_64448	5205	6335	+	1131	34
2449_6	k141_64448	6352	7506	+	1155	42
2449_7	k141_64448	7550	8932	+	1383	37
2449_8	k141_64448	8989	9456	+	468	13
2449_9	k141_64448	9829	12558	-	2730	119
2450_1	k141_39507	3	608	-	606	79
2450_2	k141_39507	798	2207	-	1410	276
2450_3	k141_39507	2276	3202	-	927	96
2451_1	k141_25315	2	178	+	177	0
2451_2	k141_25315	191	1057	+	867	3
2452_1	k141_64449	1	1005	-	1005	15
2453_1	k141_53677	85	777	-	693	18
2453_2	k141_53677	888	1286	-	399	6
2453_3	k141_53677	1283	1663	-	381	5
2454_1	k141_67762	238	1668	+	1431	95
2454_2	k141_67762	1867	2889	-	1023	69
2454_3	k141_67762	4298	4438	+	141	13
2454_4	k141_67762	4602	4907	+	306	6
2454_5	k141_67762	5022	5510	+	489	20
2454_6	k141_67762	6138	6377	+	240	33
2455_1	k141_14709	3	143	+	141	0
2455_2	k141_14709	206	1081	+	876	41
2455_3	k141_14709	1179	2423	+	1245	57
2455_4	k141_14709	2416	3099	+	684	21
2455_5	k141_14709	2946	3347	-	402	8
2455_6	k141_14709	3642	3746	+	105	14
2456_1	k141_46365	212	1402	-	1191	34
2456_2	k141_46365	1406	1807	-	402	9
2456_3	k141_46365	1970	2812	-	843	22
2456_4	k141_46365	3075	3902	-	828	10
2456_5	k141_46365	4019	4867	-	849	32
2456_6	k141_46365	5496	6683	-	1188	38
2456_7	k141_46365	6705	8018	-	1314	25
2457_1	k141_21993	2	88	+	87	0
2457_2	k141_21993	103	1629	+	1527	34
2457_3	k141_21993	1626	2795	+	1170	36
2457_4	k141_21993	2821	3048	+	228	6
2457_5	k141_21993	3325	3474	+	150	6
2458_1	k141_67766	306	1043	+	738	3
2459_1	k141_827	1	189	-	189	2
2459_2	k141_827	367	942	-	576	20
2459_3	k141_827	946	2286	-	1341	23
2459_4	k141_827	2510	3127	-	618	14
2459_5	k141_827	3131	4303	-	1173	39
2459_6	k141_827	4423	4764	-	342	6
2460_1	k141_60867	2	571	-	570	6
2460_2	k141_60867	568	1155	-	588	2
2461_1	k141_4189	28	465	+	438	4
2461_2	k141_4189	462	2057	+	1596	31
2461_3	k141_4189	2228	3685	-	1458	34
2461_4	k141_4189	3705	3818	-	114	0
2462_1	k141_11434	2	358	+	357	10
2462_2	k141_11434	416	1171	+	756	26
2462_3	k141_11434	1190	3436	-	2247	80
2462_4	k141_11434	3578	5971	-	2394	97
2463_1	k141_36007	3	278	+	276	27
2463_2	k141_36007	288	659	+	372	61
2463_3	k141_36007	936	1100	+	165	34
2463_4	k141_36007	1108	1611	+	504	78
2463_5	k141_36007	1900	2112	+	213	14
2463_6	k141_36007	2117	2545	+	429	57
2463_7	k141_36007	2725	2937	+	213	11
2463_8	k141_36007	2941	3396	+	456	29
2463_9	k141_36007	3396	4136	+	741	85
2464_1	k141_14715	1	330	+	330	5
2464_2	k141_14715	356	610	+	255	2
2464_3	k141_14715	600	1316	+	717	4
2464_4	k141_14715	1313	2248	+	936	20
2465_1	k141_60869	315	809	-	495	67
2465_2	k141_60869	1483	1722	+	240	24
2465_3	k141_60869	1857	2015	+	159	4
2466_1	k141_46368	3	884	-	882	14
2466_2	k141_46368	1151	1483	+	333	1
2466_3	k141_46368	1547	2086	+	540	7
2466_4	k141_46368	2284	2712	-	429	1
2467_1	k141_22003	36	713	-	678	6
2467_2	k141_22003	929	1069	+	141	2
2468_1	k141_7620	95	442	+	348	19
2468_2	k141_7620	457	738	+	282	28
2468_3	k141_7620	997	1779	+	783	56
2468_4	k141_7620	1952	3670	+	1719	143
2468_5	k141_7620	3672	4526	+	855	60
2468_6	k141_7620	5223	5522	+	300	39
2468_7	k141_7620	5546	5956	+	411	56
2468_8	k141_7620	6103	6309	+	207	36
2468_9	k141_7620	6656	6910	+	255	38
2468_10	k141_7620	7235	7660	+	426	33
2468_11	k141_7620	7755	8069	+	315	36
2468_12	k141_7620	8103	8285	+	183	8
2468_13	k141_7620	8398	9909	+	1512	142
2468_14	k141_7620	10232	10456	+	225	18
2468_15	k141_7620	10449	10583	+	135	11
2469_1	k141_828	146	1402	+	1257	19
2469_2	k141_828	1493	2941	+	1449	43
2469_3	k141_828	2997	3800	+	804	22
2469_4	k141_828	3818	4321	+	504	4
2469_5	k141_828	4337	4771	+	435	14
2469_6	k141_828	4913	4984	+	72	0
2470_1	k141_43194	101	685	+	585	27
2470_2	k141_43194	882	1247	-	366	17
2470_3	k141_43194	1319	1672	-	354	14
2470_4	k141_43194	1805	3706	-	1902	54
2470_5	k141_43194	4444	4896	+	453	11
2470_6	k141_43194	5039	5485	+	447	20
2470_7	k141_43194	6033	8273	+	2241	60
2470_8	k141_43194	8775	10013	+	1239	48
2470_9	k141_43194	10510	11859	+	1350	38
2471_1	k141_39510	1	1149	-	1149	18
2471_2	k141_39510	1149	1838	-	690	19
2471_3	k141_39510	1841	2782	-	942	43
2471_4	k141_39510	2796	3245	-	450	18
2471_5	k141_39510	3260	5695	-	2436	91
2471_6	k141_39510	5698	6021	-	324	15
2471_7	k141_39510	6041	6673	-	633	24
2471_8	k141_39510	6636	6902	-	267	6
2471_9	k141_39510	6914	7792	-	879	15
2472_1	k141_60874	1	861	-	861	22
2472_2	k141_60874	864	1067	-	204	0
2473_1	k141_11437	265	2214	+	1950	17
2473_2	k141_11437	2180	2758	+	579	11
2473_3	k141_11437	2805	3074	-	270	0
2474_1	k141_29033	2	280	-	279	9
2474_2	k141_29033	423	1895	+	1473	66
2474_3	k141_29033	1973	3106	+	1134	31
2474_4	k141_29033	3093	3917	+	825	23
2474_5	k141_29033	3907	4581	+	675	21
2474_6	k141_29033	4574	4888	+	315	9
2474_7	k141_29033	4982	5782	+	801	34
2474_8	k141_29033	5850	7136	+	1287	45
2474_9	k141_29033	7147	7782	+	636	27
2474_10	k141_29033	7785	7931	+	147	1
2474_11	k141_29033	8046	8837	+	792	28
2474_12	k141_29033	8850	9491	+	642	27
2474_13	k141_29033	9713	10318	+	606	39
2474_14	k141_29033	10368	10478	+	111	0
2475_1	k141_53680	1	168	-	168	0
2475_2	k141_53680	324	1094	+	771	23
2475_3	k141_53680	1370	2344	+	975	33
2475_4	k141_53680	2406	2636	-	231	5
2475_5	k141_53680	2722	3684	-	963	29
2475_6	k141_53680	3795	5027	-	1233	44
2475_7	k141_53680	5048	5203	-	156	4
2475_8	k141_53680	5313	6299	-	987	60
2475_9	k141_53680	6283	7458	-	1176	47
2475_10	k141_53680	7460	7858	-	399	16
