# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam	RPKM
1496_16	k141_3912	15082	16539	-	1458	45	14.5715
1496_17	k141_3912	16627	17427	-	801	43	25.3446
1496_18	k141_3912	17562	18092	-	531	5	4.44555
1497_1	k141_64123	2	715	+	714	10	6.61229
1497_2	k141_64123	758	967	+	210	11	24.73
1498_1	k141_35747	2	196	-	195	4	9.68446
1498_2	k141_35747	193	1149	-	957	13	6.4133
1498_3	k141_35747	1211	1444	-	234	0	0
1499_1	k141_11111	1	1701	-	1701	34	9.43679
1500_1	k141_53519	2	310	-	309	0	0
1500_2	k141_53519	353	976	-	624	8	6.05278
1500_3	k141_53519	978	1265	-	288	0	0
1501_1	k141_49943	43	1362	+	1320	33	11.8029
1501_2	k141_49943	1650	2270	-	621	20	15.2051
1502_1	k141_14484	386	2944	+	2559	189	34.8692
1502_2	k141_14484	2968	5589	+	2622	166	29.89
1502_3	k141_14484	5649	6281	+	633	19	14.171
1502_4	k141_14484	6320	7564	+	1245	89	33.7497
1502_5	k141_14484	8008	11553	+	3546	272	36.2143
1502_6	k141_14484	11561	13429	+	1869	75	18.9453
1502_7	k141_14484	13441	14565	+	1125	54	22.6616
1502_8	k141_14484	14626	15027	+	402	10	11.7442
1502_9	k141_14484	15049	15723	-	675	39	27.2779
1502_10	k141_14484	15752	16531	-	780	36	21.79
1502_11	k141_14484	16554	18308	-	1755	48	12.9126
1502_12	k141_14484	18340	19710	-	1371	72	24.7939
1503_1	k141_18046	1	1119	+	1119	19	8.01629
1504_1	k141_21599	2	586	-	585	21	16.9478
1504_2	k141_21599	934	2109	+	1176	58	23.2847
1504_3	k141_21599	2090	2926	+	837	12	6.76871
1504_4	k141_21599	2939	3700	+	762	14	8.67407
1504_5	k141_21599	3726	3932	+	207	2	4.56152
1505_1	k141_46172	2	337	+	336	1	1.40511
1505_2	k141_46172	303	539	+	237	21	41.8332
1505_3	k141_46172	901	2592	+	1692	72	20.0901
1505_4	k141_46172	3199	3936	+	738	45	28.7876
1505_5	k141_46172	4117	4392	+	276	5	8.55285
1506_1	k141_32217	182	478	+	297	7	11.1273
1506_2	k141_32217	510	818	+	309	2	3.05577
1506_3	k141_32217	815	1099	+	285	5	8.28276
1506_4	k141_32217	1243	1446	+	204	2	4.6286
1507_1	k141_14485	3	95	+	93	3	15.2296
1507_2	k141_14485	634	1134	+	501	8	7.5388
1508_1	k141_35749	1	276	-	276	2	3.42114
1508_2	k141_35749	319	1287	-	969	16	7.79554
1508_3	k141_35749	1671	1874	-	204	5	11.5715
1509_1	k141_25062	150	248	-	99	20	95.3772
1509_2	k141_25062	574	1269	+	696	45	30.5248
1509_3	k141_25062	1286	1795	+	510	64	59.2461
1509_4	k141_25062	1809	2873	+	1065	94	41.6704
1509_5	k141_25062	3014	3679	+	666	72	51.0397
1510_1	k141_3913	144	953	+	810	101	58.8689
1510_2	k141_3913	937	2583	+	1647	124	35.545
1510_3	k141_3913	2596	2727	+	132	18	64.3796
1511_1	k141_42914	11	829	-	819	7	4.03519
1511_2	k141_42914	829	1719	-	891	13	6.88835
1511_3	k141_42914	1712	1855	-	144	0	0
1511_4	k141_42914	2186	2860	+	675	25	17.4858
1511_5	k141_42914	2857	3519	+	663	3	2.13628
1512_1	k141_64127	3	1751	-	1749	28	7.55819
1513_1	k141_32218	3	1259	-	1257	191	71.7378
1513_2	k141_32218	1302	1586	-	285	33	54.6662
1513_3	k141_32218	1643	1708	-	66	0	0
1514_1	k141_21604	1	948	+	948	9	4.48213
1514_2	k141_21604	1223	1894	+	672	17	11.9434
1515_1	k141_49946	1	594	-	594	52	41.3301
1515_2	k141_49946	620	1414	-	795	100	59.3858
1515_3	k141_49946	1492	2532	-	1041	168	76.1918
1515_4	k141_49946	2651	3361	-	711	78	51.7935
1516_1	k141_46175	83	1264	+	1182	24	9.58614
1516_2	k141_46175	1360	1608	-	249	8	15.1684
1516_3	k141_46175	1716	2702	+	987	14	6.6967
1517_1	k141_67635	5	1027	-	1023	149	68.7639
1517_2	k141_67635	1057	1329	-	273	47	81.2803
1517_3	k141_67635	1564	3237	-	1674	188	53.0215
1517_4	k141_67635	3266	3430	-	165	16	45.7811
1517_5	k141_67635	3420	3794	-	375	50	62.949
1517_6	k141_67635	3922	4956	-	1035	114	52.0013
1517_7	k141_67635	4981	5385	-	405	42	48.9603
1517_8	k141_67635	5457	5999	-	543	94	81.7293
1517_9	k141_67635	6504	7340	+	837	102	57.534
1517_10	k141_67635	7383	7871	+	489	81	78.2035
1517_11	k141_67635	7942	8445	-	504	74	69.3188
1517_12	k141_67635	8592	8879	-	288	52	85.2434
1517_13	k141_67635	8904	9203	-	300	49	77.1125
1517_14	k141_67635	9590	11095	-	1506	202	63.3252
1517_15	k141_67635	11187	12527	-	1341	155	54.5699
1517_16	k141_67635	13056	14654	-	1599	142	41.9266
1517_17	k141_67635	14700	15068	-	369	9	11.5151
1518_1	k141_3914	1	705	+	705	21	14.0631
1518_2	k141_3914	1054	3033	+	1980	36	8.58395
1519_1	k141_46177	1	180	-	180	6	15.7372
1519_2	k141_46177	328	1092	-	765	15	9.2572
1520_1	k141_35755	2	217	+	216	0	0
1520_2	k141_35755	401	2041	-	1641	420	120.834
1520_3	k141_35755	2109	2264	-	156	45	136.188
1520_4	k141_35755	2315	2677	-	363	113	146.968
1520_5	k141_35755	2670	3053	-	384	113	138.93
1521_1	k141_64129	584	1213	+	630	79	59.202
1521_2	k141_64129	1373	1471	+	99	18	85.8395
1521_3	k141_64129	1468	3498	-	2031	328	76.2454
1522_1	k141_42924	121	510	+	390	2	2.42111
1522_2	k141_42924	673	1434	-	762	22	13.6307
1523_1	k141_28705	3	869	-	867	73	39.7515
1523_2	k141_28705	1045	1299	-	255	7	12.9601
1523_3	k141_28705	1417	2046	-	630	31	23.2312
1523_4	k141_28705	2119	3879	-	1761	46	12.3324
1523_5	k141_28705	3949	5778	-	1830	73	18.8331
1523_6	k141_28705	6072	6734	-	663	21	14.9539
1523_7	k141_28705	6754	7497	-	744	40	25.3826
1523_8	k141_28705	7482	8489	-	1008	51	23.8869
1523_9	k141_28705	8665	9468	-	804	27	15.8547
1523_10	k141_28705	9657	10658	-	1002	26	12.2505
1523_11	k141_28705	10864	12153	-	1290	37	13.5413
1524_1	k141_35757	1	1068	+	1068	29	12.8197
1525_1	k141_514	3	218	+	216	0	0
1525_2	k141_514	208	627	+	420	4	4.49635
1525_3	k141_514	654	2951	+	2298	66	13.5595
1525_4	k141_514	2960	3619	+	660	22	15.7372
1525_5	k141_514	3689	5053	+	1365	36	12.4514
1525_6	k141_514	5068	5691	+	624	13	9.83578
1525_7	k141_514	5688	6932	+	1245	48	18.2021
1525_8	k141_514	7018	7536	+	519	8	7.27734
1525_9	k141_514	7613	8194	+	582	5	4.05599
1526_1	k141_42925	3	380	-	378	2	2.49797
1526_2	k141_42925	563	1327	+	765	7	4.32003
1527_1	k141_46179	2	2362	+	2361	67	13.3977
1528_1	k141_18056	2	592	+	591	5	3.99422
1528_2	k141_18056	612	1895	-	1284	14	5.1477
1528_3	k141_18056	1892	2206	-	315	8	11.9903
1528_4	k141_18056	2309	3442	-	1134	16	6.66127
1528_5	k141_18056	3429	4382	-	954	12	5.93858
1528_6	k141_18056	4382	5419	-	1038	7	3.18383
1529_1	k141_49961	1	474	+	474	5	4.98014
1529_2	k141_49961	471	944	+	474	13	12.9484
1530_1	k141_14490	2	1105	+	1104	21	8.98049
1530_2	k141_14490	1109	2821	+	1713	32	8.81947
1530_3	k141_14490	2796	4406	+	1611	50	14.6529
1530_4	k141_14490	4403	4741	+	339	8	11.1414
1530_5	k141_14490	4863	6182	+	1320	39	13.9489
1530_6	k141_14490	6257	6883	-	627	19	14.3066
1530_7	k141_14490	7135	8070	+	936	33	16.6452
1530_8	k141_14490	8083	8226	+	144	0	0
1531_1	k141_42930	2	601	-	600	5	3.93431
1531_2	k141_42930	598	1200	-	603	16	12.5272
1532_1	k141_53522	748	1302	-	555	44	37.4291
1532_2	k141_53522	1356	1817	-	462	47	48.0292
1532_3	k141_53522	1808	2194	-	387	26	31.7185
1532_4	k141_53522	2318	4801	-	2484	239	45.4251
1532_5	k141_53522	4816	6738	-	1923	196	48.1201
1532_6	k141_53522	6748	7833	-	1086	88	38.2563
1532_7	k141_53522	7846	8052	-	207	8	18.2461
1532_8	k141_53522	8067	9170	-	1104	81	34.639
1532_9	k141_53522	9453	10796	-	1344	142	49.8814
1533_1	k141_46189	2	91	-	90	9	47.2117
1533_2	k141_46189	342	581	-	240	53	104.259
1533_3	k141_46189	594	806	-	213	14	31.0312
1533_4	k141_46189	821	1108	-	288	48	78.6862
1534_1	k141_21619	2	289	-	288	1	1.6393
1534_2	k141_21619	411	1616	-	1206	7	2.74032
1534_3	k141_21619	1742	2086	-	345	7	9.57919
1534_4	k141_21619	2104	2706	-	603	21	16.4419
1534_5	k141_21619	2922	3389	-	468	8	8.07038
1534_6	k141_21619	3593	3766	+	174	0	0
1535_1	k141_49962	797	1063	+	267	29	51.2787
1535_2	k141_49962	1213	1557	+	345	31	42.4221
1535_3	k141_49962	1697	2422	-	726	51	33.1653
1536_1	k141_3915	1	330	+	330	4	5.72263
1536_2	k141_3915	525	2141	+	1617	71	20.7299
1536_3	k141_3915	2543	4831	+	2289	80	16.5004
1536_4	k141_3915	5187	6920	+	1734	37	10.074
1536_5	k141_3915	6933	7442	+	510	18	16.663
1537_1	k141_18057	1	237	+	237	2	3.98411
1537_2	k141_18057	359	1060	+	702	26	17.4858
1537_3	k141_18057	1079	2089	+	1011	59	27.5518
1537_4	k141_18057	2466	3035	+	570	12	9.93931
1537_5	k141_18057	3755	4393	+	639	4	2.95535
1538_1	k141_3916	2	361	+	360	1	1.31144
1538_2	k141_3916	364	933	+	570	11	9.11103
1539_1	k141_28706	2	427	+	426	8	8.86605
1539_2	k141_28706	489	1772	-	1284	62	22.7969
1539_3	k141_28706	2338	2721	+	384	32	39.3431
1539_4	k141_28706	2758	4011	+	1254	38	14.3066
1539_5	k141_28706	4130	5386	+	1257	53	19.9063
1539_6	k141_28706	5956	6651	+	696	24	16.2799
1540_1	k141_49964	59	517	-	459	7	7.20004
1540_2	k141_49964	758	898	-	141	19	63.6186
1540_3	k141_49964	950	1174	-	225	11	23.0813
1541_1	k141_14496	14	817	-	804	97	56.9594
1541_2	k141_14496	926	1291	-	366	34	43.8579
1541_3	k141_14496	1412	1900	-	489	74	71.4451
1541_4	k141_14496	1978	2160	-	183	27	69.6566
1541_5	k141_14496	2363	3058	-	696	83	56.3013
1542_1	k141_28708	1	1224	+	1224	47	18.1287
1543_1	k141_14498	49	1461	-	1413	89	29.737
1544_1	k141_32243	1	936	+	936	165	83.2258
1544_2	k141_32243	1236	2624	+	1389	264	89.7329
1544_3	k141_32243	2651	2881	+	231	20	40.876
1544_4	k141_32243	2985	4529	+	1545	267	81.5892
1544_5	k141_32243	4539	5117	-	579	84	68.4937
1544_6	k141_32243	5359	5637	+	279	21	35.5357
1544_7	k141_32243	5624	6754	+	1131	116	48.4223
1544_8	k141_32243	6797	7084	+	288	21	34.4252
1545_1	k141_7389	2	3073	+	3072	94	14.4463
1545_2	k141_7389	3235	5256	+	2022	95	22.1816
1545_3	k141_7389	5365	6552	+	1188	32	12.717
1545_4	k141_7389	6640	7674	+	1035	15	6.84228
1545_5	k141_7389	7712	8482	+	771	25	15.3086
1545_6	k141_7389	8492	9277	+	786	9	5.40592
1545_7	k141_7389	9301	9870	+	570	17	14.0807
1545_8	k141_7389	9943	10740	+	798	25	14.7906
1545_9	k141_7389	10868	12076	+	1209	61	23.8206
1545_10	k141_7389	12218	13654	+	1437	37	12.1561
1545_11	k141_7389	13668	14429	+	762	16	9.91322
1545_12	k141_7389	14453	14833	+	381	8	9.91322
1545_13	k141_7389	14849	15997	+	1149	39	16.0249
1545_14	k141_7389	16034	17446	+	1413	39	13.0308
1545_15	k141_7389	17550	18779	+	1230	36	13.8181
1545_16	k141_7389	18805	19470	+	666	2	1.41777
1545_17	k141_7389	19467	20333	+	867	17	9.2572
1545_18	k141_7389	20314	21390	+	1077	88	38.576
1546_1	k141_25063	38	3250	+	3213	89	13.0776
1546_2	k141_25063	3270	3896	-	627	13	9.78871
1546_3	k141_25063	3989	4876	+	888	37	19.6716
1546_4	k141_25063	5110	5301	+	192	7	17.2126
1546_5	k141_25063	5294	5806	+	513	22	20.2467
1546_6	k141_25063	5808	6989	+	1182	39	15.5775
1546_7	k141_25063	7095	7355	+	261	2	3.61776
1546_8	k141_25063	7374	8432	+	1059	32	14.2661
1546_9	k141_25063	8429	9121	-	693	26	17.7129
1546_10	k141_25063	9124	9567	-	444	3	3.18998
1546_11	k141_25063	9679	10773	+	1095	61	26.3006
1546_12	k141_25063	10860	12326	+	1467	68	21.8841
1546_13	k141_25063	12365	13723	-	1359	38	13.2012
1546_14	k141_25063	13733	14302	-	570	19	15.7372
1546_15	k141_25063	14529	16040	+	1512	79	24.6675
1546_16	k141_25063	16120	16764	+	645	10	7.31965
1547_1	k141_21630	1	2091	-	2091	167	37.7062
1548_1	k141_35771	262	1329	+	1068	55	24.3132
1548_2	k141_35771	1375	1617	+	243	7	13.6001
1548_3	k141_35771	1686	3587	+	1902	50	12.4111
1548_4	k141_35771	3571	4524	+	954	14	6.92835
1548_5	k141_35771	5179	6204	+	1026	25	11.5038
1549_1	k141_14501	2	64	-	63	0	0
1549_2	k141_14501	79	1491	-	1413	97	32.41
1550_1	k141_53526	51	599	-	549	9	7.73963
1550_2	k141_53526	553	1146	-	594	29	23.0495
1550_3	k141_53526	1366	3762	-	2397	106	20.8779
1550_4	k141_53526	4051	5874	-	1824	31	8.02392
1550_5	k141_53526	5876	6235	-	360	9	11.8029
1551_1	k141_11128	207	428	+	222	39	82.9395
1551_2	k141_11128	634	1197	-	564	46	38.506
1551_3	k141_11128	1655	2623	+	969	133	64.8004
1551_4	k141_11128	2685	3098	-	414	47	53.5978
1551_5	k141_11128	3434	4870	-	1437	173	56.8381
1551_6	k141_11128	4871	5113	-	243	20	38.8574
1551_7	k141_11128	5578	5949	+	372	30	38.074
1551_8	k141_11128	5996	6613	-	618	65	49.6563
1551_9	k141_11128	7136	7366	-	231	16	32.7008
1551_10	k141_11128	7335	7580	-	246	23	44.141
1551_11	k141_11128	7777	8976	-	1200	112	44.0643
1551_12	k141_11128	9078	9191	-	114	3	12.4241
1551_13	k141_11128	9262	10128	-	867	58	31.5834
1551_14	k141_11128	10260	10493	-	234	15	30.2639
1551_15	k141_11128	10551	12020	-	1470	123	39.5037
1551_16	k141_11128	12128	12475	-	348	37	50.1964
1551_17	k141_11128	12492	12908	-	417	124	140.39
1551_18	k141_11128	13015	14439	+	1425	437	144.783
1551_19	k141_11128	14513	14638	+	126	24	89.9271
1552_1	k141_32246	2	370	+	369	0	0
1552_2	k141_32246	367	933	+	567	5	4.16329
1552_3	k141_32246	945	1094	+	150	1	3.14745
1553_1	k141_28715	1	522	-	522	2	1.80888
1553_2	k141_28715	519	1172	-	654	10	7.21892
1553_3	k141_28715	1176	1649	-	474	0	0
1554_1	k141_3924	82	1341	+	1260	58	21.7324
1554_2	k141_3924	1430	3226	+	1797	85	22.3316
1554_3	k141_3924	3236	4276	+	1041	27	12.2451
1555_1	k141_18058	2	1381	+	1380	12	4.10537
1555_2	k141_18058	1397	3550	+	2154	31	6.79463
1555_3	k141_18058	3551	4870	+	1320	39	13.9489
1555_4	k141_18058	4864	4998	+	135	4	13.9887
1555_5	k141_18058	5044	6450	+	1407	32	10.7376
1555_6	k141_18058	6873	7040	+	168	4	11.2409
1556_1	k141_14503	2	304	-	303	27	42.0699
1557_1	k141_32247	2	1048	-	1047	0	0
1558_1	k141_25067	3	146	-	144	0	0
1558_2	k141_25067	143	1087	-	945	47	23.481
1558_3	k141_25067	1150	1452	+	303	10	15.5814
1558_4	k141_25067	1465	1710	-	246	13	24.9493
1559_1	k141_7398	3	1010	+	1008	14	6.55718
1560_1	k141_21637	2	1090	-	1089	26	11.2719
1560_2	k141_21637	1457	1555	-	99	4	19.0754
1561_1	k141_49966	2	238	-	237	19	37.8491
1561_2	k141_49966	333	1475	-	1143	185	76.4144
1561_3	k141_49966	1770	3209	+	1440	177	58.0311
1561_4	k141_49966	3209	4474	+	1266	136	50.7172
1561_5	k141_49966	4477	4827	+	351	21	28.2463
1561_6	k141_49966	4872	5915	+	1044	107	48.3875
1561_7	k141_49966	6112	7587	+	1476	206	65.8917
1562_1	k141_32249	3	1337	+	1335	7	2.47552
1563_1	k141_60612	2	2572	+	2571	199	36.5427
1563_2	k141_60612	2631	4475	+	1845	103	26.3567
1563_3	k141_60612	4622	6763	+	2142	119	26.2287
1563_4	k141_60612	7033	7497	+	465	19	19.2908
1563_5	k141_60612	7481	8830	+	1350	68	23.7807
1563_6	k141_60612	8994	9431	+	438	15	16.1684
1563_7	k141_60612	9522	10163	-	642	30	22.0616
1563_8	k141_60612	10209	11084	-	876	50	26.9473
1563_9	k141_60612	11252	12202	+	951	62	30.7795
1563_10	k141_60612	12479	14797	+	2319	156	31.7595
1563_11	k141_60612	15007	15129	+	123	9	34.5452
1563_12	k141_60612	15134	15700	-	567	51	42.4656
1563_13	k141_60612	15755	15997	-	243	17	33.0288
1563_14	k141_60612	16254	18917	+	2664	147	26.0515
1563_15	k141_60612	19124	19387	+	264	18	32.1898
1563_16	k141_60612	19399	19842	+	444	30	31.8998
1563_17	k141_60612	19858	20118	+	261	11	19.8977
1563_18	k141_60612	20204	21961	+	1758	77	20.6786
1563_19	k141_60612	21967	22302	+	336	2	2.81022
1563_20	k141_60612	22329	22742	+	414	10	11.4038
1563_21	k141_60612	22773	23426	+	654	35	25.2662
1563_22	k141_60612	23498	24727	+	1230	61	23.4139
1564_1	k141_53533	3	593	+	591	4	3.19538
1564_2	k141_53533	607	1833	+	1227	9	3.46296
1565_1	k141_516	571	1104	-	534	87	76.918
1565_2	k141_516	1130	1654	-	525	59	53.057
1565_3	k141_516	1614	2639	-	1026	87	40.0333
1565_4	k141_516	2721	3374	-	654	56	40.4259
1565_5	k141_516	3371	5317	-	1947	244	59.1662
1565_6	k141_516	5420	6232	-	813	94	54.5867
1565_7	k141_516	6432	7883	-	1452	131	42.5946
1565_8	k141_516	8053	8979	+	927	93	47.3645
1565_9	k141_516	9088	9720	-	633	77	57.4297
1565_10	k141_516	9779	10273	-	495	43	41.0122
1565_11	k141_516	10400	10969	-	570	68	56.3228
1565_12	k141_516	10948	11343	-	396	31	36.9587
1565_13	k141_516	11633	11953	+	321	36	52.9477
1565_14	k141_516	12208	12759	-	552	93	79.5415
1565_15	k141_516	13190	13990	-	801	136	80.1597
1565_16	k141_516	14182	14634	-	453	91	94.8403
1566_1	k141_64137	112	1590	+	1479	68	21.7065
1566_2	k141_64137	1556	2350	+	795	36	21.3789
1566_3	k141_64137	2727	2852	+	126	5	18.7348
1566_4	k141_64137	2954	3256	+	303	12	18.6977
1566_5	k141_64137	3216	3572	+	357	22	29.0941
1566_6	k141_64137	3671	4831	+	1161	47	19.1124
1566_7	k141_64137	4831	5802	+	972	37	17.9715
1566_8	k141_64137	5808	6605	+	798	36	21.2985
1566_9	k141_64137	6705	7307	+	603	50	39.1474
1566_10	k141_64137	7491	7739	+	249	19	36.025
1566_11	k141_64137	7758	8567	+	810	43	25.063
1566_12	k141_64137	8649	8975	+	327	24	34.6508
1566_13	k141_64137	8998	9480	+	483	28	27.3691
1566_14	k141_64137	9489	9797	+	309	22	33.6135
1566_15	k141_64137	9798	11072	+	1275	81	29.9933
1566_16	k141_64137	11087	11887	+	801	34	20.0399
1566_17	k141_64137	11894	12844	+	951	31	15.3897
1566_18	k141_64137	12896	13237	+	342	13	17.946
1566_19	k141_64137	13256	13534	+	279	14	23.6905
1566_20	k141_64137	13567	14478	+	912	33	17.0832
1566_21	k141_64137	14551	15303	+	753	62	38.8729
1567_1	k141_18064	3	650	+	648	12	8.74291
1567_2	k141_18064	823	1866	+	1044	37	16.7321
1567_3	k141_18064	1850	2098	+	249	1	1.89605
1568_1	k141_11134	2	199	+	198	1	2.38443
1568_2	k141_11134	192	503	+	312	38	57.5015
1568_3	k141_11134	610	879	+	270	16	27.9773
1568_4	k141_11134	872	1150	+	279	17	28.767
1568_5	k141_11134	1165	1707	+	543	31	26.9533
1568_6	k141_11134	1737	1883	+	147	2	6.42336
1568_7	k141_11134	1934	2734	-	801	43	25.3446
1569_1	k141_25075	160	1248	-	1089	1	0.433533
1570_1	k141_3931	3	197	+	195	2	4.84223
1570_2	k141_3931	345	1022	+	678	8	5.5707
1570_3	k141_3931	1085	1378	+	294	5	8.0292
1571_1	k141_35776	34	600	+	567	22	18.3185
1571_2	k141_35776	657	2018	-	1362	24	8.31925
1571_3	k141_35776	2115	2477	-	363	11	14.3066
1571_4	k141_35776	2744	3616	+	873	29	15.6832
1571_5	k141_35776	3580	5466	+	1887	45	11.2588
1572_1	k141_7407	3	1418	+	1416	13	4.33441
1573_1	k141_28731	1	249	-	249	3	5.68816
1573_2	k141_28731	675	1394	-	720	14	9.18006
1574_1	k141_25076	1	1776	+	1776	56	14.8866
1574_2	k141_25076	1863	2027	-	165	0	0
1574_3	k141_25076	2108	2287	-	180	1	2.62287
1575_1	k141_49974	7	219	-	213	9	19.9486
1575_2	k141_49974	355	753	+	399	22	26.0315
1575_3	k141_49974	818	1018	+	201	5	11.7442
1575_4	k141_49974	978	1568	-	591	17	13.5804
1575_5	k141_49974	1750	1911	-	162	5	14.5715
1576_1	k141_25078	2	1057	-	1056	10	4.47081
1577_1	k141_39298	2	760	+	759	87	54.1162
1577_2	k141_39298	949	1152	+	204	42	97.2006
1577_3	k141_39298	1227	2195	+	969	135	65.7748
1577_4	k141_39298	2192	3157	+	966	114	55.7157
1577_5	k141_39298	3150	4226	+	1077	141	61.8092
1577_6	k141_39298	4307	5224	+	918	94	48.3432
1577_7	k141_39298	5356	6702	+	1347	210	73.604
1577_8	k141_39298	6723	7772	+	1050	144	64.7475
1577_9	k141_39298	7797	9032	+	1236	165	63.0254
1577_10	k141_39298	9249	11627	+	2379	308	61.1232
1577_11	k141_39298	11662	12090	+	429	63	69.3319
1577_12	k141_39298	12256	12690	+	435	41	44.4984
1577_13	k141_39298	12782	13711	+	930	122	61.9337
1577_14	k141_39298	13894	14976	+	1083	182	79.3401
1577_15	k141_39298	15249	16562	+	1314	256	91.9802
1577_16	k141_39298	16788	17642	+	855	146	80.6188
1577_17	k141_39298	17587	17751	+	165	11	31.4745
1577_18	k141_39298	17697	18119	+	423	74	82.5926
1577_19	k141_39298	18267	19271	+	1005	126	59.1908
1577_20	k141_39298	19404	20129	+	726	132	85.8395
1577_21	k141_39298	20119	20436	+	318	32	47.5087
1577_22	k141_39298	20564	21415	-	852	114	63.1706
1577_23	k141_39298	21749	22537	+	789	101	60.4358
1577_24	k141_39298	22608	23315	+	708	82	54.6802
1577_25	k141_39298	23305	24045	+	741	72	45.8737
1577_26	k141_39298	24047	24997	+	951	171	84.8917
1577_27	k141_39298	25076	25501	-	426	49	54.3046
1577_28	k141_39298	25610	26617	-	1008	206	96.4843
1577_29	k141_39298	26906	27895	+	990	147	70.1023
1577_30	k141_39298	28016	30151	+	2136	320	70.7292
1578_1	k141_64146	1	1473	-	1473	27	8.65388
1578_2	k141_64146	1526	1807	-	282	4	6.6967
1579_1	k141_14513	3	143	-	141	0	0
1579_2	k141_14513	136	612	-	477	4	3.95905
1579_3	k141_14513	593	997	-	405	5	5.82861
1579_4	k141_14513	1091	1753	-	663	22	15.666
1579_5	k141_14513	1935	2279	+	345	1	1.36846
1579_6	k141_14513	2281	3630	+	1350	43	15.0378
1579_7	k141_14513	3753	3998	+	246	13	24.9493
1579_8	k141_14513	4023	4253	+	231	5	10.219
1579_9	k141_14513	4405	4911	+	507	9	8.38078
1579_10	k141_14513	4926	5669	+	744	12	7.61479
1580_1	k141_53537	2	226	-	225	3	6.2949
1580_2	k141_53537	257	1840	-	1584	16	4.76886
1580_3	k141_53537	1818	2375	-	558	3	2.53826
1580_4	k141_53537	2670	5135	-	2466	32	6.12642
1580_5	k141_53537	5188	5319	-	132	1	3.57665
1581_1	k141_532	2	325	+	324	0	0
1581_2	k141_532	700	1074	+	375	0	0
1582_1	k141_49979	1	696	-	696	5	3.39165
1582_2	k141_49979	938	1231	-	294	3	4.81752
1583_1	k141_39300	1	357	+	357	0	0
1583_2	k141_39300	363	974	+	612	10	7.71433
1584_1	k141_32252	3	416	+	414	97	110.617
1584_2	k141_32252	680	994	+	315	25	37.4696
1584_3	k141_32252	1129	1386	-	258	11	20.129
1584_4	k141_32252	1600	1836	-	237	10	19.9206
1584_5	k141_32252	1955	2356	+	402	19	22.314
1584_6	k141_32252	2416	2733	+	318	29	43.0547
1584_7	k141_32252	2845	3753	+	909	40	20.7752
1584_8	k141_32252	3750	4025	+	276	18	30.7903
1584_9	k141_32252	4181	4741	+	561	26	21.8807
1584_10	k141_32252	4734	6110	+	1377	85	29.143
1584_11	k141_32252	6117	6317	+	201	1	2.34884
1585_1	k141_7414	2	790	-	789	6	3.59025
1585_2	k141_7414	791	1129	-	339	0	0
1586_1	k141_18081	1	828	+	828	14	7.98266
1586_2	k141_18081	875	1462	+	588	18	14.4526
1587_1	k141_14514	1	1098	+	1098	28	12.0394
1587_2	k141_14514	1441	1827	+	387	8	9.75953
1588_1	k141_25082	1	1056	-	1056	4	1.78832
1588_2	k141_25082	1053	1499	-	447	1	1.05619
1589_1	k141_35781	2	859	+	858	15	8.2538
1589_2	k141_35781	856	2514	+	1659	30	8.53738
1589_3	k141_35781	2602	3633	+	1032	7	3.20235
1590_1	k141_534	1	1131	-	1131	10	4.17433
1591_1	k141_64151	2	190	-	189	3	7.49392
1591_2	k141_64151	467	1069	-	603	15	11.7442
1592_1	k141_7417	2	997	+	996	11	5.21415
1593_1	k141_3932	1	84	+	84	0	0
1593_2	k141_3932	372	1820	+	1449	76	24.7625
1593_3	k141_3932	1807	2973	+	1167	69	27.9144
1593_4	k141_3932	2997	4175	+	1179	37	14.8162
1593_5	k141_3932	4172	5278	+	1107	22	9.38264
1593_6	k141_3932	5278	6327	+	1050	36	16.1869
1593_7	k141_3932	6320	7294	+	975	6	2.90534
1594_1	k141_535	2	121	+	120	4	15.7372
1594_2	k141_535	142	1125	+	984	6	2.87876
1595_1	k141_67651	1	78	-	78	6	36.3167
1595_2	k141_67651	687	2123	+	1437	40	13.1417
1595_3	k141_67651	2150	3508	+	1359	54	18.7596
1595_4	k141_67651	3621	4238	-	618	28	21.3904
1595_5	k141_67651	4996	6855	+	1860	77	19.5446
1595_6	k141_67651	6930	8399	-	1470	105	33.7227
1595_7	k141_67651	8954	9814	+	861	52	28.5135
1595_8	k141_67651	10038	10640	-	603	27	21.1396
1595_9	k141_67651	10665	12278	-	1614	73	21.3535
1595_10	k141_67651	12472	13944	+	1473	80	25.6411
1595_11	k141_67651	14306	14434	-	129	16	58.5572
1595_12	k141_67651	14622	15866	+	1245	54	20.4774
1595_13	k141_67651	15916	16497	+	582	10	8.11198
1595_14	k141_67651	16527	17927	+	1401	67	22.5781
1595_15	k141_67651	17979	19715	+	1737	86	23.3748
1595_16	k141_67651	19751	21019	+	1269	89	33.1115
1595_17	k141_67651	21052	21615	+	564	30	25.1126
