# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_10_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_10/A19_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_10/A19_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_10/A19_2.bam	RPKG
1822_1	k141_105541	1	531	+	531	2	0.00218663
1822_2	k141_105541	628	1026	+	399	2	0.00291002
1823_1	k141_124651	3	263	-	261	19	0.0422622
1823_2	k141_124651	336	575	-	240	1	0.00241896
1823_3	k141_124651	1238	1912	-	675	11	0.00946081
1823_4	k141_124651	1971	3332	-	1362	35	0.0149187
1823_5	k141_124651	3365	4060	-	696	10	0.00834123
1823_6	k141_124651	4124	4741	-	618	13	0.0122122
1823_7	k141_124651	5208	5915	+	708	28	0.0229596
1823_8	k141_124651	5861	6037	-	177	0	0
1823_9	k141_124651	6075	6182	-	108	0	0
1823_10	k141_124651	6187	6357	-	171	4	0.0135801
1823_11	k141_124651	6480	10244	-	3765	148	0.0228211
1823_12	k141_124651	10554	11432	+	879	48	0.0317024
1823_13	k141_124651	11509	12339	-	831	55	0.0384239
1823_14	k141_124651	12567	12914	-	348	13	0.0216872
1823_15	k141_124651	13045	13272	-	228	6	0.0152776
1823_16	k141_124651	13625	14197	+	573	21	0.0212767
1823_17	k141_124651	14244	15776	-	1533	36	0.0136333
1823_18	k141_124651	15802	16443	-	642	21	0.0189899
1823_19	k141_124651	16446	17168	-	723	27	0.0216803
1823_20	k141_124651	17168	18502	-	1335	46	0.020004
1823_21	k141_124651	18645	19532	-	888	29	0.0189594
1823_22	k141_124651	19817	20353	-	537	34	0.0367573
1823_23	k141_124651	20492	21451	-	960	43	0.0260038
1823_24	k141_124651	21598	22191	-	594	18	0.0175924
1823_25	k141_124651	22223	22618	-	396	11	0.0161264
1823_26	k141_124651	22781	23149	-	369	17	0.0267462
1823_27	k141_124651	24077	24295	-	219	11	0.02916
1823_28	k141_124651	24321	25076	-	756	53	0.0406999
1823_29	k141_124651	25109	25753	-	645	30	0.0270023
1823_30	k141_124651	25823	27139	-	1317	35	0.0154284
1823_31	k141_124651	27139	27579	-	441	16	0.021063
1823_32	k141_124651	27723	27905	-	183	3	0.00951721
1823_33	k141_124651	27921	28430	-	510	20	0.0227667
1823_34	k141_124651	28449	28817	-	369	8	0.0125864
1823_35	k141_124651	28835	29374	-	540	11	0.011826
1823_36	k141_124651	29463	29864	-	402	9	0.0129974
1823_37	k141_124651	30008	30193	-	186	19	0.0593035
1823_38	k141_124651	30209	30748	-	540	19	0.0204267
1823_39	k141_124651	30770	31081	-	312	13	0.0241896
1823_40	k141_124651	31093	31461	-	369	18	0.0283195
1823_41	k141_124651	31475	31729	-	255	3	0.00683
1823_42	k141_124651	31745	31954	-	210	6	0.0165871
1823_43	k141_124651	31944	32381	-	438	9	0.0119291
1823_44	k141_124651	32381	33037	-	657	24	0.0212073
1823_45	k141_124651	33049	33438	-	390	23	0.0342375
1823_46	k141_124651	33527	33808	-	282	6	0.0123521
1823_47	k141_124651	33824	34669	-	846	46	0.0315665
1823_48	k141_124651	34864	35163	-	300	14	0.0270923
1823_49	k141_124651	35163	35783	-	621	17	0.0158927
1823_50	k141_124651	35805	36437	-	633	26	0.0238456
1823_51	k141_124651	36534	36851	-	318	15	0.0273844
1823_52	k141_124651	37415	38560	-	1146	30	0.0151976
1823_53	k141_124651	38884	39138	-	255	11	0.0250433
1823_54	k141_124651	39135	40145	-	1011	53	0.0304344
1823_55	k141_124651	40105	40992	-	888	33	0.0215745
1823_56	k141_124651	41085	41996	-	912	20	0.0127314
1823_57	k141_124651	42198	42458	-	261	3	0.00667299
1824_1	k141_19624	197	1162	+	966	12	0.0072118
1824_2	k141_19624	1473	2744	+	1272	19	0.00867173
1824_3	k141_19624	2882	4393	+	1512	9	0.00345565
1824_4	k141_19624	4435	6042	+	1608	32	0.0115532
1824_5	k141_19624	6565	8262	+	1698	51	0.017437
1824_6	k141_19624	8240	9820	+	1581	27	0.00991451
1824_7	k141_19624	9817	11262	+	1446	30	0.0120446
1824_8	k141_19624	11820	12239	-	420	10	0.0138226
1824_9	k141_19624	12396	13052	-	657	21	0.0185564
1824_10	k141_19624	13206	14369	-	1164	128	0.0638405
1825_1	k141_57708	309	2975	-	2667	227	0.0494131
1825_2	k141_57708	3317	4768	+	1452	115	0.0459802
1825_3	k141_57708	4954	5769	-	816	57	0.0405531
1825_4	k141_57708	6064	6276	+	213	5	0.0136279
1825_5	k141_57708	6761	7216	+	456	18	0.0229164
1825_6	k141_57708	7364	8113	-	750	36	0.0278664
1825_7	k141_57708	8114	8440	-	327	16	0.0284061
1825_8	k141_57708	8588	9028	-	441	39	0.0513411
1825_9	k141_57708	9109	10506	-	1398	103	0.042773
1825_10	k141_57708	10660	11931	+	1272	106	0.0483791
1825_11	k141_57708	11990	12778	+	789	90	0.0662224
1825_12	k141_57708	13252	14226	+	975	42	0.0250083
1825_13	k141_57708	14279	14884	+	606	42	0.0402361
1825_14	k141_57708	14977	15729	-	753	37	0.0285263
1825_15	k141_57708	15743	16003	-	261	9	0.020019
1825_16	k141_57708	16025	17446	-	1422	82	0.0334775
1825_17	k141_57708	17457	17756	-	300	13	0.0251572
1825_18	k141_57708	17768	18226	-	459	5	0.00632407
1825_19	k141_57708	18449	19240	+	792	8	0.00586414
1825_20	k141_57708	19206	20159	+	954	39	0.0237332
1825_21	k141_57708	20328	20762	-	435	31	0.0413725
1825_22	k141_57708	20755	21318	-	564	39	0.0401444
1825_23	k141_57708	21433	21867	+	435	18	0.0240227
1825_24	k141_57708	21992	23014	-	1023	67	0.0380223
1825_25	k141_57708	23422	23844	+	423	20	0.0274492
1825_26	k141_57708	24434	24985	+	552	30	0.0315516
1825_27	k141_57708	25002	26690	+	1689	115	0.0395283
1825_28	k141_57708	26677	27510	+	834	36	0.0250597
1825_29	k141_57708	27748	29583	-	1836	94	0.0297231
1825_30	k141_57708	29749	31689	-	1941	109	0.0326017
1825_31	k141_57708	31981	32721	-	741	28	0.0219371
1825_32	k141_57708	32734	33825	-	1092	87	0.0462526
1825_33	k141_57708	33815	34921	-	1107	39	0.020453
1825_34	k141_57708	34940	35602	-	663	36	0.0315231
1825_35	k141_57708	35613	36311	-	699	24	0.019933
1825_36	k141_57708	36421	36771	-	351	15	0.0248098
1825_37	k141_57708	36787	37143	-	357	8	0.0130095
1825_38	k141_57708	37163	37495	-	333	16	0.0278943
1825_39	k141_57708	37495	39357	-	1863	74	0.0230599
1825_40	k141_57708	39840	42353	-	2514	87	0.0200906
1825_41	k141_57708	42524	43234	-	711	36	0.0293949
1825_42	k141_57708	43228	44055	-	828	57	0.0399654
1825_43	k141_57708	44052	44861	-	810	41	0.0293858
1825_44	k141_57708	44875	45366	-	492	48	0.056639
1825_45	k141_57708	45426	45842	-	417	7	0.00974544
1826_1	k141_172305	2	1753	+	1752	18	0.00596455
1826_2	k141_172305	1628	1903	-	276	0	0
1826_3	k141_172305	2074	2139	-	66	0	0
1827_1	k141_105542	3	1124	+	1122	11	0.00569166
1828_1	k141_181971	2	181	-	180	0	0
1828_2	k141_181971	236	973	-	738	3	0.00235996
1828_3	k141_181971	1246	3369	-	2124	11	0.00300661
1829_1	k141_95824	1	480	+	480	698	0.844216
1829_2	k141_95824	798	1925	-	1128	1925	0.990743
1829_3	k141_95824	2170	2790	-	621	642	0.600182
1830_1	k141_114972	1	327	-	327	0	0
1830_2	k141_114972	530	928	+	399	13	0.0189152
1830_3	k141_114972	922	1293	+	372	6	0.0093637
1830_4	k141_114972	1296	1385	+	90	0	0
1830_5	k141_114972	1360	2895	+	1536	19	0.00718128
1830_6	k141_114972	2958	3152	-	195	0	0
1831_1	k141_172306	3	1103	-	1101	46	0.0242555
1832_1	k141_162868	82	507	+	426	3	0.00408838
1832_2	k141_162868	605	1294	+	690	3	0.00252413
1833_1	k141_10032	2	1468	+	1467	23	0.00910201
1833_2	k141_10032	1554	3095	+	1542	17	0.00640035
1833_3	k141_10032	3934	4290	+	357	10	0.0162619
1833_4	k141_10032	4591	5115	+	525	48	0.0530788
1833_5	k141_10032	5243	5356	+	114	9	0.0458329
1834_1	k141_181972	3	764	-	762	10	0.00761876
1834_2	k141_181972	803	1075	-	273	1	0.00212656
1834_3	k141_181972	1486	1671	-	186	0	0
1835_1	k141_95825	1	681	+	681	0	0
1835_2	k141_95825	678	1544	+	867	0	0
1835_3	k141_95825	1551	1952	+	402	0	0
1836_1	k141_48247	3	875	+	873	14	0.00931008
1836_2	k141_48247	1030	3795	+	2766	49	0.0102845
1836_3	k141_48247	4035	5420	+	1386	48	0.0201056
1836_4	k141_48247	5420	6460	+	1041	31	0.0172882
1836_5	k141_48247	6660	6890	+	231	8	0.0201056
1836_6	k141_48247	7096	8334	+	1239	24	0.0112455
1836_7	k141_48247	8385	10376	+	1992	45	0.0131148
1836_8	k141_48247	10544	11365	+	822	18	0.0127128
1836_9	k141_48247	11365	11952	+	588	9	0.00888596
1836_10	k141_48247	12041	13351	+	1311	27	0.0119564
1836_11	k141_48247	13650	14897	+	1248	25	0.0116296
1836_12	k141_48247	14988	16064	+	1077	19	0.0102418
1836_13	k141_48247	16314	18197	+	1884	40	0.0123259
1836_14	k141_48247	18253	18858	-	606	10	0.00958003
1836_15	k141_48247	18858	19154	-	297	11	0.0215018
1837_1	k141_143726	40	864	+	825	0	0
1837_2	k141_143726	913	2127	-	1215	1	0.000477819
1837_3	k141_143726	2149	2817	-	669	0	0
1838_1	k141_105549	2	823	+	822	7	0.00494385
1838_2	k141_105549	835	1050	+	216	0	0
1839_1	k141_86296	1	135	+	135	0	0
1839_2	k141_86296	139	1449	+	1311	4	0.00177132
1840_1	k141_19626	94	1527	+	1434	11	0.00445331
1840_2	k141_19626	1699	1806	-	108	0	0
1840_3	k141_19626	1816	3195	-	1380	18	0.00757239
1841_1	k141_162870	63	1277	+	1215	0	0
1841_2	k141_162870	1301	1705	+	405	0	0
1842_1	k141_143727	3	686	+	684	1	0.000848757
1842_2	k141_143727	687	1334	+	648	2	0.00179182
1843_1	k141_57710	2	532	+	531	68	0.0743453
1843_2	k141_57710	529	939	+	411	44	0.0621513
1843_3	k141_57710	951	1706	+	756	128	0.0982941
1843_4	k141_57710	1716	3143	+	1428	243	0.098791
1844_1	k141_124654	1	594	+	594	9	0.00879621
1844_2	k141_124654	594	1622	+	1029	10	0.00564188
1844_3	k141_124654	1622	3502	+	1881	30	0.00925917
1845_1	k141_153296	3	161	-	159	16	0.0584201
1845_2	k141_153296	352	1197	-	846	78	0.0535259
1845_3	k141_153296	1431	2396	+	966	84	0.0504826
1845_4	k141_153296	2896	3939	+	1044	97	0.05394
1845_5	k141_153296	4001	4465	-	465	21	0.0262184
1845_6	k141_153296	4711	5658	+	948	72	0.0440924
1845_7	k141_153296	5869	7887	-	2019	188	0.0540581
1845_8	k141_153296	7874	8251	-	378	30	0.0460754
1845_9	k141_153296	8380	8958	-	579	54	0.0541445
1845_10	k141_153296	9090	10382	+	1293	144	0.0646552
1845_11	k141_153296	10442	11560	-	1119	128	0.0664078
1845_12	k141_153296	11574	12995	-	1422	121	0.0493998
1845_13	k141_153296	13241	14362	-	1122	112	0.0579515
1845_14	k141_153296	14766	15365	+	600	59	0.0570874
1845_15	k141_153296	15503	16789	-	1287	131	0.0590925
1845_16	k141_153296	17060	17404	-	345	20	0.0336551
1845_17	k141_153296	17541	18686	-	1146	123	0.0623103
1845_18	k141_153296	18866	19840	-	975	85	0.050612
1845_19	k141_153296	19920	20795	-	876	63	0.0417519
1845_20	k141_153296	20925	22832	+	1908	153	0.0465535
1845_21	k141_153296	23250	26507	-	3258	334	0.0595161
1846_1	k141_143729	1	762	-	762	6	0.00457126
1846_2	k141_143729	992	1093	-	102	1	0.00569166
1847_1	k141_162873	1	1047	-	1047	0	0
1848_1	k141_105554	3	221	-	219	1	0.00265091
1848_2	k141_105554	240	1010	-	771	19	0.0143067
1848_3	k141_105554	1012	1359	-	348	8	0.013346
1849_1	k141_172317	283	1479	+	1197	3	0.00145501
1850_1	k141_181975	2	1081	+	1080	14	0.00752564
1850_2	k141_181975	1324	1758	+	435	3	0.00400379
1850_3	k141_181975	1887	2939	-	1053	4	0.00220532
1850_4	k141_181975	3013	3594	-	582	1	0.000997508
1850_5	k141_181975	3591	3851	-	261	0	0
1851_1	k141_10033	3	122	+	120	2	0.00967583
1851_2	k141_10033	307	876	+	570	1	0.00101851
1851_3	k141_10033	897	2516	+	1620	18	0.00645055
1851_4	k141_10033	2550	5081	+	2532	33	0.00756641
1851_5	k141_10033	5415	5540	+	126	0	0
1852_1	k141_172318	1	1587	+	1587	26	0.00951121
1853_1	k141_162876	254	715	+	462	0	0
1853_2	k141_162876	708	2381	+	1674	4	0.00138722
1853_3	k141_162876	2438	2605	+	168	0	0
1854_1	k141_76762	178	2448	-	2271	188	0.0480596
1854_2	k141_76762	2681	3436	+	756	88	0.0675772
1854_3	k141_76762	3433	4233	+	801	43	0.0311656
1854_4	k141_76762	4248	5741	+	1494	91	0.0353615
1854_5	k141_76762	5989	6966	-	978	105	0.062329
1854_6	k141_76762	7162	7296	-	135	20	0.0860074
1854_7	k141_76762	7433	8674	+	1242	106	0.0495477
1854_8	k141_76762	8924	10063	+	1140	99	0.0504162
1854_9	k141_76762	10141	10785	+	645	35	0.0315027
1854_10	k141_76762	10791	11594	+	804	77	0.0555999
1854_11	k141_76762	11641	11763	+	123	16	0.0755187
1854_12	k141_76762	12017	12619	-	603	55	0.0529523
1854_13	k141_76762	12646	13533	-	888	32	0.0209207
1854_14	k141_76762	13554	14519	-	966	61	0.03666
1854_15	k141_76762	14525	15460	-	936	61	0.037835
1854_16	k141_76762	15457	17007	-	1551	96	0.0359334
1854_17	k141_76762	17548	18237	-	690	58	0.0487998
1854_18	k141_76762	18305	19639	-	1335	89	0.0387033
1854_19	k141_76762	20073	20807	-	735	64	0.0505513
1854_20	k141_76762	20827	21345	-	519	42	0.0469809
1854_21	k141_76762	22678	23376	+	699	48	0.0398661
1854_22	k141_76762	23629	24531	-	903	66	0.0424322
1854_23	k141_76762	25001	26266	-	1266	111	0.0509013
1854_24	k141_76762	26291	27685	-	1395	115	0.0478589
1854_25	k141_76762	27712	28296	-	585	42	0.0416805
1854_26	k141_76762	28798	29241	-	444	25	0.0326886
1854_27	k141_76762	29244	30269	-	1026	59	0.0333844
1854_28	k141_76762	30294	30602	-	309	21	0.0394548
1854_29	k141_76762	30668	31060	+	393	19	0.0280673
1854_30	k141_76762	31228	32292	-	1065	55	0.0299814
1854_31	k141_76762	32342	33097	-	756	46	0.0353245
1854_32	k141_76762	33094	35022	-	1929	116	0.0349112
1854_33	k141_76762	35182	35826	-	645	36	0.0324028
1855_1	k141_19631	3	158	-	156	2	0.00744294
1855_2	k141_19631	579	2072	+	1494	30	0.0116576
1855_3	k141_19631	2203	3408	-	1206	15	0.00722077
1855_4	k141_19631	3654	3791	-	138	1	0.00420688
1856_1	k141_10038	1	936	+	936	1004	0.622726
1856_2	k141_10038	998	1090	+	93	10	0.0624247
1857_1	k141_57714	1	3876	-	3876	116	0.0173746
1858_1	k141_172320	3	284	-	282	1	0.00205869
1858_2	k141_172320	321	530	-	210	3	0.00829357
1858_3	k141_172320	722	1477	-	756	1	0.000767923
1859_1	k141_95829	1	1512	-	1512	0	0
1859_2	k141_95829	1557	4355	-	2799	1	0.000207413
1859_3	k141_95829	4765	5940	+	1176	0	0
1859_4	k141_95829	6131	6901	+	771	0	0
1860_1	k141_48250	1	537	+	537	12	0.0129732
1860_2	k141_48250	905	1180	-	276	3	0.00631032
1860_3	k141_48250	1390	1539	+	150	7	0.0270923
1860_4	k141_48250	1938	2243	+	306	0	0
1860_5	k141_48250	2294	3829	+	1536	9	0.00340166
1860_6	k141_48250	3844	4554	+	711	8	0.0065322
1860_7	k141_48250	4551	5399	+	849	10	0.00683804
1860_8	k141_48250	5396	5932	+	537	4	0.00432439
1860_9	k141_48250	5902	6264	-	363	1	0.00159931
1861_1	k141_10040	1	150	+	150	0	0
1861_2	k141_10040	153	1148	+	996	2	0.00116576
1862_1	k141_76765	353	592	-	240	5	0.0120948
1862_2	k141_76765	872	1141	+	270	6	0.0129011
1862_3	k141_76765	1156	1257	+	102	0	0
1863_1	k141_86301	2	520	+	519	0	0
1863_2	k141_86301	784	1077	+	294	0	0
1863_3	k141_86301	1361	2608	+	1248	3	0.00139555
1863_4	k141_86301	2783	3034	+	252	0	0
1863_5	k141_86301	3181	4869	+	1689	0	0
1863_6	k141_86301	4919	5551	+	633	0	0
1863_7	k141_86301	5671	7380	+	1710	0	0
1864_1	k141_172323	3	536	-	534	5	0.00543586
1864_2	k141_172323	636	1367	-	732	5	0.0039655
1864_3	k141_172323	1351	1623	-	273	3	0.00637967
1864_4	k141_172323	1637	1750	-	114	0	0
1865_1	k141_181977	3	845	-	843	231	0.159083
1865_2	k141_181977	1023	2246	-	1224	313	0.148458
1865_3	k141_181977	2340	3395	+	1056	284	0.156133
1865_4	k141_181977	3426	3941	-	516	107	0.120385
1865_5	k141_181977	4024	4413	+	390	113	0.168211
1866_1	k141_162882	3	1253	-	1251	7	0.00324848
1867_1	k141_10043	1	417	+	417	0	0
1867_2	k141_10043	562	1254	+	693	2	0.00167547
1868_1	k141_19635	3	1103	-	1101	1	0.000527293
1868_2	k141_19635	1105	1317	-	213	0	0
1868_3	k141_19635	1320	1541	-	222	0	0
1868_4	k141_19635	1551	2348	-	798	0	0
1868_5	k141_19635	2341	2787	-	447	0	0
1869_1	k141_172325	21	1340	-	1320	98	0.0431014
1869_2	k141_172325	1577	1696	-	120	1	0.00483791
1870_1	k141_10044	2	886	+	885	2	0.00131198
1870_2	k141_10044	1030	1137	+	108	6	0.0322528
1871_1	k141_162887	2	202	+	201	0	0
1871_2	k141_162887	230	1000	+	771	0	0
1872_1	k141_86309	152	1057	-	906	10	0.00640783
1873_1	k141_48252	413	850	+	438	18	0.0238582
1873_2	k141_48252	1155	4346	-	3192	116	0.0210977
1874_1	k141_162888	3	1070	-	1068	5	0.00271793
1875_1	k141_19637	207	953	-	747	1	0.000777175
1875_2	k141_19637	987	1652	-	666	1	0.000871696
1876_1	k141_95831	32	1552	+	1521	0	0
1876_2	k141_95831	1615	2979	+	1365	2	0.000850622
1876_3	k141_95831	3102	3836	+	735	3	0.00236959
1876_4	k141_95831	3986	5206	+	1221	1	0.000475471
1876_5	k141_95831	5249	5971	-	723	1	0.000802973
1876_6	k141_95831	6262	7521	-	1260	3	0.00138226
1877_1	k141_10049	2	1114	-	1113	8	0.00417286
1877_2	k141_10049	1126	1908	-	783	7	0.0051901
1878_1	k141_19639	926	1051	+	126	163	0.751029
1879_1	k141_48255	3	1169	-	1167	15	0.00746208
1880_1	k141_172330	352	1119	-	768	0	0
1880_2	k141_172330	1194	2336	-	1143	0	0
1881_1	k141_86316	1	387	+	387	62	0.093008
1881_2	k141_86316	522	1226	-	705	76	0.0625841
1882_1	k141_48257	10	1236	-	1227	5	0.00236573
1883_1	k141_10051	1	1299	-	1299	0	0
1883_2	k141_10051	1488	1631	-	144	2	0.00806319
1884_1	k141_10055	3	170	-	168	0	0
1884_2	k141_10055	333	1037	-	705	3	0.00247042
1885_1	k141_105556	747	956	+	210	256	0.707718
1885_2	k141_105556	1021	3642	+	2622	559	0.123771
1885_3	k141_105556	3781	4188	-	408	507	0.721418
1885_4	k141_105556	4228	4665	-	438	543	0.719723
1885_5	k141_105556	5444	5533	+	90	133	0.857923
1885_6	k141_105556	5610	7079	+	1470	1690	0.667435
1885_7	k141_105556	7264	8127	+	864	1065	0.715608
1885_8	k141_105556	8141	8722	+	582	805	0.802994
1885_9	k141_105556	8833	11022	-	2190	2743	0.727145
1885_10	k141_105556	11026	11844	-	819	911	0.645764
1885_11	k141_105556	12074	13321	-	1248	1430	0.665213
1885_12	k141_105556	13354	14370	-	1017	1154	0.658756
1885_13	k141_105556	14373	15149	-	777	795	0.593999
1886_1	k141_86321	1	573	-	573	316	0.320164
1886_2	k141_86321	658	1581	+	924	1612	1.01282
1887_1	k141_10056	1	1968	+	1968	17	0.00501491
1888_1	k141_172334	1	1512	-	1512	36	0.0138226
1888_2	k141_172334	1528	2724	-	1197	19	0.00921507
1888_3	k141_172334	2757	3974	-	1218	26	0.0123927
1889_1	k141_19644	3	248	-	246	0	0
1889_2	k141_19644	364	645	-	282	6	0.0123521
1889_3	k141_19644	661	1746	-	1086	12	0.00641491
1889_4	k141_19644	1759	2514	-	756	4	0.00307169
1889_5	k141_19644	2525	3616	-	1092	7	0.00372147
1890_1	k141_172335	1	825	+	825	19	0.0133702
1890_2	k141_172335	893	1132	-	240	0	0
1891_1	k141_162889	2	205	+	204	8	0.0227667
1891_2	k141_162889	472	1476	+	1005	35	0.0202181
1891_3	k141_162889	1492	2292	+	801	34	0.0246426
1891_4	k141_162889	2304	4445	+	2142	74	0.0200563
1891_5	k141_162889	4557	5882	+	1326	69	0.0302096
1891_6	k141_162889	6247	7275	+	1029	49	0.0276452
1891_7	k141_162889	7379	8104	+	726	45	0.0359845
1892_1	k141_48259	16	1458	+	1443	33	0.0132766
1892_2	k141_48259	1556	2224	+	669	17	0.0147524
1892_3	k141_48259	2361	3425	-	1065	20	0.0109023
1892_4	k141_48259	3467	3583	+	117	2	0.00992393
1892_5	k141_48259	3699	4007	-	309	9	0.0169092
1892_6	k141_48259	4148	5161	-	1014	33	0.0188936
1893_1	k141_19645	3	227	-	225	0	0
1893_2	k141_19645	252	1487	-	1236	15	0.00704551
1894_1	k141_181988	3	92	-	90	0	0
1894_2	k141_181988	214	516	+	303	2	0.00383201
1894_3	k141_181988	513	1112	+	600	2	0.00193517
1894_4	k141_181988	1230	1796	+	567	2	0.00204779
1894_5	k141_181988	1827	3758	+	1932	3	0.000901475
1894_6	k141_181988	3780	4154	+	375	1	0.00154813
1894_7	k141_181988	4424	6967	+	2544	11	0.00251024
1894_8	k141_181988	7227	8171	+	945	6	0.00368603
1894_9	k141_181988	8175	9368	+	1194	10	0.00486223
1895_1	k141_162891	1	1332	+	1332	4	0.00174339
1896_1	k141_95842	17	1198	-	1182	9	0.00442043
1896_2	k141_95842	1434	3047	-	1614	6	0.00215818
1896_3	k141_95842	3066	4406	-	1341	3	0.00129877
1897_1	k141_57718	76	1749	-	1674	98	0.0339868
1897_2	k141_57718	1721	2611	-	891	45	0.0293207
1897_3	k141_57718	2604	2984	-	381	45	0.0685689
1897_4	k141_57718	2984	3247	-	264	14	0.0307867
1897_5	k141_57718	3256	3654	-	399	28	0.0407403
1897_6	k141_57718	3737	4321	+	585	69	0.0684751
1897_7	k141_57718	4376	5155	+	780	60	0.0446577
1897_8	k141_57718	5178	5921	-	744	17	0.0132652
1897_9	k141_57718	5956	7824	-	1869	102	0.0316833
1897_10	k141_57718	7939	10065	-	2127	121	0.0330261
1897_11	k141_57718	10067	11332	-	1266	58	0.0265971
1897_12	k141_57718	11404	12270	+	867	21	0.0140618
1897_13	k141_57718	12294	13418	-	1125	101	0.0521205
1897_14	k141_57718	13487	14113	-	627	20	0.0185183
1897_15	k141_57718	14115	15341	-	1227	58	0.0274424
1898_1	k141_143733	1	702	+	702	118	0.0975853
1898_2	k141_143733	806	1657	+	852	146	0.0994839
1898_3	k141_143733	1657	2499	+	843	139	0.0957253
1898_4	k141_143733	2513	3985	+	1473	265	0.104444
1898_5	k141_143733	4325	4795	+	471	104	0.128189
1898_6	k141_143733	4830	5189	+	360	46	0.0741814
1898_7	k141_143733	5251	6543	-	1293	193	0.0866559
1898_8	k141_143733	6744	7604	+	861	190	0.128112
1898_9	k141_143733	7632	9005	+	1374	231	0.0976033
1898_10	k141_143733	9417	11027	-	1611	233	0.0839653
1898_11	k141_143733	11020	12405	-	1386	257	0.107649
1898_12	k141_143733	12396	14777	-	2382	381	0.0928587
1898_13	k141_143733	14774	15337	-	564	93	0.0957289
1898_14	k141_143733	15610	15768	+	159	50	0.182563
1898_15	k141_143733	15886	18009	-	2124	331	0.0904717
1898_16	k141_143733	18182	18433	-	252	45	0.10367
1898_17	k141_143733	18535	20130	-	1596	247	0.089847
1899_1	k141_86324	126	1466	+	1341	14	0.00606092
1899_2	k141_86324	1498	2070	+	573	0	0
1899_3	k141_86324	2208	3671	+	1464	9	0.00356895
1899_4	k141_86324	3685	4467	+	783	1	0.000741443
1899_5	k141_86324	4480	4785	+	306	0	0
1900_1	k141_48262	245	679	+	435	136	0.181505
1900_2	k141_48262	651	2186	+	1536	327	0.123594
1900_3	k141_48262	2199	2273	+	75	0	0
1901_1	k141_19651	3	353	-	351	0	0
1901_2	k141_19651	390	1130	-	741	0	0
1901_3	k141_19651	1168	1440	-	273	1	0.00212656
1901_4	k141_19651	1740	1985	-	246	0	0
1901_5	k141_19651	2295	2360	+	66	0	0
1902_1	k141_162896	2	1666	-	1665	0	0
1903_1	k141_10066	1	2796	+	2796	4	0.000830543
1904_1	k141_48264	1	204	+	204	2	0.00569166
1904_2	k141_48264	268	690	+	423	8	0.0109797
1904_3	k141_48264	823	1263	+	441	10	0.0131644
1904_4	k141_48264	1293	1403	+	111	0	0
1905_1	k141_19654	1	105	-	105	0	0
1905_2	k141_19654	249	1112	+	864	8	0.00537546
1906_1	k141_105563	1	717	-	717	16	0.0129551
1906_2	k141_105563	729	1415	-	687	3	0.00253515
1906_3	k141_105563	1409	2608	-	1200	7	0.00338654
1906_4	k141_105563	2684	3295	-	612	9	0.0085375
1906_5	k141_105563	3297	4742	-	1446	13	0.00521933
1906_6	k141_105563	4863	6689	-	1827	22	0.00699075
1906_7	k141_105563	6726	7469	-	744	4	0.00312123
1907_1	k141_48268	188	1849	+	1662	4	0.00139723
1907_2	k141_48268	1842	2402	+	561	0	0
1908_1	k141_181989	1	315	-	315	8	0.0147441
1908_2	k141_181989	426	860	-	435	3	0.00400379
1908_3	k141_181989	919	1518	-	600	1	0.000967583
1908_4	k141_181989	1592	3013	-	1422	13	0.00530742
1908_5	k141_181989	3042	4475	-	1434	13	0.005263
1908_6	k141_181989	4510	5076	-	567	0	0
1908_7	k141_181989	5118	6665	-	1548	14	0.00525045
1908_8	k141_181989	6773	7093	-	321	8	0.0144685
1908_9	k141_181989	7069	7767	-	699	12	0.00996652
1909_1	k141_10074	2	388	+	387	0	0
1909_2	k141_10074	510	1250	-	741	5	0.00391734
1910_1	k141_28983	2	358	+	357	17	0.0276452
1910_2	k141_28983	359	838	+	480	15	0.0181422
1910_3	k141_28983	876	1118	+	243	10	0.0238909
1910_4	k141_28983	1181	2614	+	1434	70	0.0283392
1910_5	k141_28983	2941	4242	+	1302	30	0.0133767
1910_6	k141_28983	4391	5020	-	630	4	0.00368603
1910_7	k141_28983	5036	5569	-	534	18	0.0195691
1910_8	k141_28983	5818	7830	+	2013	78	0.0224952
1910_9	k141_28983	7941	9710	+	1770	53	0.0173837
1910_10	k141_28983	9703	11205	+	1503	47	0.0181542
1910_11	k141_28983	11355	12692	+	1338	72	0.0312403
1910_12	k141_28983	12723	13640	+	918	61	0.0385768
1910_13	k141_28983	13642	14493	+	852	47	0.0320256
1910_14	k141_28983	14524	15594	+	1071	42	0.0227667
1910_15	k141_28983	15617	17230	+	1614	93	0.0334517
1910_16	k141_28983	17269	17904	+	636	28	0.0255588
1910_17	k141_28983	17936	19339	+	1404	71	0.0293583
1910_18	k141_28983	19373	20332	+	960	37	0.0223754
1910_19	k141_28983	20529	24842	+	4314	180	0.0242232
1910_20	k141_28983	25053	25853	+	801	33	0.0239178
