# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_7_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_7/G17_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_7/G17_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_7/G17_2.bam	RPKG
540_6	k141_22134	5502	6434	+	933	29	0.0278822
540_7	k141_22134	6530	7321	+	792	31	0.0351114
541_1	k141_88064	1	999	-	999	16	0.014367
541_2	k141_88064	1053	2264	-	1212	16	0.0118421
541_3	k141_88064	2407	3627	-	1221	12	0.00881611
542_1	k141_33134	2	1396	+	1395	149	0.0958128
543_1	k141_197940	1	216	-	216	1	0.00415296
543_2	k141_197940	257	709	-	453	2	0.00396044
543_3	k141_197940	820	1095	-	276	3	0.00975042
544_1	k141_164994	2	2335	+	2334	34	0.0130674
545_1	k141_22136	1	186	+	186	0	0
545_2	k141_22136	220	522	+	303	0	0
545_3	k141_22136	592	1815	+	1224	16	0.011726
546_1	k141_208957	2	472	+	471	13	0.024759
546_2	k141_208957	545	772	-	228	11	0.0432782
546_3	k141_208957	792	1697	-	906	20	0.0198022
546_4	k141_208957	1701	1904	-	204	2	0.0087945
547_1	k141_88065	3	122	-	120	8	0.0598026
547_2	k141_88065	210	437	-	228	65	0.255735
547_3	k141_88065	814	1302	-	489	31	0.0568675
548_1	k141_11178	270	1160	-	891	19	0.0191288
548_2	k141_11178	1163	2044	-	882	21	0.0213581
548_3	k141_11178	2037	2180	-	144	5	0.0311472
549_1	k141_143060	392	1459	+	1068	24	0.0201582
549_2	k141_143060	1606	2916	+	1311	28	0.0191587
550_1	k141_33137	2	184	-	183	2	0.00980371
550_2	k141_33137	181	714	-	534	28	0.0470358
550_3	k141_33137	991	1752	-	762	29	0.0341393
551_1	k141_132026	2	2566	+	2565	25	0.00874307
551_2	k141_132026	2764	2952	+	189	0	0
551_3	k141_132026	2939	3160	-	222	2	0.00808143
551_4	k141_132026	3157	3255	-	99	0	0
552_1	k141_66030	2	1519	+	1518	59	0.0348652
552_2	k141_66030	1540	2520	+	981	29	0.026518
552_3	k141_66030	2892	4133	-	1242	57	0.0411685
552_4	k141_66030	4288	4920	+	633	18	0.0255082
552_5	k141_66030	4974	6911	-	1938	80	0.0370295
552_6	k141_66030	6934	8157	-	1224	31	0.0227191
552_7	k141_66030	8170	9465	-	1296	42	0.0290707
552_8	k141_66030	9557	10732	-	1176	35	0.0266976
552_9	k141_66030	10825	11511	+	687	11	0.0143631
552_10	k141_66030	11511	12929	+	1419	65	0.0410906
552_11	k141_66030	13000	13905	+	906	33	0.0326736
553_1	k141_197944	1	1497	-	1497	367	0.219915
553_2	k141_197944	1484	1582	-	99	0	0
554_1	k141_88067	2	406	-	405	4	0.00885965
554_2	k141_88067	400	1323	-	924	9	0.00873739
555_1	k141_11181	2	973	+	972	13	0.0119974
556_1	k141_132027	2	739	-	738	8	0.009724
556_2	k141_132027	759	1169	-	411	8	0.0174606
557_1	k141_175980	2	154	+	153	200	1.1726
558_1	k141_165001	2	1375	-	1374	12	0.0078344
558_2	k141_165001	1400	2074	-	675	12	0.0159474
558_3	k141_165001	2101	2340	-	240	1	0.00373766
559_1	k141_110089	2	1807	+	1806	62	0.0307954
559_2	k141_110089	1823	2428	+	606	16	0.0236842
559_3	k141_110089	2488	4122	+	1635	48	0.0263351
559_4	k141_110089	4204	6360	+	2157	67	0.0278635
560_1	k141_208966	2	325	+	324	25	0.069216
560_2	k141_208966	508	1332	+	825	122	0.132653
560_3	k141_208966	1575	2042	+	468	33	0.0632528
560_4	k141_208966	2191	2283	+	93	5	0.0482279
561_1	k141_88072	1	798	-	798	6	0.00674465
561_2	k141_88072	927	1130	-	204	5	0.0219863
562_1	k141_132030	3	536	-	534	23	0.0386365
562_2	k141_132030	699	1844	+	1146	42	0.0328758
563_1	k141_33144	1	768	+	768	7	0.00817614
563_2	k141_33144	858	1820	+	963	13	0.0121096
564_1	k141_110091	2	136	-	135	0	0
564_2	k141_110091	314	589	-	276	16	0.0520023
564_3	k141_110091	835	1596	-	762	15	0.0176582
565_1	k141_197946	1	345	-	345	7	0.0182008
565_2	k141_197946	347	1252	-	906	33	0.0326736
565_3	k141_197946	1449	2774	+	1326	67	0.0453255
565_4	k141_197946	2884	3351	+	468	27	0.0517523
566_1	k141_175985	3	206	+	204	2	0.0087945
566_2	k141_175985	364	1116	-	753	15	0.0178693
566_3	k141_175985	1116	1694	-	579	9	0.0139436
567_1	k141_11188	1	774	+	774	6	0.00695379
567_2	k141_11188	802	1392	+	591	2	0.00303567
568_1	k141_66041	2	244	+	243	10	0.0369152
568_2	k141_66041	348	1271	+	924	54	0.0524244
568_3	k141_66041	1630	1857	+	228	23	0.0904908
569_1	k141_197947	2	478	-	477	5	0.00940293
569_2	k141_197947	953	1216	+	264	10	0.0339788
570_1	k141_22137	2	310	-	309	2	0.00580608
570_2	k141_22137	298	690	-	393	8	0.0182603
570_3	k141_22137	693	2153	-	1461	27	0.0165777
570_4	k141_22137	2219	2473	-	255	6	0.0211068
570_5	k141_22137	2549	3229	-	681	17	0.022393
570_6	k141_22137	3210	4229	-	1020	27	0.0237452
570_7	k141_22137	4229	6241	-	2013	44	0.0196074
570_8	k141_22137	6250	7161	-	912	26	0.0255735
570_9	k141_22137	7214	7459	-	246	2	0.007293
571_1	k141_88077	3	422	+	420	2	0.00427161
571_2	k141_88077	438	896	+	459	3	0.005863
571_3	k141_88077	1054	1341	-	288	5	0.0155736
572_1	k141_132031	1	1407	-	1407	29	0.0184891
572_2	k141_132031	1732	2430	+	699	3	0.00384995
573_1	k141_165010	2	547	-	546	24	0.0394303
573_2	k141_165010	739	1455	+	717	26	0.0325286
574_1	k141_208975	199	1080	+	882	7	0.00711936
574_2	k141_208975	1464	1553	-	90	0	0
575_1	k141_208	3	584	-	582	76	0.117139
575_2	k141_208	586	1149	-	564	51	0.0811152
575_3	k141_208	1298	1639	-	342	53	0.139015
575_4	k141_208	1912	2556	-	645	59	0.0820547
575_5	k141_208	2531	4393	-	1863	197	0.094856
575_6	k141_208	4433	4936	-	504	46	0.0818726
575_7	k141_208	4929	5450	-	522	53	0.0910787
575_8	k141_208	5556	7979	-	2424	240	0.0888158
575_9	k141_208	7999	8379	-	381	38	0.0894685
575_10	k141_208	8446	9279	-	834	77	0.0828202
575_11	k141_208	9276	10208	-	933	99	0.0951842
575_12	k141_208	10212	10697	-	486	56	0.103363
575_13	k141_208	10789	13584	-	2796	338	0.10844
575_14	k141_208	13624	14457	-	834	33	0.0354944
575_15	k141_208	14479	15297	-	819	45	0.0492879
575_16	k141_208	15281	15745	-	465	16	0.0308659
575_17	k141_208	15856	17169	-	1314	45	0.0307205
575_18	k141_208	17175	18119	-	945	20	0.018985
575_19	k141_208	18103	20232	-	2130	94	0.0395876
575_20	k141_208	20276	20809	-	534	20	0.033597
576_1	k141_175989	3	284	+	282	0	0
576_2	k141_175989	289	1356	+	1068	17	0.0142787
576_3	k141_175989	1358	1807	+	450	4	0.00797368
577_1	k141_132035	2	1021	-	1020	10	0.0087945
578_1	k141_22139	44	2137	+	2094	30	0.0128516
579_1	k141_66046	3	392	-	390	15	0.0345015
579_2	k141_66046	407	1036	-	630	16	0.0227819
579_3	k141_66046	1255	2085	-	831	18	0.0194304
580_1	k141_197950	3	1925	-	1923	10	0.00466479
580_2	k141_197950	2027	2212	-	186	0	0
581_1	k141_210	3	803	+	801	11	0.0123189
581_2	k141_210	911	1585	-	675	12	0.0159474
582_1	k141_175994	3	1412	-	1410	15	0.00954297
583_1	k141_110101	3	1553	-	1551	23	0.0133023
583_2	k141_110101	1550	2128	-	579	7	0.010845
583_3	k141_110101	2144	2389	-	246	2	0.007293
583_4	k141_110101	2402	2845	-	444	1	0.00202036
584_1	k141_120999	26	1180	+	1155	38	0.029513
584_2	k141_120999	1182	1943	+	762	11	0.0129494
584_3	k141_120999	1940	2959	+	1020	27	0.0237452
584_4	k141_120999	3021	3647	-	627	11	0.0157375
584_5	k141_120999	3670	4116	-	447	23	0.0461564
584_6	k141_120999	4125	4856	-	732	21	0.0257347
584_7	k141_120999	4853	5278	-	426	11	0.023163
584_8	k141_120999	5418	6620	-	1203	63	0.0469771
584_9	k141_120999	6896	8113	+	1218	44	0.0324054
584_10	k141_120999	8445	9302	+	858	32	0.033456
584_11	k141_120999	9313	10248	+	936	34	0.0325848
584_12	k141_120999	10553	10840	+	288	11	0.0342619
584_13	k141_120999	10821	11528	+	708	20	0.0253401
584_14	k141_120999	11584	12936	-	1353	68	0.045084
584_15	k141_120999	13044	13769	-	726	24	0.0296542
584_16	k141_120999	13935	15368	-	1434	55	0.0344053
584_17	k141_120999	15686	17032	+	1347	63	0.0419551
585_1	k141_132036	40	1074	-	1035	8	0.00693364
585_2	k141_132036	1067	2593	-	1527	9	0.00528707
586_1	k141_208982	1	78	+	78	0	0
586_2	k141_208982	72	1274	+	1203	33	0.0246071
587_1	k141_165018	3	1037	-	1035	61	0.052869
587_2	k141_165018	1274	2422	-	1149	81	0.0632377
588_1	k141_11201	2	151	+	150	1	0.00598026
588_2	k141_11201	179	1522	+	1344	30	0.0200232
588_3	k141_11201	1665	1976	+	312	6	0.0172508
589_1	k141_175997	41	1048	+	1008	26	0.0231379
590_1	k141_143062	3	1700	-	1698	67	0.0353955
590_2	k141_143062	1996	2775	+	780	30	0.0345015
590_3	k141_143062	2878	3303	+	426	13	0.0273744
590_4	k141_143062	3338	3853	+	516	10	0.0173845
590_5	k141_143062	3910	4428	-	519	14	0.0241976
590_6	k141_143062	4520	5317	-	798	15	0.0168616
590_7	k141_143062	5464	6519	+	1056	33	0.0280325
590_8	k141_143062	6535	8019	+	1485	31	0.0187261
590_9	k141_143062	8020	9378	+	1359	37	0.0244227
590_10	k141_143062	9676	10857	+	1182	50	0.0379458
590_11	k141_143062	11221	12414	-	1194	49	0.0368132
590_12	k141_143062	13281	13925	+	645	27	0.0375505
591_1	k141_132040	3	1013	-	1011	7	0.00621095
592_1	k141_208988	3	1316	+	1314	5	0.00341339
593_1	k141_22149	135	1070	-	936	20	0.0191675
594_1	k141_121000	2	637	+	636	5	0.00705219
594_2	k141_121000	694	1608	+	915	26	0.0254896
594_3	k141_121000	1601	2629	+	1029	30	0.0261527
594_4	k141_121000	2818	3189	-	372	7	0.0168798
595_1	k141_186933	1	162	-	162	4	0.0221491
595_2	k141_186933	347	544	+	198	20	0.09061
595_3	k141_186933	686	919	+	234	20	0.07667
595_4	k141_186933	1118	1783	-	666	35	0.0471417
595_5	k141_186933	1904	2494	-	591	30	0.045535
595_6	k141_186933	2820	4655	-	1836	97	0.0473926
595_7	k141_186933	4821	5252	-	432	30	0.0622944
595_8	k141_186933	5981	7438	+	1458	54	0.0332237
595_9	k141_186933	7440	8834	+	1395	44	0.0282937
595_10	k141_186933	8839	9237	+	399	15	0.0337233
595_11	k141_186933	9392	10480	+	1089	37	0.0304779
595_12	k141_186933	10604	11947	-	1344	48	0.0320371
595_13	k141_186933	12226	14922	-	2697	111	0.0369193
595_14	k141_186933	15260	16669	-	1410	58	0.0368995
595_15	k141_186933	16671	17291	-	621	20	0.0288901
595_16	k141_186933	17455	18768	-	1314	41	0.0279898
595_17	k141_186933	19068	21899	-	2832	103	0.0326254
595_18	k141_186933	21899	22813	-	915	19	0.018627
595_19	k141_186933	22936	24291	-	1356	43	0.0284459
595_20	k141_186933	24549	24944	-	396	10	0.0226525
595_21	k141_186933	24960	25529	-	570	21	0.0330488
595_22	k141_186933	25993	27960	-	1968	59	0.0268929
595_23	k141_186933	27957	29414	-	1458	65	0.0399915
595_24	k141_186933	29467	31602	-	2136	82	0.0344369
595_25	k141_186933	31707	32546	-	840	35	0.0373766
595_26	k141_186933	32586	33089	-	504	30	0.0533952
595_27	k141_186933	33089	33670	-	582	27	0.0416152
595_28	k141_186933	33671	34453	-	783	30	0.0343693
595_29	k141_186933	34456	35172	-	717	27	0.0337797
595_30	k141_186933	35174	36946	-	1773	127	0.0642549
595_31	k141_186933	36950	38509	-	1560	92	0.0529023
595_32	k141_186933	38513	39166	-	654	26	0.0356621
595_33	k141_186933	39180	40637	-	1458	85	0.0522965
595_34	k141_186933	40653	41579	-	927	57	0.0551577
595_35	k141_186933	41592	43610	-	2019	97	0.043097
595_36	k141_186933	43603	44220	-	618	26	0.0377395
595_37	k141_186933	44299	46077	-	1779	71	0.0358009
595_38	k141_186933	46102	46521	-	420	14	0.0299013
595_39	k141_186933	46596	47057	-	462	39	0.0757241
595_40	k141_186933	47476	47865	+	390	25	0.0575025
595_41	k141_186933	47858	48334	+	477	17	0.0319699
595_42	k141_186933	48439	48912	+	474	37	0.070022
596_1	k141_215	2	2218	+	2217	26	0.0105201
596_2	k141_215	2229	3344	+	1116	15	0.012057
597_1	k141_176002	26	595	+	570	25	0.0393438
597_2	k141_176002	648	1064	+	417	21	0.0451746
598_1	k141_143063	3	368	-	366	10	0.0245093
598_2	k141_143063	471	1229	+	759	7	0.00827309
598_3	k141_143063	1229	1612	+	384	8	0.0186883
599_1	k141_132043	608	1069	-	462	17	0.0330079
599_2	k141_132043	1268	1420	-	153	2	0.011726
600_1	k141_197957	3	224	+	222	3	0.0121221
600_2	k141_197957	321	1826	+	1506	45	0.026804
600_3	k141_197957	1823	2671	+	849	13	0.0137356
600_4	k141_197957	2671	4383	+	1713	55	0.0288016
600_5	k141_197957	4450	5244	+	795	13	0.0146686
600_6	k141_197957	5257	5928	+	672	19	0.0253627
601_1	k141_218	1	60	-	60	0	0
601_2	k141_218	85	714	-	630	17	0.0242058
601_3	k141_218	812	1024	-	213	0	0
602_1	k141_132044	2	1036	-	1035	13	0.0112672
603_1	k141_176006	21	1346	-	1326	22	0.014883
604_1	k141_121003	1	471	+	471	19	0.0361863
604_2	k141_121003	471	1943	+	1473	63	0.0383662
605_1	k141_153979	1	627	+	627	22	0.0314751
605_2	k141_153979	745	1251	+	507	17	0.0300782
605_3	k141_153979	1330	2085	-	756	34	0.040343
605_4	k141_153979	2304	3662	+	1359	37	0.0244227
605_5	k141_153979	3702	4316	+	615	26	0.0379236
605_6	k141_153979	4316	5647	+	1332	70	0.0471417
605_7	k141_153979	5864	6550	+	687	30	0.039172
605_8	k141_153979	6593	6817	+	225	6	0.023921
605_9	k141_153979	6839	7324	+	486	16	0.0295322
605_10	k141_153979	7321	9348	+	2028	89	0.0393671
605_11	k141_153979	9378	10271	+	894	37	0.0371258
605_12	k141_153979	10264	11655	+	1392	53	0.0341545
605_13	k141_153979	11661	12077	+	417	13	0.0279652
605_14	k141_153979	12101	13021	+	921	42	0.0409073
605_15	k141_153979	13029	14306	+	1278	38	0.0266725
605_16	k141_153979	14316	15833	+	1518	48	0.0283649
605_17	k141_153979	15835	16761	+	927	50	0.048384
605_18	k141_153979	16767	17927	+	1161	56	0.043268
605_19	k141_153979	17995	18618	-	624	20	0.0287513
605_20	k141_153979	19158	19763	+	606	22	0.0325658
605_21	k141_153979	19860	21647	+	1788	72	0.0361224
605_22	k141_153979	21647	23380	+	1734	55	0.0284528
605_23	k141_153979	23455	24873	+	1419	58	0.0366654
605_24	k141_153979	24873	25694	+	822	20	0.0218258
605_25	k141_153979	25710	27290	+	1581	50	0.0283694
605_26	k141_153979	27306	27989	+	684	28	0.0367209
606_1	k141_110103	2	1252	-	1251	59	0.0423064
606_2	k141_110103	1278	1499	-	222	24	0.0969772
606_3	k141_110103	1582	1797	-	216	34	0.141201
606_4	k141_110103	2243	2827	-	585	39	0.0598026
606_5	k141_110103	3275	3874	+	600	24	0.0358816
606_6	k141_110103	3950	4186	+	237	13	0.0492047
606_7	k141_110103	4283	5347	-	1065	59	0.0496951
606_8	k141_110103	5351	5782	-	432	9	0.0186883
606_9	k141_110103	5792	6334	-	543	8	0.013216
607_1	k141_186939	2	331	+	330	3	0.0081549
607_2	k141_186939	306	548	+	243	8	0.0295322
607_3	k141_186939	545	1360	+	816	22	0.0241849
608_1	k141_132045	3	581	+	579	7	0.010845
608_2	k141_132045	630	1223	+	594	20	0.0302033
609_1	k141_197958	2	160	+	159	22	0.124119
609_2	k141_197958	203	517	+	315	100	0.284774
609_3	k141_197958	534	1922	+	1389	463	0.299013
610_1	k141_153981	3	578	-	576	4	0.00622944
610_2	k141_153981	657	1031	-	375	0	0
611_1	k141_22150	2	643	+	642	27	0.0377259
611_2	k141_22150	791	904	+	114	23	0.180982
611_3	k141_22150	993	1247	+	255	28	0.0984984
611_4	k141_22150	1410	1934	+	525	262	0.447665
611_5	k141_22150	2010	2219	+	210	72	0.307556
611_6	k141_22150	2839	3249	+	411	118	0.257544
611_7	k141_22150	3263	3712	+	450	63	0.125585
611_8	k141_22150	3681	4433	+	753	143	0.170354
611_9	k141_22150	4504	4995	+	492	67	0.122158
611_10	k141_22150	4992	6053	+	1062	190	0.160487
612_1	k141_11216	1	801	+	801	5	0.00559949
612_2	k141_11216	814	1512	+	699	10	0.0128332
612_3	k141_11216	1512	2930	+	1419	31	0.019597
613_1	k141_176009	100	861	+	762	10	0.0117722
613_2	k141_176009	939	1577	-	639	12	0.0168458
614_1	k141_165040	3	419	-	417	6	0.012907
614_2	k141_165040	439	1077	-	639	9	0.0126344
614_3	k141_165040	1087	1728	-	642	6	0.00838354
614_4	k141_165040	1758	1862	-	105	1	0.00854323
615_1	k141_99107	2	1567	+	1566	15	0.00859233
615_2	k141_99107	1622	5539	+	3918	59	0.0135082
615_3	k141_99107	5691	6983	+	1293	11	0.00763142
615_4	k141_99107	6980	7228	+	249	2	0.00720513
615_5	k141_99107	7270	8688	+	1419	15	0.00948244
615_6	k141_99107	8727	10067	+	1341	28	0.0187301
615_7	k141_99107	10096	10995	+	900	24	0.023921
615_8	k141_99107	11379	14708	+	3330	53	0.0142772
615_9	k141_99107	14720	16540	+	1821	25	0.0123152
615_10	k141_99107	16635	18185	+	1551	26	0.0150374
615_11	k141_99107	18237	19199	+	963	12	0.0111781
615_12	k141_99107	19387	23412	+	4026	65	0.0144827
615_13	k141_99107	23948	25051	+	1104	23	0.0186883
615_14	k141_99107	25103	27823	+	2721	54	0.0178023
615_15	k141_99107	27833	29695	+	1863	22	0.0105931
615_16	k141_99107	29712	30881	+	1170	17	0.0130339
615_17	k141_99107	30946	32052	+	1107	7	0.00567233
615_18	k141_99107	32078	33586	+	1509	18	0.0107003
616_1	k141_208992	15	707	+	693	7	0.009061
616_2	k141_208992	807	2450	+	1644	21	0.0114585
616_3	k141_208992	2570	3622	+	1053	13	0.0110746
616_4	k141_208992	3645	6368	+	2724	39	0.0128431
616_5	k141_208992	6860	7408	+	549	22	0.0359469
617_1	k141_132055	2	1027	+	1026	14	0.0122403
618_1	k141_11217	154	1854	-	1701	27	0.0142387
618_2	k141_11217	1931	2770	+	840	37	0.0395124
619_1	k141_143065	151	1305	+	1155	368	0.28581
619_2	k141_143065	1593	2735	+	1143	267	0.209545
619_3	k141_143065	2809	4137	-	1329	346	0.233541
619_4	k141_143065	4162	5073	-	912	269	0.264587
619_5	k141_143065	5286	5669	+	384	134	0.313029
619_6	k141_143065	5701	7056	+	1356	346	0.228891
619_7	k141_143065	7145	7387	+	243	112	0.41345
619_8	k141_143065	7404	7619	+	216	43	0.178577
620_1	k141_208995	1	354	+	354	19	0.0481462
620_2	k141_208995	512	730	+	219	8	0.0327686
620_3	k141_208995	930	1091	+	162	4	0.0221491
621_1	k141_197967	1	552	+	552	20	0.0325014
621_2	k141_197967	884	1369	+	486	16	0.0295322
622_1	k141_99110	2	805	+	804	2	0.00223144
622_2	k141_99110	1009	1521	-	513	3	0.00524584
623_1	k141_153987	1	63	-	63	2	0.0284774
623_2	k141_153987	208	1050	+	843	14	0.0148974
623_3	k141_153987	1091	1552	-	462	5	0.00970822
623_4	k141_153987	1756	2685	+	930	14	0.0135038
624_1	k141_110110	3	2213	+	2211	40	0.0162287
624_2	k141_110110	2406	3131	+	726	20	0.0247118
624_3	k141_110110	3119	3460	+	342	12	0.0314751
625_1	k141_22156	2	1261	+	1260	14	0.0099671
625_2	k141_22156	1319	1780	+	462	4	0.00776657
625_3	k141_22156	1792	3510	+	1719	9	0.00469654
626_1	k141_186952	106	1308	+	1203	20	0.0149134
626_2	k141_186952	1330	2064	+	735	5	0.00610231
627_1	k141_165046	1	1287	+	1287	5	0.003485
627_2	k141_165046	1302	2687	+	1386	12	0.00776657
627_3	k141_165046	2898	3329	+	432	2	0.00415296
628_1	k141_208999	1	954	+	954	46	0.0432535
628_2	k141_208999	1072	1428	+	357	226	0.567873
628_3	k141_208999	1437	1595	-	159	37	0.208745
629_1	k141_153988	1	273	+	273	2	0.00657171
629_2	k141_153988	293	589	+	297	3	0.009061
629_3	k141_153988	618	1379	+	762	10	0.0117722
629_4	k141_153988	1401	1562	+	162	0	0
630_1	k141_11221	38	1309	-	1272	34	0.0239775
630_2	k141_11221	1867	2106	+	240	8	0.0299013
630_3	k141_11221	2205	2582	+	378	10	0.0237312
631_1	k141_176012	64	1137	-	1074	25	0.0208808
631_2	k141_176012	1181	2032	-	852	29	0.030533
631_3	k141_176012	2196	2369	+	174	4	0.0206216
631_4	k141_176012	2359	2997	+	639	23	0.0322878
631_5	k141_176012	2994	3413	+	420	8	0.0170865
631_6	k141_176012	3417	4136	-	720	24	0.0299013
631_7	k141_176012	4115	4582	-	468	15	0.0287513
631_8	k141_176012	4582	4893	-	312	12	0.0345015
631_9	k141_176012	4995	5363	-	369	3	0.007293
632_1	k141_197968	3	71	-	69	0	0
632_2	k141_197968	81	1484	-	1404	10	0.00638917
632_3	k141_197968	1507	2343	-	837	11	0.011789
633_1	k141_22159	2	385	+	384	6	0.0140162
633_2	k141_22159	506	1327	-	822	20	0.0218258
634_1	k141_110113	6	1202	-	1197	19	0.0142387
634_2	k141_110113	1347	1739	-	393	10	0.0228254
635_1	k141_99116	2	811	+	810	12	0.0132895
636_1	k141_209003	1	603	+	603	43	0.063968
636_2	k141_209003	600	971	+	372	15	0.0361709
637_1	k141_55055	260	1132	+	873	42	0.0431565
637_2	k141_55055	1129	1956	+	828	39	0.0422518
637_3	k141_55055	2017	2766	+	750	32	0.0382737
637_4	k141_55055	2753	3370	+	618	32	0.0464486
637_5	k141_55055	3519	4241	-	723	32	0.039703
637_6	k141_55055	4330	5100	-	771	29	0.0337408
637_7	k141_55055	5084	5860	-	777	42	0.0484886
637_8	k141_55055	6072	8747	+	2676	114	0.0382147
637_9	k141_55055	8777	10450	+	1674	46	0.0246498
637_10	k141_55055	10575	11213	+	639	31	0.0435183
637_11	k141_55055	11512	12855	+	1344	61	0.0407138
637_12	k141_55055	13387	14178	+	792	37	0.0419071
637_13	k141_55055	14208	15614	+	1407	66	0.0420786
637_14	k141_55055	15628	16677	+	1050	37	0.0316099
637_15	k141_55055	16674	17900	+	1227	66	0.0482515
637_16	k141_55055	17890	18324	+	435	25	0.051554
637_17	k141_55055	18404	18931	-	528	71	0.120625
637_18	k141_55055	19276	19773	+	498	29	0.0522372
637_19	k141_55055	19804	20844	+	1041	43	0.0370535
637_20	k141_55055	21043	21807	-	765	20	0.023452
637_21	k141_55055	21811	23766	-	1956	87	0.039899
637_22	k141_55055	23816	24541	-	726	41	0.0506592
637_23	k141_55055	24724	25212	-	489	20	0.0366887
637_24	k141_55055	25196	26824	-	1629	65	0.0357935
637_25	k141_55055	27239	30937	+	3699	217	0.0526244
637_26	k141_55055	30989	34741	+	3753	183	0.0437405
637_27	k141_55055	34835	35365	+	531	37	0.0625055
637_28	k141_55055	35495	35965	+	471	22	0.0418999
637_29	k141_55055	35992	38085	+	2094	144	0.0616875
637_30	k141_55055	38196	39392	+	1197	57	0.0427161
637_31	k141_55055	39905	42127	+	2223	130	0.0524584
637_32	k141_55055	42230	43258	+	1029	71	0.0618948
637_33	k141_55055	43255	43737	+	483	16	0.0297156
637_34	k141_55055	43852	44709	+	858	25	0.0261375
637_35	k141_55055	44682	46154	+	1473	59	0.0359303
637_36	k141_55055	46151	46876	+	726	22	0.027183
637_37	k141_55055	46851	47159	+	309	23	0.0667699
637_38	k141_55055	47726	48742	-	1017	54	0.0476304
637_39	k141_55055	48848	50290	-	1443	95	0.0590566
637_40	k141_55055	50706	51497	+	792	36	0.0407745
637_41	k141_55055	51547	51774	+	228	7	0.0275407
637_42	k141_55055	51823	52308	+	486	21	0.0387609
637_43	k141_55055	52308	54329	+	2022	92	0.0408148
637_44	k141_55055	54322	55206	+	885	37	0.0375033
637_45	k141_55055	55219	56604	+	1386	69	0.0446578
637_46	k141_55055	56604	57017	+	414	22	0.0476687
637_47	k141_55055	57104	58426	+	1323	80	0.0542427
637_48	k141_55055	58522	59118	+	597	36	0.0540928
637_49	k141_55055	59326	60648	+	1323	50	0.0339017
637_50	k141_55055	60663	61604	+	942	21	0.0199977
637_51	k141_55055	61607	62233	+	627	26	0.0371978
637_52	k141_55055	62237	62923	+	687	35	0.0457007
637_53	k141_55055	62916	63494	+	579	27	0.0418308
637_54	k141_55055	63507	64307	+	801	33	0.0369567
637_55	k141_55055	64380	65408	+	1029	53	0.0462032
637_56	k141_55055	65405	65788	+	384	11	0.0256964
637_57	k141_55055	65785	66303	+	519	26	0.0449384
637_58	k141_55055	66304	66843	+	540	21	0.0348849
637_59	k141_55055	67056	67760	+	705	32	0.0407167
637_60	k141_55055	67836	68717	+	882	23	0.0233922
637_61	k141_55055	68738	69607	+	870	32	0.0329945
637_62	k141_55055	69667	70590	+	924	41	0.0398037
637_63	k141_55055	70592	71752	+	1161	43	0.0332237
637_64	k141_55055	71749	72840	+	1092	68	0.0558596
637_65	k141_55055	72967	74157	+	1191	78	0.0587482
637_66	k141_55055	74209	75168	+	960	67	0.0626059
637_67	k141_55055	75174	76130	+	957	37	0.0346818
637_68	k141_55055	76158	77732	+	1575	82	0.046703
637_69	k141_55055	77725	78858	+	1134	50	0.039552
637_70	k141_55055	78878	79753	+	876	62	0.0634891
637_71	k141_55055	79833	80828	-	996	30	0.0270192
637_72	k141_55055	80832	81944	-	1113	61	0.0491639
637_73	k141_55055	81944	82930	-	987	68	0.0618021
637_74	k141_55055	83150	83902	+	753	36	0.0428863
637_75	k141_55055	84707	85639	+	933	59	0.0567259
637_76	k141_55055	86451	86846	+	396	25	0.0566313
637_77	k141_55055	86882	87304	+	423	29	0.0614991
637_78	k141_55055	87331	87588	+	258	33	0.114738
637_79	k141_55055	87883	88257	+	375	36	0.0861158
637_80	k141_55055	88250	88942	+	693	42	0.054366
637_81	k141_55055	89255	89599	-	345	25	0.0650028
637_82	k141_55055	89776	90378	+	603	32	0.0476041
637_83	k141_55055	90439	91230	+	792	48	0.054366
637_84	k141_55055	91573	91977	-	405	36	0.0797368
637_85	k141_55055	92223	93785	-	1563	78	0.0447659
637_86	k141_55055	94023	94949	+	927	46	0.0445133
637_87	k141_55055	95400	96581	+	1182	53	0.0402226
637_88	k141_55055	96609	97394	+	786	29	0.0330969
637_89	k141_55055	97415	98254	+	840	32	0.0341729
637_90	k141_55055	98432	99586	+	1155	58	0.0450461
637_91	k141_55055	99600	100385	+	786	34	0.0388032
637_92	k141_55055	100399	101451	+	1053	71	0.0604841
637_93	k141_55055	101519	102247	+	729	55	0.0676778
637_94	k141_55055	102292	102453	-	162	7	0.0387609
637_95	k141_55055	102505	103128	-	624	53	0.0761908
637_96	k141_55055	103282	104799	+	1518	71	0.0419564
637_97	k141_55055	105028	106152	+	1125	56	0.0446526
637_98	k141_55055	106168	106749	+	582	32	0.0493217
637_99	k141_55055	106817	108187	+	1371	37	0.0242089
