"Seq_run"	"R1"	"R2"	"SequenceNum"	"WellName"	"plate"	"sampleType"	"S"	"samplename"	"R1_filename"	"R2_filename"	"SequencingName"	"Subject"	"Main"	"Set"	"Type"	"Pellet"	"Super"	"co_assembly"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/E7-BC1-BiomeHealth_92_S106_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/E7-BC1-BiomeHealth_92_S106_R2_001.fastq.gz"	"92"	"E7"	"BC1"	"BiomeHealth"	"S106"	"E7_1"	"E7-BC1-BiomeHealth_92_S106_R1_001.fastq.gz"	"E7-BC1-BiomeHealth_92_S106_R2_001.fastq.gz"	"E7-BC1-BiomeHealth_92_S106"	"2"	1092	"2"	"Capsule 1"	"1252"	"1414"	"Capsule_2"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/E9-BC1-BiomeHealth_93_S107_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/E9-BC1-BiomeHealth_93_S107_R2_001.fastq.gz"	"93"	"E9"	"BC1"	"BiomeHealth"	"S107"	"E9_1"	"E9-BC1-BiomeHealth_93_S107_R1_001.fastq.gz"	"E9-BC1-BiomeHealth_93_S107_R2_001.fastq.gz"	"E9-BC1-BiomeHealth_93_S107"	"1"	1093	"2"	"Capsule 3"	"1253"	"1415"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/F15-BC2-BiomeHealth_164_S213_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/F15-BC2-BiomeHealth_164_S213_R2_001.fastq.gz"	"164"	"F15"	"BC2"	"BiomeHealth"	"S213"	"F15_1"	"F15-BC2-BiomeHealth_164_S213_R1_001.fastq.gz"	"F15-BC2-BiomeHealth_164_S213_R2_001.fastq.gz"	"F15-BC2-BiomeHealth_164_S213"	"4"	1164	"5"	"Capsule 1"	"1324"	"1486"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/F17-BC2-BiomeHealth_172_S214_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/F17-BC2-BiomeHealth_172_S214_R2_001.fastq.gz"	"172"	"F17"	"BC2"	"BiomeHealth"	"S214"	"F17_1"	"F17-BC2-BiomeHealth_172_S214_R1_001.fastq.gz"	"F17-BC2-BiomeHealth_172_S214_R2_001.fastq.gz"	"F17-BC2-BiomeHealth_172_S214"	"5"	1172	"3"	"Capsule 1"	"1332"	"1494"	"Capsule_5"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/F19-BC2-BiomeHealth_180_S215_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/F19-BC2-BiomeHealth_180_S215_R2_001.fastq.gz"	"180"	"F19"	"BC2"	"BiomeHealth"	"S215"	"F19_1"	"F19-BC2-BiomeHealth_180_S215_R1_001.fastq.gz"	"F19-BC2-BiomeHealth_180_S215_R2_001.fastq.gz"	"F19-BC2-BiomeHealth_180_S215"	"5"	1180	"5"	"Capsule 1"	"1340"	"1502"	"Capsule_5"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/F23-BC2-BiomeHealth_158_S217_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/F23-BC2-BiomeHealth_158_S217_R2_001.fastq.gz"	"158"	"F23"	"BC2"	"BiomeHealth"	"S217"	"F23_1"	"F23-BC2-BiomeHealth_158_S217_R1_001.fastq.gz"	"F23-BC2-BiomeHealth_158_S217_R2_001.fastq.gz"	"F23-BC2-BiomeHealth_158_S217"	"4"	1158	"3"	"Capsule 2"	"1318"	"1480"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G11-BC1-BiomeHealth_106_S120_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G11-BC1-BiomeHealth_106_S120_R2_001.fastq.gz"	"106"	"G11"	"BC1"	"BiomeHealth"	"S120"	"G11_1"	"G11-BC1-BiomeHealth_106_S120_R1_001.fastq.gz"	"G11-BC1-BiomeHealth_106_S120_R2_001.fastq.gz"	"G11-BC1-BiomeHealth_106_S120"	"2"	1106	"3"	"Capsule 4"	"1266"	"1428"	"Capsule_2"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G13-BC1-BiomeHealth_107_S121_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G13-BC1-BiomeHealth_107_S121_R2_001.fastq.gz"	"107"	"G13"	"BC1"	"BiomeHealth"	"S121"	"G13_1"	"G13-BC1-BiomeHealth_107_S121_R1_001.fastq.gz"	"G13-BC1-BiomeHealth_107_S121_R2_001.fastq.gz"	"G13-BC1-BiomeHealth_107_S121"	"1"	1107	"8"	"Capsule 2"	"1267"	"1429"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G15-BC1-BiomeHealth_108_S122_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G15-BC1-BiomeHealth_108_S122_R2_001.fastq.gz"	"108"	"G15"	"BC1"	"BiomeHealth"	"S122"	"G15_1"	"G15-BC1-BiomeHealth_108_S122_R1_001.fastq.gz"	"G15-BC1-BiomeHealth_108_S122_R2_001.fastq.gz"	"G15-BC1-BiomeHealth_108_S122"	"1"	1108	"8"	"Capsule 2"	"1268"	"1430"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G17-BC1-BiomeHealth_109_S123_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G17-BC1-BiomeHealth_109_S123_R2_001.fastq.gz"	"109"	"G17"	"BC1"	"BiomeHealth"	"S123"	"G17_1"	"G17-BC1-BiomeHealth_109_S123_R1_001.fastq.gz"	"G17-BC1-BiomeHealth_109_S123_R2_001.fastq.gz"	"G17-BC1-BiomeHealth_109_S123"	"1"	1109	"8"	"Capsule 2"	"1269"	"1431"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G19-BC1-BiomeHealth_110_S124_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G19-BC1-BiomeHealth_110_S124_R2_001.fastq.gz"	"110"	"G19"	"BC1"	"BiomeHealth"	"S124"	"G19_1"	"G19-BC1-BiomeHealth_110_S124_R1_001.fastq.gz"	"G19-BC1-BiomeHealth_110_S124_R2_001.fastq.gz"	"G19-BC1-BiomeHealth_110_S124"	"1"	1110	"8"	"Capsule 2"	"1270"	"1432"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G1-BC1-BiomeHealth_101_S115_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G1-BC1-BiomeHealth_101_S115_R2_001.fastq.gz"	"101"	"G1"	"BC1"	"BiomeHealth"	"S115"	"G1_1"	"G1-BC1-BiomeHealth_101_S115_R1_001.fastq.gz"	"G1-BC1-BiomeHealth_101_S115_R2_001.fastq.gz"	"G1-BC1-BiomeHealth_101_S115"	"1"	1101	"4"	"Capsule 4"	"1261"	"1423"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G21-BC1-BiomeHealth_111_S125_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G21-BC1-BiomeHealth_111_S125_R2_001.fastq.gz"	"111"	"G21"	"BC1"	"BiomeHealth"	"S125"	"G21_1"	"G21-BC1-BiomeHealth_111_S125_R1_001.fastq.gz"	"G21-BC1-BiomeHealth_111_S125_R2_001.fastq.gz"	"G21-BC1-BiomeHealth_111_S125"	"1"	1111	"6"	"Capsule 1"	"1271"	"1433"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G23-BC1-BiomeHealth_112_S126_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G23-BC1-BiomeHealth_112_S126_R2_001.fastq.gz"	"112"	"G23"	"BC1"	"BiomeHealth"	"S126"	"G23_1"	"G23-BC1-BiomeHealth_112_S126_R1_001.fastq.gz"	"G23-BC1-BiomeHealth_112_S126_R2_001.fastq.gz"	"G23-BC1-BiomeHealth_112_S126"	"1"	1112	"6"	"Capsule 1"	"1272"	"1434"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G3-BC1-BiomeHealth_102_S116_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G3-BC1-BiomeHealth_102_S116_R2_001.fastq.gz"	"102"	"G3"	"BC1"	"BiomeHealth"	"S116"	"G3_1"	"G3-BC1-BiomeHealth_102_S116_R1_001.fastq.gz"	"G3-BC1-BiomeHealth_102_S116_R2_001.fastq.gz"	"G3-BC1-BiomeHealth_102_S116"	"2"	1102	"2"	"Capsule 2"	"1262"	"1424"	"Capsule_2"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G5-BC1-BiomeHealth_103_S117_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G5-BC1-BiomeHealth_103_S117_R2_001.fastq.gz"	"103"	"G5"	"BC1"	"BiomeHealth"	"S117"	"G5_1"	"G5-BC1-BiomeHealth_103_S117_R1_001.fastq.gz"	"G5-BC1-BiomeHealth_103_S117_R2_001.fastq.gz"	"G5-BC1-BiomeHealth_103_S117"	"2"	1103	"3"	"Capsule 1"	"1263"	"1425"	"Capsule_2"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G7-BC1-BiomeHealth_104_S118_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G7-BC1-BiomeHealth_104_S118_R2_001.fastq.gz"	"104"	"G7"	"BC1"	"BiomeHealth"	"S118"	"G7_1"	"G7-BC1-BiomeHealth_104_S118_R1_001.fastq.gz"	"G7-BC1-BiomeHealth_104_S118_R2_001.fastq.gz"	"G7-BC1-BiomeHealth_104_S118"	"2"	1104	"3"	"Capsule 2"	"1264"	"1426"	"Capsule_2"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G9-BC1-BiomeHealth_105_S119_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/G9-BC1-BiomeHealth_105_S119_R2_001.fastq.gz"	"105"	"G9"	"BC1"	"BiomeHealth"	"S119"	"G9_1"	"G9-BC1-BiomeHealth_105_S119_R1_001.fastq.gz"	"G9-BC1-BiomeHealth_105_S119_R2_001.fastq.gz"	"G9-BC1-BiomeHealth_105_S119"	"2"	1105	"3"	"Capsule 3"	"1265"	"1427"	"Capsule_2"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/H15-BC2-BiomeHealth_165_S225_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/H15-BC2-BiomeHealth_165_S225_R2_001.fastq.gz"	"165"	"H15"	"BC2"	"BiomeHealth"	"S225"	"H15_1"	"H15-BC2-BiomeHealth_165_S225_R1_001.fastq.gz"	"H15-BC2-BiomeHealth_165_S225_R2_001.fastq.gz"	"H15-BC2-BiomeHealth_165_S225"	"4"	1165	"5"	"Capsule 2"	"1325"	"1487"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/H17-BC2-BiomeHealth_173_S226_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/H17-BC2-BiomeHealth_173_S226_R2_001.fastq.gz"	"173"	"H17"	"BC2"	"BiomeHealth"	"S226"	"H17_1"	"H17-BC2-BiomeHealth_173_S226_R1_001.fastq.gz"	"H17-BC2-BiomeHealth_173_S226_R2_001.fastq.gz"	"H17-BC2-BiomeHealth_173_S226"	"5"	1173	"3"	"Capsule 2"	"1333"	"1495"	"Capsule_5"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/H19-BC2-BiomeHealth_181_S227_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/H19-BC2-BiomeHealth_181_S227_R2_001.fastq.gz"	"181"	"H19"	"BC2"	"BiomeHealth"	"S227"	"H19_1"	"H19-BC2-BiomeHealth_181_S227_R1_001.fastq.gz"	"H19-BC2-BiomeHealth_181_S227_R2_001.fastq.gz"	"H19-BC2-BiomeHealth_181_S227"	"5"	1181	"5"	"Capsule 2"	"1341"	"1503"	"Capsule_5"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/H23-BC2-BiomeHealth_159_S229_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/H23-BC2-BiomeHealth_159_S229_R2_001.fastq.gz"	"159"	"H23"	"BC2"	"BiomeHealth"	"S229"	"H23_1"	"H23-BC2-BiomeHealth_159_S229_R1_001.fastq.gz"	"H23-BC2-BiomeHealth_159_S229_R2_001.fastq.gz"	"H23-BC2-BiomeHealth_159_S229"	"4"	1159	"3"	"Capsule 3"	"1319"	"1481"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I11-BC1-BiomeHealth_118_S132_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I11-BC1-BiomeHealth_118_S132_R2_001.fastq.gz"	"118"	"I11"	"BC1"	"BiomeHealth"	"S132"	"I11_1"	"I11-BC1-BiomeHealth_118_S132_R1_001.fastq.gz"	"I11-BC1-BiomeHealth_118_S132_R2_001.fastq.gz"	"I11-BC1-BiomeHealth_118_S132"	"1"	1118	"7"	"Capsule 3"	"1278"	"1440"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I13-BC1-BiomeHealth_119_S133_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I13-BC1-BiomeHealth_119_S133_R2_001.fastq.gz"	"119"	"I13"	"BC1"	"BiomeHealth"	"S133"	"I13_1"	"I13-BC1-BiomeHealth_119_S133_R1_001.fastq.gz"	"I13-BC1-BiomeHealth_119_S133_R2_001.fastq.gz"	"I13-BC1-BiomeHealth_119_S133"	"1"	1119	"4"	"Capsule 1"	"1279"	"1441"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I15-BC1-BiomeHealth_120_S134_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I15-BC1-BiomeHealth_120_S134_R2_001.fastq.gz"	"120"	"I15"	"BC1"	"BiomeHealth"	"S134"	"I15_1"	"I15-BC1-BiomeHealth_120_S134_R1_001.fastq.gz"	"I15-BC1-BiomeHealth_120_S134_R2_001.fastq.gz"	"I15-BC1-BiomeHealth_120_S134"	"1"	1120	"5"	"Capsule 1"	"1280"	"1442"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I17-BC1-BiomeHealth_121_S135_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I17-BC1-BiomeHealth_121_S135_R2_001.fastq.gz"	"121"	"I17"	"BC1"	"BiomeHealth"	"S135"	"I17_1"	"I17-BC1-BiomeHealth_121_S135_R1_001.fastq.gz"	"I17-BC1-BiomeHealth_121_S135_R2_001.fastq.gz"	"I17-BC1-BiomeHealth_121_S135"	"1"	1121	"5"	"Capsule 2"	"1281"	"1443"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I19-BC1-BiomeHealth_122_S136_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I19-BC1-BiomeHealth_122_S136_R2_001.fastq.gz"	"122"	"I19"	"BC1"	"BiomeHealth"	"S136"	"I19_1"	"I19-BC1-BiomeHealth_122_S136_R1_001.fastq.gz"	"I19-BC1-BiomeHealth_122_S136_R2_001.fastq.gz"	"I19-BC1-BiomeHealth_122_S136"	"1"	1122	"5"	"Capsule 3"	"1282"	"1444"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I1-BC1-BiomeHealth_113_S127_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I1-BC1-BiomeHealth_113_S127_R2_001.fastq.gz"	"113"	"I1"	"BC1"	"BiomeHealth"	"S127"	"I1_1"	"I1-BC1-BiomeHealth_113_S127_R1_001.fastq.gz"	"I1-BC1-BiomeHealth_113_S127_R2_001.fastq.gz"	"I1-BC1-BiomeHealth_113_S127"	"1"	1113	"6"	"Capsule 1"	"1273"	"1435"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I21-BC1-BiomeHealth_123_S137_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I21-BC1-BiomeHealth_123_S137_R2_001.fastq.gz"	"123"	"I21"	"BC1"	"BiomeHealth"	"S137"	"I21_1"	"I21-BC1-BiomeHealth_123_S137_R1_001.fastq.gz"	"I21-BC1-BiomeHealth_123_S137_R2_001.fastq.gz"	"I21-BC1-BiomeHealth_123_S137"	"1"	1123	"5"	"Capsule 4"	"1283"	"1445"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I23-BC1-BiomeHealth_124_S138_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I23-BC1-BiomeHealth_124_S138_R2_001.fastq.gz"	"124"	"I23"	"BC1"	"BiomeHealth"	"S138"	"I23_1"	"I23-BC1-BiomeHealth_124_S138_R1_001.fastq.gz"	"I23-BC1-BiomeHealth_124_S138_R2_001.fastq.gz"	"I23-BC1-BiomeHealth_124_S138"	"2"	1124	"4"	"Capsule 1"	"1284"	"1446"	"Capsule_2"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I3-BC1-BiomeHealth_114_S128_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I3-BC1-BiomeHealth_114_S128_R2_001.fastq.gz"	"114"	"I3"	"BC1"	"BiomeHealth"	"S128"	"I3_1"	"I3-BC1-BiomeHealth_114_S128_R1_001.fastq.gz"	"I3-BC1-BiomeHealth_114_S128_R2_001.fastq.gz"	"I3-BC1-BiomeHealth_114_S128"	"1"	1114	"6"	"Capsule 1"	"1274"	"1436"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I5-BC1-BiomeHealth_115_S129_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I5-BC1-BiomeHealth_115_S129_R2_001.fastq.gz"	"115"	"I5"	"BC1"	"BiomeHealth"	"S129"	"I5_1"	"I5-BC1-BiomeHealth_115_S129_R1_001.fastq.gz"	"I5-BC1-BiomeHealth_115_S129_R2_001.fastq.gz"	"I5-BC1-BiomeHealth_115_S129"	"1"	1115	"7"	"Capsule 3"	"1275"	"1437"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I7-BC1-BiomeHealth_116_S130_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I7-BC1-BiomeHealth_116_S130_R2_001.fastq.gz"	"116"	"I7"	"BC1"	"BiomeHealth"	"S130"	"I7_1"	"I7-BC1-BiomeHealth_116_S130_R1_001.fastq.gz"	"I7-BC1-BiomeHealth_116_S130_R2_001.fastq.gz"	"I7-BC1-BiomeHealth_116_S130"	"1"	1116	"7"	"Capsule 3"	"1276"	"1438"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I9-BC1-BiomeHealth_117_S131_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/I9-BC1-BiomeHealth_117_S131_R2_001.fastq.gz"	"117"	"I9"	"BC1"	"BiomeHealth"	"S131"	"I9_1"	"I9-BC1-BiomeHealth_117_S131_R1_001.fastq.gz"	"I9-BC1-BiomeHealth_117_S131_R2_001.fastq.gz"	"I9-BC1-BiomeHealth_117_S131"	"1"	1117	"7"	"Capsule 3"	"1277"	"1439"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/J15-BC2-BiomeHealth_166_S237_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/J15-BC2-BiomeHealth_166_S237_R2_001.fastq.gz"	"166"	"J15"	"BC2"	"BiomeHealth"	"S237"	"J15_1"	"J15-BC2-BiomeHealth_166_S237_R1_001.fastq.gz"	"J15-BC2-BiomeHealth_166_S237_R2_001.fastq.gz"	"J15-BC2-BiomeHealth_166_S237"	"4"	1166	"5"	"Capsule 3"	"1326"	"1488"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/J17-BC2-BiomeHealth_174_S238_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/J17-BC2-BiomeHealth_174_S238_R2_001.fastq.gz"	"174"	"J17"	"BC2"	"BiomeHealth"	"S238"	"J17_1"	"J17-BC2-BiomeHealth_174_S238_R1_001.fastq.gz"	"J17-BC2-BiomeHealth_174_S238_R2_001.fastq.gz"	"J17-BC2-BiomeHealth_174_S238"	"5"	1174	"3"	"Capsule 3"	"1334"	"1496"	"Capsule_5"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/J19-BC2-BiomeHealth_182_S239_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/J19-BC2-BiomeHealth_182_S239_R2_001.fastq.gz"	"182"	"J19"	"BC2"	"BiomeHealth"	"S239"	"J19_1"	"J19-BC2-BiomeHealth_182_S239_R1_001.fastq.gz"	"J19-BC2-BiomeHealth_182_S239_R2_001.fastq.gz"	"J19-BC2-BiomeHealth_182_S239"	"5"	1182	"5"	"Capsule 3"	"1342"	"1504"	"Capsule_5"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/J23-BC2-BiomeHealth_160_S241_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/J23-BC2-BiomeHealth_160_S241_R2_001.fastq.gz"	"160"	"J23"	"BC2"	"BiomeHealth"	"S241"	"J23_1"	"J23-BC2-BiomeHealth_160_S241_R1_001.fastq.gz"	"J23-BC2-BiomeHealth_160_S241_R2_001.fastq.gz"	"J23-BC2-BiomeHealth_160_S241"	"4"	1160	"3"	"Capsule 4"	"1320"	"1482"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K11-BC1-BiomeHealth_130_S144_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K11-BC1-BiomeHealth_130_S144_R2_001.fastq.gz"	"130"	"K11"	"BC1"	"BiomeHealth"	"S144"	"K11_1"	"K11-BC1-BiomeHealth_130_S144_R1_001.fastq.gz"	"K11-BC1-BiomeHealth_130_S144_R2_001.fastq.gz"	"K11-BC1-BiomeHealth_130_S144"	"2"	1130	"5"	"Capsule 4"	"1290"	"1452"	"Capsule_2"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K13-BC1-BiomeHealth_131_S145_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K13-BC1-BiomeHealth_131_S145_R2_001.fastq.gz"	"131"	"K13"	"BC1"	"BiomeHealth"	"S145"	"K13_1"	"K13-BC1-BiomeHealth_131_S145_R1_001.fastq.gz"	"K13-BC1-BiomeHealth_131_S145_R2_001.fastq.gz"	"K13-BC1-BiomeHealth_131_S145"	"1"	1131	"9"	"Capsule 4"	"1291"	"1453"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K15-BC1-BiomeHealth_132_S146_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K15-BC1-BiomeHealth_132_S146_R2_001.fastq.gz"	"132"	"K15"	"BC1"	"BiomeHealth"	"S146"	"K15_1"	"K15-BC1-BiomeHealth_132_S146_R1_001.fastq.gz"	"K15-BC1-BiomeHealth_132_S146_R2_001.fastq.gz"	"K15-BC1-BiomeHealth_132_S146"	"1"	1132	"9"	"Capsule 4"	"1292"	"1454"	"Capsule_1"
