# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_13_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_13/F15_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_13/F15_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_13/F15_2.bam	RPKG
2730_23	k141_146326	25216	27312	-	2097	0	0
2730_24	k141_146326	27331	30462	-	3132	0	0
2731_1	k141_233497	330	1157	-	828	0	0
2731_2	k141_233497	1157	1813	-	657	0	0
2731_3	k141_233497	1993	2751	-	759	0	0
2731_4	k141_233497	2765	3481	-	717	3	0.0036843
2731_5	k141_233497	3491	4108	-	618	5	0.00712417
2731_6	k141_233497	4164	4661	-	498	0	0
2731_7	k141_233497	4709	5032	-	324	0	0
2732_1	k141_175595	2	340	-	339	3	0.00779246
2732_2	k141_175595	670	1560	+	891	0	0
2733_1	k141_29616	126	1070	-	945	5	0.00465898
2733_2	k141_29616	1241	2443	+	1203	13	0.00951548
2733_3	k141_29616	2504	3901	-	1398	10	0.00629863
2733_4	k141_29616	4082	5839	-	1758	5	0.0025044
2733_5	k141_29616	6015	6920	-	906	7	0.00680335
2733_6	k141_29616	7008	7709	-	702	7	0.00878039
2733_7	k141_29616	7819	8760	-	942	1	0.000934764
2733_8	k141_29616	8780	10213	-	1434	15	0.00921075
2733_9	k141_29616	10216	11262	-	1047	2	0.00168204
2733_10	k141_29616	11294	12172	-	879	0	0
2734_1	k141_87688	3	491	-	489	2	0.00360142
2734_2	k141_87688	504	1142	-	639	6	0.00826806
2734_3	k141_87688	1118	1876	-	759	14	0.016242
2734_4	k141_87688	1893	2396	-	504	13	0.0227125
2734_5	k141_87688	2454	3026	-	573	6	0.0092204
2734_6	k141_87688	3457	4722	+	1266	8	0.00556428
2734_7	k141_87688	5389	6648	-	1260	232	0.162133
2734_8	k141_87688	7076	7648	+	573	165	0.253561
2734_9	k141_87688	7701	8204	+	504	69	0.120551
2734_10	k141_87688	8221	8982	+	762	90	0.104002
2734_11	k141_87688	8958	11342	+	2385	448	0.165403
2734_12	k141_87688	11339	12301	+	963	206	0.188362
2734_13	k141_87688	12387	13940	+	1554	104	0.0589299
2734_14	k141_87688	14104	14259	+	156	0	0
2735_1	k141_15133	1	990	+	990	56	0.0498088
2735_2	k141_15133	1154	1843	+	690	23	0.0293516
2735_3	k141_15133	1849	3930	+	2082	705	0.298168
2736_1	k141_276768	2	172	+	171	0	0
2736_2	k141_276768	183	980	+	798	15	0.0165517
2736_3	k141_276768	1002	1316	+	315	14	0.0391355
2737_1	k141_204578	1	474	+	474	14	0.0260077
2737_2	k141_204578	508	876	+	369	11	0.0262494
2737_3	k141_204578	1142	1429	-	288	9	0.0275171
2738_1	k141_44089	632	1015	+	384	5	0.0114655
2739_1	k141_261973	433	2373	+	1941	933	0.423262
2739_2	k141_261973	2342	3355	+	1014	247	0.214492
2740_1	k141_160740	305	1225	+	921	2	0.00191216
2740_2	k141_160740	1353	2213	+	861	0	0
2741_1	k141_132041	2	1798	+	1797	0	0
2741_2	k141_132041	1811	3397	+	1587	0	0
2741_3	k141_132041	3433	3531	+	99	0	0
2742_1	k141_102725	331	1068	+	738	5	0.00596577
2742_2	k141_102725	1166	2452	-	1287	16	0.010947
2742_3	k141_102725	2805	3779	+	975	10	0.00903126
2742_4	k141_102725	3881	5737	-	1857	12	0.00569013
2742_5	k141_102725	5776	6669	+	894	13	0.0128044
2742_6	k141_102725	6758	6961	-	204	0	0
2742_7	k141_102725	7011	8213	-	1203	4	0.00292784
2742_8	k141_102725	8361	8999	+	639	6	0.00826806
2742_9	k141_102725	9391	10767	+	1377	7	0.00447628
2742_10	k141_102725	10783	11424	+	642	0	0
2742_11	k141_102725	11567	12091	+	525	3	0.0050317
2742_12	k141_102725	12156	12659	+	504	0	0
2742_13	k141_102725	12674	13156	+	483	2	0.00364616
2742_14	k141_102725	13231	14007	+	777	9	0.0101994
2742_15	k141_102725	14092	14409	+	318	6	0.0166141
2742_16	k141_102725	14528	14866	-	339	1	0.00259749
2742_17	k141_102725	15083	15967	+	885	3	0.00298491
2742_18	k141_102725	15989	16435	+	447	1	0.00196991
2742_19	k141_102725	16392	19319	+	2928	32	0.00962347
2742_20	k141_102725	19561	20061	+	501	1	0.00175758
2742_21	k141_102725	20142	22388	+	2247	21	0.00822942
2742_22	k141_102725	22375	24189	+	1815	26	0.0126139
2742_23	k141_102725	24641	25591	-	951	3	0.00277775
2743_1	k141_87692	2	667	+	666	0	0
2743_2	k141_87692	790	1503	+	714	0	0
2743_3	k141_87692	1500	1781	+	282	0	0
2744_1	k141_160743	3	242	-	240	0	0
2744_2	k141_160743	257	1012	-	756	0	0
2745_1	k141_261974	2	211	-	210	0	0
2745_2	k141_261974	289	900	-	612	3	0.00431641
2745_3	k141_261974	986	1825	+	840	0	0
2746_1	k141_233507	2	106	-	105	0	0
2746_2	k141_233507	248	1189	+	942	0	0
2747_1	k141_15135	1	66	-	66	0	0
2747_2	k141_15135	164	766	+	603	24	0.0350467
2747_3	k141_15135	832	1191	+	360	5	0.0122298
2747_4	k141_15135	1397	1585	+	189	1	0.00465898
2747_5	k141_15135	1606	1695	+	90	0	0
2747_6	k141_15135	1782	2924	-	1143	224	0.172566
2748_1	k141_44094	2	913	-	912	0	0
2748_2	k141_44094	1134	1448	+	315	0	0
2748_3	k141_44094	1590	2018	-	429	0	0
2749_1	k141_204579	1	555	+	555	0	0
2749_2	k141_204579	636	2519	-	1884	0	0
2749_3	k141_204579	2735	3115	+	381	0	0
2749_4	k141_204579	3125	3880	+	756	0	0
2749_5	k141_204579	3916	4059	+	144	0	0
2750_1	k141_15137	3	1196	+	1194	2	0.00147495
2751_1	k141_189955	2	2287	+	2286	6	0.00231115
2751_2	k141_189955	2363	2542	+	180	0	0
2751_3	k141_189955	2630	3082	+	453	0	0
2751_4	k141_189955	3099	5678	+	2580	10	0.00341298
2751_5	k141_189955	5689	7980	+	2292	5	0.00192092
2751_6	k141_189955	7998	8747	+	750	2	0.00234813
2751_7	k141_189955	8751	10430	+	1680	13	0.00681376
2751_8	k141_189955	10533	10748	+	216	1	0.00407661
2751_9	k141_189955	10745	11089	+	345	0	0
2751_10	k141_189955	11089	12987	+	1899	5	0.00231845
2751_11	k141_189955	13001	14062	+	1062	2	0.00165828
2751_12	k141_189955	14070	16703	+	2634	1	0.000334301
2751_13	k141_189955	16720	17154	+	435	6	0.0121455
2751_14	k141_189955	17365	17775	+	411	0	0
2751_15	k141_189955	17788	18024	+	237	0	0
2751_16	k141_189955	18384	18857	+	474	1	0.0018577
2751_17	k141_189955	18864	19025	+	162	0	0
2751_18	k141_189955	19115	19609	+	495	0	0
2751_19	k141_189955	19626	20048	+	423	0	0
2751_20	k141_189955	20063	20608	+	546	0	0
2751_21	k141_189955	20608	20925	+	318	0	0
2751_22	k141_189955	20945	21469	-	525	0	0
2751_23	k141_189955	21641	21895	-	255	0	0
2751_24	k141_189955	21846	22304	-	459	0	0
2751_25	k141_189955	22304	22597	-	294	0	0
2751_26	k141_189955	22612	22866	-	255	0	0
2751_27	k141_189955	22866	23069	-	204	0	0
2752_1	k141_102727	3	1106	-	1104	51	0.0406775
2752_2	k141_102727	1204	2130	-	927	35	0.0332461
2752_3	k141_102727	2258	2710	-	453	16	0.031101
2753_1	k141_87694	2	670	+	669	3	0.00394865
2753_2	k141_87694	800	1504	+	705	1	0.001249
2753_3	k141_87694	1504	2871	+	1368	12	0.0077241
2754_1	k141_58775	1	411	+	411	8	0.0171396
2754_2	k141_58775	761	997	-	237	15	0.0557309
2754_3	k141_58775	1055	1147	-	93	0	0
2755_1	k141_276769	2	355	+	354	115	0.286054
2755_2	k141_276769	393	1289	-	897	445	0.436838
2755_3	k141_276769	1521	2831	+	1311	604	0.405683
2755_4	k141_276769	2865	4049	-	1185	674	0.500835
2755_5	k141_276769	4317	4469	-	153	113	0.650339
2755_6	k141_276769	4557	6053	+	1497	706	0.415275
2756_1	k141_233511	1	564	+	564	132	0.206086
2756_2	k141_233511	580	1881	+	1302	703	0.475442
2756_3	k141_233511	1897	2568	+	672	16	0.0209654
2756_4	k141_233511	2597	2740	-	144	0	0
2757_1	k141_204583	3	227	+	225	2	0.00782709
2757_2	k141_204583	356	1093	+	738	1	0.00119315
2758_1	k141_58776	218	391	-	174	0	0
2758_2	k141_58776	438	1547	-	1110	3	0.00237986
2759_1	k141_261980	56	232	+	177	7	0.0348239
2759_2	k141_261980	229	1314	+	1086	0	0
2759_3	k141_261980	1311	1892	+	582	0	0
2759_4	k141_261980	1889	2338	+	450	1	0.00195677
2759_5	k141_261980	2328	3206	+	879	4	0.00400704
2760_1	k141_102732	3	1061	-	1059	0	0
2761_1	k141_160758	24	746	+	723	6	0.00730745
2761_2	k141_160758	746	1132	+	387	6	0.0136519
2761_3	k141_160758	1132	1491	+	360	8	0.0195677
2761_4	k141_160758	1499	1786	+	288	4	0.0122298
2762_1	k141_15143	35	496	-	462	0	0
2762_2	k141_15143	493	1311	-	819	0	0
2763_1	k141_175614	3	587	+	585	7	0.0105365
2763_2	k141_175614	676	2277	-	1602	8	0.00439724
2764_1	k141_219063	56	823	+	768	17	0.0194913
2764_2	k141_219063	829	2382	+	1554	37	0.0209654
2764_3	k141_219063	2547	2633	+	87	0	0
2765_1	k141_44107	3	152	+	150	0	0
2765_2	k141_44107	229	558	-	330	1	0.00266833
2765_3	k141_44107	552	1133	-	582	0	0
2765_4	k141_44107	1316	1459	+	144	0	0
2766_1	k141_204586	3	758	-	756	172	0.200336
2766_2	k141_204586	768	1997	-	1230	145	0.103804
2767_1	k141_15145	2	1084	+	1083	0	0
2767_2	k141_15145	1111	1560	+	450	0	0
2768_1	k141_189968	224	589	+	366	1	0.00240587
2768_2	k141_189968	658	1020	-	363	2	0.0048515
2768_3	k141_189968	1201	1587	-	387	0	0
2769_1	k141_87704	3	116	+	114	0	0
2769_2	k141_87704	304	1296	-	993	0	0
2770_1	k141_276776	3	71	+	69	0	0
2770_2	k141_276776	77	808	+	732	22	0.0264646
2770_3	k141_276776	827	1717	-	891	6	0.00592962
2771_1	k141_219064	2	421	-	420	0	0
2771_2	k141_219064	431	1489	-	1059	0	0
2772_1	k141_58786	3	161	-	159	0	0
2772_2	k141_58786	190	801	-	612	59	0.0848894
2772_3	k141_58786	803	1102	-	300	0	0
2773_1	k141_233520	1	753	+	753	0	0
2773_2	k141_233520	1232	2749	+	1518	3	0.00174021
2773_3	k141_233520	2776	2895	+	120	0	0
2774_1	k141_146353	2	877	-	876	0	0
2775_1	k141_132055	3	794	+	792	0	0
2775_2	k141_132055	822	1862	+	1041	0	0
2775_3	k141_132055	2357	3355	+	999	1	0.000881429
2775_4	k141_132055	3362	3928	+	567	0	0
2775_5	k141_132055	4048	4470	+	423	0	0
2775_6	k141_132055	4528	4941	+	414	0	0
2775_7	k141_132055	4931	5971	+	1041	0	0
2776_1	k141_261983	363	1502	+	1140	0	0
2776_2	k141_261983	1502	1621	+	120	0	0
2776_3	k141_261983	1631	2386	+	756	0	0
2777_1	k141_204590	3	1346	+	1344	0	0
2777_2	k141_204590	1350	2000	+	651	0	0
2778_1	k141_87707	3	410	+	408	0	0
2778_2	k141_87707	426	1001	+	576	0	0
2778_3	k141_87707	1084	1314	-	231	0	0
2779_1	k141_160762	1	1842	+	1842	0	0
2779_2	k141_160762	2018	2896	+	879	0	0
2779_3	k141_160762	3189	3647	-	459	0	0
2780_1	k141_132057	3	227	+	225	0	0
2780_2	k141_132057	254	802	+	549	2	0.00320782
2780_3	k141_132057	1065	1142	+	78	0	0
2781_1	k141_189969	2	1018	+	1017	0	0
2781_2	k141_189969	1027	1668	+	642	0	0
2781_3	k141_189969	1665	2462	+	798	0	0
2781_4	k141_189969	2653	3639	+	987	0	0
2782_1	k141_233521	2	337	-	336	0	0
2782_2	k141_233521	499	1527	-	1029	1	0.000855732
2782_3	k141_233521	1566	2627	-	1062	0	0
2783_1	k141_276780	3	515	-	513	0	0
2783_2	k141_276780	585	2798	-	2214	0	0
2784_1	k141_261986	3	98	-	96	0	0
2784_2	k141_261986	111	911	-	801	16	0.017589
2784_3	k141_261986	967	1932	-	966	6	0.00546924
2785_1	k141_204592	1	780	-	780	0	0
2785_2	k141_204592	864	1793	-	930	0	0
2786_1	k141_175633	3	308	+	306	0	0
2786_2	k141_175633	455	742	+	288	0	0
2786_3	k141_175633	742	1023	+	282	0	0
2787_1	k141_29626	3	617	-	615	0	0
2787_2	k141_29626	672	1172	-	501	3	0.00527274
2787_3	k141_29626	1202	3181	-	1980	0	0
2787_4	k141_29626	3240	5216	-	1977	0	0
2787_5	k141_29626	5647	6108	+	462	0	0
2787_6	k141_29626	6141	6638	+	498	0	0
2787_7	k141_29626	6830	7222	-	393	0	0
2787_8	k141_29626	7249	8520	-	1272	0	0
2787_9	k141_29626	8821	10200	-	1380	3	0.00191423
2788_1	k141_102736	3	95	+	93	0	0
2788_2	k141_102736	1269	3821	+	2553	31	0.0106921
2788_3	k141_102736	3837	4988	+	1152	1	0.000764365
2788_4	k141_102736	5009	5665	-	657	1	0.00134026
2788_5	k141_102736	5851	5958	+	108	0	0
2789_1	k141_276781	2	427	+	426	0	0
2789_2	k141_276781	424	810	+	387	0	0
2789_3	k141_276781	816	1805	+	990	0	0
2790_1	k141_146363	1	141	+	141	0	0
2790_2	k141_146363	153	596	+	444	0	0
2790_3	k141_146363	612	872	+	261	0	0
2790_4	k141_146363	1051	2709	+	1659	0	0
2791_1	k141_132067	2	1201	+	1200	318	0.233345
2792_1	k141_29627	1	1134	-	1134	0	0
2792_2	k141_29627	1330	1776	-	447	0	0
2793_1	k141_276782	2	904	-	903	54	0.0526574
2793_2	k141_276782	1025	1231	-	207	1	0.00425385
2794_1	k141_117075	1	567	-	567	0	0
2794_2	k141_117075	768	1895	-	1128	0	0
2794_3	k141_117075	2012	2725	+	714	0	0
2794_4	k141_117075	3656	7621	+	3966	0	0
2794_5	k141_117075	8191	8682	-	492	0	0
2794_6	k141_117075	8685	9137	-	453	0	0
2794_7	k141_117075	9219	10499	-	1281	0	0
2794_8	k141_117075	10506	10895	-	390	0	0
2794_9	k141_117075	10989	12740	-	1752	0	0
2794_10	k141_117075	12894	13829	-	936	0	0
2794_11	k141_117075	13926	14645	-	720	0	0
2794_12	k141_117075	14630	15802	-	1173	0	0
2794_13	k141_117075	17958	18707	-	750	0	0
2794_14	k141_117075	18763	20655	-	1893	0	0
2794_15	k141_117075	20674	23832	-	3159	0	0
2794_16	k141_117075	23836	23964	-	129	0	0
2794_17	k141_117075	24224	28192	-	3969	0	0
2794_18	k141_117075	28265	30313	-	2049	0	0
2794_19	k141_117075	30544	30786	+	243	0	0
2794_20	k141_117075	30943	32070	-	1128	0	0
2794_21	k141_117075	32248	33534	+	1287	5	0.00342093
2795_1	k141_132070	124	1170	-	1047	0	0
2796_1	k141_87711	1	552	+	552	0	0
2796_2	k141_87711	552	962	+	411	0	0
2796_3	k141_87711	975	1529	+	555	2	0.00317315
2796_4	k141_87711	1544	1816	+	273	5	0.0161273
2796_5	k141_87711	1813	3222	+	1410	16	0.00999203
2796_6	k141_87711	3223	3873	+	651	2	0.00270522
2796_7	k141_87711	3889	4311	+	423	5	0.0104084
2797_1	k141_219069	29	151	-	123	2	0.0143179
2797_2	k141_219069	283	1182	+	900	49	0.0479409
2797_3	k141_219069	1417	2301	-	885	34	0.033829
2797_4	k141_219069	2401	3342	+	942	19	0.0177605
2797_5	k141_219069	3595	4428	+	834	14	0.0147814
2797_6	k141_219069	4546	5946	+	1401	43	0.0270261
2798_1	k141_175636	1	159	-	159	0	0
2798_2	k141_175636	544	864	-	321	2	0.00548628
2798_3	k141_175636	884	1516	-	633	4	0.00556428
2798_4	k141_175636	1522	1941	-	420	0	0
2798_5	k141_175636	1938	2855	-	918	24	0.0230209
2798_6	k141_175636	3076	3246	-	171	0	0
2799_1	k141_29631	2	136	-	135	0	0
2799_2	k141_29631	123	959	-	837	0	0
2800_1	k141_58791	325	495	-	171	71	0.365608
2800_2	k141_58791	719	1009	-	291	192	0.58098
2800_3	k141_58791	1534	2418	-	885	336	0.33431
2800_4	k141_58791	2575	3090	+	516	145	0.247441
2800_5	k141_58791	3098	3934	+	837	321	0.337701
2800_6	k141_58791	4022	4171	-	150	53	0.311127
2800_7	k141_58791	4573	5007	+	435	234	0.473674
2800_8	k141_58791	5053	5769	+	717	220	0.270182
2800_9	k141_58791	5854	6063	+	210	36	0.150951
2801_1	k141_261988	1	969	-	969	54	0.0490708
2801_2	k141_261988	991	1836	-	846	28	0.0291434
2801_3	k141_261988	2247	2486	+	240	5	0.0183447
2801_4	k141_261988	3072	3557	-	486	17	0.0308011
2802_1	k141_160779	39	665	-	627	0	0
2802_2	k141_160779	662	1201	-	540	0	0
2802_3	k141_160779	1201	1668	-	468	0	0
2802_4	k141_160779	1687	2367	-	681	0	0
2803_1	k141_261989	251	1060	-	810	1197	1.30125
2804_1	k141_102752	2	895	+	894	6	0.00590972
2804_2	k141_102752	892	1470	-	579	0	0
2805_1	k141_175639	1	630	+	630	0	0
2805_2	k141_175639	652	2202	+	1551	0	0
2805_3	k141_175639	2265	2714	+	450	0	0
2806_1	k141_117078	890	2890	+	2001	0	0
2806_2	k141_117078	3015	3689	-	675	0	0
2807_1	k141_160786	3	347	-	345	10	0.0255231
2807_2	k141_160786	389	1030	-	642	61	0.0836658
2808_1	k141_29635	2	367	+	366	0	0
2808_2	k141_29635	428	1072	+	645	0	0
2808_3	k141_29635	1077	1841	+	765	0	0
2808_4	k141_29635	1867	2115	+	249	0	0
2808_5	k141_29635	2128	2346	+	219	0	0
2809_1	k141_73360	921	1337	-	417	5	0.0105581
2809_2	k141_73360	1444	1962	-	519	2	0.00339325
2809_3	k141_73360	2181	3377	+	1197	9	0.00662066
2809_4	k141_73360	3367	4167	+	801	1	0.00109931
2809_5	k141_73360	4356	5723	-	1368	6	0.00386205
2809_6	k141_73360	5720	9037	-	3318	43	0.0114116
2809_7	k141_73360	9137	9718	-	582	22	0.0332853
2809_8	k141_73360	9882	10832	-	951	9	0.00833326
2809_9	k141_73360	10989	12077	-	1089	5	0.00404292
2809_10	k141_73360	12207	12386	-	180	2	0.00978387
2809_11	k141_73360	12414	12647	-	234	2	0.00752605
2809_12	k141_73360	12861	14747	-	1887	16	0.00746623
2809_13	k141_73360	15161	16513	-	1353	5	0.00325406
2809_14	k141_73360	16630	17919	-	1290	10	0.00682595
2809_15	k141_73360	17929	19383	-	1455	9	0.00544669
2809_16	k141_73360	19420	21213	-	1794	16	0.00785327
2809_17	k141_73360	21563	22018	+	456	4	0.0077241
2809_18	k141_73360	22142	22588	-	447	5	0.00984953
2809_19	k141_73360	22670	23491	-	822	2	0.00214245
2809_20	k141_73360	23534	23809	-	276	0	0
2809_21	k141_73360	23940	25625	-	1686	14	0.00731179
2809_22	k141_73360	25622	27124	-	1503	23	0.0134748
2809_23	k141_73360	27292	28011	-	720	20	0.0244597
2809_24	k141_73360	28001	28879	-	879	2	0.00200352
2809_25	k141_73360	29039	30589	-	1551	14	0.00794821
2809_26	k141_73360	30612	31034	-	423	7	0.0145717
2809_27	k141_73360	31288	32034	+	747	11	0.0129666
2810_1	k141_146377	2	955	-	954	0	0
2810_2	k141_146377	1028	1582	-	555	0	0
2811_1	k141_219084	3	194	+	192	0	0
2811_2	k141_219084	620	1018	-	399	0	0
2811_3	k141_219084	1057	1491	-	435	0	0
2812_1	k141_643	1	81	+	81	10	0.10871
2812_2	k141_643	104	523	+	420	49	0.102731
2812_3	k141_643	600	1574	+	975	3	0.00270938
2812_4	k141_643	1603	2070	+	468	7	0.0131706
2812_5	k141_643	2120	3094	-	975	0	0
2812_6	k141_643	3162	5024	-	1863	23	0.010871
2812_7	k141_643	5041	5940	-	900	3	0.00293516
2812_8	k141_643	5941	6183	-	243	0	0
2812_9	k141_643	6486	7934	+	1449	19	0.0115462
2812_10	k141_643	8001	8594	-	594	6	0.00889442
2812_11	k141_643	8557	9468	-	912	2	0.00193103
2812_12	k141_643	9667	10158	+	492	2	0.00357946
2812_13	k141_643	10303	11592	-	1290	25	0.0170649
2812_14	k141_643	11749	12927	-	1179	0	0
2812_15	k141_643	13373	14401	-	1029	2	0.00171146
2812_16	k141_643	14398	15762	-	1365	5	0.00322545
2812_17	k141_643	15773	16591	-	819	0	0
2812_18	k141_643	16658	18361	-	1704	0	0
2812_19	k141_643	18372	18692	-	321	0	0
2812_20	k141_643	18689	20383	-	1695	7	0.00363648
2812_21	k141_643	20380	21201	-	822	2	0.00214245
2812_22	k141_643	21354	22112	+	759	1	0.00116014
2812_23	k141_643	22164	23051	-	888	26	0.0257818
2812_24	k141_643	23063	23392	-	330	0	0
2812_25	k141_643	23392	24003	-	612	20	0.0287761
2812_26	k141_643	23993	25984	-	1992	40	0.0176817
2812_27	k141_643	26004	26504	-	501	13	0.0228485
2813_1	k141_117084	1	888	-	888	0	0
2813_2	k141_117084	952	1014	+	63	0	0
2814_1	k141_189976	3	353	-	351	0	0
2814_2	k141_189976	378	1478	-	1101	0	0
2814_3	k141_189976	1729	2241	-	513	0	0
2814_4	k141_189976	2256	3314	-	1059	0	0
2814_5	k141_189976	3336	4262	-	927	0	0
2814_6	k141_189976	4353	5312	-	960	0	0
2814_7	k141_189976	5344	6861	-	1518	0	0
2814_8	k141_189976	6889	7953	-	1065	0	0
2814_9	k141_189976	8340	9122	+	783	0	0
2815_1	k141_44119	1	552	+	552	26	0.0414751
2815_2	k141_44119	593	1129	+	537	30	0.0491926
2815_3	k141_44119	1139	2023	+	885	20	0.0198994
2815_4	k141_44119	2139	2435	-	297	82	0.243114
2815_5	k141_44119	2811	3464	+	654	321	0.432196
2815_6	k141_44119	3509	4570	-	1062	209	0.173291
2815_7	k141_44119	4554	5315	-	762	192	0.22187
2815_8	k141_44119	5325	7769	-	2445	508	0.182952
2815_9	k141_44119	7846	8406	-	561	86	0.134986
2815_10	k141_44119	8673	9446	-	774	204	0.232082
2815_11	k141_44119	9577	10365	+	789	270	0.301328
2816_1	k141_276785	2	466	+	465	3	0.00568095
2816_2	k141_276785	516	1982	+	1467	2	0.00120047
2816_3	k141_276785	2127	3431	+	1305	6	0.0040485
2816_4	k141_276785	3439	3555	+	117	0	0
2816_5	k141_276785	3680	4342	+	663	0	0
2816_6	k141_276785	5126	5548	+	423	3	0.00624502
2817_1	k141_29638	1	1677	+	1677	1444	0.758206
2818_1	k141_204601	2	415	+	414	6	0.0127616
2818_2	k141_204601	412	714	-	303	0	0
2818_3	k141_204601	968	1171	+	204	0	0
2818_4	k141_204601	1203	2300	-	1098	31	0.0248606
2818_5	k141_204601	2400	3083	+	684	35	0.0450573
2818_6	k141_204601	3253	4452	+	1200	16	0.0117406
2818_7	k141_204601	4754	5014	+	261	11	0.0371112
2818_8	k141_204601	5119	6534	+	1416	32	0.0198994
2818_9	k141_204601	6626	6943	+	318	7	0.0193831
2818_10	k141_204601	7011	7820	-	810	24	0.0260903
2819_1	k141_73365	1	249	+	249	1	0.00353634
2819_2	k141_73365	297	965	-	669	36	0.0473837
2819_3	k141_73365	1227	1823	-	597	16	0.0235993
2819_4	k141_73365	1820	1951	-	132	0	0
2820_1	k141_160792	3	311	+	309	0	0
2820_2	k141_160792	326	1279	+	954	0	0
2821_1	k141_261992	2	247	+	246	0	0
2821_2	k141_261992	267	1142	+	876	0	0
2821_3	k141_261992	1224	1322	+	99	0	0
2821_4	k141_261992	1600	2568	+	969	0	0
2821_5	k141_261992	2569	3048	+	480	0	0
2821_6	k141_261992	3078	3653	+	576	0	0
2822_1	k141_102764	1	360	+	360	816	1.99591
2822_2	k141_102764	481	1713	+	1233	3334	2.38098
2823_1	k141_146379	2	256	+	255	11	0.0379844
2823_2	k141_146379	270	917	+	648	55	0.0747379
2823_3	k141_146379	985	2175	-	1191	33	0.0243981
2823_4	k141_146379	2362	3441	-	1080	33	0.0269056
2824_1	k141_261993	2	1174	+	1173	7	0.00525476
2825_1	k141_44121	2	148	-	147	0	0
2825_2	k141_44121	631	918	-	288	0	0
2825_3	k141_44121	1031	1288	-	258	0	0
2826_1	k141_117090	3	1091	+	1089	0	0
2827_1	k141_58795	1	1353	+	1353	459	0.298722
2827_2	k141_58795	1350	2876	+	1527	193	0.111294
2827_3	k141_58795	2975	4357	+	1383	430	0.273778
2827_4	k141_58795	4871	5347	-	477	4	0.00738405
2827_5	k141_58795	5418	6635	-	1218	9	0.00650651
2828_1	k141_276787	2	1375	+	1374	0	0
2828_2	k141_276787	1377	2609	+	1233	0	0
2829_1	k141_160793	1	1518	+	1518	60	0.0348043
2829_2	k141_160793	1508	2494	+	987	85	0.0758324
2830_1	k141_648	394	1653	+	1260	0	0
2830_2	k141_648	1646	2572	+	927	0	0
2830_3	k141_648	2641	2793	-	153	0	0
2831_1	k141_219085	2	343	+	342	125	0.321838
2831_2	k141_219085	654	1067	+	414	13	0.0276501
2831_3	k141_219085	1109	1387	+	279	0	0
2831_4	k141_219085	1467	2723	-	1257	14	0.00980722
2831_5	k141_219085	2897	3538	-	642	8	0.0109726
2831_6	k141_219085	3549	4379	-	831	72	0.076293
2832_1	k141_29642	3	809	-	807	697	0.760523
2832_2	k141_29642	809	1606	-	798	946	1.04386
2832_3	k141_29642	1658	1993	-	336	621	1.62744
2833_1	k141_261997	56	754	+	699	0	0
2833_2	k141_261997	741	1022	+	282	0	0
2834_1	k141_276788	1	384	-	384	0	0
2834_2	k141_276788	441	623	-	183	0	0
2834_3	k141_276788	677	1753	-	1077	0	0
2835_1	k141_204610	1	123	-	123	17	0.121702
2835_2	k141_204610	175	993	-	819	503	0.540801
2835_3	k141_204610	1058	1162	-	105	20	0.167723
2836_1	k141_649	1	243	-	243	41	0.14857
2836_2	k141_649	322	1389	-	1068	41	0.0338038
2836_3	k141_649	1382	1708	-	327	2	0.00538561
2837_1	k141_117091	1	144	+	144	4	0.0244597
2837_2	k141_117091	175	1059	-	885	83	0.0825825
2837_3	k141_117091	1129	2529	-	1401	146	0.091763
2838_1	k141_44129	2	1048	-	1047	0	0
2838_2	k141_44129	1352	1624	+	273	0	0
2839_1	k141_146386	1	309	-	309	0	0
2839_2	k141_146386	311	1420	-	1110	0	0
2839_3	k141_146386	1452	1580	-	129	0	0
2840_1	k141_189978	236	1660	-	1425	4	0.00247171
2840_2	k141_189978	1754	3655	-	1902	0	0
2840_3	k141_189978	3808	4917	-	1110	1	0.000793286
2840_4	k141_189978	5018	5161	-	144	0	0
2841_1	k141_29644	1	1833	+	1833	0	0
2842_1	k141_233528	3	530	-	528	0	0
2842_2	k141_233528	671	2329	+	1659	0	0
2842_3	k141_233528	2380	2889	-	510	0	0
2842_4	k141_233528	3155	4534	+	1380	0	0
2842_5	k141_233528	4541	5176	-	636	0	0
2842_6	k141_233528	5247	7517	+	2271	3	0.00116321
2842_7	k141_233528	7532	8287	+	756	0	0
2842_8	k141_233528	8304	10028	-	1725	0	0
2842_9	k141_233528	10277	12178	-	1902	0	0
2842_10	k141_233528	12189	13796	-	1608	1	0.000547604
2842_11	k141_233528	14217	15113	+	897	0	0
2843_1	k141_219089	136	1101	+	966	17	0.0154962
2843_2	k141_219089	1098	1805	-	708	7	0.00870598
2843_3	k141_219089	1992	2240	+	249	4	0.0141453
2844_1	k141_102767	219	563	-	345	76	0.193976
2844_2	k141_102767	654	1484	-	831	220	0.233117
2844_3	k141_102767	1499	2410	-	912	206	0.198896
2844_4	k141_102767	2459	3703	-	1245	231	0.163379
