# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_13_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_13/F3_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_13/F3_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_13/F3_2.bam	RPKG
14428_8	k141_193016	4233	4556	-	324	6	0.0195414
14428_9	k141_193016	4795	6207	+	1413	65	0.0485423
14428_10	k141_193016	6355	8976	-	2622	99	0.039843
14428_11	k141_193016	9346	10149	-	804	19	0.0249372
14428_12	k141_193016	10213	10329	+	117	1	0.00901911
14428_13	k141_193016	10463	11434	+	972	29	0.0314834
14428_14	k141_193016	11544	12692	+	1149	31	0.0284702
14428_15	k141_193016	12689	13381	+	693	19	0.0289314
14428_16	k141_193016	13444	14592	+	1149	31	0.0284702
14428_17	k141_193016	14746	16443	+	1698	44	0.0273441
14428_18	k141_193016	16490	16684	+	195	0	0
14428_19	k141_193016	16872	19247	+	2376	57	0.025315
14428_20	k141_193016	19367	20248	+	882	19	0.0227318
14428_21	k141_193016	20443	21075	+	633	21	0.0350078
14428_22	k141_193016	21068	22363	+	1296	26	0.0211698
14428_23	k141_193016	22416	23777	+	1362	18	0.0139458
14428_24	k141_193016	23918	24667	-	750	26	0.0365815
14428_25	k141_193016	24852	25565	+	714	32	0.0472935
14428_26	k141_193016	26222	26536	+	315	19	0.0636491
14428_27	k141_193016	26963	27268	-	306	14	0.0482787
14428_28	k141_193016	27372	27971	-	600	25	0.0439681
14428_29	k141_193016	28103	29191	-	1089	26	0.0251939
14428_30	k141_193016	29188	30873	-	1686	32	0.0200282
14428_31	k141_193016	31227	31391	-	165	5	0.0319768
14428_32	k141_193016	31616	32341	+	726	16	0.0232559
14428_33	k141_193016	32359	33066	+	708	15	0.0223567
14428_34	k141_193016	33150	36806	+	3657	63	0.0181788
14428_35	k141_193016	36803	40384	+	3582	63	0.0185594
14428_36	k141_193016	40371	42137	+	1767	50	0.0298595
14428_37	k141_193016	42103	43623	+	1521	29	0.0201195
14428_38	k141_193016	43616	46261	+	2646	23	0.00917249
14428_39	k141_193016	46304	48514	+	2211	19	0.00906806
14428_40	k141_193016	48550	49194	+	645	8	0.0130882
14428_41	k141_193016	49566	50927	-	1362	10	0.00774769
14428_42	k141_193016	51106	51501	+	396	2	0.00532947
14428_43	k141_193016	51783	52442	+	660	19	0.030378
14428_44	k141_193016	52460	52939	+	480	3	0.00659522
14428_45	k141_193016	52993	53358	+	366	0	0
14429_1	k141_279494	3	1061	-	1059	0	0
14429_2	k141_279494	1165	1800	-	636	0	0
14429_3	k141_279494	1816	2025	-	210	0	0
14430_1	k141_264545	17	409	-	393	0	0
14430_2	k141_264545	571	2016	+	1446	7	0.00510833
14430_3	k141_264545	2052	2936	-	885	2	0.00238471
14430_4	k141_264545	2998	3321	+	324	0	0
14430_5	k141_264545	3370	4167	+	798	0	0
14430_6	k141_264545	4345	5610	+	1266	0	0
14430_7	k141_264545	5672	6592	+	921	6	0.0068745
14430_8	k141_264545	6592	7218	+	627	0	0
14430_9	k141_264545	7388	8356	-	969	5	0.00544497
14430_10	k141_264545	8565	9224	+	660	5	0.00799421
14430_11	k141_264545	9324	11066	-	1743	0	0
14430_12	k141_264545	11071	11256	-	186	0	0
14430_13	k141_264545	11298	13409	-	2112	3	0.00149891
14430_14	k141_264545	13700	15109	+	1410	1	0.000748394
14430_15	k141_264545	15279	15884	+	606	3	0.00522394
14430_16	k141_264545	15885	16079	+	195	0	0
14431_1	k141_135244	253	1632	+	1380	0	0
14431_2	k141_135244	1676	1813	-	138	0	0
14432_1	k141_32145	2	181	+	180	0	0
14432_2	k141_32145	734	2179	-	1446	7	0.00510833
14432_3	k141_32145	2373	4160	-	1788	22	0.0129839
14432_4	k141_32145	4220	4978	-	759	18	0.0250253
14432_5	k141_32145	5107	5649	+	543	0	0
14432_6	k141_32145	5884	6510	-	627	3	0.00504897
14432_7	k141_32145	6515	7270	-	756	0	0
14432_8	k141_32145	7282	8199	-	918	6	0.00689696
14432_9	k141_32145	8196	8855	-	660	2	0.00319768
14432_10	k141_32145	8912	10408	-	1497	13	0.0091637
14432_11	k141_32145	10431	11534	-	1104	11	0.0105141
14432_12	k141_32145	11551	13185	-	1635	28	0.0180713
14432_13	k141_32145	13666	14337	+	672	2	0.00314058
14432_14	k141_32145	14350	15219	+	870	17	0.0206195
14432_15	k141_32145	15942	16511	-	570	7	0.012959
14432_16	k141_32145	16647	17438	-	792	15	0.0199855
14432_17	k141_32145	17686	18258	-	573	9	0.0165744
14432_18	k141_32145	18260	18424	-	165	2	0.0127907
14432_19	k141_32145	18640	18807	-	168	4	0.0251247
14432_20	k141_32145	19619	20221	-	603	13	0.0227497
14432_21	k141_32145	20218	21312	-	1095	7	0.0067458
14432_22	k141_32145	21305	22042	-	738	10	0.0142986
14432_23	k141_32145	22039	22920	-	882	11	0.0131605
14432_24	k141_32145	22913	23092	-	180	0	0
14432_25	k141_32145	23103	23312	-	210	0	0
14432_26	k141_32145	23464	24402	-	939	18	0.0202282
14432_27	k141_32145	24545	24994	-	450	13	0.0304846
14432_28	k141_32145	25118	25321	-	204	5	0.0258636
14432_29	k141_32145	25453	25569	+	117	2	0.0180382
14432_30	k141_32145	25626	26219	+	594	3	0.00532947
14432_31	k141_32145	26336	26896	+	561	7	0.0131669
14432_32	k141_32145	26981	27544	-	564	5	0.00935492
14432_33	k141_32145	27531	27977	-	447	3	0.00708212
14432_34	k141_32145	27992	28300	-	309	0	0
14432_35	k141_32145	28325	28714	-	390	12	0.0324688
14432_36	k141_32145	28844	29257	-	414	17	0.0433309
14432_37	k141_32145	29269	29550	-	282	6	0.0224518
14432_38	k141_32145	29905	31134	-	1230	10	0.00857915
14432_39	k141_32145	31112	33445	-	2334	16	0.00723383
14432_40	k141_32145	33819	34694	-	876	2	0.00240921
14432_41	k141_32145	34823	35227	-	405	4	0.0104221
14432_42	k141_32145	35227	35511	-	285	0	0
14432_43	k141_32145	35651	36310	-	660	11	0.0175873
14432_44	k141_32145	36313	36585	-	273	1	0.00386533
14432_45	k141_32145	36656	37333	-	678	9	0.0140076
14432_46	k141_32145	37470	38135	-	666	8	0.0126755
14432_47	k141_32145	38148	38642	-	495	5	0.0106589
14432_48	k141_32145	38726	40726	-	2001	38	0.0200395
14432_49	k141_32145	40857	41486	-	630	3	0.00502493
14432_50	k141_32145	41631	42605	-	975	3	0.00324688
14432_51	k141_32145	42595	43275	-	681	0	0
14432_52	k141_32145	43827	44306	+	480	0	0
14432_53	k141_32145	44306	44398	+	93	0	0
14432_54	k141_32145	44395	44865	+	471	0	0
14432_55	k141_32145	44973	45575	+	603	2	0.00349995
14432_56	k141_32145	45703	46911	+	1209	56	0.0488777
14433_1	k141_163649	1	444	-	444	55	0.130716
14433_2	k141_163649	835	1227	+	393	171	0.459148
14433_3	k141_163649	1214	1543	+	330	114	0.364536
14433_4	k141_163649	1549	2370	-	822	327	0.419783
14433_5	k141_163649	2649	2954	-	306	132	0.4552
14433_6	k141_163649	3104	4591	-	1488	587	0.416279
14433_7	k141_163649	4856	5446	+	591	358	0.639212
14433_8	k141_163649	5520	6773	-	1254	506	0.425797
14433_9	k141_163649	6895	7800	+	906	399	0.464723
14433_10	k141_163649	7922	9142	+	1221	443	0.382858
14433_11	k141_163649	9274	9969	+	696	296	0.448778
14433_12	k141_163649	9904	11214	-	1311	439	0.353355
14433_13	k141_163649	11446	13110	+	1665	664	0.420827
14433_14	k141_163649	13107	13574	+	468	151	0.340471
14433_15	k141_163649	13662	14810	-	1149	423	0.388481
14433_16	k141_163649	14810	15457	-	648	200	0.32569
14433_17	k141_163649	15466	16365	-	900	384	0.450234
14433_18	k141_163649	16384	17094	-	711	248	0.368071
14433_19	k141_163649	17345	18094	-	750	292	0.410838
14433_20	k141_163649	18241	19425	-	1185	389	0.346402
14433_21	k141_163649	19483	20541	-	1059	394	0.392599
14433_22	k141_163649	20725	21609	+	885	382	0.45548
14433_23	k141_163649	21695	22372	+	678	316	0.491821
14433_24	k141_163649	22411	22725	+	315	115	0.385245
14433_25	k141_163649	22840	23151	-	312	152	0.514089
14433_26	k141_163649	23261	23875	-	615	147	0.252227
14433_27	k141_163649	23920	24774	-	855	315	0.388771
14433_28	k141_163649	24776	25225	-	450	113	0.264981
14434_1	k141_47138	1	1446	+	1446	0	0
14434_2	k141_47138	1611	2354	-	744	0	0
14435_1	k141_193017	218	1249	-	1032	20	0.0204503
14435_2	k141_193017	1299	2141	-	843	22	0.0275388
14435_3	k141_193017	2144	2812	-	669	13	0.0205053
14436_1	k141_250708	2	601	-	600	0	0
14436_2	k141_250708	881	1444	+	564	0	0
14437_1	k141_178409	2	1567	+	1566	2	0.00134768
14437_2	k141_178409	1672	2955	+	1284	6	0.00493101
14437_3	k141_178409	3012	3653	+	642	1	0.00164367
14437_4	k141_178409	3738	4631	+	894	3	0.00354106
14437_5	k141_178409	4690	6354	-	1665	1	0.000633775
14438_1	k141_163651	2	292	-	291	0	0
14438_2	k141_163651	729	956	-	228	0	0
14439_1	k141_279499	3	998	+	996	5	0.00529737
14439_2	k141_279499	1097	2203	+	1107	3	0.00285972
14439_3	k141_279499	2264	2701	-	438	0	0
14440_1	k141_75931	1	204	-	204	0	0
14440_2	k141_75931	330	1373	-	1044	6	0.00606457
14440_3	k141_75931	1375	2697	-	1323	1	0.000797608
14440_4	k141_75931	2908	4020	-	1113	0	0
14440_5	k141_75931	4022	5200	-	1179	0	0
14440_6	k141_75931	5197	6381	-	1185	0	0
14440_7	k141_75931	6390	7406	-	1017	0	0
14440_8	k141_75931	7434	8201	-	768	0	0
14440_9	k141_75931	8202	8996	-	795	0	0
14440_10	k141_75931	8993	9505	-	513	0	0
14440_11	k141_75931	9813	10049	+	237	0	0
14440_12	k141_75931	10279	10764	+	486	1	0.00217127
14440_13	k141_75931	10864	12621	-	1758	0	0
14440_14	k141_75931	13489	14232	-	744	0	0
14440_15	k141_75931	14285	14749	-	465	0	0
14440_16	k141_75931	14755	15954	-	1200	0	0
14440_17	k141_75931	16156	16437	-	282	0	0
14440_18	k141_75931	16651	18963	+	2313	0	0
14440_19	k141_75931	19074	19619	-	546	0	0
14440_20	k141_75931	19616	20071	-	456	0	0
14440_21	k141_75931	20189	20590	-	402	0	0
14440_22	k141_75931	20581	21225	-	645	0	0
14441_1	k141_61566	366	1622	+	1257	4	0.00335795
14441_2	k141_61566	1656	5741	+	4086	0	0
14441_3	k141_61566	5752	6294	+	543	0	0
14441_4	k141_61566	6308	6877	+	570	0	0
14441_5	k141_61566	6885	7427	-	543	0	0
14441_6	k141_61566	7418	8716	-	1299	0	0
14441_7	k141_61566	8703	9116	-	414	0	0
14441_8	k141_61566	9192	10205	-	1014	0	0
14441_9	k141_61566	10205	11245	-	1041	0	0
14441_10	k141_61566	11242	12378	-	1137	0	0
14441_11	k141_61566	12384	13490	-	1107	0	0
14441_12	k141_61566	13503	15542	-	2040	0	0
14441_13	k141_61566	15539	15805	-	267	0	0
14441_14	k141_61566	16205	16675	+	471	0	0
14442_1	k141_236262	72	2345	-	2274	133	0.0617178
14442_2	k141_236262	2590	3975	-	1386	87	0.0662377
14442_3	k141_236262	4048	6375	-	2328	111	0.0503141
14442_4	k141_236262	6463	6966	-	504	31	0.0649054
14442_5	k141_236262	6950	7471	-	522	18	0.0363874
14443_1	k141_193020	3	410	-	408	84	0.217254
14443_2	k141_193020	776	1300	-	525	82	0.164818
14444_1	k141_3993	272	655	+	384	0	0
14444_2	k141_3993	711	833	-	123	0	0
14444_3	k141_3993	1248	1811	-	564	0	0
14444_4	k141_3993	1813	2691	-	879	1	0.0012005
14444_5	k141_3993	2803	4251	+	1449	2	0.0014565
14444_6	k141_3993	4336	5010	-	675	1	0.00156331
14444_7	k141_3993	5220	5654	-	435	0	0
14444_8	k141_3993	5666	7042	-	1377	0	0
14444_9	k141_3993	7017	7409	-	393	0	0
14444_10	k141_3993	7691	8851	-	1161	0	0
14444_11	k141_3993	8876	10735	-	1860	10	0.00567331
14444_12	k141_3993	10785	11405	-	621	10	0.0169925
14444_13	k141_3993	11380	12414	-	1035	1	0.00101955
14444_14	k141_3993	12577	12912	+	336	0	0
14444_15	k141_3993	12972	14720	-	1749	10	0.00603336
14444_16	k141_3993	14880	15638	-	759	1	0.0013903
14444_17	k141_3993	15728	16408	-	681	6	0.00929723
14444_18	k141_3993	16598	17464	+	867	0	0
14445_1	k141_32150	3	194	-	192	0	0
14445_2	k141_32150	194	1972	-	1779	10	0.00593162
14445_3	k141_32150	1986	2840	-	855	2	0.00246839
14445_4	k141_32150	3065	3202	-	138	0	0
14446_1	k141_135247	1	345	+	345	5	0.0152933
14446_2	k141_135247	803	4612	+	3810	210	0.0581626
14446_3	k141_135247	4609	5100	-	492	7	0.0150135
14447_1	k141_193025	60	1034	-	975	338	0.365815
14448_1	k141_207182	3	356	-	354	1	0.00298089
14448_2	k141_207182	522	1082	+	561	91	0.17117
14448_3	k141_207182	1072	1926	-	855	326	0.402347
14448_4	k141_207182	1951	2760	-	810	43	0.0560187
14448_5	k141_207182	2889	3794	-	906	339	0.39484
14448_6	k141_207182	3911	4447	+	537	230	0.451963
14448_7	k141_207182	4468	4938	-	471	0	0
14448_8	k141_207182	4941	5474	-	534	11	0.0217371
14449_1	k141_221572	228	770	+	543	3	0.00583003
14449_2	k141_221572	767	1264	+	498	1	0.00211895
14449_3	k141_221572	1299	1505	-	207	6	0.0305865
14449_4	k141_221572	1721	1948	+	228	0	0
14449_5	k141_221572	2000	3223	+	1224	2	0.00172424
14449_6	k141_221572	3305	3847	+	543	2	0.00388669
14449_7	k141_221572	4130	5662	+	1533	8	0.00550677
14450_1	k141_236265	95	721	+	627	0	0
14450_2	k141_236265	718	1020	+	303	0	0
14450_3	k141_236265	1492	2007	-	516	0	0
14451_1	k141_47148	1	156	+	156	4	0.0270573
14451_2	k141_47148	116	493	+	378	5	0.0139581
14451_3	k141_47148	607	1107	+	501	0	0
14451_4	k141_47148	1285	2226	+	942	3	0.00336062
14451_5	k141_47148	2516	3049	-	534	5	0.00988048
14452_1	k141_32153	3	350	-	348	13	0.0394197
14452_2	k141_32153	726	1001	+	276	3	0.01147
14453_1	k141_3998	2	1189	+	1188	21	0.0186532
14453_2	k141_3998	1727	1816	+	90	5	0.0586242
14454_1	k141_135250	74	334	-	261	0	0
14454_2	k141_135250	517	1107	-	591	0	0
14454_3	k141_135250	1242	1352	-	111	0	0
14455_1	k141_279500	2	97	+	96	0	0
14455_2	k141_279500	152	559	-	408	10	0.0258636
14455_3	k141_279500	559	849	-	291	7	0.0253837
14455_4	k141_279500	1030	1743	+	714	34	0.0502493
14455_5	k141_279500	2264	2752	+	489	4	0.00863178
14455_6	k141_279500	2783	3772	+	990	7	0.00746126
14455_7	k141_279500	3955	4071	+	117	0	0
14456_1	k141_250714	2	88	+	87	0	0
14456_2	k141_250714	100	1341	-	1242	796	0.676302
14456_3	k141_250714	1403	2023	-	621	403	0.684799
14456_4	k141_250714	2238	3536	+	1299	655	0.532086
14457_1	k141_236267	3	104	+	102	0	0
14457_2	k141_236267	203	1219	+	1017	3	0.00311279
14458_1	k141_149606	41	433	+	393	28	0.0751822
14458_2	k141_149606	1105	1890	+	786	24	0.0322209
14458_3	k141_149606	2773	3831	+	1059	56	0.0558009
14458_4	k141_149606	3996	4847	+	852	40	0.0495416
14458_5	k141_149606	4849	6147	+	1299	36	0.0292444
14458_6	k141_149606	6373	7929	+	1557	38	0.025754
14458_7	k141_149606	7945	8412	+	468	19	0.0428408
14458_8	k141_149606	8414	8869	-	456	27	0.062481
14458_9	k141_149606	9013	9570	+	558	26	0.0491687
14458_10	k141_149606	9787	11073	+	1287	51	0.0418159
14458_11	k141_149606	11127	11708	+	582	40	0.0725248
14459_1	k141_75937	3	332	+	330	12	0.0383722
14459_2	k141_75937	423	632	-	210	21	0.105524
14459_3	k141_75937	1200	1769	-	570	49	0.0907132
14460_1	k141_4000	2	1189	+	1188	0	0
14460_2	k141_4000	1726	1815	+	90	0	0
14461_1	k141_32156	1	183	-	183	0	0
14461_2	k141_32156	360	908	-	549	0	0
14461_3	k141_32156	877	1338	-	462	0	0
14462_1	k141_178423	1	783	-	783	0	0
14463_1	k141_207187	3	335	-	333	0	0
14463_2	k141_207187	332	1408	-	1077	0	0
14464_1	k141_47149	1	2295	-	2295	0	0
14465_1	k141_264575	313	1440	-	1128	2	0.00187098
14466_1	k141_279504	145	369	-	225	5	0.0234497
14466_2	k141_279504	596	1384	-	789	11	0.0147118
14466_3	k141_279504	1381	1494	-	114	0	0
14467_1	k141_135253	2	1312	-	1311	0	0
14467_2	k141_135253	1322	2026	-	705	0	0
14467_3	k141_135253	2038	2328	-	291	0	0
14467_4	k141_135253	2353	3426	+	1074	0	0
14468_1	k141_207188	3	878	-	876	30	0.0361382
14468_2	k141_207188	1016	1315	-	300	16	0.0562792
14468_3	k141_207188	1312	1779	-	468	22	0.0496051
14468_4	k141_207188	2013	2165	+	153	2	0.0137939
14469_1	k141_47152	1	924	+	924	0	0
14469_2	k141_47152	950	1648	+	699	0	0
14470_1	k141_264576	3	320	+	318	0	0
14470_2	k141_264576	407	1336	-	930	5	0.00567331
14471_1	k141_17787	1	267	+	267	0	0
14471_2	k141_17787	279	1535	+	1257	0	0
14471_3	k141_17787	1547	1675	+	129	1	0.00818012
14472_1	k141_193027	441	1034	+	594	0	0
14472_2	k141_193027	1038	2603	+	1566	0	0
14472_3	k141_193027	2620	3135	-	516	0	0
14472_4	k141_193027	3624	4139	+	516	0	0
14472_5	k141_193027	4096	4278	-	183	0	0
14472_6	k141_193027	4341	5579	+	1239	0	0
14472_7	k141_193027	5593	5661	+	69	0	0
14473_1	k141_75939	1	1995	+	1995	5684	3.0065
14473_2	k141_75939	2018	2620	+	603	1668	2.91896
14473_3	k141_75939	2624	3034	+	411	1769	4.54188
14474_1	k141_163666	1	237	-	237	127	0.565464
14474_2	k141_163666	395	1612	-	1218	745	0.645444
14474_3	k141_163666	1744	2208	+	465	374	0.848727
14474_4	k141_163666	2439	2624	+	186	166	0.941769
14474_5	k141_163666	2634	3002	-	369	250	0.714929
14474_6	k141_163666	3246	3773	+	528	302	0.603563
14474_7	k141_163666	3878	4153	+	276	103	0.393802
14474_8	k141_163666	4178	4288	+	111	15	0.142599
14475_1	k141_149617	1	207	-	207	5	0.0254888
14475_2	k141_149617	259	1719	+	1461	9	0.00650042
14476_1	k141_236273	2	979	+	978	1	0.00107897
14476_2	k141_236273	1058	1498	-	441	11	0.0263211
14476_3	k141_236273	1676	1930	-	255	3	0.0124145
14476_4	k141_236273	2131	2475	+	345	9	0.0275279
14477_1	k141_17789	39	1358	+	1320	0	0
14478_1	k141_250724	1	1320	+	1320	490	0.391716
14478_2	k141_250724	1333	1566	-	234	112	0.50507
14478_3	k141_250724	1716	2000	-	285	157	0.581305
14479_1	k141_4006	3	3056	-	3054	669	0.231157
14479_2	k141_4006	3188	3343	-	156	0	0
14480_1	k141_264579	3	518	-	516	0	0
14480_2	k141_264579	536	1825	-	1290	4	0.00327205
14480_3	k141_264579	1812	2237	-	426	0	0
14481_1	k141_75941	10	555	-	546	0	0
14481_2	k141_75941	568	1344	-	777	0	0
14481_3	k141_75941	1341	1760	-	420	2	0.00502493
14482_1	k141_193032	2	292	+	291	163	0.591077
14482_2	k141_193032	764	1414	+	651	493	0.799126
14483_1	k141_47157	1	186	-	186	106	0.601371
14483_2	k141_47157	556	1464	+	909	484	0.561864
14484_1	k141_236275	1	1737	-	1737	3	0.00182251
14485_1	k141_17793	1	792	-	792	4	0.00532947
14486_1	k141_221587	3	878	+	876	283	0.340904
14486_2	k141_221587	1091	1630	+	540	5	0.0097707
14486_3	k141_221587	2040	3173	-	1134	0	0
14486_4	k141_221587	3170	3652	-	483	2	0.00436951
14487_1	k141_207199	2	634	+	633	0	0
14487_2	k141_207199	654	1409	+	756	0	0
14487_3	k141_207199	1406	1939	+	534	0	0
14487_4	k141_207199	2022	2297	+	276	0	0
14488_1	k141_47158	2	1000	-	999	2	0.00211258
14488_2	k141_47158	1027	1467	-	441	2	0.00478565
14488_3	k141_47158	1484	1666	-	183	2	0.0115326
14488_4	k141_47158	1682	1783	-	102	0	0
14489_1	k141_163669	31	567	-	537	2	0.00393011
14489_2	k141_163669	651	1859	+	1209	0	0
14489_3	k141_163669	1859	2674	+	816	0	0
14489_4	k141_163669	2766	3044	+	279	2	0.00756441
14489_5	k141_163669	3085	4287	-	1203	3	0.00263151
14490_1	k141_47159	3	887	-	885	0	0
14490_2	k141_47159	1142	1450	-	309	1	0.003415
14491_1	k141_17797	3	917	-	915	275	0.317147
14491_2	k141_17797	914	1675	-	762	5	0.00692412
14492_1	k141_61573	110	1183	-	1074	10	0.00982528
14492_2	k141_61573	1205	2422	-	1218	15	0.0129955
14492_3	k141_61573	2616	3638	-	1023	3	0.00309453
14492_4	k141_61573	3825	5054	-	1230	5	0.00428958
14492_5	k141_61573	5106	6158	-	1053	8	0.00801698
14492_6	k141_61573	6161	7414	-	1254	14	0.0117809
14492_7	k141_61573	7428	9242	-	1815	20	0.0116279
14492_8	k141_61573	9258	10400	-	1143	16	0.0147715
14492_9	k141_61573	10397	11926	-	1530	10	0.00689696
14492_10	k141_61573	12081	12281	-	201	0	0
14493_1	k141_75951	59	829	-	771	0	0
14493_2	k141_75951	847	2280	-	1434	0	0
14494_1	k141_135261	1	1179	+	1179	0	0
14494_2	k141_135261	1236	1478	+	243	0	0
14494_3	k141_135261	1558	2352	+	795	0	0
14494_4	k141_135261	2349	3317	+	969	0	0
14494_5	k141_135261	3302	3823	+	522	0	0
14494_6	k141_135261	3820	4281	+	462	0	0
14494_7	k141_135261	4278	4832	+	555	0	0
14495_1	k141_279530	1	471	-	471	0	0
14495_2	k141_279530	673	1167	+	495	0	0
14496_1	k141_47161	2	424	+	423	0	0
14496_2	k141_47161	535	1152	+	618	0	0
14497_1	k141_163671	1	1173	+	1173	555	0.49928
14497_2	k141_163671	1226	2212	-	987	573	0.612614
14497_3	k141_163671	2277	2564	-	288	129	0.472658
14498_1	k141_75952	2	1192	+	1191	0	0
14499_1	k141_135264	1	1191	+	1191	424	0.375667
14500_1	k141_264585	2	529	-	528	4	0.00799421
14500_2	k141_264585	545	1003	-	459	0	0
14500_3	k141_264585	1006	1989	-	984	4	0.00428958
14500_4	k141_264585	2118	3635	+	1518	0	0
14500_5	k141_264585	3671	4750	-	1080	0	0
14500_6	k141_264585	5005	5610	-	606	0	0
14501_1	k141_250726	456	1244	-	789	324	0.433329
14501_2	k141_250726	1254	1775	-	522	186	0.376003
14501_3	k141_250726	1810	3102	-	1293	718	0.58597
14501_4	k141_250726	3203	4450	-	1248	380	0.321306
14501_5	k141_250726	4479	4907	-	429	135	0.332067
14501_6	k141_250726	4911	5603	-	693	312	0.475084
14501_7	k141_250726	5600	6004	-	405	161	0.419489
14501_8	k141_250726	6153	6443	-	291	151	0.547562
14501_9	k141_250726	6443	6556	-	114	24	0.222155
14501_10	k141_250726	6571	7710	-	1140	572	0.529469
14501_11	k141_250726	7726	7800	-	75	0	0
14502_1	k141_163675	3	1019	-	1017	0	0
14502_2	k141_163675	1187	1489	-	303	0	0
14503_1	k141_149619	767	1810	+	1044	470	0.475058
14503_2	k141_149619	1833	2552	+	720	230	0.337089
14503_3	k141_149619	2549	3487	-	939	311	0.349498
14503_4	k141_149619	3587	3946	-	360	161	0.471925
14503_5	k141_149619	4251	5303	+	1053	491	0.492042
14503_6	k141_149619	5365	6117	-	753	212	0.297092
14503_7	k141_149619	6409	7452	-	1044	255	0.257744
14503_8	k141_149619	7446	8594	-	1149	340	0.312254
14503_9	k141_149619	8597	8950	-	354	110	0.327898
14504_1	k141_207204	1	750	+	750	11	0.0154768
14504_2	k141_207204	791	1084	-	294	5	0.0179462
14504_3	k141_207204	1306	2124	+	819	13	0.0167498
14504_4	k141_207204	2128	3051	-	924	4	0.00456812
14504_5	k141_207204	3162	3260	-	99	0	0
14505_1	k141_61580	148	504	-	357	300	0.886753
14505_2	k141_61580	915	1118	-	204	235	1.21559
14506_1	k141_236278	1	123	+	123	0	0
14506_2	k141_236278	145	978	+	834	0	0
14506_3	k141_236278	978	1958	+	981	0	0
14506_4	k141_236278	1955	2713	+	759	0	0
14506_5	k141_236278	2723	3535	+	813	0	0
14506_6	k141_236278	3532	4386	+	855	0	0
14506_7	k141_236278	4412	6382	+	1971	0	0
14506_8	k141_236278	6432	6686	-	255	0	0
14506_9	k141_236278	6887	7231	+	345	0	0
14507_1	k141_47169	3	2093	+	2091	47	0.0237188
14507_2	k141_47169	2115	2339	-	225	3	0.0140698
14508_1	k141_75958	1	1032	+	1032	12	0.0122702
14508_2	k141_75958	1197	2168	-	972	0	0
14508_3	k141_75958	2165	2530	-	366	0	0
14509_1	k141_250728	2	871	+	870	12	0.014555
14509_2	k141_250728	871	1317	+	447	0	0
14510_1	k141_264591	3	1085	+	1083	0	0
14511_1	k141_135272	2	562	+	561	224	0.421342
14511_2	k141_135272	559	813	-	255	91	0.376574
14511_3	k141_135272	810	1055	-	246	36	0.154425
14512_1	k141_61581	3	221	+	219	0	0
14512_2	k141_61581	226	1158	-	933	1	0.00113101
14512_3	k141_61581	1254	1688	+	435	0	0
14512_4	k141_61581	1692	2150	+	459	0	0
14513_1	k141_4012	3	110	+	108	3	0.0293121
14513_2	k141_4012	94	219	+	126	0	0
14513_3	k141_4012	209	682	+	474	25	0.0556559
14513_4	k141_4012	856	2199	+	1344	0	0
14513_5	k141_4012	2202	2861	+	660	0	0
14513_6	k141_4012	2893	3471	+	579	0	0
14513_7	k141_4012	3483	4013	+	531	0	0
14513_8	k141_4012	4123	5109	+	987	0	0
14513_9	k141_4012	5125	5436	+	312	0	0
14513_10	k141_4012	5736	5837	+	102	0	0
14513_11	k141_4012	5834	6820	+	987	0	0
14513_12	k141_4012	6817	7155	+	339	0	0
14513_13	k141_4012	7146	7385	+	240	1	0.00439681
14513_14	k141_4012	7431	7724	+	294	0	0
14513_15	k141_4012	8033	8419	+	387	0	0
14514_1	k141_75959	495	881	-	387	0	0
14514_2	k141_75959	1150	1461	-	312	0	0
14515_1	k141_47173	1	1083	-	1083	0	0
14516_1	k141_250729	1	306	+	306	0	0
14516_2	k141_250729	391	1440	-	1050	3	0.00301496
14516_3	k141_250729	1440	1793	-	354	0	0
14517_1	k141_135274	1	891	+	891	23	0.0272395
14518_1	k141_207213	1	156	-	156	0	0
14518_2	k141_207213	143	832	-	690	1	0.00152933
14518_3	k141_207213	934	1665	-	732	11	0.0158574
14519_1	k141_221588	418	597	+	180	0	0
14519_2	k141_221588	652	972	+	321	0	0
14519_3	k141_221588	1083	1427	-	345	0	0
14519_4	k141_221588	1609	1977	-	369	0	0
14519_5	k141_221588	1979	2695	-	717	0	0
14519_6	k141_221588	2704	3123	-	420	0	0
14519_7	k141_221588	3647	4063	+	417	0	0
14519_8	k141_221588	4065	5594	+	1530	0	0
14519_9	k141_221588	5594	8824	+	3231	0	0
14519_10	k141_221588	8824	9450	+	627	0	0
14520_1	k141_135275	338	787	+	450	0	0
14520_2	k141_135275	829	1008	-	180	0	0
14521_1	k141_61587	2	811	+	810	2	0.00260552
14521_2	k141_61587	908	1285	+	378	0	0
14521_3	k141_61587	1381	1533	+	153	0	0
14522_1	k141_163678	2	604	+	603	214	0.374495
14522_2	k141_163678	652	1254	-	603	355	0.621241
14522_3	k141_163678	1418	2185	+	768	432	0.59357
