# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_5/J19_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_5/J19_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_5/J19_1.bam	RPKG
7604_2	k141_114595	1512	1745	+	234	1	0.0189509
7604_3	k141_114595	1919	3373	+	1455	24	0.0731464
7604_4	k141_114595	3336	5222	+	1887	33	0.0775509
7604_5	k141_114595	5219	5767	+	549	6	0.0484645
7604_6	k141_114595	5785	6933	+	1149	21	0.0810483
7604_7	k141_114595	7018	7950	+	933	30	0.142588
7604_8	k141_114595	7935	8453	+	519	7	0.0598102
7604_9	k141_114595	8512	8706	+	195	0	0
7604_10	k141_114595	8722	9108	+	387	14	0.160421
7604_11	k141_114595	9105	10247	+	1143	16	0.0620752
7604_12	k141_114595	10244	10816	+	573	27	0.208956
7604_13	k141_114595	10782	11096	+	315	8	0.112622
7604_14	k141_114595	11108	11932	+	825	12	0.0645018
7604_15	k141_114595	12020	13609	+	1590	46	0.128294
7604_16	k141_114595	13690	14076	+	387	13	0.148963
7604_17	k141_114595	14109	14585	+	477	2	0.0185933
7604_18	k141_114595	14582	15787	+	1206	22	0.0808947
7604_19	k141_114595	15787	16005	+	219	0	0
7604_20	k141_114595	15995	16882	+	888	10	0.0499381
7604_21	k141_114595	16905	18791	+	1887	32	0.0752009
7604_22	k141_114595	18876	19685	+	810	14	0.0766457
7604_23	k141_114595	19709	20569	+	861	11	0.0566545
7604_24	k141_114595	20586	21047	+	462	3	0.0287955
7604_25	k141_114595	21090	22775	+	1686	20	0.0526038
7604_26	k141_114595	22926	24131	+	1206	37	0.13605
7604_27	k141_114595	24161	24295	+	135	0	0
7604_28	k141_114595	24267	25262	+	996	16	0.071237
7604_29	k141_114595	25321	26766	+	1446	11	0.0337341
7604_30	k141_114595	27176	29554	+	2379	40	0.0745608
7604_31	k141_114595	29565	30440	-	876	8	0.0404977
7604_32	k141_114595	30612	32078	+	1467	9	0.0272055
7604_33	k141_114595	32063	32644	+	582	0	0
7604_34	k141_114595	32629	33009	+	381	2	0.0232782
7604_35	k141_114595	33132	34505	-	1374	18	0.0580939
7604_36	k141_114595	34795	36285	+	1491	9	0.0267676
7604_37	k141_114595	36511	37542	+	1032	20	0.0859399
7604_38	k141_114595	37642	38145	+	504	8	0.0703889
7604_39	k141_114595	38253	39635	-	1383	19	0.0609223
7604_40	k141_114595	39851	40759	-	909	12	0.0585413
7604_41	k141_114595	40874	42178	+	1305	16	0.0543694
7604_42	k141_114595	42194	43930	+	1737	23	0.0587182
7604_43	k141_114595	44134	45600	+	1467	24	0.0725481
7604_44	k141_114595	45691	47076	-	1386	32	0.102384
7604_45	k141_114595	47649	49115	+	1467	26	0.0785937
7604_46	k141_114595	49121	49975	+	855	11	0.0570521
7604_47	k141_114595	49979	50836	+	858	6	0.0310105
7604_48	k141_114595	50879	52138	+	1260	32	0.112622
7604_49	k141_114595	52138	53355	+	1218	12	0.0436897
7604_50	k141_114595	53671	55191	+	1521	17	0.0495638
7604_51	k141_114595	55221	55505	+	285	2	0.0311193
7605_1	k141_9918	1	1530	+	1530	10	0.0289837
7606_1	k141_122562	74	1351	+	1278	6	0.0208193
7606_2	k141_122562	1385	3241	+	1857	29	0.0692518
7607_1	k141_97986	1	540	+	540	0	0
7607_2	k141_97986	619	1095	+	477	0	0
7608_1	k141_66444	2	1624	-	1623	0	0
7609_1	k141_49721	3	2546	+	2544	16	0.0278899
7609_2	k141_49721	2866	6564	+	3699	47	0.0563454
7610_1	k141_146466	2	805	-	804	0	0
7610_2	k141_146466	819	1241	-	423	0	0
7610_3	k141_146466	1260	1871	-	612	0	0
7610_4	k141_146466	1997	2236	-	240	0	0
7610_5	k141_146466	2205	2423	-	219	0	0
7611_1	k141_17997	1	699	+	699	0	0
7611_2	k141_17997	789	1220	+	432	0	0
7611_3	k141_17997	1347	1514	+	168	0	0
7612_1	k141_74001	88	1257	-	1170	0	0
7612_2	k141_74001	1355	1537	-	183	0	0
7613_1	k141_66446	2	823	-	822	3	0.0161843
7613_2	k141_66446	839	1147	-	309	1	0.0143511
7614_1	k141_49722	3	1295	+	1293	0	0
7615_1	k141_122567	2	478	+	477	0	0
7615_2	k141_122567	498	677	+	180	0	0
7615_3	k141_122567	640	1038	+	399	0	0
7616_1	k141_154665	1	267	+	267	0	0
7616_2	k141_154665	291	1013	+	723	0	0
7616_3	k141_154665	1015	1731	+	717	0	0
7616_4	k141_154665	1749	2969	+	1221	0	0
7616_5	k141_154665	3062	3997	+	936	0	0
7617_1	k141_49723	1	153	-	153	0	0
7617_2	k141_49723	460	1107	+	648	0	0
7618_1	k141_17998	176	544	+	369	0	0
7618_2	k141_17998	534	923	+	390	0	0
7618_3	k141_17998	1062	2585	+	1524	0	0
7619_1	k141_146471	3	1163	-	1161	6	0.0229173
7620_1	k141_74002	142	717	-	576	0	0
7620_2	k141_74002	733	1443	-	711	6	0.0374219
7620_3	k141_74002	1603	2325	+	723	2	0.0122669
7620_4	k141_74002	2424	2519	+	96	0	0
7621_1	k141_41782	1	777	+	777	2	0.0114144
7621_2	k141_41782	1028	1792	+	765	3	0.0173902
7621_3	k141_41782	2135	4153	-	2019	0	0
7621_4	k141_41782	4150	4917	-	768	0	0
7621_5	k141_41782	5041	6051	-	1011	0	0
7621_6	k141_41782	6044	6316	-	273	0	0
7622_1	k141_122572	3	848	-	846	5	0.0262086
7622_2	k141_122572	867	1181	-	315	1	0.0140778
7623_1	k141_9919	3	152	+	150	0	0
7623_2	k141_9919	179	1654	-	1476	0	0
7623_3	k141_9919	1667	2131	-	465	0	0
7623_4	k141_9919	2267	3328	-	1062	0	0
7623_5	k141_9919	3574	3873	+	300	0	0
7623_6	k141_9919	3870	4760	+	891	0	0
7623_7	k141_9919	4854	6254	-	1401	0	0
7623_8	k141_9919	6284	6817	-	534	0	0
7624_1	k141_146476	2	199	-	198	0	0
7624_2	k141_146476	217	768	-	552	2	0.016067
7624_3	k141_146476	774	1175	-	402	0	0
7624_4	k141_146476	1454	1681	+	228	4	0.0777983
7625_1	k141_66455	2	370	+	369	0	0
7625_2	k141_66455	367	1212	+	846	1	0.00524173
7626_1	k141_114609	3	1118	-	1116	0	0
7626_2	k141_114609	1358	2470	+	1113	0	0
7627_1	k141_122576	1	1476	+	1476	0	0
7628_1	k141_18004	62	670	+	609	0	0
7628_2	k141_18004	786	1271	-	486	2	0.018249
7629_1	k141_74005	2	541	-	540	1	0.00821204
7629_2	k141_74005	538	1095	-	558	0	0
7629_3	k141_74005	1136	2323	-	1188	3	0.0111982
7629_4	k141_74005	2325	3458	-	1134	2	0.00782099
7629_5	k141_74005	3468	3695	-	228	0	0
7630_1	k141_122577	209	1699	-	1491	0	0
7631_1	k141_146479	2	943	-	942	0	0
7631_2	k141_146479	1002	1799	-	798	0	0
7632_1	k141_130777	3	452	-	450	3	0.0295633
7632_2	k141_130777	595	1569	+	975	2	0.00909641
7632_3	k141_130777	2313	4562	-	2250	13	0.0256216
7632_4	k141_130777	4572	5225	-	654	6	0.0406835
7632_5	k141_130777	5591	6307	+	717	12	0.0742176
7632_6	k141_130777	6543	7958	-	1416	7	0.021922
7632_7	k141_130777	8134	9744	-	1611	22	0.060558
7632_8	k141_130777	10159	11730	+	1572	23	0.0648814
7632_9	k141_130777	12055	12735	+	681	7	0.0455822
7632_10	k141_130777	12766	13323	-	558	15	0.119207
7632_11	k141_130777	13330	14295	-	966	17	0.0780399
7632_12	k141_130777	14473	16035	-	1563	20	0.0567434
7632_13	k141_130777	16094	16978	-	885	17	0.0851825
7632_14	k141_130777	16978	17613	-	636	2	0.013945
7632_15	k141_130777	17617	18285	-	669	1	0.00662855
7633_1	k141_146481	2	328	+	327	0	0
7633_2	k141_146481	382	1272	+	891	0	0
7633_3	k141_146481	1367	2158	+	792	0	0
7634_1	k141_74009	3	2366	+	2364	0	0
7635_1	k141_41788	1	654	-	654	5	0.0339029
7635_2	k141_41788	870	1820	-	951	15	0.0699448
7635_3	k141_41788	1820	2791	-	972	4	0.018249
7635_4	k141_41788	2982	4298	-	1317	2	0.00673425
7635_5	k141_41788	4653	4808	-	156	6	0.170558
7636_1	k141_9925	132	1046	-	915	1	0.00484645
7636_2	k141_9925	1330	2484	-	1155	4	0.0153576
7636_3	k141_9925	2518	2925	-	408	0	0
7637_1	k141_57606	46	1338	-	1293	30	0.102889
7637_2	k141_57606	1455	3845	-	2391	17	0.0315293
7637_3	k141_57606	3858	4523	-	666	13	0.0865593
7637_4	k141_57606	4655	6688	-	2034	21	0.0457839
7637_5	k141_57606	6832	7008	-	177	0	0
7637_6	k141_57606	7022	9619	-	2598	0	0
7637_7	k141_57606	9606	10283	-	678	1	0.00654056
7637_8	k141_57606	10304	11332	-	1029	6	0.0258571
7637_9	k141_57606	11329	12018	-	690	4	0.0257072
7637_10	k141_57606	12279	14078	-	1800	2	0.00492722
7637_11	k141_57606	14120	14482	-	363	2	0.0244325
7637_12	k141_57606	14638	16347	-	1710	1	0.00259328
7637_13	k141_57606	16375	16722	-	348	0	0
7637_14	k141_57606	16753	17553	-	801	9	0.0498258
7637_15	k141_57606	17624	19954	-	2331	19	0.0361457
7637_16	k141_57606	19947	20393	-	447	12	0.119047
7637_17	k141_57606	20374	20868	-	495	3	0.0268758
7637_18	k141_57606	20883	21497	-	615	1	0.00721057
7638_1	k141_66465	2	613	-	612	0	0
7638_2	k141_66465	856	1050	+	195	0	0
7639_1	k141_114619	3	398	+	396	0	0
7639_2	k141_114619	477	1619	+	1143	1	0.0038797
7640_1	k141_18006	172	4758	-	4587	64	0.0618723
7641_1	k141_130778	312	1370	+	1059	0	0
7641_2	k141_130778	1436	1705	-	270	0	0
7642_1	k141_49725	1	1143	-	1143	0	0
7642_2	k141_49725	1140	2879	-	1740	3	0.00764569
7642_3	k141_49725	2869	3231	-	363	2	0.0244325
7642_4	k141_49725	3340	3597	-	258	0	0
7642_5	k141_49725	3763	3969	-	207	0	0
7642_6	k141_49725	4331	4714	-	384	0	0
7642_7	k141_49725	4730	5296	-	567	0	0
7642_8	k141_49725	5290	5685	-	396	0	0
7642_9	k141_49725	5672	6043	-	372	0	0
7642_10	k141_49725	6067	6393	-	327	0	0
7642_11	k141_49725	6390	6722	-	333	0	0
7642_12	k141_49725	6715	7026	-	312	0	0
7642_13	k141_49725	7016	7222	-	207	0	0
7642_14	k141_49725	7229	7783	-	555	0	0
7642_15	k141_49725	7780	8097	-	318	11	0.153395
7642_16	k141_49725	8101	8340	-	240	0	0
7642_17	k141_49725	8353	8880	-	528	0	0
7642_18	k141_49725	8953	9612	-	660	0	0
7642_19	k141_49725	9618	9983	-	366	0	0
7642_20	k141_49725	9987	10205	-	219	0	0
7642_21	k141_49725	10335	10796	-	462	1	0.00959849
7642_22	k141_49725	10759	11190	-	432	0	0
7642_23	k141_49725	11199	11930	-	732	0	0
7642_24	k141_49725	12087	12284	-	198	2	0.0447929
7642_25	k141_49725	12526	12690	-	165	0	0
7643_1	k141_122583	1	1230	+	1230	0	0
7643_2	k141_122583	1233	1526	+	294	0	0
7643_3	k141_122583	1599	3197	+	1599	3	0.00831989
7643_4	k141_122583	3194	4594	-	1401	3	0.00949572
7643_5	k141_122583	4761	5699	+	939	0	0
7644_1	k141_130780	133	1431	-	1299	109	0.372102
7644_2	k141_130780	1525	1875	-	351	21	0.265312
7644_3	k141_130780	2136	2291	+	156	7	0.198984
7644_4	k141_130780	2363	2830	-	468	49	0.464296
7645_1	k141_74012	2	907	+	906	9	0.0440513
7645_2	k141_74012	1029	1688	-	660	16	0.107503
7645_3	k141_74012	1806	2579	+	774	47	0.269278
7645_4	k141_74012	2682	2891	+	210	7	0.147817
7645_5	k141_74012	2895	3200	+	306	11	0.15941
7646_1	k141_9929	441	989	+	549	6	0.0484645
7646_2	k141_9929	1267	2307	+	1041	1	0.00425985
7646_3	k141_9929	2421	2879	+	459	2	0.0193224
7647_1	k141_146485	2	958	+	957	0	0
7647_2	k141_146485	1087	1725	+	639	0	0
7647_3	k141_146485	1852	2526	+	675	0	0
7647_4	k141_146485	2642	3328	+	687	0	0
7648_1	k141_114626	1	558	+	558	1	0.00794713
7648_2	k141_114626	639	1052	+	414	4	0.0428454
7648_3	k141_114626	1057	1605	-	549	0	0
7649_1	k141_41794	262	429	-	168	19	0.501521
7649_2	k141_41794	748	1128	-	381	11	0.12803
7649_3	k141_41794	1282	1647	-	366	12	0.145393
7649_4	k141_41794	1589	2146	-	558	17	0.135101
7650_1	k141_1305	53	532	+	480	5	0.0461927
7650_2	k141_1305	653	886	-	234	2	0.0379017
7650_3	k141_1305	889	1992	-	1104	8	0.0321341
7650_4	k141_1305	1996	2364	-	369	0	0
7650_5	k141_1305	2752	3693	+	942	6	0.0282452
7650_6	k141_1305	3852	4229	+	378	5	0.0586574
7650_7	k141_1305	4222	5295	+	1074	14	0.0578054
7650_8	k141_1305	5308	5559	+	252	0	0
7650_9	k141_1305	5584	5748	+	165	0	0
7650_10	k141_1305	5838	8462	+	2625	45	0.07602
7650_11	k141_1305	8452	9231	+	780	14	0.0795936
7650_12	k141_1305	9324	10949	+	1626	9	0.0245452
7650_13	k141_1305	11104	12003	+	900	6	0.0295633
7650_14	k141_1305	12037	14001	+	1965	14	0.0315944
7650_15	k141_1305	13988	14746	+	759	15	0.0876384
7650_16	k141_1305	15022	15564	+	543	25	0.204167
7650_17	k141_1305	16015	17196	+	1182	28	0.105047
7650_18	k141_1305	17407	18294	+	888	26	0.129839
7650_19	k141_1305	18294	19688	+	1395	57	0.181195
7650_20	k141_1305	19916	21961	+	2046	84	0.182062
7650_21	k141_1305	21981	22460	+	480	19	0.175532
7650_22	k141_1305	22546	23424	+	879	27	0.136213
7650_23	k141_1305	23443	23844	-	402	13	0.143404
7650_24	k141_1305	24013	26055	+	2043	51	0.1107
7650_25	k141_1305	26116	26394	+	279	1	0.0158943
7650_26	k141_1305	26406	27668	+	1263	10	0.0351109
7650_27	k141_1305	27672	28685	+	1014	21	0.0918388
7650_28	k141_1305	28682	29176	+	495	16	0.143337
7650_29	k141_1305	29223	30893	+	1671	47	0.124729
7650_30	k141_1305	30854	31717	+	864	16	0.0821204
7650_31	k141_1305	31765	32133	+	369	0	0
7650_32	k141_1305	32072	32386	+	315	3	0.0422333
7650_33	k141_1305	32355	32936	+	582	10	0.0761942
7650_34	k141_1305	32986	33168	+	183	6	0.145393
7650_35	k141_1305	33251	34696	+	1446	28	0.0858686
7650_36	k141_1305	34766	35224	+	459	4	0.0386449
7650_37	k141_1305	35253	37901	+	2649	62	0.10379
7650_38	k141_1305	37905	39866	+	1962	46	0.103969
7650_39	k141_1305	39868	40812	+	945	19	0.0891593
7650_40	k141_1305	40806	41102	+	297	8	0.119448
7650_41	k141_1305	41165	42448	+	1284	14	0.0483513
7650_42	k141_1305	42491	43732	+	1242	37	0.132107
7650_43	k141_1305	43757	45388	+	1632	40	0.108689
7650_44	k141_1305	45531	45791	+	261	16	0.271847
7650_45	k141_1305	45852	46544	+	693	18	0.115182
7650_46	k141_1305	46579	47607	+	1029	20	0.0861905
7650_47	k141_1305	47607	48485	+	879	27	0.136213
7650_48	k141_1305	48489	49007	+	519	1	0.00854432
7650_49	k141_1305	49000	51939	+	2940	38	0.0573167
7650_50	k141_1305	51957	52547	+	591	14	0.105047
7650_51	k141_1305	52529	53320	+	792	23	0.12878
7650_52	k141_1305	53333	53545	+	213	0	0
7650_53	k141_1305	53542	54666	+	1125	14	0.0551849
7650_54	k141_1305	54679	55074	+	396	10	0.111982
7650_55	k141_1305	55058	56038	+	981	13	0.058765
7650_56	k141_1305	56085	56285	-	201	1	0.0220622
7650_57	k141_1305	56366	57316	+	951	18	0.0839338
7650_58	k141_1305	57335	58711	+	1377	37	0.119155
7650_59	k141_1305	58742	59440	+	699	9	0.0570966
7650_60	k141_1305	59391	60026	+	636	19	0.132477
7650_61	k141_1305	60029	60784	+	756	20	0.117315
7650_62	k141_1305	60844	61356	+	513	10	0.0864425
7650_63	k141_1305	61331	62251	+	921	16	0.077038
7650_64	k141_1305	62333	62977	+	645	16	0.110003
7650_65	k141_1305	63071	64171	-	1101	24	0.0966649
7650_66	k141_1305	64440	64832	-	393	8	0.0902697
7650_67	k141_1305	65048	65662	+	615	11	0.0793163
7650_68	k141_1305	65800	66153	-	354	4	0.0501074
7650_69	k141_1305	66156	66740	-	585	11	0.0833838
7650_70	k141_1305	66775	67380	-	606	21	0.153671
7650_71	k141_1305	67399	67692	-	294	1	0.0150833
7650_72	k141_1305	67737	69017	-	1281	43	0.148855
7650_73	k141_1305	69121	69402	-	282	4	0.0629007
7650_74	k141_1305	69408	69737	-	330	17	0.228444
7650_75	k141_1305	69753	70061	-	309	18	0.25832
7650_76	k141_1305	70208	70429	-	222	2	0.0399505
7650_77	k141_1305	70431	70844	-	414	13	0.139248
7650_78	k141_1305	70870	72201	-	1332	38	0.12651
7650_79	k141_1305	72419	72901	-	483	5	0.0459058
7650_80	k141_1305	72944	73678	-	735	25	0.150833
7650_81	k141_1305	73662	75527	-	1866	52	0.123577
7651_1	k141_57612	1	90	+	90	0	0
7651_2	k141_57612	116	448	+	333	0	0
7651_3	k141_57612	445	1392	-	948	0	0
7651_4	k141_57612	1581	2939	+	1359	0	0
7651_5	k141_57612	2974	3396	+	423	0	0
7651_6	k141_57612	3405	4025	-	621	0	0
7652_1	k141_82524	458	1081	+	624	0	0
7652_2	k141_82524	1537	2133	+	597	0	0
7652_3	k141_82524	2144	2962	+	819	0	0
7652_4	k141_82524	3328	3531	+	204	0	0
7652_5	k141_82524	3593	6832	+	3240	2	0.00273735
7652_6	k141_82524	6842	7435	+	594	0	0
7652_7	k141_82524	7413	7628	-	216	0	0
7652_8	k141_82524	8119	8553	+	435	0	0
7652_9	k141_82524	8516	10444	+	1929	0	0
7652_10	k141_82524	10446	11498	+	1053	0	0
7652_11	k141_82524	11488	12579	+	1092	3	0.0121827
7652_12	k141_82524	12628	14613	+	1986	1	0.00223288
7652_13	k141_82524	15038	15937	-	900	3	0.0147817
7652_14	k141_82524	16716	17282	-	567	1	0.00782099
7652_15	k141_82524	17296	18270	-	975	0	0
7652_16	k141_82524	18359	18868	-	510	0	0
7652_17	k141_82524	19036	19272	+	237	5	0.0935549
7652_18	k141_82524	19984	20883	+	900	2	0.00985445
7653_1	k141_74014	2	667	-	666	4	0.0266336
7653_2	k141_74014	692	1186	-	495	0	0
7653_3	k141_74014	1208	1468	-	261	0	0
7654_1	k141_146488	491	1408	+	918	9	0.0434755
7655_1	k141_41796	1	1437	+	1437	4	0.0123438
7656_1	k141_114631	1	405	-	405	3	0.0328482
7656_2	k141_114631	950	1267	-	318	2	0.0278899
7657_1	k141_66481	3	419	-	417	0	0
7657_2	k141_66481	546	1145	+	600	0	0
7657_3	k141_66481	1209	1802	-	594	0	0
7658_1	k141_18007	2	1087	+	1086	6	0.0245
7658_2	k141_18007	1258	2463	+	1206	16	0.0588325
7658_3	k141_18007	2491	3978	+	1488	27	0.0804647
7658_4	k141_18007	4259	4993	+	735	12	0.0724
7658_5	k141_18007	5074	6294	+	1221	28	0.101692
7658_6	k141_18007	6455	7063	+	609	16	0.116506
7659_1	k141_114632	1	1206	-	1206	3	0.0110311
7660_1	k141_66483	3	275	-	273	0	0
7660_2	k141_66483	447	917	-	471	0	0
7660_3	k141_66483	1257	1448	-	192	3	0.0692891
7661_1	k141_1311	3	1343	+	1341	8	0.0264549
7662_1	k141_122596	1	393	+	393	0	0
7662_2	k141_122596	451	1260	+	810	0	0
7663_1	k141_9931	1	960	+	960	0	0
7663_2	k141_9931	971	1228	+	258	0	0
7663_3	k141_9931	1393	3003	+	1611	0	0
7663_4	k141_9931	3000	4256	+	1257	0	0
7663_5	k141_9931	4258	4659	+	402	0	0
7663_6	k141_9931	4675	4953	+	279	0	0
7664_1	k141_114634	1	813	+	813	0	0
7664_2	k141_114634	821	1099	-	279	0	0
7665_1	k141_138917	139	993	-	855	52	0.269701
7665_2	k141_138917	1015	2535	-	1521	84	0.244903
7665_3	k141_138917	2579	3115	-	537	15	0.123869
7665_4	k141_138917	3112	3618	-	507	30	0.262396
7665_5	k141_138917	3647	3886	-	240	5	0.0923854
7665_6	k141_138917	3918	4781	-	864	31	0.159108
7665_7	k141_138917	4778	5212	-	435	27	0.275245
7665_8	k141_138917	5229	5501	-	273	24	0.389846
7665_9	k141_138917	5606	5944	-	339	15	0.196217
7665_10	k141_138917	6041	6718	-	678	32	0.209298
7665_11	k141_138917	6722	8065	-	1344	79	0.260659
7665_12	k141_138917	8092	9423	-	1332	61	0.203081
7665_13	k141_138917	9495	9680	-	186	0	0
7665_14	k141_138917	9705	10205	-	501	28	0.247836
7665_15	k141_138917	10365	10769	-	405	16	0.17519
7665_16	k141_138917	10818	12152	-	1335	75	0.249129
7665_17	k141_138917	12262	13437	-	1176	64	0.241333
7665_18	k141_138917	13577	14875	+	1299	101	0.344792
7665_19	k141_138917	15172	16695	+	1524	67	0.194955
7665_20	k141_138917	16874	17359	-	486	9	0.0821204
7665_21	k141_138917	17372	18160	-	789	27	0.151751
7665_22	k141_138917	18222	19505	-	1284	59	0.203766
7665_23	k141_138917	19689	21527	-	1839	58	0.139859
7665_24	k141_138917	21560	22483	-	924	42	0.201568
7665_25	k141_138917	22612	25515	-	2904	147	0.224474
7665_26	k141_138917	25512	27551	-	2040	101	0.219551
7665_27	k141_138917	27696	28421	-	726	26	0.158811
7665_28	k141_138917	28520	29485	+	966	37	0.169851
7665_29	k141_138917	29633	30772	-	1140	54	0.210055
7665_30	k141_138917	30788	32878	-	2091	49	0.103917
7665_31	k141_138917	32918	33472	-	555	16	0.127841
7665_32	k141_138917	33478	34869	-	1392	73	0.232556
7665_33	k141_138917	34859	36253	-	1395	37	0.117618
7665_34	k141_138917	36287	36733	-	447	33	0.327379
7665_35	k141_138917	36765	38732	-	1968	124	0.27941
7665_36	k141_138917	38760	40760	-	2001	89	0.197237
7665_37	k141_138917	41047	41508	+	462	36	0.345546
7665_38	k141_138917	41530	41925	+	396	31	0.347145
7665_39	k141_138917	42146	42478	-	333	19	0.25302
7665_40	k141_138917	42497	43759	-	1263	79	0.277376
7665_41	k141_138917	43993	45378	-	1386	100	0.31995
7665_42	k141_138917	45560	47932	-	2373	123	0.229854
7665_43	k141_138917	47966	48532	-	567	14	0.109494
7665_44	k141_138917	48605	49210	+	606	39	0.285389
7666_1	k141_41797	8	937	-	930	0	0
7666_2	k141_41797	934	1149	-	216	3	0.0615903
7666_3	k141_41797	2343	3620	-	1278	9	0.0312289
7666_4	k141_41797	3617	4174	-	558	7	0.0556299
7666_5	k141_41797	4656	4802	-	147	2	0.0603333
7667_1	k141_114636	3	437	+	435	0	0
7667_2	k141_114636	337	1281	-	945	0	0
7668_1	k141_130791	116	670	+	555	0	0
7668_2	k141_130791	708	1499	+	792	0	0
7668_3	k141_130791	1530	2336	+	807	0	0
7668_4	k141_130791	2505	3008	+	504	0	0
7669_1	k141_74020	1	468	+	468	0	0
7669_2	k141_74020	821	1540	-	720	6	0.0369542
7669_3	k141_74020	2007	2237	+	231	1	0.019197
7669_4	k141_74020	2744	3316	+	573	4	0.0309564
7670_1	k141_106503	208	471	+	264	5	0.0839868
7670_2	k141_106503	472	1215	+	744	12	0.0715242
7670_3	k141_106503	1268	1456	+	189	0	0
7670_4	k141_106503	1515	3185	+	1671	26	0.0689988
7670_5	k141_106503	3199	3687	+	489	13	0.117891
7670_6	k141_106503	3701	4405	+	705	8	0.0503206
7670_7	k141_106503	4421	5446	+	1026	14	0.0605098
7670_8	k141_106503	5440	6033	+	594	2	0.014931
7670_9	k141_106503	6034	7557	+	1524	17	0.0494662
7670_10	k141_106503	7567	8820	+	1254	30	0.106089
7670_11	k141_106503	8832	12587	+	3756	66	0.0779225
7670_12	k141_106503	12589	13968	+	1380	12	0.0385609
7670_13	k141_106503	13968	14225	+	258	4	0.0687519
7670_14	k141_106503	14538	15821	+	1284	21	0.0725269
7670_15	k141_106503	15814	17565	+	1752	13	0.0329044
7670_16	k141_106503	17558	18625	+	1068	8	0.0332172
7670_17	k141_106503	18772	19107	+	336	4	0.0527917
7670_18	k141_106503	19119	20528	+	1410	1	0.00314504
7670_19	k141_106503	20576	20863	+	288	1	0.0153976
7670_20	k141_106503	20878	21354	+	477	2	0.0185933
7670_21	k141_106503	21354	22358	+	1005	19	0.0838363
7670_22	k141_106503	22650	23882	+	1233	18	0.0647372
7670_23	k141_106503	23945	24742	+	798	8	0.0444561
7670_24	k141_106503	24755	25030	+	276	1	0.016067
7670_25	k141_106503	25030	25287	+	258	0	0
7670_26	k141_106503	25387	26244	+	858	5	0.0258421
7670_27	k141_106503	26192	26767	+	576	0	0
7670_28	k141_106503	26857	28182	+	1326	9	0.0300984
7670_29	k141_106503	28233	28811	+	579	8	0.0612712
7670_30	k141_106503	28903	29478	+	576	11	0.0846866
7670_31	k141_106503	29487	30476	+	990	11	0.0492722
7670_32	k141_106503	30553	31488	+	936	5	0.0236886
7670_33	k141_106503	31568	33055	+	1488	16	0.0476828
7670_34	k141_106503	33173	33586	+	414	4	0.0428454
7670_35	k141_106503	33550	34539	+	990	0	0
7670_36	k141_106503	34554	35243	+	690	3	0.0192804
7670_37	k141_106503	35236	36075	+	840	4	0.0211167
7670_38	k141_106503	36140	36982	+	843	6	0.0315623
7670_39	k141_106503	36982	37890	+	909	9	0.0439059
7670_40	k141_106503	37931	38764	+	834	1	0.00531715
7670_41	k141_106503	38832	40574	+	1743	9	0.0228976
7670_42	k141_106503	40638	41771	+	1134	2	0.00782099
7670_43	k141_106503	41775	42971	+	1197	3	0.011114
7670_44	k141_106503	43031	43243	+	213	1	0.0208193
7670_45	k141_106503	43393	44592	+	1200	5	0.0184771
7670_46	k141_106503	44654	45586	+	933	6	0.0285177
7670_47	k141_106503	45579	47228	+	1650	29	0.0779397
7670_48	k141_106503	47368	48594	+	1227	9	0.0325269
7670_49	k141_106503	48715	49272	+	558	4	0.0317885
7670_50	k141_106503	49290	50036	+	747	14	0.0831098
7670_51	k141_106503	50076	51329	-	1254	28	0.099016
7670_52	k141_106503	51479	52150	+	672	6	0.0395938
7670_53	k141_106503	52151	53524	+	1374	10	0.0322744
7670_54	k141_106503	53535	54107	+	573	3	0.0232173
7670_55	k141_106503	54125	57085	+	2961	29	0.0434314
7670_56	k141_106503	57086	58072	+	987	4	0.0179716
7670_57	k141_106503	58072	58401	+	330	2	0.0268758
7670_58	k141_106503	58411	59799	+	1389	17	0.0542739
7670_59	k141_106503	59886	60158	+	273	3	0.0487308
7670_60	k141_106503	60161	60409	+	249	0	0
7670_61	k141_106503	60445	60945	+	501	0	0
7670_62	k141_106503	60932	61654	+	723	7	0.0429343
7670_63	k141_106503	61760	62110	+	351	17	0.214776
7670_64	k141_106503	62193	62738	+	546	9	0.0730962
7670_65	k141_106503	62740	63597	+	858	5	0.0258421
7670_66	k141_106503	63590	64219	+	630	13	0.0915056
7670_67	k141_106503	64287	65039	+	753	13	0.0765584
7670_68	k141_106503	65105	67180	+	2076	59	0.126029
7670_69	k141_106503	67215	68516	+	1302	20	0.0681183
7670_70	k141_106503	68506	69405	+	900	12	0.0591267
7670_71	k141_106503	69550	70383	+	834	31	0.164832
7670_72	k141_106503	70471	71352	+	882	27	0.13575
7670_73	k141_106503	71371	72120	+	750	8	0.0473013
7670_74	k141_106503	72122	72667	+	546	26	0.211167
